Ayssi comensan las paraulas de Albucasim .	The words of Albuquisim begin here.
E guarda te en tota cauterizacio que no ultimes am le cauteri en tant que comburas nervi o gran arceria, e que per aquo a tu es sobre le malaute mal noccument o contraccio.	And be careful in all cautery that you do not leave the cautery until it has burned nerves or large arteries, and that because of this, it is bad for your patient to suffer or contract.
E yeu ja e vist un e autre de aquels les quals cauterizero sobre la cavilha e ultimero en la cauterizacio, e la cama foc inflada entro que la tumor aconseguit lo pe, e foc perforat e corromput tot le pe.	And behold, I have seen one and another of those who will be cauterized on the pelvis and finally in the cautery, and the inflamed fire burning inside until the tumor reaches its peak, and the pierced and corrupted foot is made.
E aprop accidic fort solucio de ventre, e aprop aquo la mort.	And thus a great solution of the belly occurs, and thus death ensues.
E si la dolor es en dos partidas ensemps cauteriza quascuna segon aquesta manieyra.	And if the pain is in two parts together, then cauterize each one according to this manner.
E diysero les savis alcus en la cauterizacio de anqua cauteri del qual aquesta es la manieyra: fay semblant a cercle de ferr del qual le cercuit sia la maytat de un palm; e sia deves le sieu orrifici segon la grossesa de un os de datil o mens un pauc.	And thus the wise ones say in the cauterization of the hip, that this is the manner: make it similar to a circle of iron with a circumference equal to half a palm; and be the shape of your orifice according to the thickness of a walnut shell or less.
E dedintz aquel cercle sia un autre tertz; e sia le spazi le qual es entre lor la quantitat del notz del pous; e sian aquels cercles ubertz de dos partidas; e sia la longitut de aquels cays un notz o dos notz, e fay en aquels margue de ferr decentment apparelhat en les cercles; e aquesta es la forma de lu:	And within that circle be another third; and be the space which is between them the quantity of the nodules of the pustule; and be those circles about two parts; and be the length of them one nodule or two nodules, and make in those margins of iron decently apparelled in the circles; and this is the form of it:
Aprop sia ignit en le foc entro que s’enrogesisca e gete scintillas, e aprop sia pausat sobre la partida del anqua, le malaute colcat sobre le latz sa.	And be ignited in the fire until it reddens and gives sparks, and be paused above the part of the hip, the patient lying on his side.
E donc cauteriza aquel am tres cauteris redontz en una veguada.	And then cauterize that with three circular cauteries in one pass.
E aprop layssa aquel per tres jorns; aprop emplastre aquel am boder e layssa la plagua uberta per trops dias; e aprop cura aquel am enguentz entro que sia sanat.	And then leave that for three days; apply a poultice to it with border and leave the wound open for many days; and then cure that with ointments until it is healed.
Diys Albucasis : o, filhs, de aquesta specia de cauteri pauc havem usat per la terror del reguardament de lu, e per aquo que paucs havem trobatz les quals reguardan sobre lu.	Thus speaks Albucasis: Ah, children, we have used this type of cautery rarely because of the fear of looking at it, and therefore few have found those who look upon it.
Mays dels bos cauteris a lu qui les sufferta, et atroba am aquel le loc de lu.	But from good cauteries, they have suffered at him, and found the place of him.
Mays cauteri am medicinas adhurentz es que tu fassas dos cercles haventz armula perforada en la qual deyssen le guaffo de la porta de ferr; sia la longuitut de la paretz en la nauteza de lor sian dos nozes o quays aquels.	But the cautery with burning medicines is one that you make two circles having a perforated armula in which should be placed the goaf of the iron door; be the length of the partitions in the neatness of their being two nodules or as many as those.
E si le spazi le qual es entre quascu la quantitat de la grossitut del dit; e sian ubertz dejos e desus, e sian que contenguan se entre lor segon aquesta forma:	And if the space which is between each one is the quantity of the thickness of the said; and be above and below, and be that contain themselves between them according to this form:
E aprop pausa sobre la partida de la anqua le malaut jasent sobre le latz sa, e comprem la tua ma sobre la partida de la anqua; e aprop pren de aygua cauda e fon la entre dos cercles, e la qualiditat de aquela sia am le foc petit a petit, e te aquela per la quantitat de una hora, e sufferta le malaute la mordicacio e la adhustio de lu — quar aquel atrobo mordicacio ayssi cum de foc — entro que cesse la mordicacio.	And then pause above the part of the hip the patient lying on his side, and compress your hand over the part of the hip; and then take cold water and pour it between two circles, and let its quality be in a small fire little by little, and hold that for the quantity of an hour, and cause the patient to suffer the biting and adaptation of him — as if from fire — until the biting ceases.
E aprop eleva la tua ma am le instrument et abstergeys l’aygua cauda de tota la anqua am aygua dousa.	And then lift your hand with the instrument and wash away the cold water from all of the hip with warm water.
E aprop leyssa aquel per tres jorns e pausa sobre aquel boder entro que sia la negror de la adhustio remauguda, e leyssa aquo per alcus jorns, e correra de lu poyredura; aquest es derier en juvament.	And then leave that for three days and pause over it with border until the darkness of adaptation is regained, and leave that too for some days, and run from him purulence; this is the last in judgment.
E aprop cura aquel am enguentz entro que sia sanat.	And then cure that with ointments until it is healed.
E si la dolor es extenduda entro la coyssa o la camba, fay a lu estatua en lu que contengua aygua segon que es feyt en la anqua engualment.	And if the pain is extended to the joint or the thigh, make it like a statue in him that contains water according to how it is made in the hip equally.
E aquesta es la manieyra de aygua cauda, e yeu ja he scrit aquela en le tractat de la rectificacio de medicinas.	And this is the manner of cold water, and you have already written it in the treatise on the rectification of medicines.
Recipe de alcali e de caus no extinta de amdos ana partida una, e trissa les e pausa en una ola nova de la qual la partida dejos sia perforada per un petit trauc, segon la quantitat que intre en lu ray.	Recipe of alkali and of both non-extinguished causes, one for each hip, and crush them and pause in a new wave of which the left part is pierced by a small hole, according to the quantity that enters into the ray.
E pausa dejos le fons de la ola autra ola enveyriada, e gete sobre aquel alcali e caus viva de aygua doussa la qual cobra aquels per un dit, e pus que tu compremes aquels am la tieua ma per bona compressio, e leyssa la hola que deyssenda de lu aygua aguda en la partida dejos a la ola enveyriada.	And pause the bottom of the wave in another enveloped wave, and pour on that alkali and living causes with warm water which absorbs those for one finger, and then compress them with your thumb for good compression, and leave the hole to descend from it into the parted-off wave in the enveloped wave.
E aprop ajusta tota aquela aygua, e geta la sobre autra caus viva e autre alcali renovelatz, quar aquela lahoras sira de mot forta acuitat, la qual es aministrada en motas operacios de medicina e en cauterizacio dels autres membres, quar operacio fa de foc.	And then adjust all that water, and pour it on other living causes and another alkali renewed, because that water is now of very strong acidity, which is administered in many operations of medicine and in cauterization of the other members, because operation makes fire.
E so de las medicinas alcunas am las quals es cauterizat ancha, ayssi cum tezizic e mel anacrat e caus am sabo enayssi que sian mesclatz.	And some of the medicines with which the hip is cauterized, such as tea-zit and mulberry juice, and causes with savory in such a way that they are mixed.
E Gualia recontet de un home dels antics la operacio e la curacio am la qual es curada dolor de anqua e de vena sciatica, e magnifiquet mot be esser de aquel, e diys que no hac necessitat de autra curacio, e quar es sanat per una veguada ayssi cum recomtec, quar fort leu aquel intrec en banh e eysic ja sa d’aquel.	And Gualia recounts the story of a man from ancient times who was operated on and cured for hip pain and sciatic vein pain, and magnified much about him, saying that no other cure was needed, and that it was healed in one pass, just as he had recommended, because very little effort was required to achieve this.
Et es que sia pres de certarragi vert, e si no es atrobat vert, sia presa figua recent; e mot sia trissada am un pauc de grays e sia pausat sus la anqua en la qual es la dolor, o en la coyssa, o en la camba, e sia liat.	And it is that you should be taken with certain vertebrae, and if not found, take a fresh fig; and much be crushed with a little grey matter, and paused above the hip where there is pain, or in the joint, or in the thigh, and tied.
E sia layssat per la cantitat de tres horas o per la quantitat que·l malaute centa cedacio de la adhustio.	And be left for the quantity of three hours or for the quantity that the patient feels relaxation of adaptation.
E aprop met aquel en banh e donc quan le cors de lu sia enrozat, entromet aquel en le sol, quar la dolor cessa e es sanat.	And then immerse that in water and therefore when the body of him is relaxed, interpose it in the sun, so that the pain ceases and he is healed.
E sapias que no cove que alcu use de cauteri am aquestas medicinas sino aprop la evacuacio del cors.	And know that no one should use these medicines for cauterization except in the event of evacuation from the body.
Mays ja Escorides diysec que quan am fenda de cabra la vena stretica es cauterizada, aprofieyra a lu mo be; e sia le cauteri am lu segon aquesta manieyra: sia presa lana e sia enbeguda en oli antic, e sia pausat entre le pous del pe e entre le fossil.	But already Escorides has said that when the sciatic vein is cauterized in a wound of goat, it is cured with ease; and this cautery is done according to this manner: take wool and soak it in old oil, and place it between the toes of the foot and between the bones.
E aprop pren fenda de cabra secca e emflasma aquela am foc entro que sia fayta carbo; e aprop pausa lu sobre la lana e leysa la entro que sia estengida.	And then take dried goat's hide and inflame it with fire until it is made of charcoal; and then pause it over the wool and leave it inside until it is stretched.
E aprop itera aquo, e no cessas far aquo entro que·l scintiment de la mordicacio pervengua entro al anqua e repausa la dolor.	And then repeat this process, and do not stop until the sensation of biting reaches into the hip and brings relief to the pain.
Et aquesta manieyra de cauteri es apelat cauteri de vaquas.	And this manner of cauterization is called "cauteri de vaquas".
Capitol .xlii.	Chapter 42.
De cauterizacio de dolor de dos.	On the Cauterization of Pain in Two Places.
Alcunas veguadas dolor es en le dos per tropas causas, cum per cazement o per percucio o per superflua evacuacio, e per causas ad aquelas semblantz, per infusio de materia frega e humida.	At times pain is in both places due to various causes, such as bruising or striking or excessive evacuation, and by causes similar to those, through the infusion of wet and humid matter.
E cauteri no catz sino en aquesta sola specia la qual es fayta per efusio de materia frega.	And the cautery is not done except in this one species which is made by effusion of wet matter.
Donc cove, aprop evacuacio del malaute am pillulas fitidas e am semblant a lor, que sian faytas sobre·l dos en le qual es la dolor tres linhas segon la latitut de lu, pus que senhas am tentha en quascuna linha v cauteris o mays, segon la quantitat que ve de la tolleransa del malaute e de la vertut de lu.	Therefore, it is good to evacuate the patient with pillules fitidas and similar ones that are made on both places where there is pain, three lines according to the latitude of him, plus one tenths in each line or more, depending on the quantity that comes from the tolerance of the patient and the virtue of him.
E sia fayta cauterizacio am cauteri de punt.	And make a cautery with pointed cauteries.
E si vols, cauteriza am tres cauteris o am quatre am cauteri clavilh medial segon aquesta forma:	And if you wish, cauterize with three or four pointed cauteries in the middle of the joint according to this form:
Capitol .xliii.	Chapter 43.
De cauterizacio al comensament de gilbositat.	On the Cauterization at the Beginning of Giltiness.
Motas veguadas endeve aquesta malautia als petitz enfantz; e senhal del comensament de lu en les enfantz es que accideys sobre lor estrectura en le ale eves la elevacio e·l movement.	Many times this illness attacks little children; and the sign of its beginning in children is that it happens to their structure in the ear, with a sudden elevation and movement.
E atrobas en le derier espondil del dos e dels notz de lu que ja comensa a sobremontar sobre les autres spondils.	And you find it in the last cervical vertebra of the spine, and in the nodes of him that already begins to rise above the other vertebrae.
E donc quan tu vezes aquo e voles prohibir, lahoras cauterisa aquel am cauteri que sia cercle segon aquesta forma:	And then when you find this and want to prohibit it, then cauterize that with a circular cautery according to this form:
que prengua le cauteri sobre tota partida del spondilh engualment.	which takes the cautery on all parts of the vertebra equally.
E si vols, cauteriza en le circuit del spondilh am le cauteri de punt dos linhas o tres.	And if you wish, cauterize in the circle of the vertebra with pointed cauteries two or three lines.
E sian les puntz propdas entre lor.	And be the points proper between them.
E aprop cura le loc entro que sia sanat am aquo que havem dit.	And then cure that place until it is healed with this which we have said.
Mays guarda que cauteri no sia administrat en gelbositat que sia fayta per spasme de nervi.	But beware that cautery should not be administered in giltiness caused by spasms of nerves.
Capitol .xliv.	Chapter 44.
De cauterizacio de podagra e de dolor de juncturas.	On the Cauterization of Gout and Joint Pain.
Quan dolor de juncturas son faytas per humors fregas les quals so enfundutz a quascun membre del cors, lahoras quan veno dolors en los pes, de costuma dels metges es que aquo apelen podragua propriament.	When joint pain is caused by wet humors that are poured into each member of the body, then when pains come in the feet, it is customary for doctors to call this gout properly.
E donc cum es curada podagra de causa frega am manieyra de cura e no so remaugudas las dolors, lahoras las remau cauteri.	And therefore when gout caused by wetness is cured by a method of cure and the pains are not relapsed, then relapse them with cautery.
E es que tu cauterizas aquel aprop evacuacio en le circuit de la junctura del pe am motz cauteris.	And you cauterize that with evacuation in the circle of the joint of the foot, with many cauteries.
E sia cauteri olivar del qual aquesta es la forma de lu:	And be the olive-shaped cautery, the form of which is this:
E si es necessitat que puntz sia fayt sobre la fassia del pe, lahoras fay am cauteri de punt.	And if it is necessary that points are made on the fascia of the foot, then make with a pointed cautery.
E si las dolors pujan entro als denolhs o a las autras juncturas, e aquo motas vetz s’endeve, lahoras cauteriza aquel sobre quascun donolh am tres cauteris o quatre de tota partida am aquest cauteri olivar.	And if the pains rise into the digits or to other joints, and this many times endures, then cauterize that on each digit with three or four cauteries of all parts with this olive-shaped cautery.
E si motz cauteris que aquestz cauteris sian a tu necessaris, lahoras cauteriza aquel e no premas trop la tua ma am le cauteri abans, sia tant solament enviro la specitut de la codena.	And if many cauteries are needed to produce this effect, then cauterize that and do not press too hard with your hand on the cautery, so as to be only about the thickness of a cord.
E si las dolors pugan entro al donolh e·l dos, lahoras aministra le cauteri le qual havem dit en le sieu capitol.	And if the pains rise into the finger and the toe, then administer the cautery which we have said in our chapter.
E si las dolors so en las mas tant solament, e es apelada suagra, lahoras puncta en le circuit dels focils ayssi cum se revolvo, puncta en aquels dos linhas.	And if the pains are only in the toes and are called "suagra", then puncture in the circle of the phalanges as they revolve, puncturing those two lines.
E si reman de las dolors en les ditz, lahoras puncta en le cercuit dels focils sobre quascun notz e sobre la pinche de la ma.	And if the pains remain in the said toes, then puncture in the circle of the phalanges on each digit and on the tip of the finger.
E si las dolors pugan aprop alscus jorns als coydes o als muscles, lahoras cauteriza les quascus de tota part dels ajutoris.	And if the pains rise approximately after some days to the joints or muscles, then cauterize all of them on all parts of the aids.
E no evacuas le malaute de bon regiment e de recepcio de medicinas, quar si es fayt bon regiment e flacma es evacuada am aquest cauteri sira sanat, Dieus ajudan.	And do not evacuate the patient from good regime and reception of medicines, for if it is made good regime and evacuation is done with this cautery, then the patient will be healed, God help.
Capitol .xlv.	Chapter 45.
De cauterizacio de rompeduras.	On the Cauterization of Wounds.
Quan endeve rompedura en les angonars e diysendo les budels denant l’atela al genetiu, e aquo es comensan de aprop, lahoras cove que tu mandas al malaute layssar la sua comestio en le sieu dia e que use de causas leniens per so que la fenda deyssenda del sieu ventre.	When the wound occurs in the thighs and says that it is spreading the bladders before the navel to the belly, and this is beginning to approach, then it is good for you to order the patient to leave his diet for a day and to use lenient causes so that the wound may come out of his belly.
E aprop segua le malaute entre las tuas mas sobre le sieu dos, e comanda a lu que tengua le sieu ale entro que sia foro getat o aparesca l’atela o·l budels.	And then follow the patient between your fingers on his back, and command him to keep his arm bent until the orifice is made or the navel or bladders appear.
E aprop retorna aquel am les tieus ditz e senha am tenta la ruptura sobre le os del pentenilh am senhal la extremitat del qual sia semblant a la maytat de cercle a las subiranas partidas del cors.	And then return that to the said digits and signal by attempting the rupture on the bone of the pelvis, signaling the extremity of which is similar to the half-circle of the upper parts of the body.
E aprop igneys le cauteri del qual aquesta es la forma de lu:	And then ignite the cautery of which this is the form:
entro que sia mot rog e gete cintilhas.	until it is hot enough to produce sparks.
E aprop reduzeys le budel o l’atela a la sua conquavitat, e aprop pause la sua ma sobre le loc per so que le budel no yesqua.	And then reduce the navel or bladder to its natural curvature, and then pause your hand over the location so that the navel does not burst.
E tu ja has ubert entre las coyssas del malaute e dejos lu as pausat un coyssi, et autre servent sia sus las cambas de lu, e autre sus le pietz de lu, le qual tengua las suas mas.	And you have already opened between the joints of the patient and left one joint paused, another serving on his thighs, and another on his feet, which has its own fingers.
E aprop pausa le cauteri sobre aquel senhal am la tua ma am cauteri stan dreyt, e te aquel entro que am lu consieguas le os del pentenilh entro al mieg del duiduni; e itera am aquel autra veguada si a tu aquel no has conseguit en la primieyra veguada entro al os.	And then pause the cautery over that sign with your hand having the cautery standing upright, and get that into the bone of the pelvis up to the middle of the duodenum; and repeat it in another way if you did not succeed in the first time getting into the bone.
E observa saviament del ysiment del budel en la hora de la tua cauterizacio, que no comburas aquel budel per so que sobre le malaute no vengua in mort o autre gran malicia.	And observe wisely the state of the navel at the time of your cautery, that you do not burn that navel so that it does not bring harm or great evil to the patient.
E sapias que quan tu am le cauteri no atenhas le os, no confereys la tua operacio.	And know that when you are using the cautery, do not touch the bone, nor confirm your operation.
E cove que·l cauteri dels enfants sia subtil segon le gran e la mesura de lor.	And it is good for children's cauteries to be subtle according to their great and small size.
E aprop cura le loc del cauteri per tres dias am boder entro que sia remauguda la scara del foc.	And then cure the location of the cautery for three days with borders, so that the scar of fire is renewed.
E aprop cura aquel am les autres enguentz entro que sia sanat.	And then cure that with other ointments until it is healed.
E le malaute sia jasent sobre le sieu dos per xl dias entro que sia sigillat le loc e la plagua.	And the patient shall lie on his back for 40 days until the location and wound are sealed.
E cove que pauses le nutriment de lu segon la longitut del temps de la curacio de lu le qual le linesca le ventre de lu, e que le budel no yesca fora deves le esforsament de guerir.	And it is good that you pause the nourishment of him according to the length of time for his cure, which stretches his belly, and that the navel does not burst forth under the effort of healing.
E aprop quan se vol levar aprop xl dias, lahoras aministra liament decentment fayt, e tengua aquel per autres xl jorns.	And then when it is time to lift after 40 days, then administer gradually decreasing power, and keep him that way for another 40 days.
E sia mermat de trebalh e de replecio de vianda e de beure, e de votz vehementz, quar quan usa de aquest regiment de sanacio entiera sira sanat.	And he should be weakened by labor and replenishment of food and drink, and of loud voices, for when he uses this regimen of healing, then it will be whole.
E yeu diyre la curacio de las rupturas en las autras partidas del ventre, e so al comensament, e vols que no treguan, lahoras cauterisa la ruptura d’aquel am cauteri redon segon la quantitat de lu, e sia aquo que es exhurit de la codena ayssi cum la tersa partida de lu; e aprop cura aquel am aquo que havem dit, e no es ajustat.	And I will say the cure for ruptures in other parts of the belly, and at the beginning, and you want them not to stop, then cauterize the rupture with that round cautery according to the quantity of it, and this is what is exhausted from the cord as well as the third part of it; and then cure that with what we have said, and do not adjust.
E ja diyssero alcus primiers que ruptura sia cauterizada am cauteri triangular segon aquesta forma, pus que es senhada am tenta:	And already some first ones said that rupture should be cauterized with triangular cautery according to this form, since it is signified by attempt:
e es pausada linha que eys per la latitut en le latz pus sobira de la ruptura, e autra linha al desus; e depausa la tua ma am un cauteri clavilh, mays le primier cauteri es pus leugier e milhor.	and it is a paused line that goes through the latitude in the latz plus above the rupture, and another line above; and place your hand with a pointed cautery, but the first cautery is lighter and better.
Capitol .xlvi.	Chapter 46.
De cauterizacio de torcio.	On the Cauterization of Twist.
Quan endeve en alscus membres per cazement o per percussio dolor e persevera aquela dolor per lonc temps e no comfereys al u curacio am medicinas, lahoras cove que cauterizes am cauteri de punt.	When there is a pain in some members due to bruising or striking and the pain persists for a long time and does not conform to cure with medicines, then it is good that you cauterize with pointed cautery.
E sia le cauteri de tot membre segon la magnitut e la parvitat de lu, e vertut e develitat de lu, e locacio de torcio e dolor de lu.	And be the cautery of every member according to its magnitude and smallness, virtue and faultiness, location of twist and pain of it.
Donc si·s sanat per le primier cauteri, bo es; e sino, lahoras itera sobre lu le cauteri; quar de costuma de aquelas dolors es que sian punctatz de membre ad aquel membre le qual apropinque al u, per que cove que consieguas aquels am cauteri entro que·l malaute sia sanat.	Therefore, if it is healed by the first cautery, well; and otherwise, then repeat the cautery on him; for of those pains it is customary that they are punctured from one member to another which approaches it, so that you should achieve those with cautery until the patient is healed.
Capitol .xlvii.	Chapter 47.
De cauterizacio de lepra.	On the Cauterization of Leprosy.
Les lebros alcunas veguadas am cauteri per mot gran juvament, e magerment si la specia de lepra que es fayta per putrefaccio de flacma e de melencolia.	Some lepers are cured with cautery by a great amount of benefit, and especially if the type of leprosy is caused by the putrefaction of phlegm and melancholy.
E donc cum tu vols cauterizar aquel, considera si la lepra es comussan e as aquela curada am aquo que havem dit en la divisio e no deysen, ni esta, e temes sobre le malaute que la corrupcio comprehenda tot le cors de lu e tota la compleccio de lu, lahoras cauteriza aquel sobre le cap am v cauteris: am un en le mieg loc del cap, e am le segon pus dejos de lu, eves le front a la fi dels cabels; e amdos sobre dos corns; e am un detras, sobre la nuca o servitz.	And therefore, when you want to cauterize that person, consider if the leprosy is common and has been cured with what we have said in the division and not denied, nor stayed, and fear for the patient that the corruption may comprehend all his body and all his composition, then cauterize that on the head with many cauteries: one in the middle of the head, and a second one further away from it, up to the end of the hair; and both above the two horns; and one behind, on the nape or neck.
E ultima la tua ma am le cauteri un pauc entro que emprema en le os una petita empressio, e de lu sian deslocadas las scorsas, per so que la expiracio de grossas vapors sia alleujada de lu; e cauteriza sobre la melsa segon que es precesit.	And finally, your hand with the cautery a little bit to impress on the bone a small impression, and from there are dislocated the scabs, so that the exhalation of thick vapors is alleviated for him; and cauterize on the malleus according to what was previously said.
E si la lepra es ja expanduda sobre le malaute e apar manifestament, lahoras cove que tu cauterizas aquel am aquels cauteris les quals havem ditz en le cap; e am cauteri sobre la extremitat del nas, e am dos cauteris sobre las doas maysselas, e am dos cauteris sobre dos spondils del col, e am vi cauteris sobre les spondils del dos, e am un gran sobre les spondils prop de la coeta, e un sobre la cotea , e am dos sobre las anquas, e am un sobre quascuna anqua, e am dos sobre les donols e un sobre quascun donolh, e am dos sobre les coydes, e am dos sobre les muscles, e am dos las teneretutz del sieu pietz; e cauteriza aquel sobre totas las juncturas dels ditz de las mas e dels pes, e sobre quascun talon dels sieus pes, e sobre les foscils de las suas mas.	And if the leprosy is already spread out on the patient and appears manifestly, then it is good for you to cauterize him with those cauteries which we have said in the head; and with a cautery on the extremity of the nose, and two on both kneecaps, and two on both shoulder blades, and two on the vertebrae of the back, and six on the vertebrae of the neck, and two on each ankle, and two on each heel, and two on the tendons of his feet; and cauterize him on all the joints of his fingers and toes, and on every toe and heel, and on the phalanges of his fingers.
E guarda te dels nervis les quals so sobre le talo que no comburas aquels.	And beware of the nerves which are over the tendon that you do not burn those.
E alcunas veguadas es cauterizat am un cauteri sobre le os del pentenilh e am autre sobre la boca del stomac, e autre sobre le fietge.	And sometimes it is cauterized with a cautery on the bone of the pelvis and another on the mouth of the stomach, and another on the liver.
E sapias que quant mays ajustas cauteris, tant es mays juvatiu e mays conferent; e sapias que le malaute no ha en le cauteri dolor, ayssi cum han les sas, per so quar le cors de lu ja es stupefayt.	And know that the more you adjust the cauteries, the more beneficial and conforming it is; and know that the patient has no pain in the cautery, just as they have in their skin, because his body is already stupified.
E cove que les cauteris sian grans o paucs segon les membres e las juncturas segon que es precedit de las specias dels ferramentz.	And it is good that the cauteries are great or small according to the members and joints, as it is preceded by the species of instruments.
E aprop cura le cauteri am farina de errs coyta am mel e am l’autra curacio entro que sia sanat.	And then cure the cautery with fine flour of ears coitus, mixed with honey and other remedy until it is healed.
Capitol .xlviii.	Chapter 48.
De cauterizacio de stupor.	On the Cauterization of Stupor.
Quan alcun membre es stabozit o adormit e es curat am medicinas, olis e emplastres, e no es sanat, lahoras tu cauteriza aquel membre stabozit am cauteris segon que merita la grandesa del membre o la parvitat de lu.	When some member is stupified or asleep and is cured with medicines, oils, and plasters, but does not heal, then you should cauterize that stupified member with cauteries according to the greatness of the member or its smallness.
E sia lo tieu cauteri intrant la ispicitut de la codena un pauc.	And be your cautery entering into the subtlety of the cord a little bit.
E aprop cura aquel am enguent entro que sia sanat.	And then cure that with ointment until it is healed.
E alscunas veguadas es cauterizada alcuna stupor le qual endeve a las mas e als pes, e als spondils del dos e ves le eysiment dels nervis les quals mavon aquel membre, e es remauguda la stupor.	And sometimes it is cauterized some stupor which occurs in the hands and feet, and on the vertebrae of the back, and then the sensation of the nerves that move that member is restored, and the stupor is renewed.
Mays no prusuma sobre aquo sino aquel que es savi en la anotomia dels membre e de la egressio dels nervis tot le cors moventz.	But do not presume on this unless you are wise in the anatomy of the members and the exit of nerves throughout the entire moving body.
Capitol .xlix.	Chapter 49.
De cauterizacio de albaras que es morfea.	On the Cauterization of Moles that are Morpheas.
Quan albaras es antiqua e no comfereys a lu alcu dels enguentz de medicina, lahoras tu cauteriza sobre aquela am cauteri preon un pauc segon la quantitat de la specitut de la codena entro que sia remauguda la blancor e la color de lu, e la color de lu sia mudada.	When moles are old and do not conform to any of the ointments of medicine, then you should cauterize on them with a preconceived cautery a little bit according to the quantity of the subtlety of the cord until the whiteness and color of it are renewed, and the color of it is changed.
E aprop cura aquel am farina de errs e de lentilhas am oli rozat e am folhas de arnagrosa, e am sanc de colomba o am sanc de yronda, da cascuna sia una partida e totas sian mescladas, e aprop sia linit un drap e sus le loc sia pausat entro que sia sanat.	And then cure that with fine flour of ears and lentils mixed with rose oil and leaves of arnagrosa, and the blood of dove or the blood of yronda, each being one part and all being mixed together; and then bind a cloth and place it on the location until it is healed.
Capitol .l.	Chapter 50.
De cauterizacio de cranc.	On the Cauterization of Crabs.
Quan canser es comensan e vols aquel ostar, lahoras cauteriza aquel am cauteri de cercle en le circuit de lu ayssi cum es revolgut.	When a crab is beginning and you want to remove it, then cauterize that with a circular cautery in the circle of it as it is turned.
E diysero les savis que sia cauterizat am lo derier cauteri en le mieg loc; mays a mi no es vist aquo, quar temi que sia ulcerat, e yeu ja e vist aquo alcunas veguadas.	And the wise men said that it should be cauterized with the last cautery in the middle location; but I have not seen this, because I fear that it will be ulcerated, and I have already seen this some times.
E es pus dreyturier que sia cauterizat en le circuit de lu am cercle ayssi cum avem dit, o am motz cauteris.	And it is better to be cauterized in the circle of it with a circle as we have said, or with many cauteries.
Capitol .li.	Chapter 51.
De cauterizacio de adubilati.	On the Cauterization of Adulteries.
Quan alcun adubilati es tardat en maturacio, e aysso es per la superfluitat fazen aquela, o per etat del malaute, quar es vielh en decrepitat, de pauc sanc, o per le temps, e tu vols festinar en la maturacio de adubilati; lahoras cauteriza en le circuit de lu am motz cauteris petitz punctan; e aprop leyssa aquela quar ela fastinara en maturacio.	When some adulteries are delayed in maturity, and thus it is because of the superfluity making that one, or because of the state of the patient, which is old in decrepitude, with little blood, or because of time, and you want to hasten in the maturity of adulteries; then cauterize in the circle of it with many small punctured cauteries; and then leave that which will fasten in maturity.
Mays si tu vols la perforacio de lu am cauteri, lahoras tu igneys le cauteri del qual aquesta es la forma de lu: e depausa aquel en le mieg loc de adubilati entro que penetre la codena.	But if you want the perforation of it with a cautery, then ignite the cautery which has this form; and place that in the middle location of the adulteries until it penetrates the cord.
E si le cauteri en aquel loc que es pus dejos, per so que le cors del brac sia alleujat; e aprop cura aquel entro que sia sanat.	And if the cautery in that location is more distant, because the body of the arm is alleviated; and then cure that until it is healed.
Capitol .lii.	Chapter 52.
De cauterizacio de corrodent.	On the Cauterization of Corrosion.
Corrodent es corrupcio ambulant en le membre, la qual corrodeys aquel ayssi cum a foc comedent lenha secca.	Corrosion is corruption that walks in the member, which corrupts it as fire consumes dry wood.
Donc si vezes aquel corrodent en loc le qual sufferte cauteri am foc, lahoras tu igneys cauteris clavils motz paucs, e grans segon que es convenent en aquel loc en le qual es corrodent.	Therefore, if you find that corrosion in a location where it tolerates a cautery with fire, then ignite small and great cauteries according to what is convenient in that location where the corrosion is.
E aprop cauteriza aquel de tota partida entro que erradiques tota la corrosio e no romangua alcuna causa de lu.	And then cauterize all of it, from top to bottom, until you eradicate all the corrosion and there remains no cause of it.
E aprop leyssa aquel per tres dias, e pausa sobre les locs cauterizats solpre trissat am oli mesclat entro que las scaras sian totas eradicadas e tota la corrupcio.	And then leave that for three days, and pause over the locations cauterized with a gentle touch, mixed with oil, until all the scabs are eradicated and all corruption.
E aprop cura aquel am enguentz carn engendrantz.	And then cure that with ointments of flesh-generating things.
Mays si aprop tres dias vezes que la carn nasca sana en la qual no es corrupcio, bo es; mays sino, lahoras itera le cauteri sobre aquo que es romas en les locs corrumputz.	But if after three days the flesh grows healthy in which there is no corruption, well; but if not, then repeat the cautery on that which remains in the corrupted locations.
E corrodent es medicat alcunas vetz am medicina aguda, quar aquela es meza en loc de cauteri.	And corrosion is cured with some times of acute medicine, because it is a medium in place of cautery.
Mays empero cauteri am foc es de pus leugier juvament.	But nonetheless, a cautery with fire is of greater benefit.
E yeu ja e dit la curacio de lu am medicina aguda en la divisio, e donc pren aquela quan de lu auras endegencia.	And I have already said the cure for it with acute medicine in the division, and therefore take that when you will need it.
Capitol .liii.	Chapter 53.
De cauterizacio de claus e dels autres semblants.	On the Cauterization of Claws and other similar things.
Motas veguadas endeve a las partidas dejos del pe malautia que s’apela clau, e es causa grossa, fentrada, la qual ladeys le pe; e cauteri en aquels es segon dos manieyras, so es cauteri am foc e cauteri am aygua cauda.	Sometimes there is a malady that appears as a claw, which is a great, inflamed cause that weighs down the foot; and cautery in those places is done according to two manners, either with fire or with hot water.
