Ayssi comensan las paraulas de Albucasim .	Ayssi comensan las paraulas de Albucasim .
E aprop considera la plagua, e donc si reman sobre le os alcuna causa del ciphac, lahoras inscindys aquo per so que no endevengua apostema caut.	And then consider the plague, and if there is any remaining cause of the swelling on the bone, then remove it surgically to prevent an abscess from forming.
E aprop strenh la plagua am plumassols e am liamentz de drap de li, e aprop cura aquela am enguentz entro que sia sanat.	Then bind the plague wound with feathers and soft linen cloth, and treat it with ointments until it is healed.
Capitol .iii.	The number III in Roman numerals corresponds to 3, so this may refer to chapter 3 of the treatise or a specific section marked with the number 3. Is there any additional text or information you would like me to translate or interpret?
De extraccio de las arcerias las quals so en las templas.	On extracting arrows that are lodged in the temples." 
Quan ad alcu accideys emigranea antiqua o catertz agutz, per humiditatz agrimonials e per qualiditat en les lacertz des templas, o sodo antiqua vehement e semblantz ad aquels, e es medicat am las manieyras de curacio de medicina e aquo no comfereys, lahoras nos hem sproatz en aquestas malautias extraccio de las arcerias en les templas, o cauterizacio de aquelas ayssi cum havem mostrat.	When someone experiences an old migraine or sharp headaches due to excessive moisture and quality changes in the temples, or if it is an old and severe ailment resembling these symptoms, which does not improve with medical treatment methods, we suggest for these ailments, extraction of the arteries from the temples or cauterization of those areas as we have demonstrated.
E la manieyra de la operacio e extracio de aquelas es que·l malaute raza les pels les quals son en les templas; e entenda a la arceria apparent en le templar quar ela es a tu mostrada per le sieu pols, e·s occultada sino en paucs homes per vehemencia de freg.	The method of operation and extraction is as follows: the patient shaves the hair from their temples; understand that the visible artery in the temple area is what you are shown by the pulse, unless it is hidden in rare individuals due to the severity of the condition.
E si a tu es occultada, lahoras le col del malaute sia strengut am alcun drap; e aprop fregua le loc am un drap aspre o evapora le loc am aygua cauda entro que aparesca a tu la arceria manifestament.	If it is hidden from view, then tighten the patient's neck with a cloth; and rub the area with a rough cloth or evaporate the location with hot water until the artery becomes visible to you.
E lahoras tu pren le spatum del qual aquesta es la forma:	And then you take the instrument, which is shaped like this... (At this point, the original text includes an illustration of what appears to be a scalpel or lancet.)
E aprop tu scorja la codena am aquel am facilitat entro que pervenguas a la arceria; e aprop geta en lu onti e extratz aquela a las partidas sobiranas entro que extraguas aquela de la codena e descobras aquela de las tunicas las quals so dejos aquela, de tota partida.	You carefully cut the skin with this instrument until you reach the artery; then place something sharp on it and extract the ends of the artery without breaking them by pulling it out from its sheath, taking care not to tear the membranes that surround it.
Mays si la arteria es subtil, lahoras envolveys aquela am la extremitat del oncii, e aprop inscindeys de aquela una partida segon la quantitat per la qual sian alonguadas las extremitatz de lu e sian contraytas, e no endevindra flux de sanc, quar si no so inscididas no pujara le sanc de tot.	If the artery is subtle, then wrap it with the end of an ounce [unit of measurement], and then cut off a portion according to the length by which its ends are extended and contracted; this will prevent bleeding as blood cannot flow unless the ends are divided.
E aprop evacua del sanc de vi unc. entro a tres.	Then evacuate one to three ounces of blood.
E si la arceria es gran, lahoras cove que tu lies aquela en dos locs am fiel dopble fort de ceda o am cordas a lonc, e no coyte a lu putrefaccio denant la consolidacio de la plagua e endevengua flux de sanc.	And if the wound is large, take care to bind it in two places with double-strong flax thread or long cords; do not cut out any decaying matter before the wound has consolidated and begun to discharge blood.
E aprop incideys la superfluitat la qual es entre dos liamentz; e fay aquo en aquela hora o aprop autra ora.	Then cut off the excess between the two bindings, do this either now or at another time.
E si vols, cauteriza aquela am cauteri entro al os am cauteri cutellar entro que sian incididas las extramitatz de lu, e stara en loc de aquela meteyssa obra.	And if you wish, you may cauterize it with a cautery or, when the ends have been divided, use a knife-like cautery; this will serve in place of that same operation.
E es milhor obra sino que·l malaute aia febre o es de escalfada compleccio; quar cauteri es de aquelas causas que ajudan a las humiditatz finidoras, e donc es milhor en juvament.	This operation is better unless the patient has a fever or an inflamed complexion; for the cautery belongs to those causes that aid destructive humors and therefore acts beneficially.
E cove aprop la extraccio de las arcerias que huomplas le loc de coto antic, e sian pausatz sobre lu polvils decentement fayt, e aprop sia curat am medicinas seccas fazen naysser la carn e am calguas entro que sia sanat.	Here is the translation of your first source sentence: 
E si mentre obres autra veguada endeventa flux de sanc de la arceria, lahora tu te coyta a restrenger aquel sanc, o am cauteri, o que omplas le loc de coto, e strenh la tua ma entro que sia restreyt le sanc.	Here is the translation of the provided source sentence:
E si deguna causa de aquelas no es a tu present, lahoras pausa le tieu dit sobre le loc entro que·l sanc sia congilat, e enbroca le loc am aygua de vehement fregiditat entro que la acuitat repausa, e sia strengut segon que cove.	Here is the translation of the provided text:
E aquo que es pus leugier en extraccio de arceria es que tu cauterizes la vena am aquest cauteri haventz dos cotels, pus que tu has senhat les dos locs am tenta, e depausa quascus, mot ignitz, entro que pervenguan al os e inscindan la vena en dos locs, per so que sia elonguat aquo que es entre las extremitatz de lu, quar no son consolidadas de tot am aquest cauteri.	Here is the translation of the provided text: 
E aquesta es la forma del cauteri:	And this is the shape of the cautery:
E sia la acuitat dels dos cotels esemps.	Both ends of it must be pointed.
Mays empero si so mendres acuitat que dos cotels es milhor, quar si so agudas cum dos cotels propera a quascuna freg, e no enscideysso la carn am velocitat.	However, if it has less sharp points than two edges, for if it is as sharp as two edges on each side and does not cut the flesh with speed.
Donc cum en aquels es alcuna grossitut, es tenguda la calor del foc en aquels e la carn es abscindida leugierament.	Therefore, for those with some thickness, the heat of the fire is held within them and the flesh is severed more gently.
E aquesta obra es milhor en tota obra e pus leugiera.	This work is better than all other works and is the most gentle one.
E sia le spazi le qual es entre dos cotels la quantitat de la grossesa del dit.	And its space, which is between two edges, should be the thickness of a finger.
Capitol quart.	Chapter four.
De la cura de cors de lagremas agudas e aciduas dels huels.	On the treatment of acute and acidic abscesses in ears.
Quan so lagremas aciduas, e es le cors de aquelas venas las quals so sobre le test del cap deforo, e no comfereys en aquo alcuna causa de la curacio de medicina, e vezes la cara del malaute ja enrogesir e sent en le sieu front deambulacio ayssi cum si era deambulacio de formiguas, e·ls huels de aquel so extenuatz, humitz enayssi que ja les pels de lor son conodutz, e las parpelas so scalfadas per la acuitat de las lacrimas, les antics agro mesties en la curacio de aquelas de aquesta operacio, e nompnero aquela curacio am spassa.	When it is an acidic abscess, and the affected veins are on top of the head outside, do not treat this with any medical causes for healing, but sometimes the patient's face becomes red and one sees in their forehead a crawling as if it were ant crawling, and his/her ears are weakened, moist so much that even their hairs are seen, and its eyelids are scraped by the sharpness of tears, those old remedies have not been good to heal this wound with any operation; nor can I number such cure without pain.
E es que tu comandas al malaute rayre les pels les quals son en le sieu front, e aprop inscideys en le front tres fissuras engualment distans segon la longitut del front.	And you command the patient to scratch their hair, which is on their forehead, and then make three equally distant incisions in the forehead according to its length.
E si’ la longitut de la fissura cays dos ditz: la una fissura sia engualment distant a la longitut del nas en le mieg loc del front, e la segonda segon la longitut un petit del movement dels lacertz les quals so en le lacrimal, e la tersa del autre part.	And if the length of each incision is about two digits: let one incision be equally distant to the length of the nose in the middle of the forehead, and the second according to the length of a small movement of the eyelids which are near the tear duct, and the third from another part.
E guarda te de la incizio de las arcerias las quals so en dos latz, e elongua la tua ma de la continuacio de amdos las mandibulas.	And take care not to cut the arches which are on both sides of your mouth and extend your hand from the continuation of both jaws.
E si’ l’espazi de quascuna inscizio la quantitat de tres ditz ajustatz.	And if the space between each incision is approximately three digits wide.
E si’ a tu una pessa d’espongua apparelhada o draps seccatz motz am les quals exsiccas le sanc.	And if you have a piece of sponge attached to dry cloths, squeeze them all very well in order to dry the blood.
E aprop entremet le spatum de dos agudas extremitatz, del qual aquesta es la forma de la inscisio de lu:	Then insert the spatula with two sharp ends into it, which has this shape to match the incision:" (presumably referring to the previous line's description of the sponge-attached cloths).
que es de la partida des templas entro a la segonda inscizio.	Which starts from the temples up to the second incision." (describing the spatula's dimensions in relation to the patient's head).
Exxcorja am aquel tota la codena la qual es entre dos incizios am le ciphac le qual es sobre le os, e aprop fay aquo de la inscizio migera entro a la segonda inscisio.	Here is the translation of the provided sentence: 
E aprop stratz ne aquest spatum e entromet en la primieyra inscizio autra vetz un autre instrument le qual es apelat cutellar, agut de una part e del autre no agut.	And then stretch out this space and insert another instrument called a scalpel into the initial incision once more; one side of it is sharp while the other isn't.
E pausa le latz de aquel agut deves la carn annexa deves la codena, e le latz de lu leon dintz le os, e empelley aquel entro que pervengua a la fissura migera, e abscindeys am aquel totz les vaysels que descendo del cap als huels.	Place the sharp side of the blade against the attached flesh near the vein, and its other side next to the bone; use it to reach the median sulcus, and cut with it all the vessels that descend from the head to the eyes.
Mays que sia continuada la inscizio ad aquo appar de la codena, e aprop fay aquo en la fissura migana entro al autra fissura.	Make sure the incision continues past what appears to be a vein, and then do this within the median cleft up until another cleft.
E pus que corr del sanc quantitat engual, exprem les locs de las pessas del sanc congilat.	And since blood is flowing in equal measure, squeeze the places where solid pieces of blood are.
E aprop pausa en quascuna fissura calgua de coto vielh, e pausa sobre aquels polvils enbegutz en vi e oli e vi agre, e vegas que no endevengua apostema caut.	Then place on each cleft a piece of old lint, and put over these some powders soaked in wine and oil as well as vinegar; see to it that no suppurating abscess develops.
E en le tertz dia deslia le liament e aministra gran enfusio de aygua cauda o tebeza, e aprop cura aquo am enguent bazilicon am oli rozat e autres entro que las plaguas sian sanadas.	On the third day, untie the bandages and administer a large infusion of warm water or tea; then treat this with basilicon ointment mixed with rose oil and other things until the sores are healed.
Capitol .v.	Here is my translation of your provided text: 
De la cura de lagramas per catartz e als huels descendentz de las partidas dedintz del cap.	For the treatment of tears using purgatives and other descending remedies for internal injuries in the head.
Quan ad alcu veno catartz agutz e continuantz, e vezes les huels del malaute extenuatz petitz, e ja le reguardament de lor es debelitat, e las palpebras ulceradas e de lor cazo les pels, e en le preon del cap es dolor aguda ledent e extrenutacio consequent, lahoras sapias per aquestz accidentz que las materias e catartz no veno sino de motas venas de las partidas dedintz procedent.	When someone has continuous and sharp purgatives, and the patient's veins become small and exhausted, and their eyesight is weakened, with ulcers and loss of hair on the eyelids, and there is severe pain inside the head along with extreme exhaustion, then know that these symptoms indicate that the materials and purgatives originate from the inner parts due to vein issues.
E la milhor curacio en aquels es aquesta: que comandes al malaute que raza lo sieu front, e aprop inscideys en aquel una fissura al mieg loc del front, un petit per la latitut (e comensa am la fissura del templar senestre entro al dextre templar; e sia inscisio entro al os; e eslongua la tua ma dels lacertz del templas lesquals son maugutz deves la mastigacio), entro que sia le os descubert.	And the best treatment for such cases is this: instruct the patient to shave their forehead, and then make a small incision at the middle of the forehead, horizontally (starting from the left temple towards the right temple), ensuring it reaches the bone; the incision should be made between the bones, avoiding the muscles responsible for chewing. Make sure the bone is exposed.
Exsicca tot le sanc am espongua o am drap secc e aprop repleys entre las doas labias de la fissura am coto vielh o am draps de li.	Dry all the blood using a sponge or a dry cloth, and then place it between the two lips of the incision with old cotton or linen cloths.
E aprop estrenh desus am polvils enbegutz en vi e oli per so que no endevengua apostema caut.	Then press down on it with powder made of lead in wine and oil, to prevent the development of gangrene.
E quan deslias aquo e veses que l’apostema ja es diminuit, lahoras cove que fregua le os entro que comensa en lu nayser carn, e aprop cura aquel am regiment exsiccatiu le qual fassa neysser la carn, ayssi cum si tu prenes de farina de froment dos partidas e de colofania quatre partidas e mescla o, e de lor sia fayt emplastre e sia aministrat en aquestas plaguas a de la carn nativitat.	Here is my translation of the provided source sentence: 
Capitol .vi.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
De la cura de aquo que catz en las aurelhas.	Of the cure for that which falls into the ears.
Tota causa que catz en las aurelhas es una de quatre specias, quar o es peyra mineral o causa semblant a peyra, ayssi cum ferr e veyre, o es de planta ayssi cum ceze o fava, o es causa fluxtibla ayssi cum aygua e vi agre e a lor semblantz, o alcuna bestia.	Any cause of something falling into the ears is one of four types: it is either a mineral stone or similar to stones such as iron and glass, or it is from plants like beans or peas, or it is fluid-like such as water, vinegar, and their likes, or it is an animal.
E donc quan peyra catz en l’aurelha o autra causa semblant de aquelas causas que no ajustan ne creysso en l’aurelha, e pausa la aurelha al solelh, e si vezes la peyra, lahoras distilla en aquela alcuna causa de oli violat o sizami, e aprop aministra la extraccio de lu, e fay le stornudar am condizi, e oppila las nars deve le aveniment de stornutacio.	And so, when a stone or any other similar object falls into the ear that does not fit or grow there, and it causes the ear to be exposed to sunlight, if you see the stone, then pour into that ear some drops of either violet oil or olive oil, and then remove the object by making them sneeze under certain conditions, and close their nostrils during this sneezing event.
E aprop pausa en le circuit de la aurelha alscunas pessas de drap o lana, e dextendas la aurelha a las partidas desus, quar motas veguadas es foro-getada am aquestas causas.	Then place some pieces of cloth or wool around the ear's circumference and extend its folds outward, as small particles are often overlooked with these causes.
E si no n’es getada, lahoras aministra extraccio de lu am le instrument apelat gesti epicicarios subtil del qual aquesta es la forma:	And if it is not retrieved, then proceed with the extraction using an instrument called the subtle surgeon's forceps, which has this form:" (presumably followed by a description or illustration of the instrument).
E si es foro-getada am gesti, bo es; e sino, lahoras aministra la extraccio de lu am onci subtil de pauca duplicacio.	E si es foro-getada am gesti, bo es; e sino, lahoras aministra la extraccio de lu am onci subtil de pauca duplicacio.
E donc si no es foro-getada per aquo, lahoras fay una canula de aram e entromet la extremitat de la canula en le trauc de la aurelha e claus a l’enviro de la canula am cera e am oli mollificada per so que no sia ubert sino la canula.	Here is my best attempt at translating the provided text: 
E aprop extratz am le tieu vent am fort atraccio, quar tropas veguadas cum aquo que havem recontat.	And then remove his wind with a strong suction, as you have seen described in previous texts.
Mays si no es foro-getada en aquesta manieyra, lahoras pren de halka alumbat o de vecz aparelhat am le qual son preses les ausels una patita quantitat, e pausa aquel en la extremitat de ray, e aprop envolopa sobre aquel coto decentment pausat.	If it is not forgotten in this manner, then take a bright net or sometimes an apparatus designed with which birds are captured in small numbers, and place it at the end of the rod, then wrap around it a decently placed cotton.
E aprop entromet aquel en le trauc de la aurelha am facilitat, e aprop excicca la aurelha de la humiditat.	Then insert it into the hole of the ear with ease, and then extract moisture from the ear.
E donc si no es foro-getada am totas las causas las quals havem recontadas, lahoras tu coyta a talhar aquela denant que endevengua apostema caut o espasme.	And so, if none of the aforementioned causes are forgotten, you proceed to cut it before it becomes an abscess or spasm.
E la manieyra de talhar aquela es que tu al comensament sancnes le malaute de la vena sephasica e extratz del sanc segon la mannieyra de la vertut de lu, e aprop fay aquel cezer entre las tuas mas e converteys l’aurelha a las partidas desus, e fen am petita fissura en la razit de la aurelha deves lo greys de lu en le loc be premegut de lu.	The way to cut it is that you first draw blood from the cephalic vein and extract some blood according to the virtue of the patient, then make it stop between your hands and turn the ear upwards, ending with a small fissure at the root of the ear above the pressed area.
E sia la fissura de figura lunar entro que pervengua a la peyra, e, la peyra atrobada, osta aquela si podes am instrumentz apropriatz; e aprop cos la fissura en aquela hora am velocitat, e cura aquela entro que sia sanat.	And if the fissure has a lunar shape before reaching the bone, and upon turning black, remove it if you can with appropriate instruments; then sew the fissure at that moment quickly, and treat it until it is healed.
E si la causa cazent en la aurelha es un dels gras que creysso e so inflatz, lahoras aministra la curacio e la extraccio de lu; mays si no obezeys a tu ad eyssiment, lahoras tu pren spatum teune subtil segon aquesta forma:	If the cause is in the ear and it's due to an excess of fat that has grown and become inflamed, then proceed with treatment and extraction. However, if you do not follow my advice, take fine lead in this shape
e aministra am aquel la abscizio de aquel gra lo qual es cazut en l’aurelha.	Perform the excision of that fat that has settled in the ear.
E no fassas aquo quan cogitas que aquel ja es humectat per la vapor del aurelha, e pausa aquel en motas pessas, e prop extratz ne aquelas am les oncis o am gesti subtil, o ab inscizio ayssi co dit havem, quar es alleujada la extraccio de lu.	Do not do this if you think the fat has already been softened by the ear's vapor; instead, cut it into small pieces and remove them with tongs or fine scissors, as we have described for incision, since extraction is eased in this manner.
Mays en l’aygua la qual es intrada en l’aurelha cove que·l malaute use de sternutacio am condizi al comensament, e omple la sieua aurelha am alcu coto vielh, e jagua sobre aquela aurelha en la qual es l’aygua, e si per aquo es foro-getada, bo es; e sino, lahoras pren tropas peyras teunas e leons segon la longitut del dit, e calfa aquelas en le foc un pauc, e le pacient entrometa una de aquelas en le trauc de la sua aurelha e saute sobre la un pe sieu de aquela partida e percussia am una autra peyra sobre la peyra la qual es dintz la aurelha.	If water has entered the ear, at first the patient will sneeze; fill their ear with some old cotton, and apply juice from the bean that grows on the tree over the affected ear if you forget this step, it's fine; otherwise, take thin pieces of heated stone or iron in the length of a finger and warm them by holding near the fire for a bit. The patient should then insert one of these into their ear canal and jump on one foot from that side while striking the stone inside their ear with another pebble.
Donc no cesse aquo am peyra entro que tota l’aygua sia foro-getada.	Therefore, do not stop until all the water has been drained away.
E ja l’aygua sira foro-getada enayssi que tu prenguas de papier o de gonc i, e met la una extremetat de lu en l’aurelha e estendas l’autre extremitat am foc entro que sia comburit le may de lu.	Once the water has been drained, take a piece of paper or cotton and insert one end into the ear; extend the other end to the fire until most of it is burnt.
E prop met i autre gonc e fay aquo tantas veguadas entro que tota l’aygua sia foro-getada, e stratz aquel am canula ayssi co desus es dit de la peyra extrasadora.	Then place another piece of cotton and repeat this process until all the water is drained; extract it using a cannula as mentioned in the previous step regarding the draining stone.
Mays en la extraccio de bestia intrant en aquela aurelha, si es a petit cos, ayssi piussa e a lu semblant, cura aquel ayssi cum havem dit en la divisio; mays si es de gran cos la qual causa apar al sen del vezement, lahoras aministra la extraccio de lu am gesti e oncis, e la causa de lu es pus leugiera de totas las autras causas que cazo en l’aurelha.	In cases where an animal has penetrated the ear, if it is a small creature and similar in appearance to its surroundings, treat it as mentioned earlier in this section; however, for larger objects that cause obstruction within the ear canal, administer their removal using fingers and gentle movements, which is less harsh compared to other methods.
Mays en la extraccio de verm engendrat en la aurelha, quan tu curas aquel am aquo que havem dit en la divisio e en le tractat de distillacios e no comfereys la tua curacio, lahoras cove que tu reguardes la aurelha al solelh.	When dealing with the extraction of worms bred within the ear and our previous methods fail to provide relief as discussed in this section and the distillation chapter, you must ensure that you examine the ear under sunlight.
E donc si apar aqui alcuna causa dels verms, lahoras extratz aquel am gesti o am onci subtils, mays si no apar deguna causa, lahoras pren una canula dejos streyta e desus ampla de la qual aquesta es la forma de lu:	And so, if you observe any signs of the worms' presence, carefully extract them using fingers or delicate movements; however, if no apparent cause is evident, take a cannula with this specific form: it is narrow at one end and wider at the other.
E entromet la extremitat subtil en la aurelha segon la quantitat la qual suffertar puesca le malaute; e aprop sucgeys am aquela per succio fort, e fay aquo motas veguadas, entro que totz les verms sian foro-gitatz.	Here is the translation of the provided text: 
Mays si no obezeysso a tu al ayssiment, lahoras tu opila e claus en le circuit de la canula am cera ayssi cum havem dit; lahoras aministre distillacios las quals han ja esproadas les antics en la curacio dels verms, e atrobaras aquo en le tractat de distillacios.	Here is my translation of the provided text: 
E sia la tua efusio am la qual efundas les olis medicinas en la aurelha am aquest strument del qual aquesta es la forma de lu:	And let your emission be towards which you pour medicinal oils into the ear with this instrument, of which this is the form of it:
E fay aquela de argent o de eram, dejos streyt, en le qual sia un petit trauc, e am pla desus.	Make it out of silver or brass, let it be narrow, with a small hole in the middle, and flat on top.
E donc sia cum empellent a que es en la conquavitat de la canula de continent aqui on sira necessari.	And with this, fill what is inside the cavity of the cannula as needed.
E si vols, pren le ray e envolveys en la extremitat de lu decentment coto, e aprop gieta oli en la concavitat del auziment, o suc de alcuna herba, o aquo que vols de aquestas medicinas en la canula — e aquela es en la aurelha —, e aprop entromet le ray am coto desus e exprem am la tua ma aquel am compressio temprada de lu entro que l’oli sia expellit en la concavitat del auziment e le malaute senta le oli dedintz.	If you wish, take the rod and wrap it nicely with wax at its end, then pour oil into the cavity of the cannula or juice from any herb, or whatever medicine you want among these inside the ear — that is where the cannula goes — and then insert the rod with wax at its end and squeeze it gently with your hand until the oil is released in the ear canal and the patient feels the oil inside.
E aquo que sia enfundut en la aurelha sia ja scalfat am foc un petit.	Whatever is inserted into the ear should be slightly scorched with fire first.
E guarda te que la causa la qual distillaras en l’aurelha no sia trop frega, quar las medicinas de aurelha no suffertan aquo.	Be aware that the cause of whatever you drip into the ear should not be too cold, as ear medicines do not tolerate such temperatures.
Capitol .vii.	Here is my translation of the provided text: 
De curacio de opilacio de aurelhas.	De curacio de opilacion de aurelias." translates to "On the treatment of earwax buildup.
Alcunas veguadas alcus enfantz yeysso dels ventres de lors mayres no-perforatz, e aquo ja accideys en alcus homes, opilacio en le meat de la aurelha per plagua o per carn nada en aquela; e aquesta opilacio alcunas veguadas es fayta en le preon del trau de la aurelha la qual no consiec le vezement, e alcunas veguadas es en las partidas defora.	Alcunas veguadas alcus enfantz yeysso dels ventres de lors mayres non-perforatz, e aquo ja accideys en alcus homes, opilacio en le meat de la aurelha per plagua o per carn nada en aquella; e aquesta opilacio alcunas veguadas es fayta en le preon del trau de la aurelha la qual non consiec le vezement, e alcunas veguadas es en las partidas defora.
E aquela que accideys en le preon de lu, la qual no comprehen le vezement, es en las majors disposicios de dificil sanacio.	E aquella que accideys en le preon de lu, la cual no comprehen le vezement, es en las majors disposicios de dificil sanacio. 
E en aquela en qual consegueys le vezement, cove que tu pauses la aurelha del malaute al solelh e reguarda en aquela.	And in that one where you achieve the evacuation (vezement), it is necessary that you place the ear of the patient towards the sun and look into it.
E donc si vezes oppulacio apparent, obre aquela am espatum subtil del qual aquesta es la forma de lu:	And so if you see any swelling appearing, open it with a thin spatula, which has this shape (describe the shape of the tool).
Si’ la extremitat de lu en la qual sia petita la latitut, del qual la una partida sia aguda e l’autra no; e le spatum sia de dos latz leon per so que no fassa lizio al aurelha.	If one end of it is small in width, with one side being sharp and the other not; and the spatula is two fingers wide so as not to cause harm to the ear.
E donc si la opilacio es per carn nascuda en la aurelha o en le meat de lu, lahoras te aquela am oncis subtils e incidiys aquela vehement facilitat entro que sia ostada tota la carn.	And if the swelling is due to flesh growing within the ear or its cavity, then take a thin scissors and cut it open forcefully so that all of the flesh may be exposed.
E si opilacio es en le preon de la aurelha, lahoras pren ray subtil leon e escalfa aquel am foc un pauc, e aprop met aquel en le meat de l’aurelha.	If the swelling is on the edge of the ear, then take a thin iron rod and heat it over fire slightly, and place it inside the cavity of the ear.
E donc si as scentit oppulacio am aquo que le malaute atroba am facilitat, per gravetat de ausir, esforsa la oppressio de lu am facilitat; e guarda te que no plagues les nervis del aurelha.	And if you have felt the swelling with something that the patient hears easily due to its weight, then apply pressure on it gently; and be careful not to touch the nerves of the ear.
E aprop pausa en l’aurelha drap de li segon la quantitat del ample del trauc lo qual tu as envolvutz en l’enguent egipciac; e fay aquo per alcus jorns entro que sias segur de la consolidacio de la plagua; o que prenguas qualgua e enfon aquela en ayguaros e pulveriza sobre lu segi trissat e usa de lu; e si vezes la aurelha ja esser apostemada, lahoras cove que tu estraguas la qualgua e permutes aquela am autra qualgua la qual tu envoloparas en cerot que sia fayt am oli rozat, entro que sia le apostema caut cedat; e aprop cura aquel entro que sia sanat.	Here is the translation of the provided text:
Mays si accideys flux de sanc, lahoras submergeys esponga o drap en aygua frega e pausa sobre la aurelha, e usa del autra curacio la qual restrengeys le flux del sanc, la qual es dita en le tractat de distillacio.	Mays si accideys flux de sanc, lahoras submergeys esponga o drap en aygua frega e pausa sobre la aurelha, e usa del autra curacio la qual restrengeys le flux del sanc, la qual es dita en le tractat de distillacio.
Capitol .viii.	Chapter VIII.
De cura de athezil le qual endeveno a las palpebras.	On the treatment of eye infections that affect the eyelids.
Athezil les quals endeveno a las paupebras dels huels alcuna veguada so humitz, alscunas veguadas son secs.	Eye infections affecting the eyelids may be caused by either moist or dry matter at times.
Donc cove que tu tenguas aquels am tenhalhas o am onci, e inscindas aquels am espatum de las suas razitz, e aprop pausa sobre les locs segi trissat.	Thus ensure you have these thorns or onions, and cut them with a spatula at their roots, then place this over the affected areas after slicing it finely.
Mays si dolor am flux de sanc veno, lahoras tu cauteriza aquels am cauteri lanticular subtil.	If there is pain due to the flow of blood, you must cauterize with a subtle lancet-like tool.
E la milhor cauterizacio es aprop las inscizios e tropas veguadas retornam quan reman alcuna causa de sas razitz; e quan so cauterizadas am foc, aquelas razitz son comburidas e no retornan.	And the best form of cauterization is when incisions and wounds return as long as some cause of their roots remain; but when they are cauterized with fire, those roots will be burnt and will not return.
Capitol .ix.	Chapter IX.
Cura de grandeyssa que veno a las palpebras dels huels.	Treatment of severe inflammation that affects the eyelids.
Motas veguadas endeve en las palpebras dels huels alcuna causa la qual es asemblada a grandissa en sa fortalicia e duricia, e per so grandissia es apelada.	Severe inflammations affecting the eyelids are often due to some cause that is similar in strength and hardness to a large stone (granite), hence it is called such.
E es agreguacio de humiditat grossa en la palpebra dejos e desus.	And it is an accumulation of thick humidity beneath and above the eyelid.
Donc la opperacio en lor es que consideras lahoras si la grandissia es procedent en lu en aquo que apar de la palpebra e es mauguda a tota partida; e la causa de lu es leugiera.	Therefore, the operation on them is considered appropriate when the swelling is confined in it, apart from the eyelid, and appears symmetrical on all sides; the cause of it being mild.
Donc fen sobre aquela am fissura per la latitut, e aprop escorga aquela de tota partida am facilitat entro que evasesca, e aprop suspen aquela am onci e abscindeys aquela.	Then make an incision along its width, and with ease remove the part that is severed from all sides by scraping it away, then tie it up with thread and cut it off.
Mays si a tu no es apparelhada la incizio de lu si no pus que penetras la palpebra am inscizio pauc a pauc, lahoras aquo no notz en deguna causa.	However, if you are unable to make an incision due to the eyelid getting in the way and needing to be pierced with an incision bit by bit, then it will cause no harm.
E si la figura es gran, lahoras tu l’ajusta am sutura; e cura aquela entro que sia sanada.	And if the wound is large, adjust it with stitches; treat it until it heals.
E si es pauca, a tu no sobrevindra mal per aquela quar l’anguent de lu restaura aquela e encarna.	And if the wound is small, you need not worry as its ointment will restore it and flesh will grow back over it.
E si la grandissia es declinant a las partidas dedintz de la palpebra deves la superficia dedintz, lahoras evesa la palpebra e suspen la grandissia am onci, otra que tu indigescas de incizio, e prem aquela de tota part, e si la palpebra per inscizio es alonguada, aquo no notz en deguna causa.	And if the swelling declines towards the inner parts of the eyelid's interior surface, then turn the eyelid inside out and tie the swelling with thread without making an incision, press on it from all sides, and if the eyelid is stretched due to the incision, it will cause no harm.
E aprop la incizio, lava le huel am aygua salada; e cura le loc am aquo que encarna entro que sia sanat.	And then make an incision, wash the wound with salty water; and treat the area with a medicine that promotes healing until it is healed.
Capitol .x.	It seems you might be referring to a specific chapter or section of a medieval medical treatise. Could you provide more context or the full text so I can better assist with your translation needs?
De la cura axcirnah en la palpebra desus del huel.	On the treatment of an open wound above the eye." 
Axcirnath es grays le qual es engendrat en las tunicas de la palpebra desus, e majorment endeve als enfantz, agrava les huels de aquels et accideyso a lor catartz le mayti; e no podon reguardar la claror del solelh per aquo quar lagremas se coytan ad aquels.	Axcirnath is a severe condition that develops in the eyelid's membranes and primarily affects children, causing intense pain and leading to their cataracts' early development; they cannot tolerate sunlight due to this, as it triggers excessive tearing.
E per so tu vezes aquels jaser sobre les lors caras tot temps, e sobre les lors caras dormen; e so a las palpebras de lor dejos les sobrecils humidas, las quals ja ha cuberta imflacio, e iminencia de accernac apparent es en l’uelh; e que quant tu premes le loc am les tieus ditz, tu centes accernac entro aquels.	And so you see them always rubbing their eyes and even while sleeping; the lower eyelids are moist above the eyelashes, which have already become swollen due to inflammation, and there is an apparent bulging appearance in the eye; when you press this area with your fingers, you can feel a hard mass within it.
