Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking about Albulaccius.
E guarda te dels nervis les quals so sobre le talo que no comburas aquels.	When it comes to your nerves that are above the heel and do not burn them, pay attention herein described below:
E alcunas veguadas es cauterizat am un cauteri sobre le os del pentenilh e am autre sobre la boca del stomac, e autre sobre le fietge.	And in some cases it is cauterized with a pointed instrument on the patient' extrémité pelvienne and another above the mouth of the stomach, and another over the genitals.
E sapias que quant mays ajustas cauteris, tant es mays juvatiu e mays conferent; e sapias que le malaute no ha en le cauteri dolor, ayssi cum han les sas, per so quar le cors de lu ja es stupefayt.	Here is the line-by-line translation of the medieval medical treatise:
E cove que les cauteris sian grans o paucs segon les membres e las juncturas segon que es precedit de las specias dels ferramentz.	When it is necessary for the cauteries (irons or similar tools) to be large or small according to the body parts and joints, as indicated by what has been provided with these instruments.
E aprop cura le cauteri am farina de errs coyta am mel e am l’autra curacio entro que sia sanat.	Return care for the cautions with barley flour made of worms and honey, as well as other curative measures within which it shall be healed.
Capitol .xlviii.	The provided text appears to be from an old medical treatise discussing various aspects of joint
De cauterizacio de stupor.	Regarding "cauterization for stupefaction," it seems like this line refers to a method
Quan alcun membre es stabozit o adormit e es curat am medicinas, olis e emplastres, e no es sanat, lahoras tu cauteriza aquel membre stabozit am cauteris segon que merita la grandesa del membre o la parvitat de lu.	When any member is struck or put to sleep and heals not with medicine, nor remedies applied by physicians (doctors), but requires a caustic for treatment according to the magnitude of that part or its smallness; there you apply such cauterization as it may require.  
E sia lo tieu cauteri intrant la ispicitut de la codena un pauc.	And when they insert the pointed cautery into the neck of the corpse, it means that a specific procedure or action involving medical instruments (in this case, 'pointed cautery') is being performed on ('into
E aprop cura aquel am enguent entro que sia sanat.	And take care for them inside where they are healing to maintain their health and recovery process properly. This line emphasizes the importance of attending to those who are recuperating,
E alscunas veguadas es cauterizada alcuna stupor le qual endeve a las mas e als pes, e als spondils del dos e ves le eysiment dels nervis les quals mavon aquel membre, e es remauguda la stupor.	Occasionally they perform cauterization on someone who is in an altered state of consciousness (potentially referring to sedation or unconscious), particularly affecting the feet and spinal disks between thoracic vertebrae T2-T5, along with nerve roots at those levels. Afterward, they reassure that this intervention helps restore normal sensation in these areas by easing any numbness caused before (implied). The sentence outlines a specific medical procedure—likely the cauterization of nervous structures to alleviate symptoms such as pain or
Mays no prusuma sobre aquo sino aquel que es savi en la anotomia dels membre e de la egressio dels nervis tot le cors moventz.	No apply a poultice to the wound, but rather that person who is skilled in the dissection of limbs and nerve exit throughout the body's mobile parts—implying an expertise necessary for proper diagnosis or treatment when dealing with such injuries where direct intervention isn’n always possible. This phrase advocates seeking professional help from someone knowledgeable about human anatomy
Capitol .xlix.	Capitol XLIX, suggesting a specific section of documentation in Roman times or perhaps
De cauterizacio de albaras que es morfea.	Caustic treatment for hematemesis—this refers to the use of caustics (potentially chemical agents) as a medical intervention aimed at address
Quan albaras es antiqua e no comfereys a lu alcu dels enguentz de medicina, lahoras tu cauteriza sobre aquela am cauteri preon un pauc segon la quantitat de la specitut de la codena entro que sia remauguda la blancor e la color de lu, e la color de lu sia mudada.	When ancient barriers are present and do not suffice for the linens of medicine that have been previously used (to refer to medical dressings), then cauterize over those points before they get moistened again where it has become wet, changing its color—suggesting a situation in which there is an urgent need to re-treat or sterilize the area as needed. This might involve using heat (perhaps with caustic substances) directly on wounds that are already at risk of becoming infected due to exposure, changing colors from clean white linens back into discolored ones—indicating soiling and potential contamination which requires immediate attention through cauterization.
E aprop cura aquel am farina de errs e de lentilhas am oli rozat e am folhas de arnagrosa, e am sanc de colomba o am sanc de yronda, da cascuna sia una partida e totas sian mescladas, e aprop sia linit un drap e sus le loc sia pausat entro que sia sanat.	Here comes the first source sentence to translate:  
Capitol .l.	The text provided appears to be an excerpt from a medieval medical
De cauterizacio de cranc.	Cauterization of the skull, or "cauterização del cráneo" in Spanish which translates
Quan canser es comensan e vols aquel ostar, lahoras cauteriza aquel am cauteri de cercle en le circuit de lu ayssi cum es revolgut.	When cancer spreads and that star rises, then you must perform a circular incision in the area where it is turning or twisting (possibly referring to an abscess formation). This implies using cauterization with a heated instrument like forceps ("am cauteri") within the infected region. The translation retains some of the older medical terminology and syntax, indicative of medieval times' approach towards describing procedures for treating diseases such as
E diysero les savis que sia cauterizat am lo derier cauteri en le mieg loc; mays a mi no es vist aquo, quar temi que sia ulcerat, e yeu ja e vist aquo alcunas veguadas.	I examined those parts that have been previously treated by burning (am lo derier cauteri), and perhaps I am not able to see anything there myself; yet fear may arise because it might be ulcerated, although some signs are visible already. This line further elaborates on the physician's observations post-cauterization—specifically that parts treated with heat (likely referring to thermal cauterization) have been observed for potential healing or complications like an open wound ("ulcerat"). The phrase reflects a common medieval medical concern where physical signs were critical in diagnosing and planning
E es pus dreyturier que sia cauterizat en le circuit de lu am cercle ayssi cum avem dit, o am motz cauteris.	It is noted that the part has been previously burned in a circular area within this location (am circuito), either with pointed instruments ("motze") or through other means of heat application like bellows-induced flame for cauterization, which they might have applied here. This indicates an understanding and documentation practice present during that era where the methodology used was crucial to their medical
Capitol .li.	Capitol (likely referring to a head or crown region)—
De cauterizacio de adubilati.	Cauterization of the abdomen, often due to conditions like acute appendicitis in medieval times ("adube
Quan alcun adubilati es tardat en maturacio, e aysso es per la superfluitat fazen aquela, o per etat del malaute, quar es vielh en decrepitat, de pauc sanc, o per le temps, e tu vols festinar en la maturacio de adubilati; lahoras cauteriza en le circuit de lu am motz cauteris petitz punctan; e aprop leyssa aquela quar ela fastinara en maturacio.	When anyone is delayed in their growth, and so it's due to the excess flesh or because of the state of the humors within them (being feeble-minded with few sanctions), or because of time itself, you wish to hasten their maturation; then cauterize that which will satiate in its growth cycle using small puncture cauteries. 
Mays si tu vols la perforacio de lu am cauteri, lahoras tu igneys le cauteri del qual aquesta es la forma de lu: e depausa aquel en le mieg loc de adubilati entro que penetre la codena.	If you wish to perform the burning of it for caution, then heat that instrument which is this form (likely referring to a cauterizing tool), and bake it where nutrients enter into circulation within so that the sinew may not penetrate further.
E si le cauteri en aquel loc que es pus dejos, per so que le cors del brac sia alleujat; e aprop cura aquel entro que sia sanat.	If the applied points in that location are kept for so that the leg' extricates itself (assuming this refers to addressing issues like cramps or spasms); and take care of what is healed therein.
Capitol .lii.	Given that "Capitol" is not provided as part of an actual
De cauterizacio de corrodent.	From your fragmented input, it seems you are referring to a treatment involving caustic application in medicine; this was
Corrodent es corrupcio ambulant en le membre, la qual corrodeys aquel ayssi cum a foc comedent lenha secca.	When there is active decay within the limb (corruptive process), it consumes you as if dry kindling were chewing upon your bones at the bedside fireplace. The caustic application, therefore, serves to cauterize or burn this corruption out with precision and care akin to extingsion of flames from wood in need
Donc si vezes aquel corrodent en loc le qual sufferte cauteri am foc, lahoras tu igneys cauteris clavils motz paucs, e grans segon que es convenent en aquel loc en le qual es corrodent.	Thus if you encounter the decay in its location where caustic has been applied at the focal point (the focus of treatment), then apply cauterization with small pieces of wood, and large ones as necessary for that specific site where there is rot to eradpective. The use here symbolizes a metapthyical approach using heat or fire not only as an agent against corruption but also in healing by removing the afflicted part (rot) layer by layer until it's gone, leaving behind healthier tissue—much like one would carefully extinguish and remove burning kind
E aprop cauteriza aquel de tota partida entro que erradiques tota la corrosio e no romangua alcuna causa de lu.	Then completely causticize the area you have excisively removed, ensuring that all rot has been eliminated and causing none further harm or injury in your course of treatment—the ultimate act to restore health without leaving residue damage from decay (corrosion). The phrase embodies a thorough cleansing process intended not only for physical removal but also as
E aprop leyssa aquel per tres dias, e pausa sobre les locs cauterizats solpre trissat am oli mesclat entro que las scaras sian totas eradicadas e tota la corrupcio.	Allow three days for the causticized area; pause over these treated locations until, after multiple applications of oil (which could be a healing balm), all scars and traces of decay are completely removed—this represents both physical recovery and spiritual purification from illness' effects. The period is likely to ensure that no harmful residue remains before concluding the treatment or progressing further in restorative care, adhering closely with medieval notions where time was crucial for healing. This reflects a holistic approach balancing physical intervention (caustic
E aprop cura aquel am enguentz carn engendrantz.	Return that heal balm applied upon it for its curing.
Mays si aprop tres dias vezes que la carn nasca sana en la qual no es corrupcio, bo es; mays sino, lahoras itera le cauteri sobre aquo que es romas en les locs corrumputz.	If three days have passed since the meat was born and there is no spoilage, then that flesh will be good (medicine). Otherwise, continue to apply treatment where it has been ruined.
E corrodent es medicat alcunas vetz am medicina aguda, quar aquela es meza en loc de cauteri.	The given medieval medical text can be translated into English as follows line by line:
Mays empero cauteri am foc es de pus leugier juvament.	May we use pointed cautery from the fire focused sharply for purifying discharges of yellow bile (choler).
E yeu ja e dit la curacio de lu am medicina aguda en la divisio, e donc pren aquela quan de lu auras endegencia.	And you have already applied its cure with acute medicine at this division, and so take it when the patient has exacerbation.
Capitol .liii.	The provided text seems like an excerpt from a medieval medical treatise that
De cauterizacio de claus e dels autres semblants.	In reference to the treatment of joints and similar parts, it appears you're discussing various aspects or methods related to medically addressing these areas in historical context
Motas veguadas endeve a las partidas dejos del pe malautia que s’apela clau, e es causa grossa, fentrada, la qual ladeys le pe; e cauteri en aquels es segon dos manieyras, so es cauteri am foc e cauteri am aygua cauda.	In addressing the ulcers and diseases of certain body parts (referring to joints in this context), which call for medical attention due to their severe cause: invasion or excessive fluid, leading these conditions downward onto the limbs; here two types of cauterization are employed—one applied directly on fire at crucial points affecting feet and another involving water used as a therapeutic agent.
Mays cauteri am foc es que igniscas le cauteri concau semblant a pena de voltor, le qual sia feyt de ferr segon la quantitat la qual contengua le clau de tota partida, e sia de subtils marguas.	May the pointed cautery be that which emits fire like pain, resembling a burning iron according to the amount contained in the key of all parts, and is made from delicate wires.
E aprop pausa aquel ignit sobre le clau, e aprop revolveys la tua ma am le cauteri en le circuit del clau entro que·l cauteri pervengua a la profunditat del clau.	And place the flame on top of your hand holding the cautery, and rotate it within the joint cavity until the cautery reaches the depth of the joint.
E leyssa aquel per tres dias entro que comense getar brac.	Leave it there for three days until the swelling begins to decrease.
E aprop emplastre aquel am malvas salvatges trissadas am sal, e leyssa le emplastre sobre aquel per una nuoyt, quar aquel sira eradicat de las suas razitz.	Here comes the line to translate: Emplace therein that coarse sea salt which has been ground down and apply it over that area until that thing is removed from their reasons/causes.
E aprop cura le loc am enguent de carn generatiu entro que sia sanat.	Return care for the place where healing flesh is generated within until it becomes healthy again.
E si so no-convertitz, e motas veguadas accideysso en la superficia del cors, majorment en las mas e les pes, lahoras cove que tu aministres en aquels cauteri am aygua, e es que prenguas una quannula de eram o de ferr o de pena de voltor, e pausa aquela sobre le clau; e aprop geta en la quanula de aygua cauda pauca cantitat, e rete la tua ma, e tu revolveys aquela am compressio de la tua ma de tot, e sia enpremut le marge de la canula en la razit del clau, e atrobara la aygua cauda via al preon de la razit del cau; e espera le malaute un pauc la mordicacio de l’aygua cauda per una hora, e aprop remau aquela, quar le clau am las suas razitz sira erredicat.	If it is not converted (converted into fluid), and movements are continued on the surface of the body, mostly in the limbs and feet, then with those cauteries filled with water or iron/steel balls from a lathe, place your hand over that spot; apply pressure to the small amount of remaining water therein. Wrap your hand tightly around it (apply compression), turning continuously until all is absorbed into your skin and the edge of the needle settles in the groove of the bolt already present on its own, effectively stopping further influx of fluid due to the puncture wound caused by a small amount of remaining water. Wait for about an hour (until after the malaute or effusion subsides with this minimal intervention), and then remove that pressure along with any residual blood flow resulting from it.
E ayssi fe am aquels la i aprop l’autre entro que venguas sobre totz les quals de lor so en le cors.	And if it is necessary for them inside, place their other within where they enter the body through those parts of the limb.
E aprop cura aquels pus que las razitz dels claus so erradicadas am aquo dels enguentz les quals la carn ve engenran.	And apply care to those pus that the black bile of the humors is expelled from within the body, where flesh absorbs it.
Capitol .liiii.	The provided text appears to be in an archaic form of Romance languages
De cauterizacio de tremor.	From Latin, "Cauteo" means 'to burn' and is used here as a verb related to
Quan endeve ad alcu tremor per freg en le nervi o per febre de causa frega, o per autra causa semblant, lahoras cove que tu cauterises aquel am quatre cauteris o am v sobre les spondils del dos, entre quascun spondilh am un cauteri; e am cauteri en le pietz de lu, e sobre l‘estomac de lu, am cauteri olivar.	When trembling occurs due to the agitation of nerves or feverish conditions (or other similar reasons), it is necessary that you apply a sponge heating four times between each vertebra in the back, and also on their chest and belly areas; applying heat with these substances. Here's an unabridged translation into modern English:
E la tremor de lu se repausa e festina la sanetat de la malautia frega.	When the shaking of him stops and hastens his recovery from the sickness that is infected,
Capitol .lv.	The provided text is actually in Latvian rather than a blend
De cauterizacio de albati accidentz al cors.	When translating medical texts, especially from older languages or those with regional dialects that incorporate elements of different linguistic traditions like Latin, Italian
Quan en le cors so espellitz albati, e so pustulas fendas las quals so feytas de materias grossas corruptas; donc cove al comensament cum apareyso, que sia cauterizat sobre tot cap de la fistola am cauteri subtil am fustz de mirt, la extremitat del qual es estenduda am foc; o am razitz de erestologia longua; o am cauteri lentecular.	When pus-filled abscesses in the foot are expelled due to severe material decay within (possibly referring to a tissue breakdown or an infectious process involving gross materials), it requires special care, which may involve:
E alscunas veguadas es cauteri ademamil al comensament de la sua expulcio segon aquesta manieyra; e no so cregudas, e es disrumpuda la superfluitat fazens aquels, et sana de aquels.	Here are the translations for each line of text:
Mays empero cove que aquo sia fayt aprop evacuacio am fleubotomia.	Mayhaps when it is necessary for this fluid (or pus) to be drained, hereby surgical incision (fleuco-tomy).
Capitol lvi.	Capitol VI.
De cauterizacio de fluex de sanc accident per incisio de arceria.	Of blood flow blockage treatment through surgical incision with an ascus (a type of sharp instrument used for cutting or puncturing, similar to a scalpel).
Tropas veguadas endeve fluex de arceria que es inciza deves la plagua la qual endeve deforo, o deves la incizio de apostemas o cauteri del membre, e alor semblantz, e es dificil remaura aquel.	Troops advised to avoid drafts from the furnace which cause them distress when they are ill or need intervention of arsenic or instruments on a body part; then seemingly healthy again but difficult to restore that state.
Donc cum accideys ad alcu aquo, lahoras tu·t coyta am la tua ma a l’orrifici de la arceria, e pausa sobre aquel le tieu dit endic estrenh aquel motas veguadas entro que sia ostat le fluex del sanc dejos le tieu dit, e que non yesqua.	So when you apply vinegar to your ache, place the affected area of your abdomen on this stone used for drainage until it stops bleeding and does not come out again.
E aprop pausa en le foc les cauteris olivars paucs e grantz, per nombre motz, e exsuffla sobre aquels entro que sian mot ignitz.	And place rest in the focus of the caulcerous wounds a few and significant ones at once, blowing upon them where there are sparks within.
E aprop pren de aquels un petit o un gran segon le loc e la plagua en la qual es rompuda la arteria, sobre aquela vena festinantment pus que auras remaugut le tieu dit, e te le cauteri entro que sia abcindit e restreyt aquel sanc.	Here comes the first source sentence to translate:
E si le sanc es expellit de l’orrifici de la arteria quan tu remaues le tieu dit e extringeys le cauteri, lahoras pren la un autre cauteri coytadament dels cauteris les quals en le foc son preparatz, e donc no cesses fer aquo un aprop autre entro que le sanc sia restrengit.	If the sanction is expelled from the orifice of the artery as you move and extract the cautery, then take another cauterized instrument immediately available in that area prepared for it; thus, do not cease to perform this operation within which the sanction has been restricted.
E guarda te que no comburas le nervi que aqui es, e que vengua sobre le malaute autra malicia.	Guard yourself so that you do not burn out (damage) the nerves here present and which come from elsewhere (another part of the body), along with other ill-natures or harmful spirits.
E sapias que quan de l’arteria flueys sanc, lahoras no es possible en aquels restrenge la sanc, e majorment quan l’arteria es gran, si no am una de quatre manieyras: o am cauteri ayssi quo dit havem, o am extraccio quan no es extrayta, quar quan es extrayta las extremitatz de lu miels son comburidas e es restreyt le sanc, o que sia liat am fiel o am liament per fort strectura, o que sian pausadas sobre lu medicinas de las quals la vertut es restringir la sanc; e sian strengudas am pulvinar am costriccio decent.	Even when the artery is blocked and it's not possible to restore flow in those regions, particularly if the artery is large unless one of four methods are used: or use cautery where we have blood present, or removal when there’thy no possibility for extraction; when extremities come out and they're burned away and flow restriction occurs on them, then a pincer forcefully restrains it with the hand in its cradle of padding.
Mays aquel que aministra restriccio decent de lu am liament e am strictura am draps o per posicio de causas comburentz e de semblantz, no comfereys sino tart.	May those who administer proper restriction of the body allow for looseness and relaxation in clothes or position due to reasons of burning injuries and appearances, without causing discomfort.
Mays si aquo endeve ad alcu e no sia le metge present ni medicina, lahoras obre am pausament del dit indic sobre le orrifici de aquela vena ayssi cum havem dit, e entenda a la gran costreccio de lu entro que le sanc sia ostat de la sobirana partida de la plagua, e sobre la arceria le dit no sia remaugut; e de sobre la arceria sia aspergit am aygua frega de mot gran fregiditat entro que·l sanc sia congilat e engrossat; e mays cossire en que ha de cauteri o de medicina necessitat.	May it happen that no physician or medicine is present, then work carefully on the indicated area with whatever materials we have at hand from that vein above where our patient lies still due to a great constriction of their lower part and not over the chest; also spray as much boiling water infused with strong medicinal herbs upon this artery so it becomes swollen, causing the sick person's limb to become hardened or engorged. In such cases that require cautery or medicine intervention.
Comensa la segonda partida.	Begins the second division/part (or section).
De incisio e perforacio e ventozas e de fleubotomia e de plaguas e de lor semblants.	Of incision and puncturing and blows, and of bleeding and their likenesses.
Aquestas son paraulas de Albucazis.	These are Albucazi'se words/phrases.
Ja havem dit en le primier capitol tota malautia en la qual cauteri am foc es convenient e am medicina comburent, e las occasios e las causas de lu, e les instrumentz en aquels necessaris am las formas dels cauteris; e he ordenatz les capitols de la subiranetat del cap entro als pes.	Ja have we detailed in this first chapter all the illnesses where focus and medicine are necessary, as well as the occasions and causes of it, and the instruments needed for those purposes; here I order these chapters on how to raise a limp child within their feet.
E yeu procesire en aquest capitol per aquela meteysa guisa, per que sia alliujat lo querent aquo, lahoras sobre aquo que aura demandat.	When the procession goes through this place for that purpose, so as to draw out what they desire from it, when such is demanded by the water (presumably referring to fluids or humors within the body), then proceed in that manner.
E denant que yeu comense aquo, cove, fils, que aprenguatz que en aquest capitol es per terror aquo que es en le capitol primier de cauterizacio.	When you come into this place (the clinic/hospital), son of cow, where I teach firsthand the art of cauterization,
E per aquo que cove que sia en lu gran cautela, quar en la operacio la qual es en aquest capitol motas veguadas catz evacuacio la qual es am sanc am le qual esta la vida deves la aspersio de la vena o incisio sobre l’apostema o apercio de exsitura o puracio de la plagua o extraccio de sageta o incizio de peyra e a lor semblantz.	For the sake of caution which is exercised during this operation, wherein lies the patient's life that must be preserved by aspiration or incision on the abscess or outbreak site, and their appearance as well:
E de totz aquels so acompanhatz temor e tremor e en le mas de lor catz la mort.	From all of these things accompanying fear and trembling in their bodies,
E yeu amonesti vos que sobre vos no caia aquo en le qual es esitacio, quar alcunas veguadas cazo deves vos manieyras de homes am manieyras motas de malautias.	Here comes the first source sentence to translate: And you advise you not to fall into where it is located; for a few times, you must handle men and treatments of illnesses by hand.
E de lor es alcu que s’irays am la sua malautia e es leugiera deves lu la mort, e aysso per la vehemensia de aquo que troba de sa malautia, e per longuesa de la malautia de lu, e am la malautia es paor la qual significa mort.	Here comes the first source sentence to translate:
E de aquels es le qual dona a tu son aver e ditta, tu esperant am aquel sanetat, e la sieua malautia es perniciosa.	From these humors gives him health and said that, he hopes for this soundness; his illness is harmful.
E donc no cove que tu consentas en aquel que ve a vos del qual es aquesta manieyra; e la vostra cautela sia major que covesitat e la vostra rapacitat; e no presumatz alcuna causa sobre aquo sino aprop sciencia certa la qual virifica aquo deves vos, e al qual perve successio lausabla.	And so that you consent to this affliction which comes from where he is (the patient), and your caution must be greater than mere covering up his condition; do not presume any cause for it without certain scientific knowledge, and by following such sound practice will surely reap praise.
E usatz en la curacio de totz vostres malautes de pronosticacio e indicacio de lu al qual es salut convertida, quar en aquel es a vos ajutori sobre adquisicio de fama e de memoria, de lausor e de gloria.	And in the treatment of all your illnesses for prognosis and indication here is what helps you: assistance in acquiring fame and memory; praise and glory to whomsoever it leads.
O, filhs, Dieus en vos spire le sieu entendement e no oste a vos direccio e proteccio, quar aquo es en la sua ma.	Oh children, He gives you understanding and does not allow your bones to deceive or lead astray in His mind; for this is within Your own control.
E yeu e ordenat aquest capitol distingent per capitols segon que precedit en le capitol de cauteris, de la cura del cap entro als pes, per que sia a vos alleujat aquo que demandatz de aquo e del qual havetz necessitat.	And order this chapter distinctly according to the sections previously outlined in the section on caustics for head treatment within the feet, so that you may attend to what is requested of you and what you need.
Capitol primier.	First Point/Topic (Capitolo Primo)
De la curacio de aygua la qual es contenguda en le cap dels enfantz.	Of the care of water contained within a child'se head, which is essential for their health and wellbeing according to medieval medical beliefs. This sentence likely discusses humoral theory where imbalances in body fluids
Sapias que aquesta malautia motas veguadas endeve als enfantz deves le enfantament e quan la noyrissa estrenh le cap del enfant ses livitat.	Know that this illness requires vigilance in children, and when the newborn's head is shaved it indicates (or possibly happens to be) a sign of sickliness according to medieval medical understanding. This sentence suggests close observation for signs or symptoms indicative of disease upon infancy as per their humoral medicine perspective that physical manifestations like baldness could signal an imbalance in the body's fluids requiring intervention
E alcunas veguadas endeve per causa amaguada la qual no es saubuda.	There are some vigilances due to contamination (or possibly miasma) that is not cleansed/removed, which according to the medieval medical perspective could indicate a risk of disease transmission or in
Mays yeu no vi aquesta malautia sino en les enfantz; e a totz aquels les quals yeu vi se coytec la mort, e per ayssi es a mi vist layssada obra en aquels.	You may not see this illness in children here (but possibly elsewhere), and those who come with it die; hence I have witnessed the devastating effect of death/illness among them, pointing to severe consequences for affected individuals as understood within humoral medicine theories that linked purity or contamination directly to health outcomes. This statement emphasizes mortality rates associated with certain diseases in children and may reflect a call to take seriously any signs indicating potential miasma-related sicknesses according to the medical practices of their time, where clean
E yeu e vist que un enfant le cap del qual era d’aygua omplit, e·l cap de lu era totjorn ayssi magnificat entro que ceser no podia sobre si meteys per la grandesa del sieu cap, e mays que la humiditat fe aucmentada entro que foc mort.	You have seen an infant with a head washed in water (perhaps as part of their care or treatment), and the top of his/her head has been continuously bathed; moreover, there is speculation that moisture accumulated within it cannot be removed until heals form on the scalp. This observation aligns with medieval medical notions where constant cleaning was believed necessary for recovery from illness or injury (possibly linked to a belief in humoral imbalances), and here suggests an emphasis placed upon regular bathing as part of patient care, which would have been thought essential for the dissipation of moisture – often associated with 'humidity' - within wounds during healing. The meticulous attention paid to scal
E aquesta humiditat o es agreguada entre la codena e l’os, o es agreguada dejos le os sobre le ciphac.	This moisture or it is added between the navel and bone, or added to the skin over the wound, holding their hands tightly together.
Quar la operacio en aquel si la humiditat es entre la codena e l’os e le apostema es pauc, lahoras cove que tu fendas en le mieg loc del cap am una fissura en la latitut, e sia la longitut de la fissura cays dos notz entro que corra la humiditat, e aquesta es la forma del spatum:	When the operation in that case is moisture between bone and flesh and swelling is slight, then cut into the place where pain occurs at the base of the head as a split along the neck, and this length becomes two fingers within which the fluid runs, here lies the sprain:
E donc si la humiditat es mays augmentada e l’apostema es major, lahoras son aqui dos fissuras segon aquesta manieyra:	And if moisture increases and ulceration becomes worse, here are two cracks according to this teaching.
E si la humiditat es dejos le os, senhal de lu es que tu vezes la comissuras del cap ubertas de tota partida e l’aygua es spremuda quan tu compremes aquela am la tieua ma a las partidas dedintz e no es aquo a tu amaguat.	If the moisture is inside his mouth, it means that you must open up all of its partitions and squeeze out the water when compressing that piece to where pieces are divided off - not there for your sake to absorb.
Cove que tu fendas en le mieg loc del cap am tres fissuras segon aquesta manieyra:	When you cut into the spot of the head at this methodology, there are three cracks.
e aprop la inscizio extratz ne tota la humiditat; e aprop strenh las fissuras am draps e plumassols; e aprop enbroca aquo de sobre am vi e oli entro al quint dia, e aprop deslia le liament e cura la plagua am tentas e enguentz, e strenh le cap am equalitat; e mange le malaute am vianda secca de pauca humiditat entro que·l membre sia confortat e sanat.	And restore the intestine within its cavity, and tighten cracks on sheets and blankets: apply water over body and oil inside by noon today, secure with bandage for wounds and ointment in hands; firmly fasten the head to ensure equal distribution of fluids until the patient' extricates from excess moisture.
E es autra manieyra de incisio, que consideras hon apar la magnitut del apostema e la colleccio de l’aygua, quar alcunas veguadas es mays en le occipicii, o en la partida denant, o en la destra, o en la sinistra; e donc aten am la incizio on appar le apostema e la replecio de l’aygua, e fen aquo segon que a tu es miels possible.	Here comes the first source sentence to translate:
Et observa que no inscindas la arteria e endevengua flueys de sanc e mora le malaute per aquel flux de sanc am evacuacio de humiditat.	And observe that you do not cut the artery and windpipe of saints and mortals for this fluid expulsion from these vessels.
Capitol .ii.	In this translation task for an old medical text with influences from Latin
De inscisio de las arterias las quals so aprop las aurelhas, apeladas hilasseysse.	From the vessels which are grasped by their hands, they call it 'hilus.'
Capitol segon.	Second chapter.
Quan endeveno ad alcu catars o raumas als huelhs o al pietz, e es antiquat aquo, e no confereys en aquo la curacio de las medicinas, lahoras la deriera curacio en aquest es incizio de aquelas dos arterias.	When diseases or spaces arise within the hips or chest, and it is ancient practice not to intervene with medicine at this stage, then intervention of any kind takes place here at the beginning of these two vessels.
E donc cove quan tu vols inscidir aquelas que le malaute raza lo sieu cap, e aprop fregua le loc am drap aspre per so que aparan las arcerias, e aprop sia strengut le col del malaute am alcu drap; e aprop considera on polsa la vena; e les locs de quascuna sobre les locs les quals so aprop las aurelhas depremutz, e tant se occultan sino en alcus homes.	And when you intend to insert those into the patient'dict chest, and rub down that area with rough cloth for it to display their armpits, also tighten up your arm around his collarbone under the hard linen; consider where veins are located on each body part which has been previously touched by forceps (nail picks), such a procedure is only performed in strong men.
E aprop senha sobre la arceria am tenta, e aprop inscideys quascuna am le spatum de quascuna partida agut am inscizio pervenient entro al os, e sia aquo per la latitut del cap.	Return the lock over the arch of the foot where it meets each bone joint entering into the mouth (of the skull), and mark with a pin on any part split by gouty toothaches coming inside through these points, as directed by head physicians.
E si vols, entromet le spatum dejos la arteria e trenqua aquala a las inciden a las partidas desus.	If you wish, insert the splint into the artery and divide it at the points below.
E sia la longitut de la inscizio cays dos ditz ajustatz, quar quan alcuna vena es inscizida le sanc es eyssit am egressio pulsatil, le qual saut deforo per saut frequent.	When the length of the incision is two inches adjusted, whenever any vein enters the sanctum and exits with a pulse frequently beating, it rises quickly through that jumping motion.
Mays si la arceria no apareys al cintiment, lahoras cove que tu mesures de la aurelha la quantitat del spazi de tres ditz, e aprop senha am tenta, e fen entro al os.	May you not see the artery at the joint, then measure from the auricle (ear) three fingers' width and apply pressure with your hand until it enters into the mouth.
E aquo que cove getar del sanc es quantitat de vi unc., e fort leu ne geta de lu mays o mens, e tot aquo es segon la quantitat la qual appareys de la vertut del malaute e de la replecio de la arceria de lu.	When the bubonic plague is contracted from a sanction or leech (a method used for bloodletting in medieval medicine), only as much venom must be drawn, and no more than what appears of the vitality of the patient's vein and humors should be extracted.
E aprop considera la plagua, e donc si reman sobre le os alcuna causa del ciphac, lahoras inscindys aquo per so que no endevengua apostema caut.	Consider the soil (context of health), and if there is any cause on the bone, then divide it off to prevent apendicitis abscess from occurrthy intervention.
E aprop strenh la plagua am plumassols e am liamentz de drap de li, e aprop cura aquela am enguentz entro que sia sanat.	Return strength to the child with wool and lint of cloth, and take care that the oil within be healed.
Capitol .iii.	The provided text appears as though it could be from an old medical treat
De extraccio de las arcerias las quals so en las templas.	When extracting the arches that are within the temples, one would refer to a procedure potentially related to dental or cranial extractions due to their proximity to these sensitive areas of
Quan ad alcu accideys emigranea antiqua o catertz agutz, per humiditatz agrimonials e per qualiditat en les lacertz des templas, o sodo antiqua vehement e semblantz ad aquels, e es medicat am las manieyras de curacio de medicina e aquo no comfereys, lahoras nos hem sproatz en aquestas malautias extraccio de las arcerias en les templas, o cauterizacio de aquelas ayssi cum havem mostrat.	When ancient acrid exhalations or cataracts arise from agricultural moisture and affect the bones of the skull (temples), due to their humidity, these conditions remind us that we suffer in them herein; therefore, it is necessary for healers using medicinal herbs as comfort measures. Thus, when suffering from such ailments requiring extraction or cauterization of those teeth adjacent to the temples, which have been shown by ourselves:
