Ayssi comensan las paraulas de Albucasim .	 When joints are affected by cold humors
Quan endeveno en le golayro godat, so son glandulas las quals son asembladas algodat, las quals accideysso deforas e son nompnadas doas aurelhas, las quals quan tu las curas am aquo que havem dit en la divisio e no es sanat, lahoras tu considera si le apostema es dur, de fusca color, de pauc sentiment, lahoras no toques aquel am ferr.	 When you extract blood from the groin, it is necessary to examine and feel them so as to determine if they are infected sores or not; otherwise, do not touch that member because of its dangerous nature.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	 If the hue of their appearance is dark and the surface rough, do not touch that member to avoid contamination from touching it with unclean hands; rather remove them when they are mature enough, or refrain from removing if you cannot handle either choice.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	 If their appearance is light pink and the surface is smooth, examine them very carefully.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	 When performing the operation on them, consider whether or not they have already had a complete cushion placed under their thighs, and if so, check to see that it is in place completely; also make sure you hold your breath while you approach their face, covering up their head with your arm, opening your mouth as wide as possible, and the servant taking between his fingers of their hands for holding an instrument not fit for noble use.
E sia fayt de argent o de aram, e sia subtil cum cotel.	 When you have pain in one part of the body caused by cold humors that penetrate each part, especially when pains occur in the feet; then it is customary to call it gout as doctors do.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	 Then, take the tongue and show it to you; then place it in its mouth again, so that pain can be felt there once more, and remove from all further parts as much as possible.
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	 Another thing is to take away any cause of the garments; and apply a means that is in its nature this way:
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	 And apply forceps; but the extra parts of them are curved, therefore their tip is sharp and they can be used to cut open one at a time from the other side, making it easier
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	 If this instrument is not in your possession; then the doctor will use another tool of its type: and apply it to one side, but do not apply it to the other side.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	 And when you have used a sickle, use the other one as well, and place it over the patient's abdomen to prevent water from entering.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	 If there is a flow of blood from the wound, then bandage it with strips of linen soaked in vinegar or honey, and place that over the part where the cause has entered into restrict the flow of blood; and if you want to heal it, put that over it as well.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	 "In the area between her legs there are several small openings and fissures that could be caused by external stimuli or friction. The physician must examine them carefully.
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	 "The woman with the fistula had not been treated in that area for a long time, as the fistula was very red and sensitive to touch, having closed off her leg from entering into it, she was not eating or drinking water, and was about to die within one day or two.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	 "The fistula had become so bad that the woman would have to undergo surgery in two stages.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	 "Then he would cauterize the fistula externally and internally, and then would make a large incision in it, so that they could determine from which of the two ways the other tract was connected to it, and then they would have him open his mouth, examine his tongue, and perform an examination on the fistula.
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	 "Then he would make a large incision in it but there was only one small artery coming out of it.
Donc absolut es le guolayro de aquela femna, e comensec tantost beure aygua, e aprop presec vianda, donc yeu no cessegui inscidir de aquela apostema motas vetz per lonc temps, e succesia apostema en loc de aquel, le qual inscizia entro que es prolonguat aquel.	 "The physician then examined her closely and observed that she was not drinking water, but also noted the presence of a fistula in that location where it had been for some time, which opened into another tract.
Donc yeu engen agui e cauterizegui le guolayro de lu, donc astec de addicio; e aprop yeu perambulegui e no saubi que fec Dieus de aquela aprop mi.	 "Then you should apply a pointed cautery to the groin of him and also on his thighs,
Capitol .xxxvii.	 Chapter 77
De inscizio de huvela quan es apostemada.	 The incision has been made when he is taken away
Quan catarr deysen a la huvula, e es apostemada e es longa, lahoras ela es nompnada perpendicular; e si es en la partida dejos grossa e redonda, e lahoras ela es apelada buba.	 When the abscess is opened in the throat, and it is long, then doctors call it a tubercle; if it is on the face or round shape, they call it bubo.
Mays quan es curada am aquo que havem dit en la divisio, e no comfereys la tua curacio, e eyssament ja vezes que apostema caut ja es ostat de lu e es subtil, lahoras cove que tu inscidas aquela que es agreguadas redonda; e si es ad aquela longitut, e es sanguina, de fusca color o de negre, e no es a lu centiment, lahoras cove que tu temtes la inscizio de lu, quar en aquela es temor sobre le malaute.	 When cured as you have already said in the division, and it does not concern your cure, and also once that the cautery is done and is subtle, then call out the round ones; if there are long ones, with blood or dark, do not cut to its center, then call for incision of him, where there is fear about the patient.
E quan tu vezes aquela segon la manieyra que yeu he dita de la sua blancor e longuesa, que tu fassas sezer le malaute e premas la lengua de lu am instrument del qual procesic la sua forma e aprop fica le onci en la nuva, e tira aquela en jos e inscideys aquela am un de dos instrumentz les quals e ditz en la inscizio de dos mellas.	 And when you times that second time at the patient's whiteness and lengthiness, do what you did with the tongue of him as an instrument by which to process his form and place it on the surface; then remove it from there and cut into it in two parts, using one of the instruments called for incision of two halves.
E cove que no inscidas aquela sino aquo que es ajustat sobre le terme natural ses addicio, quar si tu inscides de lu mays, lediyras le sieu parlar.	 And if you do not cut into it but rather adjust over the natural space of his addition, because if you cut him off may lead to its talkativeness.
E aprop la inscizio, usa de aquo le qual havem recomtat en la inscizio de dos mellas, e cura aquela entro que sia sanat.	 Upon applying, use this which we recommended in the incision of two halves, and heal that inside where it is diseased
Mays si era le malaute espaventat per la inscizio de lu, cove que use de engen en la cauterizacio de lu ses temor, e la manieyra del cauteri en lu no es sino am aygua aguda, e es que tu pauses le cap del malaute en le tieu se, e aprop prem la lengua de lu am le instrument le qual havem dit, e aprop pren de l’aygua la qual havem dita en le capitol de cauterizacio, e comfeys am aquela caus viva, e pausa aquela no spessa ni subtil, e de aquela omple la concavitat de l’estrument del qual aquesta es la forma:	 Upon the application of the patient with a fever, use this which we recommended in the cautery incision. Take care not to let the flame touch his hand; and place your tongue on the instrument that we have mentioned, and press water onto it from the head of the cautery, as you pause at the cavity where it is not painful or subtle, and do so with completeness until the end of the instrument that this is a form.
Sia la extramitat de lu conquavitat en la qual sia pausada la medicina ayssi cum la conquavitat de culher de ray, e pausa le strument am la medicina sobre la vula, e·l malaute jagua sobre le sieu latz per so que corro saliva o musellage de la boca de aquel per la intrinscequa medicina, per so que no deyssenda de aquela deguna causa sobre le golayro de lu e que ledesca aquel.	 The external cavity in which the medicine is paused and the constipation of the bowel, pause the instrument over the vulva, and place your hand on it to prevent saliva or mucus from entering the mouth by this intrinsic medicine, so that there should not be any cause over the gizzard of him and that the latter may be cured.
E aprop te la tua ma am la medicina, e exprem aquela sobre la uvula per l’espazi de miega hora entro que vegas aquela esser denegrada e sedada per la mordicacio de la medicina.	 Take your hand to the medicine and apply it over the throat opening where that may be degraded or dried out by the bite of the medicine.
E si vols, prengues coto e envolopes aquel sobre la extremitat del ray, e submergeys le coto en la medicina, e entrometas le ray am le coto en una canula de sobre entro que·l coto adheresca en aquela canula, e fay aquo tantas vetz entro que consiegues aquo que vols de la cauterizacio de la uva, e aprop leyssa aquela quar ela se seccara e cayra aprop tres dias o quatre.	 If you wish, place it over the extremity of his arm and immerse it in the medicine, and enter into him through that cannula which attaches to that cannula, so that he may receive this many times until you achieve what you want from the cautery of the liver, and if necessary let it be cured within three or four days.
E si indigeysses que iteras la medicina, itera aquela, e aprop la cauterizacio abstergeys en le circuit de la uva am coto enbegut en boder, e mondifica am aquel aquo que es en le circuit de lu de la medicina, e sia lavat am aygua frega, e sia curat deforo am embrocacio, e dedintz am guarguarismes entro que sia sanat.	 When you are going to start the medicine, it says this and then prepare cauterization in the vein of the body, which is put into circulation through blood vessels
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	 This special type of cure is especially dangerous because of its long duration
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	 The cure is done by submerging in the air and by burning causes with a pointed instrument of flame to prevent it from coming out
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	 The extremity is introduced into the mouth of the patient and when steam touches the tongue it may be stopped with something that obscures the taste.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	 If you are doing the cure and if steam touches your tongue, then do not proceed with this cure immediately; rather wait for it to be covered in advance, as this would prevent a sore throat.
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	 If you do not have this tool, then take a cloth and place it over the extremity of him to make sure that his mouth is covered so that steam does not burn the lips or the mouth.
E aquesta curacio es bona am salut.	 This procedure is good for health
Capitol .xxxviii.	 Chapter 85
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	 Extraction of spines and from what adheres to the gullet, also known as throat or larynx causes.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	 The matters that adhere in the gullet, or spine of pigs, or any other cause.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	 When you extract what is visible on it, which your sight perceives, by using the instrument that is brought to your mouth, in order for this to be declared as being in the gullet
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	 If the matter is not visible in the gullet but rather seems to come up from it, vomit the patient right away or put a pinch of salt on the tongue or swallow a spoonful of water, and place that against his back, in order for the intestines to be extracted; otherwise, pain will occur.
E mays pren una anguila e be am fiel liada, e sia dedintz mesa e soptament sia extrayta; o pren un porr e soptament le metas e soptament l’en tratz.	 May you use a serpent and bind it tightly with rope or otherwise tie its ends together.
Mays si no so foro-getatz am aquelas causas las quals havem ditas, lahoras husa de un instrument de plom segon aquesta forma:	 If not for those causes which we mentioned, then the doctor will use an instrument of flesh as follows:
E sia pus gros que ray un petit, e en la extramitat de lu sia conquavitat la qual tu entrometas en la sua guola am facilitat.	 When you have made an incision in a small part of the body where it is difficult to enter, make an opening through which you can easily pass into its cavity with great facility.
E el aga le sieu cap elevat en sus, e guarda te que·l tocament del sieu os de la gola, per so que endevengua a lu cos e am aquela que enpellesca le os o la spina, o que aquel le metge am la sua ma.	 When you raise the head of them, and keep your fingers from touching their throat, that way they can eat and speak, or if it touches the nose or spine, then the doctor should gently touch his hand.
Mays empero que·l malaute aquel entrometa es miels, per la sua sciencia del loc de la causa annexa e enpellisca en jos, e tira la sua ma am le instrument en sus, tot aquo segon la quantitat la qual es a lu preparada entro que sia foro-getada.	 May I add that the patient should enter it by its own power, through knowledge of the place and cause annexed to bring it out, and remove your hand from the instrument in their hands as much as is prepared within reach of them.
Capitol .xxxix.	 Chapter xxxix
De extraccio de sancguisugua annexsa al golayro.	 From the outside, draw out the sack that encloses the liver.
Quan es medicada sanguisugua am aquo que havem dit en la divisio de la curacio am medicinas e no comfereys, considera lahoras en le guolayro del malaute al solelh, pus que tu aias compremuda la lengua de lu am instrument le qual a tu havem recomtat.	 When you are treating the sack that surrounds it and does not interfere with surgery, consider placing the patient's head on a pillow near where they recommend holding their tongue to prevent them from obstructing your view or causing injury.
Donc si tu vezes la sancguisugua, extratz aquela am onci petit o am gesti subtils decentment.	 Then if you draw out the sack more than once, take it gently and softly.
E si no es a tu possible estrayre am aquel, lahoras pren una canula concava e entromet aquela en lo guolayro del malaute, e aprop pausa en la concavitat de la canula un ferr ignit, e fay aquo tantas vetz (entro que la sancguisugua sia morta e se osta del guolayro) e abstengua se le malaute tot lo jorn de aygua.	 If it is not possible to draw out through the incision, then place a concave needle and insert it into the patient's gullet, leaving enough space (if necessary after drawing it out if the sack dies from the opening) and prevent them drinking water for one day.
E aprop prengua una veyria plena de aygua frega, e obra la boca de lu en aquela, e lava la boca am aquela; e no trasglucia de aquela alcuna causa e maugua l’aygua una hora aprop autra am la sua ma, quar la sancguisugua tantost cum sent l’aygua catz.	 When a full bladder is present and the patient's mouth is filled with water in that way, he must wash his mouth in that manner; and no other cause or reason may interfere with the emptying of the bladder at any time whatever.
Mays si no es foro-getada am aquo que havem recomtat, lahoras subfumigua le malaute am cimetz o am assafetida per le instrument le qual havem recomtat en la sufumiguacio de uvula.	 If it is not forbidden by the doctor who has recommended this, then wash the patient's anus with a soft and warm cloth or something else that has been suggested in connection with the treatment of hemorrhoids.
Fay aquo, so en quar cayra.	 Do as you please
E es un’autra manieyra de operacio en sufumiguacio de aquela, es que tu prenguas una ola en la qual sian carbos ignitz e la ola sia cuberta am una cobertora en le mieg de la qual sia un trauc, e sia compausat en aquel trauc la extremitat del instrument; e aprop dega desus la subfumigacio; e pause le malaute la sua boca en la extremitat de la canula, e claugua la sua boca per que la subfumiguacio no sia foro-getada entro que sapias que la subfumigacio es pervenguda a la sancguisugua, quar la sancguisugua tantost cayra.	 Another way to perform the treatment is by using an olive wrapped in a cloth that covers it and has a hole at one end, and is placed in the patient's mouth as far as possible; hold the mouth closed while performing the treatment so that the olive dressing does not interfere with the swallowing process.
E si no catz, lahoras tu itera la subfumiguacio motas vetz, e abstengua le malaute de beure, e mange causas saladas e alhs, e no begua aygua, e ayssi necessari es que am aquest regiment sia fora-getada.	 If not, the treatment must be stopped immediately and the patient should abstain from drinking salt water or any other fluids; it is necessary to stop this regimen right away.
E aquesta es la forma del instrument am le qual es trayta sancguisugua del guolayro quan es vista; e es semblant a forceps ayssi cum vezes, sino quar es en lu alcuna curvitat:	 This is the shape of the instrument used for removing warts when seen whole; it resembles pliers in some respects.
le qual sia mesa al guolayro, e la extremitat de lu es semblant a bec de ciconia, que es guanta, en la qual es aspretat de lima, per so quar, quan comprem alcuna causa, aquela no leyssa.	 When the cause is found in this vein, it will not be affected by what follows
Capitol .xl.	 The following text should be translated line-by-line into English as I've done for your previous request:
En le qual es la suma del sermo en apercio de apostemas e en seccio de lor.	 In the sum of a serpent in its head, and in section of its body
Les apostemas so motas specias, de motas manieyras, segon que ve rememoracio de lor, de quascuna en aquest libre.	 The marks are to be removed especially because they remember them very much
E so diversas en perforacio e seccio de lor per doas manieyras, de las quals la una es per la specia de apostemas en si meteys; e per aquo que comprem de las humiditatz.	 And in all cases of incision and sectioning them for two reasons: one is to remove the marks specifically because they remember them very much; and secondly, to check their moisture.
E la segonda manieyra es prop les locs en les quals accideys del cos, quar le apostema accident en le cap es autra de la apostema accident en le cul; e le apostema en le loc carnos accident es autra del apostema accident en junctura; e a quascun de lor es son juguament per operacio.	 The second reason is to check the areas where accidents occur, for example if an accident occurs in the head it's different from one that occurs in the rectum; and each of them should be treated separately by operation.
E mays de apostemas so alcunas las quals cove que no sian perforadas sino aprop maturacio de la sania en aquels o compliment de lor.	 The marks are to be removed, not through cutting but rather through incision of the skin in those areas or by making an opening for them.
So autras apostemas les quals cove que sian traucatz quan son cruzes, e no son maturatz segon lor compliment, ayssi cum apostemas que son propdas a las juncturas, quar apostema quan ve prop junctura, lo esser de lu es prolonguat entro que·s poyreys aquo que es en le circuit de lu, e fort leu son corromputz les liamentz o les nervis de aquela junctura, per que es fayta causa de contraccio de aquel membre; o es apostema prop de membre principal, e si tu tardas la perforacio de lu entro sia madurat nosira al membre principal; o es prop le cul, donc perfora aque no-madurat; e no cove que·l perforas cru, de no-complida degestio, sino aquel que es prop del cul, per so que no poyresca le preon de lu e sia elonguat a las partidas dedintz del cul, e sia fayta fistula, o que sia fayt en le terme de lu que no sia sanat.	 The ones that are crossed should not be removed through incision but rather through crossing of the lines; and for those which are crossed at their base they will be perforated only up to their main part, unless they are crossed over a member's main part, in which case they must be perforated all the way down to its bottom or opening; and if it is the anus then perforate as far as you can towards that direction without cutting through any other parts of the body.
Mays cove que tu sapias la hora de la perforacio de la apostema, e aysso es quan es maturat.	 When it is time for the opening of the aperture, so that happens when it matures
E sapias que es madurat quan es la cedacio de la dolor e la cessacio de la febre, e aprop la diminucio de la rogor e de la pulsacio, e la acuitat del cap del apostema, e les autres senhals.	 You know that it is mature when the closing of the pain and fever occurs, and the reduction in redness and pulse occurs, along with the sharpness at the tip of the aperture, and others nerves.
E quar cove que sapias la perforacio cazer en le loc pus dejos del apostema e de pus venient de curacio de la eminencia.	 When you know that there is a chance for perforation in the place where the needle must be inserted, and if it happens quickly from curing the inflammation.
E perforacio tostemps sia per le lonc de la carn o del cors, si las apostemas son en las partidas de las mas o dels pes, e en loc dels lacertz, de las cordas dels nervis, de las arcerias; e, al derier, en totz locs enguals en les quals no es reflecio; quar en aquels que so reflectitz, usa de perforacio segon aquel membre.	 Perforation is usually on the surface of the skin or body parts, in joints or feet, and areas around the tendons, nerves, arteries; and lastly anywhere else where it does not reflect light, when reflection occurs, use perforation for that member.
Mays quan le apostema es en loc carnos, lahoras miels es que leysses la perforacio de lu entro que sia confermada la digestio de lu segon compliment, ayssi quo havem dit; quar si tu perforas aquel denant aquo, es prolonguat le cors del poyre de lu e de mota sordicia, e fort leu las labias de lu so enduradas e la profunditat de lu.	 When the aperture is in place of the heart, it means that you should make a perforation to enter it only when digestion has been confirmed as before, and if you perforate there now, it prolongs the course of poison from entering your body or any other member; it weakens the liver and makes its surface rough.
Mays alcus apostemas so perforatz segon la latitut de la carn o del cos deves la necessitat, o segon aquo del qual lo membre indigeys.	 Perforate the apertures secondarily to the depth of the skin or body you need it at, or secondly in that member where it is most important.
E cove que administres petita perforacio , e·n les apostemas grans gran perforacio e ampla o motas seccios segon la diversitat de la grandesa dels apostemas.	 When administering small incisions, make large ones as well, broad or narrow depending on the diversity of their size
E autras so dels apostemas en les quals cove que la codena sia conquavada e sia encidida, quan es fayta ayssi quo pan e fayta es en terme que ja stigua, ayssi cum aquel que accideys en trops de dubelec e de bubos.	 When the incision is open and closed simultaneously when administering incisions of this kind, as it happens that way sometimes even in many cases, do so with both hands.
E de aquels so que so insciditz am seccio havent tres angles; e de aquels es en le qual es inscidit ayssi cum figura de fuelha de mirtra, ayssi cum las apostemas dels angonars.	 When the incision is made in three different directions, and those are the ones with an angle of ninety degrees, do so as well, just like a crosshair
E de lor so en les quals es administrada seccio redonda e seccio lunar, e semblantz ad aquels.	 When administering round and moon-shaped incisions, do that one as well.
Mays aquel al qual no es cap ayssi cum son apostemas leons superficials, cove que tu perforas aquel am perforacio superficial, o plana tant solament.	 Do not make any other incision than the superficial one when administering incisions to those who have already had superficial ones made, but only do that one if you perform them.
E cove quant le apostema es gros e ya ha colligit mota sania, que perfores aquel e no te coytes que extraguas tot le poyre en aquela hora; habantz extratz de aquel una partida, e aprop opila le apostema entro al autre dia, e aprop extratz una partida major, e aprop fa aquo motas veguadas segon graduacio entro que sia foro-getat.	 Perform that incision and do not touch any other part of the body in that moment, except for next time; after doing so place it on another day, and make sure to perform a larger cut afterwards, and adjust its size according to growth, as needed.
E majorment si·l malaute es de freol vertut, o femna prens, o enfant petit, o viel en decrepitut, quar l’esperit animal motas vetz es resolvut am la egressio de la sania, e fort leu mor le malaute, e tu operte les.	 If the patient is of feeble health or strength, or a child, an old man, or in decrepit condition, then remove all clothing and perform them with great care.
Don guarda aquest capitol am gran cautela, e aprop la tua perforacio en la qual perforas aquestz apostemas, cove que abstergescas las plagues e consideras donc si la plagua del apostema es pauca, o es una seccio plana, lahoras tu aministra las qualguas de li o de coto antic; e si le apostema es gran, e las fissuras de la perforacio son motas, lahoras cove que tu pauses meca en quascun trauc entro que pervenguan ensemps.	 When you have opened a space with great caution, and after making the incision where you will remove this letter from it, consider whether the letter is small or flat, then adjust its position so that it does not cover too much of the adjacent letters, but enough to read it properly.
E si en le apostema es abscindit una partida de la codena o has concavada aquela en le circuit, lahoras cove que tu la complescas de coto viel o de fil fayt de drap de li, ayssi cum quan has traytz pans o razizos, ses humiditat; e strenh aquel entro al tertz dia; e aprop proceseys aquel e cura le am aquo que cove dels enguentz entro que sia sanat.	 If the letter is removed by a sharp edge or has been hollowed out in its circuit, you should cover it with a piece of cloth or fil to make it dry quickly and when you stretch it tightly on third day, and take care of where it touches so that no injury occurs from the contact.
Mays si accideys flux de sanc en la hora de la operacio tua, lahoras tu aministra aygua frega e vi agre en les quals mules un drap de li, e pausa aquel sobre le loc del fluxs del sanc motas veguadas.	 If there is bleeding during the operation, you should give them cold water and wet their wounds with a cloth, placing it over the area where the blood flow stops to stop any further bleeding.
Mays si persevera le fluxs del sanc, lahoras cove que tu aministres regiment e curacio e polveras las quals he recomtadas en motz locs de aquest nostre libre e de divisio.	 If the bleeding continues, you should provide regular care and cleaning and apply the powders recommended in this section of our text for various places on the body.
Mays si es en temps de hivern, e·l loc de la apostema es loc de motz nervis, lahoras cove que tu enfundas pulvils en vi e oli caut, e pauses aquels sobre les locs.	 If it is during winter and the area of the letter is a nerve-sensitive one, you should use cold powders of salt and oil, and place them over that location.
E si es en estiu, e les locs son carnoses, lahoras cove que tu pauses pulvils enbeguts am aygua e oli o am vi e oli, e tot aquo sia freg entro que sia le ters dia, ayssi cum havem dit, e lahoras cove que tu deslies le apostema e abstergescas aquel e aministres en la curacio de lu aquo que a lu conveneys entro que sia sanat.	 When it is hot and the legs are swollen, the doctor will tell you to sprinkle cool water on them or drink it or apply it, because that's what helps relieve gout when applied to where it occurs, as doctors say
E aysso es aquo que es necessari de la cognicio de la curacio de apostemas universalment, mays segon la via de distinccio ja he dit de tot apostema en qual manieyra es via de la cura de lu per capitols singularment.	 This is necessary for the general knowledge of how to cure all ulcers in any way
Capitol .xli.	 The specific treatment may vary depending on the type, location, and severity of each ulcer
De seccio de apostemas les quals veno en la codena del cap.	 Some of the ulcers that appear in the head area
En la codena del cap petitz apostemas, e so de specias de nodes les quals conteno tunicas que so a lor factz ; e las specias de lor so motas.	 The ulcers on the top of the head are specific and contain membranes that are protective; they also have special motions
E de lor son pingas, e de aquelas so que conteno humiditat semblant a lima.	 They are swollen like limes.
E de aquelas so las quals conteno humiditat semblant a pols, et asemblantz a lor; e de aquelas so que son lapideas, durs.	 Some of them contain moisture similar to lime juice and have rough surfaces; others contain moisture that feels like sweat and are smooth
E en la seccio de totz, e en la extraccio de aquels no es temor, cum deves la exteccio de aquels no fa contrariat arceria.	 In the upper part of the body as well as in the lower part of it there is no fear; because you must avoid touching them with any part of your body.
E la operacio en seccio de aquels es que tu esproes aquels am instrument la forma del qual ve aprop aysso, le qual es apelat entromes, entro que sapias que contengua.	 The operation on that area is to apply the instrument in the form you use it, called "entremeses," into where you know it contains.
Quar si aquo que conte es humiditat, lahoras scindeys aquel am seccio segon la longitut per seccio superficial segon aquesta forma:	 When humidity occurs, pain arises on that part of the body in a longitudinal direction following its surface.
E comensa en la seccio de la linha de .B. entro a la linha de .G. Donc cum la humiditat es evacuada, lahoras tu excoria aquela pel que conte aquela humiditat, e no leysses de aquela alcuna causa de tot, quar tropas veguadas retorna, si roman de aquela alcuna causa.	 When humidity is removed in that direction from the line .B to .G, pain arises on the part affected by that humidity, and it should not be attributed to any other cause, as long as there are no other causes involved.
E aprop submergeys coto en enguent egipciach, si es present, e sino, en aygua e sal; e umpleys am aquel la plagua e layssa aquel entro ad autra dia, quar am aquo corrodeys tot so que es romas de aquela pellicula.	 Then, you immerse the patient in a mixture of water and salt if present, or else with only water or salt; then apply that to him continuously until it becomes completely dissolved into the substance being treated, as long as he continues to be affected by this liquid film.
E aprop itera sobre aquel coto am enguent egipciach segondament e tersament si indigeyses de lu, entro que·t comfides que no y haia romas alcuna causa de aquela pellicula; lahoras cura la plagua am enguent entro que sia sanada.	 Then, apply it continuously to the part affected by that humidity again and again, until you confirm that there is no other cause for this film of liquid on him; then cure the liquid as soon as possible so that it may be healed.
E si apostema conte nodi gras, lahoras tu inscideys aquel segon aquesta forma:	 If there are no excess fat deposits present, you should apply in this manner:
am seccio havent forma de crotz, e geta oncis entre doas labias de la seccio e scorsa aquel de tota partida, e esforsa la tua vertut en extraccio de la tunica la qual conte aquel.	 In that direction from the two lines of the affected area, extend it entirely across and stretch your hand to pull out the garment containing that part.
Mays si a tu arceria fa contrarieta, lahoras fay aquo que yeu t’e recontat primieyrament.	 If you are facing an emergency situation, immediately do this:
E semblantment fay en le apostema lapificat de seccio e de curacio segon que a tu havem dit; e seccio sobre apostema lapificat es pus leugiera, quar es de pauc sanc e de pauca humiditat.	 In such a case of pain, it is customary to make incisions for sectioning and cleansing with the help of the servant as you said before; sections over the incision made are put into water where they will dry quickly due to their small size and lack of moisture.
E alcunas vetz so alcus de aquestz apostemas les quals so en le cap en alcus homes am los quals de tot no es humiditat; la qual causa es quar yeu inscindigui sobre un apostema en le cap de una femna vielha e atrobegui le apostema ayssi cum peyra sorda, aspra, blanqua, la qual no podia esser trinquada, e si a alcu fos am aquela percussit, plaguera aquel.	 In some cases of pain where the cause is believed to be an abscess in the head, it's customary for doctors to try and extract it by pressing on its side with a sharp object until pus comes out or if there was no such pus came out, they would then compress it with something white like cloth so as not to damage it.
Mays en les autres apostemas accidentz en le cap otra aquest no es aquest capitol, ayssi cum les apostemas que veno als caps dels enfantz e deves las razitz de las aurelhas, mays la seccio de aquestz totz sia seccio superficial.	 In the other cases where pain is felt in parts of the body other than the head like those on children's heads or ears lobe and temples, it would be a superficial incision
E pausa la perforacio de aquels de la partida pus bassa de lor per so que sia alleujat le cos de la sania a las partidas pus bassas.	 Once the incisions have been made for removing the small abscesses mentioned before to relieve the body of its ailments, they should be dressed with fresh linen bandages.
E aprop cura aquelas am aquo que conveneys ad aquel de curacio.	 After performing the cleansing incision and treatment on that abscess mentioned earlier, you would proceed with further treatment as needed.
Capitol .xlii.	 Chapter 52.
