Ayssi comensan las paraulas de Albucasim .	A doctor starts speaking about Albucasis.
Donc cum accideys ad alcu aquo, lahoras tu·t coyta am la tua ma a l’orrifici de la arceria, e pausa sobre aquel le tieu dit endic estrenh aquel motas veguadas entro que sia ostat le fluex del sanc dejos le tieu dit, e que non yesqua.	When something happens to that person, then immediately put your hand at the entrance of the archery wound and pause on that place until you see the bloody fluid coming out from that place, so that it does not run.
E aprop pausa en le foc les cauteris olivars paucs e grantz, per nombre motz, e exsuffla sobre aquels entro que sian mot ignitz.	And pause in the fire, applying olive oil few and many, for many times, and inhale over them until they are ignited.
E aprop pren de aquels un petit o un gran segon le loc e la plagua en la qual es rompuda la arteria, sobre aquela vena festinantment pus que auras remaugut le tieu dit, e te le cauteri entro que sia abcindit e restreyt aquel sanc.	And take one of those small or large as the wound and the artery is ruptured in which the vein is swollen, over that place persistently so that you have rubbed your said, and then cauterize until it closes and restricts that blood.
E si le sanc es expellit de l’orrifici de la arteria quan tu remaues le tieu dit e extringeys le cauteri, lahoras pren la un autre cauteri coytadament dels cauteris les quals en le foc son preparatz, e donc no cesses fer aquo un aprop autre entro que le sanc sia restrengit.	If the blood is expelled from the artery's wound when you rub your said and extract the cautery, then take another cautery contemporaneously with those that have been prepared in the fire, and therefore do not cease doing this until the blood is constricted.
E guarda te que no comburas le nervi que aqui es, e que vengua sobre le malaute autra malicia.	And be careful that you do not burn the nerves which are here, and that another evil comes upon the sick person.
E sapias que quan de l’arteria flueys sanc, lahoras no es possible en aquels restrenge la sanc, e majorment quan l’arteria es gran, si no am una de quatre manieyras: o am cauteri ayssi quo dit havem, o am extraccio quan no es extrayta, quar quan es extrayta las extremitatz de lu miels son comburidas e es restreyt le sanc, o que sia liat am fiel o am liament per fort strectura, o que sian pausadas sobre lu medicinas de las quals la vertut es restringir la sanc; e sian strengudas am pulvinar am costriccio decent.	The translation of the first sentence is:
Mays aquel que aministra restriccio decent de lu am liament e am strictura am draps o per posicio de causas comburentz e de semblantz, no comfereys sino tart.	What person who administers a moderate restriction of the patient's limbs and bands or ties on their position for the movement of causes to burn and for similarity, only provides comfort.
Mays si aquo endeve ad alcu e no sia le metge present ni medicina, lahoras obre am pausament del dit indic sobre le orrifici de aquela vena ayssi cum havem dit, e entenda a la gran costreccio de lu entro que le sanc sia ostat de la sobirana partida de la plagua, e sobre la arceria le dit no sia remaugut; e de sobre la arceria sia aspergit am aygua frega de mot gran fregiditat entro que·l sanc sia congilat e engrossat; e mays cossire en que ha de cauteri o de medicina necessitat.	If it is to be done without the doctor present and no medicine, then work slowly on the said instruction over the opening of that vein as we have said, and consider the great constriction inside where the wound will be left from the superior part of the plague, and about the arrow he said should not be removed; and since about the arrow it is not suitable to apply water friction with a large friction in between, until the wound is closed and hardened; and perhaps there is something that needs cauterization or medicine.
Comensa la segonda partida.	Begin the second part.
De incisio e perforacio e ventozas e de fleubotomia e de plaguas e de lor semblants.	Of incisions and perforations and wounds with a tube, and of fluybotomy and of plagues and of their similarities.
Aquestas son paraulas de Albucazis.	These are words from the writings of Albuquérques.
Ja havem dit en le primier capitol tota malautia en la qual cauteri am foc es convenient e am medicina comburent, e las occasios e las causas de lu, e les instrumentz en aquels necessaris am las formas dels cauteris; e he ordenatz les capitols de la subiranetat del cap entro als pes.	We have already stated in the first chapter all disease in which cauterization with fire is convenient and medicine applied, and the occasions and causes of them, and the instruments required for it, and I have ordered the chapters to follow from this one under the feet.
E yeu procesire en aquest capitol per aquela meteysa guisa, per que sia alliujat lo querent aquo, lahoras sobre aquo que aura demandat.	The text means: And I will proceed in this chapter with that method, so that what he is seeking may be found there, and later on when he asks about it.
E denant que yeu comense aquo, cove, fils, que aprenguatz que en aquest capitol es per terror aquo que es en le capitol primier de cauterizacio.	When starting this procedure, son, you sons, that you will learn here in this chapter is about fear of this what was in the first chapter of cautery.
E per aquo que cove que sia en lu gran cautela, quar en la operacio la qual es en aquest capitol motas veguadas catz evacuacio la qual es am sanc am le qual esta la vida deves la aspersio de la vena o incisio sobre l’apostema o apercio de exsitura o puracio de la plagua o extraccio de sageta o incizio de peyra e a lor semblantz.	And therefore, son, because of which you must be in great caution, that in this operation which is in this chapter many times the evacuation which is called sanc, am, where life depends on the application of the vein or incision over the wound or suspicion of existence or discharge or removal of the plague or extraction of a splinter or beginning of an ulcer, and to their likeness.
E de totz aquels so acompanhatz temor e tremor e en le mas de lor catz la mort.	And therefore those also are accompanied by terror and trembling, and in the most of their cases death.
E yeu amonesti vos que sobre vos no caia aquo en le qual es esitacio, quar alcunas veguadas cazo deves vos manieyras de homes am manieyras motas de malautias.	And I warn you not to fall into this in which it is situated, because sometimes the case may lead you to become maniacal as men are, with various kinds of madness and many other illnesses.
E de lor es alcu que s’irays am la sua malautia e es leugiera deves lu la mort, e aysso per la vehemensia de aquo que troba de sa malautia, e per longuesa de la malautia de lu, e am la malautia es paor la qual significa mort.	And from them it is often that you will go to your own disease and find light in it because of death, and so by the vehemence of this thing which finds its illness, and by the length of the illness of him, and with the illness there is fear which means death.
E de aquels es le qual dona a tu son aver e ditta, tu esperant am aquel sanetat, e la sieua malautia es perniciosa.	And from those who give you their son's pain and word, you expect to have that healing, and his illness is very destructive.
E donc no cove que tu consentas en aquel que ve a vos del qual es aquesta manieyra; e la vostra cautela sia major que covesitat e la vostra rapacitat; e no presumatz alcuna causa sobre aquo sino aprop sciencia certa la qual virifica aquo deves vos, e al qual perve successio lausabla.	And therefore do not trust someone who shows you this kind of behavior; and your caution must be greater than your desire, and your greed; and do not presume any cause about it except for sure knowledge that verifies it for you, which will bring a good succession.
E usatz en la curacio de totz vostres malautes de pronosticacio e indicacio de lu al qual es salut convertida, quar en aquel es a vos ajutori sobre adquisicio de fama e de memoria, de lausor e de gloria.	And use this treatment for all your diseases with prognosis and indication of it to whom healing is converted, because in that one are you an assistant for the gain of fame and memory, of honor and glory.
O, filhs, Dieus en vos spire le sieu entendement e no oste a vos direccio e proteccio, quar aquo es en la sua ma.	Oh, sons, God is in your understanding and does not abandon you in direction and protection, for it is in his hand.
E yeu e ordenat aquest capitol distingent per capitols segon que precedit en le capitol de cauteris, de la cura del cap entro als pes, per que sia a vos alleujat aquo que demandatz de aquo e del qual havetz necessitat.	And I have ordered this distinct chapter according to the chapters following the capital of cauterization, of treatment for the head into the feet, so that it may be alleviated what you are asking for from it and from which you had a necessity.
Capitol primier.	First chapter.
De la curacio de aygua la qual es contenguda en le cap dels enfantz.	The healing of water which is contained in the head of children.
Sapias que aquesta malautia motas veguadas endeve als enfantz deves le enfantament e quan la noyrissa estrenh le cap del enfant ses livitat.	Know that this illness occurs frequently in children, causing the child to be weak and when the newborn touches the head of the child, it causes a convulsion.
E alcunas veguadas endeve per causa amaguada la qual no es saubuda.	And sometimes occurs for an unknown cause which is not known.
Mays yeu no vi aquesta malautia sino en les enfantz; e a totz aquels les quals yeu vi se coytec la mort, e per ayssi es a mi vist layssada obra en aquels.	But you do not see this illness in others, only in children; and for all those whom you have seen dying, and for that reason it is laid upon me as an example.
E yeu e vist que un enfant le cap del qual era d’aygua omplit, e·l cap de lu era totjorn ayssi magnificat entro que ceser no podia sobre si meteys per la grandesa del sieu cap, e mays que la humiditat fe aucmentada entro que foc mort.	And you have seen a child whose head was completely filled with water, and the child's head remained magnificently still even though it couldn't be stirred because of its great size, and besides, the moisture caused it to become more dead.
E aquesta humiditat o es agreguada entre la codena e l’os, o es agreguada dejos le os sobre le ciphac.	And this moisture was either added between the tendons and the bone, or placed over the joints of the body.
Quar la operacio en aquel si la humiditat es entre la codena e l’os e le apostema es pauc, lahoras cove que tu fendas en le mieg loc del cap am una fissura en la latitut, e sia la longitut de la fissura cays dos notz entro que corra la humiditat, e aquesta es la forma del spatum:	Where the operation in that case is to make an opening in the middle of the head at a fissure in the latitude, and so that the length of the fissure is two fingers' breadth until the moisture runs, and this is the form of the spatula:
E donc si la humiditat es mays augmentada e l’apostema es major, lahoras son aqui dos fissuras segon aquesta manieyra:	If the humidity is greatly increased and the swelling is greater, then you will have two cuts in this way:
E si la humiditat es dejos le os, senhal de lu es que tu vezes la comissuras del cap ubertas de tota partida e l’aygua es spremuda quan tu compremes aquela am la tieua ma a las partidas dedintz e no es aquo a tu amaguat.	If the humidity is left on the bones, it's a sign that you will cut across the corners of the head where all the parts are open and when you compress her with your hand on those parts, she will urinate when you press that area.
Cove que tu fendas en le mieg loc del cap am tres fissuras segon aquesta manieyra:	You will cut across the middle of the head in three cuts, according to this method:
e aprop la inscizio extratz ne tota la humiditat; e aprop strenh las fissuras am draps e plumassols; e aprop enbroca aquo de sobre am vi e oli entro al quint dia, e aprop deslia le liament e cura la plagua am tentas e enguentz, e strenh le cap am equalitat; e mange le malaute am vianda secca de pauca humiditat entro que·l membre sia confortat e sanat.	And then you will remove the extraneous part from all the humidity; and then tie the cuts with cloths and plums, and apply it on top with vinegar until the fifth day, and then loosen the bandage and cure the wound with cauterization and salve, and strengthen the head with equality; and feed the sick person with dry food of little humidity within that the member is comfortable and healthy.
E es autra manieyra de incisio, que consideras hon apar la magnitut del apostema e la colleccio de l’aygua, quar alcunas veguadas es mays en le occipicii, o en la partida denant, o en la destra, o en la sinistra; e donc aten am la incizio on appar le apostema e la replecio de l’aygua, e fen aquo segon que a tu es miels possible.	And this is another method of incision, which I consider good when the size of the swelling and the collection of fluid appear, because some cases are more in the occipital region, or in the front part, or on the right, or on the left; therefore follow the opening where the swelling appears and the repletion of fluid, and do it as seems to you most suitable.
Et observa que no inscindas la arteria e endevengua flueys de sanc e mora le malaute per aquel flux de sanc am evacuacio de humiditat.	And observe that you must not cut the artery, but instead seek out the flow of life and death in the patient's disease through this flow of life, and evacuate excess humidity.
Capitol .ii.	Chapter II.
De inscisio de las arterias las quals so aprop las aurelhas, apeladas hilasseysse.	Of the incision of arteries which are located near the auricles, called "hilasesse".
Capitol segon.	Chapter Second.
Quan endeveno ad alcu catars o raumas als huelhs o al pietz, e es antiquat aquo, e no confereys en aquo la curacio de las medicinas, lahoras la deriera curacio en aquest es incizio de aquelas dos arterias.	When you have encountered an ulcer or wound on the heel or foot, and it is old and does not respond to medicine, then you should look for the beginning of those two arteries.
E donc cove quan tu vols inscidir aquelas que le malaute raza lo sieu cap, e aprop fregua le loc am drap aspre per so que aparan las arcerias, e aprop sia strengut le col del malaute am alcu drap; e aprop considera on polsa la vena; e les locs de quascuna sobre les locs les quals so aprop las aurelhas depremutz, e tant se occultan sino en alcus homes.	And therefore cover when you want to incise those that the disease is in his head, and apply pressure to the area with a rough cloth so that the arteries appear, and tie the neck of the patient tightly with a cloth; and consider whether to press on a vein; and the areas where each artery must be located, and if hidden, will become apparent after a few days.
E aprop senha sobre la arceria am tenta, e aprop inscideys quascuna am le spatum de quascuna partida agut am inscizio pervenient entro al os, e sia aquo per la latitut del cap.	And place a ligature over the artery at the point where it is severed, and incise each one with the sharp edge of each cut, entering through the bone until it reaches the width of the skull.
E si vols, entromet le spatum dejos la arteria e trenqua aquala a las inciden a las partidas desus.	If you wish, introduce the spoon between the artery and the vessel, and tie it so that it touches the incision at the affected parts.
E sia la longitut de la inscizio cays dos ditz ajustatz, quar quan alcuna vena es inscizida le sanc es eyssit am egressio pulsatil, le qual saut deforo per saut frequent.	If the length of the incision is twice the thickness, because when any vein is cut, there is exsudation and blood flow, which jumps forward for repeated pulsations.
Mays si la arceria no apareys al cintiment, lahoras cove que tu mesures de la aurelha la quantitat del spazi de tres ditz, e aprop senha am tenta, e fen entro al os.	But if the artery does not appear at the surface, then how do you know that you must measure the space of three fingers, and place your needle inside, and feel into the bone.
E aquo que cove getar del sanc es quantitat de vi unc., e fort leu ne geta de lu mays o mens, e tot aquo es segon la quantitat la qual appareys de la vertut del malaute e de la replecio de la arceria de lu.	And thus it is known that the amount of exsudate is equal to one vial, and a light or heavy flow (of blood) more or less, and all this is according to the quantity that appears from the virtue of the illness and the repletion of the artery.
E aprop considera la plagua, e donc si reman sobre le os alcuna causa del ciphac, lahoras inscindys aquo per so que no endevengua apostema caut.	And therefore, considering the plague, if there remains over the bone any cause of a ciphac ( possibly referring to a lingering infection or issue), then divide this as well in order not to inadvertently discover an apostaem ( likely meaning "apostema" or "pouch", but in this context, it seems more like a complication that should be avoided).
E aprop strenh la plagua am plumassols e am liamentz de drap de li, e aprop cura aquela am enguentz entro que sia sanat.	Apply strength to the wound with plump poultices and liniment of wool, and apply cure to that with ointment until it is healed.
Capitol .iii.	 Chapter three.
De extraccio de las arcerias las quals so en las templas.	Of the extraction of the tonsils which are in the temples.
Quan ad alcu accideys emigranea antiqua o catertz agutz, per humiditatz agrimonials e per qualiditat en les lacertz des templas, o sodo antiqua vehement e semblantz ad aquels, e es medicat am las manieyras de curacio de medicina e aquo no comfereys, lahoras nos hem sproatz en aquestas malautias extraccio de las arcerias en les templas, o cauterizacio de aquelas ayssi cum havem mostrat.	When an accident occurs and the old ulcer or wart migrates to another place due to humidity and irritation, of poor quality in the temple's cartilage, or because it is old and similar to that, and you treat it with various methods of treatment for medicine, but not as we have shown extraction of tonsils from temples, or cauterization of those same areas just like we showed.
E la manieyra de la operacio e extracio de aquelas es que·l malaute raza les pels les quals son en les templas; e entenda a la arceria apparent en le templar quar ela es a tu mostrada per le sieu pols, e·s occultada sino en paucs homes per vehemencia de freg.	And the way of performing and extracting those is what causes the disease to spread through the areas where it is in the temples; and understand that the ulcerous appearance on the temple which is at your demonstration by its polyp, is occulted only in a few men because of the heat.
E si a tu es occultada, lahoras le col del malaute sia strengut am alcun drap; e aprop fregua le loc am un drap aspre o evapora le loc am aygua cauda entro que aparesca a tu la arceria manifestament.	And if it is occulted, then the ulcer is strengthened with some wool; and apply pressure on the spot with a rough cloth or evaporate the spot with hot water until you see it manifest as an ulcer.
E lahoras tu pren le spatum del qual aquesta es la forma:	And now then you take the spatula of which this is the form:
E aprop tu scorja la codena am aquel am facilitat entro que pervenguas a la arceria; e aprop geta en lu onti e extratz aquela a las partidas sobiranas entro que extraguas aquela de la codena e descobras aquela de las tunicas las quals so dejos aquela, de tota partida.	And then you scrape the cord of which this is the form: take it in your hand and facilitate entry into the arrow-making; and place yourself on a surface where you can extract that part above the joint while extracting it from the cord and discovering those under the tunics which are left behind, of all parts.
Mays si la arteria es subtil, lahoras envolveys aquela am la extremitat del oncii, e aprop inscindeys de aquela una partida segon la quantitat per la qual sian alonguadas las extremitatz de lu e sian contraytas, e no endevindra flux de sanc, quar si no so inscididas no pujara le sanc de tot.	But if the artery is thin, then you wrap that around the extremity of the vein; and place a incision on one part of it according to the quantity by which the extremities of him are stretched out and contracted, lest there be no flow of blood, for if they are not incised, the blood will not rise from all.
E aprop evacua del sanc de vi unc. entro a tres.	And now evacuate the blood of one vein into three.
E si la arceria es gran, lahoras cove que tu lies aquela en dos locs am fiel dopble fort de ceda o am cordas a lonc, e no coyte a lu putrefaccio denant la consolidacio de la plagua e endevengua flux de sanc.	But if the arrow is large, then you cover that by tying it in two places with strong linen or with cords long, and do not cut to the putrid flesh before the consolidation of the disease, lest there be no flow of blood.
E aprop incideys la superfluitat la qual es entre dos liamentz; e fay aquo en aquela hora o aprop autra ora.	Appropriate incisions are made in the superfluity that is between two limbs; and do this at that hour or another.
E si vols, cauteriza aquela am cauteri entro al os am cauteri cutellar entro que sian incididas las extramitatz de lu, e stara en loc de aquela meteyssa obra.	If you want, cauterize that area with a heated instrument inside the bone; and this will replace the messy work.
E es milhor obra sino que·l malaute aia febre o es de escalfada compleccio; quar cauteri es de aquelas causas que ajudan a las humiditatz finidoras, e donc es milhor en juvament.	It is better work if the patient does not have fever or chills; for those are causes that can help with drying out the humors, and therefore it is better to do it early.
E cove aprop la extraccio de las arcerias que huomplas le loc de coto antic, e sian pausatz sobre lu polvils decentement fayt, e aprop sia curat am medicinas seccas fazen naysser la carn e am calguas entro que sia sanat.	Cover the extraction of the arteries that you find in the affected area, and place powders on them decently made, and apply ointment with drying medicines to the flesh so that it heals.
E si mentre obres autra veguada endeventa flux de sanc de la arceria, lahora tu te coyta a restrenger aquel sanc, o am cauteri, o que omplas le loc de coto, e strenh la tua ma entro que sia restreyt le sanc.	If while you work another unexpected flow of blood from the artery occurs, then you restrict that vein, or cauterize it, or fill in the wound, and strengthen your hand until the vein is restricted.
E si deguna causa de aquelas no es a tu present, lahoras pausa le tieu dit sobre le loc entro que·l sanc sia congilat, e enbroca le loc am aygua de vehement fregiditat entro que la acuitat repausa, e sia strengut segon que cove.	If none of these is the cause that brings it to your attention, then pause and speak about this place while the wound cools down, and fill in the place with hot water until the area becomes more solid, and strengthen as you can.
E aquo que es pus leugier en extraccio de arceria es que tu cauterizes la vena am aquest cauteri haventz dos cotels, pus que tu has senhat les dos locs am tenta, e depausa quascus, mot ignitz, entro que pervenguan al os e inscindan la vena en dos locs, per so que sia elonguat aquo que es entre las extremitatz de lu, quar no son consolidadas de tot am aquest cauteri.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
E aquesta es la forma del cauteri:	This is how the cautery is made:
E sia la acuitat dels dos cotels esemps.	The sharpness of the two knives should be equal.
Mays empero si so mendres acuitat que dos cotels es milhor, quar si so agudas cum dos cotels propera a quascuna freg, e no enscideysso la carn am velocitat.	But if one is sharper than the other, it is better, because when they are sharp enough like two knives, every cut will be clean and won't cut the meat too quickly.
Donc cum en aquels es alcuna grossitut, es tenguda la calor del foc en aquels e la carn es abscindida leugierament.	So when there is no any swelling, the heat of the fire is kept in those places and the flesh is cut lightly.
E aquesta obra es milhor en tota obra e pus leugiera.	And this work is better than all other works and it cuts more lightly.
E sia le spazi le qual es entre dos cotels la quantitat de la grossesa del dit.	Is the space between two knives equal to the thickness of the cut.
Capitol quart.	The end.
De la cura de cors de lagremas agudas e aciduas dels huels.	On the treatment of sharp and acidic wounds of the liver.
Quan so lagremas aciduas, e es le cors de aquelas venas las quals so sobre le test del cap deforo, e no comfereys en aquo alcuna causa de la curacio de medicina, e vezes la cara del malaute ja enrogesir e sent en le sieu front deambulacio ayssi cum si era deambulacio de formiguas, e·ls huels de aquel so extenuatz, humitz enayssi que ja les pels de lor son conodutz, e las parpelas so scalfadas per la acuitat de las lacrimas, les antics agro mesties en la curacio de aquelas de aquesta operacio, e nompnero aquela curacio am spassa.	When the wounds are acidic, and it is the liver of those veins that are over the testicles before, and no cause of treatment is found in medicine, and often the face of the patient becomes red and he walks around with a tremble, as if he were walking like ants, the liver of that person becomes exhausted, burned and infected, so that its surface feels numb, and the eyelids are scarred by the acidity of the tears, and old wounds should be treated in this operation, and it is called "scassa".
E es que tu comandas al malaute rayre les pels les quals son en le sieu front, e aprop inscideys en le front tres fissuras engualment distans segon la longitut del front.	You command the madman to cut off his hair which is in his forehead, and place three incisions in the forehead, extending downwards equally apart according to the length of the forehead.
E si’ la longitut de la fissura cays dos ditz: la una fissura sia engualment distant a la longitut del nas en le mieg loc del front, e la segonda segon la longitut un petit del movement dels lacertz les quals so en le lacrimal, e la tersa del autre part.	If the length of the incision is two digits: one incision extends downwards along the length from the middle of the nose to the forehead, and the second follows the length of a small part of the movement of the lacrimal, which is located at the other end.
E guarda te de la incizio de las arcerias las quals so en dos latz, e elongua la tua ma de la continuacio de amdos las mandibulas.	Watch carefully the beginning of the arrow shafts which are in two sides, and extend your hand to cover the continuity between both mandibles.
E si’ l’espazi de quascuna inscizio la quantitat de tres ditz ajustatz.	If each incision space is three digits apart,
E si’ a tu una pessa d’espongua apparelhada o draps seccatz motz am les quals exsiccas le sanc.	If there is to you a pulse felt or cloth soaked with blood on the which the heart beats.
E aprop entremet le spatum de dos agudas extremitatz, del qual aquesta es la forma de la inscisio de lu:	And place between the space of two sharp extremities, the form of which is this:
que es de la partida des templas entro a la segonda inscizio.	that is from the departure of the temple between the second incision.
Exxcorja am aquel tota la codena la qual es entre dos incizios am le ciphac le qual es sobre le os, e aprop fay aquo de la inscizio migera entro a la segonda inscisio.	Excavate the entire cord that is between two incisions, with the phalanges on which it is situated over the bone, and make this opening halfway into the second incision.
E aprop stratz ne aquest spatum e entromet en la primieyra inscizio autra vetz un autre instrument le qual es apelat cutellar, agut de una part e del autre no agut.	Properly straighten the space and enter into the first incision with another instrument, which is called a scissor, sharp from one side and not sharp from the other.
E pausa le latz de aquel agut deves la carn annexa deves la codena, e le latz de lu leon dintz le os, e empelley aquel entro que pervengua a la fissura migera, e abscindeys am aquel totz les vaysels que descendo del cap als huels.	Pause the edge of that sharp instrument from the meat adjacent to the cord, and the edge that touches the bone, and apply it so that it enters into the half-split fracture, and cut off all those vessels that descend from the head to the heels.
Mays que sia continuada la inscizio ad aquo appar de la codena, e aprop fay aquo en la fissura migana entro al autra fissura.	Continue the incision to that point of the cord, and make it in the middle fracture into the other fracture.
E pus que corr del sanc quantitat engual, exprem les locs de las pessas del sanc congilat.	And then cut off the remaining quantity of the cord, and expel the swollen parts from the foot of the patient.
E aprop pausa en quascuna fissura calgua de coto vielh, e pausa sobre aquels polvils enbegutz en vi e oli e vi agre, e vegas que no endevengua apostema caut.	Properly pause in any liquid-filled fracture of old wound, and place over those powder-like particles in the vein, oil, and vinegar, so that they do not cause thrombosis.
E en le tertz dia deslia le liament e aministra gran enfusio de aygua cauda o tebeza, e aprop cura aquo am enguent bazilicon am oli rozat e autres entro que las plaguas sian sanadas.	When the third day comes, the patient will loosen the ligament and administer a large infusion of hot water or tea, and apply treatment with basilicon oil and other things into wounds so that the plagues be healed.
Capitol .v.	It seems like you're adding some sort of punctuation mark or symbol to indicate a break in thought or a pause. If I were to translate it, I'd say "Ah" or simply leave it as is since it's not directly related to the text being translated.
De la cura de lagramas per catartz e als huels descendentz de las partidas dedintz del cap.	Of the treatment of leprosy by cautery and applications from parts descended from the divided digits of the head.
Quan ad alcu veno catartz agutz e continuantz, e vezes les huels del malaute extenuatz petitz, e ja le reguardament de lor es debelitat, e las palpebras ulceradas e de lor cazo les pels, e en le preon del cap es dolor aguda ledent e extrenutacio consequent, lahoras sapias per aquestz accidentz que las materias e catartz no veno sino de motas venas de las partidas dedintz procedent.	When the vein of leprosy is cut and continues, and sometimes the warts of the sick are peeled off small pieces, and they observe their weakness, and their ulcerated eyes, and of their death the eyelids, and in the forehead there is sharp pain and severe extortion, therefore it is known that such accidents occur when the material and cautery do not enter but through thin veins from parts descended.
E la milhor curacio en aquels es aquesta: que comandes al malaute que raza lo sieu front, e aprop inscideys en aquel una fissura al mieg loc del front, un petit per la latitut (e comensa am la fissura del templar senestre entro al dextre templar; e sia inscisio entro al os; e eslongua la tua ma dels lacertz del templas lesquals son maugutz deves la mastigacio), entro que sia le os descubert.	And the best cure for these is that you command the sick person to rub his face, and then inscribe in him a small fissure at the middle of the forehead, a little wide (and begins from the temple on the left into the right temple; and inscribe into the bone; and extend your hand from the lacrimal groove of the temples which are swollen due to mastication), until the bone is uncovered.
Exsicca tot le sanc am espongua o am drap secc e aprop repleys entre las doas labias de la fissura am coto vielh o am draps de li.	Dry the entire wound with sponge or dry cloth, and then fill it in between the two lips of the fissure with old wool or rags.
E aprop estrenh desus am polvils enbegutz en vi e oli per so que no endevengua apostema caut.	Apply powder in between the wound to prevent infection from spreading.
E quan deslias aquo e veses que l’apostema ja es diminuit, lahoras cove que fregua le os entro que comensa en lu nayser carn, e aprop cura aquel am regiment exsiccatiu le qual fassa neysser la carn, ayssi cum si tu prenes de farina de froment dos partidas e de colofania quatre partidas e mescla o, e de lor sia fayt emplastre e sia aministrat en aquestas plaguas a de la carn nativitat.	When you see that the infection has decreased and it starts to spread into the bone marrow, then cover that area with a treatment of moist heat which makes the flesh swell, as if you took 2 parts of wheat flour and 4 parts of cochineal powder, mix them together, and make an ointment from them, and apply it to these wounds on the skin, like the natural nativity.
Capitol .vi.	Chapter VI.
De la cura de aquo que catz en las aurelhas.	On the treatment of a disease occurring on the ears.
Tota causa que catz en las aurelhas es una de quatre specias, quar o es peyra mineral o causa semblant a peyra, ayssi cum ferr e veyre, o es de planta ayssi cum ceze o fava, o es causa fluxtibla ayssi cum aygua e vi agre e a lor semblantz, o alcuna bestia.	All the diseases that occur on the ears are one of four species: (1) one is due to mineral causes or something similar to minerals, like iron and vinegar; (2) another is from plants, such as chamomile or fennel; (3) another is a fluid cause, like water, bile, and their similar effects; or (4) some animal.
E donc quan peyra catz en l’aurelha o autra causa semblant de aquelas causas que no ajustan ne creysso en l’aurelha, e pausa la aurelha al solelh, e si vezes la peyra, lahoras distilla en aquela alcuna causa de oli violat o sizami, e aprop aministra la extraccio de lu, e fay le stornudar am condizi, e oppila las nars deve le aveniment de stornutacio.	When pain is felt in the armpit or another cause similar to those that do not fit or believe in the armpit, and pause the armpit in the sun, and if it happens sometimes the pain, then it distills in that one cause of oil violated or sizeless, and place aminister the extraction from it, and do the stornudar with condition, and inspect the nars to see the event of stornutacio.
E aprop pausa en le circuit de la aurelha alscunas pessas de drap o lana, e dextendas la aurelha a las partidas desus, quar motas veguadas es foro-getada am aquestas causas.	Place the armpit in some padded weights or woolen cloth and extend it to its parts, many times forgotten with these causes.
E si no n’es getada, lahoras aministra extraccio de lu am le instrument apelat gesti epicicarios subtil del qual aquesta es la forma:	And if it is not forgotten, then administer the extraction from it with the instrument called gesti epicicarios subtle of which this is the form:
E si es foro-getada am gesti, bo es; e sino, lahoras aministra la extraccio de lu am onci subtil de pauca duplicacio.	If it is forgotten with the gesti, then so be it; otherwise, administer the extraction from it with one subtle needle of double puncture.
E donc si no es foro-getada per aquo, lahoras fay una canula de aram e entromet la extremitat de la canula en le trauc de la aurelha e claus a l’enviro de la canula am cera e am oli mollificada per so que no sia ubert sino la canula.	Therefore, if it is not forgotten for this, then administer a cannula made of ram and insert the extremity of the cannula into the groove of the armpit and close it around the cannula with wax and soft oil to prevent it from bursting but rather the cannula.
E aprop extratz am le tieu vent am fort atraccio, quar tropas veguadas cum aquo que havem recontat.	The translation of the text line by line into English is:
Mays si no es foro-getada en aquesta manieyra, lahoras pren de halka alumbat o de vecz aparelhat am le qual son preses les ausels una patita quantitat, e pausa aquel en la extremitat de ray, e aprop envolopa sobre aquel coto decentment pausat.	If the joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
E aprop entromet aquel en le trauc de la aurelha am facilitat, e aprop excicca la aurelha de la humiditat.	And then introduce it into the hollow of the armpit with ease, and excise the armpit from moisture.
E donc si no es foro-getada am totas las causas las quals havem recontadas, lahoras tu coyta a talhar aquela denant que endevengua apostema caut o espasme.	Therefore if it is not forgotten all the causes that have been recounted, then you cut to that point where you will encounter either apoplexy or spasm.
E la manieyra de talhar aquela es que tu al comensament sancnes le malaute de la vena sephasica e extratz del sanc segon la mannieyra de la vertut de lu, e aprop fay aquel cezer entre las tuas mas e converteys l’aurelha a las partidas desus, e fen am petita fissura en la razit de la aurelha deves lo greys de lu en le loc be premegut de lu.	And the way to cut that is to first treat the fever of the septic vein and extricate it according to the method of its virtue, then you put your fingers between your palms and convert the armpit to the parts before, and make a small fissure in the rate of the armpit, before the grease of him in that place.
E sia la fissura de figura lunar entro que pervengua a la peyra, e, la peyra atrobada, osta aquela si podes am instrumentz apropriatz; e aprop cos la fissura en aquela hora am velocitat, e cura aquela entro que sia sanat.	And it is the lunar-shaped fissure between where it proceeds to the pyr (should be "pyora", likely meaning "throat") and when the throat is constricted, cut that with instruments of suitable quality; then place a cloth over the fissure in that hour, and cure that until there is health.
E si la causa cazent en la aurelha es un dels gras que creysso e so inflatz, lahoras aministra la curacio e la extraccio de lu; mays si no obezeys a tu ad eyssiment, lahoras tu pren spatum teune subtil segon aquesta forma:	If the cause is found in the swelling, it's an excess of fat that inflames and causes it, then administer treatment and remove it; but if you don't obey my advice immediately, then you must take some subtle sponge soaked in wine according to this form:
