Ayssi comensan las paraulas de Albucasim .	The patient begins to speak about Albucasim.
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	And this kind of healing is more preserved than initiated, and takes longer to fear.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	Sometimes the uvula is cured with water that is more subtle than cauterization and initiation, where it is treated with submersion in this manner: prepare camphor, hyssop, origan, rue, sciacus arabicus, camomile, bryony, and similar herbs to those, and combine all of them or some of them in a mixture, and submerge the mixture in vinegar and boil; and let the mixture be diluted with lye decently, and place a trigger on the surface of the mixture, over which is placed an instrument made of silver or metal according to this manner; it should be made of either one.
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	The text means: And then the extremity is inserted into the mouth of the patient before the vapors affect the uvula on which it rests, before the uvula is greatly obscured.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	The text means: And then go over those dry matters into which it is inserted, and take care not to perform this cure on the morning of a purging, because it will be too tight on the swelling, and you should not do so, but rather declare the presence of an abscess.
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	The text means: But if you do not have that instrument, then take a stick and compose a knot in the extremity of it, so that the mouth of the patient is moistened, because the knot of the wood prevents the vapors from burning the mouth.
E aquesta curacio es bona am salut.	The text means: And this cure is good for health.
Capitol .xxxviii.	It seems like you're quoting a chapter title, but there's no translation needed. It appears to be a section or chapter number from the medieval medical treatise.
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	The text means: On the extraction of thorns and of that which adheres in the groin, and of other causes.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	The text means: Dry matter adheres in the groin, or thorns of feet, or any other cause.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	And now you can see what is most obvious, on which the eye rests, since you press your tongue with an instrument in front of the sun, so that it be declared to you what is in the throat.
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	And that which does not appear to you is hidden in the throat, therefore it is necessary to make the patient vomit before the food is digested in the stomach, for if the cause of the pain is concealed by vomiting, it will be forgotten after vomiting; or if you induce a vomiting with a piece of bread soaked in vinegar or lettuce juice, or a drop of pa (possibly a reference to a medicinal paste), or take a piece of dry sea sponge and bind that tightly, and place the pain on top of it, because when brought to that location where the vertebrae are and extracted, they will be forgotten.
E mays pren una anguila e be am fiel liada, e sia dedintz mesa e soptament sia extrayta; o pren un porr e soptament le metas e soptament l’en tratz.	And perhaps take an eel and bind it tightly with a cord, and place it on the mattress and extract that from there; or take a broth and cover the joints and wrap the entrails.
Mays si no so foro-getatz am aquelas causas las quals havem ditas, lahoras husa de un instrument de plom segon aquesta forma:	And if it does not forget those causes which I have mentioned, then perhaps this will be forgotten too: take an instrument of lead, according to the shape.
E sia pus gros que ray un petit, e en la extramitat de lu sia conquavitat la qual tu entrometas en la sua guola am facilitat.	It means: Even if it's a small wound, and in its vicinity is the space where you insert it into his stomach with ease.
E el aga le sieu cap elevat en sus, e guarda te que·l tocament del sieu os de la gola, per so que endevengua a lu cos e am aquela que enpellesca le os o la spina, o que aquel le metge am la sua ma.	It means: And lift his head up on your shoulder, and be careful that you don't touch his bone in the throat, so that he feels it and knows where to put his hands or bones.
Mays empero que·l malaute aquel entrometa es miels, per la sua sciencia del loc de la causa annexa e enpellisca en jos, e tira la sua ma am le instrument en sus, tot aquo segon la quantitat la qual es a lu preparada entro que sia foro-getada.	It means: But when it comes to the patient's body he will insert himself, by his knowledge of the location of the cause and feeling it in him, and pulls out his hand with the instrument into him, all this according to the quantity that has been prepared within him before it is forgotten.
Capitol .xxxix.	It seems like there's a formatting issue, as "Capitol .xxxix." doesn't appear to be part of the text that needs translation. Would you like to provide the next line of the text?
De extraccio de sancguisugua annexsa al golayro.	It means: Of the extraction of the sanquharigga (or "sanguisuga" as a possible alternative) attached to the groin.
Quan es medicada sanguisugua am aquo que havem dit en la divisio de la curacio am medicinas e no comfereys, considera lahoras en le guolayro del malaute al solelh, pus que tu aias compremuda la lengua de lu am instrument le qual a tu havem recomtat.	It means: When the sanquharigga is treated with what has been said in the division of the cure and medicine, do not comfort him, consider afterwards that in the groin of the patient you expose to the sun, so that you have compressed his tongue with an instrument which you have had recorded.
Donc si tu vezes la sancguisugua, extratz aquela am onci petit o am gesti subtils decentment.	When you feel the pulse, remove that artery or make a subtle gesture.
E si no es a tu possible estrayre am aquel, lahoras pren una canula concava e entromet aquela en lo guolayro del malaute, e aprop pausa en la concavitat de la canula un ferr ignit, e fay aquo tantas vetz (entro que la sancguisugua sia morta e se osta del guolayro) e abstengua se le malaute tot lo jorn de aygua.	If it is not possible to remove that artery, then take a concave canula and insert it into the groin of the sick person, and place an iron pin in the concavity of the canula, doing so many times (until the pulse is dead and falls off the groin) and abstain from giving the patient water for the whole day.
E aprop prengua una veyria plena de aygua frega, e obra la boca de lu en aquela, e lava la boca am aquela; e no trasglucia de aquela alcuna causa e maugua l’aygua una hora aprop autra am la sua ma, quar la sancguisugua tantost cum sent l’aygua catz.	Take a vessel full of water and put it into the mouth of the sick person, and wash the mouth with it; and do not stir up any cause or malice but give him another cup of water an hour after, because when you see how the pulse is responding to the water.
Mays si no es foro-getada am aquo que havem recomtat, lahoras subfumigua le malaute am cimetz o am assafetida per le instrument le qual havem recomtat en la sufumiguacio de uvula.	But if it is not forgotten the medicine that was recorded, then inhale the sick person with cinnamon or incense through the instrument which has been recorded in the inhalation of the uvula.
Fay aquo, so en quar cayra.	Do this, as often as possible.
E es un’autra manieyra de operacio en sufumiguacio de aquela, es que tu prenguas una ola en la qual sian carbos ignitz e la ola sia cuberta am una cobertora en le mieg de la qual sia un trauc, e sia compausat en aquel trauc la extremitat del instrument; e aprop dega desus la subfumigacio; e pause le malaute la sua boca en la extremitat de la canula, e claugua la sua boca per que la subfumiguacio no sia foro-getada entro que sapias que la subfumigacio es pervenguda a la sancguisugua, quar la sancguisugua tantost cayra.	There is another way of operation in inhalation of that, where you take a vessel containing carbon igniting and the vessel should be covered with a cloth, in the middle of which there should be a trigger, and the extension of the instrument should be placed in that trigger; then apply the subfumigation; and pause the sick person's mouth at the tip of the canula, and close his mouth so that the subfumigation is not forgotten until you know that it has been absorbed by the pulse, when the pulse falls.
E si no catz, lahoras tu itera la subfumiguacio motas vetz, e abstengua le malaute de beure, e mange causas saladas e alhs, e no begua aygua, e ayssi necessari es que am aquest regiment sia fora-getada.	If not, then you should iterate the subfumigation motions several times, and abstain from nursing the patient, eat salty food and herbs, and do not drink water, because it is necessary to forget this regimen.
E aquesta es la forma del instrument am le qual es trayta sancguisugua del guolayro quan es vista; e es semblant a forceps ayssi cum vezes, sino quar es en lu alcuna curvitat:	This is the form of the instrument with which the stone of the gall duct is extracted from the surgeon when seen; and it is similar to forceps, sometimes, unless where there is no curvature:
le qual sia mesa al guolayro, e la extremitat de lu es semblant a bec de ciconia, que es guanta, en la qual es aspretat de lima, per so quar, quan comprem alcuna causa, aquela no leyssa.	which is set on the surgeon, and its extremity is similar to a bee's tongue, which is good, in which it is sharpened with lime, so that when some cause is compressed, it will not be felt.
Capitol .xl.	Chapter XL.
En le qual es la suma del sermo en apercio de apostemas e en seccio de lor.	In which is the sum of the words in observation of apostems and in section on them.
Les apostemas so motas specias, de motas manieyras, segon que ve rememoracio de lor, de quascuna en aquest libre.	The apostems are certain special movements, according to what is remembered of them, from each of which in this book.
E so diversas en perforacio e seccio de lor per doas manieyras, de las quals la una es per la specia de apostemas en si meteys; e per aquo que comprem de las humiditatz.	And they are diverse in perforation and section of them by two means, of which one is for the special nature of the aphthasms themselves; and therefore that we may compress of their humors.
E la segonda manieyra es prop les locs en les quals accideys del cos, quar le apostema accident en le cap es autra de la apostema accident en le cul; e le apostema en le loc carnos accident es autra del apostema accident en junctura; e a quascun de lor es son juguament per operacio.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
E mays de apostemas so alcunas las quals cove que no sian perforadas sino aprop maturacio de la sania en aquels o compliment de lor.	There are certain types of abscesses that cannot be pierced but only allowed to mature with the healing of the sickness in those places or completion of them.
So autras apostemas les quals cove que sian traucatz quan son cruzes, e no son maturatz segon lor compliment, ayssi cum apostemas que son propdas a las juncturas, quar apostema quan ve prop junctura, lo esser de lu es prolonguat entro que·s poyreys aquo que es en le circuit de lu, e fort leu son corromputz les liamentz o les nervis de aquela junctura, per que es fayta causa de contraccio de aquel membre; o es apostema prop de membre principal, e si tu tardas la perforacio de lu entro sia madurat nosira al membre principal; o es prop le cul, donc perfora aque no-madurat; e no cove que·l perforas cru, de no-complida degestio, sino aquel que es prop del cul, per so que no poyresca le preon de lu e sia elonguat a las partidas dedintz del cul, e sia fayta fistula, o que sia fayt en le terme de lu que no sia sanat.	Other abscesses that can be punctured when they are crossed over, and not allowed to mature according to their completion, are like those in the joints, for whenever an abscess is found near a joint, it is prolonged until you can relieve what's inside of it, which is in the circuit of it, and it is weakly corrupted by the ligaments or nerves of that joint, causing contraction of that member; or it is located on a main limb, and if you delay piercing its perforation into maturity, it will harm the main limb; or it is located near the anus, so do not pierce it when it has not matured; and it cannot be pierced raw, with no completion, but only those that are of the anus, for so that you can prevent its return to its parts outside of the anus, and it will be made a fistula, or will be done in the term of it that is not healed.
Mays cove que tu sapias la hora de la perforacio de la apostema, e aysso es quan es maturat.	It is possible to know the time of the abscess's perforation, and that is when it has matured.
E sapias que es madurat quan es la cedacio de la dolor e la cessacio de la febre, e aprop la diminucio de la rogor e de la pulsacio, e la acuitat del cap del apostema, e les autres senhals.	When the disease of fever is cured and the pain stops, it is known that the reduction of swelling and the cessation of pulse and temperature are followed by a hardening of the lump and other signs.
E quar cove que sapias la perforacio cazer en le loc pus dejos del apostema e de pus venient de curacio de la eminencia.	But how will you know when the incision is made in the place where pus has been left behind from the lump and from pus which came out during the healing of the prominence?
E perforacio tostemps sia per le lonc de la carn o del cors, si las apostemas son en las partidas de las mas o dels pes, e en loc dels lacertz, de las cordas dels nervis, de las arcerias; e, al derier, en totz locs enguals en les quals no es reflecio; quar en aquels que so reflectitz, usa de perforacio segon aquel membre.	And since the incision should be made through the length of the skin or flesh, if lumps are on joints or feet, and in the places of the fat, muscles, tendons, arteries; and finally in all locations where there is no reflection, whereas in those that have reflection, use incision according to the member.
Mays quan le apostema es en loc carnos, lahoras miels es que leysses la perforacio de lu entro que sia confermada la digestio de lu segon compliment, ayssi quo havem dit; quar si tu perforas aquel denant aquo, es prolonguat le cors del poyre de lu e de mota sordicia, e fort leu las labias de lu so enduradas e la profunditat de lu.	But when the lump is in meaty parts, it's better to wait until confirmation of its digestion according to completion, just as they said; whereas if you cut into it beforehand, the course of the fever will be prolonged and the swelling becomes more pronounced, and the lips are made softer, and the depth increases.
Mays alcus apostemas so perforatz segon la latitut de la carn o del cos deves la necessitat, o segon aquo del qual lo membre indigeys.	But some lumps should be cut according to the size of the meat or body, due to necessity, or according to the part which requires it.
E cove que administres petita perforacio , e·n les apostemas grans gran perforacio e ampla o motas seccios segon la diversitat de la grandesa dels apostemas.	It's not clear, but it seems to say "you must make a small incision" and then mentions the size of the incisions depending on the size of the hernia.
E autras so dels apostemas en les quals cove que la codena sia conquavada e sia encidida, quan es fayta ayssi quo pan e fayta es en terme que ja stigua, ayssi cum aquel que accideys en trops de dubelec e de bubos.	Other types of hernias that can be treated by cutting open the cord and incising it, when done with a piece of cloth and made in a place where it doesn't stick, like what happens in the groin area with boils.
E de aquels so que so insciditz am seccio havent tres angles; e de aquels es en le qual es inscidit ayssi cum figura de fuelha de mirtra, ayssi cum las apostemas dels angonars.	And there are those that have incision on the section without three angles, and of those it is incised like a leaf of myrrh, like the hernias of the groin area.
E de lor so en les quals es administrada seccio redonda e seccio lunar, e semblantz ad aquels.	And among them there are those in which round section and lunar section are administered, similar to them.
Mays aquel al qual no es cap ayssi cum son apostemas leons superficials, cove que tu perforas aquel am perforacio superficial, o plana tant solament.	But the one that is not like that is the hernia of a superficial or shallow type, where you can perform a superficial incision, only.
E cove quant le apostema es gros e ya ha colligit mota sania, que perfores aquel e no te coytes que extraguas tot le poyre en aquela hora; habantz extratz de aquel una partida, e aprop opila le apostema entro al autre dia, e aprop extratz una partida major, e aprop fa aquo motas veguadas segon graduacio entro que sia foro-getat.	You can only perforate it and do not extract the entire mass in that hour; take out one part of it, and allow the hernia to enter within the next day, then take out a larger part, and allow it to be repeated several times as needed until it is forgotten.
E majorment si·l malaute es de freol vertut, o femna prens, o enfant petit, o viel en decrepitut, quar l’esperit animal motas vetz es resolvut am la egressio de la sania, e fort leu mor le malaute, e tu operte les.	The translation is: And much more so if the disease is of feverly nature, or a woman in labor, or a child small, or an old man in decay, because the animal spirit moves violently towards the exit of the sickness, and it brings light swift death to the patient, and you open them.
Don guarda aquest capitol am gran cautela, e aprop la tua perforacio en la qual perforas aquestz apostemas, cove que abstergescas las plagues e consideras donc si la plagua del apostema es pauca, o es una seccio plana, lahoras tu aministra las qualguas de li o de coto antic; e si le apostema es gran, e las fissuras de la perforacio son motas, lahoras cove que tu pauses meca en quascun trauc entro que pervenguan ensemps.	The translation is: But guard well this chapter with great caution, and place your perforation in the spot where you make the perforation, taking care to clean away the plaques and considering whether the plague of the appendix is little or flat, then administer antiserums or anticoagulants accordingly; if the appendix is large, and the fissures of the perforation are many, then carefully place a mesh between whatever passage you make until they come together again.
E si en le apostema es abscindit una partida de la codena o has concavada aquela en le circuit, lahoras cove que tu la complescas de coto viel o de fil fayt de drap de li, ayssi cum quan has traytz pans o razizos, ses humiditat; e strenh aquel entro al tertz dia; e aprop proceseys aquel e cura le am aquo que cove dels enguentz entro que sia sanat.	The translation is: And if in the appendix there is torn off a part of the cord or you have concave that in the circuit, then carefully close it with old thread or silk yarn, as when you tie bands or stitches, add moisture; and strengthen it by the third day; and apply processes to it and cure it accordingly so that it is healed within the fever.
Mays si accideys flux de sanc en la hora de la operacio tua, lahoras tu aministra aygua frega e vi agre en les quals mules un drap de li, e pausa aquel sobre le loc del fluxs del sanc motas veguadas.	If there occurs a flow of sand in the hour of operation, then you administer water and vinegar to the area where the sand flows, and place a cloth on it as soon as seen movements.
Mays si persevera le fluxs del sanc, lahoras cove que tu aministres regiment e curacio e polveras las quals he recomtadas en motz locs de aquest nostre libre e de divisio.	But if the flow of sand persists, then cover that you administer remedy and treatment, and powder which I have recommended in other places of this book and division.
Mays si es en temps de hivern, e·l loc de la apostema es loc de motz nervis, lahoras cove que tu enfundas pulvils en vi e oli caut, e pauses aquels sobre les locs.	But if it is in winter time, and the location of the abscess is among nerves, then cover that you pour powder into wine and oil cauterant, and place them on those places.
E si es en estiu, e les locs son carnoses, lahoras cove que tu pauses pulvils enbeguts am aygua e oli o am vi e oli, e tot aquo sia freg entro que sia le ters dia, ayssi cum havem dit, e lahoras cove que tu deslies le apostema e abstergescas aquel e aministres en la curacio de lu aquo que a lu conveneys entro que sia sanat.	But if it is in summer, and the places are fleshy, then cover that you pour crushed powder mixed with water and oil or with wine and oil, and do all this until it becomes the third day, as they have said, and then cover that you lift the abscess and clean it and administer treatment to it as is suitable for it until it heals.
E aysso es aquo que es necessari de la cognicio de la curacio de apostemas universalment, mays segon la via de distinccio ja he dit de tot apostema en qual manieyra es via de la cura de lu per capitols singularment.	And this is therefore the necessity of knowing the universal treatment of abscesses, but according to the distinction which I previously said about all abscesses in what manner they should be treated by means of specific methods.
Capitol .xli.	Chapter 41.
De seccio de apostemas les quals veno en la codena del cap.	Of the section of abscesses that come in the neck of the head.
En la codena del cap petitz apostemas, e so de specias de nodes les quals conteno tunicas que so a lor factz ; e las specias de lor so motas.	In the neck of the head small abscesses, and these are special types of nodules that contain tunics which are their own kind; and the varieties of them have different names.
E de lor son pingas, e de aquelas so que conteno humiditat semblant a lima.	And they produce pus, and from those it is gathered that which contains humidity similar to lime.
E de aquelas so las quals conteno humiditat semblant a pols, et asemblantz a lor; e de aquelas so que son lapideas, durs.	And from those it is gathered that which contains humidity similar to snow, and similarly to them; and from those that are stony, hard.
E en la seccio de totz, e en la extraccio de aquels no es temor, cum deves la exteccio de aquels no fa contrariat arceria.	And in all sections, and when extracting those, there is no fear, as if it were the extraction of those, for the extraction does not cause a violent reaction.
E la operacio en seccio de aquels es que tu esproes aquels am instrument la forma del qual ve aprop aysso, le qual es apelat entromes, entro que sapias que contengua.	And the operation in that section is to press those with an instrument of the shape which you bring near, called entretes, until you knew what it contained.
Quar si aquo que conte es humiditat, lahoras scindeys aquel am seccio segon la longitut per seccio superficial segon aquesta forma:	How is this that it contains humidity, when you often slice that in section according to length, by section superficial according to this form:
E comensa en la seccio de la linha de .B. entro a la linha de .G. Donc cum la humiditat es evacuada, lahoras tu excoria aquela pel que conte aquela humiditat, e no leysses de aquela alcuna causa de tot, quar tropas veguadas retorna, si roman de aquela alcuna causa.	When cold humors that infiltrate each part of the body are evacuated, it is customary to excise the skin where that humidity was present, and do not neglect any other cause that may have been overlooked, because those seen returning, if another cause remains.
E aprop submergeys coto en enguent egipciach, si es present, e sino, en aygua e sal; e umpleys am aquel la plagua e layssa aquel entro ad autra dia, quar am aquo corrodeys tot so que es romas de aquela pellicula.	And now, appropriate submerge the wound in Egyptian vinegar if present, and otherwise in water and salt; fill it with that wound and ease it into another day, until such time as that corruption will completely disappear from the skin.
E aprop itera sobre aquel coto am enguent egipciach segondament e tersament si indigeyses de lu, entro que·t comfides que no y haia romas alcuna causa de aquela pellicula; lahoras cura la plagua am enguent entro que sia sanada.	And now, appropriate iterate over that wound with the Egyptian vinegar second and third times if necessary, until you are sure that there is no other cause of that skin corruption; then cure the wound with the vinegar until it is healed.
E si apostema conte nodi gras, lahoras tu inscideys aquel segon aquesta forma:	If an apstema (likely meaning "apostume" or swelling) contains fat nodules, then you inscribe them in that manner.
am seccio havent forma de crotz, e geta oncis entre doas labias de la seccio e scorsa aquel de tota partida, e esforsa la tua vertut en extraccio de la tunica la qual conte aquel.	In the section of that shape (crotz), put an "X" one time between two labia (likely referring to a fold or crease in the skin) and cut across it from top to bottom, and force your hand to extract the skin which contains that.
Mays si a tu arceria fa contrarieta, lahoras fay aquo que yeu t’e recontat primieyrament.	If there is an obstruction in your bowels, then you will have to recount them first.
E semblantment fay en le apostema lapificat de seccio e de curacio segon que a tu havem dit; e seccio sobre apostema lapificat es pus leugiera, quar es de pauc sanc e de pauca humiditat.	Similarly, it is said in the case of the swollen, inflamed appendix, according to what has been told; and an infection on a swollen appendix is lighter, because there are few ulcers and little humidity.
E alcunas vetz so alcus de aquestz apostemas les quals so en le cap en alcus homes am los quals de tot no es humiditat; la qual causa es quar yeu inscindigui sobre un apostema en le cap de una femna vielha e atrobegui le apostema ayssi cum peyra sorda, aspra, blanqua, la qual no podia esser trinquada, e si a alcu fos am aquela percussit, plaguera aquel.	Some swellings cause abscesses in the head that occur on men who are not humid; this is because you cut into an appendix in an old woman's head and found it sound, hard, white, which could not be pierced, and if anyone struck it with a stick, they would be harmed.
Mays en les autres apostemas accidentz en le cap otra aquest no es aquest capitol, ayssi cum les apostemas que veno als caps dels enfantz e deves las razitz de las aurelhas, mays la seccio de aquestz totz sia seccio superficial.	But in other cases of appendicitis that occur on the head, this is not dealt with in this chapter, just like those that come to the heads of children; but the section of these are all superficial sections.
E pausa la perforacio de aquels de la partida pus bassa de lor per so que sia alleujat le cos de la sania a las partidas pus bassas.	Stop the perforation of those from the lower end of them, so that it is relieved of the body's pain in the lower parts.
E aprop cura aquelas am aquo que conveneys ad aquel de curacio.	Appropriate treatment must be done for that which is suitable for healing.
Capitol .xlii.	Chapter Forty-one.
De seccio de scrophulas las quals accideyso en le col.	On the section of scrofula that occurs in the neck.
Motas veguadas endeveno aquestas apostemas en le colh e en las aysselhas e en les angonars; e alcunas veguadas accideyso en las autras partidas del cos.	Small swellings occur in the neck, and in the axillae, and in the groins; and some occur in other parts of the body.
E so aquelas que accideysso en le colh, e so motas que so engendradas entre lor, e tota scrofula de aquelas es dintz la sua tunica propria, e ayssi cum en les nodis e apostema del cap, ayssi cum havem recomtat.	Those are the ones that occur in the neck; and those swellings are generated between them, and all scrofula is contained within its own natural membrane, just as it is in the nodes and swellings of the head, just as they have described.
E las specias de aquestas scrophulas son motas, quar de aquelas so alcunas lapideas, e de aquelas so que conteno humiditatz, e de aquelas so malignas las quals no obeseysso a curacio.	And the varieties of these scrofulas are swellings, for some of them are gouty, and some contain humidity, and those that are malignant do not respond to treatment.
Donc en aquela la qual tu vezes de bona disposicio en le Tocament, de la qual la color de aquo que es manifest es propda a la color de la codena, e es mauguda a tota partida, e no es annexsa am le nervi del colh, ni am las venas, ni am la arceria, e no es preonda, cove que tu inscidiscas aquela am siccio superficial de la partida desus a la partida dejos del cos de la linha de .G. entro la linha de .B., e scorja aquela de tota partida, e exten dos labias de la codena am onci, o am motz oncis si has necessitat de aquels, ayssi cum havem dit en las apostemas del cap, e extratz aquela petit a petit.	Therefore, in that one which you touch with good disposition, of the color of which it appears is proper to the color of the cord, and is malignant throughout all part, and not attached to the nerves of the neck, or to the veins, or to the arteries, unless where thou dost insert the same with a superficial dryness of the skin from one end of the body to the other, between the lines G and B, scorching that whole part, and stretching out the lips of the cord by one inch, or by two inches if it is necessary, as they have said in the swellings of the head, and extracting that small piece little by little.
E es mays cautela que no sia inscidida la vena o nervi.	It's more careful not to cut the vein or nerve.
E sia le spatum no mot agut, que no ajuste a tu la tua ma am inscizio, o que enquiete le malaute, e que inscidas aquo que no es necessari inscidir; quar si inscideysses vena o arceria e prohibeys tu de la tua operacio, lahoras pausa en la plagua vetriol trissat o autras polveras las quals ostan fluxs de sanc, e estrenh la plagua, e layssa aquel entro que·s repausa la acuitat de la apostema e sia mollificada la plagua e comense esser poyrida.	Be careful not to cut too deeply, lest it cause an injury that will not heal properly, or make the patient worse, and do not cut what is not necessary to cut; if you cut a vein or artery, then stop immediately from your operation, pause on the infected wound, or use other powders that stop the flow of pus, and reopen the wound, and gently apply pressure so that it becomes soft again and the swelling goes away.
Quan le sanc es abscindit.	When the pus is discharged.
Donc retorna a la tua operacio entro que l’aias complida.	Then return to your operation once you have completed it.
E aprop inquireys am le tieu dit indic si es romas alcuna causa de las autras petitas scrophulas, donc inscideys aquelas e munda aquelas.	And inspect the area that I have previously indicated for any other small boils, so cut into those and clean those.
E si es en la razit de la scrophula gran vena, cove lahoras que no inscidas aquela scrophula de la sua razitz.	If it is in the root of a large boil, cover that up as well, lest you cut into that vein.
Abantz cove que lies aquela am fiel doblat fort e que leysses aquela entro que caia per si ses nocument.	Cover it up with a strong, thin cloth and tie it tightly so that the wound does not open up on its own.
E aprop omple la plagua de coto vielh le qual tu has ja submirgit en enguent egipciac, e aprop cura aquel.	The translation is: And then fill in the wound with wool from Egypt that you have already uncovered, and cure it.
E si inscides aquela scrophula tota, lahoras cove que tu ajustes las doas labias de la plagua e cuzas2 tantost pus que no y ha romasa deguna superfluitat.	If you cut that scrofula all the way through, then cover up both sides of the wound and tie it tightly so that as soon as pus comes out, there will be none left over.
Mays si tu vezes que haia romasa superfluitat per la grandeza de la scrofula, cove que tu entendas a inscidir la razit de aquela, e astrayra aquela e aministra sutura e aquo que es dit.	But if there is still some surplus (pus) because of the size of the scrofula, cover that you understand to cut into it, and take it away, and sew it up accordingly as said.
E aquela de las scrophulas que conteno humiditatz, perfora aquela am perforacio superficial aqui la on appar a tu le loc de maturacio de lu, e pausa perforacio de aquo que siec le pus bas del cos, ayssi cum havem dit.	And for those scrofulas that contain moisture, make a superficial perforation where you find the site of maturation in it, and pause the perforation so that dryness dries up the pus from beneath the body, as they have said.
E aprop aministra perforacio, calguas am enguent e semblantz ad aquels, per so que corroda aquo que es romas de la corropcio.	And then administer the perforation, with gauze that is like those, to prevent corrosion from breaking down the corruption.
E aprop quan tu vezes la plagua ja esser mundada, lahoras tu cura aquela am enguent de carn generatiu entro que sia sanada.	And when you think that the wound is already healed, then cover it with linen of animal origin until it is fully cured.
Capitol .xliii.	Chapter 43.
De seccio del pilhot del apostema accident dintz le guolayro.	The section of the little finger near the tip of the appendix lump in the groin area.
Diyssero les antics aquesta seccio en le epilhot, e no vist alcu hom en nostra terra que aquela aia fayta.	Describe this section as the epilhot, and there is none such in our land that it exists.
E aquesta es la inscriptura del sermo de aquels.	And this is the inscription of the words of those.
Mays en les homes haventz esquinencia, cove que sia esquivada la extraccio del epilhot, cum per aquo no sia fayt juvament per so quar totas las venas e las majors del malaute so aqui.	But in men, there is a curvature, which should be avoided when extracting the epilhot, lest it is done just enough to prevent the removal of all the veins and major vessels of the disease.
Mays en aquels que han apostemas cautz en la boca o guolayro o dos aurelhas, quan la malautia no es en la cana, cove husar de la seccio de epilhot a fugir la perdicio la qual es fayta per perfocacio.	But in those who have affections or tumours at the mouth, groin, or two armpits, when the disease is not in the thigh, how to avoid loss and the procedure that is performed by incision.
Donc cove quan volem aquo, que inscidam le epilhot dejos tres cercles dels cercles del epilhot, o quatre am petita seccio per la latitut en aquel que es entre dos cercles per quantitat, que la seccio sia en ciphac, no en la cartillage, e aquest loc es convenent a seccio, quar es privat de carn e les vayselhs de sanc de lu son luhen.	So that when you want to do this, incise the epilhot with three circles around the outer circle of the epilhot, or four small sections for latitude, as much as there are two sections between two circles, making the section in cartilage, not bone, and this place is convenient for cutting, because it is privy to flesh and veins of that part are close.
E si le metge es pauruc, cove lahoras que extenda la codena del golayro am onci, e aprop fenda la codena entro que pervengua a la canal, mays evite les vaysels de sanc si vetz de aquelas alcuna causa.	If the doctor is weak, then cover it with a cloth soaked in olive oil, and place the ligature inside before it enters the canal, but avoid all means of sanitation if you see any of those causes.
E aprop inscida li ciplach segon que havem recomtat; e es significat sobre la seccio de la canal per le flacma le qual es de aquela eyssit am aquo que es de lu disromput e per la abscizio de la votz.	And place the cilamp (likely a surgical instrument) according to what has been recorded, meaning it is about the section of the canal by the flaccid part that is that which is disturbed and because of the abscess.
E layssa la plagua uberta per alcun temps.	Let the wound be opened for some time.
Donc cum la hora es remauguda en la qual perforacio es temuda, agregua doas labias de la codena de la plagua, e cus aquela sola ses la cartillage.	Then in the hour when it is hardened and there is a perilous perforation, add two lips of the ligature to that one, and tie that alone with cartilage.
E aprop administra medicinas que fan naysser la carn entro que sia sanat.	And administer medicines that make the flesh inside where it is healthy.
