Ayssi comensan las paraulas de Albucasim .	 "Thus begin the words of Avicenna.
E la operacio en lu es que huebras la boca del malaute sesent devant le solel e considera le apostema.	 The procedure for this is to open the patient's mouth sitting in front of a light and examine the cyst.
E si tu le vezes de fusca color o de negra, dur, al qual le malaute no atroba sentiment, lahoras no toques aquel quar es cranc.	 And if you see it is dark or black in color, hard, and the patient feels no pain, then do not touch it because it is cancerous.
E si es declinat a blancor, en le qual es humiditat, lahoras tu met le onci en lu, e inscideys aquel am spatum subtil, e inscindeys le de tota partida; e si sanc te ventz en la hora de la tua operacio, lahoras tu pausa desus zegi trissat, so es vetriol, entro que sia restreyt le sanc.	 And if it tends toward whiteness, indicating moisture, then insert a knife into it and cut it open with a fine spatula, cutting through all parts; and if blood comes out during your operation, then place crushed zegi (a type of vitriol) on top until the bleeding stops.
E aprop retorna a la obra tua entro que lo haias trayt am compliment de lu, entro que sia lavat am vi agre e sal; e cura aquel am l’autra curacio ad aquo entro que sia sanat.	 Then return to your task until you have completely removed it, washing the area with vinegar and salt; and treat it with other appropriate remedies until it is healed.
Capitol .xxxvi.	 It seems you are asking for assistance with translating Medieval text from a language that is akin to Latin, Italian, Spanish, and French into English. Here's how we can approach this task step-by-step. Please provide the Medieval text you wish to translate, and I will do my best to help you decipher it line by line.
De extraccio de apostema de doas aurelhas e de aquel que es nada en le golayro e de las autras apostemas.	 Let's break down the text into manageable parts and provide an English translation for each segment:
Quan endeveno en le golayro godat, so son glandulas las quals son asembladas algodat, las quals accideysso deforas e son nompnadas doas aurelhas, las quals quan tu las curas am aquo que havem dit en la divisio e no es sanat, lahoras tu considera si le apostema es dur, de fusca color, de pauc sentiment, lahoras no toques aquel am ferr.	 When a boil appears on the throat, they are glands that resemble cotton, which happen outside and are called two ears. If you cure them with the water we mentioned in the section and it is not healed, then consider if the abscess is hard, dark in color, and has little feeling; do not touch that one with iron.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	 And if it is red in color and the root is large, then do not touch that one with iron because of the flow of blood; rather, let it be until it matures, and then either you will pierce it, or it will burst on its own.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	 And if it is white in color, round, and its root is thin, then that is the one that needs to be incised.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	 And the operation on it is that you should consider before your operation whether the abscess has already been repressed by complete rest or if it has decreased with some decrease; and then make the patient sit facing the sun, and his head should be in your left hand, and open his mouth, and a servant taking between his hands presses the tongue downwards with a very noble instrument of which this is the form:
E sia fayt de argent o de aram, e sia subtil cum cotel.	 And let it be made of silver or iron, and let it be thin like a knife.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	 Therefore, when you press on the tongue with that [instrument] and the abscess is revealed to you, then place your instrument over it, take a lancet, insert it into the opening, and draw out the pus as much as you can.
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	 Another thing that sometimes causes removal of the tunics, then incise it with an instrument of this shape:
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	 and it is like a pair of forceps, but the tips are curved so that the opening of one is at the end of the other, very sharp, which should be made of iron.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	 But if this instrument is not available to you, then incise it with a spatula of this shape: and let it be sharp on one side, but not sharp on the other.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	 And after you have incised one hole, incise the other in the same manner of incision, and then the patient will heal from cold water.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	 But if there is bleeding, heal with water from the decoction of pomegranate peels or myrtle leaves, similar to those causes that are astringent, until the flow of blood is stopped, and then treat it until it heals.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	 This sentence is discussing some medical issues related to the ear. Let's break it down:
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	 And I had already treated a woman with an abscess that had formed in her throat, which abscess tended to be dark in color and caused little pain; it had already closed off her throat, and the woman was breathing with difficulty, and I had forbidden her from eating or drinking water, and she would have died within one day or two if left untreated.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	 And the abscess had grown so large that it produced two openings through which pus was discharged.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	 Therefore, I cut a fistula and inserted it into one of the openings, then pulled out a large portion of pus. Then I incised that opening to comprehend the other opening, and I closed the mouth with a bandage, compressing the tongue, and then I inserted the fistula into the abscess.
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	 And then I incised a large portion of it, and from it flowed only a little blood.
Donc absolut es le guolayro de aquela femna, e comensec tantost beure aygua, e aprop presec vianda, donc yeu no cessegui inscidir de aquela apostema motas vetz per lonc temps, e succesia apostema en loc de aquel, le qual inscizia entro que es prolonguat aquel.	 Therefore, the throat of that woman was completely healed, and she began to drink water right away, and then started to eat food. Because I did not stop incising that abscess many times over a long period, new abscesses formed in its place, which were incised until they too were prolonged.
Donc yeu engen agui e cauterizegui le guolayro de lu, donc astec de addicio; e aprop yeu perambulegui e no saubi que fec Dieus de aquela aprop mi.	 Based on the provided context and similarities to medieval medical texts, here's a line-by-line translation attempt:
Capitol .xxxvii.	 "Chapter XXXVII.
De inscizio de huvela quan es apostemada.	 "On the incision of the navel when it is swollen.
Quan catarr deysen a la huvula, e es apostemada e es longa, lahoras ela es nompnada perpendicular; e si es en la partida dejos grossa e redonda, e lahoras ela es apelada buba.	 "When there is catarrh in the navel, and it is swollen and long, then it is named perpendicular; and if it is at the exit, thick and round, then it is called a boil.
Mays quan es curada am aquo que havem dit en la divisio, e no comfereys la tua curacio, e eyssament ja vezes que apostema caut ja es ostat de lu e es subtil, lahoras cove que tu inscidas aquela que es agreguadas redonda; e si es ad aquela longitut, e es sanguina, de fusca color o de negre, e no es a lu centiment, lahoras cove que tu temtes la inscizio de lu, quar en aquela es temor sobre le malaute.	 "But when it is treated with the water we mentioned earlier, and your treatment does not work, and sometimes even if the abscess has already been removed and is subtle, then you should incise that which is added round; and if it is to that length, and is bloody, of dark color or black, and is not in good condition, then you should attempt to incise it, because in this there is danger for the patient.
E quan tu vezes aquela segon la manieyra que yeu he dita de la sua blancor e longuesa, que tu fassas sezer le malaute e premas la lengua de lu am instrument del qual procesic la sua forma e aprop fica le onci en la nuva, e tira aquela en jos e inscideys aquela am un de dos instrumentz les quals e ditz en la inscizio de dos mellas.	 "And when you see that according to the manner I have mentioned concerning its whiteness and length, make the patient sit up and press their tongue with an instrument of the appropriate shape, and then place the knife at the navel, pull it downwards, and incise it with one of the two instruments mentioned in the incision of the two lips.
E cove que no inscidas aquela sino aquo que es ajustat sobre le terme natural ses addicio, quar si tu inscides de lu mays, lediyras le sieu parlar.	 "And it is necessary that you do not incise it unless it is adjusted to its natural limit without addition, because if you incise more than this, you will damage the patient's speech.
E aprop la inscizio, usa de aquo le qual havem recomtat en la inscizio de dos mellas, e cura aquela entro que sia sanat.	 And at the incision, use what we have recommended for the treatment of two mellas, and cure it until it is healed.
Mays si era le malaute espaventat per la inscizio de lu, cove que use de engen en la cauterizacio de lu ses temor, e la manieyra del cauteri en lu no es sino am aygua aguda, e es que tu pauses le cap del malaute en le tieu se, e aprop prem la lengua de lu am le instrument le qual havem dit, e aprop pren de l’aygua la qual havem dita en le capitol de cauterizacio, e comfeys am aquela caus viva, e pausa aquela no spessa ni subtil, e de aquela omple la concavitat de l’estrument del qual aquesta es la forma:	 If the patient is frightened by the incision, it is necessary to use cunning in his cauterization without fear. The method of cauterization for him is only with sharp water, and you should place the patient's head on your lap, then press his tongue with the instrument we mentioned, and then take the water we mentioned in the chapter on cauterization, and make a live coal with it, and apply it not too thick or too thin, and fill the cavity of the instrument whose shape is this:
Sia la extramitat de lu conquavitat en la qual sia pausada la medicina ayssi cum la conquavitat de culher de ray, e pausa le strument am la medicina sobre la vula, e·l malaute jagua sobre le sieu latz per so que corro saliva o musellage de la boca de aquel per la intrinscequa medicina, per so que no deyssenda de aquela deguna causa sobre le golayro de lu e que ledesca aquel.	 Let the end of it be concave where the medicine is placed, like the cavity of a spoon, and place the instrument with the medicine on the lip [of the patient], and the patient should move his head so that saliva or mucus from his mouth flows into the intrinsic medicine, so that no drop falls onto his throat and that it descends.
E aprop te la tua ma am la medicina, e exprem aquela sobre la uvula per l’espazi de miega hora entro que vegas aquela esser denegrada e sedada per la mordicacio de la medicina.	 Then take the medicine in your hand and squeeze it onto the uvula for about half an hour until you see it become blackened and subdued by the bitterness of the medicine.
E si vols, prengues coto e envolopes aquel sobre la extremitat del ray, e submergeys le coto en la medicina, e entrometas le ray am le coto en una canula de sobre entro que·l coto adheresca en aquela canula, e fay aquo tantas vetz entro que consiegues aquo que vols de la cauterizacio de la uva, e aprop leyssa aquela quar ela se seccara e cayra aprop tres dias o quatre.	 Sure, let's break down the sentence and translate it line by line:
E si indigeysses que iteras la medicina, itera aquela, e aprop la cauterizacio abstergeys en le circuit de la uva am coto enbegut en boder, e mondifica am aquel aquo que es en le circuit de lu de la medicina, e sia lavat am aygua frega, e sia curat deforo am embrocacio, e dedintz am guarguarismes entro que sia sanat.	 Here's a line-by-line translation of the given text:
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	 And this type of treatment is safer than incision and less dreadful.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	 Sometimes the uvula is treated with water that is more subtle than cautery or incision, because it is cured by sublimation in this manner: take calamentum, hyssop, origanum, rue, dried Arabic gum, chamomile, and other similar herbs, mix them all together, or some of them, with vinegar, let them boil; and the vessel should be well sealed with wax, and there should be a hole in the middle of the vessel, over which place an instrument shaped like this; it should be made of silver or iron.
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	 And the end of the instrument should be inserted into the patient's mouth until the steam reaches the uvula, and it is greatly darkened.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	 And repeat this process several times until it is dry, and be careful not to perform this treatment at the onset of an abscess, as it will increase the abscess, which should not happen unless the abscess has been lanced by a cautery.
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	 But if this instrument is not available to you, then take a reed and attach a hen's egg to its end, so that the patient's mouth is covered, because the shell of the egg prevents the steam from burning the mouth.
E aquesta curacio es bona am salut.	 And this treatment is good for health.
Capitol .xxxviii.	 Chapter 38.
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	 On the removal of thorns and water that adheres in the throat and other causes.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	 Many times, things stick in the throat or a thorn from a fish or some other cause.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	 Then it is necessary that you remove the water that appears from these things, which can be seen when you press the tongue with an instrument in front of it, so that what is in the throat will be revealed to you.
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	 And what is hidden from you in the throat, it is necessary that you make the patient vomit before the food has been digested in the stomach, because if the cause attached to the throat is expelled by vomiting; or the patient swallows a piece of napkin or a root of lettuce or a mouthful of dry bread; or takes a piece of dried sea sponge and binds it strongly with honey, and then the patient swallows that, because when it reaches the place where the thorns are, they are removed.
E mays pren una anguila e be am fiel liada, e sia dedintz mesa e soptament sia extrayta; o pren un porr e soptament le metas e soptament l’en tratz.	 Or take an eel and bind it with honey, and place it inside the mouth, and by sucking it will be extracted; or take a leek and insert it into the mouth, and by sucking it out you will remove it.
Mays si no so foro-getatz am aquelas causas las quals havem ditas, lahoras husa de un instrument de plom segon aquesta forma:	 However, if you are not aware of those causes that we have mentioned, then use an instrument of lead according to this form:
E sia pus gros que ray un petit, e en la extramitat de lu sia conquavitat la qual tu entrometas en la sua guola am facilitat.	 And it should be thicker than a finger, and at its end there should be a concavity which you can easily insert into the throat.
E el aga le sieu cap elevat en sus, e guarda te que·l tocament del sieu os de la gola, per so que endevengua a lu cos e am aquela que enpellesca le os o la spina, o que aquel le metge am la sua ma.	 And have the patient lift their head up, and be careful not to touch the bone of the throat, so that it does not hurt the body and so that the doctor with his hand can peel away the bone or the spine.
Mays empero que·l malaute aquel entrometa es miels, per la sua sciencia del loc de la causa annexa e enpellisca en jos, e tira la sua ma am le instrument en sus, tot aquo segon la quantitat la qual es a lu preparada entro que sia foro-getada.	 But however, that which the sick person introduces is better, because of his knowledge of the place of the attached cause, and he peels downwards and pulls his hand with the instrument upwards, all this according to the quantity that is prepared within until it is forgotten.
Capitol .xxxix.	 Chapter XXXIX
De extraccio de sancguisugua annexsa al golayro.	 On the Extraction of a Leech Attached to the Throat
Quan es medicada sanguisugua am aquo que havem dit en la divisio de la curacio am medicinas e no comfereys, considera lahoras en le guolayro del malaute al solelh, pus que tu aias compremuda la lengua de lu am instrument le qual a tu havem recomtat.	 When the leech is treated with the water that we mentioned in the division of care with medicines and not with cautery, consider then in the patient's throat, because you have pressed the tongue with the instrument that we told you about.
Donc si tu vezes la sancguisugua, extratz aquela am onci petit o am gesti subtils decentment.	 Therefore, if you see the leech, extract it gently with a small spoon or with fine tweezers.
E si no es a tu possible estrayre am aquel, lahoras pren una canula concava e entromet aquela en lo guolayro del malaute, e aprop pausa en la concavitat de la canula un ferr ignit, e fay aquo tantas vetz (entro que la sancguisugua sia morta e se osta del guolayro) e abstengua se le malaute tot lo jorn de aygua.	 And if it is not possible for you to extract the object with your hand, then take a concave cannula and insert it into the patient's throat. Next, place an ignited iron in the concavity of the cannula and repeat this process until the leech dies and falls out of the throat. Afterward, ensure that the patient abstains from water for the entire day.
E aprop prengua una veyria plena de aygua frega, e obra la boca de lu en aquela, e lava la boca am aquela; e no trasglucia de aquela alcuna causa e maugua l’aygua una hora aprop autra am la sua ma, quar la sancguisugua tantost cum sent l’aygua catz.	 And then take a bladder full of cold water and open the patient's mouth into it, washing the mouth with it; do not swallow any of it, but spit out the water one hour later with your hand, because the leech will die as soon as it feels the cold water.
Mays si no es foro-getada am aquo que havem recomtat, lahoras subfumigua le malaute am cimetz o am assafetida per le instrument le qual havem recomtat en la sufumiguacio de uvula.	 But if the leech is not expelled with the water that we have recommended, then fumigate the patient with camphor or asafoetida using the instrument that we have mentioned for the fumigation of the uvula.
Fay aquo, so en quar cayra.	 Do this until it falls out.
E es un’autra manieyra de operacio en sufumiguacio de aquela, es que tu prenguas una ola en la qual sian carbos ignitz e la ola sia cuberta am una cobertora en le mieg de la qual sia un trauc, e sia compausat en aquel trauc la extremitat del instrument; e aprop dega desus la subfumigacio; e pause le malaute la sua boca en la extremitat de la canula, e claugua la sua boca per que la subfumiguacio no sia foro-getada entro que sapias que la subfumigacio es pervenguda a la sancguisugua, quar la sancguisugua tantost cayra.	 And there is another way of operating with this fumigation: that you take an earthenware vessel in which there are burning coals, and the vessel is covered with a lid, in the middle of which there is a hole; and the end of the instrument is placed in that hole; then apply the fumigation; and place the patient's mouth on the tip of the cannula, and close his mouth so that the fumigation is not wasted until you know that the fumigation has reached the leech, because the leech will immediately fall out.
E si no catz, lahoras tu itera la subfumiguacio motas vetz, e abstengua le malaute de beure, e mange causas saladas e alhs, e no begua aygua, e ayssi necessari es que am aquest regiment sia fora-getada.	 And if not, then you must repeat the fumigation many times, and make the patient abstain from drinking, and have them eat salty foods and almonds, and do not let them drink water. It is necessary that this treatment be followed diligently.
E aquesta es la forma del instrument am le qual es trayta sancguisugua del guolayro quan es vista; e es semblant a forceps ayssi cum vezes, sino quar es en lu alcuna curvitat:	 And this is the form of the instrument with which bloodletting is performed on the gullet when it is visible; and it resembles forceps as you see, except that in it there is a certain curve.
le qual sia mesa al guolayro, e la extremitat de lu es semblant a bec de ciconia, que es guanta, en la qual es aspretat de lima, per so quar, quan comprem alcuna causa, aquela no leyssa.	 which is placed on the gullet, and its extremity resembles the beak of a stork, which is wide, in which there are roughnesses made by a file, so that when we press any part, it does not slip away.
Capitol .xl.	 Chapter 40
En le qual es la suma del sermo en apercio de apostemas e en seccio de lor.	 In which is the summary of the discussion on abscesses and their incision.
Les apostemas so motas specias, de motas manieyras, segon que ve rememoracio de lor, de quascuna en aquest libre.	 Abscesses are many types, of many kinds, as will be remembered for each one in this book.
E so diversas en perforacio e seccio de lor per doas manieyras, de las quals la una es per la specia de apostemas en si meteys; e per aquo que comprem de las humiditatz.	 And they differ in their piercing and incision in two ways: the first is due to the type of abscess itself, and the second is because of what we learn from the humors.
E la segonda manieyra es prop les locs en les quals accideys del cos, quar le apostema accident en le cap es autra de la apostema accident en le cul; e le apostema en le loc carnos accident es autra del apostema accident en junctura; e a quascun de lor es son juguament per operacio.	 Sure, let's translate this line by line:
E mays de apostemas so alcunas las quals cove que no sian perforadas sino aprop maturacio de la sania en aquels o compliment de lor.	 And of some boils, there are those which should not be pierced until their proper ripening or healing.
So autras apostemas les quals cove que sian traucatz quan son cruzes, e no son maturatz segon lor compliment, ayssi cum apostemas que son propdas a las juncturas, quar apostema quan ve prop junctura, lo esser de lu es prolonguat entro que·s poyreys aquo que es en le circuit de lu, e fort leu son corromputz les liamentz o les nervis de aquela junctura, per que es fayta causa de contraccio de aquel membre; o es apostema prop de membre principal, e si tu tardas la perforacio de lu entro sia madurat nosira al membre principal; o es prop le cul, donc perfora aque no-madurat; e no cove que·l perforas cru, de no-complida degestio, sino aquel que es prop del cul, per so que no poyresca le preon de lu e sia elonguat a las partidas dedintz del cul, e sia fayta fistula, o que sia fayt en le terme de lu que no sia sanat.	 And other boils which should be pierced when they are raw and not yet ripened according to their nature, such as those that form near joints. For a boil that is near a joint has its existence prolonged until it can spread to the surrounding area, and the ligaments or nerves of that joint are easily corrupted, which causes contraction of that member; or it is near a main member, and if you delay piercing it until it is ripe, it may cause putrefaction in the main member; or it is near the anus, so pierce it even if not yet ripened; but do not pierce it raw from incomplete digestion, except for those near the anus, to prevent its pus from spreading and extending into the inner parts of the anus, creating a fistula, or causing a condition that does not heal at the site.
Mays cove que tu sapias la hora de la perforacio de la apostema, e aysso es quan es maturat.	 But you should know the time for piercing a boil, and this is when it has ripened.
E sapias que es madurat quan es la cedacio de la dolor e la cessacio de la febre, e aprop la diminucio de la rogor e de la pulsacio, e la acuitat del cap del apostema, e les autres senhals.	 And know that it is ripened when there is the cessation of pain and fever, as well as the reduction of heat and pulse, and the sharpening of the boil's head, and other signs.
E quar cove que sapias la perforacio cazer en le loc pus dejos del apostema e de pus venient de curacio de la eminencia.	 And because it is necessary that you know how to make a puncture in the place most below the abscess, and from there comes the cure of the swelling.
E perforacio tostemps sia per le lonc de la carn o del cors, si las apostemas son en las partidas de las mas o dels pes, e en loc dels lacertz, de las cordas dels nervis, de las arcerias; e, al derier, en totz locs enguals en les quals no es reflecio; quar en aquels que so reflectitz, usa de perforacio segon aquel membre.	 And let the puncture always be made along the length of the flesh or the body, if the abscesses are in the parts of the hands or feet, and in the places of the wrists, the cords of the nerves, the arteries; and finally, in all places similar to these where there is no reflection; because in those that are reflected, use puncture according to that member.
Mays quan le apostema es en loc carnos, lahoras miels es que leysses la perforacio de lu entro que sia confermada la digestio de lu segon compliment, ayssi quo havem dit; quar si tu perforas aquel denant aquo, es prolonguat le cors del poyre de lu e de mota sordicia, e fort leu las labias de lu so enduradas e la profunditat de lu.	 But when the abscess is in a fleshy place, it is better to leave the puncture of it until its digestion is confirmed according to the rules we have mentioned; because if you puncture it before that, the body of the pus and much dirt will be prolonged, and the lips of it will become hardened and the depth will be increased.
Mays alcus apostemas so perforatz segon la latitut de la carn o del cos deves la necessitat, o segon aquo del qual lo membre indigeys.	 But some abscesses must be punctured according to the thickness of the flesh or the body, as necessary, or according to what that member requires.
E cove que administres petita perforacio , e·n les apostemas grans gran perforacio e ampla o motas seccios segon la diversitat de la grandesa dels apostemas.	 And it is necessary to administer a small puncture, and in large abscesses a large and wide puncture or many incisions according to the diversity of the size of the abscesses.
E autras so dels apostemas en les quals cove que la codena sia conquavada e sia encidida, quan es fayta ayssi quo pan e fayta es en terme que ja stigua, ayssi cum aquel que accideys en trops de dubelec e de bubos.	 And others are of the apostemas in which it is necessary that the head be concave and cut when it is made thus like bread and done in a time when it has already set, as with those that happen in cases of double vision and boils.
E de aquels so que so insciditz am seccio havent tres angles; e de aquels es en le qual es inscidit ayssi cum figura de fuelha de mirtra, ayssi cum las apostemas dels angonars.	 And of those that are cut with a section having three angles; and of these is one which is cut as the figure of a myrtle leaf, like the apostemas of the angles.
E de lor so en les quals es administrada seccio redonda e seccio lunar, e semblantz ad aquels.	 And of these are those in which a round section and a crescent-shaped section are administered, similar to the previous ones.
Mays aquel al qual no es cap ayssi cum son apostemas leons superficials, cove que tu perforas aquel am perforacio superficial, o plana tant solament.	 But that one to which there is no head like these superficial apostemas, it is necessary that you pierce it with a superficial or flat perforation alone.  />
E cove quant le apostema es gros e ya ha colligit mota sania, que perfores aquel e no te coytes que extraguas tot le poyre en aquela hora; habantz extratz de aquel una partida, e aprop opila le apostema entro al autre dia, e aprop extratz una partida major, e aprop fa aquo motas veguadas segon graduacio entro que sia foro-getat.	 And it is necessary that when the aposteme is large and has collected much pus, you pierce it and do not hesitate to extract all the pus at once; having extracted a part of it, and then close the apostema until the next day, and then extract a larger portion, and then do this many times according to the degree until it is completely removed.
E majorment si·l malaute es de freol vertut, o femna prens, o enfant petit, o viel en decrepitut, quar l’esperit animal motas vetz es resolvut am la egressio de la sania, e fort leu mor le malaute, e tu operte les.	 Especially if the patient is of weak constitution, or a pregnant woman, or a small child, or an elderly person in decay, because the vital spirit many times is resolved with the exiting of the pus, and quickly and easily the patient dies, and you have opened them.
Don guarda aquest capitol am gran cautela, e aprop la tua perforacio en la qual perforas aquestz apostemas, cove que abstergescas las plagues e consideras donc si la plagua del apostema es pauca, o es una seccio plana, lahoras tu aministra las qualguas de li o de coto antic; e si le apostema es gran, e las fissuras de la perforacio son motas, lahoras cove que tu pauses meca en quascun trauc entro que pervenguan ensemps.	 This text appears to be discussing a medical procedure involving the treatment of boils or abscesses. Here's a line-by-line translation:
E si en le apostema es abscindit una partida de la codena o has concavada aquela en le circuit, lahoras cove que tu la complescas de coto viel o de fil fayt de drap de li, ayssi cum quan has traytz pans o razizos, ses humiditat; e strenh aquel entro al tertz dia; e aprop proceseys aquel e cura le am aquo que cove dels enguentz entro que sia sanat.	 And if in the abscess, a part of the cord or that has been concave around it is cut off, then you should fill it with clean cloth or linen thread, as when you have a wound or cut, without moisture; and strengthen that for three days; and then process and treat it with the appropriate ointments until it heals.
Mays si accideys flux de sanc en la hora de la operacio tua, lahoras tu aministra aygua frega e vi agre en les quals mules un drap de li, e pausa aquel sobre le loc del fluxs del sanc motas veguadas.	 But if bleeding occurs during your operation, then administer cold water and vinegar in which you have soaked a linen cloth, and place that over the site of the bleeding very often.
Mays si persevera le fluxs del sanc, lahoras cove que tu aministres regiment e curacio e polveras las quals he recomtadas en motz locs de aquest nostre libre e de divisio.	 But if the bleeding persists, then you should administer treatment and care with powders that have been recommended in many places in this book of ours and in other works.
Mays si es en temps de hivern, e·l loc de la apostema es loc de motz nervis, lahoras cove que tu enfundas pulvils en vi e oli caut, e pauses aquels sobre les locs.	 But if it is wintertime and the area of the abscess is a place with many nerves, then you should soak cotton in vinegar and warm oil and place them on the area.
E si es en estiu, e les locs son carnoses, lahoras cove que tu pauses pulvils enbeguts am aygua e oli o am vi e oli, e tot aquo sia freg entro que sia le ters dia, ayssi cum havem dit, e lahoras cove que tu deslies le apostema e abstergescas aquel e aministres en la curacio de lu aquo que a lu conveneys entro que sia sanat.	 And if it is summer and the area is fleshy, then you should place cotton soaked in water and oil or vinegar and oil on it, and let everything be cold for three days, as we have said. Then you should open the abscess, cleanse it, and administer to its care what is appropriate for it until it heals.
E aysso es aquo que es necessari de la cognicio de la curacio de apostemas universalment, mays segon la via de distinccio ja he dit de tot apostema en qual manieyra es via de la cura de lu per capitols singularment.	 And this is what is necessary for the understanding of the cure of abscesses universally, but according to the way of distinction, I have already said everything about each abscess and how it should be cured specifically by chapters.
Capitol .xli.	 Chapter 41.
De seccio de apostemas les quals veno en la codena del cap.	 About the incision of abscesses that occur in the nape of the neck.
En la codena del cap petitz apostemas, e so de specias de nodes les quals conteno tunicas que so a lor factz ; e las specias de lor so motas.	 In the nape of the neck, small abscesses occur, and they are of various types of nodes that contain membranes in their composition; and the types are numerous.
E de lor son pingas, e de aquelas so que conteno humiditat semblant a lima.	 And among them are glands, and there are those which contain a moisture resembling fat.
E de aquelas so las quals conteno humiditat semblant a pols, et asemblantz a lor; e de aquelas so que son lapideas, durs.	 And there are those that contain a moisture resembling dust, and similar to them are the ones which are hard like stones.
E en la seccio de totz, e en la extraccio de aquels no es temor, cum deves la exteccio de aquels no fa contrariat arceria.	 And in the incision and extraction of all these, there is no fear, since the extraction of them does not cause discharge of blood.
E la operacio en seccio de aquels es que tu esproes aquels am instrument la forma del qual ve aprop aysso, le qual es apelat entromes, entro que sapias que contengua.	 And the operation in incision of these is that you should probe them with an instrument of this form, which is called a trepan, so that you know what it contains.
Quar si aquo que conte es humiditat, lahoras scindeys aquel am seccio segon la longitut per seccio superficial segon aquesta forma:	 Because if what is inside is moisture, then cut it with an incision according to its length, with a superficial incision in this way:
