Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	 Here's the translation of the given sentence:
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	 And if you go, administer the cautery which we have mentioned in the chapter on the tension of archery with cauteries having two blades, and this is a better cauterization and more effective.
Capitol .v.	 Chapter V:
De cauterisacio de las dolors de aurelhas.	 About the cauterization for earaches.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	 When the ear hurts due to cold and is not cured with purgative remedies or other treatments mentioned in the division, then apply the cautery, which is called puncture. Here is its form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	 Then pierce close to the fire and guide it around the entire ear as if turning a wheel, or in a circle on each side if the pain is on one side.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	 Hold the cautery near the edge of the ear, gradually approaching the spot to be cauterized.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	 And if the cautery has two points, apply one after the other, and then treat the places until they are healed.
Capitol .vi.	 Chapter VI
De cauterizacio de turtura.	 About the cauterization for sore throat.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	 Sore throat, which is cured with cauterization, occurs only due to the humors that come through phlegm, as mentioned in the division of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	 "Avoid cauterization of the spine due to dryness or nerve spasm.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	 "When you heal that kind of throat with jars and purgatives and gargles, and your cure does not succeed, then you must cauterize the patient with three cauteries: the first at the root of the ear, the second a little below the temple, and the third at the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	 "Place your cautery opposite the affected area, because softening occurs only in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	 "And the method of cauterization is that you cauterize him with a cautery at the right end of the ear, higher by a little above the top of the head, and on the temple another, whose length should be according to the length of the thumb, and place your hand with the cautery until it has burned half the thickness of the tendon.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	 "And this is the form of the cautery, and it is similar to a knife, whose form is shown below.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	 "However, it must be more subtle than a knife, as one sees, and the excessive thickness should be cut off somewhat.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	 And then care for the area with water that is previously processed until it is healed.
Capitol .vii.	 Chapter 7.
De cauterizacio de apoplextia antiqua.	 On the Cautery of Ancient Apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	 When apoplexy is ancient and you treat it with the water we mentioned and the patient does not have a fever, then cauterize them with four cauteries: on both corners of their head; and with a cautery in the middle of the head, as we said; and with a cautery on the nape.
E la manieyra del cauteri es fayta segon que es desus dit.	 And the manner of the cautery is done as it was said above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	 And now that you have cauterized on the mouth of the stomach, and it is worse afterward, then care for it with processed water.
Capitol .viii.	 Chapter 8.
De cauterizacio de obblivio fayta per flacma.	 On the Cautery of Forgetfulness Caused by Fever.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	 Give to the patient at the beginning large cups and pills to cleanse the humors.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	 Then shave all of the patient's head and place on their nape an ointment of wax, as described in the treatise on ointments.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	 And apply it several times, for that is the manner of cautery.
E fay aquo segon aquel meteys orde le qual ja he dit.	 And do this according to the aforementioned order that I have already mentioned.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	 And so if by that [treatment] the patient is cured; and if not, then make three cauteries on the lower part of his head, which should be descending from the highest part of the head down to the lowest part of the neck.
E pausa entre quascun cauteri la grossetut del dit, e aprop cura lo cauteri am aquo que es procedit.	 And place between each cautery the thickness of a finger, and then cure the cautery with the water that has been prepared.
Mays si tu vos addicio e le malaute es aquo tollerant, lahoras fay a lu cauteri en le mieg loc; e si voys major addicio, lahora cauteriza aquel sobre les dos corns.	 But if the swelling increases and the patient is tolerating it, then make a cautery in the middle of the place; and if the swelling is more severe, then cauterize that above both eyes.
Aprop cura aquel entro que sia sanat; e sia le cauteri olivar segon la forma denant donat.	 Then cure that until it is healed; and let the cauteries be olive-shaped according to the form mentioned before.
Capitol .ix.	 Chapter IX.
De cauterisacio de parazili e de mollificacio de tot le cors.	 On the Cauterization of the Parazilus and on Softening the Entire Body.
Cove que tu procesiscas en mondificacio del cap am jerras e am aquo que havem dit; e aprop ras le cap del malaute, e aprop cauteriza aquel am cauteri en le mieg loc del cap, e am cauteri sobre totz les corns del cap, e am cauteri sobre la deriera partida de lu, e am tres cauteris sobre les spondils del col.	 Cover that you process in softening the head with jars and with the water that has been mentioned; and then shave the head of the patient, and then cauterize it with a cautery in the middle of the head, and with a cautery over all the eyes of the head, and with a cautery over the lower part of it, and with three cauteries over the vertebrae of the neck.
E si es necessari en la malautia de mollificacio del cors de trops aquel e les malautes tollerantz e la malautia es fort, lahoras cauteriza aquel am quatre cauteris sobre les spondils del dos, e dererament am cauteri entro que sia comborit de la codena mot de lu, e aleva la tieua ma.	 And if it is necessary in the illness of softening of the body from heat and the patients are tolerant, and the illness is strong, then cauterize that area with four cauteries on the back's vertebrae, and afterwards with a cautery until it is covered with pus, and raise the patient's hand.
E aprop cura aquel entro que sia sanat, e aquest sia cauteri olivar.	 And then care for that (area) until it is healed, and this should be cauterized with olive oil.
Capitol .x.	 Chapter 10
De cauterisacio de epilemcia.	 Of the Cauterization of Epilepsy
No es cauterizat le epilemtic sino aquella epilemcia es per flecma.	 One should not cauterize an epileptic unless the epilepsy is caused by phlegm.
E donc cove que mondifiques le cervel de lu al comensament de lu am yeras e am l’autra curacio la qual havem dicta en la divisio quan le malaute es gran e es tollerant la exceperacio de las medicinas.	 Therefore, it is necessary to cleanse the brain at its beginning with years and with the other treatment that we have mentioned in the division, when the patient is great and tolerant of the rejection of medications.
E si es enfant le qual no sufferte las medicinas, lahoras aministra guarguarissmes e mastiguatoris le servel mondifican, denant aquo per motz dias, am bonifficacio de las viandas.	 And if it is a child who cannot tolerate medications, then administer strengthening and chewable mixtures that cleanse, for several days, with the improvement of food.
E aprop ras le cap del malaute, e aprop cauteriza aquel am un cauteri en le mieg loc del cap segon la manieyra precedent, e am autre cauteri en le occiput de lu, e sobre quascun corn del cap sieu cauterisa.	 Then shave the head of the patient, and then cauterize that (area) with one cautery in the middle of the head according to the aforementioned method, and with another cautery on their occiput, and on each corner of the head, also cauterize.
E si le malaute es fort e es tollerant, lahoras cauteriza aquel am cauteris les quals he ditz, en havent paraliticament e mollificacio del cors sobre les spondils del col e les spondils del dos.	 And if the patient is strong and enduring, then cauterize them with cauteries as I have described, after having caused paralysis and softening of the body on the vertebrae of the neck and the vertebrae of the back.
E sia cauteri olivar segon qu’es precedit.	 And let it be a cautery with olive oil as previously described.
Mays si le malaute es enfant, lahoras pausa cauteri subtil segon aquesta manieyra.	 But if the patient is a child, then use a fine cautery in this manner.
Capitol .xi.	 Chapter XI.
De cauterizacio de melencolia.	 On Cauterizing for Melancholy
Quan las causas de melencolia so humiditatz corrompudas e flacma gros, lahoras cauteriza aquel am les cauteris les quals havem ditz en le havent paralisi.	 When the causes of melancholy are corrupt humidity and thick flame, then cauterize with the cauteries that we have mentioned, in having caused paralysis.
E si la causa de melencolia es superfluitat declinant a melencolia, e le cors del malaute es humit, lahoras da ha beure aquo que mundifica le cervel de lu segon aquo que ha precedut en la divisio.	 And if the cause of melancholy is a decline into superfluity, and the patient's body is wet, then give them water that purifies their brain according to what has been said before in the division.
E aprop ras le cap del malaute, e aprop fay tortora decentment fayta de li sobre le cercle, e aprop depausa aquela en le mieg loc del cap.	 And then shave the patient's head, and then make a decently made circle from it, and then place that in the middle of the head. ‌
E le malaute sia sesent cayrat, e sia tengut de tota partida.	 And let the patient be sitting calmly, and let them be held on all sides.
E aprop pausa liniment; et es pus digne de boder antic de ovelhas.	 Then place an ointment; and it is more suitable to use old sheep fat.
E escalfa aquel sobre le foc per calefaccio temprada per mesura, le qual le dit sufferta quan es mes en lu.	 And warm him over a moderate fire, which is said to benefit him when he is most in need of it.
E aprop vuo’ aquel en le mieg loc del cap de lu en le cercle, e leysa lu entro que sia enfregidat.	 Then place him in the middle of his head with the circle, and let him be cooled within it until he is chilled.
E fay aquo am le malaute en tota semmana una veguada, am le autre regiment de lu bo entro que sia sanat; o si vols, cauteriza aquel fazen petitz puntz segon lo mays de lu, sino que tenguas la ma am un cauteri ayssi ordenat: aquesta es specia de cauteri la qual humecta le cervel am equalitat.	 And do this with the patient once a week, along with his other treatment, until he is healed; or if you prefer, cauterize him by making small points according to his constitution, but make sure to have a hand with a cautery arranged in such a way: this is the type of cautery that moistens the brain equally.
E aprop pausa aquel coto enbegut en boder o en grays de gualina.	 Then place this cotton ball soaked in wine or in linseed oil.
Capitol .xii.	 Chapter XII
De cauterisacio de aygua descendent en le huel.	 On the Cauterization of Water Descending into the Eye.
Quan a tu es declarat le comensament de aygua en le huel per les senhals les quals yeu he ditz en la divisio, lahoras comensa e dona en beure al malaute aquo que mondifique le cap de lu, e guarda aquel de totas humiditatz.	 When you have identified the onset of water in the eye according to the signs that I mentioned in the previous division, then begin and give the patient something to drink that cleanses his head, and protect him from all moisture.
E fay aquel suzar en banh en degu per alcus jorns.	 And have him sit in a bath of warm water for several days.
E aprop comanda a lu que raza le sieu cap, e cauteriza aquel am cauteri en le mieg loc del cap; e aprop cauteriza aquel am dos cauteris sobre dos templas si es le comensament de ysement de aygua en dos huels, o de la un latz si es comensamen de l’aygua en un huel.	 And then instruct him to shave his head, and cauterize him with a cautery in the middle of his head; and then cauterize him with two cauteries on both temples if the water is issuing from both eyes, or with one strike if it is issuing from one eye.
Incideys am cauteri totas las venas e arcerias las quals so dejos la codena; e sian les cauteris en aquela lonh en la latitut de las templas.	 In this case, you should make incisions with the cautery on all the veins and arteries that are below the collarbone; and the cauteries should be placed at a distance from each other, equal to the width of the temples.
E guarda te de fluxs de sanc quan es cauterizat; e si veses de lu fluxs de sanc, osta le am alcuna medicina, la qual es a tu possible.	 And be careful of blood flow when cauterizing; and if you see any bleeding from it, stop the blood with some medicine that is available to you.
E yeu vindre am savieza la qual es en extraccio de arcerias e am abscizio de aquelas e cautela de fluxs de sanc.	 And I come with wisdom in the extraction of arteries and in their removal, as well as in the prevention of blood flow.
E alcunas vetz es cauterizat en le cervitz dejos dos osses am dos cauteris dererament produzitz.	 And sometimes it is cauterized in the neck under two bones with two very thin cauteries.
Capitol .xiii.	 Chapter XIII.
De cauterizacio de lacrimas antiquas.	 On the Cauterization of Old Tears.
Quan lacrimas dels huels so antiquas assuduament e per las venas e arterias las quals so en le loc manifest del cap defora e es verificat que aquo es superfluitatz frejas flecmatiquas, lahoras cauteriza aquel am cauteri le qual havem recontat en le capitol de comensament de aygua cazent en les huels, e am cauteri en le mieg loc del cap e am dos cauteris en la cervitz dejos dos templas, e am dos cauteris en la cervitz dejos dos osses.	 When tears from the eyes are old and persistent, and through the veins and arteries that are in the most obvious part of the head outside, it is verified that this is a superfluous phlegmatic humor, then cauterize with the cautery that we mentioned at the beginning of water falling into the eyes, and with a cautery in the middle of the head, and with two cauteries in the neck below two temples, and with two cauteries in the neck below two bones.
E si indigeyses de addicio, lahoras cauteriza aquel en tot latz de la coa del huel sobre la extremitat del sobrecilh am petit cauteri.	 And if you need an addition, then cauterize that area on the entire back of the neck, near the edge of the eyebrow, with a small cautery.
Capitol .xiiii.	 It seems like there might have been a mistake in my previous response. The phrase "Capitol .xiiii." does not follow the pattern of the previous lines and does not seem to fit with the rest of the text. Could you please provide the next line or check if this is indeed part of the medieval medical treatise?
De cauterizacio de fetor de nas.	 Of the cauterization for a smelly nose.
Quan tu medicas aquel am aquo que havem dit en la divisio e no aprofieyta la tua medicacio, lahoras tu aparelha e dona en beure al malaute las cochias per tres noytz; e aprop ras le cap de lu, e cauteriza le am cauteri migier am cauteri olivar.	 When you treat that with the water we mentioned in the division and your treatment does not work, then prepare [a mixture] and give the patient the [following ingredients] to drink for three nights; and after that, shave his head, and cauterize him with a cautery of iron and a cautery of olive oil.
E aprop cauteriza aquel am cauteri clavelh am dos cauteris sobre les dos sobrecilhs dejos les cabels un petit.	 And then cauterize that area with a clove cautery, using two cauteries on both eyebrows near the hairline, but just a little bit.
E guarda te de la arceria que no incindas aquela.	 And be careful with the cautery so that you do not burn too deeply.
E del cauteri clavilh aquesta es la forma.	 And this is the way to make a clove cautery.
Capitol .xv.	 Chapter XV.
De cauteri de mollificacio de palpebras dels huels.	 Of the use of a cautery for softening the eyelids of the eyes.
Quan la palpebra del huel es mollificada per malautia o per humiditat, lahoras cauteriza aquela palpebre1 am un cauteri am aquest cauteri lunar; e aquesta es la forma de lu:	 When the eyelid of the eye is softened by illness or moisture, then cauterize that eyelid with a cautery made with this lunar cautery; and this is its form:
E si vos, cauteriza aquel sobre les dos sobrecils un petit am dos cauteris en tota partida, e sian elonguatz de las timporas.	 And if you, cauterize that above both eyebrows with a small amount of cautery on both sides, in all parts, and they should be elongated from the temples.
E sia la longitut de quascun cauteri segon la quantitat del sobrecil.	 And let the length of each cautery correspond to the width of the eyebrow.
E no premas trop la tua ma am le cauteri, mays segon la quantitat que la tersa partida de la palpebre sia adhurida.	 But do not press too hard with your hand on the cauteries; instead, according to the amount that one-third of the eyelid is burned.
Capitol .xvi.	 Chapter XVI
De cauteri de la palpebre del huel quan les pels so convertitz a las partidas dedintz e punho le huel.	 Of the cautery on the eye when the hairs are turned inside and the eye is inflamed.
Quan les pels del huel son convertitz a las partidas dedintz ayssi que pungo le huel, cauteri en aquels es segon dos manieyras, quar cauteri o es am fer o es am medicina comburent.	 When the hairs of the eye are turned inside so that they prick the eye, cauterizing in these cases is done in two ways, because cauterization can be either with fire or with burning medicine.
Si am cauteri de lu am foc, comanda al malaute denant aquo que leyse les sieus pels ayssi cum aquels les quals les mundan, entro que sian prolonguatz e engualhatz; e si punho aquel deves le lor naysement, lahoras tu strenh les huels de lu am una benda per so que no sia maugut entro que·ls pels sian nascutz.	 If by cauterization with fire, command the patient before this to let their hair grow as those who have them shaved until they are prolonged and thinned out; and if that is the case, you must strengthen the eyes of the patient with a bandage so that it does not worsen until the hairs grow back.
Donc cum siran nascutz e engualhatz, lahoras pausa le cap del malaute en le tieu se, e aprop senha sobre la palpebre dels huels de lu am tenta, am senhal le qual sia segon la figura de fulha de merta, e sia le comensament del senhal prop dels pels.	 Therefore, when they have grown back and thinned out, then place the head of the patient in your lap, and carefully mark on the eyelid of his eyes with a tent, with a sign that is according to the shape of a holly leaf, and let the beginning of the sign be near the hairs. ›
E aprop pausa coto enbegut en album de huou o en mucillatge de ptilli sobre le huel.	 And then place a piece of cotton soaked in egg white or in a paste made from flour on the wound.
E aprop igneys le cauteri del qual aquesta es la forma de lu.	 And then prepare the cautery, which has this form:
E aprop cauteriza sobre la figura la qual as senhada, petit a petit, em motas veguadas, entro que sia comburida la superficia de la codena la qual es ayssi cum fuelha de mirta, tota aparent propriament.	 And then cauterize on the figure that you have drawn, little by little, in visible spots, until the surface of the kidney is burnt, which appears like a myrtle leaf, very clearly.
E senhal de sanetat de la tieua obra es que tu vegus la palpebre de l’huel ja esser contrayta e·ls pels de lu esser elevatz deves la punctura del huel.	 The sign of the success of this operation is that you see the eyelid of the wound already contracted and the hair on it raised due to the puncture of the eye.
E donc eleva la tua ma e laysa aquel per tres jorns, e aprop pausa sobre lu coto am boder entro que sia eredicada la scara.	 Therefore, raise your hand and leave it for three days, and then place on it cotton with a border until the scar has healed.
E aprop cura aquela am enguent entro que sia sanat.	 And then treat it with ointment until it is healed.
Mays si retorna per les pels alcuna causa aprop lor naysement e la palpebra es mollificada, lahoras fay autra vetz le cauteri sobre aquel tot ayssi cum avias fayt primieyrament.	 But if the hairs return for any reason and the eyelid becomes softened, then make another cautery on it just as you did at first.
Mays si les pels so en la palpebra dejos, lahoras cauterisa aquela entro que sia elevada al sieu loc natural e sia engualhat e que les pels no punhan le huelh.	 But if the hairs remain on the eyelid, then cauterize it until it is raised to its natural place and healed, so that the hairs do not touch the eye.
Mays le cauteri am medicina comburent aquest es que comandes al malaute que leyse les pels entro que sian prolonguatz e engualhatz, e aprop sia fayta de carta de drap la forma de fuelha de mirtra.	 Here's my attempt to translate the given sentence:
E aprop pren de sabo conogut e de caus viva ana unc. i, o quays aquo, e aprop mescle3 aquelas causas be, e fay aquo am festinacio per so que no sia enfregidat; e aprop expandeys de aquo sobre la carta la qual es fayta ayssi cum forma de fulha de mirtra, e pausa aquel sobre la un huel od amdos; e pausa dejos le huel coto enbegut en album de huou, e el cap del malaute sia en le tieu se.	 Let's translate the provided text line by line:
E pausa le dit sobre le medicina e prem aquela un petit e no la mauguas entro que lo malaute senta la mordicacio de la medicina, quar mordicacio es en lu ayssi cum de foc.	 And place the said [medicine] on the wound and press it gently, do not remove it until the patient feels the bite of the medicine, for the bite is in them like fire.
E donc cum percevera aquo que el atrobo mordicacio, lahoras leyssa la medicina e mau aquela am le tieu dit; donc cum cessa la mordicacio, lahoras remau la medicina he lava le huel am aygua; e lahoras considera si vezes la palpebra ja es levada ayssi cum es lavada deves la costriccio am foc o am incisio, quar lahoras esta be; e si no torna sobre aquela de la medicina sobre le loc en le qual no ha empremut la medicina e no se denigra entro que sia engualhada la tua operacio e sia contrayt le huel.	 And so when he perceives that he has felt the bite, then let go of the medicine and wash it with your hand; when the bite ceases, then remove the medicine and rinse the wound with water; and then consider if you see that the eyelid is lifted as it should be after removing the constriction with fire or incision, for then it is well. And if not, return the medicine to the place where it was not applied and do not neglect [it] until your operation is complete and the wound is closed.
E aprop pausa sobre lu coto am boder entro que sia eradicada la codena de la adhustio, e aprop cura aquel am enguent deafinicon o am autre entro que sia sanat.	 Then place over it a compress with borders until the swelling from the inflammation is removed, and then treat it with an ointment of henbane or another until it is healed.
E es necessari a tu, deves la tua operacio que guardes am pervigil diligencia que en le huel no caia re de la medicina, e si la palpebre aprop alscus dias es mollificada e alcuna causa dels pels punh en le huel, lahoras itera la tua medicina sobre aquel loc le qual de la palpebre es mollificat, e propriamen ayssi quo as fayt al comensament, e aprop enaviro lu entro que sia sanat.	 And it is necessary for you to conduct your operation with careful vigilance so that no residue of the medicine falls into the wound. And if after several days the eyelid is softened and some hairs are protruding from the wound, then repeat your medicine on that part of the eyelid which is softened, exactly as you did at first, and then remove it until it is healed.
E aquesta es la forma de fuelha de mirtra.	 And this is the shape of the myrtle leaf.
E sapias que les huels dels homes son diversificatz segon la magnitut e la parvitat, e donc segon aquo es fayta la tua contraccio.	 And know that the heels of men are varied according to their size and smallness, and therefore your contraction is made accordingly.
E no sira amaguada la via de rectetut ad aquel al qual es studi en aquesta art.	 And do not hide the path of righteousness from him who studies this art.
Capitol .xvii.	 Chapter XVII
De cauterizacio de fistula que es en le lacrimal de l’huel.	 Of cautery for a fistula that is in the tear duct of the eye.
Quan tu curas fistula am aquo que havem dit en las divisios de las malautias e no confereys la tua curacio, lahoras cove que tu cauterizas aquela segon aquesta manieyra: comanda al malaute que pause le cap sieu en le tieu se, e tengua le cap de lu alcun ministre entre las tieuas mas en tal manieyra que no sia maugut ni agitat am le sieu cap.	 When you treat a fistula with the water we mentioned in the division of diseases, and your treatment does not work, then you should cauterize it as follows: command the patient to put his head on your lap, and have another person hold the patient's head between their hands so that it is not moved or shaken.
E aprop pausa coto enfus en album de huou o en mucellage de ptilli sobre le huel de lu.	 Then place a piece of cotton dipped in egg white or honey and flour over the patient's eye.
E aprop igneys le cauteri del qual aquesta es la forma:	 And then heat up the cautery, which looks like this:
le qual sia conquau, ayssi cum es forma de cana o de pena de voltor, de la una extremitat am la qual es fayta lo cauteri.	 Which should be concave, as is the shape of a reed or a vulture's feather, one end of which is used to make the cautery.
E si voys, sia penetrant entro a la autra extremitat.	 And if you want it to be, it should penetrate into the other end.
E si vols sia sort ayssi cum tenta.	 "And if you want it to be thus as you intend.
Mays empero aquel que es concau es milhor a la tieua obra.	 "But however, the one who is skillful is better suited for this task.
E aprop prem la fistula si es uberta, e tra de lu sania et exsicca aquela.	 "Then immediately press the fistula if it is open, and draw from it the pus and dry it out.
E si no es uberta, lahoras obre aquela e extratz la poyredura de lu.	 "And if it is not open, then open it and extract the pus from it.
E aprop pausa sobre lu le cauteri le qual sia be ignit, e te am aquel la tieua ma un petit deves le cauteri del huel a la partida del nas, per so que no erre la tua ma o le malaute sia enquietat, e lahoras pausa le cauteri en le grays del huel e corrompas aquel.	 "Then immediately place the cautery on it, which should be well-lit. With that skilled hand, hold a little below the tip of the cautery at the base of the nose, so that your hand does not burn or cause discomfort to the patient. Then place the cautery in the grooves of the nose and apply heat to it.
E donc si al comensament del tieu cauteri perve entro al os, bo es; e sino, lahoras itera le cauteri una veguada o dos, si mestiers era; e layssa aquel ayssi per tres jorns, e aprop pausa sobre aquel coto am boder e enviro lu am enguent exsiccatiu entro que sia sanat.	 "And so if at the beginning of your cautery it penetrates into the bone, that is good; and if not, then repeat the cautery one or two times, as needed; and leave it like this for three days. Then place a plaster over the spot and surround it with drying ointment until it heals.
Mays si eran passatz xi dias e no es sanat, lahoras pausa sobre lu medicina aguda corrosiva entro que l’os sia descubert e sia ras segon que conveneys en le sieu capitol.	 "But if twelve days have passed and it is not healed, then apply over it a caustic medicine until the bone is exposed and scraped according to what is convenient in its chapter.
E es autra manieyra de cauteri de fistula la qual alscus primiers diysero: enten al loc de la fistula e fen aquela e aprop pausa en aquela fissura camaen subtil del qual es la forma de lu: E fon en aquela la quantitat de i unc de plom fundut; e te la tua ma am camaem am bona retencio, e no sia maugut le malaute per so que le plom fundut no pervengua al huel de aquel; e cove que pausas sobre le huel del malaute coto enfus en album de huou o en aygua, quar plom adhureys le loc de la fistula e sana aquela per sanacio meravilhora.	 Based on the pattern and structure of the provided text, here's a line-by-line translation attempt:
E si la fistula es sanada am aquo que havem dit del cauteri e de la curacio, bo es; e sino, lahoras es necessari aministrar trauc del nas e reduzir la fistula al cors del nas segon que vindra en son loc propri.	 And if the fistula is healed with the water we have mentioned from the cautery and treatment, it is good; and if not, then it is necessary to administer an incision of the nose and reduce the fistula back into the body of the nose according to its proper place.
Capitol .xviii.	 Chapter XVIII.
De cauterizacio de la fendedura des potz.	 About the cauterization of the split in the feet.
Motas veguadas accideysso fissuras en las labias, e majorment en las labias dels enfantz.	 Often such splits occur on the lips, and especially on the lips of children.
Donc cum tu curas aquelas fissuras am aquo que nos havem dit en las divisios e no aprofieyta la tua cura, lahoras igneys le cauteri petit cutellar segon aquesta forma que s’ensiec:	 Therefore, when you cure these splits with the water we have mentioned in the divisions and your cure does not work, then burn the cautery with a small knife according to this form that follows:
E sia la conquavitat de lu segon la subtilitat de cotella.	 And let its concavity be according to the sharpness of the knife.
Aprop pausa aquel init cuytadament en aquelas fissuras entro que·l cauteri pervengua al preon de las fissuras.	 Then place that carefully in those splits until the cautery reaches the depth of the splits.
E aprop cura aquel am cerotz entro que sia sanat.	 And then cure it with plasters until it is healed.
Capitol .xix.	 Chapter XIX.
De cauterizacio de fistula en la boca.	 About the cauterization of a fistula in the mouth.
Quan en la razit de uvula o en le paladar o en las razitz de las dentz endeve apostema e aprop fa brac, e aprop es rompuda, e aprop es antiquada, e corr brac e es fayta fistula, e aprop tu curas aquela e no aprofieyta a curacio, lahoras cove que tu igniscas cauteri segon la quantitat que sia receubuda en la fistula, e aprop met aquel ignit en le trauc de la fistola, e te la tua ma entro que pervengua le ferr ignit al preon de lu, e al derier de lu fazen aysso una veguada o dos; e aprop cura aquel am aquo que nos havem dit de la curacio entro que sia sanat.	 When an abscess forms at the root of the uvula or on the palate or at the root of the teeth, and it begins to fester, and it breaks open, and it heals, but continues to fester and a fistula is formed, and you cure it but the cure does not work, then you should ignite a cautery according to the size that fits in the fistula, and put that ignited [cautery] into the opening of the fistula, and keep your hand there until the hot iron reaches its depth, and do this once or twice; and then cure it with the water we have mentioned for the treatment until it is healed.
E donc si la sania es abscindita e es sanat, bo es; e sino, lahoras es necessari de descubrir le loc e hostar le os corrumput segon que vindra en son capitol.	 And therefore, if the wound is healed and has been healed, it is good; but if not, then it is necessary to uncover the area and remove the rotting bones as it will be explained in its chapter.
Capitol .xx.	 Chapter XX
De cauterisacio de las dentz e de mollificacio de las angivas.	 About the cauterization of teeth and the softening of veins.
Quan las angivas son mollificadas per humiditat e las dentz son maugudas, e curas aquelas am medicinas e no confereys, lahoras pausa le cap del malaute en le tieu se, e aprop igneys le cauteri la forma del qual vindra aprop aysso, enayssi que tu pauses la quanula sobre la dent e entromet en aquela le cauteri ignit festinantment, e te la tieua ma un petit entro que·l malaute cente la calor del foc a la razit de la dent esser pervenguda.	 When veins are softened by humidity and teeth are decayed, and you treat them with medicines but they do not improve, then place the patient's head in your lap, and ignite the cautery of the form which will be shown later, so that you place the spoon over the tooth and quickly insert the heated cautery into it, holding it with your hand a little inside so that the patient feels the heat of the fire reaching the root of the tooth.
E aprop leva la tua ma, e aprop itera le cauteri alcunas veguadas segon que vols.	 And then lift up your hand, and then repeat with the cautery several times as you wish.
E aprop le malaute huompla la sua boca de aygua de sal e tengua aquela per una hora, e pueys stupa aquela, quar la dent mauguda es fermada e la gengiva mollificada es strenguda e la humiditat corrompuda es exsiccada.	 And then have the patient rinse their mouth with salt water and keep it there for an hour, and then spit it out, because the decayed tooth is sealed and the softened gum is strengthened and the corrupt humidity is dried up.
Capitol .xxi.	 Chapter XXI
De cauterisacio de dolor de dent.	 "On the cautery for toothache.
Quan dolor de dent es per fregiditat, o en lu es freg o verm, o no comfereys la curacio am medicina, lahoras cauteri en aquela es segon dos manieyras: o cauteri am boder de vacas, o cauteri am foc.	 "When toothache is due to coldness, or if there is an abscess or worm in the tooth, and you do not administer medicine for the cure, then you should cauterize it according to two methods: either cauterize with a cow's horn, or cauterize with fire.
Cauteri am boder es que tu prenguas boder de vacas e bulhas aquel en culhe de ferr , e aprop pren coto e envolopa le sobre la extremitat de la tenta, e aprop enmergeys aquel am boder bulhit, e pausa aquel sobre la dent dolorosa festinantment entro que sia enfregidat.	 "Cauterize with a horn by taking a cow's horn and filling it with hot iron filings, then take cotton and wrap it around the tip of the horn, next immerse it in hot iron filings and place it on the painful tooth immediately until it becomes numb.
