Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
De cauterizacio de fluex de sanc accident per incisio de arceria.	 "On the cauterization of blood flow caused by an arrow wound.
Tropas veguadas endeve fluex de arceria que es inciza deves la plagua la qual endeve deforo, o deves la incizio de apostemas o cauteri del membre, e alor semblantz, e es dificil remaura aquel.	 "When a wound from an arrow is seen to be bleeding due to the cut of the wound itself, or because of the beginning of abscesses or cauterization of the limb, and it appears similar, and it is difficult for that to remain.
Donc cum accideys ad alcu aquo, lahoras tu·t coyta am la tua ma a l’orrifici de la arceria, e pausa sobre aquel le tieu dit endic estrenh aquel motas veguadas entro que sia ostat le fluex del sanc dejos le tieu dit, e que non yesqua.	 "Therefore, when this happens to someone, you should immediately press with your hand on the opening of the arrow wound, and place your finger firmly over it until the bleeding stops, without allowing any blood to escape.
E aprop pausa en le foc les cauteris olivars paucs e grantz, per nombre motz, e exsuffla sobre aquels entro que sian mot ignitz.	 "And then place the olivewood cauteries, both small and large, in the fire, in sufficient quantity, and blow on them until they are red hot.
E aprop pren de aquels un petit o un gran segon le loc e la plagua en la qual es rompuda la arteria, sobre aquela vena festinantment pus que auras remaugut le tieu dit, e te le cauteri entro que sia abcindit e restreyt aquel sanc.	 And immediately take one of the small or large needles according to the location and wound where the artery has been cut, quickly apply pressure to that vein after you have removed the tourniquet, and continue cauterizing until the blood flow is stopped and restricted.
E si le sanc es expellit de l’orrifici de la arteria quan tu remaues le tieu dit e extringeys le cauteri, lahoras pren la un autre cauteri coytadament dels cauteris les quals en le foc son preparatz, e donc no cesses fer aquo un aprop autre entro que le sanc sia restrengit.	 And if blood is expelled from the opening of the artery when you remove the tourniquet and pull out the cautery, then immediately take another hot cautery from those prepared in the fire, and continue doing this until the bleeding is stopped.
E guarda te que no comburas le nervi que aqui es, e que vengua sobre le malaute autra malicia.	 And be careful not to burn the nerves that are here, lest another illness come upon the patient.
E sapias que quan de l’arteria flueys sanc, lahoras no es possible en aquels restrenge la sanc, e majorment quan l’arteria es gran, si no am una de quatre manieyras: o am cauteri ayssi quo dit havem, o am extraccio quan no es extrayta, quar quan es extrayta las extremitatz de lu miels son comburidas e es restreyt le sanc, o que sia liat am fiel o am liament per fort strectura, o que sian pausadas sobre lu medicinas de las quals la vertut es restringir la sanc; e sian strengudas am pulvinar am costriccio decent.	 And know that when blood flows from an artery, it is not possible to stop the bleeding in those cases except by one of four methods: either by cauterization as we have said, or by extraction if it has not yet been extracted, because when it is extracted the limbs are better burned and the blood flow is stopped; or it may be tied with thread or a ligature with strong tension, or medicines that have the property of stopping blood flow may be placed on it; and they should be strengthened with a cushion with proper pressure.
Mays aquel que aministra restriccio decent de lu am liament e am strictura am draps o per posicio de causas comburentz e de semblantz, no comfereys sino tart.	 "But he who administers restriction should do so with discretion and with constraint using cloth or by position due to causes of burning and similar symptoms, do not perform this [procedure] until late.
Mays si aquo endeve ad alcu e no sia le metge present ni medicina, lahoras obre am pausament del dit indic sobre le orrifici de aquela vena ayssi cum havem dit, e entenda a la gran costreccio de lu entro que le sanc sia ostat de la sobirana partida de la plagua, e sobre la arceria le dit no sia remaugut; e de sobre la arceria sia aspergit am aygua frega de mot gran fregiditat entro que·l sanc sia congilat e engrossat; e mays cossire en que ha de cauteri o de medicina necessitat.	 "But if this needs to be done for someone and neither the physician nor any medicine is present, then apply the aforementioned dressing over the openings of that vein as we have said, understanding that great pressure must be applied to stop the blood from the main source of the wound, and do not remove the dressing; and over the dressing, pour very cold water until the blood is congealed and thickened; and beware that one may need a cautery or necessary medicine.
Comensa la segonda partida.	 "The second section begins.
De incisio e perforacio e ventozas e de fleubotomia e de plaguas e de lor semblants.	 "Of incisions, perforations, and bloodletting, and of phlebotomy, and of wounds, and their similar conditions.
Aquestas son paraulas de Albucazis.	 "These are the words of Al-Zahrawi (Abulcasis).
Ja havem dit en le primier capitol tota malautia en la qual cauteri am foc es convenient e am medicina comburent, e las occasios e las causas de lu, e les instrumentz en aquels necessaris am las formas dels cauteris; e he ordenatz les capitols de la subiranetat del cap entro als pes.	 "We have already said in the first chapter about every ailment in which it is suitable to use a hot iron or burning medicine, and the occasions and causes of it, and the instruments necessary for this, with the shapes of the cauteries; and I have arranged the chapters from the top of the head down to the feet.
E yeu procesire en aquest capitol per aquela meteysa guisa, per que sia alliujat lo querent aquo, lahoras sobre aquo que aura demandat.	 E io procederò in questo capitolo nella stessa maniera, affinché il richiedente venga sollevato da ciò, cioè da quanto avrà richiesto.
E denant que yeu comense aquo, cove, fils, que aprenguatz que en aquest capitol es per terror aquo que es en le capitol primier de cauterizacio.	 And before I begin this, it is necessary, son, that you learn that in this chapter it is about the same thing as in the first chapter of cautery.
E per aquo que cove que sia en lu gran cautela, quar en la operacio la qual es en aquest capitol motas veguadas catz evacuacio la qual es am sanc am le qual esta la vida deves la aspersio de la vena o incisio sobre l’apostema o apercio de exsitura o puracio de la plagua o extraccio de sageta o incizio de peyra e a lor semblantz.	 And because it is necessary that there be great care in this, for the operation which is very often seen in this chapter, namely evacuation by blood, which is with the blood in which life exists, you must have the aspiration of the vein or incision over the abscess, opening of a fistula, cleansing of the wound, extraction of an arrow, or incision of a stone, and similar things.
E de totz aquels so acompanhatz temor e tremor e en le mas de lor catz la mort.	 And all these are accompanied by fear, trembling, and even death for the majority.
E yeu amonesti vos que sobre vos no caia aquo en le qual es esitacio, quar alcunas veguadas cazo deves vos manieyras de homes am manieyras motas de malautias.	 And I warn you not to fall into this situation, for sometimes it happens that you must manage patients with many illnesses in a manner similar to men who are very ill.
E de lor es alcu que s’irays am la sua malautia e es leugiera deves lu la mort, e aysso per la vehemensia de aquo que troba de sa malautia, e per longuesa de la malautia de lu, e am la malautia es paor la qual significa mort.	 And some of them will die from their illness, and it is a light thing for him to die, and this because of the severity of what he finds in his illness, and because of the length of his illness, and with the illness there is fear which signifies death.
E de aquels es le qual dona a tu son aver e ditta, tu esperant am aquel sanetat, e la sieua malautia es perniciosa.	 Here's my attempt at translating the given sentence into English:
E donc no cove que tu consentas en aquel que ve a vos del qual es aquesta manieyra; e la vostra cautela sia major que covesitat e la vostra rapacitat; e no presumatz alcuna causa sobre aquo sino aprop sciencia certa la qual virifica aquo deves vos, e al qual perve successio lausabla.	 And therefore it is not necessary for you to consent in that person who comes to you with this manner; and let your caution be greater than haste and greed; and do not presume any cause over this without appropriate certain knowledge which verifies what you need to do, and to whom a praiseworthy succession occurs.
E usatz en la curacio de totz vostres malautes de pronosticacio e indicacio de lu al qual es salut convertida, quar en aquel es a vos ajutori sobre adquisicio de fama e de memoria, de lausor e de gloria.	 And use in the treatment of all your patients prediction and indication for him to whom health is converted, because on that [patient] is your help towards acquiring fame and memory, praise and glory.
O, filhs, Dieus en vos spire le sieu entendement e no oste a vos direccio e proteccio, quar aquo es en la sua ma.	 Oh, sons, God grant you his understanding and do not take away your guidance and protection from you, for this is in his hand.
E yeu e ordenat aquest capitol distingent per capitols segon que precedit en le capitol de cauteris, de la cura del cap entro als pes, per que sia a vos alleujat aquo que demandatz de aquo e del qual havetz necessitat.	 And I have organized this chapter by sections following the previous section on cautery, from the treatment of the head to the feet, so that what you seek and need about this may be made easier for you.
Capitol primier.	 Chapter one.
De la curacio de aygua la qual es contenguda en le cap dels enfantz.	 About the treatment of water which is contained in the heads of children.
Sapias que aquesta malautia motas veguadas endeve als enfantz deves le enfantament e quan la noyrissa estrenh le cap del enfant ses livitat.	 Know that this illness frequently afflicts infants due to birth and when the nurse tightly binds the infant's head without gentleness.
E alcunas veguadas endeve per causa amaguada la qual no es saubuda.	 And sometimes it happens for hidden causes which are not known.
Mays yeu no vi aquesta malautia sino en les enfantz; e a totz aquels les quals yeu vi se coytec la mort, e per ayssi es a mi vist layssada obra en aquels.	 Mays yeu no vi aquesta malautia sino en les enfantz;
E yeu e vist que un enfant le cap del qual era d’aygua omplit, e·l cap de lu era totjorn ayssi magnificat entro que ceser no podia sobre si meteys per la grandesa del sieu cap, e mays que la humiditat fe aucmentada entro que foc mort.	 And I have seen that a child's head was filled with water, and the child's head was always so enlarged that he could not put anything on himself because of the size of his head, and more than the humidity increased until the fire died out.
E aquesta humiditat o es agreguada entre la codena e l’os, o es agreguada dejos le os sobre le ciphac.	 And this humidity is either added between the skin and the bone, or it is accumulated beneath the bone on the hip.
Quar la operacio en aquel si la humiditat es entre la codena e l’os e le apostema es pauc, lahoras cove que tu fendas en le mieg loc del cap am una fissura en la latitut, e sia la longitut de la fissura cays dos notz entro que corra la humiditat, e aquesta es la forma del spatum:	 Because the operation in this case, where the humidity is between the skin and the bone and the abscess is small, requires that you cut into the middle of the head with an incision in the latitude, and let the length of the incision be two nights until the humidity flows out, and this is the form of the spatula:
E donc si la humiditat es mays augmentada e l’apostema es major, lahoras son aqui dos fissuras segon aquesta manieyra:	 And therefore, if the humidity has increased and the abscess is larger, then there are two incisions here according to this manner:
E si la humiditat es dejos le os, senhal de lu es que tu vezes la comissuras del cap ubertas de tota partida e l’aygua es spremuda quan tu compremes aquela am la tieua ma a las partidas dedintz e no es aquo a tu amaguat.	 And if the humidity is beneath the bone, the sign of it is that you see all the sutures of the head open on all sides and the water is squeezed out when you press that area with your hand from within, and nothing remains hidden to you.
Cove que tu fendas en le mieg loc del cap am tres fissuras segon aquesta manieyra:	 It is necessary that you cut into the middle of the head with three incisions according to this manner:
e aprop la inscizio extratz ne tota la humiditat; e aprop strenh las fissuras am draps e plumassols; e aprop enbroca aquo de sobre am vi e oli entro al quint dia, e aprop deslia le liament e cura la plagua am tentas e enguentz, e strenh le cap am equalitat; e mange le malaute am vianda secca de pauca humiditat entro que·l membre sia confortat e sanat.	 Certainly! Let's translate the provided sentence line by line:
E es autra manieyra de incisio, que consideras hon apar la magnitut del apostema e la colleccio de l’aygua, quar alcunas veguadas es mays en le occipicii, o en la partida denant, o en la destra, o en la sinistra; e donc aten am la incizio on appar le apostema e la replecio de l’aygua, e fen aquo segon que a tu es miels possible.	 This sentence seems to describe another method of incision in the context of treating an abscess or boil (apostema). Here's a line-by-line translation:
Et observa que no inscindas la arteria e endevengua flueys de sanc e mora le malaute per aquel flux de sanc am evacuacio de humiditat.	 And observe that you do not cut the artery, lest it causes bleeding and the patient dies from that loss of blood along with the evacuation of moisture.
Capitol .ii.	 Chapter II.
De inscisio de las arterias las quals so aprop las aurelhas, apeladas hilasseysse.	 Of the incision of the arteries that are near the ears, called "hilasseysse".
Capitol segon.	 Chapter Two
Quan endeveno ad alcu catars o raumas als huelhs o al pietz, e es antiquat aquo, e no confereys en aquo la curacio de las medicinas, lahoras la deriera curacio en aquest es incizio de aquelas dos arterias.	 When there occurs some catarrh or rheum in the eyes or feet and it is old, and one does not benefit from medication, then the final cure for this is the incision of these two arteries.
E donc cove quan tu vols inscidir aquelas que le malaute raza lo sieu cap, e aprop fregua le loc am drap aspre per so que aparan las arcerias, e aprop sia strengut le col del malaute am alcu drap; e aprop considera on polsa la vena; e les locs de quascuna sobre les locs les quals so aprop las aurelhas depremutz, e tant se occultan sino en alcus homes.	 Therefore, when you wish to incise those (arteries), have the patient raise their head and press the area with a rough cloth so that the arteries appear, and then tighten the patient's neck with some cloth; and consider where the vein pulsates; and on each of these places, which are near the ears, press, and they will be hidden in some men.
E aprop senha sobre la arceria am tenta, e aprop inscideys quascuna am le spatum de quascuna partida agut am inscizio pervenient entro al os, e sia aquo per la latitut del cap.	 And then make an incision on the artery with a probe, and then incise each one with the spatula that has been cut sharp for the incision, going into the bone, and let it be thus throughout the head.
E si vols, entromet le spatum dejos la arteria e trenqua aquala a las inciden a las partidas desus.	 And if you wish, introduce the spatula below the artery and break it at the incision points above.
E sia la longitut de la inscizio cays dos ditz ajustatz, quar quan alcuna vena es inscizida le sanc es eyssit am egressio pulsatil, le qual saut deforo per saut frequent.	 And let the length of the incision be two fingers wide, for when some vein is cut, the blood flows out with a pulsating exit, which jumps outside with frequent jumps.
Mays si la arceria no apareys al cintiment, lahoras cove que tu mesures de la aurelha la quantitat del spazi de tres ditz, e aprop senha am tenta, e fen entro al os.	 But if the artery is not visible at first glance, then you should measure from the ear the length of three fingers, and then probe with a needle, until it reaches the bone.
E aquo que cove getar del sanc es quantitat de vi unc., e fort leu ne geta de lu mays o mens, e tot aquo es segon la quantitat la qual appareys de la vertut del malaute e de la replecio de la arceria de lu.	 And the amount of blood that should be drawn is one-sixth of a pint, and it should be done lightly, neither more nor less, all according to the strength of the patient and the fullness of their artery.
E aprop considera la plagua, e donc si reman sobre le os alcuna causa del ciphac, lahoras inscindys aquo per so que no endevengua apostema caut.	 And then consider the wound, and if there is any cause of splintering on the bone, cut it open so that a hot abscess does not develop.
E aprop strenh la plagua am plumassols e am liamentz de drap de li, e aprop cura aquela am enguentz entro que sia sanat.	 And then strengthen the wound with bandages and linen cloths, and then treat it with ointments until it is healed.
Capitol .iii.	 Chapter III
De extraccio de las arcerias las quals so en las templas.	 On the extraction of temples' arteries.
Quan ad alcu accideys emigranea antiqua o catertz agutz, per humiditatz agrimonials e per qualiditat en les lacertz des templas, o sodo antiqua vehement e semblantz ad aquels, e es medicat am las manieyras de curacio de medicina e aquo no comfereys, lahoras nos hem sproatz en aquestas malautias extraccio de las arcerias en les templas, o cauterizacio de aquelas ayssi cum havem mostrat.	 When someone has an old or acute migraine, due to humid and acidic qualities in the temples, or severe and similar pain, and it is not cured by the usual medical treatments, then we have recourse for these ailments to the extraction of the arteries in the temples, or their cauterization, as we have shown.
E la manieyra de la operacio e extracio de aquelas es que·l malaute raza les pels les quals son en les templas; e entenda a la arceria apparent en le templar quar ela es a tu mostrada per le sieu pols, e·s occultada sino en paucs homes per vehemencia de freg.	 And the manner of the operation and extraction of these is that the patient shaves the hair on their temples; and consider the apparent arch in the temple, for it is shown to you by its pulse, and it is hidden except in a few men due to the intensity of cold.
E si a tu es occultada, lahoras le col del malaute sia strengut am alcun drap; e aprop fregua le loc am un drap aspre o evapora le loc am aygua cauda entro que aparesca a tu la arceria manifestament.	 And if it is hidden to you, then let the patient's neck be tightened with some cloth; and immediately heat the area with a rough cloth or evaporate the area with hot water until the arch appears clearly to you.
E lahoras tu pren le spatum del qual aquesta es la forma:	 And then take the spoon, which has this shape:
E aprop tu scorja la codena am aquel am facilitat entro que pervenguas a la arceria; e aprop geta en lu onti e extratz aquela a las partidas sobiranas entro que extraguas aquela de la codena e descobras aquela de las tunicas las quals so dejos aquela, de tota partida.	 And then you scrape the membrane with that instrument until you reach the arch; and then you pour oil on it and extract it from the upper parts until you have removed it from the membrane and uncovered it from all the tissues that surround it.
Mays si la arteria es subtil, lahoras envolveys aquela am la extremitat del oncii, e aprop inscindeys de aquela una partida segon la quantitat per la qual sian alonguadas las extremitatz de lu e sian contraytas, e no endevindra flux de sanc, quar si no so inscididas no pujara le sanc de tot.	 But if the artery is subtle, then wrap it with the tip of the oncii (a type of hook or probe), and then cut off a piece according to the length of its extremities and their contraction, and there will be no flow of blood, for if not cut, the blood will not rise entirely.
E aprop evacua del sanc de vi unc. entro a tres.	 And then proceed to evacuate some of the blood, approximately one to three pints.
E si la arceria es gran, lahoras cove que tu lies aquela en dos locs am fiel dopble fort de ceda o am cordas a lonc, e no coyte a lu putrefaccio denant la consolidacio de la plagua e endevengua flux de sanc.	 And if the wound is large, then you should bind it in two places with a strong double-layered bandage or with ropes, and do not allow it to become infected before the wound heals, lest there be bleeding.
E aprop incideys la superfluitat la qual es entre dos liamentz; e fay aquo en aquela hora o aprop autra ora.	 And then incise the superfluous part that is between two ligaments; do this at that time or shortly thereafter.
E si vols, cauteriza aquela am cauteri entro al os am cauteri cutellar entro que sian incididas las extramitatz de lu, e stara en loc de aquela meteyssa obra.	 And if you wish, cauterize it with a pointed cautery to the bone with a lancet until its extremities are incised, and this will take the place of that same procedure.
E es milhor obra sino que·l malaute aia febre o es de escalfada compleccio; quar cauteri es de aquelas causas que ajudan a las humiditatz finidoras, e donc es milhor en juvament.	 And this is a better procedure if the patient has a fever or is suffering from inflammation, for cauterization helps to expel moisture, and thus it is more beneficial in treatment.
E cove aprop la extraccio de las arcerias que huomplas le loc de coto antic, e sian pausatz sobre lu polvils decentement fayt, e aprop sia curat am medicinas seccas fazen naysser la carn e am calguas entro que sia sanat.	 And it is appropriate to clean the wounds and cover them with clean cloths, and then treat them with dry medicines that promote the growth of flesh and bandages until they are healed.
E si mentre obres autra veguada endeventa flux de sanc de la arceria, lahora tu te coyta a restrenger aquel sanc, o am cauteri, o que omplas le loc de coto, e strenh la tua ma entro que sia restreyt le sanc.	 And if while you are working and another time bleeding occurs from the wound, then you must hasten to stop that blood flow, either with a cautery or by packing the wound tightly, and keep your hand pressed until the bleeding stops.
E si deguna causa de aquelas no es a tu present, lahoras pausa le tieu dit sobre le loc entro que·l sanc sia congilat, e enbroca le loc am aygua de vehement fregiditat entro que la acuitat repausa, e sia strengut segon que cove.	 And if no cause of that is present to you, then place your finger on the spot until the blood clots, and rinse the spot with very cold water until the sharpness subsides, and apply a compress as needed.
E aquo que es pus leugier en extraccio de arceria es que tu cauterizes la vena am aquest cauteri haventz dos cotels, pus que tu has senhat les dos locs am tenta, e depausa quascus, mot ignitz, entro que pervenguan al os e inscindan la vena en dos locs, per so que sia elonguat aquo que es entre las extremitatz de lu, quar no son consolidadas de tot am aquest cauteri.	 And the easiest way to remove an arrow from the body is to cauterize the vein with this two-pronged cautery. First, feel for both ends of the arrow and place each prong, very hot, until it reaches the bone and cuts the vein in two places, so that what is between the ends of the arrow is lengthened, as they are not completely solidified by this cautery.
E aquesta es la forma del cauteri:	 And this is how the cautery looks:
E sia la acuitat dels dos cotels esemps.	 And let the sharpness of the two prongs be equal.
Mays empero si so mendres acuitat que dos cotels es milhor, quar si so agudas cum dos cotels propera a quascuna freg, e no enscideysso la carn am velocitat.	 However, if the sharpness of one prong is less than that of two prongs, it is better because if they are both very sharp and close to each other, they may cut the flesh too quickly.
Donc cum en aquels es alcuna grossitut, es tenguda la calor del foc en aquels e la carn es abscindida leugierament.	 Therefore, when there is some thickness in them, the heat of the fire remains in them and the flesh is cut gently.
E aquesta obra es milhor en tota obra e pus leugiera.	 And this method is better for all tasks and easier.
E sia le spazi le qual es entre dos cotels la quantitat de la grossesa del dit.	 And let the space which is between two fingers be equal to the thickness of the said finger.
Capitol quart.	 Chapter four.
De la cura de cors de lagremas agudas e aciduas dels huels.	 Of the care for the body from acute and acid tears of the eyes.
Quan so lagremas aciduas, e es le cors de aquelas venas las quals so sobre le test del cap deforo, e no comfereys en aquo alcuna causa de la curacio de medicina, e vezes la cara del malaute ja enrogesir e sent en le sieu front deambulacio ayssi cum si era deambulacio de formiguas, e·ls huels de aquel so extenuatz, humitz enayssi que ja les pels de lor son conodutz, e las parpelas so scalfadas per la acuitat de las lacrimas, les antics agro mesties en la curacio de aquelas de aquesta operacio, e nompnero aquela curacio am spassa.	 When the tears are acidic and it affects those veins that are on the top of the head outside, do not apply any medicine for its care. And sometimes the face of the patient is reddened and feels tingling, as if there were ants walking on their forehead, and the eyes of such a person are weakened, moist to the point that their lashes are falling out, and the eyelids are cut by the sharpness of the tears. The ancient physicians used this operation for the care of these cases, and they named this care with the sponge.
E es que tu comandas al malaute rayre les pels les quals son en le sieu front, e aprop inscideys en le front tres fissuras engualment distans segon la longitut del front.	 And you command the patient to shave the hairs that are on their forehead, and then you cut into the forehead three equally spaced slits according to the length of the forehead.
E si’ la longitut de la fissura cays dos ditz: la una fissura sia engualment distant a la longitut del nas en le mieg loc del front, e la segonda segon la longitut un petit del movement dels lacertz les quals so en le lacrimal, e la tersa del autre part.	 And if the length of the slit is two fingers: let one slit be equally distant to the length of the nose in the middle of the forehead, and the second according to the slight movement of the eyelids that are near the tear duct, and the third on the other side.
E guarda te de la incizio de las arcerias las quals so en dos latz, e elongua la tua ma de la continuacio de amdos las mandibulas.	 And beware of the beginning of the arteries that are in two places, and extend your hand from the continuation of both jaws.
E si’ l’espazi de quascuna inscizio la quantitat de tres ditz ajustatz.	 And if the space of each incision is three times the size of a thumb's width, adjust it accordingly.
E si’ a tu una pessa d’espongua apparelhada o draps seccatz motz am les quals exsiccas le sanc.	 And if you have a sponge prepared or very dry cloths with which to absorb the blood.
E aprop entremet le spatum de dos agudas extremitatz, del qual aquesta es la forma de la inscisio de lu:	 And then insert the spatula with two pointed ends, this is the shape of his incision:
que es de la partida des templas entro a la segonda inscizio.	 which begins at the temples and extends to the second incision.
Exxcorja am aquel tota la codena la qual es entre dos incizios am le ciphac le qual es sobre le os, e aprop fay aquo de la inscizio migera entro a la segonda inscisio.	 Remove all the skin that is between two incisions, and scrape with the scalpel on the bone, then do this from the middle of one incision to the other.
E aprop stratz ne aquest spatum e entromet en la primieyra inscizio autra vetz un autre instrument le qual es apelat cutellar, agut de una part e del autre no agut.	 And then insert this spatula into the first incision again, and introduce another instrument which is called a lancet, sharp on one side and not sharp on the other.
E pausa le latz de aquel agut deves la carn annexa deves la codena, e le latz de lu leon dintz le os, e empelley aquel entro que pervengua a la fissura migera, e abscindeys am aquel totz les vaysels que descendo del cap als huels.	 Place the sharp side against the skin next to the skin, and the other side against the bone, and use it to cut until you reach the middle crack, and with it cut all the vessels that descend from the head to the heels.
Mays que sia continuada la inscizio ad aquo appar de la codena, e aprop fay aquo en la fissura migana entro al autra fissura.	 It seems that the text is discussing the process of creating or managing an incision. Here's my line-by-line translation:
E pus que corr del sanc quantitat engual, exprem les locs de las pessas del sanc congilat.	 And since a large quantity of blood is lost, press the places where the blood clots are.
E aprop pausa en quascuna fissura calgua de coto vielh, e pausa sobre aquels polvils enbegutz en vi e oli e vi agre, e vegas que no endevengua apostema caut.	 And then place in each crack a piece of old cloth, and place over those clumps mixed with wine and oil and vinegar, and ensure that it does not become an infected abscess.
E en le tertz dia deslia le liament e aministra gran enfusio de aygua cauda o tebeza, e aprop cura aquo am enguent bazilicon am oli rozat e autres entro que las plaguas sian sanadas.	 And on the third day, remove the bandage and administer a large infusion of hot water or tea, and then treat it with an ointment made of basil, rose oil, and other ingredients until the wounds are healed.
Capitol .v.	 Chapter V
De la cura de lagramas per catartz e als huels descendentz de las partidas dedintz del cap.	 Of the care of tears by catharsis and of the ulcers that descend from the inner parts of the head.
Quan ad alcu veno catartz agutz e continuantz, e vezes les huels del malaute extenuatz petitz, e ja le reguardament de lor es debelitat, e las palpebras ulceradas e de lor cazo les pels, e en le preon del cap es dolor aguda ledent e extrenutacio consequent, lahoras sapias per aquestz accidentz que las materias e catartz no veno sino de motas venas de las partidas dedintz procedent.	 When someone has a severe and persistent catharsis, and the patient's eyes are weakened and shrunken, and their vision is impaired, and the eyelids have ulcers and their hair falls out, and there is sharp pain in the front of the head with consequent protrusion, then know by these symptoms that the humors and catharsis come only from the small veins of the inner parts.
E la milhor curacio en aquels es aquesta: que comandes al malaute que raza lo sieu front, e aprop inscideys en aquel una fissura al mieg loc del front, un petit per la latitut (e comensa am la fissura del templar senestre entro al dextre templar; e sia inscisio entro al os; e eslongua la tua ma dels lacertz del templas lesquals son maugutz deves la mastigacio), entro que sia le os descubert.	 And the best treatment for this is as follows: tell the patient to shave their forehead, and then make an incision in the middle of the forehead, a small one in size (and begin with the incision from the left temple towards the right; and let the incision go into the bone; and keep your hand away from the temples which are good for chewing), until the bone is exposed.
Exsicca tot le sanc am espongua o am drap secc e aprop repleys entre las doas labias de la fissura am coto vielh o am draps de li.	 "Dry all the blood with a sponge or a dry cloth, and then fill between the two lips of the wound with old cotton or linen rags.
E aprop estrenh desus am polvils enbegutz en vi e oli per so que no endevengua apostema caut.	 "And then cover it tightly with powder mixed in wine and oil, so that an abscess does not form.
E quan deslias aquo e veses que l’apostema ja es diminuit, lahoras cove que fregua le os entro que comensa en lu nayser carn, e aprop cura aquel am regiment exsiccatiu le qual fassa neysser la carn, ayssi cum si tu prenes de farina de froment dos partidas e de colofania quatre partidas e mescla o, e de lor sia fayt emplastre e sia aministrat en aquestas plaguas a de la carn nativitat.	 "And when you release it and see that the abscess has already diminished, then it is necessary to rub the bone within until flesh begins to grow on it, and then treat it with a drying regimen which will make the flesh grow, such as if you take two parts of wheat flour and four parts of colophony and mix them together, and from them make a plaster and apply it to these wounds for the growth of new flesh.
Capitol .vi.	 "Chapter VI.
De la cura de aquo que catz en las aurelhas.	 "On the treatment of that which falls into the ears.
Tota causa que catz en las aurelhas es una de quatre specias, quar o es peyra mineral o causa semblant a peyra, ayssi cum ferr e veyre, o es de planta ayssi cum ceze o fava, o es causa fluxtibla ayssi cum aygua e vi agre e a lor semblantz, o alcuna bestia.	 "Everything that falls into the ears is of one of four kinds: either it is a mineral stone or something similar to stone, such as iron and glass; or it is from a plant, such as a grain of millet or a bean; or it is a liquid thing, such as water and sour wine and things similar to them; or some small animal.
E donc quan peyra catz en l’aurelha o autra causa semblant de aquelas causas que no ajustan ne creysso en l’aurelha, e pausa la aurelha al solelh, e si vezes la peyra, lahoras distilla en aquela alcuna causa de oli violat o sizami, e aprop aministra la extraccio de lu, e fay le stornudar am condizi, e oppila las nars deve le aveniment de stornutacio.	 It seems that the text is discussing a remedy for earaches or similar issues. Here's a line-by-line translation:
E aprop pausa en le circuit de la aurelha alscunas pessas de drap o lana, e dextendas la aurelha a las partidas desus, quar motas veguadas es foro-getada am aquestas causas.	 And next, place some pieces of cloth or wool in the circumference of the ear, and extend the ear to its original position above, because swollen parts are often healed with these remedies.
E si no n’es getada, lahoras aministra extraccio de lu am le instrument apelat gesti epicicarios subtil del qual aquesta es la forma:	 And if it is not healed, then administer an extraction using the instrument called "subtle gesti epicicarios," which has this form:
E si es foro-getada am gesti, bo es; e sino, lahoras aministra la extraccio de lu am onci subtil de pauca duplicacio.	 And if it is healed with the instrument, it is good; and if not, then administer an extraction using a thin needle of minimal thickness.
E donc si no es foro-getada per aquo, lahoras fay una canula de aram e entromet la extremitat de la canula en le trauc de la aurelha e claus a l’enviro de la canula am cera e am oli mollificada per so que no sia ubert sino la canula.	 And thus, if it is not healed by this method, then make a cannula of iron and insert the tip of the cannula into the hole in the ear, and close around the cannula with wax and softened oil so that only the cannula remains open.
E aprop extratz am le tieu vent am fort atraccio, quar tropas veguadas cum aquo que havem recontat.	 And then extract it with your breath using strong suction, for this is often done in the manner we have recounted.
Mays si no es foro-getada en aquesta manieyra, lahoras pren de halka alumbat o de vecz aparelhat am le qual son preses les ausels una patita quantitat, e pausa aquel en la extremitat de ray, e aprop envolopa sobre aquel coto decentment pausat.	 But if it is not healed in this manner, then take some alum or wax with which birds are caught, and place a small amount on the tip of a reed, and then wrap a clean cloth around that reed.
E aprop entromet aquel en le trauc de la aurelha am facilitat, e aprop excicca la aurelha de la humiditat.	 And then proceed to insert it in the ear canal gently, and then dry the ear of moisture.
E donc si no es foro-getada am totas las causas las quals havem recontadas, lahoras tu coyta a talhar aquela denant que endevengua apostema caut o espasme.	 And so if not forgotten with all the causes we've mentioned, then cut it before it becomes an abscess or spasm.
E la manieyra de talhar aquela es que tu al comensament sancnes le malaute de la vena sephasica e extratz del sanc segon la mannieyra de la vertut de lu, e aprop fay aquel cezer entre las tuas mas e converteys l’aurelha a las partidas desus, e fen am petita fissura en la razit de la aurelha deves lo greys de lu en le loc be premegut de lu.	 And the way to cut it is that you first bleed the patient from the saphenous vein according to their strength, and then have someone squeeze it between your hands and turn the ear towards its parts, and make a small incision at the back of the ear in a well-pinned place.
E sia la fissura de figura lunar entro que pervengua a la peyra, e, la peyra atrobada, osta aquela si podes am instrumentz apropriatz; e aprop cos la fissura en aquela hora am velocitat, e cura aquela entro que sia sanat.	 And let the incision be in the shape of a crescent until it reaches the stone, and when the stone is found, remove it if you can with appropriate instruments; then immediately close the incision at that time, and care for it until it heals.
