Ayssi comensan las paraulas de Albucasim .	 "Thus begin the words of Avicenna.
E si no obediys a tu a eyssiment am aquestas forceps o tenalas, lahoras cove que tu caves sobre la razit e descrobas tota la carn e entrometas le instrument le qual ha nom atali, so es palanca petita del qual la forma es aquesta:	 And if the tooth does not give in to extraction with these forceps or pliers, then you should dig into the gum and remove all the flesh, and introduce the instrument called "atali", which is a small lever, as shown below:
E sia de breu extremitat grossa un petit, e no sia enbegut per so que no sia trinquat.	 And it should have a short, thick end that is not sharp, so that it does not break.
Donc si per aquo la razit es foro-getada, bo es; e sino, ajuda te am aquestz autres instrument dels quals aquestas son las formas: la forma del primier instrument es de triangulada extramitat en la qual sia alcuna grossesa:	 Therefore, if the gum is pierced by this means, it is good; and if not, help yourself with these other instruments, whose shapes are as follows: the shape of the first instrument is that of a triangle at its end, in which there should be some thickness.
La forma del segon instrument es que sia de triangulada e de pus subtil extremitat.	 The shape of the second instrument is that it has a triangular and more delicate end.
E ja so ajudatz am aquest instrument havent dos ramps del qual aquesta es la forma aprop la seguent:	 And having been helped with these instruments, which have two ramps, as shown below:
e am autres instrumentz les quals precidero en rasura de dentz; quar juvament es fayt am aquest instrument le qual es asemblat a onci gran, e aquesta es la forma:	 And with other instruments which will be used for scraping teeth; because treatment is done with this instrument that resembles a large thimble, and this is its form.
de la triangulada extremitat torta o curta, la qual sia alcuna grossesa, e no sia enbegut per so que no sia trinquat.	 of the twisted or shortened triangular tip, which should be of some thickness and not pointed so that it does not pierce.
E otra sapias que·ls instrumentz de las dentz motz so e semblantment les autres instruments.	 And know that tooth scraping instruments are similar to other instruments in the following ways:
Mays le artifexs savi e subtil en l’art, atroba per si mateys segon aquo que a lu significa la operacio e las malautias diversas; quar son de las malautias a las quals les antics no diysero ni pausero propri instrument, per las formas de diversas specias.	 However, a skilled and subtle craftsman in the art will discover for himself according to what the operation and various diseases indicate; because there are diseases for which the ancients did not specify or provide proper instruments due to the diverse forms of different species.
Mays si es trinquat l’os de la mandibula o dels autres osses de la boca, o si poyreys, lahoras sia pes curat sobre aquel en son loc am aquo que es a lu convenient dels instrumentz e de las forceps las quals havem dit en la extraccio de las razitz de las dentz, e ajuda te am gesti del qual aquesta es la forma:	 However, if the jawbone or other bones in the mouth are fractured or broken, then it should be treated with what is convenient of the instruments and forceps that we have mentioned in the extraction of tooth roots, and assist yourself with this tool, which has this form.
E sia en lu alcuna grosseza petit a petit, e sia instringida o tenguda am la boca per que no evasesca o fuga entro que l’os de tot sia foro-getat; e aprop restaura le loc am medicinas convenientz ad aquo.	 And it should have some small thickness, and be held in the mouth so that it does not escape or slip until the bone is completely healed; and then restore the area with appropriate medicines.
Mays si en l’os es petita poyredura, lahoras ratz aquel de aquela poyredura e de la sua negror, e cura aquel entro que sia sanat.	 If there is a small sore in the bone, then scrape off that sore and its blackness, and cure it until it is healed.
Capitol .xxxii.	 Chapter XXXII.
De la cura de las dentz eminentz sobre las autras.	 On the treatment of protruding teeth over others.
Quan las dentz so eminentz no segon lor cors natural per aquelas la forma es laga, e majorment quan endeve a las femnas, e majorment a las piuselas venerablas; donc cove que tu consideras: si dent es nada aprop autra dent, e no es possibla sarradura ni linament de lu, lahoras radica aquela; mays que no sia annexa am autra dent, lahoras tu inscideys aquela am aquest instrument del qual aquesta es la forma; e es semblant a morr de porc, e sia feyt de ferr de India de extramitat mot aguda.	 When teeth protrude not according to their natural shape and size, especially when this occurs in women, and particularly in the most venerable ones, you must consider: if the tooth is very close to another tooth and it is not possible to extract or straighten it, then scrape that tooth; but if it is not attached to another tooth, then cut it with this instrument, which has the shape of a pig's snout and is made of Indian iron, very sharp at the tip.
E sia la tua inscizio am la qual inscideyses aquela en trops dias per la duricia de la dent, e que no sia comauguda autra de las dentz.	 And let your cutting be done with the instrument that cuts it over several days because of the hardness of the tooth, and so that no other tooth is cut in the process.
E si es dent eminent expausat a limadura, lahoras lima aquel am lima de ferr de India del qual aquesta es la forma:	 And if the protruding tooth is suitable for filing, then file it with an Indian iron file of this form:
E sia tot de ferr de India e·l margua eysament; e sia de motz menutz puntz ayssi cum lima am la qual son faytas agulhas, am la qual la dent sia limada pauc a pauc en motz dias am fecilitat, per so que no sia autra dent comauguda e caga.	 And let the entire file be made of Indian iron; and let the edge be smooth; and let it have very small points like a file used to make needles, with which the tooth should be filed little by little over many days gently, so that no other tooth is cut or damaged.
E aprop lineys aquela en la fi, e ratz aquela am alscus razoris.	 And then incise it at the end, and shave it with several razors.
E si es dent del qual una partida es trinquada e lideys la lengua, lahoras cove que tu limescas aquel entro que l’aspretat de aquela fraccio sia ostada e engualhada, e sia aplenada per so que la lengua no ledesca ni la paraula no corrumpa.	 And if it is the tooth from which a fragment has been broken and the tongue is affected, then you must scrape that part so that the roughness of that piece is removed and smoothed, and it should be filled so that the tongue does not get hurt and the speech does not become corrupted.
Capitol .xxxiii.	 And if the tooth from which a fragment has been broken and the tongue is affected, then you must scrape that part so that the roughness of that piece is removed and smoothed, and it should be filled so that the tongue does not get hurt and the speech does not become corrupted.
De restauracio de dentz maugudas am fiel de aur o de argent.	 Of the restoration of broken teeth with gold or silver filings.
Quan accideys a las dentz devant concussio e remossio per percussio o per cazament, e le malaute no pot strenher sobre aquo que manga, e tu has curat aquel am medicinas stipticas, e no ha valgut la tua curacio, lahoras per so que no cagan es engen en aquelas que sian strengudas am fiel de aur e no de argent, quar argent se fa vert e aprop se poyreys aprop alscus dias, mays aur nul temps no es mudat.	 When it happens that the front teeth are knocked out or removed by a blow or fall, and the patient cannot chew on that side, and you have treated it with astringent medicines, but your treatment has not been effective, then to prevent further injury to those (teeth) which are strengthened with gold filings, and not silver, because silver turns black and becomes porous after some days, but gold never changes.
E sia le fiel en tal subtilitat e grocesa segon la quantitat que puesca entrar entre las dentz; e la forma de la reccio es que prenguas le fiel e pren lo doble de lu entre doas dentz sanas, e aprop que cresques am doas tortuositatz del fiel entre doas maugudas, o si’ una o motas, entro que pervengua la tela a la dent sana del autra partida.	 And let the filings be in such fineness and thickness according to the quantity that can fit between the teeth; and the way to do this is that you take the filings and take twice as much between two healthy teeth, and then gradually increase with two twists of the filings between two broken (teeth), or if one or several, until it reaches the healthy tooth on the other side.
E aprop itera le teyssiment entro a la partida de la qual comenciest, e strenh la tua ma am facilitat e savieza entro que no sia mauguda.	 And then you return the tissue into the area where it began, and strengthen your hand with gentleness and skill until it is not swollen.
E sia la tua striccio am la qual strenhas le fiel deves las razitz de las dentz que no evasesca.	 And let your tightening be with the faith that you must keep the teeth's roots from rotting away.
E aprop inscindeys las extramitatz del fiel superfluens am las forceps o tosoyras, e agregua aquelas en quascun loc am gesti, e converteys aquelas e las occulta entre la dent sana e la dent mauguda, per so que no fassa lesio a la lengua.	 And then you cut off the excess of the thread with forceps or scissors, and add those in each place with care, and turn them and hide them between the healthy tooth and the swollen tooth, so that it does not cause damage to the tongue.
E aprop leyssa aquela ayssi streyta cum roman.	 And then leave it thus tightened as Roman [people do].
Mays si es desliada o rumpuda, strenh aquela o aquelas am autra fiel en tal manieyra en tot son temps.	 But if it becomes loose or broken, strengthen that or those with another thread in the same manner at all times.
E aquesta es la forma de las dentz e la figura de la rectacio de doas dentz sanas e de doas maugudas, ayssi cum vezes aquestas liadas:	 And this is the shape of the teeth and the figure of the extraction of two healthy teeth and two swollen teeth, as you see these bound together:
E quan se fa que retorno una dent o doas aprop le cazement de quascuna en lors locs, e sian recrescutz ayssi cum havem recomtat, e que remauguan.	 And when the teeth are returned to their place, each in its own position, and they grow again as we have described, and they heal.
E no fa aquo sino bo artifexs e savi.	 And only do this if you are a skilled artisan and wise.
E alcunas veguadas es aptat alcuna causa dels osses de vaca, e es fayt de lor ayssi cum forma de dent, e es pausada en loc en le qual defayl la dent, e es strengit ayssi cum havem dit, e reman e serveys am aquel per lonc temps.	 And sometimes it is appropriate to use the cause of cow bones, and they are made in the form of a tooth, and placed in the place where the tooth has failed, and strengthened as we have said, and remain and serve with that for a long time.
Capitol .xxxiv.	 Capítulo (Chapter) .xxxiv.
De inscizio del liament le qual ve en la lengua e prohibeys loquela.	 Sobre el tratamiento de la úlcera que aparece en la lengua, prohíbe hablar.
Aquest liguament le qual ve dejos la lengua alcunas veguadas o es natural am le qual hom nays, o accidental e accideys per plagua la qual ja es consolidada.	 Esta úlcera que aparece debajo de la lengua algunas veces es natural con el que uno nace, o accidental y ocurre por una herida que ya se ha curado.
E la operacio en lu es que huobres la boca del malaute, le sieu cap existent en le tieu se; e eleva la sieua lengua, e aprop inscideys aquel liament nervos segon la latitut entro que sia solvuda la lengua de la sua recencio.	 La operación consiste en abrir la boca del paciente, colocar su cabeza en tu pecho; y luego levanta su lengua, y corta esa úlcera nerviosa según la longitud necesaria para que la lengua se cure de su inflamación.
Mays si en aquela es alcuna duricia o denodacio, e aquo es stat per consolidacio de plagua, lahoras tu gieta unci e scindeys aquel per la latitut entro que aias inscindit le liament e sia dissolvuda la nodacio.	 Pero si en ella hay dureza o nódulo, y esto es debido a la consolidación de una herida, entonces frota con ungüento y corta hasta que hayas cortado la úlcera y disuelto el nódulo.
E guarda te que no sia fayta fissura en le preon de la carn e que scindas aqui arceria e vengua flux de sanc.	 Y ten cuidado de no hacer una fisura en la profundidad de la carne, y que al cortar no dañes el vaso sanguíneo y haya flujo de sangre.
E aprop sia lavat le vestigi de la inscisio am ayguaros o am vi agre o am aygua frega; e aprop pausa dejos la lengua licini; so es meca la qual tengua le malaute dejos la lengua en quascuna nuoyt per so que no sia consolidat autra veguada.	 Luego, lava los vestigios del corte con agua clara o vinagre o con agua caliente; y luego coloca un vendaje debajo de la lengua, es decir, una pieza de lino que el paciente llevará debajo de la lengua todas las noches para evitar que se vuelva a consolidar.
Mays si accideys flux de sanc, pausa sobre le loc vetriol trissat; mays si le sanc ventz, lahoras cauteriza le loc am cauteri lantiginos le qual conveneys ad aquo.	 Certainly! Let's translate the text line by line into English:
E aprop aquel cura am las autras causas entro que sia sanat.	 And immediately, that caregiver with the other causes until it is healed.
Capitol .xxxv.	 Chapter 35.
De extraccio de ranula dejos la lengua.	 Chapter 35: On the Extraction of a Throat Swelling
Alcunas veguadas accideys dejos la lengua apostema asemblant a nomla petita prohibent la lengua de la sua operacio natural; e fort leu es magnificada entro que huempla la boca.	 Sometimes, a small abscess forms under the tongue, preventing it from functioning naturally, and if not treated promptly, it can swell to fill the mouth.
E la operacio en lu es que huebras la boca del malaute sesent devant le solel e considera le apostema.	 The procedure for treating this condition is to open the patient's mouth while they are sitting in front of a window and examine the abscess.
E si tu le vezes de fusca color o de negra, dur, al qual le malaute no atroba sentiment, lahoras no toques aquel quar es cranc.	 And if you see that it is of dark or black color, hard, and the patient feels no pain in it, then do not touch it, for it is cancerous.
E si es declinat a blancor, en le qual es humiditat, lahoras tu met le onci en lu, e inscideys aquel am spatum subtil, e inscindeys le de tota partida; e si sanc te ventz en la hora de la tua operacio, lahoras tu pausa desus zegi trissat, so es vetriol, entro que sia restreyt le sanc.	 And if it turns white and is moist, then insert a lancet into it and cut it with a fine spatula from all sides; and if blood comes out during your operation, then place powdered vitriol on it to stop the bleeding.
E aprop retorna a la obra tua entro que lo haias trayt am compliment de lu, entro que sia lavat am vi agre e sal; e cura aquel am l’autra curacio ad aquo entro que sia sanat.	 Then return to your work until you have removed it completely, and wash the area with vinegar and salt; and treat that with other care until it is healed.
Capitol .xxxvi.	 Chapter 36
De extraccio de apostema de doas aurelhas e de aquel que es nada en le golayro e de las autras apostemas.	 De extraccio de apostema de doas aurelhas e de aquel que es nada en le golayro e de las autras apostemas.
Quan endeveno en le golayro godat, so son glandulas las quals son asembladas algodat, las quals accideysso deforas e son nompnadas doas aurelhas, las quals quan tu las curas am aquo que havem dit en la divisio e no es sanat, lahoras tu considera si le apostema es dur, de fusca color, de pauc sentiment, lahoras no toques aquel am ferr.	 When it comes to the throat, they are glands that resemble cotton, which appear on the outside and are called tonsils. If you treat them with the water we mentioned in the section and they do not heal, then consider if the abscess is hard, dark in color, and has little feeling. Do not touch it with iron.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	 And if it is red in color and the root is large, do not touch it with iron due to the flow of blood; rather, leave it until it is matured. Then you will either pierce it or it will burst on its own.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	 And if it is white in color, soft, and its root is delicate, then that is what needs to be incised.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	 And the operation on it is what you consider before your operation: whether the abscess has already been stopped with complete rest or if it has diminished with some reduction; and then make the patient sit in front of the sun, and his head should be in your lap, open his mouth, and let a servant hold his tongue between his hands, pressing it down with an instrument that is very noble. The shape of this instrument is as follows:
E sia fayt de argent o de aram, e sia subtil cum cotel.	 And it should be made of silver or iron, and it should be subtle like a knife.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	 Therefore, when you press with your thumb against the tongue and an abscess appears, immediately place your handkerchief over it, then take a scalpel and cut into the abscess as much as possible to release the pus.
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	 And if you draw out any cause of the membranes, then immediately incise it with an instrument that looks like this:
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	 and it is similar to forceps, but the tips of it are curved, so that the orifice of one is in the opposite direction of the other, very sharp, which should be made of iron.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	 But if this instrument is not available to you, then incise it with a spatula that looks like this: and let one end be sharp, while the other end is not sharp.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	 And after you have incised one abscess, incise the other in the same manner of incision, and then the patient will heal from cold water.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	 But if there is bleeding, heal with water from the decoction of pomegranate rind or myrtle leaves and similar to that of the hemostatic causes until the blood flow is stopped, and then care for it until it is healed.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	 "And sometimes it appears in the groin, other times as abscesses or both ears, and you should treat them as I have said in the treatment of two boils equally.
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	 "I once treated a woman for an abscess that had formed in her groin, which was dark in color and caused little discomfort, and it had already closed off her groin, and the woman was breathing with difficulty, and I had prohibited her from eating and drinking water, and she would have died within one or two days.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	 "And the abscess had swollen so much that it formed two humps, which then burst open through two holes.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	 "So I cautiously inserted my finger into one of the openings and pulled out a large piece of it, and then I cut around the other opening, and closed its mouth, compressing her tongue, and then I inserted my finger into that abscess.
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	 "And then I drained a large amount from it, and only a little blood came out of it.
Donc absolut es le guolayro de aquela femna, e comensec tantost beure aygua, e aprop presec vianda, donc yeu no cessegui inscidir de aquela apostema motas vetz per lonc temps, e succesia apostema en loc de aquel, le qual inscizia entro que es prolonguat aquel.	 "So the groin of that woman was completely healed, and she began to drink water right away, and then she resumed eating. And I did not stop cutting from that abscess many times over a long period, and another abscess developed in its place, which I cut until it elongated.
Donc yeu engen agui e cauterizegui le guolayro de lu, donc astec de addicio; e aprop yeu perambulegui e no saubi que fec Dieus de aquela aprop mi.	 Based on the provided context and the similarities to Latin, Italian, Spanish, and French, here's a line-by-line translation of the given sentence:
Capitol .xxxvii.	 Here is my attempt at translating "Capitol .xxxvii." into English:
De inscizio de huvela quan es apostemada.	 "About the incision of the ankle when it is swollen.
Quan catarr deysen a la huvula, e es apostemada e es longa, lahoras ela es nompnada perpendicular; e si es en la partida dejos grossa e redonda, e lahoras ela es apelada buba.	 "When the ankle is swollen and inflamed for a long time, it is called 'perpendicular'; and if it swells in the back part, large and round, then it is called 'bubo'.
Mays quan es curada am aquo que havem dit en la divisio, e no comfereys la tua curacio, e eyssament ja vezes que apostema caut ja es ostat de lu e es subtil, lahoras cove que tu inscidas aquela que es agreguadas redonda; e si es ad aquela longitut, e es sanguina, de fusca color o de negre, e no es a lu centiment, lahoras cove que tu temtes la inscizio de lu, quar en aquela es temor sobre le malaute.	 "But when it is healed with the water that we have mentioned earlier, and you do not complete your treatment, or if sometimes the abscess has already formed and is subtle, then you should incise it in a round shape; and if it extends to that length, and is filled with blood, of dark color or black, and it does not feel firm, then you should attempt to incise it, because there is a risk for the patient.
E quan tu vezes aquela segon la manieyra que yeu he dita de la sua blancor e longuesa, que tu fassas sezer le malaute e premas la lengua de lu am instrument del qual procesic la sua forma e aprop fica le onci en la nuva, e tira aquela en jos e inscideys aquela am un de dos instrumentz les quals e ditz en la inscizio de dos mellas.	 "And when you see that according to the manner I have described, regarding its whiteness and length, make the patient lie down and press their tongue with an instrument suitable for this purpose, and then place the onyx (a type of stone or gem) in the wound, pull it downward, and incise it with one of the two instruments mentioned in the incision of the two mills.
E cove que no inscidas aquela sino aquo que es ajustat sobre le terme natural ses addicio, quar si tu inscides de lu mays, lediyras le sieu parlar.	 "And you should not incise it except at the point where it naturally ends without adding anything, because if you incise further, you will damage their speech.
E aprop la inscizio, usa de aquo le qual havem recomtat en la inscizio de dos mellas, e cura aquela entro que sia sanat.	 E apropos of the incision, use that which we have recommended in the incision of two apples, and care for it until it is healed.
Mays si era le malaute espaventat per la inscizio de lu, cove que use de engen en la cauterizacio de lu ses temor, e la manieyra del cauteri en lu no es sino am aygua aguda, e es que tu pauses le cap del malaute en le tieu se, e aprop prem la lengua de lu am le instrument le qual havem dit, e aprop pren de l’aygua la qual havem dita en le capitol de cauterizacio, e comfeys am aquela caus viva, e pausa aquela no spessa ni subtil, e de aquela omple la concavitat de l’estrument del qual aquesta es la forma:	 But if the patient is frightened by the incision, it is necessary to use cunning in cauterizing them without fear. The manner of cautery on them is only with sharp water, and you should place the patient's head on your lap. Then press their tongue with the instrument we mentioned earlier, and then take some of the water we have talked about in the chapter on cauterization. Make a live cautery with that and apply it, not too thick or thin, and fill the concavity of the instrument, which has this shape:
Sia la extramitat de lu conquavitat en la qual sia pausada la medicina ayssi cum la conquavitat de culher de ray, e pausa le strument am la medicina sobre la vula, e·l malaute jagua sobre le sieu latz per so que corro saliva o musellage de la boca de aquel per la intrinscequa medicina, per so que no deyssenda de aquela deguna causa sobre le golayro de lu e que ledesca aquel.	 Let the patient's extremity be concave in which the medicine is placed, similar to the concavity of a spoon. Place the instrument with the medicine on the ulcer, and let the patient lie on their side so that saliva or mucus from their mouth flows from the intrinsic medicine, ensuring that none of it drips onto the patient's throat or causes harm.
E aprop te la tua ma am la medicina, e exprem aquela sobre la uvula per l’espazi de miega hora entro que vegas aquela esser denegrada e sedada per la mordicacio de la medicina.	 Then take your hand with the medicine and press it on the ulcer for about half an hour until you see it become darkened and calmed by the medicine's bite.
E si vols, prengues coto e envolopes aquel sobre la extremitat del ray, e submergeys le coto en la medicina, e entrometas le ray am le coto en una canula de sobre entro que·l coto adheresca en aquela canula, e fay aquo tantas vetz entro que consiegues aquo que vols de la cauterizacio de la uva, e aprop leyssa aquela quar ela se seccara e cayra aprop tres dias o quatre.	 And if you wish, take cotton and wrap it around the tip of the ray (needle), then dip the cotton in the medicine, and insert the ray with the cotton into a cannula so that the cotton adheres to the inside of the cannula. Do this several times until you achieve the desired cauterization effect, and then leave it for about three or four days until it dries up and falls off.
E si indigeysses que iteras la medicina, itera aquela, e aprop la cauterizacio abstergeys en le circuit de la uva am coto enbegut en boder, e mondifica am aquel aquo que es en le circuit de lu de la medicina, e sia lavat am aygua frega, e sia curat deforo am embrocacio, e dedintz am guarguarismes entro que sia sanat.	 And if you need to repeat the application of the medicine, do so. Then clean the cauterized area with cotton dipped in warm water and clean it with that which is mixed with the medicine. After washing with cold water, treat the outside with ointment and the inside with poultices until it heals.
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	 And this method of treatment is safer than incision and lasts longer.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	 Sometimes the ulcer is cured with something that is more subtle than cautery or incision, because it is healed with sublimation in this way: Take calamus, hyssop, origanum, rue, dried arabic raisins, chamomile, and similar herbs, mix all of them, or some of them, in a pot, soak them in strong wine, boil; and the pot should be well sealed with good clay, and there should be a small hole in the middle of the pot, on which an appropriate concave instrument made of silver or iron is placed.
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	 And let the extremity be inserted into the mouth of the patient until the vapor reaches the uvula over the palate, until the uvula is quite obscured.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	 And then rub the moistened area until it is dry, and be careful not to perform this treatment at the onset of an abscess, because it will tighten the abscess too much, and you should not do that unless the doctor declares the abscess.
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	 But if you do not have this instrument at hand, then take a reed and make a knot in its extremity, so that the mouth of the patient is protected, because the knot of the reed prevents the vapor from burning the mouth.
E aquesta curacio es bona am salut.	 And this treatment is good with health. (i.e., This treatment is beneficial for one's health.)
Capitol .xxxviii.	 Chapter XXXVIII.
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	 Of the removal of thorns and other adhering substances from the throat and other causes.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	 Moistened areas stick to the throat, or a thorn in the foot, or any other cause.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	 Therefore, it is necessary for you to remove that which appears from those [areas], on which the sight falls, after you press the tongue with an instrument before it, so that what is in the throat may be revealed to you.
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	 Sure, let's translate that line by line:
E mays pren una anguila e be am fiel liada, e sia dedintz mesa e soptament sia extrayta; o pren un porr e soptament le metas e soptament l’en tratz.	 And take an eel and have it tied with a string, and let it be placed inside the table, and when it is removed, another time place a leek there instead, and then remove it as well.
Mays si no so foro-getatz am aquelas causas las quals havem ditas, lahoras husa de un instrument de plom segon aquesta forma:	 But if you are not familiar with those causes that we have mentioned, then use a lead instrument of this form:
E sia pus gros que ray un petit, e en la extramitat de lu sia conquavitat la qual tu entrometas en la sua guola am facilitat.	 And let it be thicker than the width of a finger, and at its end let there be a concavity which you can insert into his throat with ease.
E el aga le sieu cap elevat en sus, e guarda te que·l tocament del sieu os de la gola, per so que endevengua a lu cos e am aquela que enpellesca le os o la spina, o que aquel le metge am la sua ma.	 And have him raise his head up, and be careful that the touch of his throat bone does not cause injury to his body or dislocate the bone or spine, or what that doctor does with his hand.
Mays empero que·l malaute aquel entrometa es miels, per la sua sciencia del loc de la causa annexa e enpellisca en jos, e tira la sua ma am le instrument en sus, tot aquo segon la quantitat la qual es a lu preparada entro que sia foro-getada.	 However, the one who inserts the instrument should do so better, by his knowledge of the place where the cause is attached and pulls down, and pulls up his hand with the instrument until it is removed.
Capitol .xxxix.	 Chapter 39
De extraccio de sancguisugua annexsa al golayro.	 Of the removal of a bloodsucker attached to the throat.
Quan es medicada sanguisugua am aquo que havem dit en la divisio de la curacio am medicinas e no comfereys, considera lahoras en le guolayro del malaute al solelh, pus que tu aias compremuda la lengua de lu am instrument le qual a tu havem recomtat.	 When a bloodsucker is treated with the water we mentioned in the division of treatment without surgery, consider then in the throat of the patient on the right side, after you have compressed his tongue with the instrument which we recommended to you.
Donc si tu vezes la sancguisugua, extratz aquela am onci petit o am gesti subtils decentment.	 Therefore, if you see a leech, extract it with a fine pin or delicate tweezers.
E si no es a tu possible estrayre am aquel, lahoras pren una canula concava e entromet aquela en lo guolayro del malaute, e aprop pausa en la concavitat de la canula un ferr ignit, e fay aquo tantas vetz (entro que la sancguisugua sia morta e se osta del guolayro) e abstengua se le malaute tot lo jorn de aygua.	 And if it is not possible to remove it that way, then take a concave cannula and insert it into the patient's throat. Then place an ignited iron in the hollow of the cannula, and do this as many times (until the leech is dead and removed from the throat) and prevent the patient from drinking water for the entire day.
E aprop prengua una veyria plena de aygua frega, e obra la boca de lu en aquela, e lava la boca am aquela; e no trasglucia de aquela alcuna causa e maugua l’aygua una hora aprop autra am la sua ma, quar la sancguisugua tantost cum sent l’aygua catz.	 Then take a basin full of cold water and place the patient's mouth into it, and wash the mouth with it; do not swallow any of it, but move the water around with your hand for about an hour, because the leech will soon feel the water and detach itself.
Mays si no es foro-getada am aquo que havem recomtat, lahoras subfumigua le malaute am cimetz o am assafetida per le instrument le qual havem recomtat en la sufumiguacio de uvula.	 But if it is not removed with the water we have mentioned, then fumigate the patient with camphor or asafoetida through the instruments that we have recommended for fumigating the soft palate.
Fay aquo, so en quar cayra.	 Do this until it falls out.
E es un’autra manieyra de operacio en sufumiguacio de aquela, es que tu prenguas una ola en la qual sian carbos ignitz e la ola sia cuberta am una cobertora en le mieg de la qual sia un trauc, e sia compausat en aquel trauc la extremitat del instrument; e aprop dega desus la subfumigacio; e pause le malaute la sua boca en la extremitat de la canula, e claugua la sua boca per que la subfumiguacio no sia foro-getada entro que sapias que la subfumigacio es pervenguda a la sancguisugua, quar la sancguisugua tantost cayra.	 And another method of operation for fumigation is to take a container in which there are burning coals and the container is covered with a lid in the middle of which there is a hole; and place the end of the instrument through that hole; then begin the fumigation; and have the patient place their mouth over the end of the cannula, and close their mouth so that the fumigation is not dispersed until you know that the fumigation has reached the leech, because the leech will soon fall out.
