Ayssi comensan las paraulas de Albucasim .	 "Thus begin the words of Avicenna.
E si indigeyses de addicio, lahoras cauteriza aquel en tot latz de la coa del huel sobre la extremitat del sobrecilh am petit cauteri.	 And if you need an addition, then cauterize that along the entire length of the tail of the eye on the edge of the eyebrow with a small cautery.
Capitol .xiiii.	 This line indicates that what follows is the 14th chapter or section of the text. In modern terms, it would be similar to writing "Chapter 14.
De cauterizacio de fetor de nas.	 This translates to:
Quan tu medicas aquel am aquo que havem dit en la divisio e no aprofieyta la tua medicacio, lahoras tu aparelha e dona en beure al malaute las cochias per tres noytz; e aprop ras le cap de lu, e cauteriza le am cauteri migier am cauteri olivar.	 When you treat that person with the remedy we mentioned in the division and your treatment does not improve, then prepare and give the patient to drink cock's combs for three nights; and then shave their head, and cauterize them with a pointed cautery, half with olive oil.
E aprop cauteriza aquel am cauteri clavelh am dos cauteris sobre les dos sobrecilhs dejos les cabels un petit.	 And then cauterize that person with a rosemary-infused cautery, using two cauteries on the two eyebrows just below the hairline, a little.
E guarda te de la arceria que no incindas aquela.	 And be careful not to burn that area.
E del cauteri clavilh aquesta es la forma.	 And this is how you make the rosemary-infused cautery:
Capitol .xv.	 Chapter XV
De cauteri de mollificacio de palpebras dels huels.	 About making an eye ointment to soften the eyelids.
Quan la palpebra del huel es mollificada per malautia o per humiditat, lahoras cauteriza aquela palpebre1 am un cauteri am aquest cauteri lunar; e aquesta es la forma de lu:	 When the eyelid of the eye is softened due to illness or moisture, then cauterize that eyelid with a cautery made from this lunar cautery; and this is how you make it:
E si vos, cauteriza aquel sobre les dos sobrecils un petit am dos cauteris en tota partida, e sian elonguatz de las timporas.	 And if you do so, cauterize that (area) on the two eyebrows a little with two cauteries in every part, and they should be long from the temples.
E sia la longitut de quascun cauteri segon la quantitat del sobrecil.	 And let the length of each cautery be according to the size of the eyebrow.
E no premas trop la tua ma am le cauteri, mays segon la quantitat que la tersa partida de la palpebre sia adhurida.	 And do not press too hard with your hand on the cautery, but according to the amount that one third of the eyelid is burnt.
Capitol .xvi.	 Chapter XVI.
De cauteri de la palpebre del huel quan les pels so convertitz a las partidas dedintz e punho le huel.	 When the eyelashes turn inward and puncture the eye, use cautery on the eyelid.
Quan les pels del huel son convertitz a las partidas dedintz ayssi que pungo le huel, cauteri en aquels es segon dos manieyras, quar cauteri o es am fer o es am medicina comburent.	 When the eyelashes of the eye turn inward so that they puncture the eye, cautery is performed in two ways: either by burning or with a caustic medicine.
Si am cauteri de lu am foc, comanda al malaute denant aquo que leyse les sieus pels ayssi cum aquels les quals les mundan, entro que sian prolonguatz e engualhatz; e si punho aquel deves le lor naysement, lahoras tu strenh les huels de lu am una benda per so que no sia maugut entro que·ls pels sian nascutz.	 If you are cauterizing with fire, instruct the patient beforehand to let their eyelashes grow long and curled like those who pluck them; and if you puncture that [area], then strengthen his eyes with a bandage so that it is not worsened until the eyelashes have grown back. ething.
Donc cum siran nascutz e engualhatz, lahoras pausa le cap del malaute en le tieu se, e aprop senha sobre la palpebre dels huels de lu am tenta, am senhal le qual sia segon la figura de fulha de merta, e sia le comensament del senhal prop dels pels.	 Therefore, once they have grown and curled, place the patient's head on your lap, and then make a sign over the eyelids of his eyes with a tent, in the shape of a holly leaf, and let the beginning of the sign be near the eyelashes.
E aprop pausa coto enbegut en album de huou o en mucillatge de ptilli sobre le huel.	 Then place a cotton swab dipped in egg white or a paste of lentils over the eye.
E aprop igneys le cauteri del qual aquesta es la forma de lu.	 Then ignite the cautery, which should be shaped like this.
E aprop cauteriza sobre la figura la qual as senhada, petit a petit, em motas veguadas, entro que sia comburida la superficia de la codena la qual es ayssi cum fuelha de mirta, tota aparent propriament.	 It appears that the provided text is in an old form of Catalan, which shares similarities with Latin, Italian, Spanish, and French. Let's translate the given sentence line by line into English:
E senhal de sanetat de la tieua obra es que tu vegus la palpebre de l’huel ja esser contrayta e·ls pels de lu esser elevatz deves la punctura del huel.	 Here's a line-by-line translation of the given text:
E donc eleva la tua ma e laysa aquel per tres jorns, e aprop pausa sobre lu coto am boder entro que sia eredicada la scara.	 E levanta tu mano y déjalo así durante tres días, y luego coloca un cojín sobre él con una venda hasta que se cure la herida.
E aprop cura aquela am enguent entro que sia sanat.	 Then treat it with an ointment until it is healed.
Mays si retorna per les pels alcuna causa aprop lor naysement e la palpebra es mollificada, lahoras fay autra vetz le cauteri sobre aquel tot ayssi cum avias fayt primieyrament.	 But if it returns through the hairs for any reason and the eyelid is softened, then do the cauterization again on that spot just as you did originally.
Mays si les pels so en la palpebra dejos, lahoras cauterisa aquela entro que sia elevada al sieu loc natural e sia engualhat e que les pels no punhan le huelh.	 But if the hairs are on the edge of the eyelid, then cauterize it until it is raised to its natural place and healed, so that the hairs do not touch the eye.
Mays le cauteri am medicina comburent aquest es que comandes al malaute que leyse les pels entro que sian prolonguatz e engualhatz, e aprop sia fayta de carta de drap la forma de fuelha de mirtra.	 But apply the cauterizing medication as a combustible agent; this is what you should command the patient to do: let him pluck the hairs until they are lengthened and healed, and then make a bandage of cloth in the shape of a myrtle leaf.
E aprop pren de sabo conogut e de caus viva ana unc. i, o quays aquo, e aprop mescle3 aquelas causas be, e fay aquo am festinacio per so que no sia enfregidat; e aprop expandeys de aquo sobre la carta la qual es fayta ayssi cum forma de fulha de mirtra, e pausa aquel sobre la un huel od amdos; e pausa dejos le huel coto enbegut en album de huou, e el cap del malaute sia en le tieu se.	 And then take a known soap and some live coals, and if you don't have that, then mix those substances well together, and do this quickly so it doesn't get cold; and then spread some of that water over the bandage which is made in the shape of a myrtle leaf, and place that on one eye or both; and place under the eye a pad soaked in egg white, and let the patient's head be in your hands.
E pausa le dit sobre le medicina e prem aquela un petit e no la mauguas entro que lo malaute senta la mordicacio de la medicina, quar mordicacio es en lu ayssi cum de foc.	 And place the poultice over the medicine and press it lightly, without removing it until the patient feels the bite of the medicine, for the bite is like fire in him.
E donc cum percevera aquo que el atrobo mordicacio, lahoras leyssa la medicina e mau aquela am le tieu dit; donc cum cessa la mordicacio, lahoras remau la medicina he lava le huel am aygua; e lahoras considera si vezes la palpebra ja es levada ayssi cum es lavada deves la costriccio am foc o am incisio, quar lahoras esta be; e si no torna sobre aquela de la medicina sobre le loc en le qual no ha empremut la medicina e no se denigra entro que sia engualhada la tua operacio e sia contrayt le huel.	 And as soon as he perceives that he has found the bite, then remove the medicine and replace it with a clean cloth; and when the bite ceases, then reapply the medicine and wash the wound with water; and consider whether you see the eyelid lifted as if washed by constriction with fire or incision, for then it is well; and if not, return the medicine to the place where it has not been applied, and do not remove it until your operation is complete and the wound is healed.
E aprop pausa sobre lu coto am boder entro que sia eradicada la codena de la adhustio, e aprop cura aquel am enguent deafinicon o am autre entro que sia sanat.	 Then place a pad over the area with a border until the swelling of the edema is gone, and then treat it with a healing ointment or another one until it is healed.
E es necessari a tu, deves la tua operacio que guardes am pervigil diligencia que en le huel no caia re de la medicina, e si la palpebre aprop alscus dias es mollificada e alcuna causa dels pels punh en le huel, lahoras itera la tua medicina sobre aquel loc le qual de la palpebre es mollificat, e propriamen ayssi quo as fayt al comensament, e aprop enaviro lu entro que sia sanat.	 And it is necessary for you, in your operation, to keep watch with great diligence that no part of the medicine falls into the wound; and if the eyelid after some days becomes softened, and any hairs fall into the wound, then reapply your medicine to the place where the eyelid is softened, just as you did at first, and then clean it until it is healed.
E aquesta es la forma de fuelha de mirtra.	 And this is the shape of the myrtle leaf.
E sapias que les huels dels homes son diversificatz segon la magnitut e la parvitat, e donc segon aquo es fayta la tua contraccio.	 And know that human feet are differentiated by size and smallness, and therefore your contraction is made accordingly.
E no sira amaguada la via de rectetut ad aquel al qual es studi en aquesta art.	 And the path to correctness will not be hidden from those who study this art.
Capitol .xvii.	 Chapter XVII
De cauterizacio de fistula que es en le lacrimal de l’huel.	 Of the cauterization of a fistula that is in the tear duct of the foot.
Quan tu curas fistula am aquo que havem dit en las divisios de las malautias e no confereys la tua curacio, lahoras cove que tu cauterizas aquela segon aquesta manieyra: comanda al malaute que pause le cap sieu en le tieu se, e tengua le cap de lu alcun ministre entre las tieuas mas en tal manieyra que no sia maugut ni agitat am le sieu cap.	 When you treat a fistula with the water we mentioned in the divisions of illnesses and your treatment does not work, then you must cauterize it in this manner: order the patient to place his head on your shoulder, and let another servant hold his head between your hands in such a way that it is not moved or shaken by his head.
E aprop pausa coto enfus en album de huou o en mucellage de ptilli sobre le huel de lu.	 And then place cotton soaked in egg white or crushed pepper on the patient's foot.
E aprop igneys le cauteri del qual aquesta es la forma:	 And then ignite the cautery, which has this shape:
le qual sia conquau, ayssi cum es forma de cana o de pena de voltor, de la una extremitat am la qual es fayta lo cauteri.	 The one that is convex, in the shape of a reed or vulture feather, with which the cautery is made.
E si voys, sia penetrant entro a la autra extremitat.	 And if you want it to be, let it penetrate into the other end.
E si vols sia sort ayssi cum tenta.	 And if you wish it to be so as intended.
Mays empero aquel que es concau es milhor a la tieua obra.	 But nevertheless, that which is hollow is better for your work.
E aprop prem la fistula si es uberta, e tra de lu sania et exsicca aquela.	 Then promptly press the fistula if it is open, and from it let out sanies and dry it up.
E si no es uberta, lahoras obre aquela e extratz la poyredura de lu.	 And if it is not open, then open it and extract the pus from it.
E aprop pausa sobre lu le cauteri le qual sia be ignit, e te am aquel la tieua ma un petit deves le cauteri del huel a la partida del nas, per so que no erre la tua ma o le malaute sia enquietat, e lahoras pausa le cauteri en le grays del huel e corrompas aquel.	 Then place over it the pointed cautery which is well lit, and with that your hand a little behind the point of the cautery near the nose, so that your hand does not err or disturb the patient, and then place the cautery in the gray matter of the brain and corrupt it.
E donc si al comensament del tieu cauteri perve entro al os, bo es; e sino, lahoras itera le cauteri una veguada o dos, si mestiers era; e layssa aquel ayssi per tres jorns, e aprop pausa sobre aquel coto am boder e enviro lu am enguent exsiccatiu entro que sia sanat.	 And thus if at the beginning of your cautery it goes into the bone, good; and if not, then iterate the cautery once or twice, if necessary; and leave it so for three days, and then place over that spot a bandage and surround it with drying ointment until it is healed.
Mays si eran passatz xi dias e no es sanat, lahoras pausa sobre lu medicina aguda corrosiva entro que l’os sia descubert e sia ras segon que conveneys en le sieu capitol.	 But if eleven days have passed and it is not healed, then place over it a sharp, corrosive medicine until the bone is exposed and shave it as necessary according to its chapter.
E es autra manieyra de cauteri de fistula la qual alscus primiers diysero: enten al loc de la fistula e fen aquela e aprop pausa en aquela fissura camaen subtil del qual es la forma de lu: E fon en aquela la quantitat de i unc de plom fundut; e te la tua ma am camaem am bona retencio, e no sia maugut le malaute per so que le plom fundut no pervengua al huel de aquel; e cove que pausas sobre le huel del malaute coto enfus en album de huou o en aygua, quar plom adhureys le loc de la fistula e sana aquela per sanacio meravilhora.	 And there is another method of cauterizing a fistula which some earlier people said: go to the place of the fistula and open it up, and then immediately place in that fissure a thin thread of which the shape is like this: And pour into it one ounce of melted lead; and hold your hand with the thread with good control, so that the patient is not disturbed because the melted lead does not reach the head of that; and it is necessary to place over the head of the patient a spot covered in egg white or water, because lead adheres to the place of the fistula and heals it through marvelous healing.
E si la fistula es sanada am aquo que havem dit del cauteri e de la curacio, bo es; e sino, lahoras es necessari aministrar trauc del nas e reduzir la fistula al cors del nas segon que vindra en son loc propri.	 Here's the translation of the given sentence:
Capitol .xviii.	 "Chapter XVIII
De cauterizacio de la fendedura des potz.	 "On Cauterizing the Foot's Wound.
Motas veguadas accideysso fissuras en las labias, e majorment en las labias dels enfantz.	 "Many times these splits occur in the lips, and mostly in children's lips.
Donc cum tu curas aquelas fissuras am aquo que nos havem dit en las divisios e no aprofieyta la tua cura, lahoras igneys le cauteri petit cutellar segon aquesta forma que s’ensiec:	 "Therefore, when you treat those splits with the water we mentioned in the sections, and if your treatment is not effective, then burn with a small pointed cautery like this:
E sia la conquavitat de lu segon la subtilitat de cotella.	 "And let its concavity be according to the subtlety of the blade.
Aprop pausa aquel init cuytadament en aquelas fissuras entro que·l cauteri pervengua al preon de las fissuras.	 "Then place this [cautery] carefully in those splits until the heat of the cautery reaches the depth of the splits.
E aprop cura aquel am cerotz entro que sia sanat.	 "And then treat it with plasters until it is healed.
Capitol .xix.	 "Chapter XIX
De cauterizacio de fistula en la boca.	 "On Cauterizing a Fistula in the Mouth.
Quan en la razit de uvula o en le paladar o en las razitz de las dentz endeve apostema e aprop fa brac, e aprop es rompuda, e aprop es antiquada, e corr brac e es fayta fistula, e aprop tu curas aquela e no aprofieyta a curacio, lahoras cove que tu igniscas cauteri segon la quantitat que sia receubuda en la fistula, e aprop met aquel ignit en le trauc de la fistola, e te la tua ma entro que pervengua le ferr ignit al preon de lu, e al derier de lu fazen aysso una veguada o dos; e aprop cura aquel am aquo que nos havem dit de la curacio entro que sia sanat.	 "When an abscess forms at the root of the uvula or on the palate, or at the roots of the teeth, and it becomes swollen, and then bursts, and becomes chronic, and foul pus exudes, creating a fistula, and if you treat it and the treatment is not effective, then you should burn with a cautery according to the size that fits into the fistula. And place this burning cautery in the hole of the fistula, and keep your hand there until the heated iron reaches its depth; at the end of this process, do so one or two times; and then treat it with the water we mentioned for treatment until it is healed.
E donc si la sania es abscindita e es sanat, bo es; e sino, lahoras es necessari de descubrir le loc e hostar le os corrumput segon que vindra en son capitol.	 And therefore, if the wound is cut open and heals, it is good; but if not, then it is necessary to uncover the area and remove the rotten bones according to their chapter.
Capitol .xx.	 Chapter 20
De cauterisacio de las dentz e de mollificacio de las angivas.	 On the Cauterization of Teeth and the Softening of Veins.
Quan las angivas son mollificadas per humiditat e las dentz son maugudas, e curas aquelas am medicinas e no confereys, lahoras pausa le cap del malaute en le tieu se, e aprop igneys le cauteri la forma del qual vindra aprop aysso, enayssi que tu pauses la quanula sobre la dent e entromet en aquela le cauteri ignit festinantment, e te la tieua ma un petit entro que·l malaute cente la calor del foc a la razit de la dent esser pervenguda.	 When the veins are softened by humidity and the teeth are decayed, and you treat them with medicines but they do not improve, then place the head of the patient on your knees, and quickly heat the cautery in the shape that will be shown to you later, so that you place the small point on the tooth and immediately insert the heated cautery into it, holding your hand a little inside so that the patient feels the heat of the fire directly at the root of the tooth.
E aprop leva la tua ma, e aprop itera le cauteri alcunas veguadas segon que vols.	 Then lift your hand and repeat the cautery several times as you wish.
E aprop le malaute huompla la sua boca de aygua de sal e tengua aquela per una hora, e pueys stupa aquela, quar la dent mauguda es fermada e la gengiva mollificada es strenguda e la humiditat corrompuda es exsiccada.	 Then have the patient rinse their mouth with salt water and hold it for an hour, then stop it, because the decayed tooth is closed and the softened gum is strengthened and the corrupting moisture is dried out.
Capitol .xxi.	 Chapter 21
De cauterisacio de dolor de dent.	 This phrase appears to describe a medical procedure involving tooth pain. A literal translation could be:
Quan dolor de dent es per fregiditat, o en lu es freg o verm, o no comfereys la curacio am medicina, lahoras cauteri en aquela es segon dos manieyras: o cauteri am boder de vacas, o cauteri am foc.	 When tooth pain is caused by cold, or there is a splinter or worm, and you do not treat it with medicine, then cauterize the area according to two methods: either cauterize with a cow's hoof or cauterize with fire.
Cauteri am boder es que tu prenguas boder de vacas e bulhas aquel en culhe de ferr , e aprop pren coto e envolopa le sobre la extremitat de la tenta, e aprop enmergeys aquel am boder bulhit, e pausa aquel sobre la dent dolorosa festinantment entro que sia enfregidat.	 Cauterizing with a hoof is done by taking a cow's hoof and burning it in the embers of iron, then take cotton and wrap it around the end of the tent peg, then immerse that wrapped tent peg in the burned hoof, and place it on the painful tooth quickly until it becomes cold.
E aprop itera aquela alcunas veguadas entro que la vertut del foc pervengua a la razit de la dentz.	 And then repeat this process several times until the power of the fire reaches the root of the tooth.
E si voys, submergeys lana o coto en le boder desus dit, e pausa aquel sobre la dent dolent, e pausa sobre aquel ferr ignit entro que·l ferr pervengua al preon de la conquavitat de la dent.	 And if you wish, dip wool or cotton in the aforementioned hoof, and place it on the painful tooth, and place a red-hot iron on top of that until the iron reaches the bottom of the tooth's cavity.
Mays empero la cauterizacio am foc es que tu atendas a la quannula de eram o de ferr, e sia en le cor de lu alcuna grocesa e la acuitat del foc no pervengua a la boca del malaute.	 However, the cauterization with fire is that you pay attention to the needle of iron or steel, and it should have some thickness in its center so that the sharpness of the fire does not reach the mouth of the patient.
E aprop igneys le cauteri la forma del qual vindra, e pausa aquel sobre la dent e te la tua ma entro que·l cauteri sia enfregidat; e fay aquo alcunas veguadas quar la dolor sira remauguda o en aquel dia o en l’autre dia.	 And then heat the cautery to the desired shape, and place it on the tooth and hold it with your hand until the cautery is cooled; and do this several times because the pain will diminish either that day or the next day.
E cove que per empressio de aquel cauteri que·l malaute umpla la sieua boca de bon boder e tengua aquel per una hora e aprop scupa le; e aquesta es la forma del cauteri.	 And it is necessary that, by pressing with that cautery, the patient fills his mouth with good drink and holds it for an hour, and then spits it out; and this is the method of cauterization.
E cauteriza am qual que tu voys extremittat segon que a tu es possible.	 And you should cauterize with whatever extreme measures are possible for you to do.
E aquesta es la forma de la cannula:	 And this is the method of using the cannula:
Capitol .xxii.	 Chapter XXII
De cauterizacio de extrophulos.	 On the Cauterization of Prolapse
Quan extrophulos so de flecma e de humors fregas e no so hobedientz a digistio per medicinas e tu voys la digistio de aquelas leugerament, lahoras tu igneys le cauteri conquau la forma del qual es aquesta seguen, havent dos extremitatz hubertas per que yesca le fum deves le cauteri per l’autra extremitat, e pausa aquel ignit sobre aquel apostema una veguada, e autre si indigeyses de aquel, entro que pervengua al preon del apostema.	 When prolapse is caused by phlegm and cold humors and does not respond to digestion through medicines, and you wish to achieve mild digestion of these [humors], then heat the cautery with the following shape: it has two openings, one for the smoke to exit, and place the burning end on the prolapse once, or twice if necessary, until it reaches the core of the prolapse.
E si l’apostema es pauca, lahoras pausa le cauteri segon la quantitat del apostema, e aprop leyssa le per tres jorns e pausa sobre lu coto enfus en boder entro que sia remaugut aquo que·l foc ha comburit.	 And if the prolapse is small, then place the cautery according to the size of the prolapse, and leave it for three days, and then apply a poultice soaked in wine until what has been burned by the fire is removed.
E aprop cura aquel am enguent e tentas e draps entro que sia sanat.	 And then treat it with ointments, compresses, and cloths until it is healed.
E la forma de la cannula o deu cauteri a tal es comveyter.	 And the shape of the needle or the cautery should be conveyed in this manner.
Capitol .xxiii.	 Chapter 23.
De cauterizacio de rauquiera de votz e de constriccio de ale.	 On cauterizing raw vocal cords and constricting the airway.
Quan las humiditatz veno sobre le quanal del pulmo, e majorment quan aquo es am fregiditat de compleccio, lahoras cove que·l malaute sia evacuat al comensament am medicinas laxativas, e aprop cauteriza aquel deves la razit del golayro en le loc depremegut.	 When moisture comes upon the canal of the lung, especially when it is accompanied by coldness of the pleura, then it is necessary that the patient be evacuated at first with purgative medicines, and afterwards cauterize that part of the throat where it is pressed.
E guarda te que no pervenguas am le cauteri al golayro ni no comburas de la codena de lu sino un pauc.	 And be careful not to reach the throat with the cautery or burn too much of his windpipe.
E cauteriza aquel am autra cauteri deves la junctura del col en le derier espondil de lu.	 And cauterize that part with another cautery at the joint of the neck in his last vertebra.
E·l cauteri de lu sia clavilh sego la maniera precedent.	 And let the cautery be clamped as was done previously.
E aprop cura aquel am aquo que es precedit entro que sia sanat.	 And afterwards care for that part with the water mentioned before until it is healed.
Capitol .xxiiii.	 Chapter 24
De cauterizacio de malautia del pulmo e de tos.	 On cauterizing illnesses of the lung and coughing.
Quan tos e malautia de pulmo so de humiditatz fregas e le malaute no ha febre ni tisic e es malautia antiqua, lahoras cauterisa aquel am dos cauteris sobre la furcula en les locz depremegutz leontz e buoytz; e am autra cauteri en le mieg loc del pietz entre dos mamillos; e sia le cauteri clavilh segon la forma precedent.	 When cough and lung illness are due to cold moisture, and the patient has no fever or phlegm and it is an old ailment, then cauterize that with two cauteries on the furcula in the depressed, fleshy places; and with another cautery in the middle of the sole between two small bones; and let the cauteries be clamped as was done previously.
E si vols, sia la tua cauterizacio punctan am le cauteri que es apelat puncta, la forma del qual precedeys en la ponctacio de dolor de aurelhas.	 If you wish, let your cautery point be with the pointed instrument called "punctum," the form of which should precede in the treatment of earache pain.
E sian puntz entro cays ad aquels; e aprop cura aquel am aquo meteys que es precedit entro que sia sanat.	 And let the points be placed within those; and then cure that with water that has been used previously until it is healed.
E ya sia le cauteri haventz tres ramps quar cauterizacio es am aquel: am una veguada podes far tres cauteris segon aquesta forma:	 And the pointed instrument should have three tips, for cautery is done with it: in one session you can make three cauteries according to this form.
Capitol .xxv.	 Chapter 25.
De cauterizacio de titillic que es le cap del ajutori.	 On the cautery of the little finger, which is called the "titillus.
Quan le cap del ajutori es dislocat per causa de humiditatz lubricas e no es fermat en la hora del sieu retornament deves la sua dislocacio entro que sia a lu aquo costuma de retornar, e aprop per un petit movement es deslocat ayssi que s’endeve, ayssi cum nos havem testificat, lahoras cove que primieyrament redusiscas la dislocacio, e aprop le malaute sia reversat sobre le sieu dos o sobre le latz sa; e aprop eleva la codena la qual es en la partida dedintz del citillic a las partidas desus am les ditz de la tua ma sinistra, si la junctura es dislocada a las partidas dedintz.	 When the little finger is dislocated due to lubricating moisture and does not remain in place upon its return, you must reduce the dislocation until it returns to normal. Then, by a small movement, it should be dislocated back into place, as we have shown. Therefore, firstly, you must reduce the dislocation. And then turn the patient onto their stomach or side; and then raise the heel which is in the inner part of the little finger upwards with your left hand, if the joint is dislocated inward.
E aprop igneys le cauteri havent dos caps; e aquesta es la forma de lu:	 And then heat the pointed instrument that has two points; and this is its form:
E aprop cauteriza la codena entro que penetre aquela entro al autre latz; e vindra la figura de cauterizacio lahoras de iv caps cauteris.	 And then cauterize the cord until it penetrates into the other side; and the figure of cautery will be that of four holes made by the cautery.
e so aquel subtils segon la quantitat de tenta; e aquesta es la forma de lu:	 And let it be subtle according to the quantity of pain; and this is its form:
E alcunas veguadas es ajustat segon aquest comte i per que son les cauteris .viii.	 And sometimes it is adjusted according to this count, and because there are eight cauteries.
E aprop pausa sobre le cauteri porys cuytz am sal, e aprop fay adherir le malaute a trenquilitat, e lo membre no sia maugut per alcun temps entro que sia confortat.	 And then place some fine salt on the cauteries, and then make sure the patient remains still, and that the limb is not moved for any time until it is comforted.
E si la dislocacio es a las partidas desus e tart es fayt aquo, lahoras cauteriza sobre le muscle am cauteri clavilh o am motz cauteris puntan, quar la junctura es confermada e la humiditat es romauguda e le malaute es sanat.	 And if the dislocation is above and it is done late, then cauterize over the muscle with a pointed cautery or with several pointed cauteries, because the joint is strengthened and the moisture is dried out and the patient is healed.
Capitol .xxvi.	 Chapter 26
De cauterizacio del stomac.	 Of stomach cautery.
Quan veno en l’estomac freg e motas humiditatz entro que aquel extrazo de la sua compleccio e so multiplicatz raumases a lu, e si tu continuas las manieyras de curacio e no confereyso, lahoras cove que le malaute sia sobre le sieu dos ressupinat, e extenda las suas mas e las suas coysas, e aprop cauteriza aquel am tres cauteris: an un cauteri dejos le pietz per la quantitat d’un dit am cauteri clavilh, e am dos cauteris dejos del dos costatz del cauteri, entro que vengua la figura de cauteri triangulada; e elonga entre els que no sian ajustatz que faran poyredura.	 When coldness and moisture increase in the stomach until it is expelled from its natural place and many raumases appear on it, and if you continue with the same treatment methods and they do not help, then it is necessary to lay the patient on their back, extend their hands and feet, and then cauterize them with three cauteries: one cautery below the feet for the length of a finger with a pointed cautery, and with two cauteries below each rib of the first cautery, so that the figure of the cautery becomes triangular; and let those which are not adjusted cause pustules.
E si la profunditat del cauteri la quantitat de les dos terses de la grocesa de la codena.	 And if the depth of the cautery is equal to two-thirds of the thickness of the heel.
E sia la figura del cauteri segon aquesta forma ses addicio, E si vols, cauteriza am gran cauteri en le mieg loc del estomac segon aquesta forma; et aquest sia un cauteri segon la forma de cercle segon aquesta forma:	 And let the shape of the cautery be according to this figure without addition. And if you wish, cauterize with a large cautery in the middle of the stomach according to this figure; and this should be a cautery in the form of a circle according to this figure:
E sia cauterizat l’estomac punctan ad aquel que de aquest cauteri es spaventat: e es que tu senhes sobre l’estomac punt segon la quantitat que voles am tenta, e aprop cauteriza aquel am cauteri en les puntz; e aprop cura aquel am la curacio qu’es precedita entro que sia sanat.	 And the stomach should be cauterized with points at those places where you fear this cautery may have effects: and it is that you know about the stomach with a tentative point according to the amount that you want, and then cauterize that area with a cautery in the points; and then treat that area with the previously mentioned treatment until it is healed.
Capitol .xxvii.	 Chapter XXVII.
De cauterizacio del fietge fret.	 On the cauterization of the frozen foot.
Quan endeve en le fietge dolor per fregiditat o per humiditat o per grossa ventositat entro que de la sieua normal compleccio sia getat per egressio superflua, e es curat le malaute am aquo que havem dit e no comfereys, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e senhes am tenta tres cauteris segon aquesta forma et aquesta quantitat meteyssa sobre le fietge dejos dels ipocondres, la hon perve le decubit de home.	 When the foot experiences pain due to coldness, moisture, or excessive windiness such that its normal condition is disturbed by an excessive outflow, and if you have treated the patient with the water we mentioned before, then it is necessary that the patient be placed on their back with their head elevated. Examine with a tentative cautery three times in this manner and in this quantity, placing them on the foot below the hypochondriac region, which corresponds to the male recumbent position.
E sia l’espazi le qual es entre quascun cauteri segon la grossetut del dit, e sia le cauteri segon la longitut del cors dreyta.	 And let the space between each cautery be according to the thickness of the finger, and let the cauteries be according to the length of the body straight.
E no compremas la tua am le cauteri mot.	 And do not press the cauterizing iron too much.
E si la quantitat de aquo que es adhurit la quantitat de la maytat de la specitut de la codena, e no y sia pus ajustat; e si le malaute stant sobre les pes de lu; e si no es estant, lahoras sia jassent, le qual ja ha extendudas las suas coysas, e eleve les sieus brasses.	 And if the amount of water that is needed is equal to half the thickness of a rope, and it is not adjusted; and if the patient stands on their feet; and if they are not standing, then let them sit down, having already spread out their clothes, and raised their arms.
E es aquesta la forma del cauteri:	 And this is the form of the cautery:
E a tu es possible que cauterizes aquestz cauteris am cauteri cutellar, quan es am tu subtilitat e prudencia en l’art.	 And it is possible for you to cauterize these cauteries with a lancet-like cautery, when you are skillful and prudent in this art.
E guarda te que trop no procesiscas en la cauterizacio, e sia adhurida la specitut de tota la codena per que sia adhurit tot le cors e pervengua entro als budels, quar la codena aqui es subtil; e sapias aquo.	 And be careful not to cauterize too deeply, and let the thickness of the entire rope be considered so that the whole body is cauterized and reaches into the intestines, because the rope here is thin; and know this.
Capitol .xxviii.	 Chapter .28.
De perforacio de apostema del fietge am cauteri.	 On the incision of an abscess on the foot with a cautery.
Quan endeve excitura o apostema en le fietge e voles saber si aquel apostema es en le carn del fietge o en la tunica de lu, lahoras si es en la carn del fietge, le malaute atrobo gravitat e dolor ses acuitat.	 When you want to incise or open an abscess on the foot and you wish to know whether that abscess is in the flesh of the foot or in its tunic, then if it is in the flesh of the foot, the patient will experience heaviness and pain without acuteness.
E si es en la tunica del fietge, am la dolor es acuitat gran e vezes que ja afatiguatz les metges la cura de lu.	 And if it is in the tunic of the liver, with pain being severe and sometimes exhausting doctors' efforts to cure it.
Donc cove que·l malaute sia enversat sobre la sieua cervit; e aprop senha le loc de l’apostema am tenta; e aprop igneys le cauteri le quel es asemblat a rag, la forma del qual a precedit en l’autra pagina.	 Therefore, it is necessary that the patient be placed on his back; then mark the location of the abscess with a tent; and then ignite the cautery that resembles a razor, whose shape was shown on the previous page.
E cauteriza am aquel i cauteri entro que tota la codena sia comborida, entro que pervengua al ciphac, entro qu’en yesca sania.	 And cauterize with it and burn until all the pus is consumed, until it reaches the depths, until it begins to bleed.
E aprop cura aquel per curacio dels autres apostemas entro que sia sanat.	 Then treat that one for the healing of other abscesses until it is healed.
E no cove que de aquesta forma de cauteri use sino aquel del qual le estudi en l’art de medicina es prolonguat, e en las mas del qual motas malautias an conogut; mays aquest am esperiment alcunas veguadas sia ardit sobre aquesta operacio, mays empero leyssa aquela deves nos, e es miels.	 And it is not necessary to use this form of cautery except that which has been prolonged in the art of medicine and with which most sick people are familiar; however, some have dared to experiment with this procedure, but nevertheless we must leave that to you, and it is better.
Capitol .xxix.	 Chapter XXIX
