Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
E si la dolor es en dos partidas ensemps cauteriza quascuna segon aquesta manieyra.	 And if the pain is in two parts at once, cauterize each one according to this method.
E diysero les savis alcus en la cauterizacio de anqua cauteri del qual aquesta es la manieyra: fay semblant a cercle de ferr del qual le cercuit sia la maytat de un palm; e sia deves le sieu orrifici segon la grossesa de un os de datil o mens un pauc.	 And the wise men said in the cautery of water, use an instrument of which this is the manner: make it similar to a circle of iron, whose circumference is half a palm; and let its orifices be according to the thickness of a finger bone or even less.
E dedintz aquel cercle sia un autre tertz; e sia le spazi le qual es entre lor la quantitat del notz del pous; e sian aquels cercles ubertz de dos partidas; e sia la longitut de aquels cays un notz o dos notz, e fay en aquels margue de ferr decentment apparelhat en les cercles; e aquesta es la forma de lu:	 And within that circle should be another third [part]; and the space between them should be the thickness of a finger; and those circles should be open on two sides; and the length of these chains should be one finger or two fingers, and make on these margins an iron border decently placed around the circles; and this is its shape.
Aprop sia ignit en le foc entro que s’enrogesisca e gete scintillas, e aprop sia pausat sobre la partida del anqua, le malaute colcat sobre le latz sa.	 Then it should be heated in the fire until it becomes red and gives off sparks, and then it should be placed on the affected area of the body, with the patient lying on their back.
E donc cauteriza aquel am tres cauteris redontz en una veguada.	 And therefore, cauterize that part three times around in one go.
E aprop layssa aquel per tres jorns; aprop emplastre aquel am boder e layssa la plagua uberta per trops dias; e aprop cura aquel am enguentz entro que sia sanat.	 And then leave that part for three days; and then bandage it with a border and leave the wound open for too many days; and then treat it with ointments until it is healed.
Diys Albucasis : o, filhs, de aquesta specia de cauteri pauc havem usat per la terror del reguardament de lu, e per aquo que paucs havem trobatz les quals reguardan sobre lu.	 Al-Zahrawi says: O my sons, of this type of cautery we have used little because of the fear of its result and because few are those who watch over it.
Mays dels bos cauteris a lu qui les sufferta, et atroba am aquel le loc de lu.	 But from these cauteries benefit those who suffer from them, and find with them the remedy for their condition.
Mays cauteri am medicinas adhurentz es que tu fassas dos cercles haventz armula perforada en la qual deyssen le guaffo de la porta de ferr; sia la longuitut de la paretz en la nauteza de lor sian dos nozes o quays aquels.	 But cauteries with medicines should be made in two circles, having a perforated armilla [armored ring] in which the iron border is placed; the length of the walls should be two fingers or whichever one you prefer.
E si le spazi le qual es entre quascu la quantitat de la grossitut del dit; e sian ubertz dejos e desus, e sian que contenguan se entre lor segon aquesta forma:	 And if the space which is between each quantity of the thickness of the said [thing]; and they are opened below and above, and they should contain themselves between them according to this form:
E aprop pausa sobre la partida de la anqua le malaut jasent sobre le latz sa, e comprem la tua ma sobre la partida de la anqua; e aprop pren de aygua cauda e fon la entre dos cercles, e la qualiditat de aquela sia am le foc petit a petit, e te aquela per la quantitat de una hora, e sufferta le malaute la mordicacio e la adhustio de lu — quar aquel atrobo mordicacio ayssi cum de foc — entro que cesse la mordicacio.	 Then place the patient lying on their left side over the joint, and press your hand over the joint; then take some hot water and pour it between two circles [or rings], and the quality of that [water] should be heated little by little with fire, and you keep it for the duration of one hour, until the patient endures the burning sensation and the swelling — because this remedy causes a burning like fire — until the burning stops.
E aprop eleva la tua ma am le instrument et abstergeys l’aygua cauda de tota la anqua am aygua dousa.	 Then lift your hand with the instrument and wipe away all the hot water from the joint with cold water.
E aprop leyssa aquel per tres jorns e pausa sobre aquel boder entro que sia la negror de la adhustio remauguda, e leyssa aquo per alcus jorns, e correra de lu poyredura; aquest es derier en juvament.	 Then leave it alone for three days and place a bandage on it until the blackness of the swelling has diminished, then leave it alone for some more days, after which there will be no soreness; this is done as an aid.
E aprop cura aquel am enguentz entro que sia sanat.	 Then treat it with ointments until it is healed.
E si la dolor es extenduda entro la coyssa o la camba, fay a lu estatua en lu que contengua aygua segon que es feyt en la anqua engualment.	 And if the pain extends to the hip or thigh, make a container for him that contains water in the same way as is done with the joint.
E aquesta es la manieyra de aygua cauda, e yeu ja he scrit aquela en le tractat de la rectificacio de medicinas.	 And this is the method of hot water treatment, which I have already written about in the treatise on the rectification of medicines.
Recipe de alcali e de caus no extinta de amdos ana partida una, e trissa les e pausa en una ola nova de la qual la partida dejos sia perforada per un petit trauc, segon la quantitat que intre en lu ray.	 Recipe of alkali and fresh lime in equal parts, one from each, grind them together and place them in a new pot, of which the bottom is pierced by a small hole, according to the amount that enters into him.
E pausa dejos le fons de la ola autra ola enveyriada, e gete sobre aquel alcali e caus viva de aygua doussa la qual cobra aquels per un dit, e pus que tu compremes aquels am la tieua ma per bona compressio, e leyssa la hola que deyssenda de lu aygua aguda en la partida dejos a la ola enveyriada.	 And place under the bottom of the pot another pot filled with water, and pour over that alkali and lime hot water, which covers them by about an inch. After you have pressed them well with the warm hand for good compression, let the pot drain the acrid water into the lower pot.
E aprop ajusta tota aquela aygua, e geta la sobre autra caus viva e autre alcali renovelatz, quar aquela lahoras sira de mot forta acuitat, la qual es aministrada en motas operacios de medicina e en cauterizacio dels autres membres, quar operacio fa de foc.	 And then adjust all that water, and pour it over renewed lime and alkali, because it will then have very strong causticity, which is used in many medical operations and for the cauterization of other limbs, because it acts like fire.
E so de las medicinas alcunas am las quals es cauterizat ancha, ayssi cum tezizic e mel anacrat e caus am sabo enayssi que sian mesclatz.	 And some of the medicines with which it is used for cauterization are also tea, manna and lime mixed with soap in this way.
E Gualia recontet de un home dels antics la operacio e la curacio am la qual es curada dolor de anqua e de vena sciatica, e magnifiquet mot be esser de aquel, e diys que no hac necessitat de autra curacio, e quar es sanat per una veguada ayssi cum recomtec, quar fort leu aquel intrec en banh e eysic ja sa d’aquel.	 And Galen recounts from an ancient man the operation and treatment with which the pain of water and sciatica is cured, and he highly praised it and said that no other treatment was necessary, because it is cured once as reported, for whoever enters a bath and exits healthy.
Et es que sia pres de certarragi vert, e si no es atrobat vert, sia presa figua recent; e mot sia trissada am un pauc de grays e sia pausat sus la anqua en la qual es la dolor, o en la coyssa, o en la camba, e sia liat.	 This text appears to be a medieval medical instruction, possibly from the Iberian Peninsula given its linguistic features. Let's translate it line by line:
E sia layssat per la cantitat de tres horas o per la quantitat que·l malaute centa cedacio de la adhustio.	 And let it be left for a period of three hours or for however long the patient feels relief from the adjustment.
E aprop met aquel en banh e donc quan le cors de lu sia enrozat, entromet aquel en le sol, quar la dolor cessa e es sanat.	 Then place the patient in a bath and when their body is heated, move them to the floor, for the pain will cease and they will be healed.
E sapias que no cove que alcu use de cauteri am aquestas medicinas sino aprop la evacuacio del cors.	 And know that it is not necessary to use cautery with these medicines except when the body needs to expel something.
Mays ja Escorides diysec que quan am fenda de cabra la vena stretica es cauterizada, aprofieyra a lu mo be; e sia le cauteri am lu segon aquesta manieyra: sia presa lana e sia enbeguda en oli antic, e sia pausat entre le pous del pe e entre le fossil.	 However, Escorides said that when the stretching vein is cauterized with goat fat, it will benefit the patient more; and perform the cautery as follows: take wool and soak it in old oil, then place it between the toes of the foot and between the fingers.
E aprop pren fenda de cabra secca e emflasma aquela am foc entro que sia fayta carbo; e aprop pausa lu sobre la lana e leysa la entro que sia estengida.	 Then take dry goat fat and inflame it with fire until it becomes charcoal; then place it on the wool and leave it there until it is extended.
E aprop itera aquo, e no cessas far aquo entro que·l scintiment de la mordicacio pervengua entro al anqua e repausa la dolor.	 Then repeat this process, and do not stop doing so until the feeling of biting reaches the ankle and relieves the pain.
Et aquesta manieyra de cauteri es apelat cauteri de vaquas.	 And this method of cautery is called "cautery of goats".
Capitol .xlii.	 Chapter 42.
De cauterizacio de dolor de dos.	 On the cauterization of back pain.
Alcunas veguadas dolor es en le dos per tropas causas, cum per cazement o per percucio o per superflua evacuacio, e per causas ad aquelas semblantz, per infusio de materia frega e humida.	 Sure, let's translate this line by line:
E cauteri no catz sino en aquesta sola specia la qual es fayta per efusio de materia frega.	 And apply the cautery only in this specific case, which is caused by the overflow of cold matter.
Donc cove, aprop evacuacio del malaute am pillulas fitidas e am semblant a lor, que sian faytas sobre·l dos en le qual es la dolor tres linhas segon la latitut de lu, pus que senhas am tentha en quascuna linha v cauteris o mays, segon la quantitat que ve de la tolleransa del malaute e de la vertut de lu.	 Therefore, it is necessary to evacuate the patient with purgative pills and similar substances, which should be made on the back where the pain is located in three lines according to his size, since there will be ten cauteries in each line, or more if needed, according to the patient's tolerance and strength.
E sia fayta cauterizacio am cauteri de punt.	 And let the cauterization be done with a pointed cautery.
E si vols, cauteriza am tres cauteris o am quatre am cauteri clavilh medial segon aquesta forma:	 If you wish, you can cauterize with three or four mid-sized nail-shaped cauteries in this manner:
Capitol .xliii.	 Chapter .43.
De cauterizacio al comensament de gilbositat.	 On the use of cautery at the beginning of yellowing (jaundice).
Motas veguadas endeve aquesta malautia als petitz enfantz; e senhal del comensament de lu en les enfantz es que accideys sobre lor estrectura en le ale eves la elevacio e·l movement.	 This illness often afflicts small children; and the sign of its beginning in children is that it happens to them suddenly, with a high fever and restlessness.
E atrobas en le derier espondil del dos e dels notz de lu que ja comensa a sobremontar sobre les autres spondils.	 And you will find it in the last vertebra of the back and the nape, which begins to protrude above the other vertebrae.
E donc quan tu vezes aquo e voles prohibir, lahoras cauterisa aquel am cauteri que sia cercle segon aquesta forma:	 Therefore, when you see this and wish to prevent it, then cauterize that area with a circular cautery in this manner:
que prengua le cauteri sobre tota partida del spondilh engualment.	 That he takes the cautery over every part of the spine equally.
E si vols, cauteriza en le circuit del spondilh am le cauteri de punt dos linhas o tres.	 And if you wish, cauterize around the circumference of the spine with a pointed cautery, two or three lines.
E sian les puntz propdas entre lor.	 And let the points be close together.
E aprop cura le loc entro que sia sanat am aquo que havem dit.	 And then care for the area so that it heals with the treatment we have described.
Mays guarda que cauteri no sia administrat en gelbositat que sia fayta per spasme de nervi.	 But beware that cautery is not administered on a swelling caused by nerve spasm.
Capitol .xliv.	 Chapter 44.
De cauterizacio de podagra e de dolor de juncturas.	 On the Cauterization of Gout and Joint Pain
Quan dolor de juncturas son faytas per humors fregas les quals so enfundutz a quascun membre del cors, lahoras quan veno dolors en los pes, de costuma dels metges es que aquo apelen podragua propriament.	 When joint pain is caused by cold humors that infiltrate each part of the body, and when pain occurs in the feet, it is customarily called gout by doctors.
E donc cum es curada podagra de causa frega am manieyra de cura e no so remaugudas las dolors, lahoras las remau cauteri.	 And therefore, when gout caused by cold humors is cured with a method of treatment and the pain is not relieved, then cauterize again.
E es que tu cauterizas aquel aprop evacuacio en le circuit de la junctura del pe am motz cauteris.	 And it is that you should cauterize there to promote proper evacuation around the joint of the foot with many cauteries.
E sia cauteri olivar del qual aquesta es la forma de lu:	 And let it be cauterized olive-shaped, which has this form:
E si es necessitat que puntz sia fayt sobre la fassia del pe, lahoras fay am cauteri de punt.	 And if it is necessary to make points on the surface of the foot, then do so with a pointed cautery.
E si las dolors pujan entro als denolhs o a las autras juncturas, e aquo motas vetz s’endeve, lahoras cauteriza aquel sobre quascun donolh am tres cauteris o quatre de tota partida am aquest cauteri olivar.	 And if the pains rise into the teeth or other joints, and this occurs many times, then cauterize each tooth with three or four cauteries of olive oil in each session.
E si motz cauteris que aquestz cauteris sian a tu necessaris, lahoras cauteriza aquel e no premas trop la tua ma am le cauteri abans, sia tant solament enviro la specitut de la codena.	 And if you need to apply many cauteries, then do so and do not press too hard with the cautery beforehand; it should only be slightly surrounding the tip of the needle.
E si las dolors pugan entro al donolh e·l dos, lahoras aministra le cauteri le qual havem dit en le sieu capitol.	 And if the pain spreads to the tooth and the back, then apply the cautery as we mentioned in its chapter.
E si las dolors so en las mas tant solament, e es apelada suagra, lahoras puncta en le circuit dels focils ayssi cum se revolvo, puncta en aquels dos linhas.	 And if the pain is only in the hands and it is called "suagra", then prick along the edge of the fingernails as they turn, pricking along those two lines.
E si reman de las dolors en les ditz, lahoras puncta en le cercuit dels focils sobre quascun notz e sobre la pinche de la ma.	 And if there remains pain in the fingers, then prick around the edges of the fingernails on each finger and at the base of the hand.
E si las dolors pugan aprop alscus jorns als coydes o als muscles, lahoras cauteriza les quascus de tota part dels ajutoris.	 And if the pain spreads after a few days to the elbows or the muscles, then cauterize each of these areas entirely from their assistants.
E no evacuas le malaute de bon regiment e de recepcio de medicinas, quar si es fayt bon regiment e flacma es evacuada am aquest cauteri sira sanat, Dieus ajudan.	 And do not evacuate the patient with good diet and medicine reception, for if a good diet is followed and the inflammation is evacuated with this cautery, it will heal, God willing.
Capitol .xlv.	 Chapter 45.
De cauterizacio de rompeduras.	 On Cauterizing Ruptures.
Quan endeve rompedura en les angonars e diysendo les budels denant l’atela al genetiu, e aquo es comensan de aprop, lahoras cove que tu mandas al malaute layssar la sua comestio en le sieu dia e que use de causas leniens per so que la fenda deyssenda del sieu ventre.	 When a rupture occurs in the inguinal region and the intestines protrude before the hernia, and this begins to happen, then it is necessary for you to tell the patient to cease his food that day and to use lenitive remedies so that the opening of his abdomen may close.
E aprop segua le malaute entre las tuas mas sobre le sieu dos, e comanda a lu que tengua le sieu ale entro que sia foro getat o aparesca l’atela o·l budels.	 And then follow the patient between your hands on his back, and command him to keep his breath held until he is thrown out or the hernia or intestines appear.
E aprop retorna aquel am les tieus ditz e senha am tenta la ruptura sobre le os del pentenilh am senhal la extremitat del qual sia semblant a la maytat de cercle a las subiranas partidas del cors.	 And then return with those words and signs, trying to locate the rupture on the pubic bone, marking the location where it is similar to half of a circle at the upper parts of the body.
E aprop igneys le cauteri del qual aquesta es la forma de lu:	 And then ignite the cautery whose form is as follows:
entro que sia mot rog e gete cintilhas.	 until it becomes very hot and shoots sparks.
E aprop reduzeys le budel o l’atela a la sua conquavitat, e aprop pause la sua ma sobre le loc per so que le budel no yesqua.	 And then return the intestine or hernia to its cavity, and place your hand over the area to prevent the intestine from coming out.
E tu ja has ubert entre las coyssas del malaute e dejos lu as pausat un coyssi, et autre servent sia sus las cambas de lu, e autre sus le pietz de lu, le qual tengua las suas mas.	 You have already opened the space between the patient's thighs, placed a cushion under them, and another servant on their legs, and another on their chest, holding their hands.
E aprop pausa le cauteri sobre aquel senhal am la tua ma am cauteri stan dreyt, e te aquel entro que am lu consieguas le os del pentenilh entro al mieg del duiduni; e itera am aquel autra veguada si a tu aquel no has conseguit en la primieyra veguada entro al os.	 Based on the pattern you've provided, here's the translation of the given sentence:
E observa saviament del ysiment del budel en la hora de la tua cauterizacio, que no comburas aquel budel per so que sobre le malaute no vengua in mort o autre gran malicia.	 And observe carefully the movement of the intestine during your cauterization, lest you burn that intestine and cause death or other great illness upon the patient.
E sapias que quan tu am le cauteri no atenhas le os, no confereys la tua operacio.	 And know that when using the cautery, do not touch the bones, lest you ruin your work.
E cove que·l cauteri dels enfants sia subtil segon le gran e la mesura de lor.	 It is fitting that the cautery for children be fine according to their age and size.
E aprop cura le loc del cauteri per tres dias am boder entro que sia remauguda la scara del foc.	 And carefully tend to the cauterized area for three days with bandages until the scab of the fire is removed.
E aprop cura aquel am les autres enguentz entro que sia sanat.	 And also tend to him with other ointments until he is healed.
E le malaute sia jasent sobre le sieu dos per xl dias entro que sia sigillat le loc e la plagua.	 And the patient should lie on their back for forty days, until the area and the wound are sealed.
E cove que pauses le nutriment de lu segon la longitut del temps de la curacio de lu le qual le linesca le ventre de lu, e que le budel no yesca fora deves le esforsament de guerir.	 It is fitting that you provide the patient's nourishment according to the length of time required for their healing, and that it does not cause the intestines to come out due to the effort of recovery.
E aprop quan se vol levar aprop xl dias, lahoras aministra liament decentment fayt, e tengua aquel per autres xl jorns.	 And when they wish to rise after forty days, then administer a properly made poultice, and let them keep it for another forty days.
E sia mermat de trebalh e de replecio de vianda e de beure, e de votz vehementz, quar quan usa de aquest regiment de sanacio entiera sira sanat.	 And let them be restricted from work and excessive food and drink, and from loud voices, for when they follow this complete regimen of healing, they will be healed.
E yeu diyre la curacio de las rupturas en las autras partidas del ventre, e so al comensament, e vols que no treguan, lahoras cauterisa la ruptura d’aquel am cauteri redon segon la quantitat de lu, e sia aquo que es exhurit de la codena ayssi cum la tersa partida de lu; e aprop cura aquel am aquo que havem dit, e no es ajustat.	 And I will describe the treatment for ruptures in other parts of the abdomen. At first, and if you do not want them to break further, then cauterize the rupture with a round-pointed cautery according to its size; and let what is excreted from the codena be treated as in the third part; and then treat it as described above, if it is not suitable.
E ja diyssero alcus primiers que ruptura sia cauterizada am cauteri triangular segon aquesta forma, pus que es senhada am tenta:	 And some have already said that the rupture should be cauterized with a triangular cautery according to this shape, because it is indicated by experience.
e es pausada linha que eys per la latitut en le latz pus sobira de la ruptura, e autra linha al desus; e depausa la tua ma am un cauteri clavilh, mays le primier cauteri es pus leugier e milhor.	 And place a line that goes through the latitude in the back above the rupture, and another line above it; and hold your hand with a pointed cautery, but the first cautery is lighter and better.
Capitol .xlvi.	 Chapter XLVI.
De cauterizacio de torcio.	 About Cauterizing the Umbilicus.
Quan endeve en alscus membres per cazement o per percussio dolor e persevera aquela dolor per lonc temps e no comfereys al u curacio am medicinas, lahoras cove que cauterizes am cauteri de punt.	 When a member has pain from a blow or a fall and the pain persists for a long time and you do not cure it with medicine, then you should cauterize with a pointed cautery.
E sia le cauteri de tot membre segon la magnitut e la parvitat de lu, e vertut e develitat de lu, e locacio de torcio e dolor de lu.	 And the size of the cautery should be according to the size and smallness of the member, its strength and weakness, and the location of the navel and pain in it.
Donc si·s sanat per le primier cauteri, bo es; e sino, lahoras itera sobre lu le cauteri; quar de costuma de aquelas dolors es que sian punctatz de membre ad aquel membre le qual apropinque al u, per que cove que consieguas aquels am cauteri entro que·l malaute sia sanat.	 Therefore, if it is healed by the first cautery, that is good; but if not, then repeat the cautery on it; for it is customary with those pains to be punctured from one member to another near it, so you should achieve them with the cautery until the patient is healed.
Capitol .xlvii.	 Chapter XLVII.
De cauterizacio de lepra.	 "On the Cauterization of Leprosy.
Les lebros alcunas veguadas am cauteri per mot gran juvament, e magerment si la specia de lepra que es fayta per putrefaccio de flacma e de melencolia.	 "Lepers are sometimes treated with a cautery for great benefit, especially if the type of leprosy is caused by the putrefaction of black bile and melancholy.
E donc cum tu vols cauterizar aquel, considera si la lepra es comussan e as aquela curada am aquo que havem dit en la divisio e no deysen, ni esta, e temes sobre le malaute que la corrupcio comprehenda tot le cors de lu e tota la compleccio de lu, lahoras cauteriza aquel sobre le cap am v cauteris: am un en le mieg loc del cap, e am le segon pus dejos de lu, eves le front a la fi dels cabels; e amdos sobre dos corns; e am un detras, sobre la nuca o servitz.	 "Therefore, when you want to cauterize such a person, consider if the leprosy is acute and has been treated with the water we mentioned in the division, and neither this nor that should be said about it, for fear that the corruption will spread throughout the entire body and all its complexion. Then cauterize that person on the head with five cauteries: one in the middle of the head, another below it, reaching the forehead to the hairline; and two on the temples; and one behind, either on the nape or the neck.
E ultima la tua ma am le cauteri un pauc entro que emprema en le os una petita empressio, e de lu sian deslocadas las scorsas, per so que la expiracio de grossas vapors sia alleujada de lu; e cauteriza sobre la melsa segon que es precesit.	 "Finish with your hand using the cauteries to press slightly into the bones and remove any hardness, so that the expulsion of gross vapors is relieved from him; and cauterize on the spleen as needed.
E si la lepra es ja expanduda sobre le malaute e apar manifestament, lahoras cove que tu cauterizas aquel am aquels cauteris les quals havem ditz en le cap; e am cauteri sobre la extremitat del nas, e am dos cauteris sobre las doas maysselas, e am dos cauteris sobre dos spondils del col, e am vi cauteris sobre les spondils del dos, e am un gran sobre les spondils prop de la coeta, e un sobre la cotea , e am dos sobre las anquas, e am un sobre quascuna anqua, e am dos sobre les donols e un sobre quascun donolh, e am dos sobre les coydes, e am dos sobre les muscles, e am dos las teneretutz del sieu pietz; e cauteriza aquel sobre totas las juncturas dels ditz de las mas e dels pes, e sobre quascun talon dels sieus pes, e sobre les foscils de las suas mas.	 "And if the leprosy has already spread across the patient and appears prominently, then you should cauterize him with those cauteries which we have mentioned on the head; and cauterize at the tip of the nose, and with two cauteries on both cheeks, and with two cauteries on both sides of the neck, and with six cauteries on both sides of the back, and one large one near the waist, and one on the waist, and two on each elbow, and one on each arm, and two on each wrist, and one on each knee, and two on each shoulder, and two on each ankle, and two on the soles of his feet; and cauterize him over all the joints of the fingers of the hands and feet, and over each heel of his feet, and over the soles of his hands.
E guarda te dels nervis les quals so sobre le talo que no comburas aquels.	 And be careful of the nerves that are on the heel, so that you do not burn them.
E alcunas veguadas es cauterizat am un cauteri sobre le os del pentenilh e am autre sobre la boca del stomac, e autre sobre le fietge.	 And sometimes it is cauterized with a cautery on the bone of the shin and another on the mouth of the stomach, and another on the chest.
E sapias que quant mays ajustas cauteris, tant es mays juvatiu e mays conferent; e sapias que le malaute no ha en le cauteri dolor, ayssi cum han les sas, per so quar le cors de lu ja es stupefayt.	 And know that the more precisely you apply cauteries, the more beneficial and effective they are; and know that the patient does not feel pain from the cautery itself, as his body is already numb.
E cove que les cauteris sian grans o paucs segon les membres e las juncturas segon que es precedit de las specias dels ferramentz.	 And it is necessary that the cauteries be large or small according to the members and joints, as previously specified in the list of instruments.
E aprop cura le cauteri am farina de errs coyta am mel e am l’autra curacio entro que sia sanat.	 And then treat the cautery with bran mixed with honey and with the other treatment until it is healed.
Capitol .xlviii.	 Chapter .48.
De cauterizacio de stupor.	 On the Cauterization of Stupor (Numbness).
Quan alcun membre es stabozit o adormit e es curat am medicinas, olis e emplastres, e no es sanat, lahoras tu cauteriza aquel membre stabozit am cauteris segon que merita la grandesa del membre o la parvitat de lu.	 When a member is numb or asleep and has been treated with medicines, oils, and plasters, and it does not heal, then you should cauterize that numb member with cauteries according to the size of the member, whether large or small.
E sia lo tieu cauteri intrant la ispicitut de la codena un pauc.	 And let your cautery enter a little into the tip of the spinal cord.
E aprop cura aquel am enguent entro que sia sanat.	 And then care for him with an ointment until he is healed.
E alscunas veguadas es cauterizada alcuna stupor le qual endeve a las mas e als pes, e als spondils del dos e ves le eysiment dels nervis les quals mavon aquel membre, e es remauguda la stupor.	 And sometimes some numbness is cauterized which affects the hands and feet, and the vertebrae of the back, and where the nerves that move that member come out, and the numbness is removed.
Mays no prusuma sobre aquo sino aquel que es savi en la anotomia dels membre e de la egressio dels nervis tot le cors moventz.	 But do not venture into this unless you are wise in the anatomy of the limbs and the exit points of the nerves that move the entire body.
Capitol .xlix.	 Chapter .49.
De cauterizacio de albaras que es morfea.	 Of the cauterization of hemorrhoids that are growing.
Quan albaras es antiqua e no comfereys a lu alcu dels enguentz de medicina, lahoras tu cauteriza sobre aquela am cauteri preon un pauc segon la quantitat de la specitut de la codena entro que sia remauguda la blancor e la color de lu, e la color de lu sia mudada.	 When hemorrhoids are old and you cannot cure them with any of the medicinal ointments, then you cauterize it with a cautery for a little while according to the size of the hemorrhoid until its whiteness and color disappear, and its color changes.
E aprop cura aquel am farina de errs e de lentilhas am oli rozat e am folhas de arnagrosa, e am sanc de colomba o am sanc de yronda, da cascuna sia una partida e totas sian mescladas, e aprop sia linit un drap e sus le loc sia pausat entro que sia sanat.	 And then care for him with a mixture of barley flour and lentils with olive oil and leaves of the arnica plant, and pigeon blood or sparrow blood, each being one part, all mixed together, and then a cloth is oiled and placed on the area until it is healed.
Capitol .l.	 Chapter .50
De cauterizacio de cranc.	 "On the cauterization of cancer.
Quan canser es comensan e vols aquel ostar, lahoras cauteriza aquel am cauteri de cercle en le circuit de lu ayssi cum es revolgut.	 "When cancer begins and you wish to remove it, then cauterize the area with a circular cautery following its outline as it turns.
E diysero les savis que sia cauterizat am lo derier cauteri en le mieg loc; mays a mi no es vist aquo, quar temi que sia ulcerat, e yeu ja e vist aquo alcunas veguadas.	 "And the wise have said that it should be cauterized with the last cautery in the middle of the lesion; but I have not seen this, because I fear that it may become ulcerated, and indeed I have seen this happen on some occasions.
E es pus dreyturier que sia cauterizat en le circuit de lu am cercle ayssi cum avem dit, o am motz cauteris.	 "And it is more appropriate that it be cauterized around the lesion with a circle as we have said, or with many cauteries.
Capitol .li.	 "Chapter II.
De cauterizacio de adubilati.	 "On the cauterization of abscesses.
Quan alcun adubilati es tardat en maturacio, e aysso es per la superfluitat fazen aquela, o per etat del malaute, quar es vielh en decrepitat, de pauc sanc, o per le temps, e tu vols festinar en la maturacio de adubilati; lahoras cauteriza en le circuit de lu am motz cauteris petitz punctan; e aprop leyssa aquela quar ela fastinara en maturacio.	 "When some abscesses are delayed in maturing, which happens due to the excess that causes them, or because of the patient's condition, whether old and frail, with little blood, or due to time, and you wish to hasten the maturation of the abscess; then cauterize around it with many small punctuating cauteries; and then leave it alone so that it will hasten in maturing.
Mays si tu vols la perforacio de lu am cauteri, lahoras tu igneys le cauteri del qual aquesta es la forma de lu: e depausa aquel en le mieg loc de adubilati entro que penetre la codena.	 "But if you wish to perforate it with a cautery, then heat the cautery which has this shape; and place that in the middle of the abscess until the point penetrates.
E si le cauteri en aquel loc que es pus dejos, per so que le cors del brac sia alleujat; e aprop cura aquel entro que sia sanat.	 And if you cauterize in that place which is lower, so that the arm's body is relieved; then care for that area to be healed.
Capitol .lii.	 That appears to mean "Chapter 52." However, without additional context or sentences, it's difficult to provide a more detailed translation. If you have more text from the same treatise, I can help translate it further.
De cauterizacio de corrodent.	 Of the cauterization of ulcers.
Corrodent es corrupcio ambulant en le membre, la qual corrodeys aquel ayssi cum a foc comedent lenha secca.	 An ulcer is a corruption that walks through the limb, which corrodes it as fire consumes dry wood.
Donc si vezes aquel corrodent en loc le qual sufferte cauteri am foc, lahoras tu igneys cauteris clavils motz paucs, e grans segon que es convenent en aquel loc en le qual es corrodent.	 Therefore, if you see the ulcer in a place where it can withstand cautery with fire, then heat up the cautery nails very few and large, according to what is appropriate for that place where it is ulcerated.
E aprop cauteriza aquel de tota partida entro que erradiques tota la corrosio e no romangua alcuna causa de lu.	 Then cauterize all around until you have completely eradicated the entire ulcer and left no trace of it.
E aprop leyssa aquel per tres dias, e pausa sobre les locs cauterizats solpre trissat am oli mesclat entro que las scaras sian totas eradicadas e tota la corrupcio.	 Then leave it for three days, and cover the cauterized places with a mixture of olive oil, until all the scabs are removed and all corruption is eliminated.
E aprop cura aquel am enguentz carn engendrantz.	 Then treat it with flesh-generating ointments.
Mays si aprop tres dias vezes que la carn nasca sana en la qual no es corrupcio, bo es; mays sino, lahoras itera le cauteri sobre aquo que es romas en les locs corrumputz.	 But if after three days you see that healthy flesh is growing in the place where there was no corruption, then it is good; but if not, then repeat the cautery on those places where there is still corruption.
E corrodent es medicat alcunas vetz am medicina aguda, quar aquela es meza en loc de cauteri.	 And it is treated sometimes with sharp medicine, because that is used in place of a cautery.
Mays empero cauteri am foc es de pus leugier juvament.	 But nevertheless, the cautery with fire is a more effective remedy.
E yeu ja e dit la curacio de lu am medicina aguda en la divisio, e donc pren aquela quan de lu auras endegencia.	 And I have already mentioned the treatment for it with sharp medicine in the division, and therefore take that when you will begin with him.
Capitol .liii.	 Chapter .53.
De cauterizacio de claus e dels autres semblants.	 On cautery of veins and other similar things.
Motas veguadas endeve a las partidas dejos del pe malautia que s’apela clau, e es causa grossa, fentrada, la qual ladeys le pe; e cauteri en aquels es segon dos manieyras, so es cauteri am foc e cauteri am aygua cauda.	 Many times it is seen that in the parts below the sick foot, which is called a vein, and it is large and deep, which enters the foot; and cautery in these is done in two ways, that is cautery with fire and cautery with hot water.
Mays cauteri am foc es que igniscas le cauteri concau semblant a pena de voltor, le qual sia feyt de ferr segon la quantitat la qual contengua le clau de tota partida, e sia de subtils marguas.	 However, the fire cautery is that you burn the cautery concave like a vulture's beak, which should be made of iron according to the quantity that the vein contains throughout its length, and it should have fine edges.
E aprop pausa aquel ignit sobre le clau, e aprop revolveys la tua ma am le cauteri en le circuit del clau entro que·l cauteri pervengua a la profunditat del clau.	 Then place that red-hot (ignit) on the vein, and then turn your hand with the cautery around the circumference of the vein until the cautery reaches the depth of the vein.
E leyssa aquel per tres dias entro que comense getar brac.	 And leave it for three days until it begins to scab over.
