Ayssi comensan las paraulas de Albucasim .	Here is the translation of the provided line:
E aprop leva la tua ma, e aprop itera le cauteri alcunas veguadas segon que vols.	And then lift your hand, and then repeat the cautery several times as you wish.
E aprop le malaute huompla la sua boca de aygua de sal e tengua aquela per una hora, e pueys stupa aquela, quar la dent mauguda es fermada e la gengiva mollificada es strenguda e la humiditat corrompuda es exsiccada.	And then the patient should fill their mouth with salt water and hold it for an hour, and afterwards spit it out, because the rotten tooth is hardened, the softened gum is strengthened, and the corrupted moisture is dried.
Capitol .xxi.	Chapter XXI.
De cauterisacio de dolor de dent.	On the cautery of tooth pain.
Quan dolor de dent es per fregiditat, o en lu es freg o verm, o no comfereys la curacio am medicina, lahoras cauteri en aquela es segon dos manieyras: o cauteri am boder de vacas, o cauteri am foc.	When tooth pain is due to cold, or if it is cold or inflamed, or if you do not find relief with medication, then apply cautery in two ways: by using the horn of a cow, or by using fire.
Cauteri am boder es que tu prenguas boder de vacas e bulhas aquel en culhe de ferr , e aprop pren coto e envolopa le sobre la extremitat de la tenta, e aprop enmergeys aquel am boder bulhit, e pausa aquel sobre la dent dolorosa festinantment entro que sia enfregidat.	Cautery with horn is when you take the horn of a cow and boil it in iron water, then take a piece and wrap it in linen, and then apply it to the painful tooth while it is still hot from boiling until it cools down.
E aprop itera aquela alcunas veguadas entro que la vertut del foc pervengua a la razit de la dentz.	And then repeat this several times until the heat penetrates to the root of the tooth.
E si voys, submergeys lana o coto en le boder desus dit, e pausa aquel sobre la dent dolent, e pausa sobre aquel ferr ignit entro que·l ferr pervengua al preon de la conquavitat de la dent.	And if you want, soak wool or cloth in the liquid mentioned above, and place it over the painful tooth, and place a heated iron on top of that until the iron reaches the core of the cavity of the tooth.
Mays empero la cauterizacio am foc es que tu atendas a la quannula de eram o de ferr, e sia en le cor de lu alcuna grocesa e la acuitat del foc no pervengua a la boca del malaute.	And yet, the cautery with fire is what you should pay attention to the needle of iron or bronze, and if there is any roughness in the core and the sharpness of the fire does not reach the mouth of the wound.
E aprop igneys le cauteri la forma del qual vindra, e pausa aquel sobre la dent e te la tua ma entro que·l cauteri sia enfregidat; e fay aquo alcunas veguadas quar la dolor sira remauguda o en aquel dia o en l’autre dia.	And then heat the cautery which will take the form you desire, and place it on the tooth while keeping your hand inside to ensure the cautery is sufficiently heated; and do this several times until the pain subsides or on the following day.
E cove que per empressio de aquel cauteri que·l malaute umpla la sieua boca de bon boder e tengua aquel per una hora e aprop scupa le; e aquesta es la forma del cauteri.	And it is necessary that by the application of that cautery, the patient fills their mouth with good food and holds it for an hour, then cleans it out; and this is the form of the cautery.
E cauteriza am qual que tu voys extremittat segon que a tu es possible.	And cauterize whichever extremity according to what is possible for you.
E aquesta es la forma de la cannula:	And this is the form of the cannula:
Capitol .xxii.	Chapter XXII.
De cauterizacio de extrophulos.	On the cauterization of exstrophy. 
Quan extrophulos so de flecma e de humors fregas e no so hobedientz a digistio per medicinas e tu voys la digistio de aquelas leugerament, lahoras tu igneys le cauteri conquau la forma del qual es aquesta seguen, havent dos extremitatz hubertas per que yesca le fum deves le cauteri per l’autra extremitat, e pausa aquel ignit sobre aquel apostema una veguada, e autre si indigeyses de aquel, entro que pervengua al preon del apostema.	When the swellings are caused by phlegm and cold humors and do not respond to digestion through medicines and you wish to digest those lightly, then ignite the cautery which has a shape as follows, having two curved ends so that smoke comes out from one end of the cautery, and place that ignited cautery once upon the swelling, and repeat if necessary until it reaches the core of the swelling.
E si l’apostema es pauca, lahoras pausa le cauteri segon la quantitat del apostema, e aprop leyssa le per tres jorns e pausa sobre lu coto enfus en boder entro que sia remaugut aquo que·l foc ha comburit.	And if the swelling is small, then apply the cautery according to the size of the swelling, and afterward leave it for three days and place a piece of cloth dipped in ointment over it until what the fire has burned is healed.
E aprop cura aquel am enguent e tentas e draps entro que sia sanat.	Then treat it with ointment and bandages until it is healed.
E la forma de la cannula o deu cauteri a tal es comveyter.	And the shape of the cannula or cautery for this purpose is as follows.
Capitol .xxiii.	Chapter XXIII.
De cauterizacio de rauquiera de votz e de constriccio de ale.	On the cautery for hoarseness of voice and constriction of the windpipe.
Quan las humiditatz veno sobre le quanal del pulmo, e majorment quan aquo es am fregiditat de compleccio, lahoras cove que·l malaute sia evacuat al comensament am medicinas laxativas, e aprop cauteriza aquel deves la razit del golayro en le loc depremegut.	When the humidities come upon the canal of the lung, and especially when this happens due to cold composition, then it is necessary that the patient be evacuated at the beginning with laxative medicines, and then cauterize those areas by applying a cautery to the root of the windpipe in the affected area.
E guarda te que no pervenguas am le cauteri al golayro ni no comburas de la codena de lu sino un pauc.	And be careful not to penetrate too deeply with the cautery into the groin, nor burn more of the skin than necessary.
E cauteriza aquel am autra cauteri deves la junctura del col en le derier espondil de lu.	And cauterize that area with another cautery at the joint of the neck in the last vertebra of the spine.
E·l cauteri de lu sia clavilh sego la maniera precedent.	And the cautery should be applied in the manner previously described.
E aprop cura aquel am aquo que es precedit entro que sia sanat.	Then treat that area with the method described until it is healed.
Capitol .xxiiii.	Chapter XXIV.
De cauterizacio de malautia del pulmo e de tos.	On the cauterization for lung disease and cough.
Quan tos e malautia de pulmo so de humiditatz fregas e le malaute no ha febre ni tisic e es malautia antiqua, lahoras cauterisa aquel am dos cauteris sobre la furcula en les locz depremegutz leontz e buoytz; e am autra cauteri en le mieg loc del pietz entre dos mamillos; e sia le cauteri clavilh segon la forma precedent.	When cough and lung disease are caused by infiltrating humidities, and the patient does not have fever or consumption and the illness is chronic, then cauterize that area with two cauteries on the furcula (collarbone) at the points near the lungs and ribs; and with another cautery in the middle of the foot between the two malleoli; and let the cautery be applied according to the previous form.
E si vols, sia la tua cauterizacio punctan am le cauteri que es apelat puncta, la forma del qual precedeys en la ponctacio de dolor de aurelhas.	And if you wish, perform your cautery by puncturing with a cautery that is called "puncta," the form of which you precede in the puncture for ear pain.
E sian puntz entro cays ad aquels; e aprop cura aquel am aquo meteys que es precedit entro que sia sanat.	And make points within these areas for them; and then treat that with whatever method which is prescribed until it is healed.
E ya sia le cauteri haventz tres ramps quar cauterizacio es am aquel: am una veguada podes far tres cauteris segon aquesta forma:	And here is the translation:
Capitol .xxv.	Capitol .xxv.
De cauterizacio de titillic que es le cap del ajutori.	Of cautery of hemorrhoids which is the head of the aiders.
Quan le cap del ajutori es dislocat per causa de humiditatz lubricas e no es fermat en la hora del sieu retornament deves la sua dislocacio entro que sia a lu aquo costuma de retornar, e aprop per un petit movement es deslocat ayssi que s’endeve, ayssi cum nos havem testificat, lahoras cove que primieyrament redusiscas la dislocacio, e aprop le malaute sia reversat sobre le sieu dos o sobre le latz sa; e aprop eleva la codena la qual es en la partida dedintz del citillic a las partidas desus am les ditz de la tua ma sinistra, si la junctura es dislocada a las partidas dedintz.	When the head of the joint is dislocated due to slippery moisture and is not fixed at the time of its return, you should place its dislocation where it usually returns, and then with a small movement it gets dislocated again, as we have testified, so that first you reduce the dislocation, and then the patient should be turned over on his back or on his side; and then lift the chain which is inside the socket towards the upper parts using the fingers of your left hand, if the joint is dislocated inwardly.
E aprop igneys le cauteri havent dos caps; e aquesta es la forma de lu:	And then light the cautery having two heads; and this is its form:
E aprop cauteriza la codena entro que penetre aquela entro al autre latz; e vindra la figura de cauterizacio lahoras de iv caps cauteris.	And then cauterize the chain before it penetrates into the other side; and the figure of the cautery will come to have four heads.
e so aquel subtils segon la quantitat de tenta; e aquesta es la forma de lu:	And thus those subtleties depend on the quantity of tension; and this is its form:
E alcunas veguadas es ajustat segon aquest comte i per que son les cauteris .viii.	And sometimes it is adjusted according to this count, and that is why there are eight cauteries.
E aprop pausa sobre le cauteri porys cuytz am sal, e aprop fay adherir le malaute a trenquilitat, e lo membre no sia maugut per alcun temps entro que sia confortat.	And then place salt on the cautery points, and subsequently secure the patient in tranquility, ensuring that the limb is not moved for some time until it is healed.
E si la dislocacio es a las partidas desus e tart es fayt aquo, lahoras cauteriza sobre le muscle am cauteri clavilh o am motz cauteris puntan, quar la junctura es confermada e la humiditat es romauguda e le malaute es sanat.	And if the dislocation is in the upper parts and this has to be done, then cauterize over the muscle with a claw-shaped cautery or with multiple pointed cauteries, for the joint is confirmed, moisture is reduced, and the patient is healed.
Capitol .xxvi.	Chapter XXVI.
De cauterizacio del stomac.	On the cauterization of the stomach.
Quan veno en l’estomac freg e motas humiditatz entro que aquel extrazo de la sua compleccio e so multiplicatz raumases a lu, e si tu continuas las manieyras de curacio e no confereyso, lahoras cove que le malaute sia sobre le sieu dos ressupinat, e extenda las suas mas e las suas coysas, e aprop cauteriza aquel am tres cauteris: an un cauteri dejos le pietz per la quantitat d’un dit am cauteri clavilh, e am dos cauteris dejos del dos costatz del cauteri, entro que vengua la figura de cauteri triangulada; e elonga entre els que no sian ajustatz que faran poyredura.	When cold and various humidities come into the stomach, causing it to distend beyond its natural composition and multiply rheumatic conditions in him, if you continue with the methods of treatment but do not achieve resolution, then the patient should lie on their back propped up, extend their arms and legs, and then cauterize that area with three cauteries: place one claw-shaped cautery under the feet for a length of one finger, and two other cauteries below each side of this cautery so that the shape of a triangular cautery is formed; space them out so they do not touch to avoid excessive burning.
E si la profunditat del cauteri la quantitat de les dos terses de la grocesa de la codena.	And if the depth of the cautery is two-thirds the thickness of the chain.
E sia la figura del cauteri segon aquesta forma ses addicio, E si vols, cauteriza am gran cauteri en le mieg loc del estomac segon aquesta forma; et aquest sia un cauteri segon la forma de cercle segon aquesta forma:	And let the shape of the cautery be according to this form with this addition: And if you wish, cauterize with a large cautery in the middle part of the stomach according to this form; and this shall be a cautery according to the shape of a circle according to this form:
E sia cauterizat l’estomac punctan ad aquel que de aquest cauteri es spaventat: e es que tu senhes sobre l’estomac punt segon la quantitat que voles am tenta, e aprop cauteriza aquel am cauteri en les puntz; e aprop cura aquel am la curacio qu’es precedita entro que sia sanat.	And let the stomach be cauterized in points to someone who is frightened by this cautery: and it means that you place on the stomach points according to the amount you want with a probe, and then cauterize those points with a cautery; and then treat that area with the treatment that precedes until it is healed.
Capitol .xxvii.	Chapter XXVII.
De cauterizacio del fietge fret.	From the cautery of the cold spleen.
Quan endeve en le fietge dolor per fregiditat o per humiditat o per grossa ventositat entro que de la sieua normal compleccio sia getat per egressio superflua, e es curat le malaute am aquo que havem dit e no comfereys, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e senhes am tenta tres cauteris segon aquesta forma et aquesta quantitat meteyssa sobre le fietge dejos dels ipocondres, la hon perve le decubit de home.	When pain in the spleen arises from cold or moisture or due to excessive wind (gas) that disrupts its normal composition through superfluous egression, and the patient is treated as we have said but does not improve, then the patient must be made to lie on their back, and you should apply three cauteries with a thread according to this form and quantity over the spleen below the hypochondria, which will help the patient's recumbent position.
E sia l’espazi le qual es entre quascun cauteri segon la grossetut del dit, e sia le cauteri segon la longitut del cors dreyta.	And the space between each cautery should be according to the thickness of a finger, and the cauteries should be according to the length of the body straight.
E no compremas la tua am le cauteri mot.	And do not press too hard with the cautery.
E si la quantitat de aquo que es adhurit la quantitat de la maytat de la specitut de la codena, e no y sia pus ajustat; e si le malaute stant sobre les pes de lu; e si no es estant, lahoras sia jassent, le qual ja ha extendudas las suas coysas, e eleve les sieus brasses.	And if the amount that is added equals half the weight of the chain, and it should not be any tighter; and if the patient is standing on their feet; and if they are not standing, then let them lie down, with their legs spread apart and their arms raised.
E es aquesta la forma del cauteri:	And this is the form of the cautery:
E a tu es possible que cauterizes aquestz cauteris am cauteri cutellar, quan es am tu subtilitat e prudencia en l’art.	And it is possible for you to cauterize these cauteries with a knife-shaped cautery, when done with subtlety and prudence in the art.
E guarda te que trop no procesiscas en la cauterizacio, e sia adhurida la specitut de tota la codena per que sia adhurit tot le cors e pervengua entro als budels, quar la codena aqui es subtil; e sapias aquo.	And be careful not to process too much during the cauterization, and let the application cover the entire chain so that it adheres to the whole body and penetrates into the intestines, for the chain here is subtle; know this.
Capitol .xxviii.	Chapter XXVIII.
De perforacio de apostema del fietge am cauteri.	On the piercing of an abscess in the armpit with a cautery.
Quan endeve excitura o apostema en le fietge e voles saber si aquel apostema es en le carn del fietge o en la tunica de lu, lahoras si es en la carn del fietge, le malaute atrobo gravitat e dolor ses acuitat.	When there is an excrescence or abscess in the armpit and you want to know if that abscess is in the flesh of the armpit or in its skin, then if it is in the flesh of the armpit, the patient will experience heaviness and sharp pain.
E si es en la tunica del fietge, am la dolor es acuitat gran e vezes que ja afatiguatz les metges la cura de lu.	And if it is in the skin of the armpit, the pain is very sharp and often the treatment can exhaust even the most skilled doctors.
Donc cove que·l malaute sia enversat sobre la sieua cervit; e aprop senha le loc de l’apostema am tenta; e aprop igneys le cauteri le quel es asemblat a rag, la forma del qual a precedit en l’autra pagina.	Therefore, the patient should be placed face down on their cervit (likely referring to a type of support or bed); then probe the area of the abscess with a tent (possibly a slender instrument); then heat the cautery, which resembles a rod, the form of which has been described on the previous page.
E cauteriza am aquel i cauteri entro que tota la codena sia comborida, entro que pervengua al ciphac, entro qu’en yesca sania.	And cauterize with that cautery until all the wound is burned, until it reaches the bone, until pus comes out.
E aprop cura aquel per curacio dels autres apostemas entro que sia sanat.	And then treat that by treating other swellings until it is healed.
E no cove que de aquesta forma de cauteri use sino aquel del qual le estudi en l’art de medicina es prolonguat, e en las mas del qual motas malautias an conogut; mays aquest am esperiment alcunas veguadas sia ardit sobre aquesta operacio, mays empero leyssa aquela deves nos, e es miels.	And it is not necessary to use this form of cautery except by one whose study in the art of medicine has been prolonged, and in whom many illnesses have been known; yet even this should sometimes be bold on this operation, yet still leave that to us, and it is better. 
Capitol .xxix.	Capitol .xxix.
De cauterizacio de plauresi.	From the cautery of pleurisy.
Diyssero les antics cauteri de las razitz de aristologia a plauresi frega segon aquesta manieyra esser fazedor, e es aquest que tu prenguas de las razitz de aristologia longa secca una razit pun longua que es trobada, e sia de la grossetut del dit.	Here is the translation of the provided sentence:
E aprop submergeys aquela en oli e eysen aquela al foc, e aprop cauteriza per un cauteri en aquel loc le qual es entre la continuacio de la furcula am le col; e am dos cauteris petitz dejos guidazi, un pauc declinans a la partida que es dejus la barba, e am dos cauteris en aquo que es declinant entre la quinta costa e la cizena, declinant un pauc a las partidas detras; e am autre cauteri en le mieg loc del pietz; et am autre sobre l’estomac, et am tres cauteris de las partidas detras; et am un cauteri en aquel loc le qual es entre las dos spallas, e am dos cauteris dels dos latz del pietz, dejos le cauteri le qual es entre doas spallas.	And then immerse it in oil and heat it over the fire, and then cauterize with a cautery at that spot which is between the continuation of the collarbone and the neck; and with two small cauters guide them slightly downward towards the area below the beard, and with two cauters on that which slopes between the fifth rib and the spine, tilting slightly to the areas behind; and with another cautery in the middle part of the foot; and with another over the stomach, and with three cauterizations at the areas behind; and with one cautery at that spot which is between both shoulders, and with two cauters from both sides of the foot, leaving the cautery which is between the two shoulders.
E no cove que compremas la tua ma am le cauteri, ans sia en le manifest de la codena en obra.	And you do not need to touch your hand with the cautery, but rather apply it to the surface of the chain (likely meaning a specific part of the body or an area marked for treatment) in operation. 
E ja diyssero alscus antics que so alscus dels homes les quals uson de cauteri de ferr semblant a ray e igneysso aquel, e meto aquel en aquel loc le qual es entre las costas, entro que pervenguam am aquel ad aquel apostema e sia foragetada sania, ayssi cum havem dit en l’apostema del fietge.	And the ancients have already said that some men use an iron cautery resembling a ray and heat it up, then place it in the location between the ribs, until they reach the abscess with it and clear out the pus, just as we have described for the abscess of the liver.
Mays en aquesta perforacio am cauteri no es ses temor, quar hu mor tantost ho accideys en le loc fistula a la qual no es sanacio.	And in this puncture with a cautery, there is no need for fear, because one dies immediately if you apply it to the location of the fistula that cannot be healed.
Capitol .xxx.	Chapter XXX.
De la cauterizacio de la melsa.	On the cautery of the mole.
Quan tu curas la malautia de la melsa am aquo que havem dit de la curacio en la divisio e no confereys la tua curacio, lahoras cauteri en lu es segon tres manieras, las quals totas son dreyturieras, de las quals la una es que fassas tres cauteris o quatre linhan segon la longitut de la melsa segon la figura dels cauteris del fietge, la figura dels quals ha precedit.	When you treat the disease of the mole using what we have said about the treatment in the division and if your treatment does not succeed, then apply cautery to it in three ways, all of which are correct. One of these methods is to make three or four linear cauteries according to the length of the mole, similar to the shape of the liver cauteries, the form of which has been described previously.
E sia entre quascun cauteri la grossetut d’un dit o un pauc mes, e la manieyra del cauteri sia la manieyra la qual havem dita en le cauteri del fietge engualment.	And there should be the thickness of one finger or a little more between each cautery, and the method of the cautery should be the same method we have described for the cautery of the liver.
E no compremas la tua ma am le cauteri; e le malaute sia eves sobre lo sieu dos.	And do not bring your hand close to the cautery; and the patient should be lying on his back.
E es autra manieyra de cauterizar, so es que tu igniscas le cauteri haventz dos vertimentz, la qual causa havem dita en le capitol de dislocacio del muscle, e elava la codena la qual es en le endreyt de la melsa la hon perve le jazer del malaute sinistre.	And there is another method of cauterization, which involves heating the cautery with two burners, a technique we have described in the chapter on muscle dislocation, and lifting the bandage that is along the side of the thigh where the patient lies on his left side.
E sia la tua elevacio am la qual elevas la codena segon la longuesa del cors, per que sian faytz cauteris segon la latitut del cos.	And let your elevation, with which you lift the bandage according to the length of the body, be such that cauteries can be made according to the width of the body.
E aprop entromet les dos vernimentz, ignitz mot, en aquel entro que am aquels penetres la codena de la autra part.	Then insert the two burners, which you have heated, into that area where with them you penetrate the bandage from the other side.
E aprop extrayt le cauteri; e donc son faytz quatre cauteris.	Then remove the cautery; and thus four cauteries have been made.
E si voys, cauteriza am cauteri havent tres vernimentz.	And if you wish, cauterize using a cautery with three burners.
E aprop tu cura le cauteri pus que aia laysat de getar brac per trops jorns, quar mays es comferent que las autras causas precedentz en la curacio.	Then you treat the cautery after it has rested and stopped bleeding for several days, because it is more beneficial than other previous causes in the healing process.
Capitol .xxxi.	Capitol .xxxi.
De cauterizacio de ydropici.	From the cautery of hydrops.
Cauteri no catz en ydropici sino en alcinte3 propriament.	Cauteri no catz en ydropici sino en alcinte3 proprietary.
Quan tu curas le ydropic am las manieyras de curacio las quals havem ditas en la divisio e no confereys la tua curacio, lahoras cove que aquel cauterizes am quatre cauteris en le cercuit del embelic e am un cauteri sobre l’estomac, e am autre cauteri sobre le fietge, e am autre cauteri sobre la melsa, e am dos cauteris entre les spondils del dos, e un cauteri en lo dreyt del pietz, e am autre cauteri sobre l’estomac.	When you treat the dropsy with the methods of cure that we have mentioned in the division and do not conform your treatment, then it is necessary to cauterize with four cauteries around the navel and with one cautery on the stomach, and another cautery on the liver, and another cautery on the spleen, and two cauteries between the vertebrae of the back, and a cautery in the center of the foot, and another cautery on the stomach.
E la quantitat de la profunditat del cauteri sia propdana a la spicitut de la codena.	And the depth of the cautery should be determined according to the severity of the disease.
E aprop layssa le cauteri ubert per so que gete brac per lonc temps.	Then leave the cautery open so that it burns for a long time.
E no evacuas le malaute de curacio aprop le cauteri am aquo que cove per que sian agreguadas a lu doas entencios, e sira festinada a lu am ajutori sanacio.	And do not evacuate the patient from treatment immediately after the cautery because it is necessary for two intentions to be added to it, and thus it will quickly aid in their recovery.
La forma del cauteri am lo qual es cauterizat lo ventre sia clavilh segon que la forma de aquel es desus precedent, e es aquel am le qual es cauterizat le dos sia olivar segon qu’es precedent a la sua forma.	The shape of the cautery with which the abdomen is cauterized should be key-shaped, according to the previously described form, and the shape of the cautery with which the back is cauterized should be olive-shaped, according to the previous description of its form.
Capitol .xxxii.	Capitol .xxxii.
De cauterizacio de pes e de las coyssas.	Of the cauterization of feet and of the thighs.
Quan les pes so apostematz en ydropitz e so repletz de aygua sitrina, cove que cauterisas les pes sobre le dos del pe in nocrati aquo que es entre le auricular e le anular, e eleva la tua ma am le cauteri e no torses aquel; e aprop eleva la tua ma, e no retornes aquela de tot, quar l’aygua satrina rezuda.	When the feet are inflamed with dropsy and filled with watery fluid, you must cauterize the feet on the back of the foot between the little finger and the ring finger, lift your hand with the cautery without twisting it; then raise your hand, but do not completely withdraw it, because the watery fluid will ooze out.
Es le cauteri segon aquesta forma: E aprop fay sobre las doas coyssas dos cauteris, e en quascuna coysa sia feyt cauteri am la extremitat del cauteri cutellar.	The cautery is made in this form: Then make two cauteries on both thighs, and let each one be performed with the pointed end of a knife-like cautery.
E sia le cauteri segon la longitut de la coyssa: i dejos le denolh e l’autre jos le mieg loc de la coyssa; e sobre quascuna coyssa dos cauteris.	And let the cautery be according to the length of the thigh: place one at the top and the other at the middle of the thigh; and on each thigh, two cauteries.
E layssa la plagua uberta ses curacio per lonc temps per so que alcuna aygua resuda de lu.	And leave the wound open for a long time so that some fluid may ooze out of it.
E aprop cura le am aquelas causas las quals havem ditas.	Then treat it with those causes which we have mentioned.
Capitol .xxxiii.	Chapter XXXIII.
De cauterizacio de cos de ventre.	On the cautery of the abdominal area.
Quan cos de ventre es per freg e per humiditat entro que debelice las vertutz, so es la vertut digestiva e retentiva, las quals so en l’estomac e en les budels, e es curat aquo am las manieyras de curacio e no confereys, e vezes le malaute suffertan cauteri de vertut exhiberant, lahoras cauteriza aquel am gran cauteri sobre le sieu stomac segon que a precedit en la cauterizacio del estomac, am le cauteri del cercle e am quatre cauteris en le cercuit del embelic subtils, am cauteri clavilh subtil; e am cauteri sobre le alcatin sobre alozis gran, o am dos cauteris.	When the belly is weakened by cold and humidity which impair its virtues, these being the digestive and retentive functions that reside in the stomach and intestines, it is treated with methods of cure rather than prevention. Sometimes patients have endured cauteries to exhibit virtue, so you should cauterize that with a large cautery on their stomach according to what has preceded in the cauterization of the stomach, with a circular cautery and four cauteries around the delicate navel, using a subtle nail-shaped cautery; and with a cautery over the alvine (related to bowels) area above the larger muscles, or with two cauteries.
E si vezes las humiditatz exhuberants e le malaute aquo tollerant, lahoras cauteriza aquel sobre le pentenilh e sobre les budels, e fort leu ajustant dos cauteris sobre l’estomac e prop dels inguonas, quar es curacio perficent de juvament de la qual no erras.	And if you expel the excessive humidity and the patient can tolerate it, then apply a cautery over the bladder and over the intestines, and strongly adjust two cauters near the stomach and close to the inguinal area, for this is a perfect cure for quickly alleviating the condition without error.
Capitol .xxxiv.	It seems like you've provided a section marker, "Capitul .xxxiv.", which indicates the start of chapter thirty-four in a text. Since there's no additional content to translate or explain, if you have specific lines or content from this chapter that require translation or explanation, please provide them, and I'll be happy to assist!
De cauterizacio de emorroydas antiquas.	This line translates to:
Quan so en la natura derier emorroydas antiquas o una de humors grossas fregas o de humiditatz corrompudas, e son curadas am aquo que havem dit en la divisio e no confereys la tieua curacio, lahoras cauterisa am tres cauteris sobre le pus dejos spondilh del dos petit e petit triangular, e am cauteri desus le ombelic cays per dos ditz.	When it is in the nature of old hemorrhoids or thick humors that infiltrate or corrupted humidities, and they are treated with what we have said in the division and you do not approve your own treatment, then cauterize with three cauteries on the pus of the lower vertebrae, small and small triangular, and with a cautery above the navel by two fingers.
E si doptas que l’estomac de lu sia enfregidat e la vianda de lu no sia degerida, e la cara de lu vezes apostemada, lahoras cauteriza aquel sobre l’estomac am gran cauteri segon que es precedit; e am un cauteri sobre fietge, e am autre cauteri sobre la melsa de lu am cauteri clavilh, e leyssa le cauteri per alcun temps ubert, e aprop cura lu entro que sia sanat.	And if you think that the stomach of the patient is chilled and the food of the patient is not digested, and their face often becomes inflamed, then cauterize that area on the stomach with a large cautery as previously described; and with one cautery on the spleen, and another cautery on the liver with a nail-shaped cautery, leave the cautery open for some time, and then treat internally to heal them.
Capitol .xxxv.	Chapter XXXV.
De cauterizacio de atheyl aprop la abscizio de lor.	On the cauterization of the throat near the removal of them (the growths or affected areas).
Quan tu abscindes atheyl, lahoras tu igneys le cauteri que es asemblat a ray.	When you cut away the growths, then ignite the cautery that resembles a ray.
Aprop entremet aquel ignit en aquel atheyl abscis, e ultima la tieua ma entro que pervengua le cauteri al orifici de la vena de la qual ve la sanc.	Then insert that ignited piece into the severed artery, and keep your hand steady until the cautery reaches the opening of the vein from which the blood is coming.
E fay aquo una vetz o doas, quar si achieyl son trops, lahoras cauteriza quascun de lor segon que havem recontat, e aprop cura aquels am aquo que confereys a lor dels enguentz entro que sia sanat.	And do this once or twice, for if they are too numerous, then cauterize each one as we have described, and then treat them with ointments until they are healed.
E si cauterizas am gran cauteri sobre alquatin, es mays derier en juvament.	And if you cauterize with a large cautery on any area, it is more harmful to healing.
Capitol .xxxvi.	Chapter XXXVI.
De cauterizacio de fistolas que son faytas en la natura derie en las partidas de lu.	On the cauterization of fistulas that are naturally harmful in those areas.
Quan la natura no obeziys a la obra la qual havem recomtada en son loc, e·l pacient es espaventat per aquo, sia sanat am cauteri.	When nature does not obey the treatment we have recommended for it, and the patient is frightened by this, they should be treated with a cautery.
Donc quan ad alcun ve fistola en la natura derier, e es antiquada, corro sania de lu e humiditatz corrompudas, e donc aquo que es pus digne que cove es que proes aquela am tenta subtil, e aprop conoys la quantitat de la profunditat de lu am la devant dita tenta.	Therefore, when someone has a fistula that is naturally harmful and is old, it discharges pus and corrupted moisture. What is most appropriate in this case is to probe it with a fine needle, and then determine the depth of it with the aforementioned needle.
Aprop igneys le cauteri que es semblant a ray.	And ignite the cautery that resembles a ray.
E aprop met aquel cauteri ignit en aquesta fistula, e segon la quantitat en la qual intrec la tenta.	And then place the ignited cautery into this fistula, according to the extent to which the probe enters.
E itera sobre aquela le cauteri entro que sian comburitz aquels cors corrumputz tost una veguada o dos o tres, segon la quantitat de la tua necessitat.	And repeat the application of the cautery inside until those corrupted parts are burned thoroughly once or twice or thrice, according to the extent of your need.
E guarda te de combustio de nervi e de vena; o si fistula va al cors de la vesica o al cors del budel, lahoras guarda te de totz aquels locz; e no fassas aquo sino quan la fistula es en loc carnos e cogitas que no es penetrant.	And beware of burning the nerves and veins; or if the fistula leads to the body of the bladder or to the intestines, then be careful of all those areas; and do not do this unless the fistula is in a fleshy area and you think it is not penetrating further.
E aprop cura le loc entro que sia sanat.	And then treat the area inside until it heals.
E si le loc es sigillat, e so abscindidas de lu las materias, e roman ayssi per lonc temps, lahoras sapias que ja es curat entierament.	And if the area is sealed off and the materials are cut off from it, and remain that way for a long time, then know that it is already completely cured.
E si las materias no so de lu ostadas, lahoras sapias que es penetrant o en le preon de lu os corromput, o cays aquo de aquelas causas de las quals vindra rememoracio en son loc.	And if the materials are not expelled from it, then know that it is penetrating either into the marrow of the corrupted bone or that this comes from those causes which will bring about a recurrence in its place.
Capitol .xxxvii.	Capitol .xxxvii.
De cauterizacio dels ronhos.	Of the cautery of hemorrhoids.
Quan en les ronhos endeve dolor per freg o per grossa ventozitat, e per aysso le coyt del malaute es amermat, lahoras cove que cauterizes aquel sobre les ronhos am cauteri sobre quascun ronho am cauteri clavilh del qual precesic la rememoracio.	When hemorrhoids cause pain due to cold or excessive wind (gas), and thus the life of the patient is disturbed, then it is necessary to apply cautery on the hemorrhoids with a nail-shaped cautery over each one, for which the precise memory (procedure) should be recalled.
E fort leu cauterizam am le segon un petit dejos, per que vindran tres cauteris liniatz, e donc siran mays deriers en juvament.	And apply the cautery strongly with a small interval between them, so that three linear cauteries will result, and thus they will be more effective in healing.
Capitol .xxxviii.	Chapter XXXVIII.
De cauterizacio de la vesica.	Of the cautery of the bladder.
Quan accideys en la vesica debelitat e mollificacio per freg e per humiditatz ayssi que·l malaute la urina no retengua, lahoras cauteriza aquel en la partida pus dejos sobre la vesiqua, la hon comensan les pels del pentenilh, e cauteriza am un cauteri en la partida dreyta, e am autre en la senestra de lu.	When you encounter weakness and softening of the bladder due to cold and humidity such that the patient cannot retain urine, then apply cautery slightly above the bladder, where the pubic hair begins. Apply one cautery on the right side and another on the left side of it.
E sia la longitut de quascun cauteri segon la cantitat dels not del pous; e cauteriza aquel am cauteri en la partida pus bassa del dos, o am dos cauteris si es necessitat.	And the length of each cautery should be according to the number of the patient's fingers; apply the cautery at the lowest part of the back, or with two cauteries if necessary.
E sia cauteri clavilh segon que es procesit.	And let the cautery be in the shape of a claw as it is processed. 
