Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucaçim.
E no cove que fassas aquo en la hora de las curacios o tantost aprop la infusio.	And it is not necessary to do this during the time of treatments or right before the infusion.
Habantz cove que tu alienes aquo per so quar la aygua puega leugierament per gran e vehement de reguardament.	However, it is necessary that you dilute this so that the water can easily permeate through, with great and strong attention.
Mays si accideys apostema caut, lahoras cove que deslias le huel denant le vii dia, e rectifica aquel am aquo que ceda apostema.	But if an abscess occurs and needs cauterization, then you must remove the bandage before the seventh day, and treat it with something that reduces the abscess.
Lahoras tu absol la vista de lu e pausa sobre la cara de lu oral per le qual sia regit le vezement de lu dejos lu per alcus dias, lu existent en la mayszo tenebrosa.	Then cleanse the patient's eye and place a treatment on their face near the eye to regulate their vision for several days, especially if it exists in the darkened area.
E aprop sia gitat de aquela mayzo gradantment e conversa8 en las suas causas.	And then he should be laid down gently from that position and turned onto his side in accordance with the causes [of his ailment].
E sapias que in alchatea no es excusat le discipol de visio alcunas veguadas, e lahoras tu sias ardit sobre la operacio.	And know that in surgery it is not excused from the disciple to see certain things more than once, and then you should be bold during the operation.
E ja es pervengut a nos de alcu de aquels les quals so al Artach , e alcu disse que fayt foc en al Ayrac magdaam perforat am le qual es succada la aygua.	And it has been reported to us by some of those who are from Artach, and some said that they made fire in the Ayrac, a container pierced with holes through which water is drawn.
Mays empero yeu non e vist degu en la nostra terra le qual haia perfeyt aquo, ni e aquo legit en alcu dels libres dels antics; e es possible que aquo sia novel.	But however I have not seen anyone in our land who has perfected this, nor have I read this in any of the books of the ancients; and it is possible that this is new.
E aquestas so las formas de las specias de magdaan per que sia sobre aquelas aquel le qual ignora aquelas:	And these are the forms of the species of medicines over which those who are ignorant should not preside:
E sian faytas de eram o de ferr propriament, e sian las extramitatz de lor am aquesta subtilitat triangulada, la extremitat aguda ayssi cum aquela es la forma.	And they are made of wax or of proper iron, and their extremities should be shaped in this subtle triangular form, the sharp end thus as that is the shape.
Capitol .xxiv.	Capitol .xxiv.
De la curacio de carn nada en le nas.	From the treatment of flesh hanging from the nose.
Quan en le nas so nascudas carns diversas ajustadas de las quals es alcuna causa la qual es assemblada a scorpio de motz pes, o a polip peys; e aquesta malautia es apelada polipus quar es a semblansa de aquel peys representat.	When in the nose diverse fleshy growths are formed which can be attributed to a cause similar to that of scorpio motz pes, or to polyp peys; and this illness is called polypus because it resembles that type of peys represented.
E de lu es carn cancrosa, lapadea, de fusca color; e de lu es que es carn leon no de color fusca.	And if it is cancerous flesh from a wound, it appears blackish in color; and what is lion's flesh does not have a blackish color.
Donc en aquela que es en aquestas carns leon no fraudulenta ni cancroza, cove que fassas le malaute sezer entre las tuas mas e posat al solelh, e huebre las nars de lu, e picoys le tieu onci en aquelas carns.	Therefore, in the case where the flesh is not fraudulent nor cancerous, you must make the patient sit between your hands and expose him to the sun, and unbind his nostrils, and pierce the area with a needle in those parts of the flesh.
E aprop extrat aquela a las partidas deforo, e aprop inscindeys aquo que has comprehendut de aquelas am spatum agut subtil de la una partida entro que sapias que tota la carn ja es ostada; que si roman de lu deguna causa de la qual la abscisio es possibla, lahoras tu ratz aquo am la un dels estrumentz subtils am facilitat entro que de lu romangua denguna causa.	And then pull that out from the external parts, and then divide what you have grasped of those with a sharp and delicate spatula between until you know that all the flesh has been removed; so that if there remains any part due to which amputation is possible, then cut that part with one of the delicate instruments easily until nothing remains that would prevent it.
Mays si senhoreja am sanc o accida apostema caut, lahoras tu pausa a lu aquo que cove; o es dels apostemas malignes, lahoras tu coyta e cauteriza aquel entro que sia abscindit sanc e sian ostadas las cavas totas.	And if the abscess or inflammatory swelling is accompanied by blood, then you apply what is necessary; if it is one of the malignant swellings, then you cut and cauterize that until the bloody part is amputated and all the cavities are removed.
E aprop sia getatz en le nas aprop la inscizio vi agre e aygua o vi.	And then it should be placed in the nose near the beginning with wine or water.
Mays si le nas es ubert e de lu procezeys humiditat entro al palat, lahoras sapias que ja es sanat.	But if the nose is opened and you process humidity through to the palate, then you know that it is already healed.
Mays si la humiditat no penetra segon que cove, lahoras tu sapias que dedintz lu es carn nada en los pus sobiras osses de las nars als quals non es pervengut abscizio.	But if the humidity does not penetrate as it should, then you know that inside there is flesh mixed with pus over the bones of the nose to which amputation has not been successful.
Donc lahoras cove que entromitas fiel de li al qual sia alcuna grosseza, e nuza en lu motz nuzes, e pausa entre quascun nutz la quantitat del dit o mens, e engene le malaute e entromet una extremitat del fiel en le nars am lo ray o am autra causa la qual es a lu possibla.	Therefore, now it is necessary to introduce a thread into the area where there is some swelling, and secure it with knots, placing between each knot the width of a finger or thumb, and stretch the patient and insert one end of the thread into the nostril using your hand or another method that is possible for you.
E pus que aquo aura fayt, que atire le sieu odorament entro que pervengua a las canals de las nars, e sia eyssit sobre le sieu golayro, quar tropas veguadas le semblant ad aquesta accio fan les enfantz a las scolas, e es leugiera causa ad aquel que ho vol far.	And after this has been done, draw their fragrance into the nostril channels, and sit them on their pillow, for often repeated practices of this action make children do in schools, and it is an easy method for those who wish to perform it.
E aprop pausa las dos extramitatz del fiel, una extremitat que iesca sobre le nas et l’autra que romangua en le nas, e aprop aministra serratura de carn am les nuzes que so en le fiel, e fay aquo entro que sapias que las carn ja so am les nuzes del fiel.	And then place the two ends of the probe, one end extending over the nose and the other remaining inside the nose, and then apply a stitch to the flesh using the pins that are in the probe, and do this until you know that the flesh is already held by the pins of the probe.
E aprop extratz le fiel, e pausa en le nas aprop la abstraccio del sanc una calgua , e fay aquo per tres dias o mays entro que l’enguent corrodo tot aquo que es romas de las carns.	And then remove the probe, and place near the nose at the site of blood extraction a poultice, and do this for three days or more until the ointment has corroded all that is rotten from the flesh.
E aprop en la fi de la causa, pausa en le nas una canula de plom per alscus jorns entro que sia sanat.	And then at the end of the treatment, place a lead cannula in the nose for several days until it is healed.
Mays si endigeys de curacio que exsique, usa de aquela.	If you decide to use drying as part of the treatment, apply it accordingly.
E aquesta es la forma del instrument a capipurge fazedor am le qual son distillatz olis e medicinas en le nars:	And this is the form of the instrument used for nasal treatments with which oils and medicines are distilled into the nostrils:
E fay aquo de argent o de eram, la qual sia semblant a una petita lampesa uberta, ayssi cum petita conqua, e le meat semblantment.	And make this out of silver or bronze, which should resemble a small open lamp, like a small bowl, and the mouth similarly.
E si vols, fay una canula clausa ayssi cum cana, e la cancula del estrument a capipurge fazedor e sia plana, descuberta; a la qual sia manubre en lo derier de lu, am le qual tenguas aquela quan escaufas en lu oli o aquo que tu vols dels sucs e de las causas suctiblas.	And if you want, make a closed tube like a cane, and the end of the instrument used for purging should be flat and open; to which you attach a handle at the rear, with which you hold it when you heat it in oil or whatever liquid or substance that is suctionable.
E aquestz capipurgi es precios: recipe de enforbi de castor, de balayra blanc, de giengiebre, e piletre de safra, de pebre lonc, de escafragia, de epetum de spic ana unc. vi cumfizeys am suc de bleda e de caul, e sian faytas pillulas, e sia destemprada una pillula am aygua tebeza, e sia gitat en las nars del malaute jasent envers.	And these capipurgi are precious: take from beaver fat, white balsam, ginger, saffron costus, long pepper, asafetida, and thyme each an ounce. Mix them with wheat juice and marrow, and make pills out of them. Dissolve one pill in warm water, and administer it through the nostrils of the patient lying down.
Capitol .xxv.	Capitol .xxv.
De theyls natz en las extramitatz del nas.	From the growths in the extremities of the nose.
Motas veguadas es nat theyl en las extramitatz del nas, e es magnificat e omentat en alscus dias entro en que mot es leg le reguardament de lu.	Motas veguadas es nat theyl en las extramitatz del nas, e es magnificat e omentat en alscus dias entro en que mot es leg le reguardament de lu.
E per aquo cove que tu inscidas aquel en le comensament de la apparissio de lu, e erediques tot aquel.	And for this reason, you must incise at the beginning of its appearance and remove all of it.
E aprop pausa sobre le loc o cauteri o medicina comburent la qual estia en loc de lu.	And then place over the area where cautery or burning medicine is applied.
Mays si es tardada la sua inscizio entro que sia magnificat, lahoras considera si es lapificat, dur, de fusca color e de pauc sentiment, lahoras no toques aquel am ferr quar es apostema crancos; quar motas veguadas ad aquel que inscideys aquesta apostema endeve per lu granda malicia sobre aquel le qual aquel havia.	And if the onset of the condition is delayed until it becomes prominent, then consider whether it has calcified, become hard, dark in color, and shows little sensation; at that point, do not touch it with iron for it is a chronic abscess; because many have been severely harmed by those who incised such an abscess, causing great harm to the person who had it.
E si le apostema es de leon tocament e no es de fosca color, e vezes que inscizio es possibla en tot aquel, lahoras evacua le malaute e inscideys aquel senes temor, e cura le loc am aquo que exsique e costrenh entro que sia sanat.	And if the abscess is somewhat recent and not dark in color, and incision is possible at all times, then treat the patient and incise it without fear, and care for the area with something that dries and constricts until it is healed.
Capitol .xxvi.	Chapter XXVI.
De sutura del nas e de las labias e de la aurelha quan la continuitat es dissolvuda per plagua o per semblantz.	On sewing the nose and the lips and the ear when continuity is disrupted by trauma or a similar cause.
Sapias que quan accideys solucio de continuitat en una de aquestas cartillages, pauc confereys en aquela operacio sino en alcus homes.	Know that when you encounter a disruption of continuity in one of these cartilaginous areas, there is little hope for the operation unless it is in certain individuals.
Donc cove, quan endeve ad alcu alcuna causa de aquelas, que consideres si es plagua fresca am le sieu sanc, e lahoras tu ajusta las doas labias de la plagua am sutura, e aprop cura aquel entro que sia sanat.	Therefore, when you encounter any cause of these wounds, you should consider if it is a fresh wound with its own blood, and then you stitch the two edges of the wound together with sutures, and then take care of what's inside so that it heals.
E si las labias de solucio de continuitat so ja separadas, e quascuna es fayta sana, lahoras cove que tu excorjes quascuna partida de la sua codena apparent entro que n’iesca sanc.	And if the edges of the wound that broke continuity are already separated and each part is made healthy, then you must clean each part of its visible debris until blood comes out.
E aprop ajusta las doas labias am sutura e strenh aquelas, e sobre aquelas pulveriza sanc de drago e enses trissat, e pausa sobre la polvera una pessa de emplaustra diafinicon, o de alcu autre dels emplastres consolidatius, e leyssa aquel liat per dos jorns o per tres, e aprop deslia aquel e permuta aquel emplaustre e leyssa aquel entro que·ls fiels per si sian abscinditz, e aprop cura am enguent entro que sia sanat.	And then join the two lips with stitches and tighten them, and over those sprinkle dragon's blood powder and mix it well, and place a piece of diafinicon plaster or some other consolidating plaster on top of the powder, and leave that bandage for two days or three, and then remove it and change the plaster until the pus is separated, and then treat with ointment until it heals.
Mays la manieyra de la sutura es que tu agregues la solucio de continuitat o am agulhas ayssi cum havem recomtat en la sutura del ventre, o agregua la solucio de continuitat am fiel ayssi cum a tu e fayt saber.	And the method of stitching is that you close the discontinuity either with needles as we have recommended for suturing the abdomen, or you can also close the discontinuity with thread in a way that is known to you.
Capitol .xxvii.	Chapter XXVII.
De extraccio de aquela causas que veno en las doas labias en las partidas dedintz.	On the extraction of those causes that appear in the two lips within the partitions.
Motas veguadas endeve a motz homes en las partidas dedintz de las suas labias alcus apostemas durs semblantz a gras de errs, e alscunas de lors son mendres e alcunas son majors.	Often in many men within the partitions of their lips, hard swellings resembling lard appear, and some of them are smaller while others are larger.
Donc cove que tu convertas las labias e fendas quascuna de aquelas duricias de tota part, e aprop la abscizio umpliscas le loc de sagi trissat entro que·l sanc sia restrengut, e aprop sia lavat am vi agre e sia curat le loc am aquo que es stipticitat, entro que sia sanat.	Therefore, you must turn the lips and split each of those hard swellings entirely, and then fill the area with ground sage mixed until the blood is constricted. Then wash it with sweet wine and treat the area with a styptic agent until it heals.
Capitol .xxviii.	Capitol .xxviii.
De inscizio de la carn ajustada en las gengivas.	From the insertion of the flesh fitted into the gums.
Granre de veguadas nays sobre la gengiva carn ajustada la qual les antics apelero albulus, adonc cove que tu suspendas aquela am onci o que tenguas aquela am las forfecs e inscidas aquela deves la sua razit, e leyssas la sania correr o le sanc.	There are many growths on the gum-fitted flesh which the ancients called alveoli; then you must suspend it with a hook or hold it with forceps and incise it deeply to its root, allowing the pus or blood to flow.
E aprop pausa sobre le loc sagi trissat o autra polveras stipticas o excicativas.	Then apply over the area some triass or other styptic or cicatrizant powders.
E si aquela carn retorna, lahoras inscideys aquela segundariament, e cauterisa aquela, quar aprop le cauteri no retornara.	And if the flesh returns, then incise it again and cauterize it, because once cauterized, it will not return.
Capitol .xxix.	Chapter XXIX.
De razo de dentz am ferr.	On the extraction of teeth with forceps.
Quan en la superficia de las dentz de las partidas dedintz e de las de foro e entre las gingivas so ajustadas escorsas aspras, legas, e alcunas veguadas son de nigradas e son faytas citrinas o vertz entro que a la gingiva ve per aquo corrupcio e son faytas las dentz legas.	When on the surface of the teeth, both those inside and outside, and between the gums, there are rough and sharp stones, tartar, and some growths that are blackened or turned yellow or green, this leads to corruption in the gum and causes the teeth to become loose.
E donc cove que tu fassas sezer le malaute entre las tuas mas e pausar le cap de lu en le tieu se, e ratz las dents en las quals apareysso aquelas escorsas e causas semblantz arena entro que de lor no romangua deguna causa, e aquo fay de la negror e de la citrinitat e de las autras entro que sian mondificadas.	And thus it is necessary that you sit the patient between your hands and place his head on your thigh, and scrape the teeth in which you see those encrustations and cause likenesses of sand among them so that no cause remains, and this does away with the blackness and yellowness and other things so that they are cleansed.
Donc si es ostat aquo que es en aquelas del comensament de la razio, bo es; e sino, lahoras tu itera la razio sobre aquelas al autra dia e al segon e al tertz entro que vengua al derier stament en aquo que tu vols.	Thus, if what remains is at the beginning of the reasoning, that is good; and if not, then you repeat the reasoning on those [issues] another day and the second and the third until you arrive at the final statement in what you want.
E sapias que las dentz han necessitat de motz rezoris de diversas formas e de motas figuras segon que es preparat a la tua operacio.	And know that teeth require various types and different shapes of forceps according to what is prepared for your operation.
E per so quar le razori am le qual la dent es raza de la partida dedintz es autre del razori am le qual es ras entre las dentz segon autras formas, e aquestas formas de razoris sian deves tu preparadas las quals veyras tantost:	And therefore, the file with which the tooth is filed from inside is different from the file with which it is filed between the teeth according to other forms, and these forms of files you should prepare, which you will see shortly:
Capitol .xxx.	Chapter .XXX.
D’eradicacio de dentz.	On the extraction of teeth.
Cove que tu cures la dent de la sua dolor am tot engen e tardes en tota eradicacio de lu, quar no es denguna causa que suplisqua la veguada de lu quan es eradicada, quar es sustancia sublima entro que es excusacio en la eradicacio de lu.	Here is the translation of the given line:
Mays cove quan le malaute es forsat aquela dent eradicar, que fermament deves tu sia certificat quala es la dent dolent, quar motas veguadas la dolor descep le malaute e cuga que sia en dent sana, e tu eradicas aquela e aprop la dolor no cessa entro que la dent malauta e dolent sia eradicada, quar nos ja havem vist aquo per operacio dels barbies.	And when the patient is forced to have that tooth removed, you must be firmly certain which is the painful tooth, because often the pain deceives the patient and leads them to believe it is in a healthy tooth, and if you remove that one, the pain will not cease until the diseased and painful tooth is removed, for we have already seen this through the operation of the teeth.
Donc cum deves tu es sertificat qual es la dent dolent, e que o sabes be, lahoras cove que tu scarifiques en le circuit de la dent am spatum en le qual sia alcuna vertut, entro que sia dissolvut de la dent de la gingiva de tota partida, e aprop mau aquel am les tieus ditz, o am forfexs subtils al comensament petit a petit entro que aquela concucesquas.	Therefore, you must be certain which tooth is causing pain, and once you know this well, you need to scrape around the tooth with a spatula that has some efficacy, until it separates the tooth from the gum entirely. Then extract it with your fingers or with fine scissors bit by bit until it comes out completely.
E aprop alogua en lu fortz tenalhas grans per bona loquacio o estuptura fort, e pausa le cap del malaute entre les tieus denolhs que be le tengues que no·s maugua, e aprop tratz la dent segon rectitut en manieyra que no trenques aquela, ni al malaute major dolor no dones.	And then take large, strong forceps for good grip or a strong extraction, and hold the patient's head between your hands so that you have it well secured without any slipping, and then pull the tooth straight out in such a way that you do not break it nor cause greater pain to the patient.
E donc si no es foro-getat, lahoras pren un de aquels instrumentz, e met aquel dejos lu de tota part am facilitat e esforsa la remocio de lu ayssi que es feyt al comensament.	And if it is not easily extracted, then take one of those instruments and carefully remove it from all sides, exerting effort to dislodge it in the same manner as you would at the beginning.
Mays si la dent es trauquada o corrosa, lahoras cove que tu comples de drap aquel trauc e estrenguas aquel am la extremitat de ray subtil per so que no sia trinquada en la hora de la tua constriccio sobre aquela am tenalas.	But if the tooth is loose or corroded, then you must wrap that area with cloth and tighten it with a thin, sharp instrument at one end so that it does not break when you apply pressure to it with forceps.
E cove que tu obres exquesitament am scarificacio en le circuit de tota part de la gingiva e guarda mot la tua fortaleza que no trenques aquela e romangua partida de lu, e retorne sobre le malaute per la malicia que sia majo que la primieyra dolor de lu.	And it is necessary that you work delicately with scarification around all parts of the gum and be careful with your strength so as not to tear that area and leave any part broken, and return to the patient for the malice to be greater than the initial pain.
E guarda te que no fassas aquo que fan alscus ignorantz barbiers en lor fistinacio e audacia sobre la eradicacio de lor, ses que no aministran aquo que nos havem recomtat; quar motas veguadas fan venir sobre les homes malautias grans las quals son pus dificils que sian trinquadas, e las razitz de lor remaugudas totas, o alcunas de aquelas, o que extrayguas aquela am alcus osses de la mandigula ayssi cum motas veguadas havem testificat.	And beware that you do not do what some ignorant barbers do in their stubbornness and audacity regarding the extraction of them; for they administer things we have not recommended; because often they bring great illnesses upon men which are more difficult to cure, and the roots of these remain stubbornly, or some of those, or that you must extract it along with some bones from the jaw as we have witnessed many times.
E aprop la eradicacio de lu sia lavada la boca am vi caut o vi agre am sal.	And then for the removal of it, wash the mouth with hot wine or sour wine with salt.
E si endeve fluxs de sanc per aysso, ayssi cum motas veguadas endeve, lahoras trissa alcuna quantitat de zegi e aspergeys sobre la plagua, e si no confereys aquel zegi, cauteriza.	And if there is bleeding due to this, just as white spots sometimes appear, then sprinkle some amount of sage over the wound, and if the sage does not help, apply a cautery.
La forma de las forceps e tenalas subtils am las quals es mauguda la dent al comensament sia de longua extramitat, de breu manubre e gros, per so que no sian doblatz quan am aquels deves obrar.	The form of the forceps and delicate tongs with which the tooth is extracted at the beginning should be long on the outer end, short in handling, and thick, so that they do not bend when you use them.
E sian ayssi cum vezes de gros manubre entro que quan estrenhas am aquelas no sian dobladas, sian breus extramitatz.	And they should be such that the thick handles ensure that when you grip them tightly, they do not bend, and their outer ends are short.
E sian faytas de ferr de India descentment faytas de dreytas extramitatz, e en las extramitatz de aquelas sian dentz de las quals las unas intron en las autras e estrenhan per constriccio descent fort, e alscunas veguadas las extramitatz de aquelas sian la forma del bec d’un auzel le qual ha nom ciconia, so es guanta, e son de fort constriccio.	And they should be made of Indian iron, properly crafted with straight ends, and at the ends of these, there should be teeth that fit into each other and grip tightly through constriction. Sometimes, the ends of these should have the shape of the beak of a bird called a ciconia, which is a stork, and they are of strong constriction.
Capitol .xxxi.	Capitol .xxxi.
De erradicacio de dentz e d‘estraccio dels osses de las mandibulas trincadas.	For the extraction of teeth and the removal of broken bones from the jaws.
Quan deves la eradicacio de dent le qual es trinquat roman alcuna causa, lahoras cove que tu pauses sobre le loc coto am boder per un jorn o per dos entro que·l loc sia mollificat; e aprop entromet algesti o tenalhas las extramitatz de las quals so asembladas al bec de un auzel apelat ciconia o guanta, la forma de las forceps:	When you need to extract a broken tooth where some cause remains, then it is necessary for you to place something soft over the area for one or two days until the spot is softened; and then insert tweezers or forceps whose ends are shaped like the beak of a bird called stork or vulture, the form of the tongs:
Las extramitatz de lor sian faytas dedintz ayssi cum lima o alfagi.	The extremities of iron should be made inside like a file or rasp.
E si no obediys a tu a eyssiment am aquestas forceps o tenalas, lahoras cove que tu caves sobre la razit e descrobas tota la carn e entrometas le instrument le qual ha nom atali, so es palanca petita del qual la forma es aquesta:	And if it does not obey to you with these forceps or tongs, then you must cut into the root and peel away all the flesh and insert the tool which is called an ataly, which is a small lever of this form:
E sia de breu extremitat grossa un petit, e no sia enbegut per so que no sia trinquat.	And let one end be thick and short, and it should not be inserted too deeply so that it does not break.
Donc si per aquo la razit es foro-getada, bo es; e sino, ajuda te am aquestz autres instrument dels quals aquestas son las formas: la forma del primier instrument es de triangulada extramitat en la qual sia alcuna grossesa:	Therefore, if through this the incision is forcefully opened, it's good; and if not, help yourself with these other instruments of which these are the forms: the form of the first instrument is triangular at the extremity in which there should be some thickness:
La forma del segon instrument es que sia de triangulada e de pus subtil extremitat.	The form of the second instrument is that it should be triangular and have a finer extremity.
E ja so ajudatz am aquest instrument havent dos ramps del qual aquesta es la forma aprop la seguent:	And already it is helped with this instrument having two prongs, of which this is the form, as follows:
e am autres instrumentz les quals precidero en rasura de dentz; quar juvament es fayt am aquest instrument le qual es asemblat a onci gran, e aquesta es la forma:	And with other instruments, which precede in the scraping of teeth; for it is also done with this instrument, which resembles a large onion, and this is its form:
de la triangulada extremitat torta o curta, la qual sia alcuna grossesa, e no sia enbegut per so que no sia trinquat.	The curved or short triangular extremity should be of some thickness and not too fragile so that it does not break.
E otra sapias que·ls instrumentz de las dentz motz so e semblantment les autres instruments.	And you should know that the instruments for moving teeth are made and similar to other instruments.
Mays le artifexs savi e subtil en l’art, atroba per si mateys segon aquo que a lu significa la operacio e las malautias diversas; quar son de las malautias a las quals les antics no diysero ni pausero propri instrument, per las formas de diversas specias.	But the skilled and subtle artisan in the art finds for himself, according to what the operation and various diseases indicate to him; for there are diseases for which the ancients did not describe or leave specific instruments, due to their diverse forms and types.
Mays si es trinquat l’os de la mandibula o dels autres osses de la boca, o si poyreys, lahoras sia pes curat sobre aquel en son loc am aquo que es a lu convenient dels instrumentz e de las forceps las quals havem dit en la extraccio de las razitz de las dentz, e ajuda te am gesti del qual aquesta es la forma:	But if the jawbone or other bones of the mouth are fractured, or if you can, then treat it carefully in its place with what is appropriate from the instruments and forceps which we have mentioned in the extraction of tooth roots, and assist with movements of which this is the form:
E sia en lu alcuna grosseza petit a petit, e sia instringida o tenguda am la boca per que no evasesca o fuga entro que l’os de tot sia foro-getat; e aprop restaura le loc am medicinas convenientz ad aquo.	And if there is any small swelling, it should be reduced little by little, and it should be constricted or held with the mouth so that it does not escape or flee until all of the bone is fully extracted; then restore the area with appropriate medicines.
Mays si en l’os es petita poyredura, lahoras ratz aquel de aquela poyredura e de la sua negror, e cura aquel entro que sia sanat.	And if there is a small hole in the bone, then scrape that area around the hole and its darkness, and treat it until it is healed.
Capitol .xxxii.	Chapter XXXII.
De la cura de las dentz eminentz sobre las autras.	On the treatment of prominent teeth over the others.
Quan las dentz so eminentz no segon lor cors natural per aquelas la forma es laga, e majorment quan endeve a las femnas, e majorment a las piuselas venerablas; donc cove que tu consideras: si dent es nada aprop autra dent, e no es possibla sarradura ni linament de lu, lahoras radica aquela; mays que no sia annexa am autra dent, lahoras tu inscideys aquela am aquest instrument del qual aquesta es la forma; e es semblant a morr de porc, e sia feyt de ferr de India de extramitat mot aguda.	When the prominent teeth do not follow their natural course because their form is loose, and especially when this affects women, particularly those who are more venerable; therefore, you must consider: if a tooth is close to another tooth, and it is not possible to pull or loosen it, then root it out; but if it is not attached to another tooth, then incise it with this instrument, which has the following form; it resembles a pig's snout and should be made of Indian iron with an extremely sharp edge.
E sia la tua inscizio am la qual inscideyses aquela en trops dias per la duricia de la dent, e que no sia comauguda autra de las dentz.	And let your incision, with which you will cut it over several days due to the hardness of the tooth, be such that it does not damage any other teeth.
E si es dent eminent expausat a limadura, lahoras lima aquel am lima de ferr de India del qual aquesta es la forma:	And if a tooth is prominently exposed to filing, then file it with an Indian iron file, which has the following form:
E sia tot de ferr de India e·l margua eysament; e sia de motz menutz puntz ayssi cum lima am la qual son faytas agulhas, am la qual la dent sia limada pauc a pauc en motz dias am fecilitat, per so que no sia autra dent comauguda e caga.	And it should all be made of Indian iron and the margin should be smooth; and it should be made of finely ground points like a file with which needles are made, with which the tooth should be filed down little by little over many days with ease, so that no other tooth is worn down or damaged.
E aprop lineys aquela en la fi, e ratz aquela am alscus razoris.	And then tie that part at the end, and shave that area with sharp razors.
E si es dent del qual una partida es trinquada e lideys la lengua, lahoras cove que tu limescas aquel entro que l’aspretat de aquela fraccio sia ostada e engualhada, e sia aplenada per so que la lengua no ledesca ni la paraula no corrumpa.	And if it is a tooth of which a part is broken and it hurts the tongue, then you must file that inside so that the sharpness of that fragment is removed and smoothed out, and fill it so that the tongue is not hurt and speech is not impaired.
Capitol .xxxiii.	Chapter XXXIII.
De restauracio de dentz maugudas am fiel de aur o de argent.	On the restoration of damaged teeth with gold or silver filings.
Quan accideys a las dentz devant concussio e remossio per percussio o per cazament, e le malaute no pot strenher sobre aquo que manga, e tu has curat aquel am medicinas stipticas, e no ha valgut la tua curacio, lahoras per so que no cagan es engen en aquelas que sian strengudas am fiel de aur e no de argent, quar argent se fa vert e aprop se poyreys aprop alscus dias, mays aur nul temps no es mudat.	When you encounter front teeth that have been displaced or knocked out by impact or fall, and the patient cannot chew on that side where they eat, and you have treated it with astringent medicines but your treatment has not worked, then in order to prevent further deterioration, use gold filings to secure them, not silver, because silver can corrode and will loosen within a few days, whereas gold never changes.
E sia le fiel en tal subtilitat e grocesa segon la quantitat que puesca entrar entre las dentz; e la forma de la reccio es que prenguas le fiel e pren lo doble de lu entre doas dentz sanas, e aprop que cresques am doas tortuositatz del fiel entre doas maugudas, o si’ una o motas, entro que pervengua la tela a la dent sana del autra partida.	And the filling should be of such fineness and thickness as can enter between the teeth; and the method is to take the filling material and place double the amount between two healthy teeth, and then increase it with two twists of the filling material between the damaged ones, or if there is one or several, until the thread reaches the healthy tooth on the other side.
E aprop itera le teyssiment entro a la partida de la qual comenciest, e strenh la tua ma am facilitat e savieza entro que no sia mauguda.	And then repeat the stitching within the area where you began, and hold your hand with ease and skill so that it is not clumsy.
E sia la tua striccio am la qual strenhas le fiel deves las razitz de las dentz que no evasesca.	And let your ligature be such that you tie the thread so tightly around the tooth roots that it does not slip.
E aprop inscindeys las extramitatz del fiel superfluens am las forceps o tosoyras, e agregua aquelas en quascun loc am gesti, e converteys aquelas e las occulta entre la dent sana e la dent mauguda, per so que no fassa lesio a la lengua.	And then separate the excess bile from the extremities using forceps or tweezers, and apply those in each area with care, and place them between the healthy tooth and the diseased one, so that they do not cause injury to the tongue.
E aprop leyssa aquela ayssi streyta cum roman.	And then loosen that tightly bound area as if it were stretched like a Roman [thing]. 
Mays si es desliada o rumpuda, strenh aquela o aquelas am autra fiel en tal manieyra en tot son temps.	And if it is loosened or broken, strengthen that or those with another thread in such a manner throughout its entirety.
E aquesta es la forma de las dentz e la figura de la rectacio de doas dentz sanas e de doas maugudas, ayssi cum vezes aquestas liadas:	And this is the form of the teeth and the figure of the reaction of two healthy teeth and two diseased ones, as you see these tied together:
E quan se fa que retorno una dent o doas aprop le cazement de quascuna en lors locs, e sian recrescutz ayssi cum havem recomtat, e que remauguan.	And when it is necessary to reinsert one or two teeth back into their sockets in their proper places, and they have grown back as we have described, and that they fit well.
E no fa aquo sino bo artifexs e savi.	And this is not done by just any artisan but by wise ones.
E alcunas veguadas es aptat alcuna causa dels osses de vaca, e es fayt de lor ayssi cum forma de dent, e es pausada en loc en le qual defayl la dent, e es strengit ayssi cum havem dit, e reman e serveys am aquel per lonc temps.	And sometimes a piece of the cow's bone is prepared, and it is shaped like a tooth, and it is placed in the location where the tooth is missing, and it is tightened as we have said, and it remains and serves for a long time.
Capitol .xxxiv.	Chapter XXXIV.
De inscizio del liament le qual ve en la lengua e prohibeys loquela.	On the condition of the ligament that affects the tongue and prevents speech.
Aquest liguament le qual ve dejos la lengua alcunas veguadas o es natural am le qual hom nays, o accidental e accideys per plagua la qual ja es consolidada.	This ligament that affects the tongue sometimes is natural, with which a person is born, or it is accidental and occurs due to an injury that has already healed.
E la operacio en lu es que huobres la boca del malaute, le sieu cap existent en le tieu se; e eleva la sieua lengua, e aprop inscideys aquel liament nervos segon la latitut entro que sia solvuda la lengua de la sua recencio.	And the operation involves opening the mouth of the patient, with their head positioned in your hands; then lift their tongue, and proceed to cut that nervous ligament according to the width within which the tongue is separated from its attachment.
Mays si en aquela es alcuna duricia o denodacio, e aquo es stat per consolidacio de plagua, lahoras tu gieta unci e scindeys aquel per la latitut entro que aias inscindit le liament e sia dissolvuda la nodacio.	But if there is any hardness or knotting in that area, and this is due to the healing of an injury, then you insert a tool and split that area across the width where you have cut the ligament and untangled the knot.
