Ayssi comensan las paraulas de Albucasim .	Here is the translation of the provided line:
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	And if it is of a rosy color and the root is thick, then do not touch that with iron because of the blood flow; first allow that to mature within, and then either you will extract that, or it will come out broken by itself.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	And if it is of a white color, like a root, and its stem is thin, then that is what needs to be cut.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	And the operation on it is such that you consider, before your operation, if the swelling has rested from the cautery with complete rest or if it has decreased by some reduction; and then have the patient sit facing the sun, with his head in your lap, open his mouth, and the servant takes between his fingers and pulls out the tongue using a noble instrument of which this is the form:
E sia fayt de argent o de aram, e sia subtil cum cotel.	And it should be made of silver or steel, and it should be thin like a knife.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	So as you press with that the tongue and the swelling is shown to you, and you spit over it your saliva, then take some of it and insert that into the sore, and pull it outwards as much as you can. 
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	And here is the translation of the given line:
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	And it is similar to forceps, but the ends of it are curved, such that the opening of each one is aligned with the other, sharp, which is made of iron and well-tempered.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	But if this instrument is not at hand, then cut it with a spatula of which this is the shape: And let it be sharp on one side, blunt on the other.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	And since you have cut one piece, cut the other in the same manner of incision, and then the patient should be washed with cold water.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	But if there is bleeding, wash with water decocted from pomegranate peel or myrtle leaves and similar astringents until the flow of blood is stopped, and then treat it until it is healed.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	And sometimes there may appear other abscesses on the cheek or around the ears, and incise those in the same manner as I have described for cutting two pieces.
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	And I have already treated a woman with an abscess that had formed on her cheek, which abscess tended to a brown color, was of little sensation, and had already closed her cheek, causing her to breathe through a narrow passage. She had been forbidden food and water, and she was nearing death if it had lasted one more day or two.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	And the abscess had risen so much that it was halfway between two channels, ready to burst out through two paths.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	And I carefully cut and inserted one of their fingers into it, then pulled that finger out, and a large portion was drawn out. Then I incised the other side where I understood there was another opening, then I forced open its mouth, and grasped its tongue, and then I placed the finger back into that abscess.
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	And then I cut away a large part of it, and only a little blood came out.
Donc absolut es le guolayro de aquela femna, e comensec tantost beure aygua, e aprop presec vianda, donc yeu no cessegui inscidir de aquela apostema motas vetz per lonc temps, e succesia apostema en loc de aquel, le qual inscizia entro que es prolonguat aquel.	Therefore, the womb of that woman is absolutely diseased, and she should start drinking water immediately, then eat food. So I did not stop incising that swelling many times for a long time, and another swelling would occur in place of the previous one, which I continued to incise as long as it persisted.
Donc yeu engen agui e cauterizegui le guolayro de lu, donc astec de addicio; e aprop yeu perambulegui e no saubi que fec Dieus de aquela aprop mi.	Therefore, I brought this and cauterized the womb of the patient, thus stopping the additional bleeding; then I left, and did not know what God would do with that person afterward.
Capitol .xxxvii.	Chapter XXXVII.
De inscizio de huvela quan es apostemada.	On the incision of a swelling when it is abscessed.
Quan catarr deysen a la huvula, e es apostemada e es longa, lahoras ela es nompnada perpendicular; e si es en la partida dejos grossa e redonda, e lahoras ela es apelada buba.	When catarrh affects the swelling, and it is abscessed and elongated, then it is called perpendicular; and if it is in a part that is thick and round, then it is called a bubo.
Mays quan es curada am aquo que havem dit en la divisio, e no comfereys la tua curacio, e eyssament ja vezes que apostema caut ja es ostat de lu e es subtil, lahoras cove que tu inscidas aquela que es agreguadas redonda; e si es ad aquela longitut, e es sanguina, de fusca color o de negre, e no es a lu centiment, lahoras cove que tu temtes la inscizio de lu, quar en aquela es temor sobre le malaute.	However, when it is treated with what we have mentioned in the division and you do not approve of your treatment, and you find that the abscess has already receded and become subtle, then you must incise those that are added roundly; and if it extends to that length and is bloody, of dark or black color, and does not affect the feeling, then you must attempt the incision, for there is fear for the patient in such a case.
E quan tu vezes aquela segon la manieyra que yeu he dita de la sua blancor e longuesa, que tu fassas sezer le malaute e premas la lengua de lu am instrument del qual procesic la sua forma e aprop fica le onci en la nuva, e tira aquela en jos e inscideys aquela am un de dos instrumentz les quals e ditz en la inscizio de dos mellas.	When you see that second part according to the method I have described about its whiteness and length, make the patient sit and press their tongue with an instrument whose shape is suitable for this purpose, then insert the ounce into the new area, pull it down, and cut that part using one of two instruments which are mentioned in the incision of two halves.
E cove que no inscidas aquela sino aquo que es ajustat sobre le terme natural ses addicio, quar si tu inscides de lu mays, lediyras le sieu parlar.	And it is necessary that you do not incise beyond what is adjusted to its natural boundary with an addition, for if you incise further, you will damage their speech.
E aprop la inscizio, usa de aquo le qual havem recomtat en la inscizio de dos mellas, e cura aquela entro que sia sanat.	And then for the incision, use what we have recommended in the incision of two melons, and care for it so that it may heal.
Mays si era le malaute espaventat per la inscizio de lu, cove que use de engen en la cauterizacio de lu ses temor, e la manieyra del cauteri en lu no es sino am aygua aguda, e es que tu pauses le cap del malaute en le tieu se, e aprop prem la lengua de lu am le instrument le qual havem dit, e aprop pren de l’aygua la qual havem dita en le capitol de cauterizacio, e comfeys am aquela caus viva, e pausa aquela no spessa ni subtil, e de aquela omple la concavitat de l’estrument del qual aquesta es la forma:	But if the patient was frightened by the incision made on him, it is necessary to use ingenuity in the cauterization of his fear, and the method of the cautery on him is only with sharp water. You place the head of the patient on your thigh, then press his tongue with the instrument we have mentioned, then take the water which we have specified in the chapter on cauterization, and heat it with that live cause, and hold that which is neither too thick nor thin, and fill the concavity of the instrument which has this form:
Sia la extramitat de lu conquavitat en la qual sia pausada la medicina ayssi cum la conquavitat de culher de ray, e pausa le strument am la medicina sobre la vula, e·l malaute jagua sobre le sieu latz per so que corro saliva o musellage de la boca de aquel per la intrinscequa medicina, per so que no deyssenda de aquela deguna causa sobre le golayro de lu e que ledesca aquel.	Let the extremity of it be concave like a spoon's concavity where the medicine is placed, and place the instrument with the medicine on the ulcer. The patient lies on his side so that saliva or mucus from the mouth of that person does not flow down due to this internal medicine onto the throat, thus preventing such a cause from affecting it.
E aprop te la tua ma am la medicina, e exprem aquela sobre la uvula per l’espazi de miega hora entro que vegas aquela esser denegrada e sedada per la mordicacio de la medicina.	Then take your hand with the medicine and apply it to the uvula for a short period of time until you see it become darkened and soothed by the action of the medicine.
E si vols, prengues coto e envolopes aquel sobre la extremitat del ray, e submergeys le coto en la medicina, e entrometas le ray am le coto en una canula de sobre entro que·l coto adheresca en aquela canula, e fay aquo tantas vetz entro que consiegues aquo que vols de la cauterizacio de la uva, e aprop leyssa aquela quar ela se seccara e cayra aprop tres dias o quatre.	And if you want, take a cloth and wrap it around the end of the ray, and submerge the cloth in the medicine, and insert the ray with the cloth into a tube until the cloth adheres to that tube, and do this as many times until you achieve what you desire from the cauterization of the grape, and then let it dry until it falls off after three or four days.
E si indigeysses que iteras la medicina, itera aquela, e aprop la cauterizacio abstergeys en le circuit de la uva am coto enbegut en boder, e mondifica am aquel aquo que es en le circuit de lu de la medicina, e sia lavat am aygua frega, e sia curat deforo am embrocacio, e dedintz am guarguarismes entro que sia sanat.	And if you need to repeat the medicine, do so, and then for the cauterization, clean around the area with a cloth soaked in oil, and modify that which is in the circle of it from the medicine, and wash it with cold water, and treat it externally with fomentation, and internally with decoctions until it is healed.
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	And this type of treatment is safer than incision and lasts longer in terms of duration.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	Sometimes the uvula is treated with something more subtle than cauterization and incision, for it is cured by sublimation in this manner: take calamus, hyssop, origanum, rue, astringent herbs like sciacquite arabic, chamomile, fennel, and similar herbs; combine all these ingredients or some of them in a pot, and let them be submerged in sour wine, and boil; the pot should be well sealed with an appropriate lid, and place a tube in the middle of the pot on which is placed a concave instrument made of silver or brass.
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	And insert the extremity into the patient's mouth until the steam reaches the uvula over the pharynx, until the uvula is moved or obscured.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	And then apply to those dry spots where it is dry, and be careful not to perform this treatment at the beginning of the appearance of abscesses, because it would aggravate the abscess, and you should not do that; instead, you must declare the presence of an abscess with cautery.
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	And if this instrument is not available to you, then take a reed and attach a hen's egg at one end, so that the patient's mouth can be opened, because the eggshell prevents the steam from burning the mouth.
E aquesta curacio es bona am salut.	And this treatment is good for health.
Capitol .xxxviii.	Chapter XXXVIII.
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	On the extraction of thorns and other foreign objects that adhere in the throat and other causes.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	Dry spots adhering in the throat or fish bones or some other cause.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	Then you must extract what is visible of those objects, on which cast your sight, by pressing the tongue with an instrument in front of light, so that you can see clearly what is in the throat.
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	And what does not appear and is hidden in the throat, you must make the patient vomit before the food is digested in the stomach, because the cause closely attached to the throat will be forcefully expelled through vomiting; or that the patient swallows a piece of onion or radish of lettuce or a piece of dry bread; or take a piece of dried sea sponge, and strongly moisten it with honey, then make the patient swallow that, because when it reaches the place where thorns are and are extracted, it will be forcefully expelled.
E mays pren una anguila e be am fiel liada, e sia dedintz mesa e soptament sia extrayta; o pren un porr e soptament le metas e soptament l’en tratz.	And also take an eel and wrap it well with honey, and place it inside and gently extract it; or take a leek and gently insert it and gently pull it out.
Mays si no so foro-getatz am aquelas causas las quals havem ditas, lahoras husa de un instrument de plom segon aquesta forma:	And if it is not forcefully expelled by those causes which we have mentioned, then use an instrument made of lead according to this form:
E sia pus gros que ray un petit, e en la extramitat de lu sia conquavitat la qual tu entrometas en la sua guola am facilitat.	And it should be thicker than a small tube, and at the end of it, there should be a cavity that you can easily insert into their throat.
E el aga le sieu cap elevat en sus, e guarda te que·l tocament del sieu os de la gola, per so que endevengua a lu cos e am aquela que enpellesca le os o la spina, o que aquel le metge am la sua ma.	And the patient should raise their head up, and be careful not to touch their throat bone so that it does not harm them or push against the bone or spine, or let the doctor do this with their hand.
Mays empero que·l malaute aquel entrometa es miels, per la sua sciencia del loc de la causa annexa e enpellisca en jos, e tira la sua ma am le instrument en sus, tot aquo segon la quantitat la qual es a lu preparada entro que sia foro-getada.	And yet, the patient should intervene more, using his knowledge of the location of the attached cause and pressing into it, and pulling his hand with the instrument on it, all according to the quantity that has been prepared for him inside before being bandaged.
Capitol .xxxix.	Capitol .xxxix.
De extraccio de sancguisugua annexsa al golayro.	From the extraction of the leech attached to the neck.
Quan es medicada sanguisugua am aquo que havem dit en la divisio de la curacio am medicinas e no comfereys, considera lahoras en le guolayro del malaute al solelh, pus que tu aias compremuda la lengua de lu am instrument le qual a tu havem recomtat.	When the bloodletting is treated with what we have said in the division of the cure with medicines and you do not conform, consider now on the belly of the patient under the sun, since you have examined the tongue of him with the instrument that we have recommended.
Donc si tu vezes la sancguisugua, extratz aquela am onci petit o am gesti subtils decentment.	Therefore, if you use bloodletting, extract it with a small needle or with subtle actions properly.
E si no es a tu possible estrayre am aquel, lahoras pren una canula concava e entromet aquela en lo guolayro del malaute, e aprop pausa en la concavitat de la canula un ferr ignit, e fay aquo tantas vetz (entro que la sancguisugua sia morta e se osta del guolayro) e abstengua se le malaute tot lo jorn de aygua.	And if it is not possible for you to extract it with that method, then take a concave cannula and insert it into the wound of the patient, and then place a heated iron in the concavity of the cannula, and do this as many times (until bloodletting is complete and it leaves the wound) and the patient must abstain from water for the whole day.
E aprop prengua una veyria plena de aygua frega, e obra la boca de lu en aquela, e lava la boca am aquela; e no trasglucia de aquela alcuna causa e maugua l’aygua una hora aprop autra am la sua ma, quar la sancguisugua tantost cum sent l’aygua catz.	Then take a vessel full of cold water, open the mouth of the patient over it, and wash the mouth with it; do not let any of that water escape and have the patient spit out the water every hour alternately with their hand, for bloodletting will stop as soon as it feels the water. 
Mays si no es foro-getada am aquo que havem recomtat, lahoras subfumigua le malaute am cimetz o am assafetida per le instrument le qual havem recomtat en la sufumiguacio de uvula.	Here is the translation of the provided sentence:
Fay aquo, so en quar cayra.	Do this, so that it may fall into place.
E es un’autra manieyra de operacio en sufumiguacio de aquela, es que tu prenguas una ola en la qual sian carbos ignitz e la ola sia cuberta am una cobertora en le mieg de la qual sia un trauc, e sia compausat en aquel trauc la extremitat del instrument; e aprop dega desus la subfumigacio; e pause le malaute la sua boca en la extremitat de la canula, e claugua la sua boca per que la subfumiguacio no sia foro-getada entro que sapias que la subfumigacio es pervenguda a la sancguisugua, quar la sancguisugua tantost cayra.	Here is the translation of the provided sentence:
E si no catz, lahoras tu itera la subfumiguacio motas vetz, e abstengua le malaute de beure, e mange causas saladas e alhs, e no begua aygua, e ayssi necessari es que am aquest regiment sia fora-getada.	And if it does not work, then you repeat the fumigation several times, and abstain from drinking alcohol, eating salty foods and spices, and do not drink water. And thus, it is necessary that this regimen be followed.
E aquesta es la forma del instrument am le qual es trayta sancguisugua del guolayro quan es vista; e es semblant a forceps ayssi cum vezes, sino quar es en lu alcuna curvitat:	And this is the form of the instrument with which bloodsucking (or perhaps "bloodletting") is performed on the gums when it is seen; and it resembles forceps in some way, like tongs, but it has a certain curvature:
le qual sia mesa al guolayro, e la extremitat de lu es semblant a bec de ciconia, que es guanta, en la qual es aspretat de lima, per so quar, quan comprem alcuna causa, aquela no leyssa.	Here is the translation of the given sentence:
Capitol .xl.	Capitol .xl.
En le qual es la suma del sermo en apercio de apostemas e en seccio de lor.	In which is the summary of the discourse concerning abscesses and their incision.
Les apostemas so motas specias, de motas manieyras, segon que ve rememoracio de lor, de quascuna en aquest libre.	These abscesses are various types, in various ways, according to their recall, each one in this book. 
E so diversas en perforacio e seccio de lor per doas manieyras, de las quals la una es per la specia de apostemas en si meteys; e per aquo que comprem de las humiditatz.	And thus there are differences in puncturing and drying them by two methods, of which one is through the type of abscesses you introduce into them; and by this, we counteract the humidity.
E la segonda manieyra es prop les locs en les quals accideys del cos, quar le apostema accident en le cap es autra de la apostema accident en le cul; e le apostema en le loc carnos accident es autra del apostema accident en junctura; e a quascun de lor es son juguament per operacio.	And the second method is for the areas where accidents of the body occur, because an abscess occurring on the head is different from an abscess occurring on the buttocks; and an abscess occurring in a fleshy area is different from an abscess occurring in a joint; and each of them has its own treatment by operation.
E mays de apostemas so alcunas las quals cove que no sian perforadas sino aprop maturacio de la sania en aquels o compliment de lor.	And more about abscesses, some of which should not be punctured until near the maturation of the pus or their completion.
So autras apostemas les quals cove que sian traucatz quan son cruzes, e no son maturatz segon lor compliment, ayssi cum apostemas que son propdas a las juncturas, quar apostema quan ve prop junctura, lo esser de lu es prolonguat entro que·s poyreys aquo que es en le circuit de lu, e fort leu son corromputz les liamentz o les nervis de aquela junctura, per que es fayta causa de contraccio de aquel membre; o es apostema prop de membre principal, e si tu tardas la perforacio de lu entro sia madurat nosira al membre principal; o es prop le cul, donc perfora aque no-madurat; e no cove que·l perforas cru, de no-complida degestio, sino aquel que es prop del cul, per so que no poyresca le preon de lu e sia elonguat a las partidas dedintz del cul, e sia fayta fistula, o que sia fayt en le terme de lu que no sia sanat.	And other abscesses which should be treated when they are cross-shaped and not yet mature according to their completion, such as abscesses that are close to the joints; for an abscess near a joint prolongs its existence until you can empty what is inside it, and if left untreated, the ligaments or nerves of that joint may be corrupted, causing contraction of the member; or if the abscess is near a principal limb, do not delay perforation until it ripens on its own, lest it affects the principal limb; or if it is near the buttocks, then puncture it even if it is not fully ripe; and you should not pierce it when it is raw and not completely digested, but only that which is near the buttocks so that its pus does not corrupt and spread within the area of the buttocks, causing a fistula, or for it to become such that it cannot be healed.
Mays cove que tu sapias la hora de la perforacio de la apostema, e aysso es quan es maturat.	But you must know the time of the abscess puncture, and this is when it has matured.
E sapias que es madurat quan es la cedacio de la dolor e la cessacio de la febre, e aprop la diminucio de la rogor e de la pulsacio, e la acuitat del cap del apostema, e les autres senhals.	And you must know that it has matured when there is the reduction of pain and the cessation of fever, and then the decrease in heat and pulse, and the sharpness at the head of the abscess, and the other signs.
E quar cove que sapias la perforacio cazer en le loc pus dejos del apostema e de pus venient de curacio de la eminencia.	And you must know that the puncture should be made in the lowest part of the abscess where the pus is located, and the pus should come from the prominence for proper healing.
E perforacio tostemps sia per le lonc de la carn o del cors, si las apostemas son en las partidas de las mas o dels pes, e en loc dels lacertz, de las cordas dels nervis, de las arcerias; e, al derier, en totz locs enguals en les quals no es reflecio; quar en aquels que so reflectitz, usa de perforacio segon aquel membre.	And the puncture should always be made along the length of the flesh or body, if the abscesses are in areas of the hands or feet, and in places of veins, tendons, nerves, arteries; and finally, in all similar locations where there is no reflection; for in those that do reflect, use puncturing according to that member.
Mays quan le apostema es en loc carnos, lahoras miels es que leysses la perforacio de lu entro que sia confermada la digestio de lu segon compliment, ayssi quo havem dit; quar si tu perforas aquel denant aquo, es prolonguat le cors del poyre de lu e de mota sordicia, e fort leu las labias de lu so enduradas e la profunditat de lu.	But when the abscess is in a fleshy area, it is better to delay the puncture until its digestion is confirmed according to the second stage, as we have said; for if you puncture it before that, the suffering of the poor person from it and much filth is prolonged, and the lips of it become hardened and its depth increases.
Mays alcus apostemas so perforatz segon la latitut de la carn o del cos deves la necessitat, o segon aquo del qual lo membre indigeys.	And here is the translation for the given line:
E cove que administres petita perforacio , e·n les apostemas grans gran perforacio e ampla o motas seccios segon la diversitat de la grandesa dels apostemas.	And you must administer a small puncture, and in large swellings a large puncture or wide opening or multiple incisions according to the diversity of the size of the swellings.
E autras so dels apostemas en les quals cove que la codena sia conquavada e sia encidida, quan es fayta ayssi quo pan e fayta es en terme que ja stigua, ayssi cum aquel que accideys en trops de dubelec e de bubos.	And there are other types of swellings in which the skin must be indented and incised; when it is done thus, like cutting bread, and once it is done, it stays that way, just as if you were to cut into many boils or buboes.
E de aquels so que so insciditz am seccio havent tres angles; e de aquels es en le qual es inscidit ayssi cum figura de fuelha de mirtra, ayssi cum las apostemas dels angonars.	And there are those that are incised with a section having three angles; and there are others in which it is cut in the shape of a pine leaf, such as the swellings on the ankles.
E de lor so en les quals es administrada seccio redonda e seccio lunar, e semblantz ad aquels.	And there are those in which a round incision and a crescent-shaped incision are administered, similar to these.
Mays aquel al qual no es cap ayssi cum son apostemas leons superficials, cove que tu perforas aquel am perforacio superficial, o plana tant solament.	But for those that are not like superficial lion swellings, you must pierce them with a superficial or flat puncture only.
E cove quant le apostema es gros e ya ha colligit mota sania, que perfores aquel e no te coytes que extraguas tot le poyre en aquela hora; habantz extratz de aquel una partida, e aprop opila le apostema entro al autre dia, e aprop extratz una partida major, e aprop fa aquo motas veguadas segon graduacio entro que sia foro-getat.	And when the swelling is large and has already collected much pus, you must pierce it, and do not hesitate to extract all the pus at once; first, remove some of it, then apply a poultice to the swelling on the next day, then extract a larger portion, and repeat this multiple times in stages until it is completely drained.
E majorment si·l malaute es de freol vertut, o femna prens, o enfant petit, o viel en decrepitut, quar l’esperit animal motas vetz es resolvut am la egressio de la sania, e fort leu mor le malaute, e tu operte les.	And especially if the patient is of weak constitution, or a pregnant woman, or a small child, or an old person in decline, because the animal spirit often dissolves with the discharge of pus, and the patient may quickly die, and you operate on them.
Don guarda aquest capitol am gran cautela, e aprop la tua perforacio en la qual perforas aquestz apostemas, cove que abstergescas las plagues e consideras donc si la plagua del apostema es pauca, o es una seccio plana, lahoras tu aministra las qualguas de li o de coto antic; e si le apostema es gran, e las fissuras de la perforacio son motas, lahoras cove que tu pauses meca en quascun trauc entro que pervenguan ensemps.	Take care of this chapter with great caution, and when you make your puncture in which you pierce these abscesses, it is necessary that you clean the wounds and then consider whether the wound from the abscess is slight, or if it is a flat section; then administer the poultices of oil or old cataplasm. And if the abscess is large, and the cracks from the puncture are many, then it is necessary that you place some material in each part until they come together.
E si en le apostema es abscindit una partida de la codena o has concavada aquela en le circuit, lahoras cove que tu la complescas de coto viel o de fil fayt de drap de li, ayssi cum quan has traytz pans o razizos, ses humiditat; e strenh aquel entro al tertz dia; e aprop proceseys aquel e cura le am aquo que cove dels enguentz entro que sia sanat.	And if in the abscess a part of the chain is severed or you have made it concave around its circumference, then it is necessary that you compress it with old cloth or make a bandage from oiled fabric; just as when you draw out pangs or roots, moisten it; and tighten it by the third day; then treat it and cure it with whatever salves are needed until it is healed.
Mays si accideys flux de sanc en la hora de la operacio tua, lahoras tu aministra aygua frega e vi agre en les quals mules un drap de li, e pausa aquel sobre le loc del fluxs del sanc motas veguadas.	But if blood flow occurs during the time of your operation, then you should administer cold water and sour wine in which you soak a piece of oiled cloth, and place it over the area of the bleeding multiple times.
Mays si persevera le fluxs del sanc, lahoras cove que tu aministres regiment e curacio e polveras las quals he recomtadas en motz locs de aquest nostre libre e de divisio.	But if the bleeding persists, then it is necessary that you administer treatment and cure using powders which I have recommended in various places of this our book and division.
Mays si es en temps de hivern, e·l loc de la apostema es loc de motz nervis, lahoras cove que tu enfundas pulvils en vi e oli caut, e pauses aquels sobre les locs.	And if it is in the winter season, and the location of the swelling involves many nerves, then you must infuse pillows with wine and hot oil, and place those over the affected areas.
E si es en estiu, e les locs son carnoses, lahoras cove que tu pauses pulvils enbeguts am aygua e oli o am vi e oli, e tot aquo sia freg entro que sia le ters dia, ayssi cum havem dit, e lahoras cove que tu deslies le apostema e abstergescas aquel e aministres en la curacio de lu aquo que a lu conveneys entro que sia sanat.	And if it is summer, and the areas are fleshy, then you must place poultices soaked with water and oil or with wine and oil, and all of this should be rubbed in until the third day, as we have said, and then you must lance the abscess, clean it out, and administer to its treatment what is appropriate for it until it is healed.
E aysso es aquo que es necessari de la cognicio de la curacio de apostemas universalment, mays segon la via de distinccio ja he dit de tot apostema en qual manieyra es via de la cura de lu per capitols singularment.	And this is what is necessary for the knowledge of the treatment of abscesses universally, but according to the method of distinction, I have already said about each abscess in what manner its cure should be carried out individually by chapters.
Capitol .xli.	Chapter XLII.
De seccio de apostemas les quals veno en la codena del cap.	Of the section of abscesses which appear in the nape of the neck.
En la codena del cap petitz apostemas, e so de specias de nodes les quals conteno tunicas que so a lor factz ; e las specias de lor so motas.	In the nape of the neck, small abscesses appear, and they are similar to nodules that contain tunics which are their formation; and their contents are particles.
E de lor son pingas, e de aquelas so que conteno humiditat semblant a lima.	And from them are pustules, and those contain moisture similar to lime water.
E de aquelas so las quals conteno humiditat semblant a pols, et asemblantz a lor; e de aquelas so que son lapideas, durs.	And from those are the ones that contain moisture similar to powder, and they resemble each other; and among them are the stony ones, hard.
E en la seccio de totz, e en la extraccio de aquels no es temor, cum deves la exteccio de aquels no fa contrariat arceria.	And in the incision of all and in the extraction of those, there is no fear, because the extraction of those does not cause contrary curvature.
E la operacio en seccio de aquels es que tu esproes aquels am instrument la forma del qual ve aprop aysso, le qual es apelat entromes, entro que sapias que contengua.	And the operation in the incision of those is that you express them with an instrument whose form is appropriate for this, which is called a probe, until you know what it contains.
Quar si aquo que conte es humiditat, lahoras scindeys aquel am seccio segon la longitut per seccio superficial segon aquesta forma:	For if what it contains is moisture, then you should divide it with an incision along its length by making a superficial cut in the following manner:
E comensa en la seccio de la linha de .B. entro a la linha de .G. Donc cum la humiditat es evacuada, lahoras tu excoria aquela pel que conte aquela humiditat, e no leysses de aquela alcuna causa de tot, quar tropas veguadas retorna, si roman de aquela alcuna causa.	And it begins at the section of line .B. within line .G. Thus, when the humidity is evacuated, then you scratch that skin which contains that humidity, and do not leave any cause behind, for if some cause remains, relapses occur frequently.
E aprop submergeys coto en enguent egipciach, si es present, e sino, en aygua e sal; e umpleys am aquel la plagua e layssa aquel entro ad autra dia, quar am aquo corrodeys tot so que es romas de aquela pellicula.	And then submerge a cloth in Egyptian ointment, if it is available, and if not, in water and salt; and fill the wound with that and leave it inside for another day, because with this you corrode everything that is rotten from that membrane.
E aprop itera sobre aquel coto am enguent egipciach segondament e tersament si indigeyses de lu, entro que·t comfides que no y haia romas alcuna causa de aquela pellicula; lahoras cura la plagua am enguent entro que sia sanada.	And then apply over that area Egyptian ointment secondly and thirdly if you need it, until you are convinced that there is no breakage at all of that film; now treat the wound with an ointment until it is healed.
E si apostema conte nodi gras, lahoras tu inscideys aquel segon aquesta forma:	And if the abscess contains fatty nodes, then you should incise it in the following manner:
am seccio havent forma de crotz, e geta oncis entre doas labias de la seccio e scorsa aquel de tota partida, e esforsa la tua vertut en extraccio de la tunica la qual conte aquel.	using a section shaped like a cross, and insert once between the two lips of the section and scrape it from all sides, and exert your strength in extracting the membrane which contains that.
Mays si a tu arceria fa contrarieta, lahoras fay aquo que yeu t’e recontat primieyrament.	But if your arrow encounters resistance, then do what I tell you first.
