Praefatio.	Foreword.
Quoniam ex agritudinibus sunt ad quas non dixerunt antiqui instrumentum, propter diuersitatem specierum earum.	For they are from the troubles which are for those things that the ancients did not speak of as an instrument, on account of the diversity of their forms.
Si autem frangatur os ex mandibula, aut ex aliis ossibus oris, aut putrefit: tunc perscrutare super ipsum in loco suo cum eo quod conuenit ei ex instrumentis et forcipibus quae dixi in extractione radicum, et iuuare cum gesti, cuius forma est haec.	But if the bone breaks from the jaw, or from other bones of the mouth, or putrefies: then probe deeply into its place with what is suitable to it from the instruments and forceps that I mentioned in the extraction of roots, and help with gestures, whose form is this.
Sit in eo quiddam grossitudinis paulatim, ut stringatur, uel teneatur cum eo os, et non fugiat et uadat, donec egrediatur os: et restaura locum cum medicinis conuenientibus ad illud.	Let there be in it a certain roughness gradually, so that it may be grasped or held with the bone, and not escape and slip away, until the bone emerges; and restore the place with suitable medicines for that purpose.
Si autem in osse est putredo parua, tunc rade ipsum a putredine sua, et cura ipsum, donec sanetur.	But if there is a small decay in the bone, then scrape it of its decay, and cure it, until it is healed.
De serratura Dentium eminentium super alios.	On the serration of prominent teeth above others.
Caput XXXII.	Chapter 32.
Quando Dentes eminent non secundum cursum suum naturalem, foeda fit per illud forma: et praecipue quando accidit illud in mulieribus, et puellis, scilicet uenalibus.	When teeth do not follow their natural course, they become deformed in that shape; and especially when it happens to women and girls, namely those who are weak.
Oportet ergo ut consideres.	It is therefore necessary to consider.
Nam si dens est natus post dentem alium, et non locatur, uel est possibilis eius serratura, neque limatura ipsius: tunc eradica ipsum: et si est annexus cum dente alio, tunc incide ipsum cum isto instrumento, cuius haec est forma.	For if a tooth is born after another tooth and does not occupy its place, or if it is possible for its serration or polishing: then extract it; and if it is connected with another tooth, then cut it with that instrument, whose shape is this.
Est simile rostro paruo, et fit ex ferro indo, acutae extremitatis ualde.	It is similar to a small file, made from iron, with a sharp point, strongly fixed.
Et sit incisio tua qua ipsum incidis in diebus multis, et propter duriciem dentis, et ut non commoueatur alius ex dentibus.	And let your cutting be such that you cut it on many days, and because of the hardness of the tooth, so that another tooth is not disturbed.
Si autem est eminens expositus limaturae suae: tunc lima ipsum cum lima ex indo, cuius forma est haec.	If, however, it is prominent and exposed to its polishing: then polish it with a file made of iron, whose shape is this.
Sit totum ex indo, et manubrium eius minutorum punctorum ualdae, sicut lima cum qua fiunt acus: cum quo limetur dens paulatim in diebus multis cum facilitate, ut non commoueatur dens, et cadat: deinde leni ipsum, in fine rade ipsum cum quibusdam rasoriis.	It is entirely made of iron, and its handle has many small punctures, just like a file with which awls are made: with which the tooth is polished gradually on many days with ease, so that the tooth is not disturbed and falls out: then smooth it, finally scrape it with certain rasps.
Quod si est dens, ex quo frangatur pars, et laedit linguam: tunc oportet ut limes eum etiam, donec auferatur asperitas illius fractionis, et aequetur: et applanetur, et non laedat linguam, neque corrumpat sermonem.	Since if it is a tooth from which a part breaks off and hurts the tongue: then it is necessary to polish it also, until the roughness of that broken part is removed, and it is made smooth: and it is flattened, and does not hurt the tongue, nor corrupts speech.
¶ De retatione Dentium cum filis auri.	On the retention of teeth with golden wires.
Caput XXXIII.	Chapter 33.
Quando accidit Dentibus anterioribus concussio et commotio a percussione, aut casu: et non potest infirmus stringere super illud quod comedit ut non cadat: et curasti eos cum medicinis stipticis, et non ualuit curatio: tunc ingenium in eis est, ut stringantur cum filo auri: quoniam argentum fit uiride, et putrefit post dies: sed aurum nunquam mutatur.	When the front teeth receive a concussion and commotion from a blow or fall: and the weak cannot hold onto what they chew so that it does not fall out: and you treated them with styptic medicines, and the treatment did not help: then the idea is to fasten them with a golden wire: because silver turns greenish and decays after days; but gold never changes.
Et sit filum medium in subtilitate et grossicie secundum quantitatem quod capiat inter Dentes.	And let the middle thread be subtle and thick according to the quantity that it takes between the teeth.
Et forma quidem retationis est, ut accipias filum, et intromittas duplum eius inter duos dentes sanos: deinde texeas cum duabus extremitatibus fili inter dentes motos, siue unus sit, aut plures, donec peruenias cum tela usque ad dentem sanum alterius partis.	And the form of retention is such that you take a thread and pass its double between two healthy teeth: then you weave with both extremities of the thread between the moving teeth, whether there is one or several, until you reach the fabric up to the healthy tooth of the other side.
Deinde itera texturam usque ad partem a qua incaepisti: et stringe manum tuam cum subtilitate et sapientia, donec non remoueatur prorsus: et sit constrictio tua qua stringis filum, apud radices dentium, ut non euadat.	Then repeat the weaving until you reach the part from which you started: and tighten your hand with subtlety and wisdom, so that it is not dislodged forthwith: and let your constriction be where you tighten the thread, at the roots of the teeth, so that it does not come loose.
Deinde incide extremitates fili superfluentes cum forficibus: et aggrega utrumque, et conuerte eas cum gesti: et occulta ipsas inter dentem sanum et dentem motum, ut non laedat linguam: deinde dimittatur ita strictum dum remanet.	Then cut the superfluous extremities of the thread with scissors: and gather both, and turn them with gestures: and hide them between the healthy tooth and the moving tooth, so that they do not harm the tongue: then let it be tightened thus until it remains.
Si autem soluitur, aut inciditur, stringe eos cum filo alio, et stabit cum eo taliter tempore toto.	If however it becomes loosened or is cut, tighten them with another thread, and let it stand firm with that for the entire time.
Et haec est forma Dentium, et figura retationis duorum dentium sanorum, et duorum dentium motorum, sicut uides.	And this is the form of Teeth, and the figure of retention of two healthy teeth, and two moving teeth, as you see.
Et quandoque fit, ut redeat dens unus, aut duo post casum urriusque in locis suis, et retentur sicut narrauimus, et remaneant: et non facit illud nisi artifex, prudens, et expertus.	And when it happens that one tooth or two return to their place after a fall or other accident, and are retained as we have described, and remain: and no one does this unless he is a skilled craftsman, prudent, and experienced.
Et quandoque aptatur aliquod ex ossibus uaccinis: et fit ex eo sicut forma dentis, et ponitur in loco, ex quo munitur dens et stringitur, sicut diximus: et remanet, et seruitur cum eo tempore longo.	And when something is prepared from the bones of small animals: and it is made into the form of a tooth, and placed in the location, where it is strengthened and tightened, as we have said: and it remains, and is preserved with it for a long time.
¶ De incisione ligamenti quod accidit sub lingua, et prohibet loquelam.	Concerning the cutting of the ligament that occurs under the tongue, and prevents speaking.
Caput XXXIIII.	Chapter 34.
Quandoque ligamentum hoc quod accidit sub lingua, est aut naturale, cum quo nascitur homo, aut accidentale, a uulnere quod iam consolidatum est.	When the ligament that occurs under the tongue is either natural, with which man is born, or accidental, from a wound that has already consolidated.
Et operatio in eo est, ut aperias os infirmi in capite eius in sinu tuo, et eleua linguam eius: deinde incide illud ligamentum neruosum per latitudinem, donec soluatur lingua a retentione sua.	And the operation is to open the weak bone in its head in your sinus, and lift up its tongue; then cut through that nerve ligament along its width, until the tongue is freed from its retention.
Quod si in eo fuerit quiddam duriciei et nodationis, et fuerit illud ex consolidatione uulneris: tunc proiice in illud uncinum, et finde illud per latitudinem, donec incidas ligamentum, et soluatur nodatio.	If there is something hard and knotted in it, and it comes from the consolidation of a wound, then push in that hook, and feel it along its width, until you cut through the ligament, and the knot is freed.
Et caue, ne sit fissura in profundo carnis, et incidas arteriam illic, et accidat fluxus sanguinis.	And beware, lest there be a fissure in the deep flesh, and you cut through an artery there, and a flow of blood occurs.
Deinde colluatur in uestigio incisionis cum aqua rosata, aut cum aceto, aut aqua frigida.	Then let it be washed with rose water in the wound's incision, or with vinegar, or cold water.
Deinde pone sub lingua licinium ex lino, quod teneat infirmus in omni nocte: ut non consolidetur secundo.	Then put under the tongue a linen pledget, which holds the weak part during every night: so that it does not consolidate again.
Si autem accidat fluxus sanguinis, tunc pone super locum zegi tritum.	If a flow of blood occurs, then put crushed zinc on the spot.
Si uero uincit te sanguis, tunc cauteriza locum cum cauterio lentiginoso, quod conuenit ad illud: deinde cura ipsum cum reliqua curatione, donec sanetur.	If the blood overflows you, then cauterize the spot with a gentle cautery, which is suitable for it; then treat it with the remaining treatment, until it is healed.
¶ De extractione Ranulae quae fit sub lingua.	On the extraction of a Ranula that forms under the tongue.
Caput XXXV.	Chapter 35.
Quandoque accidit sub lingua apostema quod assimilatur Ranae paruae, prohibens linguam ab operatione sua naturali: et fortasse magnificatur adeo, donec implet os.	When an abscess occurs under the tongue that resembles a small frog, preventing the tongue from its natural operation: and perhaps it grows so much that it fills the mouth.
Et operatio in eo est, ut aperias os infirmi coram sole: et considera apostema.	And the operation for it is to open the weak bone before you, and examine the abscess.
Si ergo uides ipsum fusci coloris, aut nigri, durum, cui non inuenit infirmus sensum: tunc non tangas ipsum, quoniam est cancer.	If you see that it is of a dark or black color, hard, and has no weak sensation: then do not touch it, because it is a cancer.
Et si est decliue ad albedinem, in quo est humiditas, tunc proiice in ipsum uncinum, et incide ipsum cum spatumili subtili, et libera ipsum ab omni parte.	And if it is inclined to whiteness, in which there is moisture, then push into it a hook, and cut it with a subtle spatula, and free it from every part.
Quod si uincit te sanguis in hora tuae operationis, tunc pone super ipsum zegi tritum, donec abscindatur sanguis: deinde redi ad operationem tuam, donec extrahas ipsum cum complemento eius.	If blood flows out during your operation, then apply a compress of crushed ice on it until the bleeding stops; afterwards return to your operation until you extract it with its surrounding tissue.
Deinde colluatur cum aceto et sale: et cura ipsum reliqua curatione conueniente ad illud, donec sanetur.	Then let it be washed out with vinegar and salt; and take care to treat the rest of the wound in a suitable manner, until it heals.
¶ De curatione apostematis duarum Amigdalarum.	On the treatment of two abscesses of the gums.
Caput XXXVI.	Chapter 36.
Quandoque accidunt inter guttur godad, id est, glandulae, quae similantur algodad, quae accidunt deforis: et nominantur duae Amigdalae: quas quando curas cum eo quod diximus in diuisione, et non sanantur, tunc considera.	When two lumps occur in the throat, that is, glands, which resemble almonds, which occur before: and they are called two Tonsils: which when you treat with what we said earlier in the division, and do not heal, then consider.
Si ergo est apostema durum, fusci coloris, pauci sensus: tunc non tangas ipsum cum ferro.	If it is a hard, dry abscess, of a foul color, with little sensitivity: then do not touch it with iron.
Et si est rubei coloris, et radix eius est grossa: tunc non tangas ipsum etiam cum ferro, timens fluxum sanguinis, imo dimitte ipsum, donec maturetur.	And if it is of a red color, and its root is thick: then do not touch it with iron either, fearing a flow of blood, or rather leave it alone until it ripens.
Et tunc aut perforabis ipsum: aut rumpetur per se.	And then you will either pierce it: or it will burst open by itself.
Et si est albi coloris, rotundum, et est radix eius subtilis: tunc oportet ipsum incidi.	And if it is of a white color, round, and its root is subtle: then it is necessary to cut into it.
Et operatio in ipso est, ut consideres ante operationem suam, si quieuit apostema eius calidum quiete completum, aut imminuitur quadam diminutione: tunc ergo fac sedere infirmum coram sole, et caput eius sit in sinu tuo: et aperi os eius, et accipiat seruiens inter manus suas, et premat linguam eius inferius cum instrumento, cuius haec est forma.	And the operation on it is, that you should consider beforehand your own operation, if the abscess is warm and quiet, or if it is diminished by some reduction: then thus make the patient sit comfortably in front of a sunbeam, and his head should be in your lap: and open his mouth, and receive carefully between your hands, and press his tongue down below with an instrument, whose shape is this.
Fiat ex argento, aut aere, quod sit subtile sicut cultellus.	Let it be made from silver, or copper, which should be as subtle as a scalpel.
Cum ergo premis cum eo linguam, et ostenditur tibi apostema, et cadit super ipsum uisus tuus: tunc accipe uncinum, et fige ipsum in amigdalam, et extrahe eam ad exteriora quantum potes, praeter quod trahas cum ea aliquid ex tunicis.	When you press with it the tongue, and the abscess is shown to you, and your gaze falls upon it: then take a hook, and fix it in the tonsil, and extract it as much as possible outward, except that you draw out something from the tunics with it.
Deinde incide eam cum instrumento, cuius haec est forma quae sequitur.	Then cut into it with an instrument, whose shape is as follows.
Assimilatur forficibus: uerumtamen extremitates eius sint curuatae, ita quod orificium cuiusque earum est in directo alterius acute: unde cura ut sit ex ferro indo, aut alfuled imbibitum.	It is made similar to forceps: however the extremities of these are curved, so that the opening of each one is directed towards the other acute angle: therefore take care that it be made from iron or tempered steel.
Si autem non est praesens hoc instrumentum, tunc incide ipsum cum spatumili, cuius haec est forma.	If this instrument is not available, then cut into it with a spatula, whose shape is as follows.
Sit acutum a parte una, non acutum a parte altera.	It is sharp on one side, not sharp on the other side.
Et postquam incidis amigdalam unam, incide alteram secundum hanc eandem speciem incisionis.	And after you have cut into one tonsil, cut into the other according to the same pattern of cutting.
Deinde post incisionem gargarizet infirmus cum aqua frigida, aut cum aceto et aqua.	Then afterwards gargle with cold water, or with vinegar and water.
Si autem accidat ei fluxus sanguinis, gargarizet cum aqua in qua bulliti sunt cortices granatorum: aut folia myrti, et similia illis ex stipticis, donec abscindatur fluxus sanguinis: deinde cura ipsum, donec sanetur.	If a flow of blood occurs, gargle with water in which the bark of granate trees has been boiled: or myrtle leaves, and similar things from astringent remedies, until the flow of blood stops: then take care of it, until it heals.
Et quandoque nascuntur in gutture apostemata alia, praeter amigdalas duas.	And sometimes other abscesses will form in the throat, besides the two tonsils.
Incide ergo ea secundum quod dixi in incisione duarum amigdalarum aequaliter.	Cut them therefore equally according to what I said about the cutting of the two tonsils.
Et ego quidem iam medicatus fui mulierem ex apostemate, quod natum erat inter guttur eius, quod trahebat ad fuscedinem, pauci sensus, quod iam fere clauserat guttur: et mulier respirabat a meatu stricto, et iam prohibuerat ei comestionem, et potum aquae: et iam peruenerat ad mortem, si remansisset uno die, aut duobus diebus.	And I have indeed already treated a woman who had an abscess, which was born in her throat, which was pulling her towards phlegmon, with little sense, which had almost closed off her throat: and the woman was breathing through a narrow passage, and it had already prohibited her from eating, and drinking water: and she had already come close to death, if it had remained for one day or two days.
Et apostema tantum ascenderat, quod emiserat duos ramos, donec exierant super duo foramina nasi.	And the abscess had only risen so far that it had sent out two branches, until they issued forth through two openings of the nose.
Properaui ergo festinanter, et fixi in unum eorum uncinum.	I seized them quickly and fixed one of them with a hook.
Deinde traxi ipsum, et tracta ex eo est portio magna.	Then I pulled it out, and a large portion was drawn out with it.
Deinde abscidi eam, ubi comprehendi ex foramine nasi.	Then I cut it off, where I grasped it through the nostrils.
Deinde feci illud ei quod processit ex foramine nasi altero.	Then I did to it what was protruding from the nostril of the other one.
Deinde aperui os eius, et pressi linguam eius: et postea fixi uncinum in ipsum apostema: deinde abscidi ex eo partem eius, et non cucurrit ex eo nisi sanguis paucus: absolutum est ergo guttur mulieris, et incepit statim bibere aquam, deinde accepit ex cibo.	Then I opened its bone, and pressed its tongue: and afterwards I fixed a hook into the aposteme itself: then I cut off from it a part of it, and hardly any blood flowed from it: thus the throat of the woman was freed, and she began to drink water immediately, and then took some food.
Non ergo cessaui incidere ex illo apostemate multotiens tempore longo: et apostema succedebat loco eius quod incidebam, donec prolongatum est nimis et cum ea illud.	I did not cease to cut into that aposteme many times over a long period: and the aposteme succeeded in taking the place of what I was cutting, until it was prolonged excessively and with it.
Ingeniaui ergo, et cauterizaui apostema inter guttur.	I then applied heat, and cauterized the aposteme in the throat.
Stetit ergo ab additione: deinde ambulaui a parte, et non sciui quid fecit Deus cum ea post me.	It stood firm therefore from the application: then I walked away from there, and did not know what God did with it afterwards.
¶ De incisione apostematis uuulae.	On the Incision of a Aposteme on the Uvula.
Caput XXXVII.	Chapter 37.
Quando descendit catarrus ad uuulam, et apostematur, et est long: tunc ipsa nominatur perpendicularis: et si est in inferiori parte grossa, rotunda, tunc ipsa nominatur uua.	When the catarrh descends to the uvula and becomes an aposteme, and it is long: then it is called perpendicular: and if it is in the lower part thick and round, then it is called a uuva.
Quando curatur cum eo quod diximus in diuisione, et non confert curatio: et uides quod apostema calidum quieuit ab ea, et est subtilis: tunc oportet ut incidas eam.	When it is treated with what we said in the division, and the treatment does not help: and you see that the hot aposteme quiets down from it, and it is subtle: then it is necessary to cut into it.
Et quae ex ea est aggregata rotunda, et non est ei longitudo, et est sanguinea, aut fusci coloris, aut nigri, et non est ei sensus: tunc oportet ut deuites incisionem eius.	And what is gathered from it is round, and it has no length, and it is bloody, or of a dark color, or black, and it has no sensation: then it is necessary to make an incision in it.
In ea enim est timor super infirmum.	For there is fear about the patient's condition.
Oportet ergo quando uides eam secundum modum quem dixi ex albedine, et longitudine sua, ut facias sedere infirmum coram sole: et premas linguam eius cum instrumento, cuius praecessit narratio: deinde fige uncinum in uuam, et trahe eam inferius: et incide eam cum uno duorum instrumentorum quae dixi in incisione duarum amigdalarum.	It is necessary therefore, when you see it according to the method which I described, and its length, to make the patient sit in front of a sunbeam: and press his tongue with an instrument, whose description preceded: then fix a hook into the uuva, and draw it downwards: and cut into it with one of the two instruments which I described in the incision of the two amigdale.
Et oportet ut non incidas ex ea, nisi illud quod additur super naturalem terminum sine additione.	And it is necessary that you do not cut except from that which is added above the natural termination without addition.
Nam si tu incidis ex ea plus, laedes uocem et sermonem.	For if you cut more than that, you will cause pain and inflammation.
Deinde post incisionem utere eo quod narrauimus in incisione duarum amigdalarum: et cura eam, donec sanetur.	Then after the incision, use what we have described in the incision of the two almond-shaped [parts], and care for it until it heals.
Si autem terretur infirmus ab incisione: tunc oportet ut utaris ingenio in cauterizatione eius absque timore et pauore.	If, however, the patient is weakened by the incision, then it is necessary to use caution in cauterizing it without fear and trembling.
Et modus cauterii in ea non est, nisi cum aqua acuta: et est, ut ponas caput infirmi in sinu tuo.	And the method of cauterization in this case is not with sharp water, but rather you should place the patient's head on your lap.
Deinde preme linguam eius cum instrumento quod diximus.	Then press their tongue with the instrument that we mentioned.
Deinde accipe ex aqua quam dixi tibi in capitulo cauterizandi, et confice cum ea calcem non extinctam, et pone eam non spissam, neque subtilem, et imple ex ea concauitatem huius instrumenti, cuius haec est forma.	Then take the water that I mentioned to you in the chapter on cauterization, and mix it with a non-extinguished lime, and place it not too thick, nor too subtle, and fill with it the concavity of this instrument, whose shape is this.
Sit extremitati eius in qua ponitur medicina concauitas, sicut concauitas cochlearis radii.	Let the extremities of it be where the medicine is placed, concave like the concavity of a spoon's handle.
Et pone instrumentum cum medicina super uuulam ipsam: et infirmus sit iacens super latus suum, ut currat saliua ex ore eius ex intrinseca medicina, ut non descendat ex ea ad guttur ipsius aliquid, et laedat ipsum.	And place the instrument with the medicine on the same ulcer: and let the patient lie on their side, so that saliva flows out of their mouth from the inwardly administered medicine, so that nothing descends from it into their throat, and hurts them.
Deinde tene manum tuam cum medicina.	Then hold your hand with the medicine.
Et tu ex primas eam super uuulam quantitate medietatis horae, donec uideas eam iam denigratam, et sedatam mordicationem medicinae.	And you should apply it to the ulcer in a moderate quantity for a half hour, until you see it already blackened and calmed down by the biting of the medicine.
Et si uis ut accipias cotum, et inuoluas ipsum super extremitatem radii, et infundas cotum cum medicina, et intromittas radium cum coto in cannulam desuper, donec adhaereat cotum super uuulam.	And if you wish to receive the crust, and wrap it around the extremity of the handle, and pour the crust with medicine, and insert the handle with the crust into a tube from above, until the crust adheres to the ulcer.
Fac illud multotiens, donec consequaris quod uis de cauterizatione uuae.	Do that many times, until you achieve what you want from the cauterization of your ulcer.
Deinde dimitte eam: ipsa namque arescit et cadit post tres dies, aut quatuor.	Then leave it: it will wither and fall off after three days, or four.
Quod si indiges ut iteres medicinam, itera ipsam: et post cauterizationem absterge in circumitu uuae cum coto imbibito in butyro, et mundifica cum eo quod est in circumitu eius ex medicina: et colluatur cum aqua frigida.	What if you need to administer medicine, administer it thus: and after cauterization, wipe the area around the wound with a cloth soaked in butter, and clean it with what is around it from the medicine; and cool it with cold water.
Et curetur extrinsecus cum embrocis, et deintus cum gargarismis, donec sanetur.	And let it be treated externally with poultices, and internally with gargles, until it is healed.
Haec ergo species curationis est salubrior incisione et longinquior a timore.	This therefore is a more healthy and longer-lasting method of treatment, free from fear.
Et quandoque curatur uuula etiam cum eo quod est subtilius quam cauterium et incisio: curatur enim cum suffumigatione, secundum hunc modum.	And sometimes it is treated with what is more subtle than cauterization and incision: for it is treated with fumigation, according to this method.
Sume calamentum, et hyssopum, et origanum, et rutam, et sseah, et chamomillam, et abrotanum, et similia eis ex herbis: et aggrega ea omnia, aut quaedam eorum in olla, et submergantur cum aceto, et bulliant: et olla sit lutata cum luto decenter: et sit in medio ollae foramen, super quod componatur instrumentum concauum secundum hunc modum.	Take calament, and hyssop, and origan, and rue, and sseah, and chamomile, and abrotanum, and similar herbs: and gather all of them together, or some of them in a pot, and soak them in vinegar, and boil: and let the pot be well-covered with clay: and let there be an opening in the middle of the pot, over which an instrument concave according to this method is placed.
Fiat ex argento, aut aere: et intromittatur extremitas, in qua est granatum, in os infirmi, donec ascendat uapor ad uuulam super cannulam, donec obscuretur uuula multum.	Let it be made of silver, or of copper: and let the extremities be introduced, in which there is a grain, into the mouth of the patient, until the vapor rises to the wound through a canal, until the wound is greatly obscured.
Deinde itera super ipsam multotiens, donec arescat.	Then repeat it many times over it, until it withers.
Et caue, ne facias hanc curationem in principio aduentus apostematis.	And beware, lest you perform this treatment at the beginning of an acute abscess.
Plaerumque enim addit in apostemate: et non oportet ut facias illud nisi apud declinationem apostematis eius calidi.	For it increases in the abscess: and it is not proper to do that unless at the decline of the abscess's heat.
Si autem non est praesens tibi hoc instrumentum, tunc accipe cannam, et compone in extremitate eius corticem oui: ut non comburatur os infirmi: quoniam cortex oui prohibet uaporem comburere os: et haec est ex bona curatione cum salute.	If you do not have this instrument at hand, then take a reed, and place a layer of sheep's cortex on its extremity: so that the mouth of the patient is not burned: for the cortex of the sheep prevents the vapor from burning the mouth: and this is good treatment with safety.
¶ De extractione spinarum, et ossium de gula.	On the extraction of spinal marrow and bones from the throat.
Caput XXXVIII.	Chapter 38.
Multotiens adhaeret in gutture os, aut spina piscis, aut aliud.	Many times a bone sticks in the gullet, or a fishbone, or something else.
Oportet ergo ut extrahas quod ex eis est apparens super quod cadit uisus, postquam premis linguam cum instrumento apud solem, et declaratur tibi quod est in gutture.	It is necessary therefore to extract what appears above what has fallen by the sense of sight, after you press the tongue with an instrument at the root, and it is revealed to you what is in the gullet.
Et quod non apparet tibi et occultatur in gutture, oportet ut facias uomere infirmum antequam digeratur cibus in stomacho.	And what does not appear to you and is hidden in the gullet, it is necessary that you make a weak vomit before food is digested in the stomach.
Fortasse enim egredietur res annexa per uomitum.	Perhaps indeed the attached thing will come out through vomiting.
Aut deglutiat infirmus frustum napi, aut radicem lactucae, aut deglutiat buccellam panis sicci: aut accipiat frustum spongiae marinae siccae lenis: et liga ipsum in filo, deinde deglutiat ipsum.	Or swallow a weak piece of turnip, or the root of lettuce, or swallow a small piece of dry bread: or take a piece of dried seaweed sponge and tie it with thread, then swallow it.
Cum ergo peruenit ad locum ubi sunt spinae, aut os, et extrahitur, tunc egreditur.	When therefore it reaches the place where the bones or the bone are, and it is extracted, then it comes out.
Si ergo non egreditur cum eo quod diximus: tunc utere instrumento ex plumbo secundum hanc formam.	If therefore it does not come out with what we have said: then use an instrument made of lead according to this form.
Sit grossius quam Radius parumper, et in extremitate eius sit curuitas, quam intromittat in guttur suum cum facilitate: et ipse habeat caput suum eleuatum sursum.	Let it be thicker than a radius of a finger, and at its extremity let there be a curvature, which easily introduces itself into the throat, and let it have its head elevated upwards.
Et caueat a tactu suae epiglotis, ut non accidat ei tussis, et impellat cum eo os, aut spinam, aut intromittat ipsum medicus manu sua.	And let it be cautious of the touch of its epiglottis, so that a cough does not occur to it, and it drives out with it the bone, or spine, or the physician introduces it with their hand.
Verum quod infirmus intromittat, hoc est melius: propter scientiam suam de loco rei annexae: et impellat inferius, aut trahat manum suam cum instrumento sursum, totum illud secundum quantitatem quae praeparatur ei, donec egrediatur.	Indeed what the weak person introduces is better: on account of their knowledge of the place of the attached thing: and they drive downwards, or pull with their hand and instrument upwards, all that according to the quantity which is prepared for them, until it comes out.
¶ De extractione Sanguisugae.	On the extraction of leeches.
Caput XXXIX.	Chapter 39.
Quando medicatur sanguisuga cum eo quod dixi in diuisione ex curatione cum medicinis, et non confert, tunc considera in gutture infirmi coram sole, siue apud solem postquam premis linguam eius cum instrumento quod narraui tibi.	When a leech is treated with what I said earlier in the section on cures with medicines, and it does not succeed, then examine the gullet of the weak person in front of the sun, or at the root after you press their tongue with the instrument that I described to you.
Si ergo cadit uisus tuus super sanguisugam, extrahe eam cum uncino paruo, aut cum gesti subtilibus decenter.	If then your sight falls on the blood vessel, extract it with a small hook, or with delicate instruments that are well-divided.
Quod si non est possibile cum eis: tunc accipe cannulam concauam, et intromitte eam in guttur infirmi usque prope guttur: deinde intromitte in concauitatem cannulae ferrum ignitum cum igne.	What if it is not possible with these: then take a curved cannula, and insert it into the throat of the injured person up to the throat; then insert into the curve of the cannula a fiery iron heated with fire.
Fac illud multotiens: et abstineat infirmus ab aqua tota die.	Do that many times: and let the injured person abstain from water for the whole day.
Deinde accipiat uitreatam plenam aqua frigida, et aperiat os eius in ea: et colluat os suum cum ea, et non deglutiat ex ea aliquid: et moueat aquam una hora post aliam cum manu sua.	Then let him receive a full treatment of cold water, and open his mouth in it: and let him gargle with it, and not swallow anything from it: and let him move the water for one hour after another with his hand.
Sanguisuga enim ilico cum sentit aquam cadit.	For the blood vessel falls down at that place when it feels the water.
Si autem non egreditur cum eo quod narrauimus, tunc suffumiga infirmum cum cimicibus, aut cum asa cum instrumento quod narraui in suffumigatione uuulae.	If it does not come out with what we have narrated, then fumigate the injured person with bug-like things, or with a reed with an instrument that I have narrated in the fumigation of wounds.
Fac illud multotiens, quoniam ipsa cadet.	Do that many times, until it falls out.
Et modus operationis in suffumigatione est, ut accipias ollam, in qua sint prunae uiuae cum igne: et olla sit cooperta cum coopertorio, in cuius medio sit foramen: et componatur in illo foramine extremitas instrumenti.	And the method of operation in fumigation is, that you take a pot, in which are live coals with fire: and let the pot be covered with a lid, in the middle of which is a hole: and let the extremity of the instrument be composed in that hole.
Deinde proiice suffumigationem, et ponat infirmus os suum in extremitate cannulae, et claudat os suum, ut non egrediatur suffumigatio, donec scias quod suffumigatio iam peruenit ad sanguisugam.	Then pour out the fumigation, and let the injured person put his mouth at the extremity of the cannula, and close his mouth, so that the fumigation does not escape, until you know that the fumigation has already reached the blood vessel.
Nam sanguisuga statim cadet.	For the blood vessel will immediately fall out.
Quod si non cadit, tunc itera suffumigationem multotiens.	What if it does not fall out, then repeat the fumigation many times.
Et toleret infirmus sitim, et comedat salsa, et allia, et non bibat aquam.	And let the injured person endure hunger, and eat salty things, and garlic, and not drink water.
Necesse est ergo ut egrediatur cum hoc regimine.	It is necessary therefore that it comes out with this regimen.
Et haec est forma instrumenti cum quo extrahitur sanguisuga ex gutture, quando cadit super ipsam uisus.	And this is the shape of the instrument with which a bloodsucker is extracted from the throat, when it falls upon its own force.
Est simile forcipibus, sicut uides: nisi quia est ei haee curuitas quae intromittitur ad guttur.	It is similar to forceps, as you see: except that it has this curvature which is introduced into the throat.
Et extremitas eius similis ori auis quae nominatur ciconia, in quo est asperitas limae: quando comprehendit aliquid, non dimittit ipsum omnino.	And its extremity is similar to the beak of a bird called a stork, in which there is roughness of a file: when it grasps something, it does not release it at all.
¶ De apertione Apostematum, et eorum sectione, et cura in genere.	On the opening of abscesses, and their section, and care in general.
Caput XL.	Chapter 40.
Apostematum species sunt multae, multorum modorum, secundum quod uenit rememoratio eorum, scilicet unius, et unius in hoc libro: et sunt diuersae in perforatione eorum, et sectione ipsorum ex duobus modis.	There are many types of abscesses, of many modes, according to what comes to mind about them, namely one, and one in this book: and they differ in their perforation and sectioning from two modes.
Quorum unus est ex specie apostematis in seipso, et eo quod comprehendit ex humiditatibus.	Of which one is of the type of abscess that is in itself, and that which comprehends from humidities.
Et modus secundus est propter loca, in quibus accidit ex corpore.	And the second mode is on account of places, in which it happens through the body.
Quoniam apostema accidens in capite, est aliud ab apostemate accidente in ano: et apostema accidens in loco carnoso, est aliud ab apostemate accidente in iuncturis: et unicuique eorum est iudicium suum ex operatione.	Because an abscess occurring on the head is different from an abscess occurring on the anus: and an abscess occurring in a fleshy place is different from an abscess occurring in a joint: and each of them has its own judgment from the operation.
