Praefatio.	Foreword.
Deinde incide carnem in primis, donec finiatur totum eius cum incisorio.	Then cut the flesh at first, until everything is finished with an incision.
Et caue ab oculo, ut non laedas ipsum apud operationem: et sit incisio tua qua ipsam incidis, aut cum spatumili, quod narrauimus in incisione ungulae: aut cum forficibus paruis, cum quibus colligitur asebel, secundum quod ueniet forma eius post hoc capitulum.	And beware of the eye, so that you do not harm it during the operation: and let your incision be such as you make it with a spatumili, which we have described in the incision of the nail: or with small forceps, with which the asperity is collected, according to what form it takes after this chapter.
Cum ergo completur incisio tua, et remouetur tota alguardenici, tunc imple oculum ex sale contrito: aut distilla in eum puluerem rubeum, et similia illi ex medicinis corrosiuis: et pone super oculum deforis cottum cum albugine oui: ut securetur ab apostemate calido.	When therefore your incision is complete, and the entire Al-Guardenzie is removed, then fill the eye with a contrary poultice of salt: or distill into it a red powder, and similar things from corrosive medicines: and place over the eye a defensive cotton pad with albumen water: so that it may be secured from warm abscess.
Quod si remanet ex alguardenici aliquid, et dominatur tibi sanguis calidus, et times apostema calidum: tunc dimitte oculum, et cura ipsum cum eo quod sedat apostema.	If something remains from the surgery and warm blood dominates you, and a warm abscess is forming: then leave the eye alone, and treat it with what soothes the abscess.
Deinde itera super ipsum cum operatione, donec sanetur.	Then repeat over it with the treatment, until it is healed.
Et similiter fac cum carne addita quae accidit in oculo ex hac specie.	And similarly do with the flesh that has grown in the eye from this type.
Verumtamen oportet, ut alienes curationem omnis oculi debilis ex uia naturali, aut ex uia accidentali, operando cum ferro: et non intromittas manum tuam in aliqua harum operationum, donec uideas, quod illud membrum est tolerans illam operationem.	However, it is necessary to avoid alienating the weak curative power of the whole eye from its natural or accidental way, by operating with iron: and do not introduce your hand in any of these operations, until you see that the member is tolerant of that operation.
¶ De collectione Sebel ex oculo.	On collecting pus from the eye.
Caput XVIII.	Chapter 18.
Sebel sunt uenae rubeae quae texuntur super oculum, et prohibent uisui operationem suam: et debilitant oculum cum longitudine dierum.	Pus is a red vein that forms on the eye and prevents the power of vision from operating, and it weakens the eye over time.
Necesse est ergo tibi in primis, ut consideres, si oculus in quo est Sebel, est fortis, et non est in eo aegritudo aliqua, praeter Sebel: tunc collige Sebel eius.	It is necessary for you, therefore, to consider first whether the eye in which there is pus is strong and does not have any illness except the pus: then collect its pus.
Et est, ut praecipias infirmo, ut ponat caput suum in sinu tuo.	And it is, that you should advise the weak one to place their head on your lap.
Deinde suspende illas uenas cum uncino uno, aut duobus secundum prudentiam tuam: et sit uncinus subtilis duplationis, secundum hanc formam, aut sint duo uncini gradat in corpore uno, secundum hanc formam.	Then suspend those veins with one hook, or two according to your prudence: and let the hook be subtle and double-layered, according to this form, or let there be two hooks graduated on one body, according to this form.
Deinde collige cum forficibus subtilibus illas uenas cum subtilitate, et absterge sanguinem hora post horam, donec uideas illas uenas remoueri ex oculo, et resoluuntur: et caue ne laedas oculum cum extremitatibus spatumilis.	Then collect with subtle forceps those veins subtly, and absorb the blood hour after hour, until you see those veins being removed from the eye, and they resolve: and beware not to harm the eye with excessively sharp instruments.
Et sit operatio tua in meridie coram sole, et sis firmus in operatione tua ualde: ut non incidas nisi illas uenas.	And let your operation be at midday before the sun, and be firm in your operation indeed: so that you do not touch anything except those veins.
Et cum tu expleueris, tunc distilla in oculum sief uiride, aut rubeum: ut sua acuitate corrodat quod remansit ex sebel.	And when you have completed it, then distill into the eye a green or red [substance]: so that its sharpness corrodes what remains of the pus.
Si autem non est tibi possibile colligere illud totum in illa hora, tunc emplastra oculum cum eo, quod sedat dolorem oculi: et dimitte ipsum diebus aliquot, donec sedetur dolor eius: et securetur ab apostemate calido: deinde itera super ipsum secundum modum eundem, donec sanetur.	If you are not able to gather that whole thing at that hour, then apply a plaster to the eye with what soothes the pain of the eye; and leave it there for several days, until the pain is calmed; and let it be secured from an apostemic heat: then apply again in the same way, until it heals.
Et haec est forma forficis.	And this is the form of a scalpel.
¶ De reductione Arissati ad nasum.	On the Reduction of a Fracture of the Nose.
Caput XIX.	Chapter 19.
Nominant medici Arissati Fistulam, quam curas cum cauterio, aut cum medicina acuta comburente, secundum quod praecessit eius narratio.	The doctor calls a fracture of the nose a fistula, which he treats with cauterization or with acute medication that burns, according to what has preceded in his narration.
Et si non sanatur, tunc non est ingenium in ea: nisi ut findas super apostema apud natiuitatem eius, et extrahas totam humiditatem quae est in eo et pus, donec detegatur os.	And if it does not heal, then there is no cleverness in that; unless you place a poultice on the aposteme at its birthplace, and extract all the moisture that is in it and pus, until the bone is exposed.
Cum ergo detegitur os, et uides in eo corruptionem, aut nigredinem, tunc rade ipsum cum instrumento, cuius forma est haec.	When therefore the bone is exposed, and you see in it corruption or blackness, then scrape it with an instrument, whose form is this.
Et nominatur Asperi capitis.	And it is called a rasp of the head.
Fiat ex ferro indo, et sit caput eius rotundum sicut azir, quod sit punctatum punctatione limae, aut punctatione aliskilferi punctatione subtili: et pone ipsum super locum corruptum ossis.	Let it be made from iron, and let its head be round like a file, which is marked with the marking of a lime or the subtle marking of a scalpel; and put it on the corrupted place of the bone.
Deinde reuolue ipsum inter digitos tuos, et tu preme manum tuam parumper, donec scias quod illa corruptio iam rasa est: et fac illud aliquotiens.	Then turn it around between your fingers, and press your hand for a while, until you know that the corruption has been scraped away; and do it several times.
Deinde restaura locum cum medicinis exiccatiuis stipticis.	Then restore the place with dry, stimulating medicines.
Si ergo consolidatur locus, et nascitur in eo caro, et abscinditur cursus saniei: et remanet quadraginta diebus, et non renouatur, et non apostematur, et non accidit in eo accidens: tunc scias quia iam sanatus est.	If therefore the place consolidates, and flesh grows in it, and the flow of blood is stopped: and it remains for forty days, and does not get worse, and does not become apostemic, and no accident happens to it: then you know that it has already healed.
Et si non, tunc non est in eo ingenium, nisi reducere fistulam ad foramen nasi, secundum hanc formam.	And if not, then there is no cleverness in it, unless you reduce the fistula to the nostril, according to this form.
Et est, ut detegas ab osse secundo cum ferro, aut cum medicina acuta: et cum detectum est os, tunc accipe terebrum secundum hanc formam, sit extremitas ferrea, triangulata: et lignum eius sit pyramis extenuata usque ad extremitatem, sicut uides.	And it is, that you detach from the bone with a second iron, or with an acute medicine; and when the bone is detected, then take a second trephine of this form, whether it is an iron extremity, triangular: and its wood should be a pyramid extended to the extremity, as you see.
Deinde pone illud super os ipsum: et sit illud prope lachrymale: et elonga manum tuam ab oculo parum.	Then place that on the bone itself: and let it be near the tear-drop; and extend your hand a little from the eye.
Deinde reuolue manum tuam cum terebro, donec penetret os, et sentiat illud infirmus: per hoc quod inuenit uentum exire ex eo, quando tenet manum suam super nasum suum.	Then turn your hand with the trephine, until it penetrates the bone, and let it feel the weakness; for when it finds an exit from there, it will come out, when you hold your hand over your nose.
Ergo tunc restaura locum cum medicinis stipticis exiccantibus, sicut docui te.	Therefore then restore the place with astringent medicines that dry, as I have instructed you.
Cum ergo nascitur caro, et induratur locus: tunc materia quae effundebatur ad exteriora, redit ad nasum: est ergo leuius illud super infirmum.	When therefore flesh grows, and the place hardens: then the matter that flowed out to the exterior returns to the nose: it is therefore lighter on the weakness.
¶ De reductione eminentiae Oculi.	On the Reduction of a Prominence in the Eye.
Caput XX.	Chapter 20.
Quando eminet Oculus cum totalitate sua, et non accidit in uisu nocumentum, neque diminutio: tunc oportet ut soluas infirmum: deinde phlebotomes eum: postea ponas uentosas in ceruice absque scarificatione, sed cum suctione.	When the eye protrudes with its entirety, and no harm occurs in the sight, nor diminution: then it is necessary to loosen the weakness; afterwards, phlebotomize it; next, apply cups to the nape of the neck without scarification, but with suction.
Deinde pone super Oculum linimentum quod fit ex acacia, et aloe, et olibano, et sarcocolla.	Then place on the eye an ointment that is made from acacia, and aloe, and olibanum, and sarcocolla.
Deinde stringe Oculum desuper super emplastrum cum puluillis multis.	Then bind the eye above with a plaster containing many powders.
Et modus puluillorum est: ut accipias pannos lenes, multos, et duplicetur omnis pannus ex eis super quatuor: fac ex eis multos: deinde pone eos unum super alium, secundum quantitatem qua indiget Oculus: deinde stringe super ipsos cum panno duro strictura forti.	And the method of powders is: that you take many soft cloths, and each cloth should be doubled over four; make many from them; then place one on top of another, according to the quantity which the eye needs; then bind over them with a hard cloth, tightly fastened.
Et itera uentosas cum suctione sine scarificatione.	And apply cups again with suction without scarification.
Deinde aufer uentosas, et dimitte oculum strictum die et nocte.	Then apply poultices, and release the constricted eye by day and night.
Si autem ligamentum iterum mollificatur, tunc oportet ut stringatur multum: deinde aufer ligamentum post diem et noctem, sicut diximus.	If, however, the ligament is softened again, then it is necessary to constrict it much: then apply a poultice to the ligament by day and night, as we have said.
Si ergo uides oculum iam redisse uuae tunicae, est bonum: et si non, tunc itera emplastrum, et puluillos, et stricturam, et uentosas, donec sanetur.	If, therefore, you see the eye already recovered to its own membrane, it is good: and if not, then try again a plaster, and poultices, and constrictions, and applications, until it is healed.
¶ De incisionie Vuae tunicae.	On the incision of the conjunctiva.
Caput XXI.	Chapter 21.
Quando accidit disruptio in tunica Vuea, deinde eminet et procedit extra palpebras sicut granum Vuae, et foedatur forma hominis propter illud, et uis incidere illud: tunc operatio in eo est, secundum quod narro: et est, ut intromittas acum in radice Vuae ab inferiori ad superiorem partem.	When a disruption occurs in the conjunctiva, then it protrudes and proceeds outside the eyelids like a grain of conjunctiva, and it is deformed into a human-like shape because of that, and it is necessary to cut into it: then the operation on it is, according to what I relate: and it is, as you introduce a needle in the root of the conjunctiva from the lower to the upper part.
Deinde intromitte acum aliam in qua sit filum duplum a parte lachrymalis, et fac eam penetrare: et dimitte acum primam secundum dispositionem suam.	Then introduce another needle where there is a double thread on the lacrimal side, and make it penetrate: and release the first needle according to its own arrangement.
Deinde incide locum fili dupli, et liga cum eo partem Vuae in circumitu acus: et stringe eam multum.	Then cut the place of the double thread, and tie it with the conjunctiva around the circumference of the needle: and constrict it much.
Deinde extrahe acum, et pone super oculum lanam infusam in albugine oui: et dimitte eum, donec cadat filum cum Vua.	Then withdraw the needle, and place a soaked linen cloth over the white of the eye: and leave it there, until the thread falls away with the conjunctiva.
Deinde cura oculum cum eo, quod confortat ipsum, donec sanetur uulnus.	Then treat the eye with what comforts it, until the wound is healed.
Et quandoque stringitur Vua ab omni parte cum circulo ex panno, donec addat oculus eminentiam magnam.	And when the conjunctiva is constricted from all sides with a circle of cloth, until the eye adds great prominence.
Deinde perforetur cum spatumili subtili, quod perueniat ad profundum oculi, et currat humiditas albuginea, et descendat oculus, et ingrediatur statim: deinde stringe eum, donec sanetur.	Then it should be perforated with a subtle spatula, which reaches the depth of the eye, and the humidity of the white part is drained, and the eye subsides, and it enters immediately: then constrict it, until it is healed.
¶ De curatione Alcomnati.	About the treatment of a wound on the head.
Caput XXII.	Chapter 22.
Haec Aegritudo quae nominatur Alcomnati, non, est nisi sanies, quae aggregatur in oculo, similis aquae descendenti, et non est ipsa.	This disease which is called Alcomnati is not, unless it be a flux, that gathers in the eye, like descending water, and it is not itself.
Et modus operandi in ea est, ut facias sedere infirmum super sedem praeparatum, uel directum.	And the method of operating on it is to make the patient sit on a prepared or directed seat.
Deinde accipe caput eius manibus tuis a partibus duabus, et moue ipsum, donec uideas saniem peruenire ad inferiora oculis tuis.	Then take his head with your two hands from both sides, and move it until you feel the flux coming down to the lower part of the eyes.
Deinde figatur, et non descendat, et absoluatur lumen: et uideat infirmus res sicut uidebat: et si non descendit inferius, scias quia est aqua.	Then it is pressed, and does not flow down, and the light is freed; and the patient sees things as he saw them before; and if it does not flow down below, you will know that it is water.
Si autem non praeparatur descensus saniei cum eo quod diximus, tunc fac sedere infirmum inter manus tuas.	But if the flux of the discharge does not come down with what we have said, then make the patient sit between your hands.
Deinde accipe spatumile subtile, et finde cum eo supra panniculum corneum parumper apud continuationem coniunctiuae cum tunica cornea in corona, donec egrediatur sanies.	Then take a subtle sponge, and apply it above the cornual pannicle near the junction with the corneal tunic, until the discharge comes out.
Cum ergo egreditur, tunc distilla in oculum aquam calidam in qua miscuisti mel: aut aquam in qua iam bullisti foenumgraecum et mel: deinde curetur cum reliqua curatione, donec sanetur.	When it comes out, then pour warm water into the eye, in which you have mixed honey; or water in which you have already boiled fenugreek and honey; then treat with the remaining treatment, until he is healed.
¶ De cura aquae, quae descendit in oculo, uel cataracta.	About the treatment of water that flows into the eye, or a cataract.
Caput XXIII.	Chapter 23.
Iam Diximus species aquae in diuisione, et quae conuenit ad perforandum sermone declarante et exponente, tunc accipe illud idem secundum sanitatem.	Now we have discussed the types of water in the division, and what is suitable for piercing, declaring and explaining it with a sermon, then take the same according to health.
Tunc ergo oportet ut facias sedere infirmum inter manus tuas quadratum, oppositum lumini, prope solem: et liga oculum eius sanum, et stringe eum ualde: deinde palpebram oculi eius manu tua dextra, si oculus in quo est aqua, est oculus sinister: aut manu tua sinistra, si oculus est dexter.	Then it is necessary to make the patient sit between your hands, squarely facing the light, near a window; and bind his healthy eye, and tie it tightly; then touch the eyelid of his eye with your right hand, if the eye in which there is water is the left eye; or with your left hand, if it is the right eye.
Deinde accipe manu tua dextra almagda, si oculus est sinister: aut manu tua sinistra, si oculus est dexter.	Then take with your right hand the cotton, if the eye is left; or with your left hand, if the eye is right.
Deinde pone extremitatem almagda prope coronam per grossitudinem radii in ipsa albedine oculi apparente lachrymalis minoris: deinde impelle almagda cum uirtute: et tu reuoluis cum eo manum tuam, donec penetret in albuginem oculi: et sentias, quod almagda iam peruenit ad rem uacuam.	Then place the cotton near the crown through the thickness of the radius in the white part of the eye appearing as a small lachrymal lake; then push the cotton with force; and you will revolve with it your hand, until it penetrates into the whiteness of the eye: and you will feel that the cotton has now reached the empty space.
Et oportet, ut sit mensura itineris almagda ad profundum, mensura spacii quod est a pupilla usque ad finem nigredinis: et est corona oculi.	And it is necessary that the measure of the path of the cotton be to the depth, a measure of space which is from the pupil up to the end of the blackness; and this is the crown of the eye.
Uidebis enim ea in ipsa pupilla uisione oculi, propter claritatem tunicae corneae.	You will see them in the same pupil of the vision of the eye, due to the clarity of the transparent corneal tunic.
Deinde pone almagda usque ad locum in quo est aqua.	Then put the cotton up to the place where there is water.
Deinde preme ipsum inferius uice una post aliam.	Then press it downwards with one finger after another.
Si ergo descendit aqua statim, tunc infirmus uidet illud super quod aperit uisum suum statim, et almagda in oculo suo.	If therefore the water descends immediately, then the weak one sees that which appears above his sight immediately, and the cotton is in his eye.
Deinde quiescas paululum.	Then rest a little while.
Si ergo descendat aqua, tunc depone eam secundo, praeter quod egrediatur almagda.	If therefore the water descends, then put it down for a second, except that the cotton should come out.
Quando ergo figitur, et non ascendit: tunc extrahe almagda cum facilitate: et tu reuoluis manum tuam paulatim.	When therefore it is fixed, and does not ascend: then extract the cotton with ease: and you will revolve your hand slowly.
Deinde dissolue in aqua aliquid ex sale claro gemmae: et ablue cum eo oculum deintus.	Then dissolve something in water from a clear gem-like salt: and wash the eye within with it.
Deinde pone extra oculum totum stuppam, aut lanam infusam oleo rosato, et albugine oui: et liga cum eo oculum sanum.	Then put outside the whole eye a gauze, or a wool cloth soaked with rose oil, and of the whiteness of the eye: and bind it with a healthy eye.
Nos autem, et illi qui sunt nostri temporis, ponimus super eum ciminum tritum cum albumine oui.	We, however, and those who are of our time, put on top of it a layer of triturated cumin with the whiteness of the eye.
Quod si non obedit tibi almagda ad introitum in oculum propter duriciem suam, quoniam ex hominibus est, cuius oculus est durus ualde: tunc oportet ut accipias spatumile, quod nominatur Alberid, cuius haec est forma.	If the cotton does not obey you at the entrance into the eye due to its hardness, since it is from a man whose eye is very hard: then it is necessary that you take a spatula, which is called Alberid, of which this is the form.
Pefora ergo cum eo ipsam coniunctiuam tantum, et non ultimes manum tuam in foramine: et non est nisi ut facias uiam ad almagda locum subtilem.	Here is the translation:
Deinde intromitte almagda, secundum quod diximus.	Then introduce the scalpel, secondly as we have described.
Et apud complementum operis tui, praeparetur infirmo dormitorium decenter factum, in quo dormiat super dorsum suum in domo tenebrosa: et prohibeatur ab omnibus motibus, et a tussi: et pone cibum eius illud quo lenitur natura eius: et non moueat caput suum dextra, neque sinistra omnino.	And at the completion of your operation, prepare a comfortable bed for the weak patient, made in a dark room, where they can sleep on their back: and prohibit them from all movements, and from coughing: and give them food that soothes their nature: and let them not move their head to the right or left at all.
Et sit ligamentum secundum dispositionem suam usque ad diem tertium.	And let the dressing remain in place according to its own arrangement until the third day.
Deinde solue illud in illa domo tenebrosa, et experire uisum eius: et fac eum uidere res.	Then remove it in that dark room, and test its strength: and make him see things clearly.
Deinde reduc ligamentum usque ad diem septimum.	Then reduce the dressing until the seventh day.
Et non oportet ut faciat illud in hora curationis, aut post incisionem statim: imo oportet, ut alienes illud: propterea quod aqua ascendit uelociter per aspectum uehementem.	And it is not suitable to do that at the time of cure, or immediately after the incision: on the contrary, it is necessary to delay it: because water ascends quickly through a violent aspect.
Si autem accidit apostema calidum: tunc oportet ut soluas oculum ante septimum: et rectifica illud cum eo quod sedat apostema, donec sedatur: tunc absolue ipsius uisum, et pone super faciem eius orale quo regatur uisus eius sub eo diebus aliquot, ipso existente in illa domo tenebrosa.	But if a hot aposteme occurs: then it is necessary to remove the dressing before the seventh day: and correct it with what soothes the aposteme, until it is soothed: then absolutely restore his sight, and place upon his face an oral application that regulates his sight under those days, while he remains in that dark room.
Deinde egrediatur a domo gradatim, et conuersetur in casis suis.	Then let him gradually go out of the room, and take exercise in his own quarters.
Et scias, quod in zaltea non excusatur discipulus a uisione aliquotiens: tunc enim audeat super operationem.	And know that in this matter the student is not exempt from seeing many times: then indeed he will be confident about the operation.
Et iam quidem peruenit ad nos quidam ex illis qui sunt de Alayrach, qui dixit, quod factum fuit in Alayrach magdan perforatum, quo sugitur aqua.	And now indeed it has come to us from some of those who are from Alayrach, who said that a perforated madan was made in Alayrach, which is pierced by water.
Verum ergo non uidi aliquem in terra uostra, qui fecerit illud: neque legi illud in aliquo ex libris antiquorum: et est possibile, ut sit illud nouum.	But truly I did not see anyone in your land who made it: nor did I read about it in any of the ancient books: and it is possible that it may be new.
Et istae sunt formae specierum ex magda, ut stet super ea qui ea ignorat.	And these are forms of species from madan, so that they stand upon those who ignore them.
Fiant ex aere proprie: et sint extremitates eorum cum hac eadem subtilitate triangulatae, et extremitas acuta.	Be made from a proper copper: and let their extremities be with the same subtlety triangular-shaped, and the extremities acute.
Formae magda.	Be fashioned like a chamber.
¶ De cura Carnis natae in naso.	On the treatment of flesh born in the nose.
Caput XXIIII.	Head 24.
Quandoque nascuntur in naso Carnes diuersae additae, ex quibus est aliquid quod assimilatur scorpioni multorum pedum: et ex ea est caro cancerosa, lapidea, fusci coloris: et ex ea est quae est caro lenis, non fusci coloris.	When various flesh growths are born in the nose, among which there is something that resembles a scorpion with many feet; and from them is cancerous flesh, stony, dark-colored; and from them is soft flesh, not dark-colored.
In ea ergo quae ex istis carnibus est lenis, non fraudulenta, neque cancerosa, oportet ut facias sedere infirmum inter manus tuas oppositum soli, et aperi nares eius, et proiice uncinum in illas carnes: deinde trahe eas ad exteriora, et incide quod comprehendisti ex eis cum spatumili subtili acuto a parte una, donec scias quod caro tota iam ablata est.	Therefore, among these fleshes that is soft, not deceitful, nor cancerous, you should make the weak sit between your hands, opposite to the ground, and open their nostrils, and insert a hook into those fleshes: then draw them outward, and cut what you have comprehended from them with a subtle, acute instrument on one side, until you know that the entire flesh has been removed.
Quod si remaneret aliquid ex ea cuius abscisio non est possibilis: tunc rade illud cum uno instrumentorum subtilium cum facilitate, donec non remaneat ex eo aliquid.	If something remains of it, whose cutting away is not possible: then scrape that with one of the subtle instruments with ease, until nothing remains of it.
Si autem sanguis tibi dominatur, aut accidat apostema calidum: tunc oppone ei per id quod oportet: aut est ex apostematibus malignis, tunc propera cauterizando eum, donec abscindatur sanguis, et auferantur omnes carnes.	If, however, blood dominates you, or a hot abscess occurs: then oppose it with what is necessary: or it is among the malignant abscesses, then prepare to cauterize it, until the blood is cut off and all the fleshes are removed.
Deinde proiiciatur in nasum post incisionem acetum, et aqua, aut uinum.	Then let there be poured into the nose after the incision vinegar and water, or wine.
Si autem aperitur nasus, et procedat ex eo humiditas usque ad palatum, tunc scias quia iam sanus est.	If, however, the nose is opened and moisture proceeds from it up to the palate, then know that he is now healthy.
Si uero non penetrat humiditas, secundum quod oportet, tunc scias quod intra ipsum est caro nata in superioribus ossibus naris, ad quae non peruenit cum incisione instrumentum.	If, indeed, the moisture does not penetrate, according to what is necessary, then know that within it is a flesh born in the upper bones of the nose, which did not come forth with the incision of the instrument.
Tunc ergo oportet, ut intromittas filum lini cui sit quaedam grossitudo, et noda in eo nodos multos: et pone inter omnem nodum quantitatem digiti, aut minus: et ingeniet infirmus, ut mittat extremitatem unam fili in nasum cum radio, aut cum quo possibile est ei postquam fecerit ipsum simile azer: et trahat odoratum suum, donec perueniat usque ad caassum, et egrediatur super guttur suum.	Then therefore it is necessary that you introduce a thread of linen with some thickness, and knot many knots on it; and place between each knot the quantity of a finger or less: and ingeniously make the weak one insert one end of the thread into the nose with a rod, or as much as possible after he has made something similar to a crook; and pull out his mucus until it reaches the cavity and comes out above his throat.
Et multotiens quidem faciunt simile huic Attomi pueri in scholis: et est res facilis ei, qui uult.	And many times, indeed, boys in schools make a similar thing to this atom; and it is an easy thing for him who wants.
Deinde pone duas extremitates fili, extremitatem unam quae egreditur super nasum, et alteram quae remansit in naso.	Then place two extremities of a thread, one extremity which emerges above the nose, and another which remains in the nose.
Deinde ac ministra serraturam carnis cum nodis qui sunt in filo.	Then take a ministering or serving of flesh with knots that are in the thread.
Fac illud donec scias quod carnes iam sunt cum nodis fili.	Do that until you know that the pieces of flesh are now with knots of the thread.
Deinde extrahe filum: et pone in nasum post abstersionem sanguinis licinium quod imbibisti in unguento aegyptio: fac illud tribus diebus, aut plus, donec unguentum corrodat totum quod remansit ex carnibus.	Then extract the thread; and put it in the nose after the blood has been purged away, with the licinium that you have imbibed in the Egyptian ointment; do that for three days or more, until the ointment corrodes away all that remains of the flesh.
Deinde pone in fine rei in nasum cannulam de plumbo, diebus aliquot, donec sanetur.	Then put a small tube of lead in the nose at the end of the thing, for some days, until it is healed.
Si autem indiget curatione quae exiccet, utere illa.	If however it needs a drying cure, use that.
Ad caputpurgium faciendum, cum quo distillantur olea, et aliae medicinae in nasum, fac illud ex argento, aut aere: quod sit simile lampadi paruae, apertum sicut conchula: et meatus eius similiter.	To make a head-cleansing device, with which oils are distilled and other medicines are administered into the nose, make it from silver or copper: something like a small lamp, open like a shell: and its passage similarly.
Et si uis fac cannulam clausam, sicut canna.	And if you want to make a closed tube, like a reed.
Et conchula instrumenti ad caputpurgium faciendum, sit plena, detecta: cui sit manubrium in postremo eius, cum quo teneas ipsam, quando calefacis in ea oleum, aut quod uis ex succis, et rebus fluxibilibus.	And the shell-shaped instrument to be made for the head-cleansing device should be full and uncovered: which has a handle at its end, with which you hold it, when you heat oil in it, or whatever you want from juices and flowing liquids.
Et haec est forma instrumenti.	And this is the form of the instrument.
¶ De cura Thelul nasi.	Of the treatment for ulcers of the nose.
Caput XXV.	Chapter 25.
Multotiens nascitur in extremitate nasi Thelul, et magnificatur, et augmentatur cum diebus, donec foedus fit aspectus eius.	Many times an ulcer originates at the extremity of the nose and grows and increases with days until its appearance becomes foul.
Et propter illud oportet, ut in cidas illud in principio apparitionis eius, et eradices totum eius.	And because of that, it is necessary to burn it out at the beginning of its appearance and eradicate all of it.
Deinde pone super locum, aut cauterium, aut medicinam comburentem quae stat loco eius.	Then place on the site, either a cautery, or a burning medicine which stands in its place.
Si ergo tardatur incisio eius, donec magnificetur, tunc considera, si est lapideum, durum, fusci coloris, pauci sensus: tunc non tangas ipsum cum ferro: quoniam apostema est cancerosum.	If the incision is slow to heal, until it becomes magnificent, then consider if it is stony, hard, of a dark colour, with little sensation: then do not touch it with iron: for it is a cancerous aposteme.
Multotiens enim uidi, qui incidit hmoni apostema, et accidit ex eo malicia magna super illum qui ipsum habebat.	For many times I have seen one who has made an incision on a man's aposteme, and great evil has befallen him who possessed it.
Et si apostema est lenis tactus, non fusci coloris, et uides quod incisio possibilis est in toto eius, tunc euacua infirmum, et incide ipsum sine timore, absque pauore: et cura locum cum eo quod exiccat et constringit, donec sanetur.	And if the aposteme is of a gentle touch, not of a dark colour, and you see that an incision is possible throughout its entirety, then evacuate the weak part, and make the incision without fear, without hesitation: and treat the site with what evacuates and constricts, until it is healed.
¶ De sutura nasi, et labii, et auris.	On the suture of the nose, and lip, and ear.
Caput XXVI.	Chapter 26.
Scias Quia quando accidit solutio continuitatis in una harum cartilaginum, parum confert in ea operatio, nisi in quibusdam hominibus.	You know that when a solution of continuity occurs in one of these cartilages, it contributes little to the operation, unless in certain men.
Oportet ergo quando accidit alicui aliquid ex illo, ut consideres, si est uulnus recens cum sanguine suo: et tunc aggrega duolabia uulneris cum sutura: deinde cura ipsum, donec sanetur.	It is necessary therefore when something happens to someone from that, that you consider, if it is a recent wound with its own blood: and then join the edges of the wound with a suture: then treat it, until it is healed.
Et si solutionis continuitatis labia iam separata sunt, et facta est unaquaeque pars sana: tunc oportet ut excories omnem partem a cute sua apparente, donec sanguinetur.	And if the lips of continuity are already separated, and each part has become healthy: then it is necessary to excavate every part from its own apparent skin, until it becomes bloody.
Deinde aggrega duo labia cum sutura, et stringe ea, et pulueriza super ipsum sanguinem draconis, et olibanum trita: et pone supra pulueres frustum emplastri diafinicon, et alicuius alterius ex emplastris consolidatiuis: et dimitte ipsum ligatum duobus diebus, aut tribus.	Then join the two lips with a suture, and bind them together, and sprinkle above it the blood of dragon's, and powdered olibanum thrice: and place above the powder a layer of emplastri diafinicon, and one or other of the consolidating emplasters: and leave it bound for two days, or three.
Deinde solue ipsum, et permuta medicinam: et dimitte ipsum, donec abscindantur fila per se.	Then dissolve it, and change the medicine: and leave it, until the threads separate by themselves.
Deinde cura ipsum cum unguento, donec sanetur.	Then treat it with an ointment, until it heals.
Modus autem suturae est, ut aggreges solutionem continuitatis, aut cum acubus, sicut narrauimus in sutura uentris: aut aggrega solutionem cum filo, sicut feci te scire.	The method of suturing is to make a continuous solution, or with a hook, as we have described in suturing the womb: or to make a solution with a thread, as I have made you know.
¶ De extractione nodorum labiorum.	On the extraction of laborious knots.
Caput XXVII.	Chapter 27.
Multis Quidem hominibus accidunt plaerumque in interioribus labiorum suorum apostemata dura similia granis herbi: et quaedam eorum minora, et maiora.	Many people suffer from painful swellings in their own labors, like hard grain-like abscesses: and some of them are smaller, and larger.
Ergo oportet ut conuertas labium, et findas super omnem nodum eius, et suspendas ipsum cum uncino, et incidas ipsum ab omni parte.	Therefore, it is necessary to convert the lip, and to apply a poultice over every knot of it, and to suspend it with a hook, and to cut into it from every side.
Deinde impleas locum post incisionem zegi trito, donec abscindatur sanguis.	Then fill the place after the incision with old troty, until the blood is absorbed.
Deinde colluatur cum aceto, et curetur locus cum eo, in quo est stipticitas, usquequo sanentur uulnera.	Then it should be washed with vinegar, and the place should be treated with it, where there is suppuration, until the wounds heal.
¶ De incisione carnis natae super gingiuam.	On the incision of flesh born over the gum.
Caput XXVIII.	Chapter 28.
Multotiens nascitur super gingiuam caro addiat, quam antiqui nominant abuluss.	A flesh often grows over the gum, which the ancients call a bulb.
Oportet ergo ut suspendas eam cum uncino: aut teneas eam cum forcipibus, et incidas eam apud radicem suam, et dimittas saniem currere, aut sanguinem.	Therefore, it is necessary to suspend it with a hook: or to hold it with forceps, and cut into it at its root, and allow the serum to flow, or the blood.
Deinde pone super locum zegi tritum, aut alios pulueres stipticos, exiccatiuos.	Then put over the place old troty, or other dry, stiptic powders, of an evacuating nature.
Quod si redit illa caro post curationem, nam multotiens redit, tunc incide eam secundo, et cauteriza ipsam: ipsa namque non redit post cauterium.	If the flesh returns after treatment, for it often returns, then cut into it a second time, and cauterize it: for it does not return after cauterization.
