Praefatio.	Foreword.
Et sit effusio tua qua effundis olea et medicinas in aurem cum hoc instrumento, cuius forma depicta est hic.	And let your pouring be where you pour oils and medications into the gold with this instrument, whose form is depicted here.
Sicut uides fac ipsum ex argento, aut aere, inferius strictum, in quo sit foramen paruum, amplum superius.	As you see make it from silver or copper, below strict, where there is a small hole, wide above.
Sit ergo ut impellens quod est in concauitate cannulae, sit ex aere decenter factum.	Let it be thus, that which is in the concavity of the cannula, let it be made from copper, decently crafted.
Et si uis, accipe radium, et inuolue in extremitate eius cottum inuolutione decenti: deinde proiice oleum, aut succum, aut quod uis ex istis medicinis in cannulam: et ipsa sit in aure: deinde intromitte radium cum cotto desuper, et exprime ipsum manu tua compressione temperata, donec impellatur oleum in concauitate auditus, et sentiat ipsum infirmus interius: et illud quod infunditur in aurem, sit iam calefactum cum igne parumper: et caue ne sit res quae distillatur in eam frigida ualde: medicinae enim non tolerant illud.	And if you wish, take a rod, and wrap a cotton thread around its extremity with a decent wrapping: then pour oil, or juice, or whatever you wish from these medications into the cannula: and let it be in the gold: then insert the rod with the cotton thread above, and press it with your hand's tempered compression, until the oil is impelled into the concavity of the audit, and the weakened part feels it inwardly: and what is poured into the gold should already be warmed up with fire for a short time: and beware lest there be something that distills in it, very cold indeed: for medications do not tolerate that.
¶ De cura opilationis accidentis Auri.	On the treatment of an injury to the auricle.
Caput VII.	Chapter 7.
Quandoque egrediuntur quidam infantes ex uentribus matrum suarum non perforati.	When some infants are born from their mothers' wombs unopened.
Et iam accidit etiam quibusdam hominibus opilatio in meatu Auris a uulnere, aut carne nata in ea.	And it has also happened to some people that a swelling occurs on the tragus of the ear from a wound or a congenital growth in it.
Et haec opilatio quandoque fit in profundo foraminis Auris, quam non consequitur uisus: et quandoque accidit ad exteriora foraminis parum, et consequitur eam uisus.	And this swelling sometimes occurs deep within the ear canal, which does not affect the vision; and sometimes it occurs at the outer end of the ear canal, and then affects the vision.
Illa ergo quae accidit in profundo Auris, et quam non comprehendit aspectus, est in pluribus dispositionibus difficilis sanationis.	Therefore, that which occurs deep within the ear, and which does not affect the sight, is in many cases difficult to cure.
Et in illa quam consequitur uisus, oportet ut ponas Aurem infirmi in sole, et aspicias in ea: tunc si uides opilationem apparentem, aperi eam cum spatumili subtili, cuius forma est haec quae sequitur, sit extremitas eius in qua sit quaedam latitudo parua, cuius quaedam pars sit acuta: et reliquum spatumile sit duarum laterum lenium: ut non laedat aurem.	And in that which affects the vision, you should place the ear of the patient in a sunny spot and gaze at it; then if you see an apparent swelling, open it with a subtle spatula, whose shape is as follows: its extremity is where there is some small width, part of which is acute; and the rest of the spatula is gentle on both sides, so that it does not harm the ear.
Si ergo opilatio est a carne nata in meatu auris: tunc tene eam cum uncino subtili, et incide eam cum facilitate uehementi, donec auferatur tota caro.	If therefore the swelling is from a congenital growth in the ear canal, then hold it with a subtle hook, and cut into it with gentle violence, until the entire flesh is removed.
Quod si opilatio est in profundo auris: tunc accipe radium subtilem, lenem, et calefac ipsum cum igne parumper: deinde mitte ipsum in meatum auris.	If the swelling is deep within the ear, then take a subtle rod, gentle and warm it with fire for a short time; then insert it into the ear canal.
Si ergo senseris opilationem cum eo, quod inuenit infirmus cum grauitate auditus, conare apertionem eius cum facilitate: et caue, ne uulneres neruos auris.	If therefore you feel the swelling with it, which the patient finds with difficulty of hearing, try to open it gently; and beware, lest you wound the nerve of the ear.
Deinde pone in aurem licinium secundum quantitatem amplitudinis foraminis, quod inuoluisti in unguento aegyptio: fac illud aliquot diebus, donec sis securus de consolidatione uulneris.	Then put on the ear a dressing according to the size of the ear canal, which you have wrapped in Egyptian unguent; do this for several days, until you are certain about the healing of the wound.
Aut accipe licinium, et infunde ipsum in aqua rosata, et pulueriza super ipsum zegi tritum, et utere ipso.	Or take a dressing, and soak it in rose water, and sprinkle on top of it powdered zegi powder, and use it.
Quod si uides aurem iam apostemari: tunc oportet ut extrahas licinium, et permittas ipsum cum licinio alio, quod inuolues in caeroto quod sit factum cum oleo rosato, donec sedetur apostema calidum: deinde cura ipsum usquequo sanetur.	If you see that the golden ointment is about to suppurate, then it is necessary to extract the pus, and let it flow out with another poultice, which you have prepared with rose oil, until the warm aposteme is formed; then treat it until it heals.
Si autem accidat fluxus sanguinis: tunc submerge spongiam, aut pannos in aqua frigida, et pone super eam aurem: et utere reliqua curatione, quae abscindit fluxum sanguinis praedicta in tractatu distillationum.	But if a flow of blood occurs: then soak a sponge or cloth in cold water and place it on the golden ointment; and use the remaining treatment that stops the predicted flow of blood, as described in the treatise on distillations.
¶ De cura Altheli palpebrarum.	On the treatment of eyelids with Altheli.
Caput VIII.	Chapter 8.
Isti Althelil qui accidunt in Palpebris oculi, quandoque sunt humidi, et sunt sicci.	These are the Altheli that occur on the eyelids of the eye, when they are moist and become dry.
Oportet ergo ut teneas eos cum tenaliis: aut cum uncino, et incidas eos cum spatumili a radicibus suis.	It is necessary therefore to hold them with a bandage: or with a hook, and to cut them off at their roots with a spatula.
Deinde pone super loca zegi tritum.	Then apply powdered zegi to the affected area.
Si autem ex eis fluat sanguis, tunc cauteriza eos cum cauterio lenticulari subtili.	If blood flows from them, then cauterize them with a subtle lentiform cautery.
Et cauterizare eos, est melius post incisionem.	And it is better to cauterize them after the incision.
Multotiens enim redeunt quando remanet ex radicibus suis aliquid.	For they often return when something remains from their roots.
Et quando cauterizantur cum igne, comburuntur illae radices, et non redeunt.	And when they are cauterized with fire, those roots are burned, and they do not return.
¶ De cura Grandinum palpebrarum oculi.	On the treatment of pustules on the eyelids of the eye.
Caput IX.	Chapter 9.
Multotiens accidit in palpebris aliquid quod assimilatur Crandini in fortitudine sua, et sua duricie, et propter illud nominatur Grando: et est aggregatio humiditatis grossae in palpebra superiore, et palpebra inferiore.	It often happens that something occurs on the eyelids which is similar to a Crandino in its strength and hardness, and because of this it is called a Grando; and it is an aggregation of coarse moisture on the upper eyelid and lower eyelid.
Operatio ergo in eis est, ut consideres tunc, si est Grando procedens in eo, quod apparet de palpebra, et mouentur ad omnem partem, et res eius est facilis.	The operation for them is therefore to consider then whether it is a Grando proceeding from the eyelid, which appears on the eyelid and moves to every part, and its treatment is easy.
Finde ergo super eam fissura per latitudinem.	So, find the suture above it along the width.
Deinde excoria eam ab omni parte cum facilitate, donec euadat.	Then clear it from every side with ease, until you reach the cavity.
Deinde suspende eam cum uncino, et abscinde ipsam.	Then hang it with a hook, and cut it off.
Si autem non praeparatur tibi abscisio eius, nisi postquam tu penetras palpebram cum incisione parumper, tunc nocet infirmo illud in aliquo.	If, however, the separation of it is not prepared for you, unless after you have pierced the eyelid with a moderate incision, then it will harm the weakened eye in some way.
Quod si fissura est magna: tunc aggrega ipsam cum sutura: et cura ipsam, donec sanetur.	If the wound is large: then gather it together with a suture: and care for it, until it heals.
Et si est parua, non superueniet tibi malum ex ea.	And if it is small, no harm will come to you from it.
Vnguentum enim restaurat ipsam, et incarnat eam.	For the ointment restores it, and flesh grows over it.
Et si grando est decliuis ad interiora auris uersus superficiem intrinsecam, tunc inuersa palpebram, et suspende grandinem cum uncino: praeter quod indigeas incisione, et preme eam ab omni parte.	And if the perforation leads deep into the interior of the ear towards the inner surface, then invert the eyelid, and hang the perforation with a hook: besides what you need for an incision, and press it from every side.
Quod si elongatur palpebra per incisionem, non nocet illud in aliquo.	If the eyelid is lengthened by an incision, it will not harm it in any way.
Deinde ablue oculum post incisionem grandinis, cum aqua salsa: et cura locum cum eo quod incarnat, donec sanetur infirmus.	Then wash the eye after the incision of the perforation with salty water: and care for the place with what grows flesh, until the weakened eye heals.
¶ De cura Axirnath palpebrarum.	On the treatment of eyelids.
Caput X.	Chapter 10.
Axirnath est adeps qui generatur in tunicis palpebrae superioris: et plurimum quidem accidit illud pueris: et ipsum grauat oculos eorum, et accidunt eis catarri in matutinis, et non possunt intueri lumen solis, propterea, quod lachrymae properant ad eos, et propter illud uides eos discumbere super facies suas semper, et super eas dormiunt, et sunt palpebrae eorum sub superciliis humidae, quas iam cooperuit inflatio: et eminentia quidem Axirnath apparens est oculo, et quando tu premis locum cum digitis tuis, sentis Axirnath inter eos.	Axirnath is a thickening that forms on the upper eyelids: and it mostly occurs in children: and it weighs down their eyes, and they have rheum in the mornings, and cannot gaze at the light of the sun, because tears flow to them, and therefore they seem to lean forward over their faces always, and sleep with them, and their eyelids are humid beneath their eyebrows, which have already been affected by inflammation: and the appearance of Axirnath is evident in the eye, and when you press on the place with your fingers, you feel Axirnath between them.
Et modus operationis eius est, ut ponat infirmus caput suum in sinu tuo.	And the method of operating is that the patient should place his head on your lap.
Deinde accipe pannum lini, et praepara in eo licinia, et fac ex illo licinio circulum secundum quantitatem quod continet Axirnath ab omni parte.	Then take a linen cloth and prepare the ligatures on it, and make from that ligature a circle according to the quantity that the patient's limb contains.
Deinde pone eum super eam, et preme cum digitis tuis ab omni parte, ut aggregetur Axirnath in medio circuli.	Then place it on top of it, and press with your fingers all around, so that the patient's limb is gathered in the middle of the circle.
Deinde finde in medio illius humiditatis cum spatumili incidente fissuras per latitudinem, et non sit fissura maior illa quae fit in phlebotomia in profundo.	Then find in the middle of that humidity a spot with a thin instrument incident to the fissures along the width, and let there not be a larger fissure than what is made in deep phlebotomy.
Aut oportet ut findas cutem totam, donec peruenias ad Axirnath in pluribus enim dispositionibus procedit Axirnath ex fissura secundum formam frusti pinguedinis albae.	Or it is necessary to find the entire skin, until you reach the patient's limb in many different positions, for the patient's limb proceeds from the fissure according to the shape of a fragment of white pungent fat.
Extrahe ergo eam cum panno, quem infiltrasti inter digitos tuos ad exteriora: et tu reuoluis manum tuam ad dextram et sinistram, donec dispergatur: et caue, ne addas in fissura, ut non peruenias cum spatumili ad oculum, et laedas eum.	Therefore extract it with the cloth, which you have infiltrated between your fingers to the exterior; and you turn your hand to the right and left, until it disperses; and beware, lest you touch the fissure, so that you do not reach with a thin instrument to the eye and harm him.
Si autem non appareat tibi Axirnath in principio fissurae, tu addas in fissura parum cum facilitate, donec procedat Axirnath.	If however the patient's limb does not appear to you at the beginning of the fissure, you should add a little to the fissure with ease, until the patient's limb proceeds.
Deinde extrahe eam, sicut diximus.	Then extract it, as we have said.
Deinde submerge pannos in aceto et aqua, et pone eos super locum, et stringe eum cum puluillis.	Then soak the cloths in vinegar and water, and place them on the site, and tie it with bandages.
Et ex hominibus sunt qui terunt salem, et ponunt ipsum in concauitate fissurae, ut liquefiat quod remansit ex illa humiditate.	And there are those who rub salt, and put it in the concavity of the fissure, so that what remains from that humidity may liquefy.
Deinde cura ipsam, donec sanetur.	Then treat it, until it heals.
Si autem accidat in loco apostema calidum, tune cura ipsum cum emplastris sedatiuis, donec sanetur.	If however a hot aposteme occurs at the site, then treat it with cooling plaster, until it heals.
¶ De modis Ataxmir oculi, id est, cum palpebra mollificatur oculi, unde fit ut rugetur sicut non debet.	On the methods of Ataxmir of the eye, that is, when the eyelid becomes soft, whence it happens that it becomes rough as it should not.
Caput XI.	Head XI.
Quando nascuntur in palpebris oculi pili additi praeter cursum sub pilis naturalibus, et antiquantur: tunc ipsi nocent oculo, et faciunt accidere modos aegritudinum, sicut lachrymas assiduas, et mollificationem palpebrarum, et albuginem, donec fit illud caussa destructionis oculi.	When hairs grow in the eyelids beyond their natural course under the natural hairs, and become entrenched: then they harm the eye, and cause various ailments to occur, such as constant tears, and softening of the eyelids, and a whiteness, until it becomes the cause of destruction of the eye.
Et Ataxmir quidem oculi curatur secundum quatuor modos.	And Ataxmir indeed cures the eye according to four modes.
Aut per cauterium cum igne.	Or with cautery by fire.
Aut cum medicina acuta, secundum quod praemissum est in capitulo cauterii.	Or with acute medicine, according to what has been mentioned in the chapter on cautery.
Aut curatur Ataxmir per incisionem et suturam.	Or Ataxmir cures by incision and suture.
Aut per cannas, secundum quod ego dicam.	Or with tubes, according to what I will say.
Oportet ut ponas caput infirmi in sinu tuo.	It is necessary that you put the head of the patient on your lap.
Deinde conuerte palpebram oculi manu tua sinistra.	Then convert the eyelid of the eye with your left hand.
Si ergo conuertitur, bonum est.	If it is thus converted, it is good.
Et si non: intromitte acum in eam, in qua sit filum ab inferiori parte palpebrae, et fac penetrare acum cum filo desuper, et sit illud prope pilos ipsos, id est, prope marginem palpebrae, in quo nascuntur pili: et trahe filum ad superiora cum palpebra, et conuerte eam cum radio.	And if not: introduce a needle into it, where there is a thread from the lower part of the eyelid, and make the needle penetrate with the thread above, and let it be near the hairs themselves, that is, near the edge of the eyelid, where the hairs grow: and draw the thread upwards with the eyelid, and convert it with a straight line.
Deinde finde in interiori parte palpebrae sub pilis additis cum spatumili incidente a lachrymali maiore usque ad lachrymale minus.	Then find on the inner part of the eyelid beneath the added hairs with a spatula incident from the larger lacrimal to the smaller lacrimal.
Deinde extrahe filum, et pone sub palpebra puluillum paruum ex cotto, aut panno: deinde signa super palpebram cum encaustro, quod sit sicut figura folii myrti.	Then extract the thread, and place under the eyelid a small poultice made of cotton or cloth: then mark on the eyelid with ink, which should be like the shape of a myrtle leaf.
Verumtamen oportet, ut fit figura secundum quantitatem et eleuationem palpebrae: quoniam iam diuersificatur illud in hominibus.	However, it is necessary that the figure be according to the size and elevation of the eyelid: because already it varies among men.
Ex eis enim est, qui indiget ut incidatur ex palpebra quantitas magna, secundum quantitatem quae mollificatur a palpebra.	For there are some who need to have a large quantity of eyelid incised, according to the quantity that is softened by the eyelid.
Deinde cum spatumili finde super duas lineas quas signasti, et incipe a lachrymali maiore usque ad lachrymale minus, et sit fissura una prope pilos naturales, sicut est grossitudo radii.	Then, when you find the spatula above two lines that you have marked, and cut along the larger lacrimal duct up to the smaller one, and let there be a single fissure near the natural eyelashes, just as is the thickness of the radius.
Deinde intromitte uncinum in uno duorum angulorum cutis.	Then introduce a hook into one of the two angular skin flaps.
Deinde excoria ipsam totam.	Then scrape out the whole thing.
Deinde aggrega cum sutura duo labia, cum acu et filo lana subtili: et absterge sanguinem, et fac adhaerere quod superfluit ex filis super duo supercilia, cum quibusdam rebus inuiscantibus, si uis facere illud: et si non, non cures.	Then bring together the two lips with a suture, using a needle and fine linen thread; and stop the bleeding, and make adhere what is superfluous from the threads above the eyebrows, with certain things that constrict, if you want to do it: and if not, don't worry.
Deinde dimitte suturam et fila usque ad tres dies, aut quatuor: postea cura illud.	Then leave the suture and threads in place until three days, or four: afterwards attend to it.
Et si uis, dimitte uulnus absque sutura, et cura ipsum cum eo, quod exsiccat et constringit.	And if you wish, leave the wound without a suture, and attend to it with that which dries and constricts.
Nam palpebra eleuatur apud sigillationem uulneris et aggregationem eius: sed futura est melior.	For the eyelid is elevated at the sealing of the wound and its aggregation: but the future one will be better.
Hunc modum curandi Ataxmir docuerunt antiqui.	This method of healing was taught by the ancient Ataxmir.
Verumtamen in eo est sollicitudo super infirmum, et est ex bona operatione, et non est in eo timor.	However, there is solicitude over the weak, and it is from good operation, and there is no fear in it.
Et modus alius est in Ataxmir etiam: et est, ut signes super palpebram figuram, quae sit sicut figura folii myrti, sicut narrauimus.	And another method is also in Ataxmir: and it is, as you mark on the eyelid a shape, which should be like the shape of a myrtle leaf, as we have narrated.
Deinde eleua palpebram cum tribus uncinis separatis, aut aggregatis, secundum formam hanc quae sequitur, deinde incide quod superfluit cum forficibus paruis, secundum hanc formam, cum aequalitate incisionis.	Then elevate the eyelid with three separate hooks, or aggregated, according to this shape that follows, then cut away what is superfluous with small forceps, according to this shape, with equality of incision.
Si autem non est tibi possibile tenere uncinum, et non aequatur illud: tunc accipe acum in qua sit filum, et intromitte ipsum in medio figurae: et intromitte filum aliud prope lachrymale maius, et filum secundum prope lachrymale minus: et aggrega inter digitos tuos fila cum aequalitate.	If however it is not possible for you to hold the hook, and it does not equal that: then take a needle in which there is a thread, and insert it in the middle of the shape: and insert one thread near the larger lacrimal duct, and the second thread near the smaller lacrimal duct: and tie together the threads between your fingers with equality.
Deinde eleua manum tuam eleuatione aequali: et eleua cutem super quam est signatum cotum, sicut narrauimus.	Then elevate your hand in elevation equal to it: and elevate the skin above that which is marked with a scar, as we have narrated.
Deinde aggrega duo labia uulneris cum sutura: et cura ipsum, donec sanetur.	Then bring together the two lips of the wound with a suture: and take care of it, until it heals.
Si uero accidat apostema apud incisionem tuam, aut fissuram tuam: seda illud apostema cum caeroto, et his similibus, ex unguentis sedantibus.	If an abscess occurs at your incision, or your fissure: but that abscess with a poultice, and things similar to it, from soothing ointments.
Et quandoque accidit palpebrae etiam, ut conuertantur pili eius.	And when it happens to the eyelids also, so that their hairs may converge.
Oportet ergo ut utaris in ea quod diximus in incisione: sed sutura utrisque magis est artificialis.	It is necessary therefore that you use what we have said about the incision: but a suture on both parts is more artificial.
¶ De cura Ataxmir cum cannis.	On the treatment of Ataxmir with canes (or "with a scalpel").
ET Est, ut conuertas palpebram, et scindas fissuram quae est deintus, secundum quod narraui.	And it is, that you should convert the eyelid, and dissect the fissure which is within, according to what I have narrated.
Deinde arte fac duas cannas, aut duo ligna subtilia: quarum longitudo sit secundum longitudinem palpebrae, et latitudo earum sit minor latitudine spatumilis: et tu iam incidisti in extremitatibus utriusque ab utrisque partibus ubi tenes fila.	Then skillfully make two scalpels, or two subtle rods: whose length is according to the length of the eyelid, and their width is less than the width of a spatula: and you have already incised at the extremities on both sides where you hold the threads.
Deinde aggrega utramque cum subtilitate super illud quod superfluit ex palpebra oculi, et stringe duas cannas ab utrisque partibus strictura forti, et dimitte eam diebus aliquot.	Then bring together both with subtlety above that which surpasses from the eyelid of the eye, and bind the two scalpels from both sides with a strong stricture, and leave it for some days.
Cutis enim stricta morietur, et denigrabitur, et putrefiet, donec cadet per se.	For the skin will be tightly mortified, and blacken, and putrefy, until it falls off by itself.
Si ergo tardatur, tunc incide eam cum forficibus.	If it is delayed, then cut into it with forceps.
Deinde cura eam, donec sanetur.	Then treat it, until it heals.
Cum ergo consolidatur, eleuatur palpebra: et non pungunt pili.	When it is consolidated, the eyelid is elevated: and the hairs do not prickle.
Et haec est forma duarum cannarum, quas facies secundum hanc figuram, et quantitatem in longitudinem et latitudinem.	And this is the shape of the two scalpels, which you make according to this figure, and quantity in length and width.
¶ De eleuatione pilorum pungentium in oculo cum acu.	On the elevation of pricking hairs in the eye with a needle.
Caput XII.	Head 12.
Operatio in illo est, ut accipias acum subtilem, et intromittas in eam filum ex serico subtile, lene.	The operation is to receive a subtle needle, and to insert into it a thread from fine silk, thin.
Deinde aggreges extremitates eius, et nodes utramque nodo subtili ualde: et sit longitudo filorum palmus unus.	Then you gather the extremities of it, and tie both knots with a subtle knot strongly; and let the length of the threads be one palm.
Deinde compone in Alinxotati filum aliud subtile sub eo in breui, et noda extremitates eius si uis.	Then you put another subtle thread under it in a short space, and tie its extremities if you wish.
Deinde ponat infirmus caput suum in sinu tuo, et sit prope solem ut declaretur operatio: quoniam est operatio subtilis, uel minuta.	Then the patient should place his head on your lap, and it should be near a window so that the operation may be illuminated; for it is a subtle operation, or minute.
Deinde intromitte acum cum alinxotati in radicem palpebrae, et fac eam penetrare in palpebram festinanter, donec extrahas eam desuper pilum naturalem.	Then insert the needle with the thread into the root of the eyelash, and make it penetrate the eyelid firmly, until you extract it above the natural hair.
Deinde trahe pilum usque supra alinxotati: et intromitte in alinxotati illum pilum: si est unus, aut duo, aut tres, non plures.	Then pull out the hair up to the thread: and insert into the thread that hair: if it is one, or two, or three, no more.
Deinde trahe manum tuam cum eo, donec egrediatur pilus cum alinxotati in palpebra cum pilo naturali.	Then pull your hand with it, until the hair emerges with the thread in the eyelid with the natural hair.
Si autem trahatur alinxotati, et non egrediatur pilus cum ea: trahes alinxotati ad inferiora, cum filo quod tu composuisti in ea, donec egrediatur alinxotati ex foramine superiori, et uideas eam uisione oculi: tunc enim trahes alinxotati, et filum: et extrahe utraque, et claude oculum: et dimitte ipsum clausum duobus diebus, aut tribus, donec adhaereat pilus loco suo, et nascatur super ipsum caro.	But if the thread is pulled and the hair does not emerge with it: pull the thread downwards, with the filament that you composed in it, until the thread emerges from the superior orifice, and you see it with the vision of the eye: then indeed pull the thread, and the filament: and extract both, and close the eye: and keep it closed for two days, or three, until the hair adheres to its place, and grows above it as flesh.
Quod si pilus est breuis, tunc aut associa ei pilum longum ex pilis naturalibus, et eleuatur cum eo: aut dimitte ipsum, donec elongetur post spacium, et tunc eleua ipsum.	If the hair is short, then either associate a long hair to it from the natural hairs, and elevate with it: or leave it, until it elongates after a space, and then elevate it.
¶ De cura Alxatrati quae accidit in palpebra superiori.	On the treatment of a foreign body that happens in the upper eyelid.
Caput XIII.	Head 13.
Quando accidit oculo haec Alxatrati, nominatur Leporina.	When this happens to the eye, it is called a cataract.
Et haec Alxatrati est aut naturalis, aut accidentalis.	And this cataract is either natural or accidental.
Accidentalis ergo fit ex consolidatione uulneris, aut sectionis, aut cauterii, et similium illis.	The accidental one occurs from the consolidation of a wound, or a incision, or a burn, and similar things.
Et modus operationis in ea est, ut tu findas illam consolidationem, et ut separes labia eius, et ponas in eo quod est inter ea licinium ex lino, et liges eam, donec sanetur.	And the method of operating on it is to make a consolidation, and to separate its lips, and to put between them a thread made of linen, and to tie it, until it heals.
Et non oportet, ut utaris in curatione eius rebus quae exiccant et constringunt: nam si tu facis illud, redit Alxatrati deterior quam fuit: imo utere in ea rebus quae mollificant, sicut foenumgraecum: et embroca cum aqua, in qua cocta sit althea, semen lini: et unguento dyaquilon, quod liquefactum sit cum aliquo ex oleis: et inuolue cum eo licinium, et cura cum eo.	And it is not suitable to use things that dry and constrict in its treatment, for if you do that, the cataract will return worse than it was. Instead, use things that soften, such as fenugreek; and anoint with water in which a little of the decoction of linseed has been mixed, and smear with a dissolving unguent, which has been liquefied with some oil; and envelop with a thread, and take care with it.
Et thesaurus curationis tuae est, ut coneris omni ingenio, ut non consolidetur, secundum formam quae fuit in primis.	And the treasure of your treatment is that you strive with all ingenuity, so that it does not consolidate, according to the form it had at first.
Et haec quidem operatio quam diximus, non est nisi quaedam rectificatio Alxatrati, ut non redeat forma loci secundum quod fuit omnino.	And this operation which we have described is not anything but a certain rectification of the cataract, so that the place does not return to its original form.
¶ De cura Alxatrati quae fit in palpebra inferiori, et est rugatio uel contractio sursum ad dextrum et sinistrum.	Concerning the treatment of cataract that occurs in the lower eyelid, and is a wrinkling or contraction upwards to the right and left.
Caput XIIII.	Chapter 13.
Haec Alxatrati quae fit inferius, est quae uere nominatur Alxatrati.	This cataract that occurs below is truly called a cataract.
Et est naturalis, et est accidentalis.	And it is natural, and it is accidental.
Et accidentalis fit ex uulnere, aut fissura, aut cauterio, et illis similibus.	And the accidental one occurs from a wound, or a crack, or a burn, and similar things.
Et uia operationis in ea est, ut accipias acum, in qua sit filum duplum, et tingas eam in carnem, et facias eam penetrare a lachrymali sinistro usque ad lachrymale dextrum, donec perueniat filum in duabus extremitatibus carnis.	And the method of operating on it is to take a needle, in which there is a double thread, and you pierce the flesh, and make it penetrate from the left tear duct to the right tear duct, until the thread passes through both extremities of the flesh.
Deinde extende carnem ad superiora cum acu, et incide eam cum spatumili lato.	Then stretch the flesh upwards with a hook, and make an incision with a broad spatula.
Si ergo redit figura palpebrae secundum quod oportet, est bonum.	If then the shape of the eyelid returns according to what is fitting, it is good.
Et si non, accipe radium, et pone ipsum in fissuram, et conuerte cum eo palpebram: et finde duas fissuras in latere interiore palpebrae, et sint extremitates duarum fissurarum ex duobus angulis incisionis, donec concurrant et fiat ex eis angulus: donec quando aggregantur fiat figura earum haec figura, et est litera lauda graeca.	And if not, take a rod, and place it in the fissure, and convert the eyelid with it: and find two fissures on the inner side of the eyelid, and let the extremities of the two fissures be from two angles of the incision, until they converge and form an angle: until when they combine, this shape will be formed, and it is a praiseworthy Greek letter.
Deinde aufer illam carnem per quantitatem, quod est latus eius acutum inferius, ab eo quod sequitur palpebram.	Then remove that flesh according to its quantity, which is the sharp point below, from what follows the eyelid.
Deinde aggrega partes separatas: sue eam cum filo lanae.	Then gather the separated parts together: sew them with a thread of wool.
Deinde cura eas cum eo quod diximus, de medicinis mollificantibus, et liciniis, donec sanentur.	Then treat them with what we have said, with softening medications and bandages, until they heal.
Et si Alxatrati accidat ex fissura, et sutura, aut cauterio: tunc oportet ut findas fissura plana sub pilis palpebrarum, etiam secundum quod praecessit.	And if a cicatrix forms from the fissure and suture, or cautery: then it is necessary to find a flat fissure under the hairs of the eyelids, also according to what has preceded.
Deinde separa inter duo labia cum licinio, secundum quod diximus.	Then separate between the two lips with a bandage, according to what we have said.
Et summa sermonis de cura Alxatrati, quando est desuper, aut inferius, est, ut currat in ea operatio, secundum quod praeparatur ex forma Alxatrati.	And the summary of the discourse on the treatment of cicatrix, when it is above or below, is that it runs into that operation, according to what is prepared from the form of the cicatrix.
Ipsa namque est multarum diuersitatum in forma: et artifex prudens praeparat ingenium cum quocunque modo est possibile ei, donec redire faciat figuram ad formam naturalem, aut prope eam, et ipsemet infirmus, secundum quod conuenit ei ex operatione et instrumentis in plurimis dispositionibus.	For it is itself many diversities in form: and the skilled craftsman prepares his ingenuity with whatever mode is possible for him, until he makes the figure return to its natural form, or near to it, and the same infirm person, according to what is convenient for him from the operation and instruments in many dispositions.
¶ De adhaerentia palpebrae oculi cum coniunctiua, aut cornea.	Concerning the adhesion of the eyelid to the conjunctiva or cornea.
Caput XV.	Chapter 15.
Quandoque accidit haec consolidatio multis hominibus, ita ut consolidetur palpebra superior cum albedine oculi, et prohibeat ipsum ab operationibus suis naturalibus.	When this consolidation occurs in many people, so that the upper eyelid is consolidated with the whiteness of the eye, and prevents it from its natural operations.
Oportet ergo quod intromittas extremitatem radii sub palpebra, et eleues eam sursum: aut extendas eam cum uncino: deinde incide adhaerentiam cum spatumili subtili, quod non sit cum acuitate incisionis spatumilium, imo sit obtusum parumper: ut non inquietetur infirmus apud operationem, et remoueatur spatumile, et laedat oculum cum acuitate sua: et sit incisio tua quasi tu excories illam adhaerentiam cum facilitate, donec quando redit palpebra secundum formam suam naturalem, et sanetur adhaerentia tota.	Therefore, you should introduce the extremity of the radius under the eyelid, and elevate it upwards: or extend it with a hook: then make an incision with a subtle spatula, which is not sharp, but rather obtuse; so that the patient does not become anxious during the operation, and the spatula is removed, and the eye is annoyed with its acuity: and let your incision be as if you are excavating that adhesion with ease, until when the eyelid returns to its natural form, and the entire adhesion is healed.
Funde tunc in oculum aquam salsam, cum aqua ablue ipsum: aut distilla in ipsum ex sief facto, ex ziniar dissoluto cum aqua.	Then pour salty water into the eye, with water washing it: or distill into it a decoction made from zinc, dissolved in water.
Deinde separa inter palpebram et oculum cum licinio lini: et pone super oculum lanam infusam cum albugine oui: et post diem tertium utere sief, et cum solidatiuis, donec sanetur.	Then separate the eyelid from the eye with a linen thread: and place on the eye a woolen cloth soaked in egg white: and after three days use a decoction, and with solidifying remedies, until it is healed.
¶ De incisione ungulae et eminentiae carnis lachrymarum.	On the Incision of the Nail-like Projection and the Prominence of the Tear-producing Flesh.
Caput XVI.	Chapter 16.
Scias, quod ungula est secundum duos modos.	You should know that the nail-like projection is according to two methods.
Aut est neruosa: et est similis sifac duro, subtili.	Or it is nerve-like: and it is similar to a hard, subtle callus.
Aut est non neruosa, similis humiditati congelatae albae: quae quando tangit cam ferrum, aut conaris capere eam cum uncino, abscinditur, et non figitur in ea uncinus.	Or it is not nerve-like, similar to a hardened white humidity: which when touched with iron, or attempted to be grasped with a hook, breaks off, and the hook does not stick into it.
Et utraeque species non incipiunt, nisi a lachrymali maiore, usquequo uadit paulatim, donec cooperit uisum, et prohibet lumen, et motum oculi.	And both species do not begin unless from the greater tear duct, until it grows gradually, until it covers the sight, and prevents the motion of the eye.
Et modus operandi in incisione eius est: ut ponat infirmus caput suum in sinu tuo.	And the method of operating on its incision is: that the patient should place his head in your lap.
Deinde aperi oculos eius, et eleua palpebram manu tua.	Then open its eyes and lift the eyelid with your hand.
