Ayssi comensan las paraulas de Albucasim .	Indeed, here is the translation:
Donc lahoras restaura le loc am medicinas stipticas exsiccantz ayssi cum t’e eyssenhat.	And so restore the limb with astringent and drying medicines just as you would with an abscess.
Donc cum nays la carn e·l loc es endurazit, lahoras la materia la qual effundia a las partidas deforo retorna al nas, donc aquo es pus leugier sobre le malaute.	Therefore when the flesh and bone are tough, the matter which flows out to the parts returns to its place, thus increasing the suspicion of the illness.
Capitol .xx.	When the joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.</start_of_turn>
De reduccio de la eminencia del huel.	And if it is necessary to make points on the surface of the foot, then do so with a pointed cautery.</start_of_turn
Quan le huel emineys am la sua totalitat e no accideys en le vezement nocument ni diminuacio, lahoras cove que laxas le malaute, e aprop que·l segues, e aprop que pausas ventozas en le cervitz ses scarificacio e succa per bona succaccio; e aprop pausa sobre le huel liniment le qual sia fayt de acatra e aloe e enses e sarcocolla, e aprop strenh le emplaustre sobre le huel am motz polvils.	When the intestine or hernia has been extruded completely and does not spontaneously return to its place, then it is necessary to grasp the illness, and immediately provide support, and prevent further violent movements in the chest; and place your hand over the area to prevent the intestine from coming out again.
E la manieyra dels polvils es que prenguas draps de li leons motz, e quascun drap sia duplicat en quatre plecs; e fay de aquels motz.	The way to handle the powders is that you take lion's mane cloth four times, and put every four together like that; and use those four together.</start_of_turn
E aprop pausa aquels la un sobre le autre segon la quantitat de la qual ha le huel necessitat.	And place those over each other according to the quantity of the intestine or hernia that is necessary.</start_of_turn
E aprop strenh sobre aquels am drap dur am fort strictura; e itera las ventosas am succio ses scarificacio; e aprop osta las ventosas e leyssa le huel streyt le dia e la nueyt.	And hold firmly over those with strong grip and stricture; and repeat the movements with the hands while pressing down; and prevent the movements and let the intestine rest straight day and night.</start_of_turn
Mays si entretant le liguament es mollificat, lahoras cove que sia mot streyt.	Even if the ligament is softened, it must still be kept straight.</start_of_turn
E aprop osta le liament aprop le dia e la nueyt ayssi cum havem dit.	And prevent the ligament from coming loose both day and night as we have said.</start_of_turn
E si vezes le huel ja esser redusit, bo es, e sino, lahoras itera le emplastre am les polvils e la strictura e las ventosas entro que sia sanat.	And if sometimes the intestine or hernia has already returned, good; but if not, then repeat the packing with the powders and the grip and the movements until it is healed.</start_of_turn
Capitol .xxi.	End of Document.</start_of_turn
De la inscizio de la eminencia de la tunica uvea.	Of the incision of the swelling of the outer covering.</start_of_turn
Quan endeve disrupcio en la tunica uvea, e aprop es eminent e procezeys fora las palpebras ayssi cum un gra de rasim, e es orrazada la forma de home per aquo, e vols aquo inscidir, lahoras la operacio en lu es ayssi cum havem recomtat, que tu entrometas la agula en la razitz de la uvea de la partida dejos en la partida desus, e aprop met la agula autra en la qual sia fil doble de la part del lacrimal, e fay aquela penetrar e leyssa la primieyra agula segon la sua disposicio; e aprop inscideys le loc del fiel doble e leva am aquel la partida de la uvea en le circuit de la agula, e strenh aquela mot.	When there is a disruption in the outer covering of the tunica, and it is imminent and the eyelashes are forced out like a barley grain, and the shape of a man is formed by that, and it is desired to make an incision, then the operation in this case is as follows: enter the needle at the root of the eyelash that is to the side in the direction of the eyebrow; and then insert the needle where the double fold is located, and make that penetrate and withdraw the first needle according to its position; and then make an incision in the middle of the double fold and carry the part of the eyebrow with the needle in the circle of the needle, and hold that firmly.</start_of_turn
E aprop extratz la agula e pausa sobre le huel lana infusa en album de huou e leyssa entro que cayha le fil am la uva.	And then withdraw the needle and place over the swollen area infused with egg white in an albumin of blood and withdraw until the thread comes out at the root of the hair.</start_of_turn
E aprop cura le huel am aquo que conforte aquel entro que la plagua sia sanada.	And take care of the swollen area so that it is comfortable once the wound is healed.</start_of_turn
E alcunas veguadas aduna de tota partida am cercle de drap entro le huel ajuste eminencia gran, e aprop sia perforat am le spatum subtil que vengua al preon del huel, e corra la humiditat albuginea, e descen le huel e intra tantost.	And many veins gather from all around the area in a circle around the swollen part, and when the sharp object is pierced with the thumb of the preceptor which comes from the circumference of the swelling, the humoral moisture runs out, and the swelling goes down immediately.</start_of_turn
E aprop strenh entro que sia sanat.	And hold until it is healed.</start_of_turn
Capitol .xxii.	End of Document.</start_of_turn
De curacio de alconati.	On the care of alconates.</start_of_turn
Aquesta malautia que es apelada alconati no es sino sania la qual es ajustada en le huel semblant a aygua dessendent e no es aquela.	This ailment which is called alconates is nothing other than a bruise which is caused by the accumulation of blood in the flesh resembling stagnant water and not that which is customary.</start_of_turn
Mays la manieyra del obrar en ela es que fasses le malaute sezer sobre la sela aparelada e dreyta, e aprop pren le cap sieu en las tuas mas de doas partz e mau aquel entro que veias la sania pervenir a las partidas dejos, e aprop sia siccada e no descenda, e sia ostat le lum, e·l malaute veia las causas ayssi cum vezia.	The way to handle this ailment is to make the swelling subside over the swelling that appears, and to hold the head firmly with two hands over the two parts and to see if the bruise disappears from the parts that are left; and if you see that the bruise has disappeared in the parts that were left, then it is considered healed.</start_of_turn
E si no descendra en jos, sapias que es aygua.	If it does not descend further, it is considered water.</start_of_turn
Mays si no es preparat le descendement a la sania am aquo que havem dit, lahoras fay le malaute sezer entre las tuas mas e aprop pren spatum subtil e fen am aquel sobre le pannicol cernent un petit deves la continuacio de la conjunctiva am la tunica cornea en la corona (entro al loc vuet), entro que sia fora-getada la sania.	If the bruise is not prepared to descend with water as we have said, then make the patient sit up and apply a sponge soaked in oil over the area around the pupil where the conjunctiva meets the cornea in the periphery (at the root of the pupil), until the bruise is expelled.</start_of_turn
Donc cum es fora-getada, lahoras tu distilla en le huel aygua cauda en la qual has mesclat mel o aygua en la qual ja has bulit fenugrec e mel.	Once it has been expelled, then you should distill in the swollen area lukewarm water in which you have mixed honey or water in which you have already boiled fennel and honey.</start_of_turn
E aprop sia curat am las autras causas entro que sia sanat.	And take care of the other causes until it is healed.</start_of_turn
Capitol .xxii.	End of Document.</start_of_turn
De la curacio de la aygua descendent del huel.	From the care of the water descends the smell.
Ja havem dit las specias de la aygua en la divisio e qual conveneys a perforar am sermo declarant, lahoras aquel segon la sanetat.	We have already spoken of the qualities of water in the division, and what is to be performed by word has been declared; now, according to the statute.
Lahoras cove que tu fassas sezer le malaute entre las tuas mas sobre un cayrat e lia le sieu huel sa, lu mot stringent.	Therefore you must make the patient cough between the attacks and make him inhale deeply, so that you can smell the illness from him.
E aprop pausa prop de la palpebra del sieu huel la tua ma senestra, si le huel en le qual es l’aygua es le huel senestra; o am la tua ma dreyta, si le huel es le dextre.	And then put your left hand over the patient's left eye, if the water is in the left; or your right hand, if the water is in the right.
E aprop am la tua ma dextra pren almagda, si le huel es senestre; o am la tua ma senestra, si le huel es de dreyt.	And then take the thumb of your right hand, if the water is on the left; or the thumb of your left hand, if the water is on the right.
E aprop pausa la extremitat de almagda prop de la corona per la grossesa del ray en le album del huel de part del mendre lacrimal, e aprop enpelleys almagda am vertut e revol la tua ma am aquel.	And then bring the thumb down to the edge of the eye socket for the thickness of the iris in the white of the eye, and touch the thumb with your hand in that place
E aprop penetre en le album del huel e sentas que almagda ja es pervenguda a causa vueda.	And then penetrate the eye and sit down so that the thumb has already reached its limit because of the wound.
E cove que sia la masura del cami de almagda al preon la mesura del spazi le qual es de la pupilla entro a la fi de la negror, e es la corona del huel; quar tu veyras am aquel pupilla am la visio de l’huel per la clartat de la tunica cornea.	Therefore measure the length of the thumb from the nail to the pupil, which is the black part of the eye; that is the cornea. And that you may see the pupil clearly through the cornea.
E aprop pausa almagda entro al loc en le qual es l’aygua, e aprop tu la atira en jos una veguada aprop autra, e donc si la aygua descen tantost, lahoras vetz le malaute aquo sobre le qual huebre la sua vista tantost, e almagda en le sieu huel.	And then withdraw the thumb from the eye and place your hand over it again. And thus if the water descends too much, the pain that was over the eye will decrease, and the water will reach the pupil again
E aprop repausa se un pauc; donc si la aygua es descenduda, lahoras tu depausa aquela autre veguada abantz que almagda ne sia getada.	And then rest a little while; so that if the water has descended, stop that other hand from moving until the thumb is dry again.
E donc quan es sicada e no descen, lahoras tu extrat almagda am facilitat, e revol am aquel la tua ma pauc a pauc, e aprop dissolveys en l’aygua un petit de sal clara de gemma e am aquela lava le huel dedintz; e aprop pausa fora le huel coto o stopa o lana infusa en oli rozat e album de huou e ligua am aquo le huel sa.	And thus when it is dry and does not descend, take out the thumb easily, and move your hand slowly; and dissolve in the water a little of clear salt of gem, and wash the eye with that; and then remove the eye patch or bandage or soaked gauze from the eye with olive oil and vinegar, and put some water on the eye.
Mays nos e aquels que so de nostre temps pause sobre aquel comi trissat am album de huou.	But these are things of our time and do not concern us now.
E si no obezeys a tu almagda al intrament de l’huel per la sua duricia — quar es alcu dels homes del qual le huel es dur mot —, lahoras cove que prenguas le spatum le qual es nompnat alberid del qual aquesta es la forma:	And if you do not obey your thumb within the eye due to its hardness — for some men whose eyes are hard as nails — then it is necessary to take the sponge which is named alberid in this way:
E donc perfora am aquel aquela conjunctura, e no ultimes la tua ma en le trauc, e no es si no que fassas via ad almagda loc subtil.	And then puncture that conjunctiva, and do not touch your hand in the process, and do not do anything else until the thumb comes out naturally.
E aprop entromet almagda segon que havem dit.	And then extract the thumb as we have said.
E deves le compliment de la tua obra, sia preparat al malaute dormitori descentment fayt en le qual dorma sobre le sieu dos en mayson tenebrosa, e sia prohibit de totz movementz .	And you must praise me for the work, since I am prepared to do the patient a service by descending the cold humor that causes pain when it rests on the two soles in a dark room, and I am prohibited from all movement.
E pausa en la natura de lu aquo per que sia linida la sua natura, e no maugua le sieu cap a la partida dreyta ni senestra de tot.	And remain in the nature of the water so that its nature is calmed, and do not move the feet either to the right or to the left at all
E sia le liament segon la sua disposicio entro al tertz dia.	And do the same according to its custom within the third day.
E aprop deslia aquel en aquela maysso tenebrosa e exproha la freol vista, e fay li vezer alcunas causas, e aprop retorna le liament entro al dia .vii.	And then remove that from that dark chamber and restore the sight, and do some things for it, and return the sponge within seven days.
E no cove que fassas aquo en la hora de las curacios o tantost aprop la infusio.	Do not put water in the hour of the cures or at any other time.
Habantz cove que tu alienes aquo per so quar la aygua puega leugierament per gran e vehement de reguardament.	There is no need to keep the water there for a long time, for the water will grow thirsty and become aggressive and harmful to the eye
Mays si accideys apostema caut, lahoras cove que deslias le huel denant le vii dia, e rectifica aquel am aquo que ceda apostema.	But if this should happen after the cautery, then it is necessary to remove the eye immediately on the seventh day, and repair that which was lost in the water
Lahoras tu absol la vista de lu e pausa sobre la cara de lu oral per le qual sia regit le vezement de lu dejos lu per alcus dias, lu existent en la mayszo tenebrosa.	You have restored the sight of the eye and remain over the patient's face for the purpose of regulating their food for a few days, as they exist in the dark chamber.
E aprop sia gitat de aquela mayzo gradantment e conversa8 en las suas causas.	And thus gradually remove them from that chamber and speak to them about their causes
E sapias que in alchatea no es excusat le discipol de visio alcunas veguadas, e lahoras tu sias ardit sobre la operacio.	Remember that in the art of vision there are no excuses for the pupil to rest for some days, and that you must diligently supervise the operation until the end.
E ja es pervengut a nos de alcu de aquels les quals so al Artach , e alcu disse que fayt foc en al Ayrac magdaam perforat am le qual es succada la aygua.	And so we have reached some of those things that are found in the Artach, and some say that it is necessary to perform surgery on the eye which is penetrated by the water.
Mays empero yeu non e vist degu en la nostra terra le qual haia perfeyt aquo, ni e aquo legit en alcu dels libres dels antics; e es possible que aquo sia novel.	But indeed we have not seen in our land anything like this water, nor have we learned of anything like it among the free men of the ancient times; and it is possible that this is new.
E aquestas so las formas de las specias de magdaan per que sia sobre aquelas aquel le qual ignora aquelas:	These are the forms of the species of magicians who are about those whom they do not recognize.
E sian faytas de eram o de ferr propriament, e sian las extramitatz de lor am aquesta subtilitat triangulada, la extremitat aguda ayssi cum aquela es la forma.	Whether they are fat or lean, or of their own kind, and whether their limbs are like this or that, the limb is like that which is triangular in shape.</end_of_turn>
Capitol .xxiv.	Chapter XXV.</end_of_turn>
De la curacio de carn nada en le nas.	Of the care of animals there is nothing new under the sun.</end_of_turn
Quan en le nas so nascudas carns diversas ajustadas de las quals es alcuna causa la qual es assemblada a scorpio de motz pes, o a polip peys; e aquesta malautia es apelada polipus quar es a semblansa de aquel peys representat.	When there are various animals born in the nose, some of which are the cause of this, such as scorpions of hair or polypody of the foot; and this disease is called polypody, which is like that foot.</end_of_turn
E de lu es carn cancrosa, lapadea, de fusca color; e de lu es que es carn leon no de color fusca.	And of these there is a cancerous cancer, lapping, of saffron color; and of these is the lion not of saffron color.</end_of_turn
Donc en aquela que es en aquestas carns leon no fraudulenta ni cancroza, cove que fassas le malaute sezer entre las tuas mas e posat al solelh, e huebre las nars de lu, e picoys le tieu onci en aquelas carns.	Therefore, in those lions which are not fraudulent or cancerous, cover that if any disease should arise between your thighs, place it in the sun, and open the veins of them, and prick their belly once in those lions.</end_of_turn
E aprop extrat aquela a las partidas deforo, e aprop inscindeys aquo que has comprehendut de aquelas am spatum agut subtil de la una partida entro que sapias que tota la carn ja es ostada; que si roman de lu deguna causa de la qual la abscisio es possibla, lahoras tu ratz aquo am la un dels estrumentz subtils am facilitat entro que de lu romangua denguna causa.	And immediately extract that from the parts below, and immediately cut off what you have understood from those parts until you believe that all the animal is consumed; for if there remains any cause of the abscess, then indeed your rat comes with one of the subtle instruments with which it is facilitated that there should be no cause left.</end_of_turn
Mays si senhoreja am sanc o accida apostema caut, lahoras tu pausa a lu aquo que cove; o es dels apostemas malignes, lahoras tu coyta e cauteriza aquel entro que sia abscindit sanc e sian ostadas las cavas totas.	More often than not, if the sovereign lord is present or has been notified postprandial, then indeed you pause it until he covers; or if it is of malignant apostemas, then you cover it and cauterize that until it is dissected and all the cavities are evacuated.</end_of_turn
E aprop sia getatz en le nas aprop la inscizio vi agre e aygua o vi.	And immediately apply to the nose again the caustic vinegar or vinegar or wine.</end_of_turn
Mays si le nas es ubert e de lu procezeys humiditat entro al palat, lahoras sapias que ja es sanat.	More often than not, when the nose is opened and humidity proceeds to the palate, you know that it is already healed.</end_of_turn>
Mays si la humiditat no penetra segon que cove, lahoras tu sapias que dedintz lu es carn nada en los pus sobiras osses de las nars als quals non es pervengut abscizio.	More often than not, if the humidity does not penetrate as much as to cover, you know that indeed there is no animal in the pores of the veins of the limbs to which it has not penetrated.</end_of_turn
Donc lahoras cove que entromitas fiel de li al qual sia alcuna grosseza, e nuza en lu motz nuzes, e pausa entre quascun nutz la quantitat del dit o mens, e engene le malaute e entromet una extremitat del fiel en le nars am lo ray o am autra causa la qual es a lu possibla.	Therefore cover that you enter faithfully to him to whom any greatness belongs, and smell in his hair, and pause between each use the quantity of the thumb or less, and take away the pain and put a limb of the faithful into the veins at the root or for another cause for which it is possible.</end_of_turn
E pus que aquo aura fayt, que atire le sieu odorament entro que pervengua a las canals de las nars, e sia eyssit sobre le sieu golayro, quar tropas veguadas le semblant ad aquesta accio fan les enfantz a las scolas, e es leugiera causa ad aquel que ho vol far.	And when that is done, that you take away the scent until it has reached the channels of the veins, and that you wipe it off the greasy surface, for troops guided by such an action make the girls laugh like children in school, and it is a light cause of that which you wish to do.</end_of_turn
E aprop pausa las dos extramitatz del fiel, una extremitat que iesca sobre le nas et l’autra que romangua en le nas, e aprop aministra serratura de carn am les nuzes que so en le fiel, e fay aquo entro que sapias que las carn ja so am les nuzes del fiel.	And immediately pause the two limbs of the faithful, one that goes out on the nose and the other that remains in the nose, and immediately administer warm blood to the nails that are in the faithful, and do that until you know that the blood is already in the nails of the faithful.</end_of_turn
E aprop extratz le fiel, e pausa en le nas aprop la abstraccio del sanc una calgua , e fay aquo per tres dias o mays entro que l’enguent corrodo tot aquo que es romas de las carns.	And immediately extract the faithful, and pause in the nose immediately after the application of the sovereign a soft cushion, and do that for three days or more until the ulcer is completely consumed of all that remains of the animal.</end_of_turn
E aprop en la fi de la causa, pausa en le nas una canula de plom per alscus jorns entro que sia sanat.	And at the end of the case, pause in the nose for a plum cannula for a few days until it is healed.</end_of_turn>
Mays si endigeys de curacio que exsique, usa de aquela.	More often than not, if you take care of the cure, use this.</end_of_turn
E aquesta es la forma del instrument a capipurge fazedor am le qual son distillatz olis e medicinas en le nars:	This is the form of the instrument to capture the perfumed one that makes in the veins the distillate of oils and medicines.</end_of_turn
E fay aquo de argent o de eram, la qual sia semblant a una petita lampesa uberta, ayssi cum petita conqua, e le meat semblantment.	It is made of silver or lead, which is similar to a little lamp with a hole, like a pot with a handle, and the meat is similar.</end_of_turn
E si vols, fay una canula clausa ayssi cum cana, e la cancula del estrument a capipurge fazedor e sia plana, descuberta; a la qual sia manubre en lo derier de lu, am le qual tenguas aquela quan escaufas en lu oli o aquo que tu vols dels sucs e de las causas suctiblas.	Or make a closed cannula like a tube, and put the cannula of the capturing instrument inside and uncover it; to which you will attach that which you will grasp in the olive oil or whatever you want from the juices and substances.</end_of_turn
E aquestz capipurgi es precios: recipe de enforbi de castor, de balayra blanc, de giengiebre, e piletre de safra, de pebre lonc, de escafragia, de epetum de spic ana unc. vi cumfizeys am suc de bleda e de caul, e sian faytas pillulas, e sia destemprada una pillula am aygua tebeza, e sia gitat en las nars del malaute jasent envers.	This capturing instrument is precious: recipe of beeswax of castor, white balm, ginger, saffron peel, long pepper, cloves, marjoram, and pennyroyal.</end_of_turn Mix it with the juice of blood and with vinegar, and make pills, and let one pill be taken with lukewarm water, and let it be given to the patient in the nose just before.</end_of_turn
Capitol .xxv.	Capitol XXV.
De theyls natz en las extramitatz del nas.	The disease originates in the extremities of the nose.
Motas veguadas es nat theyl en las extramitatz del nas, e es magnificat e omentat en alscus dias entro en que mot es leg le reguardament de lu.	Black bile is a natural disease that originates in the extremities of the nose, and is manifested and recognized within a few days, until it is no longer visible to the eye
E per aquo cove que tu inscidas aquel en le comensament de la apparissio de lu, e erediques tot aquel.	And in order that you may cover that which has already appeared of it, and eradicate all of it from the very beginning
E aprop pausa sobre le loc o cauteri o medicina comburent la qual estia en loc de lu.	And put your hand over the area or cautery or medicine that is in the place of it.
Mays si es tardada la sua inscizio entro que sia magnificat, lahoras considera si es lapificat, dur, de fusca color e de pauc sentiment, lahoras no toques aquel am ferr quar es apostema crancos; quar motas veguadas ad aquel que inscideys aquesta apostema endeve per lu granda malicia sobre aquel le qual aquel havia.	Maybe if it is delayed its manifestation will be more intense, however, if it is late consider whether it is watery, dark, of a muddy color and without sensation, for in this case do not touch that which is above the cranium; for black bile proceeding from this apostema proceeds with great malice towards that which has been the cause of it
E si le apostema es de leon tocament e no es de fosca color, e vezes que inscizio es possibla en tot aquel, lahoras evacua le malaute e inscideys aquel senes temor, e cura le loc am aquo que exsique e costrenh entro que sia sanat.	If the apostema is of a tawny color and not dark, and sometimes when its manifestation is possible in all of them, then evacuate the disease and apply that remedy which you consider most appropriate until it is healed.
Capitol .xxvi.	Capitol XXVI.
De sutura del nas e de las labias e de la aurelha quan la continuitat es dissolvuda per plagua o per semblantz.	Of the suture of the nose and the lips and the ear when the continuity is dissolved by plague or by an ulcer.
Sapias que quan accideys solucio de continuitat en una de aquestas cartillages, pauc confereys en aquela operacio sino en alcus homes.	The doctors say that when the continuity is dissolved in one of these cartilages, little confidence is found in that operation except in the case of a madman.
Donc cove, quan endeve ad alcu alcuna causa de aquelas, que consideres si es plagua fresca am le sieu sanc, e lahoras tu ajusta las doas labias de la plagua am sutura, e aprop cura aquel entro que sia sanat.	Therefore, when you must perform an operation for any cause of these, consider whether it is fresh plague or old ulcers, and adjust the stitches of the plague to the suture, and apply that which will make it healthy again
E si las labias de solucio de continuitat so ja separadas, e quascuna es fayta sana, lahoras cove que tu excorjes quascuna partida de la sua codena apparent entro que n’iesca sanc.	If the continuity of the suture has already been separated, and there is some healthy part, then cover that part of the cord which appears to you until it is healed
E aprop ajusta las doas labias am sutura e strenh aquelas, e sobre aquelas pulveriza sanc de drago e enses trissat, e pausa sobre la polvera una pessa de emplaustra diafinicon, o de alcu autre dels emplastres consolidatius, e leyssa aquel liat per dos jorns o per tres, e aprop deslia aquel e permuta aquel emplaustre e leyssa aquel entro que·ls fiels per si sian abscinditz, e aprop cura am enguent entro que sia sanat.	And adjust the stitches to the suture and strengthen them, and over them sprinkle holy oil and sprinkle salt, and place over the salt a piece of fine plaster, or another of the solidifying plasters, and leave it in place for two days or three, and then remove that which has been bound and change it, and leave it in place until the wounds are completely healed.
Mays la manieyra de la sutura es que tu agregues la solucio de continuitat o am agulhas ayssi cum havem recomtat en la sutura del ventre, o agregua la solucio de continuitat am fiel ayssi cum a tu e fayt saber.	The manner of the suture is that you add the continuity of the suture or with needles just as we have recommended in the suture of the belly, or add the continuity of the suture with thread just as you please and make known
Capitol .xxvii.	Capitol XXVII
De extraccio de aquela causas que veno en las doas labias en las partidas dedintz.	Of the extraction of that which causes swelling in the lips in the parts of the tongue
Motas veguadas endeve a motz homes en las partidas dedintz de las suas labias alcus apostemas durs semblantz a gras de errs, e alscunas de lors son mendres e alcunas son majors.	Black bile must proceed from a madman in the parts of the tongue of their lips to these same apostemas which resemble grass seeds, and some of them are smaller and some are larger
Donc cove que tu convertas las labias e fendas quascuna de aquelas duricias de tota part, e aprop la abscizio umpliscas le loc de sagi trissat entro que·l sanc sia restrengut, e aprop sia lavat am vi agre e sia curat le loc am aquo que es stipticitat, entro que sia sanat.	Therefore you must convert the lips and the wounds of any of those hard substances throughout, and apply the extraction of the abscess filled with holy oil until the wound is closed, and wash it with vinegar and cure the wound with an astringent until it is healed
Capitol .xxviii.	Capitol XXVIII
De inscizio de la carn ajustada en las gengivas.	Of the insertion of the horn adjusted in the gums
Granre de veguadas nays sobre la gengiva carn ajustada la qual les antics apelero albulus, adonc cove que tu suspendas aquela am onci o que tenguas aquela am las forfecs e inscidas aquela deves la sua razit, e leyssas la sania correr o le sanc.	Great pain is not said concerning the horn of the carnas adjusted which they formerly called albulus, where we must suspend that with one hand or hold that with the forceps and insert that must be its cause, and leave the blood run or stop the bleeding.
E aprop pausa sobre le loc sagi trissat o autra polveras stipticas o excicativas.	And put over the wound holy oil or another powder astringent or excidant
E si aquela carn retorna, lahoras inscideys aquela segundariament, e cauterisa aquela, quar aprop le cauteri no retornara.	And if the horn returns, then immediately insert that again, and burn that, for if you burn that again it will not return
Capitol .xxix.	Capitol XXIX
De razo de dentz am ferr.	Concerning the reason of teeth with iron
Quan en la superficia de las dentz de las partidas dedintz e de las de foro e entre las gingivas so ajustadas escorsas aspras, legas, e alcunas veguadas son de nigradas e son faytas citrinas o vertz entro que a la gingiva ve per aquo corrupcio e son faytas las dentz legas.	When in the surface of the teeth of the parts of the tongue and of the ditch and between the gums there are adjusted hard scales, legs, and some of them are black and are hurtful citrine or vinegar to the gums, because the gum is corrupted by that.
E donc cove que tu fassas sezer le malaute entre las tuas mas e pausar le cap de lu en le tieu se, e ratz las dents en las quals apareysso aquelas escorsas e causas semblantz arena entro que de lor no romangua deguna causa, e aquo fay de la negror e de la citrinitat e de las autras entro que sian mondificadas.	Therefore cover that which is between your teeth and put the head of the bandage in the belly, and scrape the teeth in which those scales appear until no trace of them remains, and that which is of the blackness and the citrine and the others until they are softened.
Donc si es ostat aquo que es en aquelas del comensament de la razio, bo es; e sino, lahoras tu itera la razio sobre aquelas al autra dia e al segon e al tertz entro que vengua al derier stament en aquo que tu vols.	Therefore, if this is the last time that this has occurred at the beginning of the illness, it is not so; otherwise, repeat the treatment over those very days until it comes to an end.
E sapias que las dentz han necessitat de motz rezoris de diversas formas e de motas figuras segon que es preparat a la tua operacio.	And know that the teeth have sometimes needed to be moved by various methods and diverse figures, as it is prepared for your operation.</end_of_turn>
E per so quar le razori am le qual la dent es raza de la partida dedintz es autre del razori am le qual es ras entre las dentz segon autras formas, e aquestas formas de razoris sian deves tu preparadas las quals veyras tantost:	And so that the razor with which the tooth is shaved is different from the razor with which the teeth are shaved according to other forms, and these various forms of shaving must be prepared by you:
Capitol .xxx.	(The text provided from this point on is unfortunately unreadable due to lack of context and familiarity with the language.)</end_of_turn>
D’eradicacio de dentz.	Extraction of teeth.
Cove que tu cures la dent de la sua dolor am tot engen e tardes en tota eradicacio de lu, quar no es denguna causa que suplisqua la veguada de lu quan es eradicada, quar es sustancia sublima entro que es excusacio en la eradicacio de lu.	That when you have cured the tooth of its pain in every way, and you have completed the extraction of it, there is no cause for fear that there will be any remaining sensation of its absence, because it is a sublimed substance that is released during the extraction of it.</end_of_turn
Mays cove quan le malaute es forsat aquela dent eradicar, que fermament deves tu sia certificat quala es la dent dolent, quar motas veguadas la dolor descep le malaute e cuga que sia en dent sana, e tu eradicas aquela e aprop la dolor no cessa entro que la dent malauta e dolent sia eradicada, quar nos ja havem vist aquo per operacio dels barbies.	If the illness forces us to extract that tooth, you must firmly declare that it is the painful tooth, because many veined sensations of pain deceive the patient and heal them in a sound tooth, and you should refute that and declare that the pain does not cease until the painful and diseased tooth is extracted, because we have seen this in the operation of children.</end_of_turn
Donc cum deves tu es sertificat qual es la dent dolent, e que o sabes be, lahoras cove que tu scarifiques en le circuit de la dent am spatum en le qual sia alcuna vertut, entro que sia dissolvut de la dent de la gingiva de tota partida, e aprop mau aquel am les tieus ditz, o am forfexs subtils al comensament petit a petit entro que aquela concucesquas.	Therefore, when you must declare that the painful tooth is that one, and you know well, you must mark the area surrounding the tooth with a sponge that can absorb any moisture, until the tooth is completely removed from its socket, and you should do this either with your hands or with fine forceps from the beginning gradually until it is healed.</end_of_turn
E aprop alogua en lu fortz tenalhas grans per bona loquacio o estuptura fort, e pausa le cap del malaute entre les tieus denolhs que be le tengues que no·s maugua, e aprop tratz la dent segon rectitut en manieyra que no trenques aquela, ni al malaute major dolor no dones.	And immediately hold large forces that can hold the tongue firmly for good speaking or great stupor, and stop the patient's head between the painful teeth that you must hold so that it does not move, and gently extract the tooth in the manner that does not cause further pain to the patient.</end_of_turn
E donc si no es foro-getat, lahoras pren un de aquels instrumentz, e met aquel dejos lu de tota part am facilitat e esforsa la remocio de lu ayssi que es feyt al comensament.	And so, if it is not forgotten, take one of those instruments and put it aside in every part with ease and facilitate the extraction of it as it is done from the beginning.</end_of_turn>
Mays si la dent es trauquada o corrosa, lahoras cove que tu comples de drap aquel trauc e estrenguas aquel am la extremitat de ray subtil per so que no sia trinquada en la hora de la tua constriccio sobre aquela am tenalas.	If the tooth is fractured or cracked, you must support that fracture and strengthen that with the tip of the knife at the edge so that it is not fractured during the process of your constriction on that area.</end_of_turn
E cove que tu obres exquesitament am scarificacio en le circuit de tota part de la gingiva e guarda mot la tua fortaleza que no trenques aquela e romangua partida de lu, e retorne sobre le malaute per la malicia que sia majo que la primieyra dolor de lu.	And be careful to work cautiously with sacrifice in the area of the entire gum, and keep your strength that you do not break that one and leave it fractured, and return to the patient after you have made the greatest malice of the first pain of it.</end_of_turn
E guarda te que no fassas aquo que fan alscus ignorantz barbiers en lor fistinacio e audacia sobre la eradicacio de lor, ses que no aministran aquo que nos havem recomtat; quar motas veguadas fan venir sobre les homes malautias grans las quals son pus dificils que sian trinquadas, e las razitz de lor remaugudas totas, o alcunas de aquelas, o que extrayguas aquela am alcus osses de la mandigula ayssi cum motas veguadas havem testificat.	Remember that the ignorant barbers make great blunders in their eagerness to eradicate teeth, since they do not administer what we have recommended; for many veined sensations cause great suffering to patients that are more difficult to extract than those that remain. Therefore, some of these or all of these, or that you extract that tooth along with some of the bone of the mandible as we have often seen in the case of these veined sensations.</end_of_turn
E aprop la eradicacio de lu sia lavada la boca am vi caut o vi agre am sal.	And finally, after the extraction, rinse the mouth with wine vinegar or wine with salt.</end_of_turn>
E si endeve fluxs de sanc per aysso, ayssi cum motas veguadas endeve, lahoras trissa alcuna quantitat de zegi e aspergeys sobre la plagua, e si no confereys aquel zegi, cauteriza.	And if blood flows from the wound to help, as is often the case, then remove any amount of blood and sprinkle it over the wound, and if you do not confirm that blood, cauterize.</end_of_turn
