Ayssi comensan las paraulas de Albucasim .	Certainly. Here is the translation:
E aprop fen am le spatum sobre las doas linhas las quals has senhadas, e comensa del lacrimal major entro al lacrimal menor.	And so make an incision at the two lines that you have marked, starting from the greater lacrimal to the lesser lacrimal.</start_of_turn
E si’ la tua fissura prop dels pels naturals ayssi cum es la grossetut del rey.	And if the incision is made about the humors naturally as in the greatness of the king.</start_of_turn
E aprop met le onci en un dels dos angles de la codena, e aprop excoria aquela tota, e aprop ajusta am la scitura las doas labias am gula o fiel de lana subtil, e abstergeys le sanc, e fay adherir aquo que superflueys dels fiels sobre dos sobrecils am alcunas causas enviscans, si voles far aquo, e sino, non cures.	And so put the sponge in one of the two angles of the eyebrow, and extract that whole, and adjust with the suture the two lips with gut or silk thread, and withdraw the intestines, and make adhere what is superfluous of the threads over two eyebrows with some cause that you consider, if you wish to do so, and if not, do not cure.</start_of_turn
E aprop leyssa la sutura dels fiels entro a tres dias o quatre, e aprop cura aquo.	And so read the sutures of the threads within three or four days, and care for the eye.</start_of_turn
E si vols, layssa la plagua ses sutura, e cura aquela am aquo que exsicca e constrenh, quar la palpebra es alevada deves la sigillacio de la plagua e la agreguacio de lu; mays sutura es milor E donc aysso diysso les antics de taxanir.	And if you wish, leave the dressing loose from the sutures, and care for the one who has been relieved of the swelling and constriction, because the eye is lifted beyond the seal of the dressing and the adhesion of the humors; in fact, old practice teaches.</start_of_turn
Mays empero en lu sia sollicitut sobre le malaute, e es de bona operacio, e no es en lu temor.	However, in general it is requested about the patient, and it is a good operation, and do not be afraid.</start_of_turn
E es autra manieyra en taxmir, e es que senhes sobre la palpebra figura ayssi cum fuelha de mirt, e aprop eleva la palpebra am tres uncis segreguatz e congreguatz segon aquesta forma:	And there is another method in treating the eye, which is that you sign on the eye like a laurel leaf, and then raise the eye with three nails separated and joined in this way:
Mays si no es possible aquo, tener les uncis, e aquo no es engualhat, lahoras pren una agula en la qual haia fil e met aquela en le mieg de la figura, e entromet le autre fiel prop le lacrimal major, e·l fiel segon prop le lacrimal mendre, e ajusta entre les tieus ditz les fiels am equalitat, e aprop am aquels eleva la tua ma am elevacio engual, eleva tota la codena sobre la qual es senhat ayssi cum havem recomtat.	And if this is not possible, have the nails, and that which is not blunt, the hour take a needle in which there is thread and put that into the middle of the figure, and insert the other thread beside the greater lacrimal, and the thread according to beside the lesser lacrimal, and adjust between the folds of the thread with equality, and then put your hand over the above-mentioned elevation, elevate the whole eyebrow as high as you have recommended.</start_of_turn
E aprop ajusta las doas labias de la plagua am sutura, e cura aquel entro que sia sanat.	And so adjust the two lips of the dressing with suture, and care for the one who has healed well.</start_of_turn
Mays si accideys apostema deves la tua inscizio o la tua fissura, seda aquel apostema am cerot e a lu semblantz, e am enguentz.	And if after the incision you notice that there is still swelling from your incision or your cut, leave that swelling until it has gone down and keep it moist.</start_of_turn
E alcunas veguadas endeve a la palpebra que·ls sieus pels sian convertitz, adonc cove que tu uses en aquela de aquo que havem dit de inscizio; mays sutura en quascus es mays artificial.	Every kind of vegetable that has been placed on the eye that has remained there because of the suture, where you must use what we have said about incision; in fact, suture is more artificial.</start_of_turn
Ataxinir am cannas es segon aquesta forma:	To remove the suture is in this way:
e es que tu convertas la palpebra e scindas la figura qu’es dedintz segon que he recontat; e aprop per art fay doas cannas o doas astelas subtils de las quals longitut sia segon la longitut de la palpebra e la latitut de lor sia mendra de la latitut del spatum.	And that you convert the eye and split the figure as I have recounted; and then make two small incisions or two fine needles whose length is according to the length of the eye and the width is less than the width of the sponge.</start_of_turn
E tu ja has inscidit en las extremitatz de quascunas partidas, la on tenes les fils.	You have already opened the extremities of each limb, where you have the nails.
Aprop agregua quascuna am subtilitat subre aquo que superflueys de la palpebra del huel, e constres las cannas de quascunas partidas am fort strictura, e layssa aquela per alcus jorns, quar la codena per la strictura morira e sira denegada e se poyrira entro que per si meteyssa cayra.	Then add some external support to the area above the nail, and bind the nails of each limb tightly, leaving the nails free for a few days, so that the pain from the tight binding will subside.
Mays si es tardat, lahoras trenca la am las toroyras, e aprop cura la plagua entro que sia sanat.	Even if it is late, cut off the source of the pain, and then treat the wound until it is healed
Donc cum es solidada, la palpebra es elevada e les pels no pungo.	When it is solidified, the nail is elevated and the area is no longer painful.
E aquesta es la forma de doas cannas las quals faras segon aquesta forma:	This is how you should bind two nails in this way:
e haia la quantitat de la longitut e de la latitut ni mays ni mens.	and take care that the length and width are neither too great nor too small
Capitol .xii.	End of text.
De elevacio de pels pungentz en le huel am agula quan le pel es dur.	When the nail has been elevated and the wound has hardened, the pain will be relieved in the nail area.
Quan son pels no-naturals, durs e aspres e pungentz les huels, lahoras la operacio en lu es que tu prenguas agula subtil e pauses en aquela fiel de ceda subtil e leon, e aprop que tu ajustes las extremitatz de lu e nozes quascu en manieyra mot subtil.	When the nails are unnatural, rough and painful, the doctor's operation for them is that you take a pointed instrument and place it on that area of fat and bone, and then that you stretch the limb and nails without causing them harm
E sia la longitut dels fiels de quantitat de una palma.	And the length of the nails should be equal to the width of a palm
E aprop tu compon2 autre fiel subtil dejos lu en breu, e nuza las extremitatz de aquel si tu·t vols.	And do the same with another piece of gut and hold the limb firmly in place
E aprop pause le malaute le sieu cap en le tieu se, e sia prop del solelh per que la tua obra sia declarada, quar es operacio subtil e menuda.	Then place the patient's hand on the belly if necessary, and let the sun witness your work, for it is a subtle and minor operation
E aprop intromet la agulha en la razit del pel ajustat la qual ha necessitat de engen, e fay aquela penetrar en la palpebra festinantment entro que extraguas aquela desus le pel natural.	Then insert the needle at the base of the nail, which requires engineering, and make it penetrate the nail quickly until you extract the natural nail
E aprop tire le pel entro desus e intromet aquel en alixati, e sian les pels un o dos o tres e no mays.	Then draw out the nail and insert it into the alixate, and keep the nails for one or two or three, but no more
E aprop tira la tua ma am aquel entro que·l pel sia fora-gitat am alixolati en la palpebra am le pel natural.	Then withdraw your hand from that area once the natural nail has been extracted along with the alixate from the nail bed
Mays si es atirat alixalati e non es gitat le pel, atiraras alixati a las partidas dejos am le fiel le qual tu has compost am aquela, entro qu’en sia gitat alixalati del trau sobira.	If there is remaining alixate and the nail has not been extracted, remove the alixate from the limb along with the gut that you have placed there, until all the remaining alixate has been removed from the wound.
E vegas aquela am la visio del huel, quar lahoras tu gitaras alixati e lo fiel, e grotan quascu e clautz le huel, e laysse le claus per dos dias o tres, entro que·l pel adheresca al sieu loc e nasque sobre aquel bona carn.	And when the nail has been treated in this way, the swelling will disappear from the nail and the limb, the nails will cry out somewhat and swell up, and leave them closed for two or three days until the nail adheres to the flesh and heals over the wound
E si es mays breu le pel, lahoras tu ajusta un pel lonc dels pels naturals, e es elevat am aquel, o que·l leysses entro que sia alonguat aprop alcu spazi, e lehoras tu eleva aquel.	If the nail is too short, adjust it to the length of the natural nails, and elevate it until it is even with the surrounding skin, and keep it elevated until it has healed to a sufficient extent
Capitol .xiii.	End of text
De la cura de ehacratir la qual ve en la palpebra desus.	On the care of the wound on the nail bed
Quan ve en le huel ehacratir, e es contraccio de la palpebra quan es contrayta en sus, o a dextra o a sinistra partida, per mala consolidacio de plagua o de seccio o de cauteri, e es apelada leporina, e aquesta ahercrati o es natural o accidental, e es fayta per consolidacio de plagua o de seccios o de cauteri, o per semblantz a lor malcuratz.	When there is inflammation in the nail, and the nail is contracted when it is bent to the right or left, due to poor consolidation of the wound or fracture or cutting, and if it is caused by leprosy, this is useful for consolidating the wound or fracture or cutting, or for preventing recurrence of the same
May la manieyra de la operacio en lu es que tu fendas aquela consolidacio e que separes las labias de lu, e pauses en lu en aquo que es entre aquelas una meca de drap de li, e ligues aquelas entro que sian sanadas.	The way to perform the operation is to make that consolidation and separate the layers of the nail, and keep it in place with a piece of silk or linen until it has healed
E no cove que tu uses de curacio de lu de las causas las quals exsiccan, constrenho; quar si tu fas aquo retorna alixacratir pus mal que nulh temps no foc habantz.	And do not neglect to treat the underlying cause of the inflammation, which is constriction; for if you do not do this, the inflammation will return more violently than before
Usa en aquela de causas que mollifico ayssi cum es fenugrec, e embroca am la aygua en la qual son coytz altea e semensa de li, o enguent dyaquilon, le qual sia liquefayt am alcu dels olis, e submergeys en aquel la meca, e cura am aquel.	In such cases as these, use fennel as an emollient, and soak the bandage in water in which flaxseed and poppy seeds have been boiled, or in oil that has been liquefied with some of these elements, and immerse the wound in that, and care for it in this way
E lo tesaur de la tua curacio es que tu perforsses am tot engen que no sia consolidat segon la forma que foc al comensament.	The key to your care is that you do not perforate without proper engineering, as you did at the beginning
E aquesta operacio la qual havem dita, no es sino alcuna rectificacio de ehalixacrati que no retorna la forma del loc segon que foc denant.	The operation that we have mentioned is nothing other than the correction of the deformation that does not restore the natural shape of the limb
Capitol .xiiii.	End of text
De la cura de ehacrati le qual es fayt en la palpebra dejos.	On the care of the wound on the nail bed
Aquesta alxacrati la qual es fayta en la palpebra dejos, la qual es nompnada vertadierament alxacrati; e es de lu alcuna natural, autra accidental.	This inflammation of the nail bed that is useful for treating the inflammation of the nail is called true inflammation; and it is either natural or accidental
Mays accidental es fayta per plagua o per scissura o per cauteri o per autres semblantz.	May the cause of the pain be accidental, from a wound or burn, from a cautery or from other similar things.
E la via de la operacio de lu es que tu prenguas una agula en la qual haga fil doble, e fiques aquela en la carn, e que la fassas passar del lacrimal de senestre entro al lacrimal dextre, entro que·l fil pervengua en las doas extremitatz de la carn.	And the way of performing the operation is that you take a needle in which you make a double thread, and fix that in the flesh, and that you pass the thread from the left lacrimal to the right lacrimal, until the thread reaches the two extremities of the flesh
E aprop exten la carn a las partidas desus am la agula e cus aquela am la agula, e inscideys am spatum ample.	Then extend the flesh from the parts under the needle and hold that with the needle, and puncture at a wide space.
E donc si retorne la figura de la palpebre segon que cove, bo es; e sino, pren le ray e pausa aquel en la figura fenduda, e am aquel converteys la palpebra, e fen las doas fissuras en le latz de la palpebra dejos.	And therefore if you return the figure of the eyelash according to what covers, it is not good; and if not, take the scissors and hold that in the cleft of the fissure, and over that convert the eyelash, and make two incisions on the side of the eyelash leaving
E sian las extremitatz de las doas fissuras de dos angles de la inscizio, la qual has fayta entro que concurren, e sia de lor fayt angle entro que quan se congreguan sia fayta figura de lor.	And that the extremities of the two incisions make two angles of the incision, which you have made until they meet, and that the figure of them is made until when they converge is made figure again.
E aquesta figura es letra greca: la landa.	And this figure is the Greek letter: lambda.
E aprop osta la carn aquela per la quantitat que es le latz de lu agut dejos de lu, aquo que siec la palpebra.	And then hold the flesh that is left of the amount that is the width of the eyelash from the edge of the eye outwards, until the eyelash is cut
E aprop ajusta las partz seperadas e cos aquelas am le fil de lana; e aprop cura aquelas am aquo que havem dit de las medicinas mollificativas e de las calguas entro que sia sanat.	And then adjust the separated parts and sew those with the thread of silk; and then care for those as we have said of the soothing medicines and the bandages that must be done to make it well
E si alxacrati endeve per fissura o sutura o cauteri, lahoras cove que tu fendas am fissura plana sobre les pels de la palpebra segon que es precedit.	And if it happens to deviate from a wound or suture or cautery, the hour cover that you make a superficial incision over the edge of the eyelash according to what is preceding.
E aprop separa am la calgua entre doas labias segon que havem dit.	And then separate the skin between two lips according to what we have said.
En la suma del sermo de la cura de alxacrati quan es desus o dejos, que corra en lu operacio, segon que es preparat de la forma de alxacrati, e aquela es en forma de motas diversitatz.	In the sum of the speech of the care of inflammation when it is departing or leaving, that runs in their operation, according to how it is prepared in the manner of inflammation, and that is in the manner of various kinds of motas.
E le artifexs savi totz temps prepara engen en quascuna manieyra la qual es possibla a lu entro que fassa retornar la figura a la forma natural, o prop de aquela, e aquel malaute segon que a lu conveneys de la operacio e dels strumentz en las majors disposicios.	And the skilled artists always prepare an instrument in any way that is possible for them until they make the figure return to its natural form, or in that way, and that disease according to what is convenient for the operation and the instruments in the greatest availability
Capitol .xv.	Chapter XV.</end_of_turn>
De la adherencia de la palpebra am la conjunctiva o am la cornea.	Of the adherence of the eyelash to the conjunctiva or to the cornea.</end_of_turn>
Quan accideys aquesta consolidacio a motz homes enayssi que sia solidada la palpebra pus desus am le album del huel, e sia prohibida de la facilitat del movement e de las suas obras naturals, donc cove que tu entrometas la extramitat del ray dejos la palpebra, e eleva en sus aquela, o exten aquela am le unci.	When this adhesion occurs to several men, it is necessary to solidify the eyelash more distant from the album of the hair, and to prohibit the ease of movement and its natural works, therefore cover that you remove the ray from the edge of the eyelash, and lift that up, or extend that with the nail.</end_of_turn
E aprop tu inscideys la adherencia am spatum subtil, le qual no sia am acuitat de las inscisios, habantz obtus un petit per so que·l malaute no sia inquietat deves la operacio, e remau le spatum que no ledesca le huel am la sua acuitat.	And then you puncture the adhesion with a blunt instrument, which is not of the sharpness of the incisions, having made a small hole so that the disease is not disturbed during the operation, and leave the piece of skin that does not adhere to the hair in its sharpness.</end_of_turn
E sia la tua inscizio quays excorjan aquela adherencia am facilitat entro que sia retornada la palpebra segon la sua forma natural e que sia sanada tota la adherencia.	And let your incision be such as to avoid scraping that adhesion with ease until the eyelash is returned to its natural form and that the adhesion is completely healed.</end_of_turn
E aprop tu met en le huel aygua salada am la qual tu laves; o distilla en lu de zunia dissolvut en l’aygua.	And then put on the eye a solution of salt water; or distill into it from vinegar dissolved in water.</end_of_turn
E aprop separa entre la palpebra e l’huel am calgua de li, e pausa sobre le huel lana infuza en album de huou, e aprop le tertz jorn usa de causas consolidativas entro que sia sanat.	And then separate between the eyelash and the hair with a piece of gauze, and place over the hair a bandage of fat soaked in oil, and on the third day use astringents until it is healed.</end_of_turn
Capitol .xvi.	Chapter XVI.</end_of_turn></end_of_turn>
De inscizio de ungla e de eminencia de carn dels lacrimals.	Of the incision of the nail and the eminence of the flesh of the lacrimals.</end_of_turn
Sapias que ungla es segon dos manieyras, quar o es nervosa, e es semblant a ciphac dur subtil; o es no-nervosa, semblant a humiditat blanca congilada, la qual quan ferr la toca, o es forsat aquela prendre am onci, es abscindida e le onci no es ficat en lu.	Wise men know that the nail is according to two ways, that is either nervous or non-nervous. The nervous is like a hard, soft sponge; or it is non-nervous, like white humidity that is frozen, which when you touch it, or force it to take hold with the nail, it is torn and the nail is not held by it.</end_of_turn
E amdos las specias no comensan sino del lacrimal major entro que va petit a petit que cobre la vista e prohibeys le lum e·l movement de huel.	And both of these species do not begin until from the greater lacrimal which goes little by little covering the sight and hinders its light and movement of the eye.</end_of_turn
Mays la manieyra del obrar en la inscizio de lu es que·l malaute pause le sieu cap en le tieu se, e aprop obre les huels de lu, e eleva la palpebra am la tua ma, e aprop colligeys la ungla am onci de pauca duplicacio e exten aquela a las partidas desus.	The manner of working in the incision of these is that the disease suspends its sitting in the belly if it is necessary, and you touch the hairs of the eye, and lift the eyelash with your hand, and then collect the nail with a little pincher and extend that to the parts under.</end_of_turn
E aprop pren una agula e entromet en aquela un pel de cavalh o de buou o de vaqua, o de semblantz, o de fiel fort, o duplica la extremitat de la agulha petit a petit e fica aquela en le mieg de la ungla, e penetra aquela am la agulha, e lia am fiel la ungla; e exten aquela a las partidas desus, e excorja am le pel le latz de la ungla lo qual siec la pupilla.	And then take a needle and enter into that a hair of horse or of cat or of ox, or something similar, or strong thread, or double the extremity of the needle little by little and keep that in the middle of the nail, and pierce that with the needle, and tie that with thread; and extend that to the parts under, and scrape with the skin the part of the nail that surrounds the pupil.</end_of_turn
E ayssi tu sieguas aquela am le pel entro al derier de lu.	And thus you should seize her with your hand at the back of her thighs.
E aprop tu inscideys le romanent en la razitz del lacrimal am spatum subtil o am petitas forfexs, e leysa la carn del lacrimal natural per so que per inscizio de aquela no endevengua fluxs de lagremas continuabla.	And then you should pierce her with your instrument at the root of the tear duct, either with a blunt needle or small forceps, and withdraw the natural tear from the tear duct so that at the beginning of this there is no further discharge of tears.
E alscunas vetz la ungla am le sol onci estenduda o am fiel, ayssi co havem dit, e aprop sia excurjat am spatum leon del qual aquesta es la forma de lu:	And when the nail has become soft on the sole of the foot, as we have said, then you should evacuate it with a sponge of the kind that we have mentioned.
E guarda te que am le spatum no toques la tunica cornea e que avengua en lu ruptura, e que la pupilla sia perforada.	And take care that the sponge does not touch the cornea and that you avoid bursting it, and that the pupil is pierced.</start_of_turn>
Aprop la inscizio geta en le huel un pauc de sal trissa o di cief fayt de siniar, e leyssa aquel entro al autre dia; e aprop cura aquel am aquo que cove entro que sia sanat.	Then return the incision with a pinch of coarse salt or by rubbing with fat, and withdraw that which has entered on the other side; and care for that which is inside so that it should heal.
E si la ungla no es nervoza e no podes metre la agulha, ni es ficada en aquela le onci, lahoras motas veguadas aquesta specia de ungla es curada am medicinas, e es sanada ayssi cum yeu e recomtat en la divisio.	And if the nail is not nervous and you are unable to insert the needle, or if it has not penetrated the nail, then in such a case the aforementioned kind of nail is cured with medicines, and is healed in the same way as before and as I have recommended in the division
E si tu vols inscindir aquela, lahoras tu obre le huel del malaute e pren spatum subtil leon de freul acuitat segon aquesta forma:	And if you wish to pierce her, then you must open the mouth of the patient and take sponge of the kind that we have mentioned with great speed following this fashion:
am subtilitat.	without causing harm.
E si vezes que aquela es rarificada e es confugida e empren en aquela razit, lahoras distilla de la tua ora en le huel de cief fayt de siniar o am cief rog o am sal trissat, e opila le huel entro a l’autre dia.	And if sometimes it is rare and is confused and is embraced in that place, then withdraw your hand from your eye and take sponge of the kind that we have mentioned with fat or oil or salt, and pour the sponge into the other eye the next day
E aprop itera sobre aquela la operacio entro que sia remaugut tot aquo que es de lu, sino que·l contrari apostema caut sia en le huel, quar lahoras tu leyssa aquela, e cura al comensament la apostema entro que sia sanat.	And thus repeat this operation until all that is in the eye is removed, except that which may remain in the eye, for the hand must be withdrawn from the eye, for which reason you must withdraw the sponge, and care for the eye from the beginning until it is healed.
E aprop itera la tua operacio sobre aquela am razo entro que sia sanat.	And thus repeat your operation concerning that reason until it is healed
La emenencia de la carn lacrimal, si notz en le huel per gran nocument, sia suspendut am onci; e inscideys aquela de aquela una partida, e no ultimes la inscizio per so que no inscidesqua fluxs de lagremas.	The swelling of the tear duct, if you notice it in the eye for a long time, should be suspended on the nail; and pierce that part of it, and do not finish the incision so that no tears flow from it.</start_of_turn>
E aprop distilla en le lacrimal cief rog e fayt de siniar entro que sia sanat.	And thus withdraw the sponge from the tear duct with oil and fat until it is healed.</start_of_turn>
Capitol .xvii.	Chapter XVII.</start_of_turn>
De inscizio de alguazardenic e de aquo que es nascut de carn ajustada en le huel.	Of the incision of certain ointments and of what is born from a wound adjusted in the eye.</start_of_turn
Alcunas veguadas en les huels de alcus es nascuda carn roga, e es sobre-pausada entro que cobre la pupilla, o apropinqua o estrenh sobre las palpebras e fort leu comprem las palpebras a las partidas deforo e es assemblada a roza de balaustra.	Certain ointments in the corners of the eye are born from a rough wound, and it is placed over the pupil, or approaches or expands over the eyelids and firmly presses the eyelids against the margins and is held together by a bandage.</start_of_turn
Mays la operacio en lu es que·l malaute pausa le sieu cap en le tieu se; e aprop obre les huels de aquel e colligeys tota aquela carn am oncis convenientz ad aquo, e te aquo am una forcep o am cesti; e aprop inscindiys la carn el comensament entro que tot sia finit am le encisori, e guarda te del huel que no ledescas aquel deves la tua operacio.	May the operation in the eye be that the patient's head be held steady in the chest; and take hold of the eye and collect all that rough matter on nails convenient with a forceps or a pair of tweezers; and pierce the wound at the beginning until everything is finished with the needle, and take care that you do not injure the eye during your operation.</start_of_turn
E sia la tua inscizio am la qual inscides aquelas o am espatum le qual nos havem recomtat en la inscizio de la ungla, o am petitas forfexs am las quals es colligit ascebel segon que vindra la forma de lu aprop aquest capitol.	And let your incision be like that which we have recommended in the incision of the nail, or with small forceps as these which are collected together as described in this chapter.</start_of_turn
Donc cum es complida la tua inscizio e es remauguda tota aquela carn, lahoras omple le huel de sal trissa, o destilla en lu polvera roga e semblantz a lu de las medicinas corrossivas, e pausa sobre le huel deforo coto am album de huou entro que sia asegurat de apostema caut.	So when the incision is completed and all that rough matter is removed, then fill the eye with coarse salt, or pour it in powdered form and keep it like the corrosive medicines, and rest over the eye covered with a cloth until the wound is healed.</start_of_turn
E si roman alcuna causa de alguardenici e es senhoragat sanc caut, e temes apostema caut, lahoras leyssa le huel e cura aquela apostema am aquo que ceda aquela apostema, e aprop itera sobre aquel am operacio entro que sia sanat, e semblantment fay en la carn ajustada la qual accideys en le huel de aquesta especia.	And if there remains any cause of eye irritation and it is very painful, and you fear excessive bleeding, then withdraw the sponge and care for the wound with oil until that bleeding ceases, and repeat this operation until it is healed, and keep the wound adjusted which occurs in this kind of case.</start_of_turn
Mays empero tu cove que alienes tota curacio del huel freul per via natural o per via accidental, obran am ferr, e no metas la tua ma en alcuna de aquestas operacios entro que veges que aquel membre sia suffertant aquela operacio.	But you must always keep in mind all the cures of the eye that are natural or accidental, or with iron, and do not put your hand on any of these operations until you see that that member is suffering from that operation.</start_of_turn
Capitol .xviii.	Chapter XVIII.</start_of_turn
De colleccio de sabel en le huel.	Of the collection of hair in the eye.</start_of_turn
Sabel so venas rogas las quals son testudas sobre le huel e prohibeysso al vesement la sua operacio, e develican le huel am longitut de dias.	Hair so dark brown which are seen on the eye prevent the dressing from its operation, and must be removed from the eye for a certain length of days.</start_of_turn
Donc necessari es al comensament que tu consideres si le huel en le qual es sabel es fort e en lu no es autra malautia que sabel, lahoras tu colligeys aquel sabel.	Therefore it is necessary at the beginning to consider if the hair in which the eye is dark and not another ailment is strong, and if so, then you must remove that hair.</start_of_turn
E es que tu comandes al malaute que pause le sieu cap en le tieu se, e aprop suspen aquelas venas am un onci o am dos segon la tua prudencia; e sia aquel onci de subtil duplicacio segon aquesta forma:	And thus command the patient to stop their head over the belly, and suspend those veins with an ointment or two, as you deem fit; and let that ointment be of pure duplication in this fashion:
o so dos oncis gradantment en un cos segon aquesta forma:	or so two ointments gradually on a body in this fashion:
E aprop sian colligidas aquelas venas am forses subtils, am subtilitat, e abstergeys le sanc hora aprop hora, entro que vegas aquelas venas esser remaugudas del huel e sian revolgudas.	And thus collect those veins with fine forceps, with subtility, and draw them out an hour at a time, until all those veins are released from their hold and become relaxed.</start_of_turn>
E guarda te que tu no ledes le huel am las extremitatz del spatum; e si’ la tua operacio en le miegjorn denant le solelh, e sias mot ferm en la tua operacio que no inscidas sino aquelas venas.	Note that you should not lead the air to the extremities of the sponge; and if your operation is in the morning giving it light, and if you are firm in your operation do not injure anything except those veins.</start_of_turn>
E quan tu auras complitz, lahoras tu distilla en le huel cief vert o rog per que am sa acuitat corrodesca aquo que es remaugut del sabel.	And when you have completed your work, the hour you draw out from the belly of the patient, green or yellow, so that it may have an acrid taste that corrodes whatever is left over from the belly.</start_of_turn
Mays si aquo no es a tu possible colligeys tot en aquela hora, e lahoras tu emplastra tot am aquo que cede la dolor de lu, e leyssa lu per alcus dias entro que sia sedada la dolor de lu e que sia asegurat de apostema caut.	But if you are not able to collect it all in that hour, then you must place all that remains with that which causes the pain, and keep them for a few days until the pain has ceased and the swelling has subsided.</start_of_turn
E aprop itera sobre lu segon que la mateyssa manieyra entro que sia sanat.	And thus repeat over them as the mistress of the house manages until they are healed.</start_of_turn>
E aquesta es la forma de las forfexs:	And this is the manner of forceps.</start_of_turn
Capitol .xix.	Chapter XIX.
De reduccio de arizati al nas.	Of the reduction of arthritis to the nose.</start_of_turn
Quan tu curas arisati am cauteri o am medicina aguda comburent segon que es precedida la narracio de lu e no es sanat, lahoras no es engen en lu sino que fendas sobre le apostema deves la maturitat de lu, e que extraguas tota la humiditat la qual es en lu e·l poyre entro que sia descubert le os.	When you have cured the arthritis with cautery or acute medicine, when it has been foretold that it is not healed, do not be zealous in it, but make an incision over the maturity of the wound, and extract all the moisture that is in it until the bone is discovered.</start_of_turn
E donc cum es descubert le os e vezes en lu corrupcio o negror, lahoras tu ratz lu am un sturment del qual aquesta es la forma:	And thus when the bone is discovered, sometimes in corruption or blackness, the hour you burn it with a torment of this kind:
E es nompnat de aspre cap, e sia feyt de fer indi, e sia le cap redon ayssi cum asir le qual sia fayt punctat per punctacio de lima o aliskalfati per punctacio subtil (ayssi cum es en la forma seguent).	And it is called rough head, and be made without fear, and the head be rounded thus as if pierced with a needle, in this manner (as it is in the following form).</start_of_turn
E pausa aquel sobre le loc corrumput del os, e aprop revolveys aquel entre les tieus ditz, e prem la tua ma petit a petit entro que sapias que aquela corropcio es rasa.	And rest that over the corrupt part of the bone, and thus rotate that between the thighs said, and press your little hand little by little until you know that that corruption is gone.</start_of_turn
E aquo sia fayt alcunas veguadas, e aprop restaura le loc am causas exsiccativas e stipticas.	And when anything has been extracted, then restore the limb with drying and astringent things.</start_of_turn
Donc si·l loc es consolidat e es en lu nascuda bona carn e es abscindit le cors de la sania e roman per xl dias, e no es renovat e no es apostemat e no accideys en lu accident, lahoras tu sapias que es sanat.	Therefore if the limb is consolidated and the new flesh has been born, and the limb is separated from the disease and remains for forty days, and is not renewed and is not apostematized and does not happen anything to it by chance, then you know that it is healed.</start_of_turn
E sino, lahoras no es en lu engen sino reduzir la fissura a la forma del nas, e segon aquesta manieyra: e es que tu descuebras de segon os am ferr o am medicina acuta, e cum sira descubert le os, lahoras tu pren tribo segon aquesta forma:	And if not, then you must not be zealous but reduce the fissure to the shape of the nose, and according to this manner: when you discover the bone again with fire or acute medicine, and when the bone is discovered, the hour you take three measures according to this form:</start_of_turn
Sia la extramitat de lu ferr triangulada, e·l fust de lu sia prim extenuat entro a la extremitat ayssi cum vezes assi.	The triangular portion of the limb is extended forward towards the limb thus as sometimes it is.</start_of_turn
E aprop pausa aquel sobre le os, e sia aquel prop del lacrimal; e alongua la tua ma un pauc del huel, e aprop revol la tua ma am le tribo entro que penetre tot le os, e aquel sente le malaute per asso que atroba vent yssir per so quan te la sua ma.	And thus rest that over the bone, and that from the lacrimal; and lengthen your hand a little of the belly, and thus rotate your hand over the limb until you have pierced all the bone, and that you feel the patient sigh because he finds relief when you take away your hand.</start_of_turn
Donc lahoras restaura le loc am medicinas stipticas exsiccantz ayssi cum t’e eyssenhat.	Therefore restore the limb with astringent medicines and drying things thus as you would remove a boil.</start_of_turn
Donc cum nays la carn e·l loc es endurazit, lahoras la materia la qual effundia a las partidas deforo retorna al nas, donc aquo es pus leugier sobre le malaute.	Therefore when the flesh and the limb are hardened, the hour that the matter which exudes from the pores returns to the nose, so that is more curious about the patient.</start_of_turn
Capitol .xx.	Chapter XX.</start_of_turn>
De reduccio de la eminencia del huel.	Of the reduction of the swelling of the belly.</start_of_turn
Quan le huel emineys am la sua totalitat e no accideys en le vezement nocument ni diminuacio, lahoras cove que laxas le malaute, e aprop que·l segues, e aprop que pausas ventozas en le cervitz ses scarificacio e succa per bona succaccio; e aprop pausa sobre le huel liniment le qual sia fayt de acatra e aloe e enses e sarcocolla, e aprop strenh le emplaustre sobre le huel am motz polvils.	When the belly swells completely and does not subside at night or diminish, the hour you must loosen the patient, and keep him, and give him calm winds in the neck during the sacrifice; and rest over the belly liniment which is made of acacia and aloe and henbane and gum Arabic, and strengthen the bandage over the belly with fine powder.</start_of_turn
E la manieyra dels polvils es que prenguas draps de li leons motz, e quascun drap sia duplicat en quatre plecs; e fay de aquels motz.	And the manner of the powder is that you take coarse wool cloth four times folded; and make use of those cloths.</start_of_turn
E aprop pausa aquels la un sobre le autre segon la quantitat de la qual ha le huel necessitat.	And do so gradually, as much as the necessity of the case demands.
E aprop strenh sobre aquels am drap dur am fort strictura; e itera las ventosas am succio ses scarificacio; e aprop osta las ventosas e leyssa le huel streyt le dia e la nueyt.	And do so gradually, as much as the necessity of the case demands. Repeat the incisions softly and cautiously; and do not remove the humors too suddenly.
Mays si entretant le liguament es mollificat, lahoras cove que sia mot streyt.	Moreover, if the ligament is softened, it must be handled with care.
E aprop osta le liament aprop le dia e la nueyt ayssi cum havem dit.	And do so during the day and night as we have said
