Ayssi comensan las paraulas de Albucasim .	The words of Albuquisim begin here.
E si las dolors pugan entro al donolh e·l dos, lahoras aministra le cauteri le qual havem dit en le sieu capitol.	And if the pains rise to the knuckle and the two places, then administer the cauterizer which we have said in its own chapter.
E si las dolors so en las mas tant solament, e es apelada suagra, lahoras puncta en le circuit dels focils ayssi cum se revolvo, puncta en aquels dos linhas.	And if the pains are only in the masses and is called "sorcery", then puncture in the circle of the fibers as they rotate, puncturing in those two lines.
E si reman de las dolors en les ditz, lahoras puncta en le cercuit dels focils sobre quascun notz e sobre la pinche de la ma.	And if the pains remain in the said places, then puncture in the circle of the fibers on each knot and on the tip of the finger.
E si las dolors pugan aprop alscus jorns als coydes o als muscles, lahoras cauteriza les quascus de tota part dels ajutoris.	And if the pains rise immediately for several days to the joints or muscles, then cauterize all of them on every part of the aids.
E no evacuas le malaute de bon regiment e de recepcio de medicinas, quar si es fayt bon regiment e flacma es evacuada am aquest cauteri sira sanat, Dieus ajudan.	And do not evacuate the patient without good regimen and reception of medicines, for if it is made with good regimen and humors are evacuated through this cauterization, then he will be healed, God help.
Capitol .xlv.	Forty-fifth Chapter.
De cauterizacio de rompeduras.	On Cauterization of Wounds.
Quan endeve rompedura en les angonars e diysendo les budels denant l’atela al genetiu, e aquo es comensan de aprop, lahoras cove que tu mandas al malaute layssar la sua comestio en le sieu dia e que use de causas leniens per so que la fenda deyssenda del sieu ventre.	When a wound develops in the groin and says that it is hardening, and this is beginning to spread, then it is good that you tell the patient to stop eating on his usual day and to use gentle causes so that the wound will come out of his belly.
E aprop segua le malaute entre las tuas mas sobre le sieu dos, e comanda a lu que tengua le sieu ale entro que sia foro getat o aparesca l’atela o·l budels.	And immediately follow the patient between your hands on his back, and command him to keep his arm inside until it is fully extracted or appears with the thread or buds.
E aprop retorna aquel am les tieus ditz e senha am tenta la ruptura sobre le os del pentenilh am senhal la extremitat del qual sia semblant a la maytat de cercle a las subiranas partidas del cors.	And immediately return that area with your said fingers and signal the rupture on the bone of the shoulder blade, with a sign that is similar to the middle of a circle at the upper parts of the chest.
E aprop igneys le cauteri del qual aquesta es la forma de lu:	And immediately ignite the cauterizer, the form of which is this:
entro que sia mot rog e gete cintilhas.	until it is very red and emits sparks.
E aprop reduzeys le budel o l’atela a la sua conquavitat, e aprop pause la sua ma sobre le loc per so que le budel no yesqua.	And immediately reduce the thread or the thread to its natural condition, and immediately place your hand on the location so that the thread does not spread.
E tu ja has ubert entre las coyssas del malaute e dejos lu as pausat un coyssi, et autre servent sia sus las cambas de lu, e autre sus le pietz de lu, le qual tengua las suas mas.	And you have already inserted between the patient's joints and left one joint, another serves on his thighs, and another on his feet, which has its own hands.
E aprop pausa le cauteri sobre aquel senhal am la tua ma am cauteri stan dreyt, e te aquel entro que am lu consieguas le os del pentenilh entro al mieg del duiduni; e itera am aquel autra veguada si a tu aquel no has conseguit en la primieyra veguada entro al os.	And immediately place the cauterizer on that sign with your hand and cauterizer standing upright, and cause that to go into the bone of the shoulder blade into the middle of the diaphragm; and repeat in another way if you did not succeed in the first attempt into the bone.
E observa saviament del ysiment del budel en la hora de la tua cauterizacio, que no comburas aquel budel per so que sobre le malaute no vengua in mort o autre gran malicia.	And observe wisely the thread's yarn in the hour of your cauterization, that you do not burn that thread so that it does not bring great harm or mortal danger to the patient.
E sapias que quan tu am le cauteri no atenhas le os, no confereys la tua operacio.	And know that when you are with the cauterizer, do not touch the bone, nor confirm your operation.
E cove que·l cauteri dels enfants sia subtil segon le gran e la mesura de lor.	And it is good that the cauterizer for children be subtle according to their great and measure of them.
E aprop cura le loc del cauteri per tres dias am boder entro que sia remauguda la scara del foc.	And immediately cure the location of the cauterization for three days with a border, until the scar of fire is removed.
E aprop cura aquel am les autres enguentz entro que sia sanat.	And immediately cure that area with other remedies until it is healed.
E le malaute sia jasent sobre le sieu dos per xl dias entro que sia sigillat le loc e la plagua.	And the patient should lie on his back for 40 days until the location and wound are sealed.
E cove que pauses le nutriment de lu segon la longitut del temps de la curacio de lu le qual le linesca le ventre de lu, e que le budel no yesca fora deves le esforsament de guerir.	And it is good that you pause the patient's nourishment according to the length of time of his cure, which stretches his belly, and that the thread does not spread outward from the effort of healing.
E aprop quan se vol levar aprop xl dias, lahoras aministra liament decentment fayt, e tengua aquel per autres xl jorns.	And immediately when you wish to lift after 40 days, then administer it gently and keep him for another 40 days.
E sia mermat de trebalh e de replecio de vianda e de beure, e de votz vehementz, quar quan usa de aquest regiment de sanacio entiera sira sanat.	And he should be reduced in work and in filling with food and drink, and in violent voices, for when you use this regimen of entire salvation, then he will be healed.
E yeu diyre la curacio de las rupturas en las autras partidas del ventre, e so al comensament, e vols que no treguan, lahoras cauterisa la ruptura d’aquel am cauteri redon segon la quantitat de lu, e sia aquo que es exhurit de la codena ayssi cum la tersa partida de lu; e aprop cura aquel am aquo que havem dit, e no es ajustat.	And you will say the cure of ruptures in other parts of the belly, and so at the beginning, and do not want to stop, then cauterize the rupture with red cauterizer according to its quantity, and it is this that is exhorted from the code just as the third part of it; and immediately cure that area with what we have said, and it is not adjusted.
E ja diyssero alcus primiers que ruptura sia cauterizada am cauteri triangular segon aquesta forma, pus que es senhada am tenta:	And already some first ones said that rupture should be cauterized with triangular cauterizer according to this form, since it is signaled by intention:
e es pausada linha que eys per la latitut en le latz pus sobira de la ruptura, e autra linha al desus; e depausa la tua ma am un cauteri clavilh, mays le primier cauteri es pus leugier e milhor.	and a paused line that goes by the latitude in the lathe, plus above the rupture, and another line above it; and place your hand with one claw-shaped cauterizer, but the first cauterizer is lighter and better.
Capitol .xlvi.	Forty-sixth Chapter.
De cauterizacio de torcio.	On Cauterization of Hiccups.
Quan endeve en alscus membres per cazement o per percussio dolor e persevera aquela dolor per lonc temps e no comfereys al u curacio am medicinas, lahoras cove que cauterizes am cauteri de punt.	When there develops in certain members by bruising or striking pain and that pain persists for a long time and does not respond to cure with medicines, then it is good that you cauterize with pointed cauterizers.
E sia le cauteri de tot membre segon la magnitut e la parvitat de lu, e vertut e develitat de lu, e locacio de torcio e dolor de lu.	And be the cauterizer for each member according to its magnitude and smallness, virtue and defect of it, location of hiccups and pain of it.
Donc si·s sanat per le primier cauteri, bo es; e sino, lahoras itera sobre lu le cauteri; quar de costuma de aquelas dolors es que sian punctatz de membre ad aquel membre le qual apropinque al u, per que cove que consieguas aquels am cauteri entro que·l malaute sia sanat.	Therefore, if it is cured by the first cauterizer, good; and otherwise, then immediately repeat the cauterizer on that member; for it is customary with those pains to be punctured in a member to that member which approaches the one, so that you must succeed with those cauterizers until the patient is healed.
Capitol .xlvii.	Forty-seventh Chapter.
De cauterizacio de lepra.	On Cauterization of Leprosy.
Les lebros alcunas veguadas am cauteri per mot gran juvament, e magerment si la specia de lepra que es fayta per putrefaccio de flacma e de melencolia.	Some lepers occasionally with cauterization by great benefit, and more so if the species of leprosy is caused by putridity of phlegm and melancholy.
E donc cum tu vols cauterizar aquel, considera si la lepra es comussan e as aquela curada am aquo que havem dit en la divisio e no deysen, ni esta, e temes sobre le malaute que la corrupcio comprehenda tot le cors de lu e tota la compleccio de lu, lahoras cauteriza aquel sobre le cap am v cauteris: am un en le mieg loc del cap, e am le segon pus dejos de lu, eves le front a la fi dels cabels; e amdos sobre dos corns; e am un detras, sobre la nuca o servitz.	And therefore, when you want to cauterize that person, consider if the leprosy is common and has been cured with what we have said in the division and not denied, nor stayed, and fear for the patient that corruption may comprehend all of his body and all his composition, then cauterize that person on the head with cauterizers: one in the middle part of the head, and another two fingers' breadth from it, and on both sides over the ears; and one behind, on the back or nape.
E ultima la tua ma am le cauteri un pauc entro que emprema en le os una petita empressio, e de lu sian deslocadas las scorsas, per so que la expiracio de grossas vapors sia alleujada de lu; e cauteriza sobre la melsa segon que es precesit.	And finally place your hand with the cauterizer a little bit into the bone so that it makes a small impression on the skull, and from there the scabs are dislocated, so that the expiration of thick vapors is alleviated for him; and cauterize on the molars according to what is necessary.
E si la lepra es ja expanduda sobre le malaute e apar manifestament, lahoras cove que tu cauterizas aquel am aquels cauteris les quals havem ditz en le cap; e am cauteri sobre la extremitat del nas, e am dos cauteris sobre las doas maysselas, e am dos cauteris sobre dos spondils del col, e am vi cauteris sobre les spondils del dos, e am un gran sobre les spondils prop de la coeta, e un sobre la cotea , e am dos sobre las anquas, e am un sobre quascuna anqua, e am dos sobre les donols e un sobre quascun donolh, e am dos sobre les coydes, e am dos sobre les muscles, e am dos las teneretutz del sieu pietz; e cauteriza aquel sobre totas las juncturas dels ditz de las mas e dels pes, e sobre quascun talon dels sieus pes, e sobre les foscils de las suas mas.	And if the leprosy has already spread over the patient and appears manifestly, then it is good that you cauterize him with those cauterizers which we have said on the head; and with a cauterizer on the tip of the nose, and two cauterizers on both cheeks, and two cauterizers on two vertebrae of the neck, and six cauterizers on the vertebrae of the back, and one great cauterizer on the vertebra close to the coccyx, and one on the coccyx, and two on each hip bone, and two on each shoulder blade, and two on each elbow, and two on each knee, and one on each wrist, and one on each ankle; and cauterize him on all the joints of the said fingers and toes, and on each heel of his feet, and on the fibers of his shoulders.
E guarda te dels nervis les quals so sobre le talo que no comburas aquels.	And take care not to burn those nerves which are over the tendon, lest you damage them.
E alcunas veguadas es cauterizat am un cauteri sobre le os del pentenilh e am autre sobre la boca del stomac, e autre sobre le fietge.	And sometimes it is cauterized with a cauterizer on the shoulder blade bone and another on the mouth of the stomach, and another on the liver.
E sapias que quant mays ajustas cauteris, tant es mays juvatiu e mays conferent; e sapias que le malaute no ha en le cauteri dolor, ayssi cum han les sas, per so quar le cors de lu ja es stupefayt.	And know that the more you adjust the cauterizers, the more beneficial and effective they are; and know that the patient does not have pain in the cauterizer, just as they have in their own flesh, because his body is already stupified.
E cove que les cauteris sian grans o paucs segon les membres e las juncturas segon que es precedit de las specias dels ferramentz.	And it is good that the cauterizers are great or small according to the members and joints, as is preceded by the species of the instruments.
E aprop cura le cauteri am farina de errs coyta am mel e am l’autra curacio entro que sia sanat.	And immediately cure the cauterized area with powdered errors' crust, mixed with honey and other remedies until it is healed.
Capitol .xlviii.	Forty-eighth Chapter.
De cauterizacio de stupor.	On Cauterization of Stupor.
Quan alcun membre es stabozit o adormit e es curat am medicinas, olis e emplastres, e no es sanat, lahoras tu cauteriza aquel membre stabozit am cauteris segon que merita la grandesa del membre o la parvitat de lu.	When any member is stupified or asleep and is cured with medicines, oils, and emplasters, but does not heal, then you should cauterize that stupified member with cauterizers according to the magnitude of the member or its smallness.
E sia lo tieu cauteri intrant la ispicitut de la codena un pauc.	And let your cauterizer enter a little bit into the substance of the code.
E aprop cura aquel am enguent entro que sia sanat.	And immediately cure that area with remedies until it is healed.
E alscunas veguadas es cauterizada alcuna stupor le qual endeve a las mas e als pes, e als spondils del dos e ves le eysiment dels nervis les quals mavon aquel membre, e es remauguda la stupor.	And sometimes it is cauterized some stupor which develops in the muscles and bones, and in the vertebrae of the back, and then the numbness of the nerves which affect that member is removed, and the stupor is restored.
Mays no prusuma sobre aquo sino aquel que es savi en la anotomia dels membre e de la egressio dels nervis tot le cors moventz.	But do not assume anything about this, unless you are wise in the anatomy of the members and the exit of nerves throughout the entire moving body.
Capitol .xlix.	Forty-ninth Chapter.
De cauterizacio de albaras que es morfea.	On Cauterization of Moles that are Melanomas.
Quan albaras es antiqua e no comfereys a lu alcu dels enguentz de medicina, lahoras tu cauteriza sobre aquela am cauteri preon un pauc segon la quantitat de la specitut de la codena entro que sia remauguda la blancor e la color de lu, e la color de lu sia mudada.	When moles are old and do not respond to any of the remedies of medicine, then you should cauterize on it with a pre-emptive cauterizer for a little bit according to the quantity of the specific code until the whiteness and color of it are restored, and the color of it is changed.
E aprop cura aquel am farina de errs e de lentilhas am oli rozat e am folhas de arnagrosa, e am sanc de colomba o am sanc de yronda, da cascuna sia una partida e totas sian mescladas, e aprop sia linit un drap e sus le loc sia pausat entro que sia sanat.	And immediately cure that area with powdered errors and lentils mixed with red oil and leaves of arnica, and blood of dove or blood of heron, each taking one part and all being mixed together; and then let a cloth be applied to the location and placed there until it is healed.
Capitol .l.	Fiftieth Chapter.
De cauterizacio de cranc.	On Cauterization of Gout.
Quan canser es comensan e vols aquel ostar, lahoras cauteriza aquel am cauteri de cercle en le circuit de lu ayssi cum es revolgut.	When gout is beginning and you want to stop it, then cauterize that area with a circular cauterizer in the circle of it as it revolves.
E diysero les savis que sia cauterizat am lo derier cauteri en le mieg loc; mays a mi no es vist aquo, quar temi que sia ulcerat, e yeu ja e vist aquo alcunas veguadas.	And they say that it should be cauterized with the last cauterizer in the middle location; but I have not seen this, because I fear that it may ulcerate, and I have already seen this some times.
E es pus dreyturier que sia cauterizat en le circuit de lu am cercle ayssi cum avem dit, o am motz cauteris.	And it is better to be cauterized in the circle of it with a circular cauterizer as we have said, or with many cauterizers.
Capitol .li.	Fifty-first Chapter.
De cauterizacio de adubilati.	On Cauterization of Adulteries.
Quan alcun adubilati es tardat en maturacio, e aysso es per la superfluitat fazen aquela, o per etat del malaute, quar es vielh en decrepitat, de pauc sanc, o per le temps, e tu vols festinar en la maturacio de adubilati; lahoras cauteriza en le circuit de lu am motz cauteris petitz punctan; e aprop leyssa aquela quar ela fastinara en maturacio.	When any adulteries are delayed in maturation, and thus it is due to the superfluity causing that, or because of the condition of the patient, who is old and decrepit, with little blood or due to time, and you want to hasten the maturation of adulteries; then cauterize in the circle of it with many small punctate cauterizers; and immediately release that which will fasten in maturation.
Mays si tu vols la perforacio de lu am cauteri, lahoras tu igneys le cauteri del qual aquesta es la forma de lu: e depausa aquel en le mieg loc de adubilati entro que penetre la codena.	But if you want the perforation of it with a cauterizer, then you should ignite the cauterizer whose form is this: and place that in the middle location of the adulteries until the code penetrates.
E si le cauteri en aquel loc que es pus dejos, per so que le cors del brac sia alleujat; e aprop cura aquel entro que sia sanat.	And if the cauterizer is placed in that location which is further away, because the arm of the body is relieved; and immediately cure that area until it is healed.
Capitol .lii.	Fifty-second Chapter.
De cauterizacio de corrodent.	On Cauterization of Corrosion.
Corrodent es corrupcio ambulant en le membre, la qual corrodeys aquel ayssi cum a foc comedent lenha secca.	Corrosion is corruption walking in the member, which corrupts it as fire consumes dry wood.
Donc si vezes aquel corrodent en loc le qual sufferte cauteri am foc, lahoras tu igneys cauteris clavils motz paucs, e grans segon que es convenent en aquel loc en le qual es corrodent.	Therefore, if you find that corrosion in a location where it can suffer cauterization with fire, then you should ignite cauterizers with claw-shaped tips, small and large according to what is convenient in that location where the corrosion is.
E aprop cauteriza aquel de tota partida entro que erradiques tota la corrosio e no romangua alcuna causa de lu.	And immediately cauterize that area completely, until you eradicate all the corrosion and there remains no cause for it.
E aprop leyssa aquel per tres dias, e pausa sobre les locs cauterizats solpre trissat am oli mesclat entro que las scaras sian totas eradicadas e tota la corrupcio.	And immediately release that area for three days, and pause over the cauterized locations only once a day with oil mixed in to bathe them until all the scars are eradicated and all corruption is gone.
E aprop cura aquel am enguentz carn engendrantz.	And immediately cure that area with flesh-generating remedies.
Mays si aprop tres dias vezes que la carn nasca sana en la qual no es corrupcio, bo es; mays sino, lahoras itera le cauteri sobre aquo que es romas en les locs corrumputz.	But if after three days the flesh grows back healthy and free from corruption, good is; but if not, then immediately repeat the cauterization on that area which remains in the corrupted locations.
E corrodent es medicat alcunas vetz am medicina aguda, quar aquela es meza en loc de cauteri.	And corrosion is treated with acute medicines, because that is a means to cauterize.
Mays empero cauteri am foc es de pus leugier juvament.	But nonetheless, cauterization with fire is of greater benefit.
E yeu ja e dit la curacio de lu am medicina aguda en la divisio, e donc pren aquela quan de lu auras endegencia.	And I have already said the cure for it with acute medicine in the division, and therefore take that when you will need it.
Capitol .liii.	Fifty-third Chapter.
De cauterizacio de claus e dels autres semblants.	On Cauterization of Nails and other similar things.
Motas veguadas endeve a las partidas dejos del pe malautia que s’apela clau, e es causa grossa, fentrada, la qual ladeys le pe; e cauteri en aquels es segon dos manieyras, so es cauteri am foc e cauteri am aygua cauda.	Many times it happens that the parts left behind from the bad disease that is called nail, and it is a great cause, penetrating, which lames the foot; and cauterization in those areas is done according to two ways, namely cauterization with fire and cauterization with hot water.
Mays cauteri am foc es que igniscas le cauteri concau semblant a pena de voltor, le qual sia feyt de ferr segon la quantitat la qual contengua le clau de tota partida, e sia de subtils marguas.	But cauterization with fire is when you ignite the cauterizer with a concave shape similar to that of a vulture's beak, which is made of iron according to the quantity which contains the nail from all parts, and has subtle margins.
E aprop pausa aquel ignit sobre le clau, e aprop revolveys la tua ma am le cauteri en le circuit del clau entro que·l cauteri pervengua a la profunditat del clau.	And immediately pause that ignited cauterizer on the nail, and immediately revolve your hand with the cauterizer in the circle of the nail until the cauterizer reaches the depth of the nail.
E leyssa aquel per tres dias entro que comense getar brac.	And release that area for three days until you begin to see growth.
E aprop emplastre aquel am malvas salvatges trissadas am sal, e leyssa le emplastre sobre aquel per una nuoyt, quar aquel sira eradicat de las suas razitz.	And immediately apply that area with wild marjoram leaves mixed with salt, and release the application of the emplastrum on that area for one night, so that it may be eradicated from its roots.
E aprop cura le loc am enguent de carn generatiu entro que sia sanat.	And immediately cure that area with flesh-generating remedies until it is healed.
E si so no-convertitz, e motas veguadas accideysso en la superficia del cors, majorment en las mas e les pes, lahoras cove que tu aministres en aquels cauteri am aygua, e es que prenguas una quannula de eram o de ferr o de pena de voltor, e pausa aquela sobre le clau; e aprop geta en la quanula de aygua cauda pauca cantitat, e rete la tua ma, e tu revolveys aquela am compressio de la tua ma de tot, e sia enpremut le marge de la canula en la razit del clau, e atrobara la aygua cauda via al preon de la razit del cau; e espera le malaute un pauc la mordicacio de l’aygua cauda per una hora, e aprop remau aquela, quar le clau am las suas razitz sira erredicat.	And if it does not convert, and many times it happens so on the surface of the body, most especially in the muscles and bones, then it is good that you administer cauterizers with water; and this is done by taking a cannula made of earthenware or iron or beak of vulture, and placing it on the nail; and immediately pouring a small amount of hot water into the cannula, and retreating your hand, and revolving the area with compression of your hand all around, so that the margin of the cannula is pressed against the root of the nail, and allowing the hot water to flow slowly through the root of the cau; and waiting for the patient a little bit for the mordication of the hot water for an hour, and then releasing it, because the nail with its roots will be eradicated.
E ayssi fe am aquels la i aprop l’autre entro que venguas sobre totz les quals de lor so en le cors.	And thus do the same for those and then immediately apply the other to all of them as they are in the body.
E aprop cura aquels pus que las razitz dels claus so erradicadas am aquo dels enguentz les quals la carn ve engenran.	And immediately cure those areas where the roots of the nails have been eradicated with remedies that cause flesh to regenerate.
Capitol .liiii.	Fifty-third Chapter.
De cauterizacio de tremor.	On Cauterization of Tremors.
Quan endeve ad alcu tremor per freg en le nervi o per febre de causa frega, o per autra causa semblant, lahoras cove que tu cauterises aquel am quatre cauteris o am v sobre les spondils del dos, entre quascun spondilh am un cauteri; e am cauteri en le pietz de lu, e sobre l‘estomac de lu, am cauteri olivar.	When it happens that someone has a tremor due to constriction in the nerves or due to fever of a causing constriction, or for another similar reason, then it is good that you cauterize that area with four cauterizers or five on the vertebrae of the back, between each vertebra and one cauterizer; and on the feet of him, and on his stomach with olive cauterizer.
E la tremor de lu se repausa e festina la sanetat de la malautia frega.	And the tremors of him cease and hasten the healthiness of the constriction-causing disease.
Capitol .lv.	Fifty-fifth Chapter.
De cauterizacio de albati accidentz al cors.	On Cauterization of Accidental Pains in the Body.
Quan en le cors so espellitz albati, e so pustulas fendas las quals so feytas de materias grossas corruptas; donc cove al comensament cum apareyso, que sia cauterizat sobre tot cap de la fistola am cauteri subtil am fustz de mirt, la extremitat del qual es estenduda am foc; o am razitz de erestologia longua; o am cauteri lentecular.	When in the body there are accidental pains and pus-filled abscesses which are caused by gross corrupted matters; therefore it is good at the beginning as appears, that it should be cauterized on top of the fistula with a subtle cauterizer made of myrtle wood, the extremity of which is extended with fire; or with roots of long-lasting erestology; or with a lentecular cauterizer.
E alscunas veguadas es cauteri ademamil al comensament de la sua expulcio segon aquesta manieyra; e no so cregudas, e es disrumpuda la superfluitat fazens aquels, et sana de aquels.	And sometimes it is good to cauterize at the beginning of their expulsion according to this manner; and do not believe, and it is interrupted the superfluity causing those things, and it cures those.
Mays empero cove que aquo sia fayt aprop evacuacio am fleubotomia.	But nonetheless, it is good that this be done with immediate evacuation through phlebotomy.
Capitol lvi.	Fifty-sixth Chapter.
De cauterizacio de fluex de sanc accident per incisio de arceria.	On Cauterization of Blood Vessels Accidentally Cut by Artery Incision.
Tropas veguadas endeve fluex de arceria que es inciza deves la plagua la qual endeve deforo, o deves la incizio de apostemas o cauteri del membre, e alor semblantz, e es dificil remaura aquel.	Many times it happens that the artery is cut which causes the wound to bleed profusely or causes the incision of apostemes or cauterization of a member, and then similar things happen, and it is difficult to stop that bleeding.
Donc cum accideys ad alcu aquo, lahoras tu·t coyta am la tua ma a l’orrifici de la arceria, e pausa sobre aquel le tieu dit endic estrenh aquel motas veguadas entro que sia ostat le fluex del sanc dejos le tieu dit, e que non yesqua.	Therefore, when this happens to anyone, then you should immediately take a cloth with your hand and apply it to the orifice of the artery, and place on top of that the same method I have described many times until the bleeding of the blood stops and is no longer.
E aprop pausa en le foc les cauteris olivars paucs e grantz, per nombre motz, e exsuffla sobre aquels entro que sian mot ignitz.	And immediately apply in the fire small and large olive-shaped cauterizers by number of pieces, and exhale upon them until they are made to be no longer.
E aprop pren de aquels un petit o un gran segon le loc e la plagua en la qual es rompuda la arteria, sobre aquela vena festinantment pus que auras remaugut le tieu dit, e te le cauteri entro que sia abcindit e restreyt aquel sanc.	And immediately take one small or one large of those olive-shaped cauterizers according to the location and wound where the artery is broken, on that vein which hastens more quickly than you have already cauterized the said, and apply it until the bleeding of the blood is stopped and reduced.
E si le sanc es expellit de l’orrifici de la arteria quan tu remaues le tieu dit e extringeys le cauteri, lahoras pren la un autre cauteri coytadament dels cauteris les quals en le foc son preparatz, e donc no cesses fer aquo un aprop autre entro que le sanc sia restrengit.	And if the blood is expelled from the orifice of the artery when you have removed the said and extinguished the cauterizer, then take another cauterizer carefully among those which are prepared in the fire, and thus do not cease to do this immediately until the bleeding of the blood is reduced.
E guarda te que no comburas le nervi que aqui es, e que vengua sobre le malaute autra malicia.	And be careful that you do not burn the nerves which are here, and that another harm comes to the patient.
E sapias que quan de l’arteria flueys sanc, lahoras no es possible en aquels restrenge la sanc, e majorment quan l’arteria es gran, si no am una de quatre manieyras: o am cauteri ayssi quo dit havem, o am extraccio quan no es extrayta, quar quan es extrayta las extremitatz de lu miels son comburidas e es restreyt le sanc, o que sia liat am fiel o am liament per fort strectura, o que sian pausadas sobre lu medicinas de las quals la vertut es restringir la sanc; e sian strengudas am pulvinar am costriccio decent.	And know that when blood flows from the artery, then it is not possible to stop the bleeding in those places, and especially when the artery is large, unless with one of four methods: or with cauterization as I have described, or with extraction when it is not extracted, because when it is extracted the extremities are burned and the bleeding is reduced; or that it be tied with a thread or with a ligament by strong constriction, or that medications be applied to those places whose virtue is to restrict the bleeding; and be strengthened with pillows and decent constriction.
Mays aquel que aministra restriccio decent de lu am liament e am strictura am draps o per posicio de causas comburentz e de semblantz, no comfereys sino tart.	But he who administers decent constriction to it with ligament and with strong constriction by means of cloths or by position of burning causes and similar things does not heal until later.
Mays si aquo endeve ad alcu e no sia le metge present ni medicina, lahoras obre am pausament del dit indic sobre le orrifici de aquela vena ayssi cum havem dit, e entenda a la gran costreccio de lu entro que le sanc sia ostat de la sobirana partida de la plagua, e sobre la arceria le dit no sia remaugut; e de sobre la arceria sia aspergit am aygua frega de mot gran fregiditat entro que·l sanc sia congilat e engrossat; e mays cossire en que ha de cauteri o de medicina necessitat.	But if this happens to someone and there is no doctor present nor medicine, then do as I have indicated above on the orifice of that vein, and understand the great constriction of it until the bleeding is stopped from the highest part of the wound, and on the artery let it not be removed; and over the artery sprinkle with hot water of great coldness until the blood is congealed and thickened; and more carefully consider whether there is a need for cauterization or medicine.
Comensa la segonda partida.	The second part begins.
De incisio e perforacio e ventozas e de fleubotomia e de plaguas e de lor semblants.	On Incision and Perforation, and Vents, and Phlebotomy, and Wounds, and their Similar Things.
Aquestas son paraulas de Albucazis.	These are the words of Albucasis.
Ja havem dit en le primier capitol tota malautia en la qual cauteri am foc es convenient e am medicina comburent, e las occasios e las causas de lu, e les instrumentz en aquels necessaris am las formas dels cauteris; e he ordenatz les capitols de la subiranetat del cap entro als pes.	We have already said in the first chapter all illness in which cauterization with fire is suitable and with medicine that burns, and the occasions and causes of it, and the instruments necessary in those things with the forms of the cauterizers; and we have organized the chapters of the subordination of the head to the feet.
E yeu procesire en aquest capitol per aquela meteysa guisa, per que sia alliujat lo querent aquo, lahoras sobre aquo que aura demandat.	And you will continue in this chapter in that same way, so that the one who wants to learn this will be illuminated, just as he has requested.
E denant que yeu comense aquo, cove, fils, que aprenguatz que en aquest capitol es per terror aquo que es en le capitol primier de cauterizacio.	And before you begin this, it is good, son, that you learn that in this chapter, it is for fear that it is in the first chapter of cauterization.
E per aquo que cove que sia en lu gran cautela, quar en la operacio la qual es en aquest capitol motas veguadas catz evacuacio la qual es am sanc am le qual esta la vida deves la aspersio de la vena o incisio sobre l’apostema o apercio de exsitura o puracio de la plagua o extraccio de sageta o incizio de peyra e a lor semblantz.	And for this, it is good that there be great caution in you, because in the operation which is in this chapter, many times evacuation of blood takes place, and which contains the life, and the aspersing of the vein or incision on the aposteme or warning of exit or purgation of the wound or extraction of arrow or incision of peyra and their similar things.
E de totz aquels so acompanhatz temor e tremor e en le mas de lor catz la mort.	And of all those, you are accompanied by fear and trembling, and in most of them, death.
E yeu amonesti vos que sobre vos no caia aquo en le qual es esitacio, quar alcunas veguadas cazo deves vos manieyras de homes am manieyras motas de malautias.	And I admonish you that this should not fall upon you in which there is situation, because sometimes the case demands from you methods of men with many methods of diseases.
E de lor es alcu que s’irays am la sua malautia e es leugiera deves lu la mort, e aysso per la vehemensia de aquo que troba de sa malautia, e per longuesa de la malautia de lu, e am la malautia es paor la qual significa mort.	And from them some will go away with their own disease and it is soon death for him, and thus by the vehemence of what he finds in his disease, and by the length of his disease, and with his disease there is fear which means death.
E de aquels es le qual dona a tu son aver e ditta, tu esperant am aquel sanetat, e la sieua malautia es perniciosa.	And from them some will be given to your own child and said, you waiting for his health, and his own disease is pernicious.
E donc no cove que tu consentas en aquel que ve a vos del qual es aquesta manieyra; e la vostra cautela sia major que covesitat e la vostra rapacitat; e no presumatz alcuna causa sobre aquo sino aprop sciencia certa la qual virifica aquo deves vos, e al qual perve successio lausabla.	And therefore it is not good that you consent to him who comes to you with this method; and your caution be greater than covetousness and rapacity; and do not presume any cause over this unless absolute certain science which verifies this for you, and by which the praise-worthy success follows.
E usatz en la curacio de totz vostres malautes de pronosticacio e indicacio de lu al qual es salut convertida, quar en aquel es a vos ajutori sobre adquisicio de fama e de memoria, de lausor e de gloria.	And use in the cure of all your illnesses prophesying and indication of that which is converted to health, for in that there is aid to you on the acquisition of fame and memory, praise and glory.
O, filhs, Dieus en vos spire le sieu entendement e no oste a vos direccio e proteccio, quar aquo es en la sua ma.	Oh, sons, God inspires His understanding in you and does not withhold direction and protection from you, for this is in His hand.
E yeu e ordenat aquest capitol distingent per capitols segon que precedit en le capitol de cauteris, de la cura del cap entro als pes, per que sia a vos alleujat aquo que demandatz de aquo e del qual havetz necessitat.	And I have organized this chapter into distinct chapters according to what preceded in the chapter on cauterization, from the cure of the head down to the feet, so that it may be alleviated for you that which you request and need.
Capitol primier.	First Chapter.
De la curacio de aygua la qual es contenguda en le cap dels enfantz.	On the Cure of Water Which is Contained in the Head of Children.
Sapias que aquesta malautia motas veguadas endeve als enfantz deves le enfantament e quan la noyrissa estrenh le cap del enfant ses livitat.	Know that this illness often occurs in children during birth, and when the navel is tightened on the child's head it causes.
E alcunas veguadas endeve per causa amaguada la qual no es saubuda.	And sometimes it occurs due to a hidden cause that is unknown.
