Ayssi comensan las paraulas de Albucasim .	Here begin the words of Albucasis.
E si indigeyses de addicio, lahoras cauteriza aquel en tot latz de la coa del huel sobre la extremitat del sobrecilh am petit cauteri.	If necessary for addiction, then cauterize that on the entire length of the shoulder blade above the upper eyelid with a small cautery.
Capitol .xiiii.	Chapter 14.
De cauterizacio de fetor de nas.	Of cauterization of bad breath from the nose.
Quan tu medicas aquel am aquo que havem dit en la divisio e no aprofieyta la tua medicacio, lahoras tu aparelha e dona en beure al malaute las cochias per tres noytz; e aprop ras le cap de lu, e cauteriza le am cauteri migier am cauteri olivar.	When you treat that person who has been mentioned in the division and have not yet completed your treatment, then prepare and give to the patient three drops of oil; and then remove the cap from it, and cauterize with a small cautery or an olive oil cautery.
E aprop cauteriza aquel am cauteri clavelh am dos cauteris sobre les dos sobrecilhs dejos les cabels un petit.	And then cauterize that with a small cautery or two cauteries on the two upper eyelids under the eyebrows.
E guarda te de la arceria que no incindas aquela.	And be careful not to burn that.
E del cauteri clavilh aquesta es la forma.	And this is the form of the small cautery.
Capitol .xv.	Chapter 15.
De cauteri de mollificacio de palpebras dels huels.	Of cauterization for softening the eyelids of the eyes.
Quan la palpebra del huel es mollificada per malautia o per humiditat, lahoras cauteriza aquela palpebre1 am un cauteri am aquest cauteri lunar; e aquesta es la forma de lu:	When the eyelid of the eye is softened by illness or moisture, then cauterize that eyelid with a small cautery or this lunar cautery; and this is its form:
E si vos, cauteriza aquel sobre les dos sobrecils un petit am dos cauteris en tota partida, e sian elonguatz de las timporas.	And if you, make points on the two superciliary arches with a small cautery in each part, and lengthen them from the temples.
E sia la longitut de quascun cauteri segon la quantitat del sobrecil.	And the length of each cautery should be according to the size of the superciliary arch.
E no premas trop la tua ma am le cauteri, mays segon la quantitat que la tersa partida de la palpebre sia adhurida.	And do not press your hand too close to the cautery, but according to the amount that the tense part of the eyelid is stuck.
Capitol .xvi.	Chapter XVI.
De cauteri de la palpebre del huel quan les pels so convertitz a las partidas dedintz e punho le huel.	About the cautery of the eyelid when the eyelashes are converted into the parts inside and out.
Quan les pels del huel son convertitz a las partidas dedintz ayssi que pungo le huel, cauteri en aquels es segon dos manieyras, quar cauteri o es am fer o es am medicina comburent.	When the eyelashes of the eyelid are converted into the parts inside and out, if you press the eyelid, make points in those places according to two methods, either with fire or with medical cauterization that burns.
Si am cauteri de lu am foc, comanda al malaute denant aquo que leyse les sieus pels ayssi cum aquels les quals les mundan, entro que sian prolonguatz e engualhatz; e si punho aquel deves le lor naysement, lahoras tu strenh les huels de lu am una benda per so que no sia maugut entro que·ls pels sian nascutz.	If you use fire for cauterization, command the patient to look at those eyelashes that are like those that clean them, while they are prolonged and equal; and if you press that which is their own, then strengthen the eyelids of that one with a bandage so that it does not open until the eyelashes have grown.
Donc cum siran nascutz e engualhatz, lahoras pausa le cap del malaute en le tieu se, e aprop senha sobre la palpebre dels huels de lu am tenta, am senhal le qual sia segon la figura de fulha de merta, e sia le comensament del senhal prop dels pels.	Therefore, when they are born and grown, pause the patient's head on your shoulder, and then place your hand over their eyelid, using a second hand in the shape of a half-moon, and the beginning of this method is near their ears.
E aprop pausa coto enbegut en album de huou o en mucillatge de ptilli sobre le huel.	And then place a soft cloth or moistened cotton on their eyelid.
E aprop igneys le cauteri del qual aquesta es la forma de lu.	And then remove the pointed cautery that is this shape of it.
E aprop cauteriza sobre la figura la qual as senhada, petit a petit, em motas veguadas, entro que sia comburida la superficia de la codena la qual es ayssi cum fuelha de mirta, tota aparent propriament.	And then cauterize the shape that was placed, little by little, in a zigzag pattern, until the surface of the eyelid is burned, which is like a half-moon, appearing properly.
E senhal de sanetat de la tieua obra es que tu vegus la palpebre de l’huel ja esser contrayta e·ls pels de lu esser elevatz deves la punctura del huel.	And to ensure the healing of the eye work, it is that you lift the eyelid which has already been contracted and the ears of the patient should be elevated for the puncture of the eyelid.
E donc eleva la tua ma e laysa aquel per tres jorns, e aprop pausa sobre lu coto am boder entro que sia eredicada la scara.	And then raise your hand and leave it there for three days, and then place it over the cloth until the wound is healed.
E aprop cura aquela am enguent entro que sia sanat.	And if necessary, cure that wound before it becomes infected.
Mays si retorna per les pels alcuna causa aprop lor naysement e la palpebra es mollificada, lahoras fay autra vetz le cauteri sobre aquel tot ayssi cum avias fayt primieyrament.	But if the eyelid returns to its place and becomes softened, then make another incision with the cautery over that area as you did before.
Mays si les pels so en la palpebra dejos, lahoras cauterisa aquela entro que sia elevada al sieu loc natural e sia engualhat e que les pels no punhan le huelh.	But if the eyelashes are in the eyelid, then cauterize that area while it is raised to its natural position and equalized so that the eyelashes do not push against each other.
Mays le cauteri am medicina comburent aquest es que comandes al malaute que leyse les pels entro que sian prolonguatz e engualhatz, e aprop sia fayta de carta de drap la forma de fuelha de mirtra.	But the cautery should be applied in such a way that the patient is commanded to pull the eyelashes while they are extended and equalized, and then a piece of cloth or cloth should be made into the shape of a fan to cool it.
E aprop pren de sabo conogut e de caus viva ana unc. i, o quays aquo, e aprop mescle3 aquelas causas be, e fay aquo am festinacio per so que no sia enfregidat; e aprop expandeys de aquo sobre la carta la qual es fayta ayssi cum forma de fulha de mirtra, e pausa aquel sobre la un huel od amdos; e pausa dejos le huel coto enbegut en album de huou, e el cap del malaute sia en le tieu se.	And then take a piece of soft cloth and a live coal, and if that is not available, and mix those causes with water, and make it into a poultice so that it is not scattered; and spread that over the cloth that was made into the shape of a fan, and place that on one eye while the other is covered with a soft cloth; and then place the head of the patient in a comfortable position.
E pausa le dit sobre le medicina e prem aquela un petit e no la mauguas entro que lo malaute senta la mordicacio de la medicina, quar mordicacio es en lu ayssi cum de foc.	Pause the medicine over the wound and press it gently but not too hard so that the patient feels the burning sensation of the medicine, which is like fire.
E donc cum percevera aquo que el atrobo mordicacio, lahoras leyssa la medicina e mau aquela am le tieu dit; donc cum cessa la mordicacio, lahoras remau la medicina he lava le huel am aygua; e lahoras considera si vezes la palpebra ja es levada ayssi cum es lavada deves la costriccio am foc o am incisio, quar lahoras esta be; e si no torna sobre aquela de la medicina sobre le loc en le qual no ha empremut la medicina e no se denigra entro que sia engualhada la tua operacio e sia contrayt le huel.	And so, if the burning sensation continues, remove the medicine and press it gently on the wound; when the burning sensation ceases, remove the medicine and wash the wound with clean water; then consider whether the eyelid has been lifted as it was when it was washed due to a cut or incision, for that is good; and if not, return to the medicine on the area where the medicine has not been applied and does not discolor before your operation is completed and it is contracted.
E aprop pausa sobre lu coto am boder entro que sia eradicada la codena de la adhustio, e aprop cura aquel am enguent deafinicon o am autre entro que sia sanat.	And then press over the wound with a clean cloth until the pus of the abscess is drained, and then treat it with an ointment or another remedy until it is healed.
E es necessari a tu, deves la tua operacio que guardes am pervigil diligencia que en le huel no caia re de la medicina, e si la palpebre aprop alscus dias es mollificada e alcuna causa dels pels punh en le huel, lahoras itera la tua medicina sobre aquel loc le qual de la palpebre es mollificat, e propriamen ayssi quo as fayt al comensament, e aprop enaviro lu entro que sia sanat.	And you must guard your operation that you keep clean diligence in the wound so that the medicine does not fall out, and if the eyelid becomes soft and some cause of the hairs in the wound, then repeat your medicine on that area where the eyelid is soft, and usually as it was done at the beginning, and do so until it is healed.
E aquesta es la forma de fuelha de mirtra.	This is the method of treating gout.
E sapias que les huels dels homes son diversificatz segon la magnitut e la parvitat, e donc segon aquo es fayta la tua contraccio.	And you know that the bones of men are varied according to their size and shape, and therefore your contraction should be made accordingly.
E no sira amaguada la via de rectetut ad aquel al qual es studi en aquesta art.	And do not obstruct the correct path to the one who studies this art.
Capitol .xvii.	Chapter 17.
De cauterizacio de fistula que es en le lacrimal de l’huel.	Of cauterization of a fistula that is in the lacrimal bone of the bone.
Quan tu curas fistula am aquo que havem dit en las divisios de las malautias e no confereys la tua curacio, lahoras cove que tu cauterizas aquela segon aquesta manieyra: comanda al malaute que pause le cap sieu en le tieu se, e tengua le cap de lu alcun ministre entre las tieuas mas en tal manieyra que no sia maugut ni agitat am le sieu cap.	When you treat a fistula with this method that we have mentioned in the divisions of diseases, do not compare your treatment, then cover your head with a cloth in your hand, and hold the head of the patient between your hands in such a way that it is not too tight or agitated.
E aprop pausa coto enfus en album de huou o en mucellage de ptilli sobre le huel de lu.	And then place a cotton swab soaked in alcohol or mucilage of poppy on the bone of the patient.
E aprop igneys le cauteri del qual aquesta es la forma:	And then ignite the cauterizer of which this is the form:
le qual sia conquau, ayssi cum es forma de cana o de pena de voltor, de la una extremitat am la qual es fayta lo cauteri.	which should be curved, like a cane or a pen knife, from one end of which the cauterizer is made.
E si voys, sia penetrant entro a la autra extremitat.	And if you see it entering the other end.
E si vols sia sort ayssi cum tenta.	And if you want to draw it out with a tent.
Mays empero aquel que es concau es milhor a la tieua obra.	But it is better to leave that which is concave as it is, or work on the other side.
E aprop prem la fistula si es uberta, e tra de lu sania et exsicca aquela.	And if the fistula is open, press it and insert clean and dry material into it.
E si no es uberta, lahoras obre aquela e extratz la poyredura de lu.	And if it is not open, then open it and extract the pus from it.
E aprop pausa sobre lu le cauteri le qual sia be ignit, e te am aquel la tieua ma un petit deves le cauteri del huel a la partida del nas, per so que no erre la tua ma o le malaute sia enquietat, e lahoras pausa le cauteri en le grays del huel e corrompas aquel.	And then place your hand over the area where the cautery is burning hot, and hold it away from the patient's face and nose, so that your hand or the patient is not burned, and then remove the cautery from the gray matter and corrupt that.
E donc si al comensament del tieu cauteri perve entro al os, bo es; e sino, lahoras itera le cauteri una veguada o dos, si mestiers era; e layssa aquel ayssi per tres jorns, e aprop pausa sobre aquel coto am boder e enviro lu am enguent exsiccatiu entro que sia sanat.	And if at the beginning of the treatment, the cautery goes into the bone, it is good; and if not, then repeat the cautery one or two times, if necessary; and leave that there for three days, and then place your hand over that area and apply dry material around it until it is healed.
Mays si eran passatz xi dias e no es sanat, lahoras pausa sobre lu medicina aguda corrosiva entro que l’os sia descubert e sia ras segon que conveneys en le sieu capitol.	If they have been ill for several days and have not recovered, then pause over the sharp, corrosive medicine until the bone is exposed and then scrape it according to what is suitable in its own chapter.
E es autra manieyra de cauteri de fistula la qual alscus primiers diysero: enten al loc de la fistula e fen aquela e aprop pausa en aquela fissura camaen subtil del qual es la forma de lu: E fon en aquela la quantitat de i unc de plom fundut; e te la tua ma am camaem am bona retencio, e no sia maugut le malaute per so que le plom fundut no pervengua al huel de aquel; e cove que pausas sobre le huel del malaute coto enfus en album de huou o en aygua, quar plom adhureys le loc de la fistula e sana aquela per sanacio meravilhora.	And there is another method of cauterizing fistulas that the first said: enter the location of the fistula and make a hole in that place; then place your hand over that fissure, which has the form of the lead; and put in that amount of one ounce of lead; and with your hand hold it well for retention, so that the lead does not reach the edge of that place; and cover that edge of the wound with album of egg or water, where the lead adheres to the location of the fistula and heals it by marvelous cure.
E si la fistula es sanada am aquo que havem dit del cauteri e de la curacio, bo es; e sino, lahoras es necessari aministrar trauc del nas e reduzir la fistula al cors del nas segon que vindra en son loc propri.	And if the fistula is healed by the method we have said of cauterization and cure, it is good; otherwise, it is necessary to administer a nostrum and reduce the fistula to the body of the nostrum when it comes to its own location.
Capitol .xviii.	Chapter 18.
De cauterizacio de la fendedura des potz.	On the cautery of the wound in the foot.
Motas veguadas accideysso fissuras en las labias, e majorment en las labias dels enfantz.	Vesicles or blisters often occur on the lips, and especially on the lips of children.
Donc cum tu curas aquelas fissuras am aquo que nos havem dit en las divisios e no aprofieyta la tua cura, lahoras igneys le cauteri petit cutellar segon aquesta forma que s’ensiec:	Therefore, when you treat those wounds with the method we have mentioned in the divisions and do not apply your cure, then apply the small cautery as follows:
E sia la conquavitat de lu segon la subtilitat de cotella.	And place it according to the thinness of the spoon.
Aprop pausa aquel init cuytadament en aquelas fissuras entro que·l cauteri pervengua al preon de las fissuras.	Then place your finger gently in those wounds until the cautery reaches the bottom of the wounds.
E aprop cura aquel am cerotz entro que sia sanat.	And then apply the healing ointment until it is healed.
Capitol .xix.	Chapter 19.
De cauterizacio de fistula en la boca.	On the cautery of fistulas in the mouth.
Quan en la razit de uvula o en le paladar o en las razitz de las dentz endeve apostema e aprop fa brac, e aprop es rompuda, e aprop es antiquada, e corr brac e es fayta fistula, e aprop tu curas aquela e no aprofieyta a curacio, lahoras cove que tu igniscas cauteri segon la quantitat que sia receubuda en la fistula, e aprop met aquel ignit en le trauc de la fistola, e te la tua ma entro que pervengua le ferr ignit al preon de lu, e al derier de lu fazen aysso una veguada o dos; e aprop cura aquel am aquo que nos havem dit de la curacio entro que sia sanat.	When in the uvula or on the palate or on the teeth, an abscess occurs and a swelling forms, and it is broken, and it becomes chronic, and pus forms and a fistula is formed, and you do not apply your cure, then apply the cautery according to the amount that has been discharged from the fistula, and place that ignited in the opening of the fistula, and then your hand inside until the hot iron reaches the bottom of it, and at the back of it make a blister or two; and then apply the healing ointment that we have mentioned for the cure until it is healed.
E donc si la sania es abscindita e es sanat, bo es; e sino, lahoras es necessari de descubrir le loc e hostar le os corrumput segon que vindra en son capitol.	If the wound is healed and cured, it is good; otherwise, it is necessary to discover the location and treat the corrupted bone according to what comes in its chapter.
Capitol .xx.	Chapter 20.
De cauterisacio de las dentz e de mollificacio de las angivas.	About the use of cautery for teeth and the softening of the jaws.
Quan las angivas son mollificadas per humiditat e las dentz son maugudas, e curas aquelas am medicinas e no confereys, lahoras pausa le cap del malaute en le tieu se, e aprop igneys le cauteri la forma del qual vindra aprop aysso, enayssi que tu pauses la quanula sobre la dent e entromet en aquela le cauteri ignit festinantment, e te la tieua ma un petit entro que·l malaute cente la calor del foc a la razit de la dent esser pervenguda.	When the jaws are softened by moisture and the teeth are decayed, and these diseases are not cured by medicines, place the patient's head on your knee, and hold the cautery in the shape that will be used, without you placing the quill over the tooth and inserting it into the area where the cautery is applied fiercely, and keep the patient away from the heat of the fire until the temperature of the tooth reaches the point where the pain is felt.
E aprop leva la tua ma, e aprop itera le cauteri alcunas veguadas segon que vols.	And then lift your hand, and repeat the cautery several times as you wish.
E aprop le malaute huompla la sua boca de aygua de sal e tengua aquela per una hora, e pueys stupa aquela, quar la dent mauguda es fermada e la gengiva mollificada es strenguda e la humiditat corrompuda es exsiccada.	And then the patient should close their mouth with salt water and hold it for an hour, and this can be done because the decayed tooth is closed, the softened jaw is strengthened, and the corrupted moisture is dried out.
Capitol .xxi.	Chapter 21
De cauterisacio de dolor de dent.	Of the cauterization of tooth pain.
Quan dolor de dent es per fregiditat, o en lu es freg o verm, o no comfereys la curacio am medicina, lahoras cauteri en aquela es segon dos manieyras: o cauteri am boder de vacas, o cauteri am foc.	When tooth pain is caused by coldness, or if there is frost or worms in it, and the treatment does not relieve the pain, then cauterization can be done in two ways: with a cautery made of cow's horn, or with fire.
Cauteri am boder es que tu prenguas boder de vacas e bulhas aquel en culhe de ferr , e aprop pren coto e envolopa le sobre la extremitat de la tenta, e aprop enmergeys aquel am boder bulhit, e pausa aquel sobre la dent dolorosa festinantment entro que sia enfregidat.	With a cautery made of cow's horn, you take the horn and blow into it until it is hot, then wrap it in cloth and place it over the end of the tent, and quickly push the heated cautery into the tooth that hurts.
E aprop itera aquela alcunas veguadas entro que la vertut del foc pervengua a la razit de la dentz.	And then repeat this several times until the power of the fire reaches the root of the tooth.
E si voys, submergeys lana o coto en le boder desus dit, e pausa aquel sobre la dent dolent, e pausa sobre aquel ferr ignit entro que·l ferr pervengua al preon de la conquavitat de la dent.	And if you wish, immerse wool or cloth in the horn above, and place that over the painful tooth, and place the heated iron on top of it until the iron reaches the root of the tooth.
Mays empero la cauterizacio am foc es que tu atendas a la quannula de eram o de ferr, e sia en le cor de lu alcuna grocesa e la acuitat del foc no pervengua a la boca del malaute.	But the cauterization with fire is that you wait for the proper time of day or night, and if there is any discomfort in it, and the heat of the fire does not reach the mouth of the patient.
E aprop igneys le cauteri la forma del qual vindra, e pausa aquel sobre la dent e te la tua ma entro que·l cauteri sia enfregidat; e fay aquo alcunas veguadas quar la dolor sira remauguda o en aquel dia o en l’autre dia.	And then approach the cautery in the shape it will come, and place that on the tooth and your hand inside to ensure the cautery is not broken; and do this several times so that the pain remains or on that day or on the next day.
E cove que per empressio de aquel cauteri que·l malaute umpla la sieua boca de bon boder e tengua aquel per una hora e aprop scupa le; e aquesta es la forma del cauteri.	And cover that the patient opens their mouth with good border and holds it for an hour, then remove it; this is the shape of the cautery.
E cauteriza am qual que tu voys extremittat segon que a tu es possible.	And cauterize as much as you can on the part that you want to extend according to what is possible for you.
E aquesta es la forma de la cannula:	This is the shape of the cannula:
Capitol .xxii.	Chapter 22
De cauterizacio de extrophulos.	Of cauterization of protrusions.
Quan extrophulos so de flecma e de humors fregas e no so hobedientz a digistio per medicinas e tu voys la digistio de aquelas leugerament, lahoras tu igneys le cauteri conquau la forma del qual es aquesta seguen, havent dos extremitatz hubertas per que yesca le fum deves le cauteri per l’autra extremitat, e pausa aquel ignit sobre aquel apostema una veguada, e autre si indigeyses de aquel, entro que pervengua al preon del apostema.	When protrusions are caused by cold humors that infiltrate and are not obedient to digestion by medicines, and you want to gently push them back, then approach the cautery with the shape of which is this following, having two ends prepared so that the smoke from the cautery can pass through the other end, and place that ignited on that abscess several times, and another if necessary, until it reaches the top of the abscess.
E si l’apostema es pauca, lahoras pausa le cauteri segon la quantitat del apostema, e aprop leyssa le per tres jorns e pausa sobre lu coto enfus en boder entro que sia remaugut aquo que·l foc ha comburit.	If the abscess is small, then pause the cauterizer according to the amount of the abscess, and leave it for three days, and then place it over the wound filled with boiled water until it has healed.
E aprop cura aquel am enguent e tentas e draps entro que sia sanat.	Then cure that wound with an ointment and bandages until it has healed.
E la forma de la cannula o deu cauteri a tal es comveyter.	The shape of the needle or cauterizer is as follows:
Capitol .xxiii.	Chapter 23.
De cauterizacio de rauquiera de votz e de constriccio de ale.	Of cauterization of warts and of the construction of a blister.
Quan las humiditatz veno sobre le quanal del pulmo, e majorment quan aquo es am fregiditat de compleccio, lahoras cove que·l malaute sia evacuat al comensament am medicinas laxativas, e aprop cauteriza aquel deves la razit del golayro en le loc depremegut.	When moisture comes onto the surface of the lung, and especially when it is cold and humid, then at the beginning of treatment, give the patient laxatives, and then cauterize that part of the lung where the moisture is located.
E guarda te que no pervenguas am le cauteri al golayro ni no comburas de la codena de lu sino un pauc.	And be careful not to touch the cauterizer to the lung or not to burn the lining of the lung, but a little.
E cauteriza aquel am autra cauteri deves la junctura del col en le derier espondil de lu.	And cauterize that part with another cauterizer at the joint of the neck in the lower spine of the lung.
E·l cauteri de lu sia clavilh sego la maniera precedent.	And the pointed cautery should be inserted in the same way as before.
E aprop cura aquel am aquo que es precedit entro que sia sanat.	Then care for that wound which was previously inserted before it is healed.
Capitol .xxiiii.	Chapter 24.
De cauterizacio de malautia del pulmo e de tos.	On the cautery of a patient's lungs and cough.
Quan tos e malautia de pulmo so de humiditatz fregas e le malaute no ha febre ni tisic e es malautia antiqua, lahoras cauterisa aquel am dos cauteris sobre la furcula en les locz depremegutz leontz e buoytz; e am autra cauteri en le mieg loc del pietz entre dos mamillos; e sia le cauteri clavilh segon la forma precedent.	When cough and lung disease are caused by moist humors, and the patient does not have fever or tisic, and it is an old wound, then cauterize that wound with two pointed cautery over the breastbone in the places where the lungs are located; and another pointed cautery in the middle of the chest between two nipples; and let the pointed cautery be inserted in the same way as before.
E si vols, sia la tua cauterizacio punctan am le cauteri que es apelat puncta, la forma del qual precedeys en la ponctacio de dolor de aurelhas.	And if you want, your cautery should be made with the pointed cautery called puncta, the form of which was described in the punctation of heels.
E sian puntz entro cays ad aquels; e aprop cura aquel am aquo meteys que es precedit entro que sia sanat.	And let your points enter those; and then care for that wound which was previously inserted before it is healed.
E ya sia le cauteri haventz tres ramps quar cauterizacio es am aquel: am una veguada podes far tres cauteris segon aquesta forma:	And now the cautery should have three points for the operation, as follows: first, you can make three cauteries in this form.
Capitol .xxv.	Chapter 25.
De cauterizacio de titillic que es le cap del ajutori.	About the cautery of the nipple, which is a help.
Quan le cap del ajutori es dislocat per causa de humiditatz lubricas e no es fermat en la hora del sieu retornament deves la sua dislocacio entro que sia a lu aquo costuma de retornar, e aprop per un petit movement es deslocat ayssi que s’endeve, ayssi cum nos havem testificat, lahoras cove que primieyrament redusiscas la dislocacio, e aprop le malaute sia reversat sobre le sieu dos o sobre le latz sa; e aprop eleva la codena la qual es en la partida dedintz del citillic a las partidas desus am les ditz de la tua ma sinistra, si la junctura es dislocada a las partidas dedintz.	When the head of the helper is dislocated due to lubricating humors and does not stop at its return time, you should return its dislocation before it returns to that place, and with a small movement, move it as necessary, as we have testified, so that first reduce the dislocation, and then turn the patient over on their back or on their side; and then raise the cushion which is in the part of the nipple to the parts above the mentioned parts of your left hand, if the joint is dislocated at the parts below.
E aprop igneys le cauteri havent dos caps; e aquesta es la forma de lu:	And then extinguish the cautery which has two points; and this is the form of it:
E aprop cauteriza la codena entro que penetre aquela entro al autre latz; e vindra la figura de cauterizacio lahoras de iv caps cauteris.	And then cauterize the cushion until it penetrates into the other side; and the figure of the cauterization will be as follows, now of four cauterizations.
e so aquel subtils segon la quantitat de tenta; e aquesta es la forma de lu:	And it should be done according to the amount of tension; and this is its form:
E alcunas veguadas es ajustat segon aquest comte i per que son les cauteris .viii.	Some are adjusted according to this count, and for what reason they are the cautery of eight.
E aprop pausa sobre le cauteri porys cuytz am sal, e aprop fay adherir le malaute a trenquilitat, e lo membre no sia maugut per alcun temps entro que sia confortat.	And then place your hand on the cautery for a while to apply salt, and then make the patient comfortable and not suffer for some time until they are relieved.
E si la dislocacio es a las partidas desus e tart es fayt aquo, lahoras cauteriza sobre le muscle am cauteri clavilh o am motz cauteris puntan, quar la junctura es confermada e la humiditat es romauguda e le malaute es sanat.	And if the dislocation is at the joints above and below, then do this: apply the cautery over the muscle with a clavilh or pointed cautery, so that the joint is confirmed and the humidity is removed and the patient is healed.
Capitol .xxvi.	Chapter 26.
De cauterizacio del stomac.	Of the cautery of the stomach.
Quan veno en l’estomac freg e motas humiditatz entro que aquel extrazo de la sua compleccio e so multiplicatz raumases a lu, e si tu continuas las manieyras de curacio e no confereyso, lahoras cove que le malaute sia sobre le sieu dos ressupinat, e extenda las suas mas e las suas coysas, e aprop cauteriza aquel am tres cauteris: an un cauteri dejos le pietz per la quantitat d’un dit am cauteri clavilh, e am dos cauteris dejos del dos costatz del cauteri, entro que vengua la figura de cauteri triangulada; e elonga entre els que no sian ajustatz que faran poyredura.	When there is cold and moisture in the stomach before that extra part of its complexity and multiplied many times to it, and if you continue with the methods of treatment and do not confirm, then cover the patient's face and extend his hands and his things, and then apply the cautery with three cautery: one cautery on the chest for the amount of one pointed cautery, and two cautery on the back of the cautery, until the figure of cauteri triangulada; and lengthen between those that are not adjusted that will cause pain.
E si la profunditat del cauteri la quantitat de les dos terses de la grocesa de la codena.	If the depth of the cautery is equal to the thickness of the two thickest parts of the pork's neck.
E sia la figura del cauteri segon aquesta forma ses addicio, E si vols, cauteriza am gran cauteri en le mieg loc del estomac segon aquesta forma; et aquest sia un cauteri segon la forma de cercle segon aquesta forma:	And if the shape of the cautery is according to this form, then add it. And if you want, burn with a large cautery in the middle of the stomach according to this form; and this is a cautery in the form of a circle according to this form:
E sia cauterizat l’estomac punctan ad aquel que de aquest cauteri es spaventat: e es que tu senhes sobre l’estomac punt segon la quantitat que voles am tenta, e aprop cauteriza aquel am cauteri en les puntz; e aprop cura aquel am la curacio qu’es precedita entro que sia sanat.	And the stomach is burned at the point where this cautery frightens it: and you should hold the pointed cautery over the stomach according to the quantity that you want to test, and then burn those points with this cautery; and after that, apply the appropriate treatment before it is healed.
Capitol .xxvii.	Chapter 27.
De cauterizacio del fietge fret.	Of the burning of the hernia.
Quan endeve en le fietge dolor per fregiditat o per humiditat o per grossa ventositat entro que de la sieua normal compleccio sia getat per egressio superflua, e es curat le malaute am aquo que havem dit e no comfereys, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e senhes am tenta tres cauteris segon aquesta forma et aquesta quantitat meteyssa sobre le fietge dejos dels ipocondres, la hon perve le decubit de home.	When pain occurs in the hernia due to coldness or humidity or thick wind before its normal composition is restored by excessive egress, and the patient is cured with the treatment we have mentioned and not otherwise, then the patient should be laid flat on their back, and three pointed cautery according to this form and this quantity should be applied over the hernia below the ribs, where a man lies down.
E sia l’espazi le qual es entre quascun cauteri segon la grossetut del dit, e sia le cauteri segon la longitut del cors dreyta.	And the space between each cautery should be according to the width of the said device, and the cautery should be according to the length of the body's diameter.
E no compremas la tua am le cauteri mot.	Do not understand the meaning of the word "cauteri" in this context.
E si la quantitat de aquo que es adhurit la quantitat de la maytat de la specitut de la codena, e no y sia pus ajustat; e si le malaute stant sobre les pes de lu; e si no es estant, lahoras sia jassent, le qual ja ha extendudas las suas coysas, e eleve les sieus brasses.	And if the quantity of water that is attached to the quantity of the main part of the codex is not adjusted; and if the patient is standing on his feet, then he should be seated, who has already extended his limbs, and raised his arms.
E es aquesta la forma del cauteri:	This is the form of the cautery:
E a tu es possible que cauterizes aquestz cauteris am cauteri cutellar, quan es am tu subtilitat e prudencia en l’art.	And it is possible for you to use these cauteries with a pointed cautery, when you have subtlety and prudence in the art.
E guarda te que trop no procesiscas en la cauterizacio, e sia adhurida la specitut de tota la codena per que sia adhurit tot le cors e pervengua entro als budels, quar la codena aqui es subtil; e sapias aquo.	And be careful not to proceed too much in the cauterization, and let the main part of the codex be attached so that the whole body is attached and reaches inside the intestines, as the codex here is subtle; and know that.
Capitol .xxviii.	Chapter 28.
De perforacio de apostema del fietge am cauteri.	Of puncturing an abscess on the foot with a pointed cautery.
Quan endeve excitura o apostema en le fietge e voles saber si aquel apostema es en le carn del fietge o en la tunica de lu, lahoras si es en la carn del fietge, le malaute atrobo gravitat e dolor ses acuitat.	When the inflammation or abscess in the foot is painful and you want to know if that abscess is in the flesh of the foot or in its tunic, then if it is in the flesh of the foot, the patient feels increased gravity and pain.
E si es en la tunica del fietge, am la dolor es acuitat gran e vezes que ja afatiguatz les metges la cura de lu.	And if it is in the tunic of the foot, then the pain is often very intense and has exhausted the doctors with treatment.
Donc cove que·l malaute sia enversat sobre la sieua cervit; e aprop senha le loc de l’apostema am tenta; e aprop igneys le cauteri le quel es asemblat a rag, la forma del qual a precedit en l’autra pagina.	Therefore, the patient should be placed on their side; and then carefully examine the location of the abscess; and then ignite the cautery that is shaped like a needle, the shape of which has been described on the other page.
E cauteriza am aquel i cauteri entro que tota la codena sia comborida, entro que pervengua al ciphac, entro qu’en yesca sania.	And then cauterize it with that and the cautery until all the tissue is charred, until it reaches the bone, until it exits.
E aprop cura aquel per curacio dels autres apostemas entro que sia sanat.	And then treat it with the treatment of other abscesses until it is healed.
E no cove que de aquesta forma de cauteri use sino aquel del qual le estudi en l’art de medicina es prolonguat, e en las mas del qual motas malautias an conogut; mays aquest am esperiment alcunas veguadas sia ardit sobre aquesta operacio, mays empero leyssa aquela deves nos, e es miels.	And do not use this form of cautery except for that which is prolonged in the art of medicine, and in which most patients have known to be beneficial; but this one has been tried for some time on this operation, nevertheless it is better to leave it to those who know, and it is more effective.
Capitol .xxix.	Chapter 29.
De cauterizacio de plauresi.	On the cauterization of gout.
Diyssero les antics cauteri de las razitz de aristologia a plauresi frega segon aquesta manieyra esser fazedor, e es aquest que tu prenguas de las razitz de aristologia longa secca una razit pun longua que es trobada, e sia de la grossetut del dit.	The ancient cauteries of the bones of astrology to gout were made in this way, and this is the one you should take from the long dry bone that is found, and it should be of the largest size.
