Ayssi comensan las paraulas de Albucasim .	Here begin the words of Albucasis.
E si vezes que aquela es rarificada e es confugida e empren en aquela razit, lahoras distilla de la tua ora en le huel de cief fayt de siniar o am cief rog o am sal trissat, e opila le huel entro a l’autre dia.	And if you see that it is thinned and curled up and has entered into that place, then drip some of your blood onto the wound made from sewing or from a needle or from three salt crystals, and cover the wound with the other side.
E aprop itera sobre aquela la operacio entro que sia remaugut tot aquo que es de lu, sino que·l contrari apostema caut sia en le huel, quar lahoras tu leyssa aquela, e cura al comensament la apostema entro que sia sanat.	Then repeat the operation on that until everything that is inside it has been removed, but if the opposite pus is in the wound, then leave that and cure the abscess when it has been healed.
E aprop itera la tua operacio sobre aquela am razo entro que sia sanat.	Then repeat your operation on that until it is healed.
La emenencia de la carn lacrimal, si notz en le huel per gran nocument, sia suspendut am onci; e inscideys aquela de aquela una partida, e no ultimes la inscizio per so que no inscidesqua fluxs de lagremas.	If the lacrimal gland is not noted in the wound for great harm, then suspend it from an onion; and incise that from that one part, and do not completely finish the incision so that you do not incise the flow of tears.
E aprop distilla en le lacrimal cief rog e fayt de siniar entro que sia sanat.	And then apply a drop of poison ivy oil into the lacrimal duct and wait until it is healed.
Capitol .xvii.	Chapter 17.
De inscizio de alguazardenic e de aquo que es nascut de carn ajustada en le huel.	About the beginning of an abscess and about that which is born from flesh adjusted in the belly.
Alcunas veguadas en les huels de alcus es nascuda carn roga, e es sobre-pausada entro que cobre la pupilla, o apropinqua o estrenh sobre las palpebras e fort leu comprem las palpebras a las partidas deforo e es assemblada a roza de balaustra.	Some veins in the belly are born from flesh, and they are overloaded before they cover the pupil, or approach or become too strong on the eyelids, and forcefully close the eyelids to the parts of the forehead and are assembled at the foot of the balustrade.
Mays la operacio en lu es que·l malaute pausa le sieu cap en le tieu se; e aprop obre les huels de aquel e colligeys tota aquela carn am oncis convenientz ad aquo, e te aquo am una forcep o am cesti; e aprop inscindiys la carn el comensament entro que tot sia finit am le encisori, e guarda te del huel que no ledescas aquel deves la tua operacio.	The operation is done by the patient lying on their back; and then open the belly of that one and collect all that flesh with scissors, and that flesh is a forcep or a basket; and then incise the flesh at the beginning until it is finished with the scissors, and guard yourself from the belly that you do not descend that which is your operation.
E sia la tua inscizio am la qual inscides aquelas o am espatum le qual nos havem recomtat en la inscizio de la ungla, o am petitas forfexs am las quals es colligit ascebel segon que vindra la forma de lu aprop aquest capitol.	And your incision is the one that you incise those or with an awl which we have recommended in the beginning of the nail, or with small forceps which are collected as soon as the shape of it approaches this chapter.
Donc cum es complida la tua inscizio e es remauguda tota aquela carn, lahoras omple le huel de sal trissa, o destilla en lu polvera roga e semblantz a lu de las medicinas corrossivas, e pausa sobre le huel deforo coto am album de huou entro que sia asegurat de apostema caut.	When the incision is completed and the entire flesh is reattached, then fill the wound with salt water, or distill it in powder like the corrosive medicines, and place over the wound a cloth soaked in vinegar to prevent infection.
E si roman alcuna causa de alguardenici e es senhoragat sanc caut, e temes apostema caut, lahoras leyssa le huel e cura aquela apostema am aquo que ceda aquela apostema, e aprop itera sobre aquel am operacio entro que sia sanat, e semblantment fay en la carn ajustada la qual accideys en le huel de aquesta especia.	If there is any cause of wound infection and the wound is not healing properly, and you fear infection, then clean the wound and treat that infection with a solution that dissolves that infection, and repeat that treatment during the operation until it is healed, and similarly do in the flesh that has been adjusted in this way.
Mays empero tu cove que alienes tota curacio del huel freul per via natural o per via accidental, obran am ferr, e no metas la tua ma en alcuna de aquestas operacios entro que veges que aquel membre sia suffertant aquela operacio.	However, if you find that all the cure of the wound is being done naturally or accidentally, use iron, and do not place your hand in any of these operations until you make sure that that member has suffered that operation.
Capitol .xviii.	Chapter 18.
De colleccio de sabel en le huel.	On the collection of blood from the wound.
Sabel so venas rogas las quals son testudas sobre le huel e prohibeysso al vesement la sua operacio, e develican le huel am longitut de dias.	Blood vessels that are tortuous on the wound and prevent the operation from being performed, and develop the wound in length over several days.
Donc necessari es al comensament que tu consideres si le huel en le qual es sabel es fort e en lu no es autra malautia que sabel, lahoras tu colligeys aquel sabel.	Therefore, it is necessary at the beginning to consider whether the swelling in which it is located is very hard and not another illness that is hard, then you collect that swelling.
E es que tu comandes al malaute que pause le sieu cap en le tieu se, e aprop suspen aquelas venas am un onci o am dos segon la tua prudencia; e sia aquel onci de subtil duplicacio segon aquesta forma:	And if you command the patient to put his head on your shoulder, and then hang those veins with an onion or two according to your judgment; and that onion should be of fine duplication in this form:
o so dos oncis gradantment en un cos segon aquesta forma:	or two onions gradually in a cloth according to this form:
E aprop sian colligidas aquelas venas am forses subtils, am subtilitat, e abstergeys le sanc hora aprop hora, entro que vegas aquelas venas esser remaugudas del huel e sian revolgudas.	And then those veins are collected with fine forceps, with delicacy, and wipe them off every hour until they become clear of the swelling and are released from it.
E guarda te que tu no ledes le huel am las extremitatz del spatum; e si’ la tua operacio en le miegjorn denant le solelh, e sias mot ferm en la tua operacio que no inscidas sino aquelas venas.	Be careful not to damage the swelling with the extremities of the spatula; and if your operation in the morning gives the sunlight, and you have a motive firm in your operation that you do not incise those veins.
E quan tu auras complitz, lahoras tu distilla en le huel cief vert o rog per que am sa acuitat corrodesca aquo que es remaugut del sabel.	And when you have completed, then you pour in the swelling with cold water or rosewater to soften that which was hard from the swelling.
Mays si aquo no es a tu possible colligeys tot en aquela hora, e lahoras tu emplastra tot am aquo que cede la dolor de lu, e leyssa lu per alcus dias entro que sia sedada la dolor de lu e que sia asegurat de apostema caut.	If you are unable to collect all of that in one hour, then apply the paste made from all the ingredients that reduce pain, and leave it on for several days until the pain is relieved and the wound is healed.
E aprop itera sobre lu segon que la mateyssa manieyra entro que sia sanat.	And then repeat the application of the paste after the wound has healed.
E aquesta es la forma de las forfexs:	This is the shape of the forceps:
Capitol .xix.	Chapter XIX.
De reduccio de arizati al nas.	Of reducing a hernia to the nose.
Quan tu curas arisati am cauteri o am medicina aguda comburent segon que es precedida la narracio de lu e no es sanat, lahoras no es engen en lu sino que fendas sobre le apostema deves la maturitat de lu, e que extraguas tota la humiditat la qual es en lu e·l poyre entro que sia descubert le os.	When treating a hernia with a pointed cautery or sharp medicine that does not heal after the description of the wound, do not insert it into the wound, but rather cut open the abscess to drain all the fluid that is in it and let it dry.
E donc cum es descubert le os e vezes en lu corrupcio o negror, lahoras tu ratz lu am un sturment del qual aquesta es la forma:	And when the bone is exposed and there is corruption or blackness in it, then use this instrument of which this is the shape:
E es nompnat de aspre cap, e sia feyt de fer indi, e sia le cap redon ayssi cum asir le qual sia fayt punctat per punctacio de lima o aliskalfati per punctacio subtil (ayssi cum es en la forma seguent).	And it is called a sharp-headed cap, and made of iron, and the cap should be round like a spike that is made pointed by puncturing with a lancet or aliskalfati for a subtle puncture (as in the following shape).
E pausa aquel sobre le loc corrumput del os, e aprop revolveys aquel entre les tieus ditz, e prem la tua ma petit a petit entro que sapias que aquela corropcio es rasa.	And place that one over the affected area of the bone, and gently rotate it between your fingers until you know that that corrosion is removed.
E aquo sia fayt alcunas veguadas, e aprop restaura le loc am causas exsiccativas e stipticas.	And do this several times, and then restore the area with drying and styptic causes.
Donc si·l loc es consolidat e es en lu nascuda bona carn e es abscindit le cors de la sania e roman per xl dias, e no es renovat e no es apostemat e no accideys en lu accident, lahoras tu sapias que es sanat.	If the area is consolidated and has good flesh and the body is free from infection for forty days, and it does not recur, does not become an abscess, and no accident occurs in it, then you know that it is healed.
E sino, lahoras no es en lu engen sino reduzir la fissura a la forma del nas, e segon aquesta manieyra: e es que tu descuebras de segon os am ferr o am medicina acuta, e cum sira descubert le os, lahoras tu pren tribo segon aquesta forma:	And if not, then reduce the fissure to the shape of the nose, and proceed in this manner: and you should use a sharp knife or sharp medical instrument, and when the bone is exposed, then take a tribe in this form:
Sia la extramitat de lu ferr triangulada, e·l fust de lu sia prim extenuat entro a la extremitat ayssi cum vezes assi.	The outer part of the knife should be triangular, and its handle should be extended into the end as many times as possible.
E aprop pausa aquel sobre le os, e sia aquel prop del lacrimal; e alongua la tua ma un pauc del huel, e aprop revol la tua ma am le tribo entro que penetre tot le os, e aquel sente le malaute per asso que atroba vent yssir per so quan te la sua ma.	And then place that one over the bone, and that one near the lacrimal; and stretch your hand a little towards the hole, and gently rotate your hand with the knife until it penetrates the entire bone, and that one feels the pain as if it is being pierced by a sharp object when you remove your hand.
Donc lahoras restaura le loc am medicinas stipticas exsiccantz ayssi cum t’e eyssenhat.	Therefore, then apply medicinal styptics that are drying in nature, as you have been taught.
Donc cum nays la carn e·l loc es endurazit, lahoras la materia la qual effundia a las partidas deforo retorna al nas, donc aquo es pus leugier sobre le malaute.	And when the flesh and the wound are healed, the matter that flowed into the parts returns to its source, so it is less severe on the patient.
Capitol .xx.	Chapter 20.
De reduccio de la eminencia del huel.	On the reduction of the protrusion of the hernia.
Quan le huel emineys am la sua totalitat e no accideys en le vezement nocument ni diminuacio, lahoras cove que laxas le malaute, e aprop que·l segues, e aprop que pausas ventozas en le cervitz ses scarificacio e succa per bona succaccio; e aprop pausa sobre le huel liniment le qual sia fayt de acatra e aloe e enses e sarcocolla, e aprop strenh le emplaustre sobre le huel am motz polvils.	When the hernia protrudes to its entirety and does not cause harm or reduction in the stool, then loosen the patient's clothing, and let them follow it, and place a warm compress over the incision site and wound for good drainage; and place a liniment on the hernia made of tar, aloe, senses, and sarcocolla, and apply a strong plaster to the hernia with powders.
E la manieyra dels polvils es que prenguas draps de li leons motz, e quascun drap sia duplicat en quatre plecs; e fay de aquels motz.	And the method of applying the powders is to take cloths from lions' mane, and each cloth should be folded into four parts; and make those powders.
E aprop pausa aquels la un sobre le autre segon la quantitat de la qual ha le huel necessitat.	And then place one on top of the other according to the amount needed for the required support.
E aprop strenh sobre aquels am drap dur am fort strictura; e itera las ventosas am succio ses scarificacio; e aprop osta las ventosas e leyssa le huel streyt le dia e la nueyt.	And then place strong linen cloth with thick and tight binding; and repeat the incisions with the succinum; and then remove the bandages and leave the wound straight for the day and night.
Mays si entretant le liguament es mollificat, lahoras cove que sia mot streyt.	But if the ligament becomes soft, then it should be kept straight.
E aprop osta le liament aprop le dia e la nueyt ayssi cum havem dit.	And then remove the bandage as we have said.
E si vezes le huel ja esser redusit, bo es, e sino, lahoras itera le emplastre am les polvils e la strictura e las ventosas entro que sia sanat.	And if the wound has already been reduced, good; and if not, then repeat the ointment with the powders and the binding and the bandages until it is healed.
Capitol .xxi.	Chapter 21.
De la inscizio de la eminencia de la tunica uvea.	About the beginning of the eminence of the choroid membrane.
Quan endeve disrupcio en la tunica uvea, e aprop es eminent e procezeys fora las palpebras ayssi cum un gra de rasim, e es orrazada la forma de home per aquo, e vols aquo inscidir, lahoras la operacio en lu es ayssi cum havem recomtat, que tu entrometas la agula en la razitz de la uvea de la partida dejos en la partida desus, e aprop met la agula autra en la qual sia fil doble de la part del lacrimal, e fay aquela penetrar e leyssa la primieyra agula segon la sua disposicio; e aprop inscideys le loc del fiel doble e leva am aquel la partida de la uvea en le circuit de la agula, e strenh aquela mot.	When the rupture of the choroid membrane occurs, and it emerges and protrudes through the eyelids as if by a rough surface, and it takes on the shape of a man for that reason, and you want to incise it, then the operation is as we have recommended, which is that you insert the needle into the choroid membrane from the part below and into the part above, and then place another needle double the size of the lacrimal duct, and make that penetrate, and leave the first needle according to its position; and then incise the location of the double and lift that part of the choroid membrane around the needle, and keep it straight.
E aprop extratz la agula e pausa sobre le huel lana infusa en album de huou e leyssa entro que cayha le fil am la uva.	And then remove the needle and place it on the woollen cloth soaked in warm water and let the thread enter the wound.
E aprop cura le huel am aquo que conforte aquel entro que la plagua sia sanada.	And then care for that part where the pain is healed.
E alcunas veguadas aduna de tota partida am cercle de drap entro le huel ajuste eminencia gran, e aprop sia perforat am le spatum subtil que vengua al preon del huel, e corra la humiditat albuginea, e descen le huel e intra tantost.	And some of the pieces are gathered from all parts and arranged in a circle around the wound, and then perforated with a thin spatula that comes to the edge of the wound, and let the humid skin descend and enter it immediately.
E aprop strenh entro que sia sanat.	And then strengthen it until it is healed.
Capitol .xxii.	Chapter 22.
De curacio de alconati.	Of the cure of cataracts.
Aquesta malautia que es apelada alconati no es sino sania la qual es ajustada en le huel semblant a aygua dessendent e no es aquela.	This disease that is called cataract is not other than a opacity that is adjusted in the wound like descending water and is not that one.
Mays la manieyra del obrar en ela es que fasses le malaute sezer sobre la sela aparelada e dreyta, e aprop pren le cap sieu en las tuas mas de doas partz e mau aquel entro que veias la sania pervenir a las partidas dejos, e aprop sia siccada e no descenda, e sia ostat le lum, e·l malaute veia las causas ayssi cum vezia.	The method of working in it is that the doctor makes the patient sit on a chair prepared and dressed, and then takes the top of his two hands and places it inside where you can see the opacity coming to the parts behind, and then let it dry and not descend, and keep the light, and the patient will see the causes as before.
E si no descendra en jos, sapias que es aygua.	And if it does not come down in the legs, you will know that it is water.
Mays si no es preparat le descendement a la sania am aquo que havem dit, lahoras fay le malaute sezer entre las tuas mas e aprop pren spatum subtil e fen am aquel sobre le pannicol cernent un petit deves la continuacio de la conjunctiva am la tunica cornea en la corona (entro al loc vuet), entro que sia fora-getada la sania.	But if it is not prepared for the descent to the sanctuary, then have the patient sit and place a thin sponge on the eyelid, covering the continuation of the conjunctiva and the cornea in the corona (in the eye), until it is expelled from the body.
Donc cum es fora-getada, lahoras tu distilla en le huel aygua cauda en la qual has mesclat mel o aygua en la qual ja has bulit fenugrec e mel.	Then, when it is expelled, you will pour the water with honey in which you have mixed honey or water in which you have made a mixture of fenugreek and honey.
E aprop sia curat am las autras causas entro que sia sanat.	And then cure the other causes until they are healed.
Capitol .xxii.	Chapter 22.
De la curacio de la aygua descendent del huel.	Of the cure of water descending from the eye.
Ja havem dit las specias de la aygua en la divisio e qual conveneys a perforar am sermo declarant, lahoras aquel segon la sanetat.	We have already mentioned the types of water in the division and which one is appropriate to pierce according to the speech declaring it, then that second one for healing.
Lahoras cove que tu fassas sezer le malaute entre las tuas mas sobre un cayrat e lia le sieu huel sa, lu mot stringent.	Then make sure you have the patient sit and place their head on a pillow, and then close their eye.
E aprop pausa prop de la palpebra del sieu huel la tua ma senestra, si le huel en le qual es l’aygua es le huel senestra; o am la tua ma dreyta, si le huel es le dextre.	And place your hand near the eyelid of his eye, if the eye is the right one; or place your hand directly on the right eye.
E aprop am la tua ma dextra pren almagda, si le huel es senestre; o am la tua ma senestra, si le huel es de dreyt.	And take hold of the spoon with your right hand, if the eye is left; or take hold of the spoon with your left hand, if the eye is right.
E aprop pausa la extremitat de almagda prop de la corona per la grossesa del ray en le album del huel de part del mendre lacrimal, e aprop enpelleys almagda am vertut e revol la tua ma am aquel.	And place the tip of the spoon near the crown of the eye, on the thickest part of the ray in the album of the eyelid on the side of the lower lacrimal duct, and then push it upwards with your hand and rotate it there.
E aprop penetre en le album del huel e sentas que almagda ja es pervenguda a causa vueda.	And penetrate into the eyelid and feel that the spoon has already reached its cause.
E cove que sia la masura del cami de almagda al preon la mesura del spazi le qual es de la pupilla entro a la fi de la negror, e es la corona del huel; quar tu veyras am aquel pupilla am la visio de l’huel per la clartat de la tunica cornea.	And cover that the length of the spoon is the same as the distance from the edge of the pupil to the end of the eyelid, and it is the crown of the eyelid; because you will see that pupil through the clarity of the corneal tunica.
E aprop pausa almagda entro al loc en le qual es l’aygua, e aprop tu la atira en jos una veguada aprop autra, e donc si la aygua descen tantost, lahoras vetz le malaute aquo sobre le qual huebre la sua vista tantost, e almagda en le sieu huel.	And place the spoon inside the place where the water is, and then throw it downwards with another force, so that if the water descends at first, you will see that the patient's sight is already on the spoon in his eye.
E aprop repausa se un pauc; donc si la aygua es descenduda, lahoras tu depausa aquela autre veguada abantz que almagda ne sia getada.	And then pause for a moment; if the water is descending, then pause at that other position in front of which there should not be any vomiting.
E donc quan es sicada e no descen, lahoras tu extrat almagda am facilitat, e revol am aquel la tua ma pauc a pauc, e aprop dissolveys en l’aygua un petit de sal clara de gemma e am aquela lava le huel dedintz; e aprop pausa fora le huel coto o stopa o lana infusa en oli rozat e album de huou e ligua am aquo le huel sa.	And then when it is dry and not descending, you extract the vomitus with ease, and revolve your hand in the water to dissolve it; then dissolve a small amount of clear gem salt in the water and wash the wound with that; and then place a poultice of flour or infused barley, oil rosewater and albumen of egg on the wound.
Mays nos e aquels que so de nostre temps pause sobre aquel comi trissat am album de huou.	May those who in our time have paused over that which is written about the use of albumen of egg.
E si no obezeys a tu almagda al intrament de l’huel per la sua duricia — quar es alcu dels homes del qual le huel es dur mot —, lahoras cove que prenguas le spatum le qual es nompnat alberid del qual aquesta es la forma:	And if you do not obey your vomitus by the instrument of the wound because of its hardness -- which is one of those men for whom the wound is hard to treat --, then cover what you take with the spatula, which is called the alberid, and this is its form:
E donc perfora am aquel aquela conjunctura, e no ultimes la tua ma en le trauc, e no es si no que fassas via ad almagda loc subtil.	And then pierce it at that conjunction, and do not stop your hand in the trunk, and see if you are not doing something subtle to the vomitus.
E aprop entromet almagda segon que havem dit.	And then enter the second medicine that we have mentioned.
E deves le compliment de la tua obra, sia preparat al malaute dormitori descentment fayt en le qual dorma sobre le sieu dos en mayson tenebrosa, e sia prohibit de totz movementz .	And you should prepare the patient for a surgical procedure that has been performed, where they sleep on their back in a dark room, and prohibit all movements.
E pausa en la natura de lu aquo per que sia linida la sua natura, e no maugua le sieu cap a la partida dreyta ni senestra de tot.	And place your hand on that area to keep it calm and not cause any harm to their head or the surrounding area.
E sia le liament segon la sua disposicio entro al tertz dia.	And the bandage should be placed according to the patient's condition by the third day.
E aprop deslia aquel en aquela maysso tenebrosa e exproha la freol vista, e fay li vezer alcunas causas, e aprop retorna le liament entro al dia .vii.	And then remove that in the same dark room and extract the foreign body, and make the patient see some causes, and then return the bandage by the seventh day.
E no cove que fassas aquo en la hora de las curacios o tantost aprop la infusio.	And do not do that during the hours of treatments or soon after the infusion.
Habantz cove que tu alienes aquo per so quar la aygua puega leugierament per gran e vehement de reguardament.	Having said that, you should do that because water can sometimes be strongly and quickly absorbed.
Mays si accideys apostema caut, lahoras cove que deslias le huel denant le vii dia, e rectifica aquel am aquo que ceda apostema.	But if an abscess occurs, then you should remove the pus on the seventh day, and correct that with the medicine that causes the abscess.
Lahoras tu absol la vista de lu e pausa sobre la cara de lu oral per le qual sia regit le vezement de lu dejos lu per alcus dias, lu existent en la mayszo tenebrosa.	Then you observe the patient's face and place your hand over their mouth to prevent them from vomiting, which often occurs during these dark days.
E aprop sia gitat de aquela mayzo gradantment e conversa8 en las suas causas.	Then gradually raise the patient's head and discuss their causes.
E sapias que in alchatea no es excusat le discipol de visio alcunas veguadas, e lahoras tu sias ardit sobre la operacio.	And know that in some cases, the student of vision is not excused from certain precautions, and then you should be careful with the operation.
E ja es pervengut a nos de alcu de aquels les quals so al Artach , e alcu disse que fayt foc en al Ayrac magdaam perforat am le qual es succada la aygua.	And we have already reached some of those that are in the Artach, and some say that a fire is made in the Arabian desert by pouring water over it.
Mays empero yeu non e vist degu en la nostra terra le qual haia perfeyt aquo, ni e aquo legit en alcu dels libres dels antics; e es possible que aquo sia novel.	However, I have not seen anything like this in our land that has done this, nor is it mentioned in any of the books of the ancients; and it may be new.
E aquestas so las formas de las specias de magdaan per que sia sobre aquelas aquel le qual ignora aquelas:	And these are the forms of the species of magic by which one can overcome those who do not know them.
E sian faytas de eram o de ferr propriament, e sian las extramitatz de lor am aquesta subtilitat triangulada, la extremitat aguda ayssi cum aquela es la forma.	And they are made of iron or copper properly, and their external parts are like this triangular subtlety, the sharp end being like that shape.
Capitol .xxiv.	Chapter 24.
De la curacio de carn nada en le nas.	On the treatment of flesh not in its place in the nose.
Quan en le nas so nascudas carns diversas ajustadas de las quals es alcuna causa la qual es assemblada a scorpio de motz pes, o a polip peys; e aquesta malautia es apelada polipus quar es a semblansa de aquel peys representat.	When in the nose there are different flesh pieces that are sometimes caused by certain causes, such as a spike from a mouse or a polyp; and this malady is called a polypus, which is similar to that pea represented.
E de lu es carn cancrosa, lapadea, de fusca color; e de lu es que es carn leon no de color fusca.	And from there there is a cancerous flesh, a black spot, of dark color; and from there it is that the flesh is not of dark color.
Donc en aquela que es en aquestas carns leon no fraudulenta ni cancroza, cove que fassas le malaute sezer entre las tuas mas e posat al solelh, e huebre las nars de lu, e picoys le tieu onci en aquelas carns.	Therefore in those flesh pieces that are not fraudulent or cancerous, you should make the patient lie between your hands and place it in the sunlight, and open their nose, and poke the affected area with a sharp instrument.
E aprop extrat aquela a las partidas deforo, e aprop inscindeys aquo que has comprehendut de aquelas am spatum agut subtil de la una partida entro que sapias que tota la carn ja es ostada; que si roman de lu deguna causa de la qual la abscisio es possibla, lahoras tu ratz aquo am la un dels estrumentz subtils am facilitat entro que de lu romangua denguna causa.	And then extract that from the parts deformed, and then cut off what you have comprehended from those sharp instruments of a thin space between which you know that all the flesh has been removed; because if there is any cause from which the abscission is possible, then immediately remove that with one of the thin instruments to facilitate it.
Mays si senhoreja am sanc o accida apostema caut, lahoras tu pausa a lu aquo que cove; o es dels apostemas malignes, lahoras tu coyta e cauteriza aquel entro que sia abscindit sanc e sian ostadas las cavas totas.	If the lord has a pustule or an abscess that has not been opened, then pause at that place; or it is one of the malignant pustules, then cut and cauterize the area where the pus has been completely drained and all the cavities have been closed.
E aprop sia getatz en le nas aprop la inscizio vi agre e aygua o vi.	And then apply a compress to the nose, near the opening where the pus and blood flow out.
Mays si le nas es ubert e de lu procezeys humiditat entro al palat, lahoras sapias que ja es sanat.	If the nose is open and moisture enters into the palate, then know that it has been healed.
Mays si la humiditat no penetra segon que cove, lahoras tu sapias que dedintz lu es carn nada en los pus sobiras osses de las nars als quals non es pervengut abscizio.	If moisture does not enter after the opening, then know that there is no flesh in the pus that has risen to the bones of the nose where it has not been drained.
Donc lahoras cove que entromitas fiel de li al qual sia alcuna grosseza, e nuza en lu motz nuzes, e pausa entre quascun nutz la quantitat del dit o mens, e engene le malaute e entromet una extremitat del fiel en le nars am lo ray o am autra causa la qual es a lu possibla.	Therefore, after the opening, insert a thin finger into the place where there is some swelling, and gently move it in the mouth, and pause between each movement the amount of time that is possible, and examine the patient and introduce an end of the finger into the nose to remove the cause that is possible.
E pus que aquo aura fayt, que atire le sieu odorament entro que pervengua a las canals de las nars, e sia eyssit sobre le sieu golayro, quar tropas veguadas le semblant ad aquesta accio fan les enfantz a las scolas, e es leugiera causa ad aquel que ho vol far.	And when that has been done, draw the patient's odoriferous substance into their nostrils as soon as it reaches the nasal canals, and place it on their forehead, because troops of similar action do this to children in school, and it is a likely cause for those who wish to do so.
E aprop pausa las dos extramitatz del fiel, una extremitat que iesca sobre le nas et l’autra que romangua en le nas, e aprop aministra serratura de carn am les nuzes que so en le fiel, e fay aquo entro que sapias que las carn ja so am les nuzes del fiel.	And then place both of the patient's outer limbs on their nose and the other on their mouth, and administer a carnal serration of meat to the nostrils that are in the patient, and do this before you know that the meat is already in the patient's nostrils.
E aprop extratz le fiel, e pausa en le nas aprop la abstraccio del sanc una calgua , e fay aquo per tres dias o mays entro que l’enguent corrodo tot aquo que es romas de las carns.	And then remove the patient, and place in their nose an abstraction of swan's down, and do this for three days or more until the entire substance of the meat is consumed.
E aprop en la fi de la causa, pausa en le nas una canula de plom per alscus jorns entro que sia sanat.	And at the end of the cause, place in their nose a plumbing canula to clear out the years until they are healed.
Mays si endigeys de curacio que exsique, usa de aquela.	If you find that it does not cure, use that one.
E aquesta es la forma del instrument a capipurge fazedor am le qual son distillatz olis e medicinas en le nars:	This is the form of the instrument used for nasal irrigation, which are distilled oils and medicines in the nose:
E fay aquo de argent o de eram, la qual sia semblant a una petita lampesa uberta, ayssi cum petita conqua, e le meat semblantment.	Make it from silver or copper, which is similar to a small open lamp with a small bowl, and the metal in the same way.
E si vols, fay una canula clausa ayssi cum cana, e la cancula del estrument a capipurge fazedor e sia plana, descuberta; a la qual sia manubre en lo derier de lu, am le qual tenguas aquela quan escaufas en lu oli o aquo que tu vols dels sucs e de las causas suctiblas.	And if you want, make a closed canula like this with cane, and the cannula of the nasal irrigation instrument and it is flat, open; at which has a handle in the back of it, which you hold when you pour in the oil or water that you want from the sucs and of the sucking causes.
E aquestz capipurgi es precios: recipe de enforbi de castor, de balayra blanc, de giengiebre, e piletre de safra, de pebre lonc, de escafragia, de epetum de spic ana unc. vi cumfizeys am suc de bleda e de caul, e sian faytas pillulas, e sia destemprada una pillula am aygua tebeza, e sia gitat en las nars del malaute jasent envers.	This nasal irrigation is very precious: recipe of castor beans, of white bay leaves, of ginger, of safron, of long pepper, of scarabs, of spice ana unc. like this with the suc of blood and of caul, and it is made into pills, and one pill is dissolved in hot water, and it is poured into the nose of the patient facing upwards.
Capitol .xxv.	Chapter 25.
De theyls natz en las extramitatz del nas.	Of the noses outside the nostrils.
Motas veguadas es nat theyl en las extramitatz del nas, e es magnificat e omentat en alscus dias entro en que mot es leg le reguardament de lu.	When the nose is swollen outside the nostrils, it is magnified and becomes painful in other days when it is looked at.
E per aquo cove que tu inscidas aquel en le comensament de la apparissio de lu, e erediques tot aquel.	And to remedy that, you should incise that at the beginning of the appearance of it, and remove all of it.
E aprop pausa sobre le loc o cauteri o medicina comburent la qual estia en loc de lu.	Then place your hand over the area or use a burning cautery or medicine that is in the place of it.
Mays si es tardada la sua inscizio entro que sia magnificat, lahoras considera si es lapificat, dur, de fusca color e de pauc sentiment, lahoras no toques aquel am ferr quar es apostema crancos; quar motas veguadas ad aquel que inscideys aquesta apostema endeve per lu granda malicia sobre aquel le qual aquel havia.	If the incision is delayed until it becomes magnified, then consider if it is yellowish, hard, of dark color and little sensation, then do not touch that which is a cranos abscess; for when the nose is swollen with this abscess, it is due to great malice on that which it had.
E si le apostema es de leon tocament e no es de fosca color, e vezes que inscizio es possibla en tot aquel, lahoras evacua le malaute e inscideys aquel senes temor, e cura le loc am aquo que exsique e costrenh entro que sia sanat.	And if the abscess is of lion-like touch and is not of dark color, and when incision is possible in all of it, then evacuate the patient and incise that which is torn, and cure the area with what exsiccant and astringent enters before it is healed.
Capitol .xxvi.	Chapter 26
De sutura del nas e de las labias e de la aurelha quan la continuitat es dissolvuda per plagua o per semblantz.	Of the suture of the nose and lips and of the ear when continuity is dissolved by a blow or similar injuries.
Sapias que quan accideys solucio de continuitat en una de aquestas cartillages, pauc confereys en aquela operacio sino en alcus homes.	You should know that when the continuity of one of these cartilages is dissolved, do not perform an operation in this case unless with other men.
Donc cove, quan endeve ad alcu alcuna causa de aquelas, que consideres si es plagua fresca am le sieu sanc, e lahoras tu ajusta las doas labias de la plagua am sutura, e aprop cura aquel entro que sia sanat.	Therefore, if you find any cause for those, consider whether it is a fresh wound or not, and then adjust the two lips of the wound to suture, and care for that until it is healed.
E si las labias de solucio de continuitat so ja separadas, e quascuna es fayta sana, lahoras cove que tu excorjes quascuna partida de la sua codena apparent entro que n’iesca sanc.	And if the lips of discontinuity are already separated, and each is made healthy, then consider that you should scrape each part of their visible skin until it is healed.
E aprop ajusta las doas labias am sutura e strenh aquelas, e sobre aquelas pulveriza sanc de drago e enses trissat, e pausa sobre la polvera una pessa de emplaustra diafinicon, o de alcu autre dels emplastres consolidatius, e leyssa aquel liat per dos jorns o per tres, e aprop deslia aquel e permuta aquel emplaustre e leyssa aquel entro que·ls fiels per si sian abscinditz, e aprop cura am enguent entro que sia sanat.	And then adjust the two lips to suture and strengthen those, and above them sprinkle healed skin powder and three times trissat, and place a poultice of diachylon or any other consolidating plaster on top, leave it for two days or three, and then remove that and replace the plaster and care for the area until the abscesses have formed.
Mays la manieyra de la sutura es que tu agregues la solucio de continuitat o am agulhas ayssi cum havem recomtat en la sutura del ventre, o agregua la solucio de continuitat am fiel ayssi cum a tu e fayt saber.	May the solution of continuity or add needles as we have recommended in the abdominal suture, or add the solution of continuity with glue as you have done and make it known.
Capitol .xxvii.	Chapter 27.
