Ayssi comensan las paraulas de Albucasim .	And now begins the words of Albucasis.
E donc si al comensament del tieu cauteri perve entro al os, bo es; e sino, lahoras itera le cauteri una veguada o dos, si mestiers era; e layssa aquel ayssi per tres jorns, e aprop pausa sobre aquel coto am boder e enviro lu am enguent exsiccatiu entro que sia sanat.	And if at the beginning of the work, the cautery goes through to the bone, it is well; and if not, then repeat the cautery once or twice, if necessary; and leave that there for three days, and then place your hand over that part which is covered with a dry cloth until it is healed.
Mays si eran passatz xi dias e no es sanat, lahoras pausa sobre lu medicina aguda corrosiva entro que l’os sia descubert e sia ras segon que conveneys en le sieu capitol.	If it has been passing through for several days and is not healed, then pause over the sharp, corrosive medicine until the bone is revealed and then scrape it according to what is appropriate in its own chapter.
E es autra manieyra de cauteri de fistula la qual alscus primiers diysero: enten al loc de la fistula e fen aquela e aprop pausa en aquela fissura camaen subtil del qual es la forma de lu: E fon en aquela la quantitat de i unc de plom fundut; e te la tua ma am camaem am bona retencio, e no sia maugut le malaute per so que le plom fundut no pervengua al huel de aquel; e cove que pausas sobre le huel del malaute coto enfus en album de huou o en aygua, quar plom adhureys le loc de la fistula e sana aquela per sanacio meravilhora.	And there is another method of cauterizing a fistula that was first described as follows: go to the location of the fistula and make a hole in it, and then place your hand on that cavity with a subtle shape; and put in the amount of one drop of plumbum fundut; and hold your hand well for retention, and do not let the patient be burned by the plumbum fundut so that it does not reach the bottom of the fistula; and cover the bottom of the fistula with album of honey or water, which plumbum adheres to and heals the fistula wondrously.
E si la fistula es sanada am aquo que havem dit del cauteri e de la curacio, bo es; e sino, lahoras es necessari aministrar trauc del nas e reduzir la fistula al cors del nas segon que vindra en son loc propri.	And if the fistula is healed by the method we have mentioned for cauterization and cure, it is good; but if not, then it is necessary to administer a nose douche and reduce the fistula to the nose body when it comes to its own location.
Capitol .xviii.	Chapter 18.
De cauterizacio de la fendedura des potz.	On the cautery of the hollow in the foot.
Motas veguadas accideysso fissuras en las labias, e majorment en las labias dels enfantz.	Vesicles often cause tears in the lips, and especially in the lips of children.
Donc cum tu curas aquelas fissuras am aquo que nos havem dit en las divisios e no aprofieyta la tua cura, lahoras igneys le cauteri petit cutellar segon aquesta forma que s’ensiec:	Therefore, when you heal those tears with the cautery we have mentioned in the divisions and do not extend your cure, then ignite the small cautery according to this form that arises:
E sia la conquavitat de lu segon la subtilitat de cotella.	And the hollow of it is according to the thickness of the spoon.
Aprop pausa aquel init cuytadament en aquelas fissuras entro que·l cauteri pervengua al preon de las fissuras.	Then place that needle carefully in those tears until the cautery reaches the point of the tears.
E aprop cura aquel am cerotz entro que sia sanat.	And then heal it with the cautery until it is healed.
Capitol .xix.	Chapter 19.
De cauterizacio de fistula en la boca.	On the cautery of a fistula in the mouth.
Quan en la razit de uvula o en le paladar o en las razitz de las dentz endeve apostema e aprop fa brac, e aprop es rompuda, e aprop es antiquada, e corr brac e es fayta fistula, e aprop tu curas aquela e no aprofieyta a curacio, lahoras cove que tu igniscas cauteri segon la quantitat que sia receubuda en la fistula, e aprop met aquel ignit en le trauc de la fistola, e te la tua ma entro que pervengua le ferr ignit al preon de lu, e al derier de lu fazen aysso una veguada o dos; e aprop cura aquel am aquo que nos havem dit de la curacio entro que sia sanat.	When in the uvula or on the palate or on the teeth, an abscess occurs and you apply a poultice, and it bursts, and it becomes old, and boil and it forms a fistula, and then you heal it and do not extend your cure, then you should ignite the cautery according to the amount that is received in the fistula, and then put that ignited in the mouth, and your hand into the throat until the hot iron reaches the front of it, and at the back of it make a blister or two; and then heal it with the cautery we have mentioned for the cure until it is healed.
E donc si la sania es abscindita e es sanat, bo es; e sino, lahoras es necessari de descubrir le loc e hostar le os corrumput segon que vindra en son capitol.	And if the bone is fractured and healed, it is good; otherwise, it is necessary to discover the location and treat the broken bone as it appears in its chapter.
Capitol .xx.	Chapter 20.
De cauterisacio de las dentz e de mollificacio de las angivas.	Of the cautery of teeth and the softening of gums.
Quan las angivas son mollificadas per humiditat e las dentz son maugudas, e curas aquelas am medicinas e no confereys, lahoras pausa le cap del malaute en le tieu se, e aprop igneys le cauteri la forma del qual vindra aprop aysso, enayssi que tu pauses la quanula sobre la dent e entromet en aquela le cauteri ignit festinantment, e te la tieua ma un petit entro que·l malaute cente la calor del foc a la razit de la dent esser pervenguda.	When the gums are softened by moisture and the teeth are decayed, and those remedies do not cure them, then place the patient's head in your lap, and shape the cauterizing instrument according to its form, which will be used, and hold it slightly above the tooth and insert it into that place while the patient feels the heat of the fire at the tip of the tooth until the remedy is absorbed.
E aprop leva la tua ma, e aprop itera le cauteri alcunas veguadas segon que vols.	And then lift your hand, and repeat the cauterizing instrument several times as you wish.
E aprop le malaute huompla la sua boca de aygua de sal e tengua aquela per una hora, e pueys stupa aquela, quar la dent mauguda es fermada e la gengiva mollificada es strenguda e la humiditat corrompuda es exsiccada.	And then the patient closes their mouth with salt water and holds it for an hour, and this can be done because the decayed tooth is closed, the softened gums are strengthened, and the corrupted moisture is dried up.
Capitol .xxi.	Chapter 21.
De cauterisacio de dolor de dent.	Of cautery for tooth pain.
Quan dolor de dent es per fregiditat, o en lu es freg o verm, o no comfereys la curacio am medicina, lahoras cauteri en aquela es segon dos manieyras: o cauteri am boder de vacas, o cauteri am foc.	When tooth pain is caused by coldness, or if there is frost or worms in it, and the cure cannot be done with medicine, then cautery is used in two ways: with a heifer's horn or with fire.
Cauteri am boder es que tu prenguas boder de vacas e bulhas aquel en culhe de ferr , e aprop pren coto e envolopa le sobre la extremitat de la tenta, e aprop enmergeys aquel am boder bulhit, e pausa aquel sobre la dent dolorosa festinantment entro que sia enfregidat.	Cautery with a heifer's horn is to take a horn of a cow and blow into it, and then take a cotton cloth and wrap it around the end of the tent, and then insert the horn blown into the tooth that hurts quickly before it freezes.
E aprop itera aquela alcunas veguadas entro que la vertut del foc pervengua a la razit de la dentz.	And then repeat that several times until the power of the fire reaches the root of the tooth.
E si voys, submergeys lana o coto en le boder desus dit, e pausa aquel sobre la dent dolent, e pausa sobre aquel ferr ignit entro que·l ferr pervengua al preon de la conquavitat de la dent.	And if you see, immerse wool or cotton in the horn above that, and place that on the hurting tooth, and place that on the burning iron until the iron reaches the beginning of the cavity of the tooth.
Mays empero la cauterizacio am foc es que tu atendas a la quannula de eram o de ferr, e sia en le cor de lu alcuna grocesa e la acuitat del foc no pervengua a la boca del malaute.	But cautery with fire is to wait until the candle or iron is ready, and if there is any impurity in it and the sharpness of the fire does not reach the mouth of the patient.
E aprop igneys le cauteri la forma del qual vindra, e pausa aquel sobre la dent e te la tua ma entro que·l cauteri sia enfregidat; e fay aquo alcunas veguadas quar la dolor sira remauguda o en aquel dia o en l’autre dia.	And then approach the cautery with the shape it will have, and place that over the tooth and your hand inside to prevent the cautery from being broken; and do some movements so that the pain remains or on that day or on another day.
E cove que per empressio de aquel cauteri que·l malaute umpla la sieua boca de bon boder e tengua aquel per una hora e aprop scupa le; e aquesta es la forma del cauteri.	And cover that the patient opens his own mouth with good border and holds that for an hour and then remove it; this is the shape of the cautery.
E cauteriza am qual que tu voys extremittat segon que a tu es possible.	And cauterize as you wish your extremity according to what is possible for you.
E aquesta es la forma de la cannula:	And this is the shape of the cannula:
Capitol .xxii.	 Chapter 22.
De cauterizacio de extrophulos.	Of cauterization of extremities.
Quan extrophulos so de flecma e de humors fregas e no so hobedientz a digistio per medicinas e tu voys la digistio de aquelas leugerament, lahoras tu igneys le cauteri conquau la forma del qual es aquesta seguen, havent dos extremitatz hubertas per que yesca le fum deves le cauteri per l’autra extremitat, e pausa aquel ignit sobre aquel apostema una veguada, e autre si indigeyses de aquel, entro que pervengua al preon del apostema.	When the extremities are weak and affected by humors and not obedient to digestion due to medicines and you wish to make them obey again, then approach the cautery with the shape it will have, having two extremities ready so that the smoke of the cautery can be applied to the other extremity, and place that ignited over that abscess a movement, and if necessary of that, until it reaches the center of the abscess.
E si l’apostema es pauca, lahoras pausa le cauteri segon la quantitat del apostema, e aprop leyssa le per tres jorns e pausa sobre lu coto enfus en boder entro que sia remaugut aquo que·l foc ha comburit.	If the abscess is small, then pause the cauterization according to the amount of the abscess, and leave it for three days and place it on the side in a bandage soaked in boiling water until it has been completely burned by the fire.
E aprop cura aquel am enguent e tentas e draps entro que sia sanat.	And then care for that wound and dress it with bandages until it is healed.
E la forma de la cannula o deu cauteri a tal es comveyter.	The shape of the needle or pointed cautery in such cases is as follows.
Capitol .xxiii.	Chapter 23.
De cauterizacio de rauquiera de votz e de constriccio de ale.	Of the cauterization of warts on the feet and the contraction of hares.
Quan las humiditatz veno sobre le quanal del pulmo, e majorment quan aquo es am fregiditat de compleccio, lahoras cove que·l malaute sia evacuat al comensament am medicinas laxativas, e aprop cauteriza aquel deves la razit del golayro en le loc depremegut.	When moisture comes onto the surface of the lung, especially when it is accompanied by complications, then it is necessary to evacuate the patient at the beginning with laxative medications, and then cauterize that place on the location where the lung is compressed.
E guarda te que no pervenguas am le cauteri al golayro ni no comburas de la codena de lu sino un pauc.	And be careful not to touch the cauterization on the lung or burn the lining of the lung, but a little.
E cauteriza aquel am autra cauteri deves la junctura del col en le derier espondil de lu.	And cauterize that place with another pointed cautery at the joint of the neck on the back spine of the lung.
E·l cauteri de lu sia clavilh sego la maniera precedent.	The pointed cautery should be held in the same way as before.
E aprop cura aquel am aquo que es precedit entro que sia sanat.	Then, take care of that thing which was previously put inside until it is healed.
Capitol .xxiiii.	Chapter 24
De cauterizacio de malautia del pulmo e de tos.	Of the cautery for lung disease and cough.
Quan tos e malautia de pulmo so de humiditatz fregas e le malaute no ha febre ni tisic e es malautia antiqua, lahoras cauterisa aquel am dos cauteris sobre la furcula en les locz depremegutz leontz e buoytz; e am autra cauteri en le mieg loc del pietz entre dos mamillos; e sia le cauteri clavilh segon la forma precedent.	When cough and lung disease are caused by moist humors, and the patient does not have a fever or tuberculosis, but rather an old illness, then cautery is applied to that thing with two cauteries on the furcula in the places where the ribs meet the sternum; and another cautery in the middle of the chest between two nipples; and the pointed cautery should be held as before.
E si vols, sia la tua cauterizacio punctan am le cauteri que es apelat puncta, la forma del qual precedeys en la ponctacio de dolor de aurelhas.	And if you want, your cautery should be pointed with the cauteries called puncta, in the form that was previously described in the punctation of heel pain.
E sian puntz entro cays ad aquels; e aprop cura aquel am aquo meteys que es precedit entro que sia sanat.	And insert the points into those; and then take care of that thing which was previously put inside until it is healed.
E ya sia le cauteri haventz tres ramps quar cauterizacio es am aquel: am una veguada podes far tres cauteris segon aquesta forma:	And if the cautery has three points, which is common for cauterization, you can make three cauteries in this way:
Capitol .xxv.	Chapter 25
De cauterizacio de titillic que es le cap del ajutori.	About the cauterization of the nipples, which is a helpful remedy.
Quan le cap del ajutori es dislocat per causa de humiditatz lubricas e no es fermat en la hora del sieu retornament deves la sua dislocacio entro que sia a lu aquo costuma de retornar, e aprop per un petit movement es deslocat ayssi que s’endeve, ayssi cum nos havem testificat, lahoras cove que primieyrament redusiscas la dislocacio, e aprop le malaute sia reversat sobre le sieu dos o sobre le latz sa; e aprop eleva la codena la qual es en la partida dedintz del citillic a las partidas desus am les ditz de la tua ma sinistra, si la junctura es dislocada a las partidas dedintz.	When the location of the remedy is displaced due to excessive lubrication and cannot be stopped at its return time, it should be returned before it returns to that usual position, and with a small movement it can be moved as we have proven, therefore first reduce the displacement, and then turn the patient on their back or on their side; and raise the chin, which is in the part of the nipple to the parts above and below.
E aprop igneys le cauteri havent dos caps; e aquesta es la forma de lu:	And if the cautery has two points, this is the form of it:
E aprop cauteriza la codena entro que penetre aquela entro al autre latz; e vindra la figura de cauterizacio lahoras de iv caps cauteris.	And if you cauterize the chin before it enters the other side; and then the figure of cauterization will be as follows from four cauteries.
e so aquel subtils segon la quantitat de tenta; e aquesta es la forma de lu:	And it is according to the amount of tension; and this is the form of it:
E alcunas veguadas es ajustat segon aquest comte i per que son les cauteris .viii.	Some cauteries are adjusted according to this count and because they are eight in number.
E aprop pausa sobre le cauteri porys cuytz am sal, e aprop fay adherir le malaute a trenquilitat, e lo membre no sia maugut per alcun temps entro que sia confortat.	Then place your hand over the cauterized area and help the patient to relax, and the member should not be discomforted for any time until it is comfortable.
E si la dislocacio es a las partidas desus e tart es fayt aquo, lahoras cauteriza sobre le muscle am cauteri clavilh o am motz cauteris puntan, quar la junctura es confermada e la humiditat es romauguda e le malaute es sanat.	And if the dislocation is at the parts above and below, then make that, and if the joint is confirmed and the moisture is removed, and the patient is healed.
Capitol .xxvi.	Chapter 26.
De cauterizacio del stomac.	Of the cauterization of the stomach.
Quan veno en l’estomac freg e motas humiditatz entro que aquel extrazo de la sua compleccio e so multiplicatz raumases a lu, e si tu continuas las manieyras de curacio e no confereyso, lahoras cove que le malaute sia sobre le sieu dos ressupinat, e extenda las suas mas e las suas coysas, e aprop cauteriza aquel am tres cauteris: an un cauteri dejos le pietz per la quantitat d’un dit am cauteri clavilh, e am dos cauteris dejos del dos costatz del cauteri, entro que vengua la figura de cauteri triangulada; e elonga entre els que no sian ajustatz que faran poyredura.	When there is cold and moisture in the stomach that comes out of its composition and multiplies in it, and if you continue the methods of cure and do not confirm it, then cover the patient with two blankets, and extend his arms and things, and then cauterize that with three cauteries: one cauterized on the chest for the amount of one cauterized clavilh, and two cauterized on the sides of the cauteri, forming a triangular figure; and lengthen those that are not adjusted to make them equal.
E si la profunditat del cauteri la quantitat de les dos terses de la grocesa de la codena.	And if the depth of the cautery corresponds to the thickness of the two skin folds of the neck's crease.
E sia la figura del cauteri segon aquesta forma ses addicio, E si vols, cauteriza am gran cauteri en le mieg loc del estomac segon aquesta forma; et aquest sia un cauteri segon la forma de cercle segon aquesta forma:	And if the shape of the cautery is like this, then add it. And if you want to cauterize with a large cautery in the middle of the stomach according to this form; and this is a cautery in the form of a circle according to this form:
E sia cauterizat l’estomac punctan ad aquel que de aquest cauteri es spaventat: e es que tu senhes sobre l’estomac punt segon la quantitat que voles am tenta, e aprop cauteriza aquel am cauteri en les puntz; e aprop cura aquel am la curacio qu’es precedita entro que sia sanat.	And if the stomach is cauterized at the point where this cautery frightens, then place your hand over the stomach according to the amount you want to test, and then cauterize that point with this cautery; and then care for that point with the healing that precedes it until it is healed.
Capitol .xxvii.	Chapter 27
De cauterizacio del fietge fret.	Of the cauterization of the throat.
Quan endeve en le fietge dolor per fregiditat o per humiditat o per grossa ventositat entro que de la sieua normal compleccio sia getat per egressio superflua, e es curat le malaute am aquo que havem dit e no comfereys, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e senhes am tenta tres cauteris segon aquesta forma et aquesta quantitat meteyssa sobre le fietge dejos dels ipocondres, la hon perve le decubit de home.	When there is pain in the throat due to cold or moisture or heavy breathing before the normal complexity of its condition is disrupted by excessive exit, then place the patient on his back, and do not compare it with what we have said, but rather place three cautery points according to this form and this amount between the shoulders, which is the position of a man.
E sia l’espazi le qual es entre quascun cauteri segon la grossetut del dit, e sia le cauteri segon la longitut del cors dreyta.	And let the space between each cautery be according to the greatest width of the said, and let the cautery be according to the length of the body straight.
E no compremas la tua am le cauteri mot.	Do not touch the patient with the cautery.
E si la quantitat de aquo que es adhurit la quantitat de la maytat de la specitut de la codena, e no y sia pus ajustat; e si le malaute stant sobre les pes de lu; e si no es estant, lahoras sia jassent, le qual ja ha extendudas las suas coysas, e eleve les sieus brasses.	And if the amount of water that is adhered to the quantity of the upper part of the spine is not adjusted; and if the patient is standing on his feet, then lift the lower parts of the body and raise the arms.
E es aquesta la forma del cauteri:	This is the form of the cautery:
E a tu es possible que cauterizes aquestz cauteris am cauteri cutellar, quan es am tu subtilitat e prudencia en l’art.	And it is possible for you to cauterize these cauteries with a pointed cautery, when you have subtlety and prudence in the art.
E guarda te que trop no procesiscas en la cauterizacio, e sia adhurida la specitut de tota la codena per que sia adhurit tot le cors e pervengua entro als budels, quar la codena aqui es subtil; e sapias aquo.	And be careful not to proceed too much in the cauterization, and let the spine be adhered to the whole body so that it can reach into the intestines, as the spine here is thin; and know this.
Capitol .xxviii.	Chapter 28.
De perforacio de apostema del fietge am cauteri.	Of piercing of abscess in the foot with a pointed cautery.
Quan endeve excitura o apostema en le fietge e voles saber si aquel apostema es en le carn del fietge o en la tunica de lu, lahoras si es en la carn del fietge, le malaute atrobo gravitat e dolor ses acuitat.	When the swelling or abscess in the thigh occurs and you want to know if that abscess is in the flesh of the thigh or in its tunic, then if it is in the flesh of the thigh, the patient's weight and pain are increased.
E si es en la tunica del fietge, am la dolor es acuitat gran e vezes que ja afatiguatz les metges la cura de lu.	And if it is in the tunic of the thigh, then the pain is often severe and has exhausted many doctors with its treatment.
Donc cove que·l malaute sia enversat sobre la sieua cervit; e aprop senha le loc de l’apostema am tenta; e aprop igneys le cauteri le quel es asemblat a rag, la forma del qual a precedit en l’autra pagina.	Therefore, turn the patient on their side; and then examine the location of the abscess, and then use a cautery that is shaped like a hook, the form of which was previously described on the other page.
E cauteriza am aquel i cauteri entro que tota la codena sia comborida, entro que pervengua al ciphac, entro qu’en yesca sania.	And then cauterize that and cautery until the entire wound is closed, until it reaches the bone, until it heals.
E aprop cura aquel per curacio dels autres apostemas entro que sia sanat.	And then treat that until it is cured, like the treatment of other abscesses until it is healed.
E no cove que de aquesta forma de cauteri use sino aquel del qual le estudi en l’art de medicina es prolonguat, e en las mas del qual motas malautias an conogut; mays aquest am esperiment alcunas veguadas sia ardit sobre aquesta operacio, mays empero leyssa aquela deves nos, e es miels.	And do not use this form of cautery except for the one that is prolonged in the art of medicine, and in which more bad outcomes have been known; but this has tried some time ago on this operation, however it is better to leave it alone and it is less harmful.
Capitol .xxix.	Chapter 29.
De cauterizacio de plauresi.	On the cauterization of gout.
Diyssero les antics cauteri de las razitz de aristologia a plauresi frega segon aquesta manieyra esser fazedor, e es aquest que tu prenguas de las razitz de aristologia longa secca una razit pun longua que es trobada, e sia de la grossetut del dit.	The ancient cauteries of the joints according to astrology are second to this method, and this is the one you should use from the long dry stick that is found, and it should be as thick as possible.
E aprop submergeys aquela en oli e eysen aquela al foc, e aprop cauteriza per un cauteri en aquel loc le qual es entre la continuacio de la furcula am le col; e am dos cauteris petitz dejos guidazi, un pauc declinans a la partida que es dejus la barba, e am dos cauteris en aquo que es declinant entre la quinta costa e la cizena, declinant un pauc a las partidas detras; e am autre cauteri en le mieg loc del pietz; et am autre sobre l’estomac, et am tres cauteris de las partidas detras; et am un cauteri en aquel loc le qual es entre las dos spallas, e am dos cauteris dels dos latz del pietz, dejos le cauteri le qual es entre doas spallas.	And then immerse that in oil and place it on the fire, and then cauterize with a cautery at that location which is between the continuity of the shoulder blade and the collarbone; and with two small cauteries placed next to each other, one declining slightly towards the part where the beard was located, and with two cauteries in that area which are declining between the fifth rib and the diaphragm, declining slightly towards the back parts; and with another cautery at the middle of the chest; and with three cauteries on the back parts; and with another cautery in that location which is between the two shoulder blades, and with two cauteries on the sides of the chest, next to the cautery that is between the two shoulder blades.
E no cove que compremas la tua ma am le cauteri, ans sia en le manifest de la codena en obra.	And do not hold your hand near the pointed cautery, but rather in the palm of your hand.
E ja diyssero alscus antics que so alscus dels homes les quals uson de cauteri de ferr semblant a ray e igneysso aquel, e meto aquel en aquel loc le qual es entre las costas, entro que pervenguam am aquel ad aquel apostema e sia foragetada sania, ayssi cum havem dit en l’apostema del fietge.	And it has been said that ancient healers used pointed cauteries similar to fire and iron, and they placed them in the location between the ribs, until they reached the pustule and removed the bad blood, as we have mentioned in the pustule of the finger.
Mays en aquesta perforacio am cauteri no es ses temor, quar hu mor tantost ho accideys en le loc fistula a la qual no es sanacio.	In this perforation, the pointed cautery should not be used, as it has often caused harm in the location of the fistula that does not heal.
Capitol .xxx.	Chapter 30.
De la cauterizacio de la melsa.	Of the cauterization of the tongue.
Quan tu curas la malautia de la melsa am aquo que havem dit de la curacio en la divisio e no confereys la tua curacio, lahoras cauteri en lu es segon tres manieras, las quals totas son dreyturieras, de las quals la una es que fassas tres cauteris o quatre linhan segon la longitut de la melsa segon la figura dels cauteris del fietge, la figura dels quals ha precedit.	When you treat the disease of the tongue with what we have said about treatment in the division and do not compare your treatment, then cauterize it in three ways, all of which are correct, one of which is to make three or four cauterizations along the length of the tongue according to the figure of the cauteries of the finger, whose figure has been mentioned.
E sia entre quascun cauteri la grossetut d’un dit o un pauc mes, e la manieyra del cauteri sia la manieyra la qual havem dita en le cauteri del fietge engualment.	And each cautery should have the width of a finger or slightly more, and the handle of the cautery should be the same handle as in the finger cautery equally.
E no compremas la tua ma am le cauteri; e le malaute sia eves sobre lo sieu dos.	And do not place your hand on the cautery; and the patient should be lying on their back.
E es autra manieyra de cauterizar, so es que tu igniscas le cauteri haventz dos vertimentz, la qual causa havem dita en le capitol de dislocacio del muscle, e elava la codena la qual es en le endreyt de la melsa la hon perve le jazer del malaute sinistre.	And another way to cauterize is that you ignite the cautery with two flames, which causes the phenomenon we have mentioned in the chapter of dislocation of the muscle, and lift the ligament that is at the end of the tendon, which holds the joint of the patient's left leg.
E sia la tua elevacio am la qual elevas la codena segon la longuesa del cors, per que sian faytz cauteris segon la latitut del cos.	And your elevation should be the one that lifts the ligament according to the length of the body, so that the points can be made at the appropriate latitude.
E aprop entromet les dos vernimentz, ignitz mot, en aquel entro que am aquels penetres la codena de la autra part.	And then introduce the two flames, light one, in the moment when those penetrate the ligament of the other part.
E aprop extrayt le cauteri; e donc son faytz quatre cauteris.	And then extract the cautery; and thus four points have been made.
E si voys, cauteriza am cauteri havent tres vernimentz.	If you see, cauterize with the cautery having three flames.
E aprop tu cura le cauteri pus que aia laysat de getar brac per trops jorns, quar mays es comferent que las autras causas precedentz en la curacio.	And then you should cure the pointed cautery that has been left in for too many days, as it is more likely to cause complications than the other previous causes of treatment.
Capitol .xxxi.	Chapter 31.
De cauterizacio de ydropici.	Of the cauterization of hydrocele.
Cauteri no catz en ydropici sino en alcinte3 propriament.	Cauteries are not used in hydrocele but in the scrotum itself.
Quan tu curas le ydropic am las manieyras de curacio las quals havem ditas en la divisio e no confereys la tua curacio, lahoras cove que aquel cauterizes am quatre cauteris en le cercuit del embelic e am un cauteri sobre l’estomac, e am autre cauteri sobre le fietge, e am autre cauteri sobre la melsa, e am dos cauteris entre les spondils del dos, e un cauteri en lo dreyt del pietz, e am autre cauteri sobre l’estomac.	When you are treating hydrocele, follow the methods of treatment that we have mentioned in the division and do not compare your treatment with theirs, but rather use four cauteries around the umbilicus, one cauterizing over the stomach, another over the chest, another over the belly, and another two between the ribs on the back, and one cauterizing in the right side of the chest, and another over the stomach.
E la quantitat de la profunditat del cauteri sia propdana a la spicitut de la codena.	And the depth of the cauterization should be proportional to the size of the wound.
E aprop layssa le cauteri ubert per so que gete brac per lonc temps.	And then leave the cauteries in place for as long as possible.
E no evacuas le malaute de curacio aprop le cauteri am aquo que cove per que sian agreguadas a lu doas entencios, e sira festinada a lu am ajutori sanacio.	And do not cure the patient too quickly with that pointed cautery which heals by causing the two opposite forces to be united to him, and it should be applied gradually with help from the healing process.
La forma del cauteri am lo qual es cauterizat lo ventre sia clavilh segon que la forma de aquel es desus precedent, e es aquel am le qual es cauterizat le dos sia olivar segon qu’es precedent a la sua forma.	The shape of the pointed cautery that is cauterized on the abdomen should be like a clavichord according to the form mentioned above, and the one that is cauterized on the two sides should be like an olive according to its previous form.
Capitol .xxxii.	Chapter 32.
De cauterizacio de pes e de las coyssas.	Of cauterization of the feet and thighs.
Quan les pes so apostematz en ydropitz e so repletz de aygua sitrina, cove que cauterisas les pes sobre le dos del pe in nocrati aquo que es entre le auricular e le anular, e eleva la tua ma am le cauteri e no torses aquel; e aprop eleva la tua ma, e no retornes aquela de tot, quar l’aygua satrina rezuda.	When the feet are filled with water and sitrina, it is said that you should cauterize the feet on the inside of the ankle, between the ear and the annular bone, and raise your hand above the cautery and do not twist it; then raise your hand again, and do not return to that position, because the sitrina water will evaporate.
Es le cauteri segon aquesta forma: E aprop fay sobre las doas coyssas dos cauteris, e en quascuna coysa sia feyt cauteri am la extremitat del cauteri cutellar.	And the cautery should be shaped like this: And then make two cautery points on each thigh, and in each thigh, make a cautery at the end of the cautery blade.
E sia le cauteri segon la longitut de la coyssa: i dejos le denolh e l’autre jos le mieg loc de la coyssa; e sobre quascuna coyssa dos cauteris.	And the cautery should be of the length of the cushion: and the first one on the top, the other at the bottom of the cushion; and over each cushion two cautery points.
E layssa la plagua uberta ses curacio per lonc temps per so que alcuna aygua resuda de lu.	And leave the wound open for a long time so that some of its pus can drain from it.
E aprop cura le am aquelas causas las quals havem ditas.	Then take care of those causes that we have said.
Capitol .xxxiii.	Chapter 33.
De cauterizacio de cos de ventre.	Of the cauterization of womb.
Quan cos de ventre es per freg e per humiditat entro que debelice las vertutz, so es la vertut digestiva e retentiva, las quals so en l’estomac e en les budels, e es curat aquo am las manieyras de curacio e no confereys, e vezes le malaute suffertan cauteri de vertut exhiberant, lahoras cauteriza aquel am gran cauteri sobre le sieu stomac segon que a precedit en la cauterizacio del estomac, am le cauteri del cercle e am quatre cauteris en le cercuit del embelic subtils, am cauteri clavilh subtil; e am cauteri sobre le alcatin sobre alozis gran, o am dos cauteris.	When the womb is affected by cold and humidity that enter through weaknesses, then the digestive and retentive virtues are lost, which are in the stomach and intestines, and these are cured with those methods of treatment and not confined, and sometimes the patient suffers from cauterization of virtue showing, therefore cauterize that with a large cauterization on their stomach according to what was previously done in the cauterization of the stomach, with the cauterization of the circle and with four cauterizations around the subtle umbilicus, with the subtle clavilh cauterization; and with the cauterization over the alcatin on aloes large, or with two cauterizations.
E si vezes las humiditatz exhuberants e le malaute aquo tollerant, lahoras cauteriza aquel sobre le pentenilh e sobre les budels, e fort leu ajustant dos cauteris sobre l’estomac e prop dels inguonas, quar es curacio perficent de juvament de la qual no erras.	If you see the excessive humidity and the patient is tolerating it, then cauterize that above the perineum and on the intestines, and strongly adjust two cauteries on the stomach and near the groins, as this cure significantly improves the condition.
Capitol .xxxiv.	Chapter 34.
De cauterizacio de emorroydas antiquas.	On the cauterization of ancient ulcers.
Quan so en la natura derier emorroydas antiquas o una de humors grossas fregas o de humiditatz corrompudas, e son curadas am aquo que havem dit en la divisio e no confereys la tieua curacio, lahoras cauterisa am tres cauteris sobre le pus dejos spondilh del dos petit e petit triangular, e am cauteri desus le ombelic cays per dos ditz.	When there are ulcers in their nature or one of thick humors that have been infiltrated, and they are cured by the method we have mentioned in the division, do not compare it to the other cure, then cauterize with three cauteries on the belly button and two on the abdomen.
E si doptas que l’estomac de lu sia enfregidat e la vianda de lu no sia degerida, e la cara de lu vezes apostemada, lahoras cauteriza aquel sobre l’estomac am gran cauteri segon que es precedit; e am un cauteri sobre fietge, e am autre cauteri sobre la melsa de lu am cauteri clavilh, e leyssa le cauteri per alcun temps ubert, e aprop cura lu entro que sia sanat.	And if it is decided that the stomach of the patient is infiltrated and the food of the patient is not digested, and the face of the patient is swollen, then cauterize that above the stomach with a large cauteri as mentioned earlier; and with one cauteri on the forehead, and with another cauteri on the cheek of the patient with a clavilh, and leave the cauteri for some time under, and cure the patient inside before they are healed.
Capitol .xxxv.	Chapter 35
De cauterizacio de atheyl aprop la abscizio de lor.	Regarding the cauterization of the kidneys near their abscesses.
Quan tu abscindes atheyl, lahoras tu igneys le cauteri que es asemblat a ray.	When you remove the kidneys, use a cautery that resembles a ray.
Aprop entremet aquel ignit en aquel atheyl abscis, e ultima la tieua ma entro que pervengua le cauteri al orifici de la vena de la qual ve la sanc.	Then place that burning cautery in the removed kidney, and wait until it reaches the opening of the vein from which the blood flows.
E fay aquo una vetz o doas, quar si achieyl son trops, lahoras cauteriza quascun de lor segon que havem recontat, e aprop cura aquels am aquo que confereys a lor dels enguentz entro que sia sanat.	And do this once or twice, if they are too much, then cauterize each one after you have returned them, and care for those who receive that which is given to them from the tinctures until they are healed.
