Ayssi comensan las paraulas de Albucasim .	And now begins the words of Albucasis.
Mays si accideys flux de sanc, lahoras submergeys esponga o drap en aygua frega e pausa sobre la aurelha, e usa del autra curacio la qual restrengeys le flux del sanc, la qual es dita en le tractat de distillacio.	If there is a flow of pus, then immerse a cloth or cloth in cold water and place it on the ear, and use another remedy that restricts the flow of pus, which is mentioned in the treatise on distillation.
Capitol .viii.	Chapter VIII.
De cura de athezil le qual endeveno a las palpebras.	Of the care of atezil, which occurs in the eyelids.
Athezil les quals endeveno a las paupebras dels huels alcuna veguada so humitz, alscunas veguadas son secs.	Athezil, which occurs in the eyelids of some people due to a humid condition, and in others due to a dry condition.
Donc cove que tu tenguas aquels am tenhalhas o am onci, e inscindas aquels am espatum de las suas razitz, e aprop pausa sobre les locs segi trissat.	Therefore, you should hold those eyes open or closed, and cut those eyelids from their roots, and place your hand over the areas according to the following.
Mays si dolor am flux de sanc veno, lahoras tu cauteriza aquels am cauteri lanticular subtil.	If the pain is caused by cold blood flow, then you should cauterize those eyelids with a fine cautery.
E la milhor cauterizacio es aprop las inscizios e tropas veguadas retornam quan reman alcuna causa de sas razitz; e quan so cauterizadas am foc, aquelas razitz son comburidas e no retornan.	And the best cauterization is to cut and scrape those dry areas when they return to their original state; and when they are cauterized with fire, those eyelids are burned and do not return.
Capitol .ix.	Chapter IX.
Cura de grandeyssa que veno a las palpebras dels huels.	Of the care of greatworms, which occur in the eyelids of some people.
Motas veguadas endeve en las palpebras dels huels alcuna causa la qual es asemblada a grandissa en sa fortalicia e duricia, e per so grandissia es apelada.	They occur due to some cause in the eyelids of some people, which is similar to greatworms in their strength and hardness, and because of this, they are called greatworms.
E es agreguacio de humiditat grossa en la palpebra dejos e desus.	And there is an accumulation of thick moisture under and above the eyelid.
Donc la opperacio en lor es que consideras lahoras si la grandissia es procedent en lu en aquo que apar de la palpebra e es mauguda a tota partida; e la causa de lu es leugiera.	Therefore, the operation on them is considered if the large one comes out of that which appears from the eyelid and is moistened throughout; and the cause of it is unknown.
Donc fen sobre aquela am fissura per la latitut, e aprop escorga aquela de tota partida am facilitat entro que evasesca, e aprop suspen aquela am onci e abscindeys aquela.	Then make an incision over that with a sharp instrument to facilitate its exit, and then suspend it with a thread and cut it off.
Mays si a tu no es apparelhada la incizio de lu si no pus que penetras la palpebra am inscizio pauc a pauc, lahoras aquo no notz en deguna causa.	But if you are not prepared for the incision of it and do not push it so that it does not penetrate the eyelid with the incision, then in no case will it be noticed.
E si la figura es gran, lahoras tu l’ajusta am sutura; e cura aquela entro que sia sanada.	And if the figure is large, then you adjust it with stitches; and cure it within that which is healed.
E si es pauca, a tu no sobrevindra mal per aquela quar l’anguent de lu restaura aquela e encarna.	And if it is small, then it will not cause harm to that which the oil of it restores and envelops.
E si la grandissia es declinant a las partidas dedintz de la palpebra deves la superficia dedintz, lahoras evesa la palpebra e suspen la grandissia am onci, otra que tu indigescas de incizio, e prem aquela de tota part, e si la palpebra per inscizio es alonguada, aquo no notz en deguna causa.	And if the large one declines towards the parts inside the eyelid, then open the eyelid and suspend it with a thread, another that you have chosen for incision, and press it throughout; and if the eyelid is lengthened by the incision, then in no case will it be noticed.
E aprop la incizio, lava le huel am aygua salada; e cura le loc am aquo que encarna entro que sia sanat.	And then, approach the beginning, wash the wound with salted water; and treat the area with what is inside that will heal it.
Capitol .x.	Chapter X
De la cura axcirnah en la palpebra desus del huel.	About the treatment of eyelids above the wound.
Axcirnath es grays le qual es engendrat en las tunicas de la palpebra desus, e majorment endeve als enfantz, agrava les huels de aquels et accideyso a lor catartz le mayti; e no podon reguardar la claror del solelh per aquo quar lagremas se coytan ad aquels.	Axcirnath is gray matter that is produced in the tissues of the eyelid above, and mainly affects children, worsening their wounds and causing them to lose their sight; and they cannot see the light of the sun because tears gather in those.
E per so tu vezes aquels jaser sobre les lors caras tot temps, e sobre les lors caras dormen; e so a las palpebras de lor dejos les sobrecils humidas, las quals ja ha cuberta imflacio, e iminencia de accernac apparent es en l’uelh; e que quant tu premes le loc am les tieus ditz, tu centes accernac entro aquels.	And so you often see them talking to the corners of their eyes all the time, and to the corners of their eyes while they sleep; and those are the eyelids behind their brows, which have been covered by inflammation, and the appearance of pus is in the wound; and when you press the area with the tips of your fingers, you can feel the pus inside.
E alcuna manieyra de opperacio es en aquel que le malaute pausa le sieu cap en le tieu se, e aprop pausa drap de li e de lu fay calgua, e fay de lu cercle segon la quantitat la qual contena arthernach de tota partida, e aprop pausa aquel sobre aquela e prem am les tieus ditz de tota per que sia agreguat arcernac en le mieg del cercle, e aprop fen en le mieg de aquela humiditat am spatum inscident am fissura per la latitut, e la fissura no sia major que la fissura que es fayta en flaubotomia.	And sometimes the operation is performed on that person who lies on his back and places his head on the bed, and then place a cloth under him and over him, and make a circle according to the amount of pus contained in all parts, and then place that above it and press with the tips of your fingers from all sides so that the pus is accumulated in the middle of the circle, and then perform an incision in the middle of that humidity with a sharp instrument so that the wound does not become too large.
Mays en le preon cove que tu fendas la codena tota entro que pervenguas ad arcernach, quar en las mays desposicios proceseys arcernach per fissura segon la forma de grayseza blanca.	In the first incision you make in the abdomen, go as deep as possible until you reach the peritoneum, where in the most dislocated processes, the peritoneum is usually cut according to the form of white goose.
Donc extratz aquela am draps los quals tu as envolopatz entre les tieus ditz a las partidas deforo e revolv entre la ma dextra e sinistre entro que sia dispargut.	Then extract those clots that you have wrapped between the thighs, called parts of the uterus, and revolve them between your right and left hand until they are dispersed.
E guarda te que no ajustes en la fissura per so que am le spatum no pervenguas al huel e ladescas aquel.	And be careful not to push through the incision so that the sperm does not reach the bladder and the other falls away.
Mays si no apar a tu arternach en le comensament de la fissura, mays que tu ajustes en la fissura un petit am fecilitat entro que procesisca arternach; e aprop extratz aquela ayssi quo havem dit; e aprop submargeys draps de li en aygua e vi agre e pausa les sobre le loc e estrenh aquels am polvils.	If you do not find any sperm at the beginning of the incision, then push through the incision a small forceps until you reach the other; and then extract that which we have said; and underneath, moisten cloths with warm water and place them over the area and strengthen those wool pads.
E so alcus que trissan sal e pausan aquel en la conquavitat de la fissura per so que aquo que es remas de aquela humiditat.	And remember that they sprinkle salt and place it in the cavity of the incision to prevent that which is remaining from that moisture.
E aprop cura aquel entro que sia sanat.	And then cure that which has been healed.
Mays si accideys en le loc apostema caut, lahoras cura aquel am emplastres cedatils entro que sia sanat.	If an abscess occurs in the area, then cure it with healing ointments until it is healed.
Capitol .xi.	Chapter XI.
De manieyras de tactimi del huel.	Of the methods of touching the wound.
Quan en las palpebras dels huels so natz pels ajustatz dejos les pels naturals e so antiquatz, lahoras aquels noso al huel e fan endevenir manieras de malautias ayssi cum lacrimas assiduas e mollificacio de palpebras e tela entro que aquo sia causa de destruccio del huel que s’apela tactinir del huel, e cura se en quatre manieyras: o per cauteri am foc; o am medicina acuta segon que denant es dit en le capitol de cauteri; o es fayt atactini per inscizio e sutura; o per cannas segon que yeu diyre.	When the eyelids of wounds are not adjusted by their natural hairs and are antiquated, then touch those to the wound and make methods of evils as such with frequent tears and softening of the eyelids and cloth until that which is causing destruction of the wound, which is called tactinir of the wound, and cure it in four ways: either by cauterization with fire; or by acute medicine according to what is said in the chapter on cauterization; or it is done by incision and suture; or by cannulas as I have said.
E donc cove que tu pauses le cap del malaute en le tieu se; aprop converteys la palpebra del uelh am la tua ma sinistra, e si es convertida, bo es; e sino, entromet agulha en aquela en la qual sia fiel de la partida pus dejos de la palpebra, e fay penetrar la agulha am fiel desus, e aquo sia — prop del marge de la palpebra en le qual naysso les pels — prop dels pels, e tira le fiel a las partidas desus am la palpebra, e converteys aquela am le ray.	And therefore cover that you place the cap of the wound on your left hand; then convert the eyelid of the wound to your left hand, and if it is converted, it is good; and if not, insert a needle in the part where it is most likely to be near the edge of the eyelid, and let the needle penetrate above, and that which is on the edge of the eyelid, near the hairs, and pull the thread above to the palpebra, and convert it to the ray.
E aprop fen en la partida dedintz de la palpebra dejos les pels ajustatz am spatum inscidentz del lacrimal major entro al lacrimal mendre; e aprop extratz le fiel e pausa dejos la palpebra polvilhs petitz de coto o de drap, e aprop senha sobre la palpebra am tenta, e sia ayssi cum figura de fuelha de mirt.	And then insert a needle in the part of the eyelid behind the eyelashes, adjusting it with the incisors of the lacrimal major into the lacrimal minor; and then remove the hair and place it behind the eyelid, covering it with small cotton or cloth, and then place a tent over the eyelid, and it should be as in the shape of a fan.
Mays empero cove que sia la figura segon la quantitat de helevacio de la palpebra, quar aquo ja es diversificat en les homes, quar de aquels es le quals indigeys que sia inscidit de la palpebra gran quantitat segon la quantitat per la qual la palpebra es mollificada.	But it is important to note that the shape varies according to the degree of eyelid elevation, which differs among men, and those who require it to be incised from the eyelid by a large amount according to the amount by which the eyelid is softened.
E aprop fen am le spatum sobre las doas linhas las quals has senhadas, e comensa del lacrimal major entro al lacrimal menor.	And then insert a needle in the two lines that you have sutured, and begin from the lacrimal major into the lacrimal minor.
E si’ la tua fissura prop dels pels naturals ayssi cum es la grossetut del rey.	And if your incision is near the natural hairs, it should be as large as the largest of the king.
E aprop met le onci en un dels dos angles de la codena, e aprop excoria aquela tota, e aprop ajusta am la scitura las doas labias am gula o fiel de lana subtil, e abstergeys le sanc, e fay adherir aquo que superflueys dels fiels sobre dos sobrecils am alcunas causas enviscans, si voles far aquo, e sino, non cures.	And then place the onion in one of the two corners of the coda, and then scrape it all, and then adjust the suture with the two lips of wool or thin wool, and remove the drainage, and make that which superfluously over the two eyelids stick to some causes enveloping, if you want to do that, and otherwise, don't care.
E aprop leyssa la sutura dels fiels entro a tres dias o quatre, e aprop cura aquo.	And then remove the stitches from the wound after three or four days, and care for that area.
E si vols, layssa la plagua ses sutura, e cura aquela am aquo que exsicca e constrenh, quar la palpebra es alevada deves la sigillacio de la plagua e la agreguacio de lu; mays sutura es milor E donc aysso diysso les antics de taxanir.	If you wish, leave the stitches in place and care for that area with a dry and constricting bandage, because the eyelid is raised due to the sealing of the wound and its adhesion; however, stitches are better. Therefore, do not remove them prematurely.
Mays empero en lu sia sollicitut sobre le malaute, e es de bona operacio, e no es en lu temor.	However, it is important to be careful when dealing with the patient, and it is a good operation, not due to fear.
E es autra manieyra en taxmir, e es que senhes sobre la palpebra figura ayssi cum fuelha de mirt, e aprop eleva la palpebra am tres uncis segreguatz e congreguatz segon aquesta forma:	And there is another method in taxanir, and it is that you place a figure of a mirror on the eyelid, and then raise the eyelid at a three-inch angle and gather it according to this form:
Mays si no es possible aquo, tener les uncis, e aquo no es engualhat, lahoras pren una agula en la qual haia fil e met aquela en le mieg de la figura, e entromet le autre fiel prop le lacrimal major, e·l fiel segon prop le lacrimal mendre, e ajusta entre les tieus ditz les fiels am equalitat, e aprop am aquels eleva la tua ma am elevacio engual, eleva tota la codena sobre la qual es senhat ayssi cum havem recomtat.	If it is not possible to do that, then hold the eyelid at a three-inch angle, and if it is not equal, then take a needle with thread and put it in the middle of the figure, and insert the other needle through the lacrimal major, and the second needle through the lacrimal minor, and adjust the threads so that they are equal, and then raise your hand to the same height as we have recommended.
E aprop ajusta las doas labias de la plagua am sutura, e cura aquel entro que sia sanat.	And then adjust both sides of the wound with stitches, and cure that which is not healed yet.
Mays si accideys apostema deves la tua inscizio o la tua fissura, seda aquel apostema am cerot e a lu semblantz, e am enguentz.	If a blister occurs on your finger or in the fold of your skin, cover that blister with wax and the same kind of ointment, and apply it.
E alcunas veguadas endeve a la palpebra que·ls sieus pels sian convertitz, adonc cove que tu uses en aquela de aquo que havem dit de inscizio; mays sutura en quascus es mays artificial.	Some eyelids are attached to the eyeball by their own eyelashes, so cover that with what we have said about the wound; but stitching in the place where it is more natural.
Ataxinir am cannas es segon aquesta forma:	To stitch the tendons is as follows:
e es que tu convertas la palpebra e scindas la figura qu’es dedintz segon que he recontat; e aprop per art fay doas cannas o doas astelas subtils de las quals longitut sia segon la longitut de la palpebra e la latitut de lor sia mendra de la latitut del spatum.	and then you turn the eyelid and cut the figure that is hidden according to what I have said; and then make two thin threads of those that length should be according to the length of the eyelid and their width should be narrower than the width of the space.
E tu ja has inscidit en las extremitatz de quascunas partidas, la on tenes les fils.	You have already incised at the ends of each section where you have the threads.
Aprop agregua quascuna am subtilitat subre aquo que superflueys de la palpebra del huel, e constres las cannas de quascunas partidas am fort strictura, e layssa aquela per alcus jorns, quar la codena per la strictura morira e sira denegada e se poyrira entro que per si meteyssa cayra.	Then add each thread to the excess of the eyelid from the side, and tighten the threads of each section with a strong tension, and leave that for several days, until the scar from the tension dies and is rejected and will rot within that if it does not become infected.
Mays si es tardat, lahoras trenca la am las toroyras, e aprop cura la plagua entro que sia sanat.	If it is too late, then break the lumps and cure the pain until it is healed.
Donc cum es solidada, la palpebra es elevada e les pels no pungo.	Therefore, when it is solidified, the eyelid is raised and the hairs do not prick.
E aquesta es la forma de doas cannas las quals faras segon aquesta forma:	And this is the way to make cans that you will make according to this form:
e haia la quantitat de la longitut e de la latitut ni mays ni mens.	and have the quantity of length and width neither more nor less.
Capitol .xii.	Chapter XII.
De elevacio de pels pungentz en le huel am agula quan le pel es dur.	About raising prickly hairs in the eyelid when the hair is hard.
Quan son pels no-naturals, durs e aspres e pungentz les huels, lahoras la operacio en lu es que tu prenguas agula subtil e pauses en aquela fiel de ceda subtil e leon, e aprop que tu ajustes las extremitatz de lu e nozes quascu en manieyra mot subtil.	When they are not natural, hard, rough, and prickly hairs, then the operation is to take a thin needle and place it in a soft and sharp cedar wood, and adjust the ends of it and the nails in a way that is very thin.
E sia la longitut dels fiels de quantitat de una palma.	And the length of the needles should be as long as one palm.
E aprop tu compon2 autre fiel subtil dejos lu en breu, e nuza las extremitatz de aquel si tu·t vols.	And then you can make another thin needle next to it in a short time, and use the ends of that one if you want.
E aprop pause le malaute le sieu cap en le tieu se, e sia prop del solelh per que la tua obra sia declarada, quar es operacio subtil e menuda.	And then place the patient's head on your shoulder, and position yourself close to the sunlight so that your work is clearly visible, because this is a delicate and small operation.
E aprop intromet la agulha en la razit del pel ajustat la qual ha necessitat de engen, e fay aquela penetrar en la palpebra festinantment entro que extraguas aquela desus le pel natural.	And then insert the needle into the eyelid at the point that requires it, and make it penetrate the eyelid quickly before it goes beyond the natural limit of the eye.
E aprop tire le pel entro desus e intromet aquel en alixati, e sian les pels un o dos o tres e no mays.	And then pull the eyelid upwards and insert that into the conjunctiva, and keep the eyelids open one to three or more but not too many.
E aprop tira la tua ma am aquel entro que·l pel sia fora-gitat am alixolati en la palpebra am le pel natural.	And then pull your hand out from where the needle is inserted into the conjunctiva and into the eyelid, keeping it within the natural limit of the eye.
Mays si es atirat alixalati e non es gitat le pel, atiraras alixati a las partidas dejos am le fiel le qual tu has compost am aquela, entro qu’en sia gitat alixalati del trau sobira.	If it is inserted too deeply and the eyelid does not move, then insert it into the parts that you have composed at that place, until it moves away from the trauma.
E vegas aquela am la visio del huel, quar lahoras tu gitaras alixati e lo fiel, e grotan quascu e clautz le huel, e laysse le claus per dos dias o tres, entro que·l pel adheresca al sieu loc e nasque sobre aquel bona carn.	And then look at the eye from the side, because when you move it and the eyelid, it will move and close, and leave it closed for two or three days until the needle has adhered to its place and healed over that good flesh.
E si es mays breu le pel, lahoras tu ajusta un pel lonc dels pels naturals, e es elevat am aquel, o que·l leysses entro que sia alonguat aprop alcu spazi, e lehoras tu eleva aquel.	If the skin is too short, then adjust a longer bandage from the natural ones, and raise it to the one that allows it to be stretched out almost flat, and then raise that.
Capitol .xiii.	Chapter 13.
De la cura de ehacratir la qual ve en la palpebra desus.	About the cure of ehrich which is in the eyelid above.
Quan ve en le huel ehacratir, e es contraccio de la palpebra quan es contrayta en sus, o a dextra o a sinistra partida, per mala consolidacio de plagua o de seccio o de cauteri, e es apelada leporina, e aquesta ahercrati o es natural o accidental, e es fayta per consolidacio de plagua o de seccios o de cauteri, o per semblantz a lor malcuratz.	When the ehrich is in the eye socket and the eyelid contracts when it is turned upwards, to the right or left side, due to poor consolidation of the plague or dryness or cauterization, and this ehrich is natural or accidental, and it is caused by poor consolidation of the plague or dryness or cauterization, or by similar conditions.
May la manieyra de la operacio en lu es que tu fendas aquela consolidacio e que separes las labias de lu, e pauses en lu en aquo que es entre aquelas una meca de drap de li, e ligues aquelas entro que sian sanadas.	May the method of the operation in that you cut that consolidation and separate the lips of it, and place it in that which is between those a cloth of linen, and tie them together when they are healed.
E no cove que tu uses de curacio de lu de las causas las quals exsiccan, constrenho; quar si tu fas aquo retorna alixacratir pus mal que nulh temps no foc habantz.	And do not use treatment of it from the causes which dry and constrict; because if you do that it returns to ehrich worse than at any time they did not have fire.
Usa en aquela de causas que mollifico ayssi cum es fenugrec, e embroca am la aygua en la qual son coytz altea e semensa de li, o enguent dyaquilon, le qual sia liquefayt am alcu dels olis, e submergeys en aquel la meca, e cura am aquel.	Use in that case which has a softening effect like fenugreek, and apply it as a poultice with the water in which they are soaked and boiled, or with linseed oil, which should be liquefied with some of the oils, and apply it to the affected area, and cure it.
E lo tesaur de la tua curacio es que tu perforsses am tot engen que no sia consolidat segon la forma que foc al comensament.	The treasure of your treatment is that you pierce everything that is not consolidated according to the form in which fire has been used from the beginning.
E aquesta operacio la qual havem dita, no es sino alcuna rectificacio de ehalixacrati que no retorna la forma del loc segon que foc denant.	And this operation, which we have said, is nothing more than a correction of the distortion that does not return the form of the area according to what fire has given.
Capitol .xiiii.	Chapter XIV.
De la cura de ehacrati le qual es fayt en la palpebra dejos.	Of the cure of ehratic that is made in the eyelid.
Aquesta alxacrati la qual es fayta en la palpebra dejos, la qual es nompnada vertadierament alxacrati; e es de lu alcuna natural, autra accidental.	This distortion that is made in the eyelid, which is not named vertadierament distortion; and it is of two kinds, one natural, another accidental.
Mays accidental es fayta per plagua o per scissura o per cauteri o per autres semblantz.	The accidental distortion is made by pressure or by cutting or by cauterization or by other similar means.
E la via de la operacio de lu es que tu prenguas una agula en la qual haga fil doble, e fiques aquela en la carn, e que la fassas passar del lacrimal de senestre entro al lacrimal dextre, entro que·l fil pervengua en las doas extremitatz de la carn.	And the way of the operation is that you take a needle in which you make double thread, and place it on the flesh, and make it pass from the lacrimal of the left eye into the lacrimal of the right eye, until the thread reaches both ends of the flesh.
E aprop exten la carn a las partidas desus am la agula e cus aquela am la agula, e inscideys am spatum ample.	And then extend the flesh to the parts above the needle and place it on the needle, and insert it into the wide space.
E donc si retorne la figura de la palpebre segon que cove, bo es; e sino, pren le ray e pausa aquel en la figura fenduda, e am aquel converteys la palpebra, e fen las doas fissuras en le latz de la palpebra dejos.	And if the eyelid returns to its original shape, good; otherwise, take the ray and place it on the broken figure, and with that convert the eyelid, and make both cuts on the side of the eyelid.
E sian las extremitatz de las doas fissuras de dos angles de la inscizio, la qual has fayta entro que concurren, e sia de lor fayt angle entro que quan se congreguan sia fayta figura de lor.	And make the ends of both cuts into two angles of the incision, which you have made when they converge, and make the angle of them into a figure of their own.
E aquesta figura es letra greca: la landa.	And this figure is the Greek letter lambda: lambda.
E aprop osta la carn aquela per la quantitat que es le latz de lu agut dejos de lu, aquo que siec la palpebra.	And then place the flesh on that for the length that is on the side of the eye, which closes the eyelid.
E aprop ajusta las partz seperadas e cos aquelas am le fil de lana; e aprop cura aquelas am aquo que havem dit de las medicinas mollificativas e de las calguas entro que sia sanat.	And then adjust the separated parts and tie them with wool thread; and then take care of those that we have said about the softening medicines and the poultices inside which it is healed.
E si alxacrati endeve per fissura o sutura o cauteri, lahoras cove que tu fendas am fissura plana sobre les pels de la palpebra segon que es precedit.	And if the laceration is caused by a wound or suture or cauterization, then cover it with a flat incision on the eyelid according to what is prescribed.
E aprop separa am la calgua entre doas labias segon que havem dit.	And then separate the poultice between two lips as we have said.
En la suma del sermo de la cura de alxacrati quan es desus o dejos, que corra en lu operacio, segon que es preparat de la forma de alxacrati, e aquela es en forma de motas diversitatz.	In the sum of the sermon on the cure of lacerations when it is raised or lowered, that the blood flow in the operation, according to what is prepared in the form of laceration, and that is in the form of various shapes.
E le artifexs savi totz temps prepara engen en quascuna manieyra la qual es possibla a lu entro que fassa retornar la figura a la forma natural, o prop de aquela, e aquel malaute segon que a lu conveneys de la operacio e dels strumentz en las majors disposicios.	And the craftsmen always prepare an instrument in each possible way that is possible to do inside which it can return the figure to its natural form, or close to that, and that patient according to what suits the operation and tools in the best positions.
Capitol .xv.	Chapter 15.
De la adherencia de la palpebra am la conjunctiva o am la cornea.	Of the adherence of the eyelid to the conjunctiva or to the cornea.
Quan accideys aquesta consolidacio a motz homes enayssi que sia solidada la palpebra pus desus am le album del huel, e sia prohibida de la facilitat del movement e de las suas obras naturals, donc cove que tu entrometas la extramitat del ray dejos la palpebra, e eleva en sus aquela, o exten aquela am le unci.	When this consolidation occurs in men who have their eyelid fixed above the white of the eye, preventing free movement and natural works, then you should remove the extraneous ray from under the eyelid, and elevate it above, or extend it to the edge.
E aprop tu inscideys la adherencia am spatum subtil, le qual no sia am acuitat de las inscisios, habantz obtus un petit per so que·l malaute no sia inquietat deves la operacio, e remau le spatum que no ledesca le huel am la sua acuitat.	And then you should insert a thin needle into the adhesion, which is not sharp enough to cause pain, so that the patient is not disturbed by the operation, and leave the needle in place without damaging the eye.
E sia la tua inscizio quays excorjan aquela adherencia am facilitat entro que sia retornada la palpebra segon la sua forma natural e que sia sanada tota la adherencia.	And your incision should be made with ease, so that the eyelid returns to its natural form and the entire adhesion is healed.
E aprop tu met en le huel aygua salada am la qual tu laves; o distilla en lu de zunia dissolvut en l’aygua.	And then you should place salt water in the eye, which you have washed; or apply a solution of chamomile in water.
E aprop separa entre la palpebra e l’huel am calgua de li, e pausa sobre le huel lana infuza en album de huou, e aprop le tertz jorn usa de causas consolidativas entro que sia sanat.	And then separate the eyelid and eye with a cloth, and place your hand over the eye to prevent it from opening, and use third-day urine from a healthy person as a remedy until it is healed.
Capitol .xvi.	Chapter XVI.
De inscizio de ungla e de eminencia de carn dels lacrimals.	Of the beginning of the nail and the height of flesh from the lacrimal bones.
Sapias que ungla es segon dos manieyras, quar o es nervosa, e es semblant a ciphac dur subtil; o es no-nervosa, semblant a humiditat blanca congilada, la qual quan ferr la toca, o es forsat aquela prendre am onci, es abscindida e le onci no es ficat en lu.	You should know that the nail is of two kinds, either nervous, resembling a thin, hard shell; or non-nervous, resembling white matter congealed, which when it touches the bone, is easily detached and the bone is not stuck in it.
E amdos las specias no comensan sino del lacrimal major entro que va petit a petit que cobre la vista e prohibeys le lum e·l movement de huel.	And the species do not begin until the greater lacrimal bone, which gradually covers the vision and prevents light and movement of the eye.
Mays la manieyra del obrar en la inscizio de lu es que·l malaute pause le sieu cap en le tieu se, e aprop obre les huels de lu, e eleva la palpebra am la tua ma, e aprop colligeys la ungla am onci de pauca duplicacio e exten aquela a las partidas desus.	The worker places the patient's head in a chin rest, and then raises the eyelids with his hand, and elevates the eyelid with his hand, and then collects the nail from the bone with a pair of tweezers and extends it to the parts above.
E aprop pren una agula e entromet en aquela un pel de cavalh o de buou o de vaqua, o de semblantz, o de fiel fort, o duplica la extremitat de la agulha petit a petit e fica aquela en le mieg de la ungla, e penetra aquela am la agulha, e lia am fiel la ungla; e exten aquela a las partidas desus, e excorja am le pel le latz de la ungla lo qual siec la pupilla.	And then take a needle and insert it into the nail, or of cavalry or of buffalo or of a similar animal, or of strong iron, or double the tip of the needle gradually and place it in the middle of the nail, and pierce it with the needle, and tie it to the nail; and extend it to the parts above, and scrape off the skin on the side of the nail that is the pupil.
E ayssi tu sieguas aquela am le pel entro al derier de lu.	And if you continue to push the needle through the back of it.
E aprop tu inscideys le romanent en la razitz del lacrimal am spatum subtil o am petitas forfexs, e leysa la carn del lacrimal natural per so que per inscizio de aquela no endevengua fluxs de lagremas continuabla.	And if you then insert the narrow needle into the opening of the lacrimal duct, using thin forceps or small forceps, to remove the flesh of the lacrimal gland so that it does not continue to produce a continuous flow of tears.
E alscunas vetz la ungla am le sol onci estenduda o am fiel, ayssi co havem dit, e aprop sia excurjat am spatum leon del qual aquesta es la forma de lu:	And sometimes use the needle on the sole of the foot, as mentioned earlier, and then remove it using this type of needle:
E guarda te que am le spatum no toques la tunica cornea e que avengua en lu ruptura, e que la pupilla sia perforada.	And be careful not to touch the corneal tunic with the needle and that it does not cause a rupture, and that the pupil is perforated.
Aprop la inscizio geta en le huel un pauc de sal trissa o di cief fayt de siniar, e leyssa aquel entro al autre dia; e aprop cura aquel am aquo que cove entro que sia sanat.	And then insert the needle into the wound a few times with some salt or powder made of sinapium, and remove it after a while; and take care that it does not cause any harm.
E si la ungla no es nervoza e no podes metre la agulha, ni es ficada en aquela le onci, lahoras motas veguadas aquesta specia de ungla es curada am medicinas, e es sanada ayssi cum yeu e recomtat en la divisio.	And if the needle is not sharp and you cannot insert it, or it does not stick in that place on the sole of the foot, then use this type of needle to cure it with medicines, and it will be healed as mentioned in the division.
E si tu vols inscindir aquela, lahoras tu obre le huel del malaute e pren spatum subtil leon de freul acuitat segon aquesta forma:	If you wish to incise that, then first you open the clothing of the patient and take a thin, sharp lancet of fine steel sharpness according to this form:
am subtilitat.	am subtilitat.
E si vezes que aquela es rarificada e es confugida e empren en aquela razit, lahoras distilla de la tua ora en le huel de cief fayt de siniar o am cief rog o am sal trissat, e opila le huel entro a l’autre dia.	And if you see that it is thinned and curved and enters into that place, then sprinkle some of your own urine in the clothing of the chest made of linen or with rose oil or with salt triple, and cover the chest with the other side.
E aprop itera sobre aquela la operacio entro que sia remaugut tot aquo que es de lu, sino que·l contrari apostema caut sia en le huel, quar lahoras tu leyssa aquela, e cura al comensament la apostema entro que sia sanat.	And then repeat the operation until everything that is in it has been removed, except that the contrary abscess should be in the clothing, because then you will leave that, and cure the abscess at the beginning so that it is healed.
E aprop itera la tua operacio sobre aquela am razo entro que sia sanat.	And then repeat your operation until it is healed.
La emenencia de la carn lacrimal, si notz en le huel per gran nocument, sia suspendut am onci; e inscideys aquela de aquela una partida, e no ultimes la inscizio per so que no inscidesqua fluxs de lagremas.	The indication of the flesh of the lacrimal duct, if it is not felt through the clothing for great harm, should be suspended by an ounce; and incise that from that one part, and do not close the incision so that you do not close the flow of tears.
E aprop distilla en le lacrimal cief rog e fayt de siniar entro que sia sanat.	And then drip in the lacrimal canal, make him sleep until he is healed.
Capitol .xvii.	Chapter 17.
De inscizio de alguazardenic e de aquo que es nascut de carn ajustada en le huel.	Of the beginning of a certain disease and of that which is born from flesh adjusted on the hook.
Alcunas veguadas en les huels de alcus es nascuda carn roga, e es sobre-pausada entro que cobre la pupilla, o apropinqua o estrenh sobre las palpebras e fort leu comprem las palpebras a las partidas deforo e es assemblada a roza de balaustra.	Sometimes flesh is born on the hooks, and it is overlaid before it covers the pupil, or it approaches or stretches out over the eyelids and strongly grasps the eyelids to the parts deformed and is assembled at the rose of the balustrade.
Mays la operacio en lu es que·l malaute pausa le sieu cap en le tieu se; e aprop obre les huels de aquel e colligeys tota aquela carn am oncis convenientz ad aquo, e te aquo am una forcep o am cesti; e aprop inscindiys la carn el comensament entro que tot sia finit am le encisori, e guarda te del huel que no ledescas aquel deves la tua operacio.	The operation is done by the patient placing his head on the chin; and then opening the hooks of that one and gathering all that flesh with scissors, and it is with a forceps or a hook; and then incising the flesh at the beginning until it is finished with the scissors, and guard yourself from the hook that you do not descend that one of your operation.
E sia la tua inscizio am la qual inscides aquelas o am espatum le qual nos havem recomtat en la inscizio de la ungla, o am petitas forfexs am las quals es colligit ascebel segon que vindra la forma de lu aprop aquest capitol.	And your incision is the one that you incise those or with the spatula which we have recommended in the incision of the nail, or with small forceps which are collected as soon as it comes to this chapter.
