Ayssi comensan las paraulas de Albucasim .	And now begins the words of Albucasis.
E si le apostema es de leon tocament e no es de fosca color, e vezes que inscizio es possibla en tot aquel, lahoras evacua le malaute e inscideys aquel senes temor, e cura le loc am aquo que exsique e costrenh entro que sia sanat.	And if the abscess is of lion touch and not of dark color, and it is possible to insert it in all that, then evacuate the patient and insert that sense of fear, and cure the area with that which dries and contracts before it becomes healed.
Capitol .xxvi.	Chapter 26.
De sutura del nas e de las labias e de la aurelha quan la continuitat es dissolvuda per plagua o per semblantz.	Of sutures of the nose and of the lips and of the ear when continuity is dissolved by injury or similar.
Sapias que quan accideys solucio de continuitat en una de aquestas cartillages, pauc confereys en aquela operacio sino en alcus homes.	You should know that when the solution of continuity occurs in one of these cartilages, little confidence is placed in that operation in those people.
Donc cove, quan endeve ad alcu alcuna causa de aquelas, que consideres si es plagua fresca am le sieu sanc, e lahoras tu ajusta las doas labias de la plagua am sutura, e aprop cura aquel entro que sia sanat.	Then cover, when the wound has any cause of those that you consider if it is fresh and bleeding, and then adjust the two lips of the wound with stitches, and cure that within which it is healed.
E si las labias de solucio de continuitat so ja separadas, e quascuna es fayta sana, lahoras cove que tu excorjes quascuna partida de la sua codena apparent entro que n’iesca sanc.	And if the lips of continuity are already separated, and each one is healthy, then cover that you excise each part of their skin within which it does not bleed.
E aprop ajusta las doas labias am sutura e strenh aquelas, e sobre aquelas pulveriza sanc de drago e enses trissat, e pausa sobre la polvera una pessa de emplaustra diafinicon, o de alcu autre dels emplastres consolidatius, e leyssa aquel liat per dos jorns o per tres, e aprop deslia aquel e permuta aquel emplaustre e leyssa aquel entro que·ls fiels per si sian abscinditz, e aprop cura am enguent entro que sia sanat.	Then adjust the two lips with stitches and strengthen those, and above them sprinkle healing dragon's blood and three-nine powder, and place a poultice of diaphanicon diafinicon or any other consolidating plaster on top of it, leave it for two days or three, and then remove that and replace the plaster and cure that within which the wounds have healed.
Mays la manieyra de la sutura es que tu agregues la solucio de continuitat o am agulhas ayssi cum havem recomtat en la sutura del ventre, o agregua la solucio de continuitat am fiel ayssi cum a tu e fayt saber.	The method of stitching is that you add the solution of continuity or with needles as we have recommended in the stitching of the belly, or add the solution of continuity to the wound as you have made known.
Capitol .xxvii.	Chapter 27.
De extraccio de aquela causas que veno en las doas labias en las partidas dedintz.	About the extraction of those causes that come in the inner thighs in the divided parts.
Motas veguadas endeve a motz homes en las partidas dedintz de las suas labias alcus apostemas durs semblantz a gras de errs, e alscunas de lors son mendres e alcunas son majors.	There are abscesses in the inner thighs of some men in the divided parts of their labia, similar to boils, and some are smaller and some are larger.
Donc cove que tu convertas las labias e fendas quascuna de aquelas duricias de tota part, e aprop la abscizio umpliscas le loc de sagi trissat entro que·l sanc sia restrengut, e aprop sia lavat am vi agre e sia curat le loc am aquo que es stipticitat, entro que sia sanat.	Therefore, you should turn the labia and cut each of those hard parts, and then fill the abscess with a strong mixture until it is healed, and then wash the area with vinegar and treat it with what has stiptic properties until it is healed.
Capitol .xxviii.	Chapter 28.
De inscizio de la carn ajustada en las gengivas.	About the beginning of the flesh adjusted in the gums.
Granre de veguadas nays sobre la gengiva carn ajustada la qual les antics apelero albulus, adonc cove que tu suspendas aquela am onci o que tenguas aquela am las forfecs e inscidas aquela deves la sua razit, e leyssas la sania correr o le sanc.	A large abscess is present on the adjusted flesh in the gums, which the ancients called albulus, so you should suspend that with an onion or whatever you have to that with forceps and incise it from its base, and leave the pus to run out or the wound.
E aprop pausa sobre le loc sagi trissat o autra polveras stipticas o excicativas.	And place your hand on the wound, or apply some other stanching or drying powders.
E si aquela carn retorna, lahoras inscideys aquela segundariament, e cauterisa aquela, quar aprop le cauteri no retornara.	And if that flesh returns, then insert it secondarily, and cauterize it, so that the cautery will not return.
Capitol .xxix.	Chapter 29.
De razo de dentz am ferr.	Of the reason for iron teeth.
Quan en la superficia de las dentz de las partidas dedintz e de las de foro e entre las gingivas so ajustadas escorsas aspras, legas, e alcunas veguadas son de nigradas e son faytas citrinas o vertz entro que a la gingiva ve per aquo corrupcio e son faytas las dentz legas.	When sharp, hard, and sometimes black tartar is adjusted to the surface of the teeth, between the teeth and gums, and some stains are yellow or green, it indicates corruption through which the teeth become yellow.
E donc cove que tu fassas sezer le malaute entre las tuas mas e pausar le cap de lu en le tieu se, e ratz las dents en las quals apareysso aquelas escorsas e causas semblantz arena entro que de lor no romangua deguna causa, e aquo fay de la negror e de la citrinitat e de las autras entro que sian mondificadas.	And therefore, you should scrape the patient's hands and place your cap on their head, and remove the teeth in which those sharp and similar tartar are found, without any cause of damage, and that is how blackness and yellowness and other stains are caused.
Donc si es ostat aquo que es en aquelas del comensament de la razio, bo es; e sino, lahoras tu itera la razio sobre aquelas al autra dia e al segon e al tertz entro que vengua al derier stament en aquo que tu vols.	If that is still the case, then it is good; otherwise, repeat the reasoning on those teeth on the next day and the second and third until it reaches the final statement in which you want it to be.
E sapias que las dentz han necessitat de motz rezoris de diversas formas e de motas figuras segon que es preparat a la tua operacio.	And you should know that teeth require various shapes of files and different figures according to what is prepared for your operation.
E per so quar le razori am le qual la dent es raza de la partida dedintz es autre del razori am le qual es ras entre las dentz segon autras formas, e aquestas formas de razoris sian deves tu preparadas las quals veyras tantost:	So that you can see the shapes of files that are used to remove the part of the tooth from the gum and another file that is used to smooth between the teeth in different shapes, and these shapes of files should be prepared by you as soon as possible:
Capitol .xxx.	Chapter XXX
D’eradicacio de dentz.	Of tooth extraction.
Cove que tu cures la dent de la sua dolor am tot engen e tardes en tota eradicacio de lu, quar no es denguna causa que suplisqua la veguada de lu quan es eradicada, quar es sustancia sublima entro que es excusacio en la eradicacio de lu.	That you cure the tooth of its pain from beginning to end in all extraction of it, because there is no cause that should delay the movement of it when it is extracted, because the substance is sublimated within which is extraction of it.
Mays cove quan le malaute es forsat aquela dent eradicar, que fermament deves tu sia certificat quala es la dent dolent, quar motas veguadas la dolor descep le malaute e cuga que sia en dent sana, e tu eradicas aquela e aprop la dolor no cessa entro que la dent malauta e dolent sia eradicada, quar nos ja havem vist aquo per operacio dels barbies.	May it be that when the patient is prepared to have that tooth extracted, you should first be certain what tooth is causing pain, because sometimes the movement of the tooth deceives the patient and makes them think it is a healthy tooth, and you extract that one and the pain does not cease until the bad and painful tooth is extracted, which we have already seen in the operation of teeth.
Donc cum deves tu es sertificat qual es la dent dolent, e que o sabes be, lahoras cove que tu scarifiques en le circuit de la dent am spatum en le qual sia alcuna vertut, entro que sia dissolvut de la dent de la gingiva de tota partida, e aprop mau aquel am les tieus ditz, o am forfexs subtils al comensament petit a petit entro que aquela concucesquas.	Therefore, when you must certify which tooth is causing the pain, and what you know is, firstly cover that tooth with some space in which there is some virtue, until it is dissolved from the tooth from the gum of all parts, and then bring that to the teeth called wisdom teeth, or subtle forceps at the beginning little by little until that you have removed.
E aprop alogua en lu fortz tenalhas grans per bona loquacio o estuptura fort, e pausa le cap del malaute entre les tieus denolhs que be le tengues que no·s maugua, e aprop tratz la dent segon rectitut en manieyra que no trenques aquela, ni al malaute major dolor no dones.	And then place a large log in the strong jaws for good communication or blockage, and place the patient's head between the two nails that you hold so that it does not move, and then pull the tooth straightly in a way that it does not give more pain to the patient nor to you.
E donc si no es foro-getat, lahoras pren un de aquels instrumentz, e met aquel dejos lu de tota part am facilitat e esforsa la remocio de lu ayssi que es feyt al comensament.	And therefore, if it is not forgotten, then take one of those instruments, and place it there beside all parts to facilitate and effort the removal of that which is done at the beginning.
Mays si la dent es trauquada o corrosa, lahoras cove que tu comples de drap aquel trauc e estrenguas aquel am la extremitat de ray subtil per so que no sia trinquada en la hora de la tua constriccio sobre aquela am tenalas.	But if the tooth is broken or worn, then cover that broken and tighten it with a thin wire at the end so that it is not broken in the hour of your construction upon that which you hold.
E cove que tu obres exquesitament am scarificacio en le circuit de tota part de la gingiva e guarda mot la tua fortaleza que no trenques aquela e romangua partida de lu, e retorne sobre le malaute per la malicia que sia majo que la primieyra dolor de lu.	And you should work carefully with incision around the entire part of the gum and guard your strength so that you do not tear it from there, and return over the patient for the main cause of his first pain.
E guarda te que no fassas aquo que fan alscus ignorantz barbiers en lor fistinacio e audacia sobre la eradicacio de lor, ses que no aministran aquo que nos havem recomtat; quar motas veguadas fan venir sobre les homes malautias grans las quals son pus dificils que sian trinquadas, e las razitz de lor remaugudas totas, o alcunas de aquelas, o que extrayguas aquela am alcus osses de la mandigula ayssi cum motas veguadas havem testificat.	And guard yourself that you do not do what unskilled barbers do in their practice and audacity for the eradication of them, which they do not administer what we have recommended; for these reasons, great evils come upon men with maladies, which are more difficult than those that have been cured, and all of their symptoms remain, or some of those, or that extracts from there with unskilled barbers have testified.
E aprop la eradicacio de lu sia lavada la boca am vi caut o vi agre am sal.	And the eradication of it is washed with water or vinegar and salt.
E si endeve fluxs de sanc per aysso, ayssi cum motas veguadas endeve, lahoras trissa alcuna quantitat de zegi e aspergeys sobre la plagua, e si no confereys aquel zegi, cauteriza.	And if there is a flow of pus through an opening, as unskilled barbers do, then take some charcoal and sprinkle it on the wound, and if that does not match, cauterize it.
La forma de las forceps e tenalas subtils am las quals es mauguda la dent al comensament sia de longua extramitat, de breu manubre e gros, per so que no sian doblatz quan am aquels deves obrar.	The form of the forceps and holding them subtly with the fingers that are praised for their long, thin, and straight shape, so that they will not bend when performing tasks.
E sian ayssi cum vezes de gros manubre entro que quan estrenhas am aquelas no sian dobladas, sian breus extramitatz.	And if there are times when you need to use a thick handle, ensure that the long, thin, and straight forceps are not bent, but rather short ones.
E sian faytas de ferr de India descentment faytas de dreytas extramitatz, e en las extramitatz de aquelas sian dentz de las quals las unas intron en las autras e estrenhan per constriccio descent fort, e alscunas veguadas las extramitatz de aquelas sian la forma del bec d’un auzel le qual ha nom ciconia, so es guanta, e son de fort constriccio.	And if you need to use Indian-descended straight forceps, place the teeth of those that fit into each other and use them to strongly construct, and sometimes they are shaped like the beak of a ciconia bird, which is strong and has great construction.
Capitol .xxxi.	Chapter 31.
De erradicacio de dentz e d‘estraccio dels osses de las mandibulas trincadas.	On the removal of teeth and extraction of bones from the lower jaw that are impacted.
Quan deves la eradicacio de dent le qual es trinquat roman alcuna causa, lahoras cove que tu pauses sobre le loc coto am boder per un jorn o per dos entro que·l loc sia mollificat; e aprop entromet algesti o tenalhas las extramitatz de las quals so asembladas al bec de un auzel apelat ciconia o guanta, la forma de las forceps:	When you need to remove a tooth that is impacted due to some cause, first place your hand over the location where the tooth is located for one day or two until that location becomes soft; then use analgesics or hold the handles of the forceps that are shaped like the beak of a ciconia bird or guanta, which is the form of the forceps:
Las extramitatz de lor sian faytas dedintz ayssi cum lima o alfagi.	The outer parts of their joints were cut away using a knife or scissors.
E si no obediys a tu a eyssiment am aquestas forceps o tenalas, lahoras cove que tu caves sobre la razit e descrobas tota la carn e entrometas le instrument le qual ha nom atali, so es palanca petita del qual la forma es aquesta:	And if they do not obey your command and this forceps or hold it, then you should cut over the bone and remove all the flesh and insert the instrument called the atali, which is a small saw with a shape like this:
E sia de breu extremitat grossa un petit, e no sia enbegut per so que no sia trinquat.	And if it is short and thick, make a small one, but not too thick so that it is not square.
Donc si per aquo la razit es foro-getada, bo es; e sino, ajuda te am aquestz autres instrument dels quals aquestas son las formas: la forma del primier instrument es de triangulada extramitat en la qual sia alcuna grossesa:	Therefore, if the bone is cut away, it is good; and if not, help yourself with these other instruments of which these are the shapes: the shape of the first instrument is a triangular chisel in which there is some roughness.
La forma del segon instrument es que sia de triangulada e de pus subtil extremitat.	The shape of the second instrument is that it should be triangular and have a more delicate tip.
E ja so ajudatz am aquest instrument havent dos ramps del qual aquesta es la forma aprop la seguent:	And you have already helped yourself with this instrument having two ramps of which this is the appropriate shape following:
e am autres instrumentz les quals precidero en rasura de dentz; quar juvament es fayt am aquest instrument le qual es asemblat a onci gran, e aquesta es la forma:	And you have other instruments that I will describe in the extraction of teeth; because it is well done with this instrument which resembles an onion large, and this is the shape:
de la triangulada extremitat torta o curta, la qual sia alcuna grossesa, e no sia enbegut per so que no sia trinquat.	From the angular or short end of the triangle, which is some swelling, and not too thin so that it is not triangular.
E otra sapias que·ls instrumentz de las dentz motz so e semblantment les autres instruments.	And other wise, the tools for teeth are similar to other instruments.
Mays le artifexs savi e subtil en l’art, atroba per si mateys segon aquo que a lu significa la operacio e las malautias diversas; quar son de las malautias a las quals les antics no diysero ni pausero propri instrument, per las formas de diversas specias.	May the skilled and subtle in the art, seek for themselves according to what they mean by this operation and various diseases; because of the diseases to which the ancients did not say or pause a proper instrument, due to the different forms of various species.
Mays si es trinquat l’os de la mandibula o dels autres osses de la boca, o si poyreys, lahoras sia pes curat sobre aquel en son loc am aquo que es a lu convenient dels instrumentz e de las forceps las quals havem dit en la extraccio de las razitz de las dentz, e ajuda te am gesti del qual aquesta es la forma:	May it be triangular the bone of the jaw or other bones of the mouth, or if it is broken, then carefully apply that which is convenient for this instrument and for forceps that we have mentioned in the extraction of teeth, and help you with how to handle this one:
E sia en lu alcuna grosseza petit a petit, e sia instringida o tenguda am la boca per que no evasesca o fuga entro que l’os de tot sia foro-getat; e aprop restaura le loc am medicinas convenientz ad aquo.	And if it is in any swelling, little by little, and it is tightened or held in the mouth so that it does not escape or leak until the entire bone is completely broken; then restore the place with appropriate medicines to this.
Mays si en l’os es petita poyredura, lahoras ratz aquel de aquela poyredura e de la sua negror, e cura aquel entro que sia sanat.	If there is a small pustule on the bone, then prick that pustule and its black core, and cure it within so that it becomes healed.
Capitol .xxxii.	Chapter thirty-two.
De la cura de las dentz eminentz sobre las autras.	Of the treatment of prominent teeth compared to others.
Quan las dentz so eminentz no segon lor cors natural per aquelas la forma es laga, e majorment quan endeve a las femnas, e majorment a las piuselas venerablas; donc cove que tu consideras: si dent es nada aprop autra dent, e no es possibla sarradura ni linament de lu, lahoras radica aquela; mays que no sia annexa am autra dent, lahoras tu inscideys aquela am aquest instrument del qual aquesta es la forma; e es semblant a morr de porc, e sia feyt de ferr de India de extramitat mot aguda.	When teeth are prominent and do not naturally fit in their own shape, especially when they extend beyond the others, and more so when they extend towards women, and especially when they extend towards virgins; therefore consider whether another tooth is close to it, and if there is no possibility of removing or extracting it, then remove that one. However, if it is not connected to another tooth, then use this instrument to cut it out; it resembles a pig's tusk, and should be made of Indian iron with an edge that is sharp.
E sia la tua inscizio am la qual inscideyses aquela en trops dias per la duricia de la dent, e que no sia comauguda autra de las dentz.	And if you cut it out over several days due to the hardness of the tooth, and it is not connected to another tooth.
E si es dent eminent expausat a limadura, lahoras lima aquel am lima de ferr de India del qual aquesta es la forma:	And if a prominent tooth is exposed to the surface, then shave it with this instrument made of Indian iron;
E sia tot de ferr de India e·l margua eysament; e sia de motz menutz puntz ayssi cum lima am la qual son faytas agulhas, am la qual la dent sia limada pauc a pauc en motz dias am fecilitat, per so que no sia autra dent comauguda e caga.	And let the iron from India and the sharp edge be used alone; and let the pointed needles be made like the lima bean, which are made into needles, and the teeth of the needle should be shaved a little at a time in small days for convenience, so that there is no other tooth that is worn out and broken.
E aprop lineys aquela en la fi, e ratz aquela am alscus razoris.	And then draw lines along the linea alba, and shave it with a razor.
E si es dent del qual una partida es trinquada e lideys la lengua, lahoras cove que tu limescas aquel entro que l’aspretat de aquela fraccio sia ostada e engualhada, e sia aplenada per so que la lengua no ledesca ni la paraula no corrumpa.	And if there is a tooth from which part of the tongue is wet and sticky, then you should scrape that into it so that the roughness of that part is stopped and covered, and it is filled in order to prevent the tongue from descending or the word from being corrupted.
Capitol .xxxiii.	Chapter .xxxiii.
De restauracio de dentz maugudas am fiel de aur o de argent.	On the restoration of worn out teeth with gold or silver.
Quan accideys a las dentz devant concussio e remossio per percussio o per cazament, e le malaute no pot strenher sobre aquo que manga, e tu has curat aquel am medicinas stipticas, e no ha valgut la tua curacio, lahoras per so que no cagan es engen en aquelas que sian strengudas am fiel de aur e no de argent, quar argent se fa vert e aprop se poyreys aprop alscus dias, mays aur nul temps no es mudat.	When accidents happen to the teeth in front of the jawbone and removal by percussion or impact, and the patient cannot bear that which has happened, and you have treated it with hemostatic medicines, and your treatment has not been successful, then in order to prevent them from breaking in those that are strong with gold and not silver, because silver turns yellow and soon becomes poor, but gold never changes.
E sia le fiel en tal subtilitat e grocesa segon la quantitat que puesca entrar entre las dentz; e la forma de la reccio es que prenguas le fiel e pren lo doble de lu entre doas dentz sanas, e aprop que cresques am doas tortuositatz del fiel entre doas maugudas, o si’ una o motas, entro que pervengua la tela a la dent sana del autra partida.	And if the bone is in such subtlety and roughness according to the amount that could enter between the teeth; and the form of the remedy is that you take the bone and double it between two healthy teeth, and then gradually increase the twists of the bone between two rotten teeth, or if one or more, until the thread reaches the healthy tooth of the other part.
E aprop itera le teyssiment entro a la partida de la qual comenciest, e strenh la tua ma am facilitat e savieza entro que no sia mauguda.	And then repeat the remedy in the same place where you started, and strengthen your hand with skill and knowledge until it is not rotten.
E sia la tua striccio am la qual strenhas le fiel deves las razitz de las dentz que no evasesca.	And let your string be the one that strengthens the bone by holding the ends of the teeth so they do not escape.
E aprop inscindeys las extramitatz del fiel superfluens am las forceps o tosoyras, e agregua aquelas en quascun loc am gesti, e converteys aquelas e las occulta entre la dent sana e la dent mauguda, per so que no fassa lesio a la lengua.	And then remove the excess ends of the bone with forceps or tweezers, and add those to each place where you used them, and convert those and hide them between the healthy tooth and the rotten tooth, so that they do not cause injury to the tongue.
E aprop leyssa aquela ayssi streyta cum roman.	And then remove that which is so strict like a Roman.
Mays si es desliada o rumpuda, strenh aquela o aquelas am autra fiel en tal manieyra en tot son temps.	If it is dislocated or broken, then apply that or those joints in such a manner during the entire time.
E aquesta es la forma de las dentz e la figura de la rectacio de doas dentz sanas e de doas maugudas, ayssi cum vezes aquestas liadas:	This is the form of healthy teeth and the figure of straightness of two healthy teeth, as follows:
E quan se fa que retorno una dent o doas aprop le cazement de quascuna en lors locs, e sian recrescutz ayssi cum havem recomtat, e que remauguan.	And when a tooth or two returns to its original place, and is recreated as we have recommended, and remains so.
E no fa aquo sino bo artifexs e savi.	Only good craftsmen and knowledgeable people can do this.
E alcunas veguadas es aptat alcuna causa dels osses de vaca, e es fayt de lor ayssi cum forma de dent, e es pausada en loc en le qual defayl la dent, e es strengit ayssi cum havem dit, e reman e serveys am aquel per lonc temps.	Some people are suitable for certain causes of cow bones, and they make them into the shape of a tooth, and place it in the location where the tooth is missing, and apply it as we have said, and remain so for a long time.
Capitol .xxxiv.	Chapter XXXIV.
De inscizio del liament le qual ve en la lengua e prohibeys loquela.	About the beginning of the lingual nerve that enters the tongue and prevents speech.
Aquest liguament le qual ve dejos la lengua alcunas veguadas o es natural am le qual hom nays, o accidental e accideys per plagua la qual ja es consolidada.	This nerve that comes from the tongue, some people are born with it, and others have it accidentally and it has become solidified.
E la operacio en lu es que huobres la boca del malaute, le sieu cap existent en le tieu se; e eleva la sieua lengua, e aprop inscideys aquel liament nervos segon la latitut entro que sia solvuda la lengua de la sua recencio.	The operation involves opening the patient's mouth, exposing their tongue; then raising it, and inserting a needle along the length of the tongue until it is solved from the base.
Mays si en aquela es alcuna duricia o denodacio, e aquo es stat per consolidacio de plagua, lahoras tu gieta unci e scindeys aquel per la latitut entro que aias inscindit le liament e sia dissolvuda la nodacio.	However, if there is any difficulty or resistance, and this is due to the consolidation of plaque, then you should use an instrument and cut it along the length until it is dissolved and the resistance is removed.
E guarda te que no sia fayta fissura en le preon de la carn e que scindas aqui arceria e vengua flux de sanc.	Be careful not to make an incision in the flesh of the tongue, and cut here and there, so that it does not cause bleeding from the wound.
E aprop sia lavat le vestigi de la inscisio am ayguaros o am vi agre o am aygua frega; e aprop pausa dejos la lengua licini; so es meca la qual tengua le malaute dejos la lengua en quascuna nuoyt per so que no sia consolidat autra veguada.	Then wash the traces of the incision with water, vinegar, or a damp cloth; and place your hand over the tongue to prevent it from moving, so that another layer does not form.
Mays si accideys flux de sanc, pausa sobre le loc vetriol trissat; mays si le sanc ventz, lahoras cauteriza le loc am cauteri lantiginos le qual conveneys ad aquo.	However, if there is bleeding from the wound, place your hand over the location of the bleeding; but if the blood flows, then apply a cautery to the location with a pointed cautery that is suitable for this.
E aprop aquel cura am las autras causas entro que sia sanat.	And then approach those other causes that may be healed.
Capitol .xxxv.	Chapter 35.
De extraccio de ranula dejos la lengua.	Of the extraction of a ranula from the tongue.
Alcunas veguadas accideys dejos la lengua apostema asemblant a nomla petita prohibent la lengua de la sua operacio natural; e fort leu es magnificada entro que huempla la boca.	Sometimes, due to certain wounds on the tongue, abscesses form that resemble a small swelling, which prevents the tongue from performing its natural function; and if it is not treated in time, it can cause great harm to the mouth.
E la operacio en lu es que huebras la boca del malaute sesent devant le solel e considera le apostema.	And the operation in this case is to open the mouth of the patient and examine the abscess.
E si tu le vezes de fusca color o de negra, dur, al qual le malaute no atroba sentiment, lahoras no toques aquel quar es cranc.	And if you see that the abscess has a black or dark color, and the patient does not feel any pain, then do not touch that part that is swollen.
E si es declinat a blancor, en le qual es humiditat, lahoras tu met le onci en lu, e inscideys aquel am spatum subtil, e inscindeys le de tota partida; e si sanc te ventz en la hora de la tua operacio, lahoras tu pausa desus zegi trissat, so es vetriol, entro que sia restreyt le sanc.	And if it is whitish, in which there is moisture, then you should put the needle in it, and insert a thin, sharp instrument, and cut it from all parts; and if pus comes out during your operation, then pause above the wound with a piece of cloth, so that the pus does not spread.
E aprop retorna a la obra tua entro que lo haias trayt am compliment de lu, entro que sia lavat am vi agre e sal; e cura aquel am l’autra curacio ad aquo entro que sia sanat.	And then return to your work before the patient has finished recovering, before they are washed with warm water and salt; and care for that one while you do the other treatment at the same time.
Capitol .xxxvi.	Chapter 36.
De extraccio de apostema de doas aurelhas e de aquel que es nada en le golayro e de las autras apostemas.	On the extraction of abscesses from the armpits and those that are located in the groin and other abscesses.
Quan endeveno en le golayro godat, so son glandulas las quals son asembladas algodat, las quals accideysso deforas e son nompnadas doas aurelhas, las quals quan tu las curas am aquo que havem dit en la divisio e no es sanat, lahoras tu considera si le apostema es dur, de fusca color, de pauc sentiment, lahoras no toques aquel am ferr.	When an abscess occurs in the groin, it is the glands that are similar to wool, which are deformed and called armpits, which when you cure them with what we have said in the division, do not heal, then you consider whether the abscess is hard, of dark color, and little pain, then do not touch it with a needle.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	And if it is of red color and the core is large, then do not touch it with a needle for fear of spreading the infection; let it mature inside, and later you will either incise it or let it burst on its own.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	And if it is of white color, soft, and the core of it is thin, then that one should be incised.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	And the operation in him is that you consider, during your operation, if the abscess has completely healed or if it has decreased at all; and then make sure the patient is facing you, and hold his head still, and open his mouth, and the servant takes between his hands the tongue of him, and the instrument is a noble one of which this is the form:
E sia fayt de argent o de aram, e sia subtil cum cotel.	And it should be made of silver or iron, and it should be thin like a knife.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	Then when you press that tongue against the abscess and show it to him, and cut over that his gum, then take a needle and place that in the wound, and pull that as far as you can.
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	Another thing that you pull from the tissues, and then cut it with the instrument of which this is the form:
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	and it is shaped like forceps, but the outer parts of which are bent, so that the opening of each of those is at the end of the other, because they are sharp, and it should be made of iron and well-made.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	If this instrument is not at your present, then insert this pointed spatula of which this is the form: And it should be sharp on one side, not sharp on the other side.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	And once you have inserted one needle, insert the other according to this manly method of insertion, and then guard the patient from water that is too wet.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	If there is a flow of blood, guard the patient from water that is too cold from decanting or from the milk of a goat or similar to those of the strengthening causes that are within the flow of the blood, and then cure it within the time that it is healed.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	And sometimes these abscesses are located elsewhere in the body or other than those two golden ones, and then insert those according to what I have said in the insertion of two needles equally.
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	And I have already treated a woman with an abscess that was not in the same location as before, which was turning black, of little pain, which had already closed the same location, and the woman was breathing very tightly, and had been prohibited from eating and drinking water, and had already reached the point of death if more time passed by a day or two.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	And the abscess had become so large that it had pushed two ribs inside, protruding through two wounds.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	So he carefully cut it open and placed it in one of the wounds, and pulled out that one, and then tied off a large portion of it, and then carefully incised the other wound where the other injury was, and then covered its mouth and held its tongue, and then carefully placed the wound in that abscess.
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	And then he carefully removed a large portion of it, and not much blood flowed from it but a little bit of pus.
Donc absolut es le guolayro de aquela femna, e comensec tantost beure aygua, e aprop presec vianda, donc yeu no cessegui inscidir de aquela apostema motas vetz per lonc temps, e succesia apostema en loc de aquel, le qual inscizia entro que es prolonguat aquel.	Therefore, he completely cleaned the wound of that woman, and then soon began to pour water on it, and then immediately applied medicine, so he did not cease to incise into that abscess for a long time, and another abscess formed in its place, which he incised until it was prolonged.
Donc yeu engen agui e cauterizegui le guolayro de lu, donc astec de addicio; e aprop yeu perambulegui e no saubi que fec Dieus de aquela aprop mi.	So he then applied a bandage and cauterized the wound of it, and then immediately applied a poultice; and then he walked around and did not know what God had done for that woman.
Capitol .xxxvii.	Chapter thirty-seven.
De inscizio de huvela quan es apostemada.	When a hernia is formed at its beginning.
Quan catarr deysen a la huvula, e es apostemada e es longa, lahoras ela es nompnada perpendicular; e si es en la partida dejos grossa e redonda, e lahoras ela es apelada buba.	When catarrh occurs in the hernia, and it is formed and lengthened, then it is called perpendicular; and if it is in the part behind which is thick and round, and then it is called bubble.
