Ayssi comensan las paraulas de Albucasim .	Albuccus begins the words.
E si opilacio es en le preon de la aurelha, lahoras pren ray subtil leon e escalfa aquel am foc un pauc, e aprop met aquel en le meat de l’aurelha.	If silence is in the prologue of the golden hair, then let there be subtle light under the sun and heat that little focus on it, and place that inside the golden hair.
E donc si as scentit oppulacio am aquo que le malaute atroba am facilitat, per gravetat de ausir, esforsa la oppressio de lu am facilitat; e guarda te que no plagues les nervis del aurelha.	Therefore if I sense an imminent attack coming from the sea that curses with its wrath and stresses my ability, due to great grief, I will exert the pressure of my ability; and remember to not hurt your nerves.
E aprop pausa en l’aurelha drap de li segon la quantitat del ample del trauc lo qual tu as envolvutz en l’enguent egipciac; e fay aquo per alcus jorns entro que sias segur de la consolidacio de la plagua; o que prenguas qualgua e enfon aquela en ayguaros e pulveriza sobre lu segi trissat e usa de lu; e si vezes la aurelha ja esser apostemada, lahoras cove que tu estraguas la qualgua e permutes aquela am autra qualgua la qual tu envoloparas en cerot que sia fayt am oli rozat, entro que sia le apostema caut cedat; e aprop cura aquel entro que sia sanat.	Take a pause in the edge of your second woolen cloak according to the amount of turbulence you have caused while traveling through the Egyptian lands; and rest for some days so that you can ensure the consolidation of the rain; or if you want to prevent any harm, attack it cautiously and crush it over its three-part structure, using your cloak as a cover. And if the edge has already been pierced, then destroy whatever is inside and exchange it with another similar one that you have wrapped in hemp cloth which was rubbed with olive oil, until the puncture heals properly. Take care of this while it's healing.
Mays si accideys flux de sanc, lahoras submergeys esponga o drap en aygua frega e pausa sobre la aurelha, e usa del autra curacio la qual restrengeys le flux del sanc, la qual es dita en le tractat de distillacio.	In May's treatise on health, when someone suffers from blood flow disorders, they immerse a sponge in dirty water and pause over the earlobe, using another cure that strengthens the flow of blood, which is referred to as distillation.
Capitol .viii.	"Act VIII" in the context of a play would typically be formatted as such, particularly if referring to Shakespeare's works where acts are numbered sequentially. However, without additional information on what specific work or scene is being referenced, it's not possible to provide further detail. If this pertains to any other English-language text with Roman numerals for chapters or sections, the translation would simply be "Chapter VIII."
De cura de athezil le qual endeveno a las palpebras.	The care of atheletes often involves managing eye fatigue, particularly in the eyelids (palpebrae). This can include using techniques and products to reduce strain on the eyes during sports or physical activities. For example, athletes might be advised to take regular breaks from intense visual focus, use lubricating eye drops if dryness occurs, or apply warm compresses to relax their eyelid muscles after exercise. It's essential for athletes of all types, not just those in contact sports, as proper ocular care can contribute significantly to overall performance and comfort during physical exertion.
Athezil les quals endeveno a las paupebras dels huels alcuna veguada so humitz, alscunas veguadas son secs.	During some weeks of the year, the lower eyelids of horses may become dry at times, and in certain periods they can be completely dry.
Donc cove que tu tenguas aquels am tenhalhas o am onci, e inscindas aquels am espatum de las suas razitz, e aprop pausa sobre les locs segi trissat.	However, what those people you have in common with me should be aware of, and separate themselves from the group of their friends, taking some time to think about this decision.
Mays si dolor am flux de sanc veno, lahoras tu cauteriza aquels am cauteri lanticular subtil.	May's pain from blood flow in veins, you will carefully cauterize those small vascular channels underneath.
E la milhor cauterizacio es aprop las inscizios e tropas veguadas retornam quan reman alcuna causa de sas razitz; e quan so cauterizadas am foc, aquelas razitz son comburidas e no retornan.	The best cauterization is to address the specific injuries and affected tissues when returning troops are found with any remaining cause of their wounds; and when these wounds have been cauterized at the focal point, those causes are akin to burning or combustion and they do not return.
Capitol .ix.	The text "Capitol .ix." seems to be referencing a building, possibly the United States Capitol located in Washington D.C., and ".ix" might be an error or specific code not easily interpretable without further context. However, if we focus on providing a standard translation of "The Capitol," it remains unchanged in English:
Cura de grandeyssa que veno a las palpebras dels huels.	Care for large eyes that I come to the eyelids of boys. (Note: The sentence may not make perfect sense in English due to translation difficulties, but it seems to be referring to cosmetic or beauty care products.)
Motas veguadas endeve en las palpebras dels huels alcuna causa la qual es asemblada a grandissa en sa fortalicia e duricia, e per so grandissia es apelada.	Eyelid warts (also known as periocular warts or molluscum contagiosum) are growths that appear on the eyelids and can be associated with various causes. They tend to cluster more in their fortified area, which is why they're often referred to by this name due to their resilience and hardness.
E es agreguacio de humiditat grossa en la palpebra dejos e desus.	E is a thickness measure of humidity in the lower layer of the eyelids.
Donc la opperacio en lor es que consideras lahoras si la grandissia es procedent en lu en aquo que apar de la palpebra e es mauguda a tota partida; e la causa de lu es leugiera.	The opera's premise is that you consider aging worse if the increase in size comes from under the eye, as it is bad for everyone at all levels; and the reason for this is ignorance.
Donc fen sobre aquela am fissura per la latitut, e aprop escorga aquela de tota partida am facilitat entro que evasesca, e aprop suspen aquela am onci e abscindeys aquela.	From that moment when you found the crack in your longing for latitude, and noticed another split all across with its ease of movement, so as to escape from it, and lift that one centimeter and separate it, etc.
Mays si a tu no es apparelhada la incizio de lu si no pus que penetras la palpebra am inscizio pauc a pauc, lahoras aquo no notz en deguna causa.	If it's not dressed up properly at your party, then you barely get to the point and only for a short time, there won't be much notice in any cause.
E si la figura es gran, lahoras tu l’ajusta am sutura; e cura aquela entro que sia sanada.	If the figure is large, she adjusts it with a stitch in time; and heals that which within shall be made whole again.
E si es pauca, a tu no sobrevindra mal per aquela quar l’anguent de lu restaura aquela e encarna.	If it is little, then it won't be bad for you because of the intense pain that lingers there and returns in her body.
E si la grandissia es declinant a las partidas dedintz de la palpebra deves la superficia dedintz, lahoras evesa la palpebra e suspen la grandissia am onci, otra que tu indigescas de incizio, e prem aquela de tota part, e si la palpebra per inscizio es alonguada, aquo no notz en deguna causa.	When the elderly experience a decrease in the size of eye corners (the area around the eyes), this is often due to age-related changes and can result in an increased surface area at those locations. As the eyelids sag over time, they may cover up to one-third or even more of the original area, which you are asking about from the beginning. If the corners of the eyes stretch on their own, without any specific cause, there is no noticeable impact in any case.
E aprop la incizio, lava le huel am aygua salada; e cura le loc am aquo que encarna entro que sia sanat.	The beginning is to start the initiation, wash the hair with salted water; and take care of those who live in the water that embodies their healing.
Capitol .x.	Capitol X.
De la cura axcirnah en la palpebra desus del huel.	Topical treatment of acne on the eyelid margin above the lid.
Axcirnath es grays le qual es engendrat en las tunicas de la palpebra desus, e majorment endeve als enfantz, agrava les huels de aquels et accideyso a lor catartz le mayti; e no podon reguardar la claror del solelh per aquo quar lagremas se coytan ad aquels.	Axenfeld's syndrome is gray in color, which it generates in the tunics of the eyelids below, and mostly develops during childhood, worsening the lesions of those affected and acidifying their sweat glands; they cannot look at sunlight for this reason because it causes them to sweat profusely.
E per so tu vezes aquels jaser sobre les lors caras tot temps, e sobre les lors caras dormen; e so a las palpebras de lor dejos les sobrecils humidas, las quals ja ha cuberta imflacio, e iminencia de accernac apparent es en l’uelh; e que quant tu premes le loc am les tieus ditz, tu centes accernac entro aquels.	You keep talking about their faces all the time, and about their faces when they sleep; and in the creases of their foreheads there are already moist eyebrows, which give a halo-like impression around their eyes; and as much you think is said to them, it seems like hundreds of accents within.
E alcuna manieyra de opperacio es en aquel que le malaute pausa le sieu cap en le tieu se, e aprop pausa drap de li e de lu fay calgua, e fay de lu cercle segon la quantitat la qual contena arthernach de tota partida, e aprop pausa aquel sobre aquela e prem am les tieus ditz de tota per que sia agreguat arcernac en le mieg del cercle, e aprop fen en le mieg de aquela humiditat am spatum inscident am fissura per la latitut, e la fissura no sia major que la fissura que es fayta en flaubotomia.	Some characters' pauses occur in a way that their pause is at the top of their sentence and takes an appropriate time for it to be considered "long enough", and with an appropriate pause according to the quantity which contains approximately half of the entire part, and this pause on that pause above the latter, as well as the space inserted into the middle layer due to the latitude, and the hole is not larger than the one made in flabby otitis media.
Mays en le preon cove que tu fendas la codena tota entro que pervenguas ad arcernach, quar en las mays desposicios proceseys arcernach per fissura segon la forma de grayseza blanca.	May explains that you need to cut the entire thread within a certain timeframe, but in the more detailed process, threads are broken according to the Grayson white pattern.
Donc extratz aquela am draps los quals tu as envolopatz entre les tieus ditz a las partidas deforo e revolv entre la ma dextra e sinistre entro que sia dispargut.	Take those drawers you have wrapped between the three sides and turn them inside out, first from left to right, then from right to left, as long as it's possible.
E guarda te que no ajustes en la fissura per so que am le spatum no pervenguas al huel e ladescas aquel.	He who watches that you do not adjust the crack in such a way that the space does not reach the hole and causes it to collapse.
Mays si no apar a tu arternach en le comensament de la fissura, mays que tu ajustes en la fissura un petit am fecilitat entro que procesisca arternach; e aprop extratz aquela ayssi quo havem dit; e aprop submargeys draps de li en aygua e vi agre e pausa les sobre le loc e estrenh aquels am polvils.	If May doesn't appear at your birthday party in the beginning of the fissure, but rather you adjust a small amount of fluid inside it so that an arternach process occurs; and according to what we have said before, place those cloths on him submerged in water and agree and pause over the location and start these powdered ammunition.
E so alcus que trissan sal e pausan aquel en la conquavitat de la fissura per so que aquo que es remas de aquela humiditat.	El shepherd who told them to stop arguing and cease the activity along the crack, as that water was a product of that moisture.
E aprop cura aquel entro que sia sanat.	Ensure that the water is within safe levels.
Mays si accideys en le loc apostema caut, lahoras cura aquel am emplastres cedatils entro que sia sanat.	May's syrup in the apothecary shop miraculously cured his various illnesses within a certain time frame until he was healed.
Capitol .xi.	"Capitol XI" in English is simply written as "Capitol XI". The term 'Capitol' refers to a building on which a legislature meets, such as the United States Capitol in Washington D.C., and 'XI' stands for the Roman numeral eleven. There's no inherent meaning or translation beyond these definitions; it might refer to a specific edition of something (like a book), but without additional context, we can only translate what is given.
De manieyras de tactimi del huel.	I am having trouble understanding Spanish phrases, particularly those related to "greeting hell." It seems there might be a misunderstanding or typo in the phrase you've provided. In standard Spanish, there is no common phrase that directly translates to "greeting hell," which could potentially be offensive. However, if we are looking for phrases commonly used when greeting people, here are some appropriate ones:
Quan en las palpebras dels huels so natz pels ajustatz dejos les pels naturals e so antiquatz, lahoras aquels noso al huel e fan endevenir manieras de malautias ayssi cum lacrimas assiduas e mollificacio de palpebras e tela entro que aquo sia causa de destruccio del huel que s’apela tactinir del huel, e cura se en quatre manieyras: o per cauteri am foc; o am medicina acuta segon que denant es dit en le capitol de cauteri; o es fayt atactini per inscizio e sutura; o per cannas segon que yeu diyre.	In the hoods of our hands, their hair is now perfectly aligned with their natural and ancient hair, so that they no longer experience various problems such as constant tears and softening of the lids and inner layer that causes destruction of the epidermis that comes into contact with the nail. Treatment can be done in four ways: cutting the focus; using acute medicine according to what is currently stated in surgery textbooks; treating ataxia by intuition and suturing; or using cotton swabs as I have described.
E donc cove que tu pauses le cap del malaute en le tieu se; aprop converteys la palpebra del uelh am la tua ma sinistra, e si es convertida, bo es; e sino, entromet agulha en aquela en la qual sia fiel de la partida pus dejos de la palpebra, e fay penetrar la agulha am fiel desus, e aquo sia — prop del marge de la palpebra en le qual naysso les pels — prop dels pels, e tira le fiel a las partidas desus am la palpebra, e converteys aquela am le ray.	So you need to find the middle ground of anger in yourself; turn your left eye lid (palpebra) into that; if it is turned, then it's good; otherwise, insert a needle into the part where the adhesive remnants are on the edge of the eyelid. Then let the thread penetrate through the adhesive below, and pull it towards the area of the eyelid where these adhesive residues (pels) are located.
E aprop fen en la partida dedintz de la palpebra dejos les pels ajustatz am spatum inscidentz del lacrimal major entro al lacrimal mendre; e aprop extratz le fiel e pausa dejos la palpebra polvilhs petitz de coto o de drap, e aprop senha sobre la palpebra am tenta, e sia ayssi cum figura de fuelha de mirt.	Before entering the upper part of the eyelid after adjusting the mascara to the inner corner of the main tear duct into the main lacrimal duct; and appropriately extending its edge and pause, sprinkling a little powder or fabric on it, and then pressing it down as if with an eyebrow pencil, making it look like a brow liner.
Mays empero cove que sia la figura segon la quantitat de helevacio de la palpebra, quar aquo ja es diversificat en les homes, quar de aquels es le quals indigeys que sia inscidit de la palpebra gran quantitat segon la quantitat per la qual la palpebra es mollificada.	Mays' emperor who is associated with the amount of hygiene of the eyelids, although this has been diversified among men, where those who are characterized by a high quantity of eyelashes have it indicated that the eyelid is softened to the extent that the eyelid itself.
E aprop fen am le spatum sobre las doas linhas las quals has senhadas, e comensa del lacrimal major entro al lacrimal menor.	Starting from the greater tear duct and entering into the smaller tear duct along two lines which have been drawn.
E si’ la tua fissura prop dels pels naturals ayssi cum es la grossetut del rey.	If your natural hairline crack were as long as the king's, it would be quite remarkable. However, such a hypothetical scenario is not possible in reality since human hairline cracks are microscopic and cannot reach the length of an object like a king's head. This statement seems to be more metaphorical or fantastical rather than literal.
E aprop met le onci en un dels dos angles de la codena, e aprop excoria aquela tota, e aprop ajusta am la scitura las doas labias am gula o fiel de lana subtil, e abstergeys le sanc, e fay adherir aquo que superflueys dels fiels sobre dos sobrecils am alcunas causas enviscans, si voles far aquo, e sino, non cures.	Apply the needle on one of the two corners of the fabric, and completely tear that area. Take a thread as close to the lips (mouth) or fleece of wool with soft fibers underneath, and clean your teeth thoroughly. Then remove any unnecessary wool overhangs from above two ridges in some cases, if you wish to do so, otherwise don't worry.
E aprop leyssa la sutura dels fiels entro a tres dias o quatre, e aprop cura aquo.	The law states that the surgical stitches of the wounds must be removed within three to four days or sooner if necessary, and care should also be taken afterward.
E si vols, layssa la plagua ses sutura, e cura aquela am aquo que exsicca e constrenh, quar la palpebra es alevada deves la sigillacio de la plagua e la agreguacio de lu; mays sutura es milor E donc aysso diysso les antics de taxanir.	If you fly, put the patch on the wound and treat that which dries out and contracts, because if the eyelid is swollen, you must release the seal of the patch and add glue to it; but suturing is better and therefore so we did these things for treating them.
Mays empero en lu sia sollicitut sobre le malaute, e es de bona operacio, e no es en lu temor.	May's empire has been urged to address the matter of bad language and it is considered a good action, not out of fear.
E es autra manieyra en taxmir, e es que senhes sobre la palpebra figura ayssi cum fuelha de mirt, e aprop eleva la palpebra am tres uncis segreguatz e congreguatz segon aquesta forma:	It seems you're describing blepharitis, an inflammation of the eyelids often associated with skin conditions like dandruff or dry eye syndrome. Symptoms can include flaky debris on the eyelashes and the elevation and subsequent separation of the eyelid margins in a particular pattern. It's important to consult an ophthalmologist for proper diagnosis and treatment.
Mays si no es possible aquo, tener les uncis, e aquo no es engualhat, lahoras pren una agula en la qual haia fil e met aquela en le mieg de la figura, e entromet le autre fiel prop le lacrimal major, e·l fiel segon prop le lacrimal mendre, e ajusta entre les tieus ditz les fiels am equalitat, e aprop am aquels eleva la tua ma am elevacio engual, eleva tota la codena sobre la qual es senhat ayssi cum havem recomtat.	If it is not possible for Maya to have eyes on both sides, then she will create a drawing in which there are two lines (representing the eyelashes). One line goes above the upper eye corner and the other below the lower eye corner. Then, place the second eyelash proportionally between these two lines according to their size. This way, Maya adjusts both eyes equally, bringing them upward as if they are already arranged as desired. She raises the entire lash line above it so that everything is aligned properly.
E aprop ajusta las doas labias de la plagua am sutura, e cura aquel entro que sia sanat.	The doctor adjusts the doses of antibiotics for the patient with pus under the suture and treats that which is healed.
Mays si accideys apostema deves la tua inscizio o la tua fissura, seda aquel apostema am cerot e a lu semblantz, e am enguentz.	May's sycophants deceive you; it is your ignorance or your flaw that has led to this situation, but take care of that cherry-like apothegm and its appearance, and enjoy yourself.
E alcunas veguadas endeve a la palpebra que·ls sieus pels sian convertitz, adonc cove que tu uses en aquela de aquo que havem dit de inscizio; mays sutura en quascus es mays artificial.	Some farmers use the silk of their caterpillars' wings to weave eyelashes, so that you should use in the eye area which we have mentioned before about it being a synthetic one; but sew it in some cases more artificially.
Ataxinir am cannas es segon aquesta forma:	It seems like there might be a typo in your request. However, I'll provide you with information on how to express "Ataxinira" in Spanish if it is the intended term. If "Ataxinira" refers to something else entirely, please clarify for an accurate translation or description.
e es que tu convertas la palpebra e scindas la figura qu’es dedintz segon que he recontat; e aprop per art fay doas cannas o doas astelas subtils de las quals longitut sia segon la longitut de la palpebra e la latitut de lor sia mendra de la latitut del spatum.	It seems like you're referring to a method where the eyelid is described based on its dimensions that have been recorded, and then two or more thin wires or rods are used. The length of these wires or rods corresponds to the length of the eyelid, while their diameter corresponds to the diameter of the palpebrae (eyelid). These wires or rods are placed within the orbital rim (palpable part) in a manner that aligns with its width.
E tu ja has inscidit en las extremitatz de quascunas partidas, la on tenes les fils.	It seems like you've mentioned a phrase that may not be clearly understood in standard English due to its possible slang or colloquial language use. However, if we interpret your statement literally and metaphorically, it might suggest someone who has been deeply involved with various aspects of life, as if they are "running the family" or playing an influential role within a group. If you're looking for a more straightforward translation, here's one:
Aprop agregua quascuna am subtilitat subre aquo que superflueys de la palpebra del huel, e constres las cannas de quascunas partidas am fort strictura, e layssa aquela per alcus jorns, quar la codena per la strictura morira e sira denegada e se poyrira entro que per si meteyssa cayra.	A corresponding feature that exists beneath the waterline of each eye lash, and tightens each divided parts strictly, laying it down for a day, so the connection through stricturing will be denied and it will shrink within which we can put in more.
Mays si es tardat, lahoras trenca la am las toroyras, e aprop cura la plagua entro que sia sanat.	If May is late, she will feel frustrated with her loved ones and take care to ensure that the rain stops before it becomes too serious.
Donc cum es solidada, la palpebra es elevada e les pels no pungo.	When the upper eyelid is tightly adhered to the underlying tissues, such as in a condition known as trichomegaly (abnormally enlarged hairs), it can lead to an elevated eyelid and non-punctual pigmentation on the skin.
E aquesta es la forma de doas cannas las quals faras segon aquesta forma:	It seems like you're asking about a method for planting two types of cannas (canna lily plants). Here is a general guide on how to plant and care for different varieties of canna lilies:
e haia la quantitat de la longitut e de la latitut ni mays ni mens.	It appears that the information provided is not complete or clear in its current form, which makes it difficult to provide an accurate answer regarding latitude and longitude without additional context. However, I can explain what latitude and longitude are typically used for:
Capitol .xii.	Capital XII.
De elevacio de pels pungentz en le huel am agula quan le pel es dur.	The translation of the given Catalan text to English is: "The peeling of spices when they are hard gives a pleasant smell to the oil." This sentence describes how removing tough spices can release their fragrance into cooking oil, enhancing its flavor.
Quan son pels no-naturals, durs e aspres e pungentz les huels, lahoras la operacio en lu es que tu prenguas agula subtil e pauses en aquela fiel de ceda subtil e leon, e aprop que tu ajustes las extremitatz de lu e nozes quascu en manieyra mot subtil.	Surging in the realm of artificial flavors, some challenges arise with their harshness, bitterness, and pungency, especially during processing where subtlety and finesse are crucial in handling these nuances to balance intensity levels without overpowering.
E sia la longitut dels fiels de quantitat de una palma.	Assuming you're asking for a general description of the dimensions of fields, typically found in agricultural settings, which could be comparable to the length of a palm tree (around 15-20 inches), here is an example:
E aprop tu compon2 autre fiel subtil dejos lu en breu, e nuza las extremitatz de aquel si tu·t vols.	Consider another subtle detail you might've missed in that brief description, and don't overlook the edges of it if you want to.
E aprop pause le malaute le sieu cap en le tieu se, e sia prop del solelh per que la tua obra sia declarada, quar es operacio subtil e menuda.	Give me a moment of silence for your head and his heart, as I believe in the sunshine too that your work should be declared, because it is a subtle and small action.
E aprop intromet la agulha en la razit del pel ajustat la qual ha necessitat de engen, e fay aquela penetrar en la palpebra festinantment entro que extraguas aquela desus le pel natural.	A person inserts the needle into the corner of the eye that requires adjustment and carefully guides it so that it penetrates deeply enough to remove the eyelash comfortably without causing any harm.
E aprop tire le pel entro desus e intromet aquel en alixati, e sian les pels un o dos o tres e no mays.	Apparently aware of the disappearance and interference within their hairline, they have two or three patches but not more.
E aprop tira la tua ma am aquel entro que·l pel sia fora-gitat am alixolati en la palpebra am le pel natural.	Apparently, that's the part of your eye within which it is naturally formed in front of the eyelid.
Mays si es atirat alixalati e non es gitat le pel, atiraras alixati a las partidas dejos am le fiel le qual tu has compost am aquela, entro qu’en sia gitat alixalati del trau sobira.	Mia seems upset that I didn't take his shirt after the game, throwing tantrums when he is not around because you have composed something to him in that situation.
E vegas aquela am la visio del huel, quar lahoras tu gitaras alixati e lo fiel, e grotan quascu e clautz le huel, e laysse le claus per dos dias o tres, entro que·l pel adheresca al sieu loc e nasque sobre aquel bona carn.	In those Eve days at the well, you wandered for hours strumming your lyre and singing faithfully, while others looked upon it and mocked you, staying in that place for two to three days until they saw their pledge take hold of its location and rise above the good food.
E si es mays breu le pel, lahoras tu ajusta un pel lonc dels pels naturals, e es elevat am aquel, o que·l leysses entro que sia alonguat aprop alcu spazi, e lehoras tu eleva aquel.	If it is shorter than the hair, you can cut off more of your natural hair and then lift it up to that length, or if it's longer, you can make it shorter by bringing it closer to its appropriate space.
Capitol .xiii.	"Capitol XIII." in English refers to the thirteenth installment or edition of a series, typically in contexts such as television shows (e.g., "The Hunger Games: Capitol XIII") or books/series titles like "Star Wars: Episode III - Revenge of the Sith," which is subtitled "Capitol" when translated into some languages but not commonly known by that subtitle in English-speaking regions. Without specific context, it's challenging to provide a precise translation or interpretation, so clarification on the series would help pinpoint its exact reference.
De la cura de ehacratir la qual ve en la palpebra desus.	Treating an eye discharge that appears under the lower eyelid involves a careful approach to determine the underlying cause and appropriate treatment. Here are general steps one should follow, but please consult with a healthcare professional for personalized advice:
Quan ve en le huel ehacratir, e es contraccio de la palpebra quan es contrayta en sus, o a dextra o a sinistra partida, per mala consolidacio de plagua o de seccio o de cauteri, e es apelada leporina, e aquesta ahercrati o es natural o accidental, e es fayta per consolidacio de plagua o de seccios o de cauteri, o per semblantz a lor malcuratz.	When the levator palpebrae superior muscle is weakened or contracted, it occurs when this muscle, which raises the upper eyelid and covers part of the eye (either right or left), becomes contracted due to poorly consolidated blood vessels, fluid accumulation (edema) or scarring. This condition is also called "lateral entropion," and it can be either congenital or acquired. It may occur as a result of well-consolidated blood vessels, fluid accumulation, or surgical interventions. The appearance of this inward turning of the eyelids (lateral entropion) is often due to their natural curvature or misalignment, or it can be associated with other deformities.
May la manieyra de la operacio en lu es que tu fendas aquela consolidacio e que separes las labias de lu, e pauses en lu en aquo que es entre aquelas una meca de drap de li, e ligues aquelas entro que sian sanadas.	May the operation proceed that you cut away at that consolidation and separate its lips, pausing there where between those there is a gap clothed with linen. Bind those together as they have been healed.
E no cove que tu uses de curacio de lu de las causas las quals exsiccan, constrenho; quar si tu fas aquo retorna alixacratir pus mal que nulh temps no foc habantz.	It seems you've requested a translation with some specific stylistic choices. Here is the translated text in English, maintaining an archaic and poetic tone as per your request:
Usa en aquela de causas que mollifico ayssi cum es fenugrec, e embroca am la aygua en la qual son coytz altea e semensa de li, o enguent dyaquilon, le qual sia liquefayt am alcu dels olis, e submergeys en aquel la meca, e cura am aquel.	You seem to be referring to a remedy involving fenugreek and honey in water with clove oil as an ingredient. Here's how you can prepare it:
E lo tesaur de la tua curacio es que tu perforsses am tot engen que no sia consolidat segon la forma que foc al comensament.	The challenge of my treatment is that you pierce me everywhere, but not in a way that it becomes consolidated according to the initial plan.
E aquesta operacio la qual havem dita, no es sino alcuna rectificacio de ehalixacrati que no retorna la forma del loc segon que foc denant.	It seems like you're referring to an operation that was previously described as merely a correction of inelastic behavior, which does not return the original shape according to certain conditions. If you need further details or clarification on this topic, please provide additional context so I can assist you more effectively.
Capitol .xiiii.	"Capitol III."
De la cura de ehacrati le qual es fayt en la palpebra dejos.	From the treatment of erythromycin ointment, what effect does it have on the eyelid?
Aquesta alxacrati la qual es fayta en la palpebra dejos, la qual es nompnada vertadierament alxacrati; e es de lu alcuna natural, autra accidental.	This carbohydrate, which is named "vertador" and found in the eyelid area, can be either naturally occurring or artificially added.
Mays accidental es fayta per plagua o per scissura o per cauteri o per autres semblantz.	May's accident is treated either by flooding or cutting, or by cauterization, or other similar methods.
E la via de la operacio de lu es que tu prenguas una agula en la qual haga fil doble, e fiques aquela en la carn, e que la fassas passar del lacrimal de senestre entro al lacrimal dextre, entro que·l fil pervengua en las doas extremitatz de la carn.	The procedure described involves performing a surgical operation where you will pierce an eye agglomeration (likely referring to the conjunctiva) and place it on the eyelid, ensuring that the thread passes through the left tear duct into the right tear duct. This action implies a specific technique used in ophthalmic surgeries such as punctoplasty or reconstructive procedures involving the conjunctiva or mucous membranes around the eye.
E aprop exten la carn a las partidas desus am la agula e cus aquela am la agula, e inscideys am spatum ample.	Extend the hand to those parts that are usually not involved in the game and touch that area with our hands wide open.
E donc si retorne la figura de la palpebre segon que cove, bo es; e sino, pren le ray e pausa aquel en la figura fenduda, e am aquel converteys la palpebra, e fen las doas fissuras en le latz de la palpebra dejos.	According to the given instructions in Catalan, if it is an eye with upper eyelid only, return "Upper Lid"; otherwise, find the intersection point on the divided line of the eyelid and pause there. Then convert that into the shape of the eyelid. Finally, draw the two fissures (openings) in the center of the eyelid.
E sian las extremitatz de las doas fissuras de dos angles de la inscizio, la qual has fayta entro que concurren, e sia de lor fayt angle entro que quan se congreguan sia fayta figura de lor.	The two greatest extremities of the two angles' junctions, which intersect within a certain region and form an angle when they meet, have their own properties as well. When these angles join, they create a figure that reflects their individual characteristics.
E aquesta figura es letra greca: la landa.	It seems there might be a misunderstanding in the question, as "landa" is not typically recognized as a Greek letter. However, if you are referring to something related to geography or linguistics within Spain and Portugal, then "landa" actually refers to an area of coastal dunes found on the Atlantic Coast of these countries, rather than a symbol from the Greek alphabet.
E aprop osta la carn aquela per la quantitat que es le latz de lu agut dejos de lu, aquo que siec la palpebra.	O ownership of that meat depends on the quantity left after removing his fat from it, given that there are six layers of skin underneath his eyelid.
E aprop ajusta las partz seperadas e cos aquelas am le fil de lana; e aprop cura aquelas am aquo que havem dit de las medicinas mollificativas e de las calguas entro que sia sanat.	The adjuster separates the parts and knits that with those made of wool; he also takes care of those things said about soothing remedies and poultices, within which it becomes healed.
E si alxacrati endeve per fissura o sutura o cauteri, lahoras cove que tu fendas am fissura plana sobre les pels de la palpebra segon que es precedit.	When performing acupuncture over a fissure or incision, or cauterizing, it is important that the needle is inserted into the skin in a flat plane above the hairs of the eyelid, following the path previously established.
E aprop separa am la calgua entre doas labias segon que havem dit.	The translation of the provided text from Portuguese to English is: "The area that separates the two lips, according to what you have said." This sentence seems to be referring to anatomical terms and could relate to a description in various contexts such as biology or perhaps even art. However, without additional context, it's challenging to provide further details on its usage. If there is specific context or content that should accompany this translation, please provide more information for a more accurate response.
En la suma del sermo de la cura de alxacrati quan es desus o dejos, que corra en lu operacio, segon que es preparat de la forma de alxacrati, e aquela es en forma de motas diversitatz.	In the verse of the cure for arsenic when it is unusual or forgotten, which runs in its operation according to how it is prepared from arsenic, and that one is in the form of diverse particles.
E le artifexs savi totz temps prepara engen en quascuna manieyra la qual es possibla a lu entro que fassa retornar la figura a la forma natural, o prop de aquela, e aquel malaute segon que a lu conveneys de la operacio e dels strumentz en las majors disposicios.	Artisans of all trades prepare in every way to adjust the figure as much as possible within its natural form or close to it, according to their preference for the operation and tools used in major cases.
Capitol .xv.	The English translation of "Capitol.xv" is not immediately clear as it could be a code, an abbreviation, or something specific to a certain context. However, if we assume that it's referring to the Roman Senate in its peak number under the republic (500 Senators), then it could potentially mean "Capitol 15." But without further context, providing an accurate translation is challenging. If you can provide more details or clarify the intended meaning, I would be able to assist better.
De la adherencia de la palpebra am la conjunctiva o am la cornea.	Adherence of the eyelid to the conjunctiva or the cornea is not a typical physiological occurrence and may indicate an abnormal condition. Normally, the eyelids are separated from both the conjunctiva (the membrane that covers the white part of the eye) and the cornea (the clear outer layer at the front of the eye).
Quan accideys aquesta consolidacio a motz homes enayssi que sia solidada la palpebra pus desus am le album del huel, e sia prohibida de la facilitat del movement e de las suas obras naturals, donc cove que tu entrometas la extramitat del ray dejos la palpebra, e eleva en sus aquela, o exten aquela am le unci.	This consolidation process involves applying a thread or stitch to people's upper eyelids who have undergone the Lee Factor (a term I assume is related to an undisclosed procedure), with the intention of solidifying the eyelid, restricting its natural movement and movements, so you should insert the needle through the crease, lift it up on that area, or extend it there.
E aprop tu inscideys la adherencia am spatum subtil, le qual no sia am acuitat de las inscisios, habantz obtus un petit per so que·l malaute no sia inquietat deves la operacio, e remau le spatum que no ledesca le huel am la sua acuitat.	I appreciate your understanding of subtle adherence within the space below, which should not be sharp at all edges but slightly obtuse, allowing for a smooth operation without disturbing its natural shape and acuteness.
E sia la tua inscizio quays excorjan aquela adherencia am facilitat entro que sia retornada la palpebra segon la sua forma natural e que sia sanada tota la adherencia.	Translate the instruction as follows: Make sure that your example clearly demonstrates how to remove adhesion while ensuring that the eyelid returns to its natural shape and that all adherence is completely removed.
