Ayssi comensan las paraulas de Albucasim .	Then apply the words of Albucasim.
Mays empero yeu non e vist degu en la nostra terra le qual haia perfeyt aquo, ni e aquo legit en alcu dels libres dels antics; e es possible que aquo sia novel.	And perhaps you have seen it happen in our land, where it is said to be a new development.
E aquestas so las formas de las specias de magdaan per que sia sobre aquelas aquel le qual ignora aquelas:	And these are the types of species that are known as magdaan in the medical field.
E sian faytas de eram o de ferr propriament, e sian las extramitatz de lor am aquesta subtilitat triangulada, la extremitat aguda ayssi cum aquela es la forma.	When translated literally, the text reads: "And if they are thin-skinned, these should be called humors."
Capitol .xxiv.	The chapter containing the text begins with the word "Capitol" and ends with the phrase "et cetera."
De la curacio de carn nada en le nas.	Then comes the treatment of flesh that bleeds.
Quan en le nas so nascudas carns diversas ajustadas de las quals es alcuna causa la qual es assemblada a scorpio de motz pes, o a polip peys; e aquesta malautia es apelada polipus quar es a semblansa de aquel peys representat.	This describes other methods used to treat wounds, such as those resembling scorpion stings or a polyp.
E de lu es carn cancrosa, lapadea, de fusca color; e de lu es que es carn leon no de color fusca.	And if it is a tumor, and not a mole, that appears on the flesh, then it is a cancer.
Donc en aquela que es en aquestas carns leon no fraudulenta ni cancroza, cove que fassas le malaute sezer entre las tuas mas e posat al solelh, e huebre las nars de lu, e picoys le tieu onci en aquelas carns.	Therefore, you should use a cushion for support under the body.
E aprop extrat aquela a las partidas deforo, e aprop inscindeys aquo que has comprehendut de aquelas am spatum agut subtil de la una partida entro que sapias que tota la carn ja es ostada; que si roman de lu deguna causa de la qual la abscisio es possibla, lahoras tu ratz aquo am la un dels estrumentz subtils am facilitat entro que de lu romangua denguna causa.	Then you should use a cushion to apply pressure to the joint and have them rest.
Mays si senhoreja am sanc o accida apostema caut, lahoras tu pausa a lu aquo que cove; o es dels apostemas malignes, lahoras tu coyta e cauteriza aquel entro que sia abscindit sanc e sian ostadas las cavas totas.	This is a bad sign if you have sores on your legs, so you should seek a physician's help immediately.
E aprop sia getatz en le nas aprop la inscizio vi agre e aygua o vi.	Then place a cushion on their nose, then use a cautery to prevent the disease from spreading.
Mays si le nas es ubert e de lu procezeys humiditat entro al palat, lahoras sapias que ja es sanat.	Mays si the nose has been opened and the vapors have entered the palate.
Mays si la humiditat no penetra segon que cove, lahoras tu sapias que dedintz lu es carn nada en los pus sobiras osses de las nars als quals non es pervengut abscizio.	And if the fluid does not spread to the legs as it should, a cushion is placed on the leg bones by the doctor.
Donc lahoras cove que entromitas fiel de li al qual sia alcuna grosseza, e nuza en lu motz nuzes, e pausa entre quascun nutz la quantitat del dit o mens, e engene le malaute e entromet una extremitat del fiel en le nars am lo ray o am autra causa la qual es a lu possibla.	So, when a patient has a problem, such as a swelling in their feet caused by something other than gout, it is customary to apply cushions to prevent the swelling from worsening.
E pus que aquo aura fayt, que atire le sieu odorament entro que pervengua a las canals de las nars, e sia eyssit sobre le sieu golayro, quar tropas veguadas le semblant ad aquesta accio fan les enfantz a las scolas, e es leugiera causa ad aquel que ho vol far.	And since the patient's body has gout, it is necessary to treat him with a cautery.
E aprop pausa las dos extramitatz del fiel, una extremitat que iesca sobre le nas et l’autra que romangua en le nas, e aprop aministra serratura de carn am les nuzes que so en le fiel, e fay aquo entro que sapias que las carn ja so am les nuzes del fiel.	You have already opened the door for the patient to have their intestine or cavity treated by another's hand.
E aprop extratz le fiel, e pausa en le nas aprop la abstraccio del sanc una calgua , e fay aquo per tres dias o mays entro que l’enguent corrodo tot aquo que es romas de las carns.	And if it is necessary to drain the phlegm from the patient's body through the use of a poultice, put a cushion on their legs.
E aprop en la fi de la causa, pausa en le nas una canula de plom per alscus jorns entro que sia sanat.	Then apply a lead cushion to the patient's body until they are healed.
Mays si endigeys de curacio que exsique, usa de aquela.	Then, if healing is needed, use a cautery to treat the patient.
E aquesta es la forma del instrument a capipurge fazedor am le qual son distillatz olis e medicinas en le nars:	E aquesta, in this context, seems to mean "and this" or "this is the way". So, the full phrase might be translated as:
E fay aquo de argent o de eram, la qual sia semblant a una petita lampesa uberta, ayssi cum petita conqua, e le meat semblantment.	And keep a cushion under the legs to prevent pain from spreading.
E si vols, fay una canula clausa ayssi cum cana, e la cancula del estrument a capipurge fazedor e sia plana, descuberta; a la qual sia manubre en lo derier de lu, am le qual tenguas aquela quan escaufas en lu oli o aquo que tu vols dels sucs e de las causas suctiblas.	If you want to make a wound on the leg, use a canula (a small tube) to apply heat and draw out the impurities from the body through the blood vessels.
E aquestz capipurgi es precios: recipe de enforbi de castor, de balayra blanc, de giengiebre, e piletre de safra, de pebre lonc, de escafragia, de epetum de spic ana unc. vi cumfizeys am suc de bleda e de caul, e sian faytas pillulas, e sia destemprada una pillula am aygua tebeza, e sia gitat en las nars del malaute jasent envers.	And these are the ways to treat it: by applying a poultice or by using a cautery.
Capitol .xxv.	Chapter 25.
De theyls natz en las extramitatz del nas.	And if you want to cauterize the eye, do so around the area around the eyes.
Motas veguadas es nat theyl en las extramitatz del nas, e es magnificat e omentat en alscus dias entro en que mot es leg le reguardament de lu.	They are applying a cautery to the patient's legs for treatment.
E per aquo cove que tu inscidas aquel en le comensament de la apparissio de lu, e erediques tot aquel.	And if you wish to be safe from the risk of being injured by sharp tools, you should make sure your hands are free from the ailment.
E aprop pausa sobre le loc o cauteri o medicina comburent la qual estia en loc de lu.	And you will use a cushion to soothe the pain.
Mays si es tardada la sua inscizio entro que sia magnificat, lahoras considera si es lapificat, dur, de fusca color e de pauc sentiment, lahoras no toques aquel am ferr quar es apostema crancos; quar motas veguadas ad aquel que inscideys aquesta apostema endeve per lu granda malicia sobre aquel le qual aquel havia.	Then you may apply a treatment to the affected area.
E si le apostema es de leon tocament e no es de fosca color, e vezes que inscizio es possibla en tot aquel, lahoras evacua le malaute e inscideys aquel senes temor, e cura le loc am aquo que exsique e costrenh entro que sia sanat.	Then apply fire to the wound to cauterize it.
Capitol .xxvi.	E aprop reduce la cosa on the other side, e use the other cushion to apply heat.
De sutura del nas e de las labias e de la aurelha quan la continuitat es dissolvuda per plagua o per semblantz.	And if you have already used the pointed cautery on the lips or the ear, and another one is placed on the lips and another one on the lips and another one on the lip.
Sapias que quan accideys solucio de continuitat en una de aquestas cartillages, pauc confereys en aquela operacio sino en alcus homes.	You know that in a few such cases, the surgeon will use cautery.
Donc cove, quan endeve ad alcu alcuna causa de aquelas, que consideres si es plagua fresca am le sieu sanc, e lahoras tu ajusta las doas labias de la plagua am sutura, e aprop cura aquel entro que sia sanat.	And when you have treated the wound on the leg, then apply a cushion to the patient's foot, and hold the patient's hands still.
E si las labias de solucio de continuitat so ja separadas, e quascuna es fayta sana, lahoras cove que tu excorjes quascuna partida de la sua codena apparent entro que n’iesca sanc.	And if the patient's lips are already healed, then leave the wounds alone, for they are healed, but if the pain is in their legs, place a cushion on them, and if the pain is elsewhere, don’t touch the sore spots.
E aprop ajusta las doas labias am sutura e strenh aquelas, e sobre aquelas pulveriza sanc de drago e enses trissat, e pausa sobre la polvera una pessa de emplaustra diafinicon, o de alcu autre dels emplastres consolidatius, e leyssa aquel liat per dos jorns o per tres, e aprop deslia aquel e permuta aquel emplaustre e leyssa aquel entro que·ls fiels per si sian abscinditz, e aprop cura am enguent entro que sia sanat.	Then apply sutures to the edges of the wound.
Mays la manieyra de la sutura es que tu agregues la solucio de continuitat o am agulhas ayssi cum havem recomtat en la sutura del ventre, o agregua la solucio de continuitat am fiel ayssi cum a tu e fayt saber.	When there is pain in the joints, they say it's a special case of that ailment.
Capitol .xxvii.	Then apply the appropriate cautery to the affected joint.
De extraccio de aquela causas que veno en las doas labias en las partidas dedintz.	When there is an accumulation of humors in the two lips (of the mouth) that cause pain, it is customary for doctors to call it a cold humor.
Motas veguadas endeve a motz homes en las partidas dedintz de las suas labias alcus apostemas durs semblantz a gras de errs, e alscunas de lors son mendres e alcunas son majors.	The patient's feet are treated by applying cushions to them.
Donc cove que tu convertas las labias e fendas quascuna de aquelas duricias de tota part, e aprop la abscizio umpliscas le loc de sagi trissat entro que·l sanc sia restrengut, e aprop sia lavat am vi agre e sia curat le loc am aquo que es stipticitat, entro que sia sanat.	And if you want to treat those areas that are stiffened by joint pain and inflammation, then apply a cushion, and use a tool for the other pains in the legs and feet.
Capitol .xxviii.	**Capitol .xxviii. translates to Chapter 28.**
De inscizio de la carn ajustada en las gengivas.	"This is" likely refers to a description of something related to the gums, such as pain or swelling.
Granre de veguadas nays sobre la gengiva carn ajustada la qual les antics apelero albulus, adonc cove que tu suspendas aquela am onci o que tenguas aquela am las forfecs e inscidas aquela deves la sua razit, e leyssas la sania correr o le sanc.	A large number of these wounds are found on the gums, which were formerly called sores by doctors.
E aprop pausa sobre le loc sagi trissat o autra polveras stipticas o excicativas.	Then apply to the cavity a styptic and another cauterizing powder.
E si aquela carn retorna, lahoras inscideys aquela segundariament, e cauterisa aquela, quar aprop le cauteri no retornara.	Then cauterize the flesh, for if it's necessary to make marks on the skin, use a hot iron to burn them.
Capitol .xxix.	In the 29th chapter...
De razo de dentz am ferr.	Then apply a cushion on their teeth.
Quan en la superficia de las dentz de las partidas dedintz e de las de foro e entre las gingivas so ajustadas escorsas aspras, legas, e alcunas veguadas son de nigradas e son faytas citrinas o vertz entro que a la gingiva ve per aquo corrupcio e son faytas las dentz legas.	When you are dealing with sharp pain in the feet, it is important to remember that what is known as a "toothache" can also be caused by a different condition called "coys".
E donc cove que tu fassas sezer le malaute entre las tuas mas e pausar le cap de lu en le tieu se, e ratz las dents en las quals apareysso aquelas escorsas e causas semblantz arena entro que de lor no romangua deguna causa, e aquo fay de la negror e de la citrinitat e de las autras entro que sian mondificadas.	And so put your hand on the patient's legs and feet to prevent them from being affected by bad humors.
Donc si es ostat aquo que es en aquelas del comensament de la razio, bo es; e sino, lahoras tu itera la razio sobre aquelas al autra dia e al segon e al tertz entro que vengua al derier stament en aquo que tu vols.	If you are to be a physician, apply the following translations on their initial application, and the other one's for the other two
E sapias que las dentz han necessitat de motz rezoris de diversas formas e de motas figuras segon que es preparat a la tua operacio.	And you know that the patient's teeth are what need to be treated.
E per so quar le razori am le qual la dent es raza de la partida dedintz es autre del razori am le qual es ras entre las dentz segon autras formas, e aquestas formas de razoris sian deves tu preparadas las quals veyras tantost:	E per cushion the intestine so that it does not harm the patient.
Capitol .xxx.	Capitol .xxx. translated to English is Chapter 30.
D’eradicacio de dentz.	On the eradication of teeth.
Cove que tu cures la dent de la sua dolor am tot engen e tardes en tota eradicacio de lu, quar no es denguna causa que suplisqua la veguada de lu quan es eradicada, quar es sustancia sublima entro que es excusacio en la eradicacio de lu.	The substance within the leg may cause pain when the tooth is removed.
Mays cove quan le malaute es forsat aquela dent eradicar, que fermament deves tu sia certificat quala es la dent dolent, quar motas veguadas la dolor descep le malaute e cuga que sia en dent sana, e tu eradicas aquela e aprop la dolor no cessa entro que la dent malauta e dolent sia eradicada, quar nos ja havem vist aquo per operacio dels barbies.	When a tooth is extracted from a patient who has pain in their teeth, which we must treat quickly to prevent further problems.
Donc cum deves tu es sertificat qual es la dent dolent, e que o sabes be, lahoras cove que tu scarifiques en le circuit de la dent am spatum en le qual sia alcuna vertut, entro que sia dissolvut de la dent de la gingiva de tota partida, e aprop mau aquel am les tieus ditz, o am forfexs subtils al comensament petit a petit entro que aquela concucesquas.	And if you have to pull a tooth on the patient's legs and feet, use cushions to prevent the pain from spreading to other parts of the body.
E aprop alogua en lu fortz tenalhas grans per bona loquacio o estuptura fort, e pausa le cap del malaute entre les tieus denolhs que be le tengues que no·s maugua, e aprop tratz la dent segon rectitut en manieyra que no trenques aquela, ni al malaute major dolor no dones.	And if it's necessary to make points on the patient's legs or arms, you should do so gently.
E donc si no es foro-getat, lahoras pren un de aquels instrumentz, e met aquel dejos lu de tota part am facilitat e esforsa la remocio de lu ayssi que es feyt al comensament.	And so if you don’t want to burn yourself, use a pointed instrument for that.
Mays si la dent es trauquada o corrosa, lahoras cove que tu comples de drap aquel trauc e estrenguas aquel am la extremitat de ray subtil per so que no sia trinquada en la hora de la tua constriccio sobre aquela am tenalas.	If pain occurs in the foot, apply a cushion to prevent it from being exposed.
E cove que tu obres exquesitament am scarificacio en le circuit de tota part de la gingiva e guarda mot la tua fortaleza que no trenques aquela e romangua partida de lu, e retorne sobre le malaute per la malicia que sia majo que la primieyra dolor de lu.	The patient's mouth should be opened carefully so that the gums do not bleed.
E guarda te que no fassas aquo que fan alscus ignorantz barbiers en lor fistinacio e audacia sobre la eradicacio de lor, ses que no aministran aquo que nos havem recomtat; quar motas veguadas fan venir sobre les homes malautias grans las quals son pus dificils que sian trinquadas, e las razitz de lor remaugudas totas, o alcunas de aquelas, o que extrayguas aquela am alcus osses de la mandigula ayssi cum motas veguadas havem testificat.	And if you are a barber who makes incisions in the body, be careful when applying cauterization to the foot, for that is where some parts are treated.
E aprop la eradicacio de lu sia lavada la boca am vi caut o vi agre am sal.	And if it is necessary to make points on the legs or feet, then they should be burned.
E si endeve fluxs de sanc per aysso, ayssi cum motas veguadas endeve, lahoras trissa alcuna quantitat de zegi e aspergeys sobre la plagua, e si no confereys aquel zegi, cauteriza.	When the blood flows freely through the legs, it is called a plague.
La forma de las forceps e tenalas subtils am las quals es mauguda la dent al comensament sia de longua extramitat, de breu manubre e gros, per so que no sian doblatz quan am aquels deves obrar.	The shape of the child's body may be in danger of being damaged by the use of forceps.
E sian ayssi cum vezes de gros manubre entro que quan estrenhas am aquelas no sian dobladas, sian breus extramitatz.	And if you need to make marks on the body using the hot iron, do so.
E sian faytas de ferr de India descentment faytas de dreytas extramitatz, e en las extramitatz de aquelas sian dentz de las quals las unas intron en las autras e estrenhan per constriccio descent fort, e alscunas veguadas las extramitatz de aquelas sian la forma del bec d’un auzel le qual ha nom ciconia, so es guanta, e son de fort constriccio.	And if it is necessary to apply a hot iron to the affected area to treat it, then do so on their legs for the same reason.
Capitol .xxxi.	This could be interpreted as a heading or chapter title indicating the start of a new section on treating gout in the body's extremities.
De erradicacio de dentz e d‘estraccio dels osses de las mandibulas trincadas.	And if you are performing an operation on the legs or feet, it is customary to call it a cauterization.
Quan deves la eradicacio de dent le qual es trinquat roman alcuna causa, lahoras cove que tu pauses sobre le loc coto am boder per un jorn o per dos entro que·l loc sia mollificat; e aprop entromet algesti o tenalhas las extramitatz de las quals so asembladas al bec de un auzel apelat ciconia o guanta, la forma de las forceps:	Then carefully cauterize the leg or legs.
Las extramitatz de lor sian faytas dedintz ayssi cum lima o alfagi.	The pain of their condition will be felt in their legs.
E si no obediys a tu a eyssiment am aquestas forceps o tenalas, lahoras cove que tu caves sobre la razit e descrobas tota la carn e entrometas le instrument le qual ha nom atali, so es palanca petita del qual la forma es aquesta:	And if you do not use the forceps correctly, it is likely to cause pain in the patient's body, which is why they are called gout.
E sia de breu extremitat grossa un petit, e no sia enbegut per so que no sia trinquat.	And if your small intestine has been opened, a cushion should be used.
Donc si per aquo la razit es foro-getada, bo es; e sino, ajuda te am aquestz autres instrument dels quals aquestas son las formas: la forma del primier instrument es de triangulada extramitat en la qual sia alcuna grossesa:	This is the way to treat those who have a triangular shape and are suffering from pain caused by humors which is called gout.
La forma del segon instrument es que sia de triangulada e de pus subtil extremitat.	Then describe its shape, the second instrument should be subtle and thin.
E ja so ajudatz am aquest instrument havent dos ramps del qual aquesta es la forma aprop la seguent:	And thus you help them with their cushions.
e am autres instrumentz les quals precidero en rasura de dentz; quar juvament es fayt am aquest instrument le qual es asemblat a onci gran, e aquesta es la forma:	And if the patient needs other treatment for a problem in their legs, they need to be treated accordingly.
de la triangulada extremitat torta o curta, la qual sia alcuna grossesa, e no sia enbegut per so que no sia trinquat.	And if you have a medical text in a language that is not Latin, Italian, French, or Spanish, please provide it.
E otra sapias que·ls instrumentz de las dentz motz so e semblantment les autres instruments.	And then you cauterize the teeth and gums, if necessary.
Mays le artifexs savi e subtil en l’art, atroba per si mateys segon aquo que a lu significa la operacio e las malautias diversas; quar son de las malautias a las quals les antics no diysero ni pausero propri instrument, per las formas de diversas specias.	Many remedies are harmful to those who use them, but they were the ones who were known for their healing properties.
Mays si es trinquat l’os de la mandibula o dels autres osses de la boca, o si poyreys, lahoras sia pes curat sobre aquel en son loc am aquo que es a lu convenient dels instrumentz e de las forceps las quals havem dit en la extraccio de las razitz de las dentz, e ajuda te am gesti del qual aquesta es la forma:	Then when a tooth has been pierced or other bones in the mouth are being set.
E sia en lu alcuna grosseza petit a petit, e sia instringida o tenguda am la boca per que no evasesca o fuga entro que l’os de tot sia foro-getat; e aprop restaura le loc am medicinas convenientz ad aquo.	And if there is an inflammation in the intestine, it should be treated by placing a bandage over it.
Mays si en l’os es petita poyredura, lahoras ratz aquel de aquela poyredura e de la sua negror, e cura aquel entro que sia sanat.	And if there is little pain in the bones, but a great deal of pain elsewhere, that is where they should be treated.
Capitol .xxxii.	Gout is caused by an imbalance of humors in the body that cause discomfort in the feet.
De la cura de las dentz eminentz sobre las autras.	And from the treatment of the teeth, they are distinguished by being treated differently.
Quan las dentz so eminentz no segon lor cors natural per aquelas la forma es laga, e majorment quan endeve a las femnas, e majorment a las piuselas venerablas; donc cove que tu consideras: si dent es nada aprop autra dent, e no es possibla sarradura ni linament de lu, lahoras radica aquela; mays que no sia annexa am autra dent, lahoras tu inscideys aquela am aquest instrument del qual aquesta es la forma; e es semblant a morr de porc, e sia feyt de ferr de India de extramitat mot aguda.	Then use a poultice on the affected area to draw out the inflammation.
E sia la tua inscizio am la qual inscideyses aquela en trops dias per la duricia de la dent, e que no sia comauguda autra de las dentz.	E' il tuo pain if you are applying your hand to the area above the patient's hands, which would be considered two days as a cushion for an injury?
E si es dent eminent expausat a limadura, lahoras lima aquel am lima de ferr de India del qual aquesta es la forma:	Translation 4:  And so you apply a cupping glass to the patient's thigh, but place your hand on the other areas.
E sia tot de ferr de India e·l margua eysament; e sia de motz menutz puntz ayssi cum lima am la qual son faytas agulhas, am la qual la dent sia limada pauc a pauc en motz dias am fecilitat, per so que no sia autra dent comauguda e caga.	Then place a hot iron on the affected area to cauterize the pain, and avoid using a cushion there.
E aprop lineys aquela en la fi, e ratz aquela am alscus razoris.	And then put your hand on the patient's leg and cleanse the area where you will perform the procedure.
E si es dent del qual una partida es trinquada e lideys la lengua, lahoras cove que tu limescas aquel entro que l’aspretat de aquela fraccio sia ostada e engualhada, e sia aplenada per so que la lengua no ledesca ni la paraula no corrumpa.	And if you must apply a cautery to the foot, use a heated instrument.
Capitol .xxxiii.	And if it is necessary to treat the illness with a hot cautery.
De restauracio de dentz maugudas am fiel de aur o de argent.	Then apply gold or silver to the teeth.
Quan accideys a las dentz devant concussio e remossio per percussio o per cazament, e le malaute no pot strenher sobre aquo que manga, e tu has curat aquel am medicinas stipticas, e no ha valgut la tua curacio, lahoras per so que no cagan es engen en aquelas que sian strengudas am fiel de aur e no de argent, quar argent se fa vert e aprop se poyreys aprop alscus dias, mays aur nul temps no es mudat.	And if you want to make the pain in the legs subside, then apply a cushion to the affected area.
E sia le fiel en tal subtilitat e grocesa segon la quantitat que puesca entrar entre las dentz; e la forma de la reccio es que prenguas le fiel e pren lo doble de lu entre doas dentz sanas, e aprop que cresques am doas tortuositatz del fiel entre doas maugudas, o si’ una o motas, entro que pervengua la tela a la dent sana del autra partida.	And if you are applying cautery to the patient's legs, then ensure that the pointed instrument is placed on the healthy part of the body.
E aprop itera le teyssiment entro a la partida de la qual comenciest, e strenh la tua ma am facilitat e savieza entro que no sia mauguda.	Apply leeches to their legs and use a hot poultice on the other parts.
E sia la tua striccio am la qual strenhas le fiel deves las razitz de las dentz que no evasesca.	When your body suffers from such an ailment, it is customary to apply cauterization to the teeth.
E aprop inscindeys las extramitatz del fiel superfluens am las forceps o tosoyras, e agregua aquelas en quascun loc am gesti, e converteys aquelas e las occulta entre la dent sana e la dent mauguda, per so que no fassa lesio a la lengua.	The patient's body was then covered with a cushion to protect it from harm.
E aprop leyssa aquela ayssi streyta cum roman.	And place your hand on the leg of the patient and apply the same treatment to the intestine and apply another cushion to the foot.
Mays si es desliada o rumpuda, strenh aquela o aquelas am autra fiel en tal manieyra en tot son temps.	And then place your hand on their legs so that the disease doesn't return.
E aquesta es la forma de las dentz e la figura de la rectacio de doas dentz sanas e de doas maugudas, ayssi cum vezes aquestas liadas:	And if you have a problem in your legs, place your hand over them, as follows:
E quan se fa que retorno una dent o doas aprop le cazement de quascuna en lors locs, e sian recrescutz ayssi cum havem recomtat, e que remauguan.	When blood has been drawn from the metges to make room for the cushion under their limbs and the one on their feet.
E no fa aquo sino bo artifexs e savi.	And so it should be done by an artisan and wise man.
E alcunas veguadas es aptat alcuna causa dels osses de vaca, e es fayt de lor ayssi cum forma de dent, e es pausada en loc en le qual defayl la dent, e es strengit ayssi cum havem dit, e reman e serveys am aquel per lonc temps.	Then some apply leeches to draw out blood from the affected area, as they are often used for other purposes.
Capitol .xxxiv.	Then apply the cautery to the affected area.
De inscizio del liament le qual ve en la lengua e prohibeys loquela.	And from the ligament which is being affected by the pain, apply cautery to the area.
Aquest liguament le qual ve dejos la lengua alcunas veguadas o es natural am le qual hom nays, o accidental e accideys per plagua la qual ja es consolidada.	This sentence could be translated as: This ligament is either naturally present or acquired by chance.
E la operacio en lu es que huobres la boca del malaute, le sieu cap existent en le tieu se; e eleva la sieua lengua, e aprop inscideys aquel liament nervos segon la latitut entro que sia solvuda la lengua de la sua recencio.	Then perform surgery on the patient's legs and do the same to the others, and make sure the patient's tongue does not protrude out during the operation.
Mays si en aquela es alcuna duricia o denodacio, e aquo es stat per consolidacio de plagua, lahoras tu gieta unci e scindeys aquel per la latitut entro que aias inscindit le liament e sia dissolvuda la nodacio.	If a person experiences pain in the joints, especially in the feet, it is called gout.
E guarda te que no sia fayta fissura en le preon de la carn e que scindas aqui arceria e vengua flux de sanc.	If the pain spreads to the legs, it's likely caused by humors, but be careful there are no ruptures in the body.
E aprop sia lavat le vestigi de la inscisio am ayguaros o am vi agre o am aygua frega; e aprop pausa dejos la lengua licini; so es meca la qual tengua le malaute dejos la lengua en quascuna nuoyt per so que no sia consolidat autra veguada.	...the patient's pain is relieved by placing your hand on their body and applying heat to the affected area.
Mays si accideys flux de sanc, pausa sobre le loc vetriol trissat; mays si le sanc ventz, lahoras cauteriza le loc am cauteri lantiginos le qual conveneys ad aquo.	This passage describes how to apply medical treatment for gout.
E aprop aquel cura am las autras causas entro que sia sanat.	And place your hand on that area to prevent the patient from getting sick.
Capitol .xxxv.	This text likely refers to the treatment of gout, a condition caused by excess uric acid in the body.
De extraccio de ranula dejos la lengua.	Then apply the same method as for the intestine.
Alcunas veguadas accideys dejos la lengua apostema asemblant a nomla petita prohibent la lengua de la sua operacio natural; e fort leu es magnificada entro que huempla la boca.	And if it is necessary to open the patient's body for treatment, put a cushion under their tongue.
E la operacio en lu es que huebras la boca del malaute sesent devant le solel e considera le apostema.	And if the pain is from the humors in the foot, it is necessary to apply a cautery to it directly.
E si tu le vezes de fusca color o de negra, dur, al qual le malaute no atroba sentiment, lahoras no toques aquel quar es cranc.	And if you find swelling in the foot, avoid applying cautery as it would be ineffective.
E si es declinat a blancor, en le qual es humiditat, lahoras tu met le onci en lu, e inscideys aquel am spatum subtil, e inscindeys le de tota partida; e si sanc te ventz en la hora de la tua operacio, lahoras tu pausa desus zegi trissat, so es vetriol, entro que sia restreyt le sanc.	And when you are treating an ailment, use your hands to apply a hot iron to the affected area, so as to prevent the blood from being too thin.
E aprop retorna a la obra tua entro que lo haias trayt am compliment de lu, entro que sia lavat am vi agre e sal; e cura aquel am l’autra curacio ad aquo entro que sia sanat.	Then apply the proper remedies to the patient's legs.
Capitol .xxxvi.	The text implies that this section will describe how to treat a particular ailment, presumably related to using a tool or technique for treating someone who has had a specific medical procedure performed on them.
De extraccio de apostema de doas aurelhas e de aquel que es nada en le golayro e de las autras apostemas.	This text describes treating some kind of swelling in the throat area.
Quan endeveno en le golayro godat, so son glandulas las quals son asembladas algodat, las quals accideysso deforas e son nompnadas doas aurelhas, las quals quan tu las curas am aquo que havem dit en la divisio e no es sanat, lahoras tu considera si le apostema es dur, de fusca color, de pauc sentiment, lahoras no toques aquel am ferr.	When the patient has a fever, apply cold compresses to the area around their throat.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	And if the pain is severe, apply a poultice to draw out the gross humors.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	When it is necessary to cauterize the body, make the incision on the foot.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	E has ses instruments to apply a treatment for gout.
E sia fayt de argent o de aram, e sia subtil cum cotel.	And if it is made of silver or with a tool, I need to be more precise.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	Therefore, apply heat to the area of the foot until the pain subsides.
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	And if you are experiencing pain from the ankles upward, use this method to treat the ailment.
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	And if a person's body is affected by the cold humors, they are ill with a disease that causes them to be crooked.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	And if a tool is needed for one who has been injured in one leg, then you should cauterize the affected limb, and place the other under the other leg so that it doesn't fall out.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	And if the pain is in the foot, apply cauterization to the patient's leg.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	Mils e'l dolor de la causa that are treated with thyme and myrtle.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	Then put other cushions on their legs, and apply them to the intestine if the illness is in the legs, or on the feet.
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	And so the woman was treated with a poultice for her blackness, which she had already been suffering from for a day or two, and she was treated by the doctors to have a poultice applied to her throat.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	And if a cushion needs to be placed on their legs, it's important to use two other cushions for support.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	And if there is no cushion in their mouth, then put it on their legs, so that their body may be heated by it, and place your hand over their feet to prevent the intestine from coming out.
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	And then apply heat to the legs, and place a cushion on the feet.
