Praefatio.	Prefatory.
¶ De modo cauterizandi Palpebram cum pili inuersantur pungentes oculum.	Method for burning the eyelid when the hair of the eyelashes is inflamed by the eye
Caput XVII.	Chapter 17
Cauterium in eo est secundum duos modos: aut cauterium cum igne: aut cauterium cum medicina comburente.	The cautery is of two kinds: either with fire or with burning medicine.
In cauterio autem cum igne, praecipe infirmo ante illud, ut dimittat pilos suos, si est ex illis qui mundant eos, donec prolongentur et aequentur.	When using the cautery with fire, the surgeon should precede the instrument over the wound so that it may expel its hair, if there be any, until the hair has become prolonged and equal
Si autem pungunt eum apud ortum suum: tunc constringe oculos eius cum uitta, ut non moueantur, donec nascantur.	If, however, the cautery should touch the edge of the wound: then clamp the edges of the wound with forceps so that they do not move until they have healed.</start_of_turn>
Cum ergo nascuntur et aequantur, tunc pone caput infirmi in sinu tuo: deinde signa super Palpebram oculorum eius cum encaustro, signo quod sit secundum figuram folii myrti: et sit principium signi prope pilos.	When they have healed and become equal, then place the head of the patient upon your lap: then mark over the pupils of his eyes with the cautery, making a sign which is like the shape of a myrtle leaf: and let the beginning of the sign be near the hair.</start_of_turn>
Deinde pone cotum imbibitum in albumine oui: aut in mucilagine psilii super oculum.	Then place a soaked compress on the white of the eye: or on the hair of the eyelashes over the eye.</start_of_turn>
Deinde igni cauterium, cuius forma est haec.	Then apply the cautery, which is shaped like this.</start_of_turn>
Deinde cauteriza super figuram, quam signasti paulatim in uicibus multis, donec comburatur superficies cutis, quae est sicut figura folii myrti, totam apparentem proprie.	Then burn over the figure which you have marked slowly in many places, until the surface of the skin, which is like the shape of a myrtle leaf, is completely consumed.</start_of_turn
Et signum sanitatis operis tui est: ut si uideas Palpebram oculi iam contrahi, et pilos eleuari apud puncturam oculi.	And the sign of the completion of your work is that if you touch the pupil of the eye it will contract, and the hair will be plucked at the point of the eye.</start_of_turn>
Eleua ergo manum tuam tunc: et dimitte ipsum tribus diebus.	Lift your hand then: and let it go in three days.</start_of_turn
Deinde pone super ipsum Cotum cum butyro, donec eradicetur eschara.	Then place upon it a compress with butter, until the scar has disappeared.</start_of_turn>
Deinde cura ipsum cum unguento, donec sanetur.	Then care for it with unguents, until it is healed.</start_of_turn>
Quod si redeat aliquod ex pilis post horam, et mollificetur palpebra: tunc itera Cauterium super illum locum, sicut fecisti in primis.	Should any hair remain after an hour, and the pupil be soft: then repeat the cautery in the same place as before.</start_of_turn
Si autem pili sunt in inferiori: tunc cauteriza ipsam, donec eleuetur ad locum suum naturalem: et aequetur ut non pungant pili oculum.	If, however, the hairs are in the lower part: then cauterize it itself, until it rises to its natural place: and make it even so that it does not puncture the eyes.
¶ De modo cauterizandi cum medicina comburente in eodem casu.	In the same way, cauterize with the burning medicine in this case.
Caput XVIII.	Chapter XVIII.</start_of_turn>
Est ut praecipias infirmo, ut dimittat pilos, donec prolongentur et aequentur.	It is necessary to order the sick person to remove the hairs, until they grow long and are evened out.</start_of_turn
Fac ex charta de panno formam folii myrti.	Make from parchment in the shape of a leaf of myrtle.</start_of_turn
Deinde accipe ex sapone cognito, et ex calce non imbibita ex unoquoque pondus uncia I aut quasi illud: deinde tere ea simul contritione bona, et fac illud cum festinatione, ut non infrigidetur.	Then take from boiled soap, which has been ground, and from chalk which has not been imbibed from one pound about an inch or somewhat less: then mix these together with good pressure, and make it so that it does not freeze.</start_of_turn
Deinde ex pande ex eo super chartam quam fecisti sicut formam folii myrti, et pone ipsum super palpebram oculi unius, aut duorum.	Then take from this ball what is above and put it on the eyelid of one or both.</start_of_turn
Et pone sub oculo cotum imbibitum in albumine oui: et caput infirmi sit in sinu tuo.	And put under the eye a soaked bandage in albumin or oil: and keep the head of the sick person in your hand.</start_of_turn>
Et pone digitum tuum indicem super medicinam, et preme ipsum parumper.	And put your index finger on the medicine and press it slightly.</start_of_turn
Et tu moueas ipsum quotiens sentit infirmus mordicationem medicinae: quoniam inuenit eius mordicatio sicut ignis.	And you move it whenever the sick person feels the biting of the medicine: because it has found its biting like fire.</start_of_turn
Dum ergo perseuerat hoc quod ipse inuenit mordicatio, tunc dimitte medicinam, et moue ipsam cum digito tuo.	When therefore you have persevered with this and it has found its biting, then remove the medicine and move it with your finger.</start_of_turn
Cum ergo quiescit mordicatio, tunc remoue medicinam, et ablue oculum cum aqua.	When the biting has subsided, then remove the medicine and bathe the eye with water.</start_of_turn
Et considera tunc, si uides palpebram eleuari, sicut eleuatur apud contractionem cum igne, aut cum incisione, est bene: et si non, tunc itera super ipsam ex medicina super locum, in quo non imprimit medicina, et non denigrat, donec aequetur operatio tua, et contrahatur oculus.	And consider then, if the eyelid is raised by the expansion with the fire, or with the incision, it is good: and if not, then repeat the medicine on the place where the medicine does not press, and does not irritate, until your operation is complete, and the eyes are closed.</start_of_turn
Deinde pone super ipsum Cotum cum butyro, donec eradicetur cutis adustionis.	Then place above the utmost part of the cushion with butter, until the skin of the wound has been eradicated.
Deinde cura ipsum cum unguento diaphinicon, aut alio, donec sanetur.	Then keep the wound covered with ointment, or something else, until it has healed
Et necesse est tibi apud operationem, ut custodias ultima custodia, ne in oculum cadat aliquid ex medicina.	And it is necessary to keep the patient near at hand during the operation, so that nothing from the medicine should fall into the eye
Quod si mollificatur palpebra post dies, et pugnat ex capillis aliquid in oculo, tunc itera medicinam super illum locum, qui mollificatur ex palpebra proprie, sicut fecisti in primis.	If the eyelashes become soft after a day, and something from the hair gets into the eye, then repeat the medicine on the place where the eyelashes softened of their own accord, just as you did at the beginning
Deinde cura ipsum, donec sanetur.	Then keep the wound covered, until it has healed.
Et haec est forma folii myrti.	And this is the form of the myrtle leaf.
Et scias, quod oculi hominum diuersificantur in magnitudine, et paruitate.	And you know that the eyes of men differ in size and shape
Ergo secundum illud sit consideratio tua: et non occultatur uia rectitudinis illi, cui est studium de hac arte.	Therefore take into consideration the following: and do not hide the straightness of the limb, which is the study of this art
¶ De modo cauterizandi in Fistula lachrymali.	Concerning the cauterization of the fistula of the tear duct.
Caput XIX.	Chapter XIX.
Quando curas Fistulam, cum eo quod diximus in diuisionibus aegritudinum, et non confert curatio tua: tunc, oportet ut cauterizes ipsam secundum hunc modum.	When you have cured the fistula, when you know that your treatment has not been effective: then it is necessary to cauterize the thing according to this method
Praecipe infirmo, ut ponat caput suum in sinu tuo, et teneat caput eius minister inter manus suas taliter, ut non moueatur, neque agitetur cum capite suo.	Command the patient to place his head in your lap, and hold his head between your hands like this, so that it does not move or shake with his head
Deinde pone Cotum infusum in albugine oui, aut in mucilagine psilii super oculum eius: deinde igni Cauterium, cuius forma est haec.	Then place buttered cotton in the eye-socket or in the hair of the eyelashes over his eye: then burn the Cauterium, which is of this shape.
Sit concauum, sicut forma cannae pennae uulturis ab extremitate una, cum qua fit Cauterium: et si uis sit penetrans usque ad extremitatem aliam, et si uis sit sursum sic tenta.	Sit concave, like the shape of the tip of a wing of a feather, as it is with the Cauterium: and if you wish that it should penetrate until the other end, and if you wish that it should remain above, do so as you please
Verumtamen hoc concauum est melius ad opus tuum.	It is better to make the incision with this curve for your work.
Deinde exprime fistulam, si est aperta, et extrahe ex ea saniem, et exicca ipsam: et si non est aperta, tunc aperi eam, et extrahe pus eius.	If the abscess is open, express its contents and remove them entirely. Then dry it: if it remains closed, then open it and remove its pus.</start_of_turn>
Deinde pone tunc super eam Cauterium, quod fit ignitum ualde.	Then place above the wound a Cauterium, which is made of an ignited wool.</start_of_turn>
Et tene cum eo manum tuam parumper apud Cauterium ab oculo, ad partem nasi, ut non erret manus tua, aut inquietetur infirmus: et ponas Cauterium in adipe oculi, et corrumpas ipsum.	Hold your hand near the Cauterium from the eye to the nose, so that your hand does not slip, or irritate the patient: and place the Cauterium on the fatty tissue of the eye and burn it through.</start_of_turn
Si ergo peruenis in principio Cauterii tui usque ad os, erit bene.	If you proceed with the Cauterium at the beginning until the bone, it will be good.</start_of_turn
Et si non: tunc itera Cauterium semel, aut bis, si indiges illo: et dimitte illud tribus diebus.	And if not: then repeat the Cauterium once or twice if necessary: and keep it for three days.</start_of_turn
Deinde pone Cotum cum butyro, et cura ipsum cum unguento exiccatiuo, donec sanetur.	Then apply a bandage with butter, and care for it with an ointment until it heals.</start_of_turn
Quod si praeterierint ei quadraginta dies, et non sanatur: tunc pone super ipsum medicinam acutam corrosiuam, donec detegatur os: et rade ipsum secundum quod uenit in capitulo suo.	If after forty days it has not healed: then apply above it an acute corrosive medicine, until the bone is exposed: and remove it according to what is written in its chapter.</start_of_turn
Et est modus alius Cauterii fistulae, quem quidam primi dixerunt.	There is another method of Cauterizing the fistula, which some of the first said.</start_of_turn>
Intende ad locum fistulae, et finde ipsum: deinde pone in ipsam fissuram camahan subtile, id est, Cannulam subtilem, cuius forma haec est.	Direct it to the location of the fistula and find it: then put under the fistula a thin cushion, that is, a needle of a fine size, whose form is like this.</start_of_turn
Et funde in ipsum quantitatem drachmae ex plumbo liquefacto, et tene manum tuam cum Canna retentione bona, et non moueatur infirmus omnino, ut non currat, uel perueniat plumbum liquefactum ad oculum eius.	And pour into it the quantity of a drachma of liquid lead, and hold your hand firmly with the needle retention, and do not move the patient at all, so that it does not run, or that the liquid lead reaches his eye.</start_of_turn
Et oportet ut ponas super oculum infirmi cotum infusum in albumine oui, aut in aqua.	It is necessary that you place above the eye of the patient a compress soaked in albumin or in water.
Plumbum enim comburit locum fistulae, et sanat ipsam sanatione mirabili.	Lead will consume the place of the fistula, and will effect a remarkable healing.
Quod si sanatur fistula, cum eo quod diximus ex Cauterio, et curatione, est bonum.	When the fistula has been healed, as we mentioned previously from the Cauterium and treatment, it is good
Et si non, tunc necesse est administrare foramen nasi, et reducere fistulam ad cursum nasi, secundum quod ueniet in loco suo sibi proprio.	And if not, it is necessary to administer a nose-opening, and reduce the fistula to the course of the nose, according as it comes to its own place
¶ De modo cauterizandi in fissuris Labiorum.	Regarding the cauterization of fissures of the lips
Caput XX.	Chapter XX.
Multotiens accidunt in Labio fissurae, quae nominantur Pili, et praecipue in labiis puerorum.	Many accidents happen in the lip fissures, which are called Pili, and especially in the lips of children
Cum ergo tu curas has fissuras, cum eo quod diximus in diuisione aegritudinum, et non confert curatio, tunc igni cauterium paruum cultellare, secundum hanc formam.	When you treat these fissures, when the healing is not confirmed, then slightly burn the cautery according to this shape
Et sit concauitas eius secundum subtilitatem cultelli.	And let the concavity of it be according to the sharpness of the knife
Deinde pone ipsum ignitum festinanter in ipsis fissuris, donec perueniat cauterium ad profundum fissurarum.	Then put the flame quickly onto the fissures themselves until the cautery reaches the depth of the fissures
Deinde cura ipsum cum caeroto, donec sanetur.	Then care for it with oil until it heals.
¶ De modo cauterizandi in fistula Oris.	Regarding the cauterization of the fistula of the eye
Caput XXI.	Chapter XXI
Quando accidit apostema in radice gingiuae, aut in palato, aut in radicibus dentium: deinde facit pus, et rumpitur: postea antiquatur, et currit pus, et fit fistula: deinde curas ipsam, et non confert in ea curatio, tunc oportet ut ignias cauterium secundum quantitatem, quod capiat in fistula.	When there is swelling in the root of the gums, or in the palate, or in the roots of the teeth: then pus forms, and it ruptures: afterwards it becomes infected, and pus comes out, and there forms a fistula: then treat this, and do not allow healing in it, then it is necessary to burn the cautery according to the quantity which is in the fistula.
Deinde intromitte ipsum ignitum in foramine fistulae, et tene manum tuam, donec perueniat ferrum ignitum ad profundum eius, et ultimum eius: fac illud semel, aut duabus uicibus.	Then insert the burning object into the fistula, and keep your hand there until the iron burns deep into it, and finally: do that once, or twice at most.
Deinde cura ipsum post illud, cum eo quod diximus de curatione usquequo curetur.	Then care for it afterwards as we have said about the care until it heals completely.</start_of_turn>
Si ergo abscinditur sanies, et sanatur, erit bonum.	If it severs and heals, it is good.</start_of_turn>
Et si non, tunc necesse est detegere locum, et auferre os corrupum secundum quod ueniet in capite suo.	And if not, then it is necessary to remove the place and take out the corrupt bone according to what comes to light in its head.</start_of_turn>
¶ De modo cauterizandi in Gingiuis, et Dentibus mollificatis.	In this way, cauterizing in the Gingiues and softening of teeth is done.</start_of_turn
Caput XXII.	Chapter XXII.</start_of_turn>
Quando mollificatur gingiua propter humiditates, et mouentur dentes, et curas eam cum medicinis, et non confert: tunc pone caput infirmi in sinu tuo.	When the gingiva is softened because of moisture, and the teeth are loose, and you take care of it with the physicians, and do not confer: then put the head of the patient in your lap.</start_of_turn
Deinde igni cauterium, cuius forma ueniet post haec, ita ut ponas Cannulam super dentem: et intromitte in ea Cauterium ignitum festinanter: et tene manum tuam parumper, donec sentiat infirmus calorem ignis iam peruenisse ad radicem dentis.	Then burn the cautery, whose form will come afterwards, so that you put the cannula on the tooth: and insert the burning cautery into it quickly: and keep your hand still, until the patient feels the heat of the fire has reached the root of the tooth.</start_of_turn
Et eleua manum tuam: deinde itera Cauterium aliquotiens, secundum quod uis.	And lift your hand: then repeat the cautery a few times, as you wish.</start_of_turn
Deinde impleat infirmus os suum aqua salis, et teneat ipsam hora una: et exspuat ipsam.	Then let the patient rinse his mouth with salt water, and keep it for one hour: and then expel it.</start_of_turn
Dens enim motus firmatur, et gingiua mollificata stringitur, et siccatur humiditas corrupta.	The tooth will then be firm again, and the gingiva will be softened and stretched, and the moisture will be dried up.</start_of_turn
¶ De modo cauterizandi in dolore Dentium.	In this way, cauterizing in toothache is done.</start_of_turn
Caput XXIII.	Chapter XXIII.
Quando dolor dentis est propter frigiditatem, aut in ipso est frigus, aut uermis, et non confert curatio cum medicinis: tunc Cauterium in ipso est secundum duos modos: aut Cauterium cum butyro: aut cauterium cum igne.	When the toothache is caused by cold, or if the tooth itself is cold, or if there is a worm therein, and the cure does not succeed with physicians: then Cauterium is used in two ways: either with butter or with fire.
Cauterium autem eius cum butyro est, ut accipias butyrum uaccinum, et bullias ipsum in cochleari ferreo, aut in uenera.	Or with fire, as it takes butter to smear thickly, and applies it to the tooth in the ear or in the root
Deinde accipe cotum, et inuolue ipsum super extremitatem tentae.	Then take alum, and smear it over the edge of the tooth.
Deinde submerge ipsum in butyro bullito: et pone ipsum super dentem dolorosum festinanter, et tene ipsum donec infrigidet: deinde itera ipsum aliquotiens, donec perueniat uirtus ignis ad radicem dentis.	Then soak it in boiling butter: and put it on the painful tooth quickly, and hold it until it cools down: then repeat it several times, until the fire has reached the root of the tooth.
Et si uis, submerge lanam, aut cotum in butyro frigido, et pone ipsum super dentem dolentem: et pone super ipsum ferrum ignitum, donec perueniat ignis ad profundum concauitatis dentis.	Or if you wish, soak wool, or alum in cold butter, and put it on the painful tooth: and put on top of it a burning iron, until the fire has reached the depth of the cavity of the tooth.
Cauterizatio autem eius cum igne est, ut intendas ad cannulam aeris, aut cannulam ferri.	Note: Cauterium refers to burning or cauterizing, which involves treating a wound or disease by applying intense heat or burning.
Et sit in corpore eius quiddam grossitudinis, ut non perueniat acuitas ignis ad os infirmi.	And be careful that there be no excess of the heat, lest it should reach the bone of the infirm person.
Deinde igni Cauterium, cuius forma ueniet: et pone ipsum super illum dentem: et tene manum tuam, donec infrigidetur Cauterium.	Then let the Cauterium be cool: and put it on the tooth: and hold your hand, until the Cauterium cools down.
Fac illud aliquotiens, nam dolor remouebitur, aut in illo eodem die, aut die alio.	Do it repeatedly, for the pain will disappear either on the same day or the next day
Et oportet in impressione illius Cauterii, ut impleat infirmus os suum buyro bono, et teneat ipsum hora una: deinde exspuat ipsum.	And it is necessary to impress that Cauterium into the cavity of the tooth, so that the infirm person may apply butter to his bone well, and keep it for an hour: then expel it.
Et haec est forma Cauterii.	This is the form of Cauterium.
Cauteriza cum quacumque extremitate uis secundum quod est possibile: et haec est forma Cannulae.	Burn with whatever extremity you can manage: this is the form of the cannula.
¶ De modo cauterizandi in Strophulis.	Burn with whatever extremity you can manage: this is the method of the cannula.
Caput XXIIII.	Chapter 24.
Quando Strophulae sunt a phlegmate, et ab humiditatibus frigidis, et non sunt obedientes digestioni per mecicinas, et uis digestionem earum uelociter: tunc igni Cauterium concauum, cuius forma est haec.	When the swellings are from phlegm, and moisture of cold, and do not yield to medicine, and you wish to speed up their digestion: then burn with a concave cautery, whose form is like this.
Habens duas extremitates apertas, ut egrediatur fumus apud Cauterium ab extremitate altera: et pone ipsum ignitum super ipsum apostema semel, et secundo, si indiges illo, donec perueniat ad profundum apostematis.	Having two open extremities, so that the smoke may escape from the cautery between the extremities: and place the flame upon the swelling once, and again, if it does not digest, until it reaches the depth of the swelling
Quod si apostema est paruum: tunc pone Cauterium secundum quantitatem apostematis.	If the swelling is small: then burn the cautery according to the size of the swelling
Deinde dimitte ipsum tribus diebus, et pone super ipsum cotum infusum in butyro, donec remoueatur quod combussit ignis.	Then remove it for three days, and place upon it a poultice soaked in butter, until the burnt part has disappeared
Deinde cura ipsum cum unguento dentis, donec sanetur forma cannulae.	Then care for it with unguents until the shape of the cannula is restored
¶ De modo cauterizandi in raucedine uocis, et constrictione anhelitus.	On the method of burning in a raucous voice and constriction of the chest.
Caput XXV.	Chapter 25
Quando uincunt humiditates super cannale pulmonis, et praecipue quando illud est cum frigiditate complexionis, tunc oportet ut euacuetur infirmus in primis cum medicinis solutiuis.	When the wind moistens over the channels of the lungs, and especially when it is with the coldness of the complexion: then it is necessary to evacuate the sick person immediately with resolving remedies
Deinde cauteriza ipsum in nocrati apud radicem gutturis in loce depresso: et caue, ne peruenias cum Cauterio ad guttur, neque in cute, nisi quiddam eius.	Then burn in the night at the root of the gullet in a depressed place: and burn cautiously, so as not to reach the gut or the skin, except for a little of it.
Deinde cauteriza ipsum cauterio alio apud iuncturam colli in ultimo spondili eius ultimando: et sit Cauterium clauile secundum modum, qui praecessit.	Then burn again with another cautery at the junction of the collar in the last rib: and let the cautery be fixed according to the mode which preceded it
Deinde cura ipsum cum eo quod praecessit, donec sanetur.	Then care for yourself until you are healed.
¶ De modo cauterizandi in aegritudinibus Pulmonis, et Tussi.	In the treatment of pulmonary and testicular ailments, cauterization should be employed.
Caput XXVI.	Chapter XXVI.</start_of_turn>
Quando Tussis et aegritudo Pulmonis sunt ab humiditatibus frigidis, et infirmus non habet febrem, neque phthisim, et aegritudo antiqua: tunc cauteriza ipsum duobus cauteriis supra furculam in locis depressis, lenibus, uacuis.	When cough and pulmonary ailment are caused by cold dampness, and the patient has neither fever nor phthisis, nor old consumption: then cauterize twice with two cautery instruments above the cartilage in the depressed places, in lenium, or in the lacunae.</start_of_turn
Et cauterio alio in medio pectoris inter duas mammillas: et sit cauterium cannulae secundum formam quae praecessit.	And cauterize once in the middle of the chest between the two nipples: and let the cautery instrument be in the shape that preceded.</start_of_turn
Et si uis sit cauterizatio tua punctando cum cauterio, quod nominatur Punctum, cuius forma praecessit in punctatione doloris aurium: et sint puncta ex triginta punctis usque quasi ad alia.	And if you wish to cauterize by puncturing with a cautery, which is called Punctum, which has a shape like that which preceded in the puncture of pain in the ears: and let there be from thirty punctures up to almost as many.</start_of_turn
Deinde cura ipsum cum eo quod praecessit, donec sanetur.	Then care for yourself until you are healed.</start_of_turn>
Et iam sit cauterium habens tres ramos: secundum hanc formam.	And let the cautery instrument have three branches: according to this shape.</start_of_turn
Quare alleuiatur cum eo cauterizatio, quando tu facis cum eo uice una tria Cauteria.	Because it alleviates with three cautery instruments when you do it with one of them at a time.</start_of_turn
¶ De modo cauterizandi in Titillico, in dislocatione Humeri.	In the treatment of dislocation of the Humerus in the Titillico area.</start_of_turn
Caput XXVII.	Chapter XXVII.</start_of_turn
Quando dislocatur caput adiutorii caussa humiditatum, et nonfigitur in hora reditus sui a dislocatione sua, donec sit illud ei consuetudo reditionis, deinde dislocatur a paruo motu, qui accidit sicut nos iam testificauimus illud, tunc oportet ut reducas dislocationem in primis.	When the head of the assistant is dislocated due to humidity and does not return to its place in an hour, until it has become accustomed to its return: then it must be reduced by a small movement, as we have testified to this. Then it is necessary to reduce the dislocation immediately.</start_of_turn
Deinde resupinetur infirmus super dorsum suum, aut super latus sanum.	Then the sickly man lies upon his back, or upon his side towards the healthy side.
Deinde eleua cutim, quae est in interiori Titillici ad superiora cum digitis manus tuae sinistrae: et si iunctura dislocatur ad interiora.	Then lift the skin which is at the inner part of the Titillic to the upper part with your left hand: and if the joint is dislocated inwards.</start_of_turn>
Deinde igni Cauterium habens duo uerua.	Then take the Cauterium having two handles.</start_of_turn>
Cuius forma est haec.	Which is like this.</start_of_turn
Deinde cauteriza cutim, donec penetret eam usque ad latus aliud, et ueniet figura cauterizationis cum quatuor cauteriis.	Then burn the skin until it penetrates to the other side, and the figure of the burn will be like four cauterizations.</start_of_turn
Et quandoque fit cauterizatio cum cauterio habente tria uerua, quare fit figura cauterizationis tunc sex cauteriorum: et sunt uerua secundum subtilitatem tentae.	And when the burn is made with a cautery having three handles, because of this the figure of the burn will be like six cauterizations: and these are the handles that are according to the degree of tension.</start_of_turn
Et haec est forma cauterii habentis tria uerua.	And this is the figure of the cautery having three handles.</start_of_turn
Et quandoque additur super hunc modum unum, quare sunt cauteria octo.	And when you add on this manner one more, because there are eight cauteries in all.</start_of_turn
Deinde pone super cauterium porros contritos cum sale.	Then put upon the cautery fat sponges with salt.</start_of_turn
Deinde fac adhaerere infirmum tranquillitati, ut non moueatur membrum tempore aliquo, donec confortetur.	Then make the sickly man adhere to tranquility, so that he does not move the limb for some time, until he is comfortable.</start_of_turn
Et si dislocatio est ad superiora, et raro fit illud, tunc cauteriza ipsum super humerum cauterio clauili, aut cauteriis multis punctando.	And if the dislocation is to the upper parts, and this rarely happens, then burn the upper part of the humerus with the cautery claw, or with many punctures.</start_of_turn
Nam iunctura firmatur, et remouetur humiditas: et sanatur infirmus.	For the joint is solidified, and the moisture is drained away: and the sickly man is healed.</start_of_turn
¶ De modo cauterizandi Stomachum.	In this manner the Stomach is to be cauterized.</start_of_turn
Caput XXVIII.	Chapter XXVIII.
Quando accidunt in Stomacho frigus et humiditates multae, donec extrahant ipsum a complexione sua, et multiplicentur catarri ad ipsum, et assiduas modos curationis, et non confert: tunc oportet ut resupinetur infirmus super dorsum suum, et extendat crura sua, et manus suas.	When cold and moisture abound in the stomach, until they are expelled from their composition, and multiply pus to it, and apply assiduous methods of treatment, and do not confer [treatments]: then it is necessary that the patient rest upon his back, extend his limbs, and clench his fists.
Deinde cauteriza cum tribus cauteriis, cauterio sub cochleari pectoris quantitate digiti unius cum cauterio clauili, et duobus cauteriis inferius a duobus lateribus cauterii unius, donec ueniat figura cauteriorum triangulata.	Then cauterize with three cautery instruments, the cautery under the collar of the chest measuring the quantity of a single digit with the cautery of the claw, and two cautery instruments beneath the two lower angles of the single cautery, until the triangle of cauteries appears
Et elonga inter utraque ut non coniungantur, quando facient pus.	And lengthen between each [cautery] so that they do not join, when they produce pus.
Et sit profunditas cauterii quantitas duarum tertiarum grossitudinis cutis.	And the depth of the cautery is the quantity of two-thirds of the thickness of the skin
Et sit figura cauteriorum secundum hanc formam sine additione: et si uis cauteriza cauterio magno in medio stomachi secundum hanc formam: et sit cauterium quo fit hoc cauterium unum secundum figuram circuli secundum hanc formam.	And let the figure of the cauteries be in this form without addition: and if you wish to cauterize the great cautery in the middle of the stomach according to this form: let the cautery be as much as this single cautery according to the form of a circle according to this form.
Et cauterizatur stomachus punctando ei qui terretur ab hoc cauterio: et est, ut signes super stomachum punctum secundum quantitatem, quam uis cum encaustro: deinde cauteriza ipsum cum cauterio puncti: deinde cura ipsum cum curatione, quae praecessit donec sanetur.	And cauterize the stomach by puncturing it with that which returns from this cautery: and it is that the signs upon the stomach be pierced in quantity as much as you wish with encasement: then cauterize it with the cautery of the puncture: then care for it with the treatment which preceded until it heals
¶ De modo cauterizandi Epar frigidum.	In this manner cauterize the spleen when cold.
Caput XXIX.	Chapter XXIX
Quando accidit in Epate dolor ex frigiditate et humiditate, aut ex uentositate grossa, donec egrediatur a complexione sua naturali egressione superflua, et curatur infirmus, cum eo quod diximus, et non proficit in illo: tunc oportet ut resupinetur infirmus super ceruicem suam, et signes cum encaustro tria cauteria secundum hanc figuram, et hanc quantitatem eandem super Epar inferius ab hypocundriis, ubi peruenit cubitus hominis: et sit spacium quod est inter omne cauterium secundum grossitudinem digiti: et sit cauterium secundum longitudinem corporis rectum: et non comprimas manum tuam cum cauterio multum.	When it happens in the spleen that there is pain from cold and moisture, or from great wind, until it is expelled from its natural composition by excessive emission, and the patient is cured as we have said, and does not profit from it: then it is necessary that the patient rest upon his chest, and put the signs with three cauteries according to this figure and this quantity on the spleen below the hypochondria, where the elbow of a man is found: and let the space that is between every cautery be according to the thickness of a digit: and let the cautery be according to the length of the body's rectum: and do not press your hand too much with the cautery
Et sit quantitas eius quod aduritur ex spissitudine cutis, quantitas medietatis eius non additum: et sit infirmus stans super pedes suos.	And let the quantity of that which is to be taken away from the thickness of the skin be not added to the middle: and let the patient be standing on his feet.
Si autem non est stans, tunc sit iacens, qui iam extendit crura sua, et eleuauit brachia sua.	And if he is not standing, then he is lying down, who has extended his limbs and raised his arms high
Haec est forma cauterii.	This is the form of cautery.
Et tibi quidem possibile est, ut cauterizes ista cauteria cum cauterio cultellari, quando tecum est subtilitas et prudentia in arte.	And indeed it is possible that these carbuncles may be cauterized with a knife, when there is subtlety and skill in the art.
Et custodi te, ut non ultime procedas in cauterizatione, et aduratur spissitudo cutis totius, quare aduratur corpus totum, et perueniat ad intestina: quoniam cutis illic est subtilis, scias ergo illud.	Beware lest you go too far in the cautery, and that you burn the whole body, because the skin there is thin, as you know well
¶ De modo cauterizandi apostemata Epatis.	Concerning the cautery of the after-eruption of the liver
Caput XXX.	Chapter 30.
Quando accidit exitura, et uis scire, si illud apostema est in carne Epatis, aut in tunica eius: tunc si est in carne Epatis, inuadit infirmum dolor, et grauitas absque acuitate: et si est in tunica Epatis, cum dolore est acuitas uehemens: et uides iam, quia fatigauit medicos eius curatio.	When this happens, and you wish to write, if the after-eruption is in the liver itself, or in its covering: if it is in the liver itself, there is severe pain and swelling without acute pain: and if it is in the covering of the liver, with acute pain there is also swelling: and know that I am commanding you to go away, because it fatigues the physician of its care
Oportet ergo ut resupinet infirmus super ceruicem suam.	It is necessary therefore that the patient lies down on his belly
Deinde figura locum apostematis cum encaustro: deinde ignias cauterium quod assimilatur radio.	Then the figure of the place of the after-eruption with the cautery: then you will apply the cautery which is assimilated by the heat.
Et haec est forma eius.	And this is its form
Et cauteriza cum eo cauterium unum, donec comburatur cutis tota, et perueniat ad siphac, donec egrediatur sanies tota: deinde cura ipsum curatione exiturarum, donec sanetur.	And cauterize with this knife once, until the whole skin is consumed, and it reaches the spleen, until the whole body is healed: then take care of the after-eruption, until the patient is healed
Et non oportet ut hac cauterii specie utatur, nisi cuius studium in arte medicinae prolongatur: et per cuius manus concurrunt aegritudines istae cum experimento aliquotiens: tunc enim audeat super huiusmodi operationem.	Neither should any instrument of the cauterizing kind be used without thorough study in the art of medicine: for by means of such study the disorders mentioned above will concur with experience on numerous occasions.
At uero dimittere ipsam, apud me est melius.	It is better to omit it than to risk damaging it.
¶ De modo cauterizandi in Pleuresi.	On the method of cauterization in the chest
Caput XXXI.	Chapter 1
Dixerunt antiqui, cauterium cum radicibus aristolochiae ad Pleuresim frigidam secundum hunc modum.	The ancients say that cauterization with aristolochia roots is used for a cold pleurisis in this way.
Et est, ut recipias ex radicibus aristolochiae siccae longae, radicem unam longiorem, quae ex ea inuenitur, et sit sicut grossitudo digiti.	And it is to be taken that from the dry roots of aristolochia one should take a single long root which is taken from it and be as thick as a finger
Deinde submerge eam in oleo: et accende ipsam in igne.	Then immerse the root in oil: and kindle the same in fire.
Deinde cauteriza cauterio uno in eo quod est inter continuationem furculae cum collo, et duobus cauteriis paruis sub guidezi parum decliuibus ad partem, quae est sub barba.	Then cauterize with one cautery that is between the continuation of the collarbone and the jugulum, and with two small cauteries under guidance slightly bent downwards to the part which is under the beard
