Praefatio.	Prefatory Note.
Deinde pone illud super os ipsum: et sit illud prope lachrymale: et elonga manum tuam ab oculo parum.	Then place it upon the bone itself: and let it be close to the lacrimal: and extend your hand from the eye a little.
Deinde reuolue manum tuam cum terebro, donec penetret os, et sentiat illud infirmus: per hoc quod inuenit uentum exire ex eo, quando tenet manum suam super nasum suum.	Then move your hand with the fragment, until it pierces the bone, and you feel it is weak: by this you will know that the marrow is coming out through that, when you keep your hand on your nose
Ergo tunc restaura locum cum medicinis stipticis exiccantibus, sicut docui te.	Therefore restore the place with sponges and hemostatic agents, as I have taught you.
Cum ergo nascitur caro, et induratur locus: tunc materia quae effundebatur ad exteriora, redit ad nasum: est ergo leuius illud super infirmum.	When therefore a wound has formed and the place has become solid: then the matter which was flowing outwards returns to the nose: and thus it is easier for it to be healed over the wound
¶ De reductione eminentiae Oculi.	On the reduction of the prominent eye.
Caput XX.	On the reduction of the prominent eye.
Quando eminet Oculus cum totalitate sua, et non accidit in uisu nocumentum, neque diminutio: tunc oportet ut soluas infirmum: deinde phlebotomes eum: postea ponas uentosas in ceruice absque scarificatione, sed cum suctione.	When the eye stands out completely, and does not yield to pressure, neither by reduction nor by diminution: then it is necessary to lance the diseased part: then perform phlebotomy: afterwards apply packs to the cavity without incision, but with suction.
Deinde pone super Oculum linimentum quod fit ex acacia, et aloe, et olibano, et sarcocolla.	Then apply to the eye a liniment made from acacia, and aloe, and oil, and gum arabic
Deinde stringe Oculum desuper super emplastrum cum puluillis multis.	Then bind the eye tightly over a pad with many feathers
Et modus puluillorum est: ut accipias pannos lenes, multos, et duplicetur omnis pannus ex eis super quatuor: fac ex eis multos: deinde pone eos unum super alium, secundum quantitatem qua indiget Oculus: deinde stringe super ipsos cum panno duro strictura forti.	And the manner of the feathers is: that you take fine wool, many, and fold every feather from four sides: make many from these: then put one upon another, according to the quantity which the eye requires: then bind over these with a strong cloth
Et itera uentosas cum suctione sine scarificatione.	And repeat the packs with suction without incision
Deinde aufer uentosas, et dimitte oculum strictum die et nocte.	Then remove the packs, and keep the eye closed day and night.
Si autem ligamentum iterum mollificatur, tunc oportet ut stringatur multum: deinde aufer ligamentum post diem et noctem, sicut diximus.	If, however, the ligament is again softened, then it is necessary to bind it tightly: then remove the ligament after a day and a night, as we have said
Si ergo uides oculum iam redisse uuae tunicae, est bonum: et si non, tunc itera emplastrum, et puluillos, et stricturam, et uentosas, donec sanetur.	If, therefore, the eye is again reddish from the old tunics, it is good: and if not, then repeat the pad, and feathers, and binding, and packs, until it is healed
¶ De incisionie Vuae tunicae.	Of the incision of the tunica of the eye.
Caput XXI.	Of the incision of the tunica of the eye
Quando accidit disruptio in tunica Vuea, deinde eminet et procedit extra palpebras sicut granum Vuae, et foedatur forma hominis propter illud, et uis incidere illud: tunc operatio in eo est, secundum quod narro: et est, ut intromittas acum in radice Vuae ab inferiori ad superiorem partem.	When disruption occurs in the tunica of the eye, then it stands out and projects outside the eyelids like a grain of wheat, and is deformed in the form of a man by that. Then it is necessary to incumber that: then the operation in this is, as we have said, and it is that you introduce the needle into the root of the tunica from the lower part to the upper part.
Deinde intromitte acum aliam in qua sit filum duplum a parte lachrymalis, et fac eam penetrare: et dimitte acum primam secundum dispositionem suam.	Then introduce another needle through the part of the lacrimal bone where the doubled thread is, and make it penetrate: and draw out the first needle following its own course.
Deinde incide locum fili dupli, et liga cum eo partem Vuae in circumitu acus: et stringe eam multum.	Then pierce the place of the doubled thread and ligate with it the edge of the vein around the needle: and tighten it much.</start_of_turn>
Deinde extrahe acum, et pone super oculum lanam infusam in albugine oui: et dimitte eum, donec cadat filum cum Vua.	Then draw out the needle, and place upon the eye a soaked lanolin on a piece of lint: and draw it out until the thread comes out with the vein.</start_of_turn>
Deinde cura oculum cum eo, quod confortat ipsum, donec sanetur uulnus.	Then care for the eye with it, which soothes it, until the wound is healed.</start_of_turn
Et quandoque stringitur Vua ab omni parte cum circulo ex panno, donec addat oculus eminentiam magnam.	And when the vein is drawn out from every part with a circle of cloth, until the eye regains its great prominence.</start_of_turn
Deinde perforetur cum spatumili subtili, quod perueniat ad profundum oculi, et currat humiditas albuginea, et descendat oculus, et ingrediatur statim: deinde stringe eum, donec sanetur.	Then prick with a fine needle which reaches the depth of the eye, and let out the moisture of the albumin, and let the eye descend, and join immediately: then tighten it up until it is healed.</start_of_turn
¶ De curatione Alcomnati.	¶ Regarding the care of the eye.</start_of_turn>
Caput XXII.	Chapter XXII.</start_of_turn>
Haec Aegritudo quae nominatur Alcomnati, non, est nisi sanies, quae aggregatur in oculo, similis aquae descendenti, et non est ipsa.	This disease which is called Alcomnati, is not merely an eye-sore, but a disease which is caused by an accumulation of matter in the eye, similar to descending water, and not by the disease itself.</start_of_turn
Et modus operandi in ea est, ut facias sedere infirmum super sedem praeparatum, uel directum.	And the method for dealing with it is to make the patient sit on a prepared seat, or directly on the bed.</start_of_turn
Deinde accipe caput eius manibus tuis a partibus duabus, et moue ipsum, donec uideas saniem peruenire ad inferiora oculis tuis.	Then take hold of his head with your hands from both sides, and move it around, until you see the disease rise up towards the lower part of his eye.</start_of_turn
Deinde figatur, et non descendat, et absoluatur lumen: et uideat infirmus res sicut uidebat: et si non descendit inferius, scias quia est aqua.	Then it will remain fixed and will not descend, and the light will be completely extinguished: and he will see the infirmity just as he saw it: and if it does not descend downwards, you know that it is water.</start_of_turn
Si autem non praeparatur descensus saniei cum eo quod diximus, tunc fac sedere infirmum inter manus tuas.	If the patient is not prepared for the descent of the bowels as we have said, then sit the patient between your hands.
Deinde accipe spatumile subtile, et finde cum eo supra panniculum corneum parumper apud continuationem coniunctiuae cum tunica cornea in corona, donec egrediatur sanies.	Then take a soft cushion and find it above the bony prominence at the junction of the joint with the cornea in the crown, until the bowels evacuate.</start_of_turn>
Cum ergo egreditur, tunc distilla in oculum aquam calidam in qua miscuisti mel: aut aquam in qua iam bullisti foenumgraecum et mel: deinde curetur cum reliqua curatione, donec sanetur.	When they have evacuated, then pour lukewarm water into the eye in which you have mixed honey: or water in which you have boiled barley and honey: then care for it with the rest of the treatment until the eye is healed.</start_of_turn>
¶ De cura aquae, quae descendit in oculo, uel cataracta.	As for the care of the water that descends into the eye, or for a cataract.</start_of_turn>
Caput XXIII.	Chapter XXIII.</start_of_turn
Iam Diximus species aquae in diuisione, et quae conuenit ad perforandum sermone declarante et exponente, tunc accipe illud idem secundum sanitatem.	We have said the kind of water for irrigation, and what is suitable for the perforation according to the declaration and explanation, then take that accordingly for the sake of the patient.</start_of_turn
Tunc ergo oportet ut facias sedere infirmum inter manus tuas quadratum, oppositum lumini, prope solem: et liga oculum eius sanum, et stringe eum ualde: deinde palpebram oculi eius manu tua dextra, si oculus in quo est aqua, est oculus sinister: aut manu tua sinistra, si oculus est dexter.	Then you must make the patient sit between your hands square, opposite the light, near the heel: and fix his eye securely, and bind it tightly: then take the outer edge of his eyelid with your right hand, if the eye in which the water is, is the left eye: or take the inner edge with your left hand, if the eye is the right.</start_of_turn
Deinde accipe manu tua dextra almagda, si oculus est sinister: aut manu tua sinistra, si oculus est dexter.	Then take your right hand with the almond, if the eye is left: or your left hand if the eye is right.</start_of_turn
Deinde pone extremitatem almagda prope coronam per grossitudinem radii in ipsa albedine oculi apparente lachrymalis minoris: deinde impelle almagda cum uirtute: et tu reuoluis cum eo manum tuam, donec penetret in albuginem oculi: et sentias, quod almagda iam peruenit ad rem uacuam.	Then place the edge of the almond near the corner of the eye for the width of the radius in the white of the eye apparent to the tear: then push the almond with force: and you will know that the almond has pierced the membrane of the eye: and you will feel that the almond has gone through to the bottom.</start_of_turn
Et oportet, ut sit mensura itineris almagda ad profundum, mensura spacii quod est a pupilla usque ad finem nigredinis: et est corona oculi.	The measure of the general path of the eye should reach from the pupil to the end of the iris: this is the circumference of the eye.
Uidebis enim ea in ipsa pupilla uisione oculi, propter claritatem tunicae corneae.	You will see this very thing in the pupil of the eye, because of the clarity of the cornea.
Deinde pone almagda usque ad locum in quo est aqua.	Then place the [speculum] until it reaches the place where the aqueous humor is
Deinde preme ipsum inferius uice una post aliam.	Then press the lower eyelid down one after the other.
Si ergo descendit aqua statim, tunc infirmus uidet illud super quod aperit uisum suum statim, et almagda in oculo suo.	If the water therefore descends immediately, the diseased part will immediately retract from that which opens the pupil, and the speculum in the eye itself
Deinde quiescas paululum.	Then rest for a while.
Si ergo descendat aqua, tunc depone eam secundo, praeter quod egrediatur almagda.	If the water descends again, then withdraw the speculum again, except for the part that is withdrawn by the speculum itself.
Quando ergo figitur, et non ascendit: tunc extrahe almagda cum facilitate: et tu reuoluis manum tuam paulatim.	When it has settled and does not ascend: then withdraw the speculum easily: and you will rotate your hand slowly.
Deinde dissolue in aqua aliquid ex sale claro gemmae: et ablue cum eo oculum deintus.	Then dissolve in the water some clear salt of the gem: and wipe with it when you are done
Deinde pone extra oculum totum stuppam, aut lanam infusam oleo rosato, et albugine oui: et liga cum eo oculum sanum.	Then put over the eye the whole bandage, or soaked wool fattened with saffron, and alum: and bind with it the healthy eye
Nos autem, et illi qui sunt nostri temporis, ponimus super eum ciminum tritum cum albumine oui.	We, however, and those who are with us at this time, put over it a rough plaster with egg white.
Quod si non obedit tibi almagda ad introitum in oculum propter duriciem suam, quoniam ex hominibus est, cuius oculus est durus ualde: tunc oportet ut accipias spatumile, quod nominatur Alberid, cuius haec est forma.	If it does not admit the speculum to enter the eye on account of its hardness, because it is from a person whose eye is hard and thick: then it is necessary to take the almond-shaped scraper, which is called the Alberid, which has this form.</start_of_turn>
Pefora ergo cum eo ipsam coniunctiuam tantum, et non ultimes manum tuam in foramine: et non est nisi ut facias uiam ad almagda locum subtilem.	Scrape therefore with it only as much as is necessary, and do not move your hand too far back: and do not do anything that may cause injury to the eye.</start_of_turn
Deinde intromitte almagda, secundum quod diximus.	Then insert the almond, as we have said.
Et apud complementum operis tui, praeparetur infirmo dormitorium decenter factum, in quo dormiat super dorsum suum in domo tenebrosa: et prohibeatur ab omnibus motibus, et a tussi: et pone cibum eius illud quo lenitur natura eius: et non moueat caput suum dextra, neque sinistra omnino.	Then insert the almond, as we have said. And in order to complete the work of your operation, prepare for the patient a dormitory made in the center: in which he shall sleep upon his back in a dark room: and it shall be guarded from all movements, and from coughing: and let food be given him of that which soothes the nature of his ailment: and let him not move his head to the right or to the left in any way.
Et sit ligamentum secundum dispositionem suam usque ad diem tertium.	And let the ligament be adjusted according to its position until the third day.
Deinde solue illud in illa domo tenebrosa, et experire uisum eius: et fac eum uidere res.	Then let it be resolved in that dark room, and experience its effect: and make him drink something
Deinde reduc ligamentum usque ad diem septimum.	Then reduce the ligament until the seventh day
Et non oportet ut faciat illud in hora curationis, aut post incisionem statim: imo oportet, ut alienes illud: propterea quod aqua ascendit uelociter per aspectum uehementem.	And it should not be forced that it be done at the time of the treatment, or immediately after the incision: indeed it should be delayed, because water ascends quickly through the swollen part
Si autem accidit apostema calidum: tunc oportet ut soluas oculum ante septimum: et rectifica illud cum eo quod sedat apostema, donec sedatur: tunc absolue ipsius uisum, et pone super faciem eius orale quo regatur uisus eius sub eo diebus aliquot, ipso existente in illa domo tenebrosa.	If, however, a cold abscess should happen: then it is necessary that you wash the eye before the seventh day: and correct it with that which settles the abscess: until it is settled: then give him to drink something orally which will regulate his discharge during those few days, while it exists in that dark room.
Deinde egrediatur a domo gradatim, et conuersetur in casis suis.	Then he shall gradually go out of the room and return to his home.
Et scias, quod in zaltea non excusatur discipulus a uisione aliquotiens: tunc enim audeat super operationem.	And know that in this matter the pupil is not excused from his vision for a long time: then indeed he will hear about the operation
Et iam quidem peruenit ad nos quidam ex illis qui sunt de Alayrach, qui dixit, quod factum fuit in Alayrach magdan perforatum, quo sugitur aqua.	And indeed some of those from Alayrach are saying that an almond was perforated in the magdan in Alayrach, from which water comes out
Verum ergo non uidi aliquem in terra uostra, qui fecerit illud: neque legi illud in aliquo ex libris antiquorum: et est possibile, ut sit illud nouum.	But indeed no one in our land has done this: neither have I read of it in any of the ancient books: and it is possible that this is something new
Et istae sunt formae specierum ex magda, ut stet super ea qui ea ignorat.	These are the forms of the species from great things, so that they remain upon them who know them not.
Fiant ex aere proprie: et sint extremitates eorum cum hac eadem subtilitate triangulatae, et extremitas acuta.	Be like the air itself: their extremities are like the three angles of a triangle, and their summit is acute.</start_of_turn>
Formae magda.	Great things.</start_of_turn>
¶ De cura Carnis natae in naso.	On the care of the newborn flesh in the nose.</start_of_turn>
Caput XXIIII.	Chapter XXVI.</start_of_turn
Quandoque nascuntur in naso Carnes diuersae additae, ex quibus est aliquid quod assimilatur scorpioni multorum pedum: et ex ea est caro cancerosa, lapidea, fusci coloris: et ex ea est quae est caro lenis, non fusci coloris.	When various meats are born in the nose of a scorpion, there is something which is absorbed from them that causes many feet: from this comes the cancerous tumor, the stone, and the brown scum: from this also is the soft tissue, not brown.</start_of_turn
In ea ergo quae ex istis carnibus est lenis, non fraudulenta, neque cancerosa, oportet ut facias sedere infirmum inter manus tuas oppositum soli, et aperi nares eius, et proiice uncinum in illas carnes: deinde trahe eas ad exteriora, et incide quod comprehendisti ex eis cum spatumili subtili acuto a parte una, donec scias quod caro tota iam ablata est.	Therefore, in that which is soft from these meats, not fraudulent, neither cancerous, you must sit with your hands opposite to the solid part, open the nose and throw out the mucus into those meats: then draw them out to the exterior and cut away whatever you find with a fine acute knife until you know that all the meat has been removed.</start_of_turn
Quod si remaneret aliquid ex ea cuius abscisio non est possibilis: tunc rade illud cum uno instrumentorum subtilium cum facilitate, donec non remaneat ex eo aliquid.	If anything remains of that from whose excision is not possible: then cut it away with a fine instrument until nothing remains of it.</start_of_turn
Si autem sanguis tibi dominatur, aut accidat apostema calidum: tunc oppone ei per id quod oportet: aut est ex apostematibus malignis, tunc propera cauterizando eum, donec abscindatur sanguis, et auferantur omnes carnes.	If, however, blood should dominate, or a thick clot form: then oppose it by that which will overcome it: either by malignant clots, then burn them out until the blood is separated, and remove all the meats.</start_of_turn
Deinde proiiciatur in nasum post incisionem acetum, et aqua, aut uinum.	Then throw into the nose after the incision of the socket, and water, or liquid.</start_of_turn
Si autem aperitur nasus, et procedat ex eo humiditas usque ad palatum, tunc scias quia iam sanus est.	If, however, the nose is opened, and there proceeds from it moisture up to the palate, then you know that it is healed.</start_of_turn
Si uero non penetrat humiditas, secundum quod oportet, tunc scias quod intra ipsum est caro nata in superioribus ossibus naris, ad quae non peruenit cum incisione instrumentum.	If moisture does not penetrate, according to what is necessary, then you know that it is within the living tissue that lies above the roots of the nose bones, which does not emerge with the cutting of the instrument.
Tunc ergo oportet, ut intromittas filum lini cui sit quaedam grossitudo, et noda in eo nodos multos: et pone inter omnem nodum quantitatem digiti, aut minus: et ingeniet infirmus, ut mittat extremitatem unam fili in nasum cum radio, aut cum quo possibile est ei postquam fecerit ipsum simile azer: et trahat odoratum suum, donec perueniat usque ad caassum, et egrediatur super guttur suum.	Therefore it is necessary to introduce a thread of linen of some thickness and to knot it in many places: and to place between every knot an amount equal to the breadth of a finger, or less: and the patient will vomit, so that he shoots out one end of the thread through the nose along with the clot, until it reaches the stomach, and comes out through the gut.
Et multotiens quidem faciunt simile huic Attomi pueri in scholis: et est res facilis ei, qui uult.	And many do the same thing as this young boy Attom in school: and it is easy for him who wishes to do it.
Deinde pone duas extremitates fili, extremitatem unam quae egreditur super nasum, et alteram quae remansit in naso.	Then place two ends of the thread, one that comes out through the nose and the other that remains in the nose
Deinde ac ministra serraturam carnis cum nodis qui sunt in filo.	And the minister closes the wound with knots that are in the thread.
Fac illud donec scias quod carnes iam sunt cum nodis fili.	Do this until you know that the flesh is again with the knots of the thread.
Deinde extrahe filum: et pone in nasum post abstersionem sanguinis licinium quod imbibisti in unguento aegyptio: fac illud tribus diebus, aut plus, donec unguentum corrodat totum quod remansit ex carnibus.	Then withdraw the thread: and place in the nose after washing the blood away a little of the unguent that you drank with the Egyptian unguent: do this three days, or more, until the unguent has eaten away all that remains of the flesh
Deinde pone in fine rei in nasum cannulam de plumbo, diebus aliquot, donec sanetur.	Then put in the end of the matter in the nose a lead cannula for a few days, until it heals.
Si autem indiget curatione quae exiccet, utere illa.	If however urgent is the treatment that requires it, do so.
Ad caputpurgium faciendum, cum quo distillantur olea, et aliae medicinae in nasum, fac illud ex argento, aut aere: quod sit simile lampadi paruae, apertum sicut conchula: et meatus eius similiter.	For the application of the caputpurgium, when oil and other medicines are distilled in the nose, do this from silver, or from air: and let its mouth be like that of a small trumpet, opened like a conch: and its content like that of it.
Et si uis fac cannulam clausam, sicut canna.	If one wishes to make a closed incision, like a needle.
Et conchula instrumenti ad caputpurgium faciendum, sit plena, detecta: cui sit manubrium in postremo eius, cum quo teneas ipsam, quando calefacis in ea oleum, aut quod uis ex succis, et rebus fluxibilibus.	If one wishes to make a closed incision, like a needle.
Et haec est forma instrumenti.	This is the form of the instrument.
¶ De cura Thelul nasi.	About the care of the nose.
Caput XXV.	Day 25
Multotiens nascitur in extremitate nasi Thelul, et magnificatur, et augmentatur cum diebus, donec foedus fit aspectus eius.	Many are born on the tip of the nose of Thelul, and they grow large and increase in size with the days, until the wound becomes equal to their appearance
Et propter illud oportet, ut in cidas illud in principio apparitionis eius, et eradices totum eius.	And because of this, it is necessary that you cut away that part at the beginning of its appearance, and remove all of it.
Deinde pone super locum, aut cauterium, aut medicinam comburentem quae stat loco eius.	Then place something over the place, or cauterise, or apply a burning medicine to the place of it
Si ergo tardatur incisio eius, donec magnificetur, tunc considera, si est lapideum, durum, fusci coloris, pauci sensus: tunc non tangas ipsum cum ferro: quoniam apostema est cancerosum.	If, however, the incision tardies, until it has grown large, then consider whether it is a stone, hard, brown in colour, with little sensation: then do not touch it with iron: for it is a cancerous swelling
Multotiens enim uidi, qui incidit hmoni apostema, et accidit ex eo malicia magna super illum qui ipsum habebat.	Many indeed are the waters which cause swelling of the head, and which arise from it with great malice towards the light which they had before.
Et si apostema est lenis tactus, non fusci coloris, et uides quod incisio possibilis est in toto eius, tunc euacua infirmum, et incide ipsum sine timore, absque pauore: et cura locum cum eo quod exiccat et constringit, donec sanetur.	And if the swelling is soft to the touch, not brown in colour, and if the incision is possible throughout, then evacuate the patient and cut it without fear, without hesitation: and care for the place with something that dries and contracts, until it heals
¶ De sutura nasi, et labii, et auris.	About the stitching of the nose, and the lip, and the ear.
Caput XXVI.	Day 26
Scias Quia quando accidit solutio continuitatis in una harum cartilaginum, parum confert in ea operatio, nisi in quibusdam hominibus.	You know that when a solution of cohesion is continuous in a soft cartilage, it gives little support in that operation, except in some people.
Oportet ergo quando accidit alicui aliquid ex illo, ut consideres, si est uulnus recens cum sanguine suo: et tunc aggrega duolabia uulneris cum sutura: deinde cura ipsum, donec sanetur.	It is necessary therefore when anything happens to anyone from that, that you consider whether there is a wound remaining with its blood: and then add the pain of the wound with the suture: then care for it until it is healed.
Et si solutionis continuitatis labia iam separata sunt, et facta est unaquaeque pars sana: tunc oportet ut excories omnem partem a cute sua apparente, donec sanguinetur.	If the edges of a wound have been separated by continued tension, and every part is sound: then it is necessary to scrub all the parts from their outer surface until they bleed again.</start_of_turn>
Deinde aggrega duo labia cum sutura, et stringe ea, et pulueriza super ipsum sanguinem draconis, et olibanum trita: et pone supra pulueres frustum emplastri diafinicon, et alicuius alterius ex emplastris consolidatiuis: et dimitte ipsum ligatum duobus diebus, aut tribus.	Then add the lips together with the suture, and tighten them, and sprinkle upon it dragon's blood, and resin: and place above the powder a piece of plaster of Paris, and something else of solid plaster: and leave it bound for two days, or three.</start_of_turn>
Deinde solue ipsum, et permuta medicinam: et dimitte ipsum, donec abscindantur fila per se.	Then dissolve it, and change the medicine: and leave it, until the threads are dissolved by themselves.</start_of_turn>
Deinde cura ipsum cum unguento, donec sanetur.	Then care for it with ointment, until it is healed.</start_of_turn>
Modus autem suturae est, ut aggreges solutionem continuitatis, aut cum acubus, sicut narrauimus in sutura uentris: aut aggrega solutionem cum filo, sicut feci te scire.	The way of suturing is to add tension continuously, or with a hook, as we have narrated in the suture of the belly: or to add tension with the thread, as you have been told.</start_of_turn
¶ De extractione nodorum labiorum.	About the extraction of the knots of the lips.</start_of_turn>
Caput XXVII.	Chapter XXVII.</start_of_turn>
Multis Quidem hominibus accidunt plaerumque in interioribus labiorum suorum apostemata dura similia granis herbi: et quaedam eorum minora, et maiora.	Many people suffer from swelling in the insides of their lips, resembling hard grains of herbs: and some of them are small, and some are large.</start_of_turn
Ergo oportet ut conuertas labium, et findas super omnem nodum eius, et suspendas ipsum cum uncino, et incidas ipsum ab omni parte.	Therefore it is necessary to cover the lips, and find on every knot of them, and suspend it with a hook, and cut it off from all sides.</start_of_turn
Deinde impleas locum post incisionem zegi trito, donec abscindatur sanguis.	Then apply to the place after the cutting a little burnt ointment, until the blood is stopped.</start_of_turn
Deinde colluatur cum aceto, et curetur locus cum eo, in quo est stipticitas, usquequo sanentur uulnera.	Then it is bound with vinegar, and the place is cared for with it, in which there is a sticking [agent], until the wound is healed.
¶ De incisione carnis natae super gingiuam.	From the incision of a new wound over the jawbone.
Caput XXVIII.	The head is in the eighth position
Multotiens nascitur super gingiuam caro addiat, quam antiqui nominant abuluss.	Many veins are born over the jawbone, as the ancients call them abuluss
Oportet ergo ut suspendas eam cum uncino: aut teneas eam cum forcipibus, et incidas eam apud radicem suam, et dimittas saniem currere, aut sanguinem.	It is necessary therefore to suspend them with a single thread: or to grasp them with forceps, and cut them at their root, and let the blood run, or the serum
Deinde pone super locum zegi tritum, aut alios pulueres stipticos, exiccatiuos.	Then put upon the place the dry sponge, or other powdery astringents, desiccant.
Quod si redit illa caro post curationem, nam multotiens redit, tunc incide eam secundo, et cauteriza ipsam: ipsa namque non redit post cauterium.	When the flesh returns to its place after treatment, for many return, then cut the vein again, and cauterize it: for it does not return after being cauterized
¶ De rasione Dentium cum ferro.	On the reason of the tooth with iron
Caput XXIX.	The head is in the ninth position
Quandoque aggregantur in superficiebus Dentium ab interiori et extetiori parte, et inter gingiuas cortices asperi, turpes, et quandoque denigrantur, et citrini fiunt, et uirides, donec peruenit ex illo corruptio ad gingiuam, et foedi fiunt dentes per illud.	When they gather on the surfaces of the tooth from the inside and outside parts, and between the gums, the hard, rough coatings, and sometimes they decay, and become yellow, until it reaches that corruption of the gum, and the teeth become loose
Oportet ergo ut facias sedere infirmum inter manus tuas, et caput eius in sinu tuo, et rade molam et dentem, in quo apparent tibi cortices, et res similis arenae: donec non remaneat ex eis aliquid, et similiter fac de nigredine, et uiriditate, et citrinitate, et aliis donec mundentur.	It is necessary therefore to make the handle of your hands firm between your hands, and to put your head in your mouth, and to move the molar and the tooth, in which you see the coatings, and something like sand: until something remains from it, and do the same with black pigment, and yellowness, and yellowing, and other things until it moves
Si ergo auferatur quod in eis est a principio rasionis, bonum est: et si non, tunc itera super eos rasionem die alio, secundo, et tertio, donec ad ultimum perueniat studium in eo quod uis.	If therefore it is removed from the beginning of the reason, it is good: and if not, then repeat the reason on another day, the second day, and the third day, until you have finally completed the study of that which you desire
Et scias, quod dens indiget rasoriis diuersarum formarum, multarum figurarum: secundum quod praeparatur operationi tuae: proptera, quod rasorium quo raditur dens ab inferiori parte, est aliud a rasorio quo raditur inter dentes, secundum formas alias.	And know this, that the tooth requires diverse rasps of different forms, many figures: according to what is prepared for your operation: forasmuch as the rasp which radiates from the lower part is different from the rasp which radiates between the teeth, according to other forms.
Et istae formae rasoriorum sint apud te praeparatae, quas uides.	These forms of rasps are prepared for you, which you will need
¶ De extractione doloris Dentium.	For the extraction of teeth.
Caput XXX.	Chapter 30.
Oportet ut cures Dentem a dolore suo cum omni ingenio, et tardes in eradicatione eius.	It is necessary to cure the tooth from its pain with all skill, and then to eradicate it
Non est enim quod uicem eius suppleat quando eradicatur: quoniam est substantia sublimis: donec quando non est excusatio de eradicatione eius, tunc oportet quando cogitur infirmus eradicare ipsum, ut firmetur, et certificetur apud te dens dolens.	There is nothing that can replace its sublimation when it is eradicated: because it is a sublimed substance: until such time as there is no excuse for the eradication of the tooth, then it is necessary to command that the sick man eradicate it, so that it may be strengthened, and be confirmed to you that the tooth is painful
Multotiens enim decipit infirmum dolor, et putat quia est in dente saha et eradicat ipsum: deinde non recedit dolor, donec eradicetur dens infirmus.	Many indeed deceive the sick with pain, and say that it is in the tooth itself and eradicate it: but the pain does not depart, until the sick tooth is eradicated
Nos enim iam uidimus illud ex operatione phlebotomatorum.	For we know that this is from the operation of bloodletting
Cum ergo certificatur apud te dens dolens ipsemet, tunc oportet ut scarifices in circumitu dentis cum spatumili, in quo sit quiddam uirtutis, donec soluatur gingiua ab omni parte: deinde moue ipsum digitis tuis, aut cum forcipibus subtilibus in primis paulatim, donec concutias ipsum.	When it is confirmed to you that the tooth itself is painful, then it is necessary to sacrifice around the tooth with sponges, in which something useful is to be found, until the gums are separated from all parts: then move it with your fingers, or with fine forceps at first slowly, until you have crushed it
Deinde loca tunc in eo forcipes magnos locatione bona, et caput infirmi inter genua tua: quod iam bene tenuisti, ita quod non moueatur: deinde trahe dentem secundum rectitudinem, ut non frangas ipsum.	Then place the large forceps in that place well, and hold the patient's head between your knees: which you have held well, so that it does not move: then draw out the tooth according to its straightness, so that you do not break it
Si ergo non egreditur, tunc accipe aliquod illorum instrumentorum, et intromitte ipsum sub eo ab omni parte cum facilitate, et conare motionem eius, sicut fecisti in primis.	If it does not come out, then take some of those instruments and introduce it under it from all parts with ease, and try to move it, as you did at first
Si autem dens est perforatus, aut corrosus: tunc oportet ut impleas illud foramen panno: et stringas ipsum cum extremitate radii subtilis, ut non frangatur in hora constrictionis tuae super ipsum cum forcipibus.	If the tooth is perforated or corrupted: then it is necessary that you fill up that hole with wool: and bind it with the extremity of a thin thread, so that it does not break in the hour of your constriction over it with forceps.
Et oportet, ut exquisite agas cum scarificatione in circumitu gingiuae ab omni parte multum.	And it is necessary that you take care of the surrounding gum from all parts much with scraping during the process of extraction.</start_of_turn>
Et custodi fortitudinem tuam, ut non frangas ipsum, et remaneat pars eius, et redeat super infirmum ex ea malicia quae sit maior dolore eius primo.	And keep your courage, so that you do not break it, and remain over it until that evil has gone from it which is greater than its first pain.</start_of_turn>
Et caue, ne facias illud quod ignorantes faciunt phlebotomatores in festinatione sua, et audacia ipsorum super eradicationem eius, praeter quod administrent illud quod narrauimus.	Beware, lest you do the things which the phlebotomists do carelessly in their haste, and your audacity over the eradication of it, beyond what we have said.</start_of_turn>
Multotiens enim faciunt euenire super homines infirmitates magnas, quarum difficiliores sunt ut frangantur, et remaneant radices eius omnes, aut quaedam earum: aut ut extrahant ipsum cum quibusdam ossibus mandibulae: sicut testificati sumus multotiens illud.	Many men have made great mistakes through their pride over people's great diseases, from which it is difficult to recover, and that remain whole, or extract some of them, or extract the whole thing with some of the teeth of the jaw: as we have often seen.</start_of_turn
Deinde colluatur post eradicationem eius cum uino, aut cum aceto et sale.	Then it is collected after its eradication with wine, or with vinegar and salt.</start_of_turn>
Quod si accidat fluxus sanguinis ex locis (multotiens enim accidit) tunc tere aliquid ex zegi, et imple cum eo locum: et si non, cauteriza ipsum si non confert tibi zegi.	If blood flows from the place (for many men it happens): then there is something of the clot there, and fill it with that: and if not, cauterize it if it does not bring you the clot.</start_of_turn
