Praefatio.	Preamble.
Tunc ergo oportet ut facias sedere infirmum inter manus tuas quadratum, oppositum lumini, prope solem: et liga oculum eius sanum, et stringe eum ualde: deinde palpebram oculi eius manu tua dextra, si oculus in quo est aqua, est oculus sinister: aut manu tua sinistra, si oculus est dexter.	Then you should cause the sick person to sit between your hands in a square position, opposite the light, near the sun: and bind his sound eye, and bind it tightly: then with your right hand close the eyelid of the eye from which the water comes, if the eye is left-eyed: or with your left hand, if the eye is right-eyed.
Deinde accipe manu tua dextra almagda, si oculus est sinister: aut manu tua sinistra, si oculus est dexter.	Then take with your right hand the almond, if the eye is on the left: or with your left hand, if the eye is on the right.
Deinde pone extremitatem almagda prope coronam per grossitudinem radii in ipsa albedine oculi apparente lachrymalis minoris: deinde impelle almagda cum uirtute: et tu reuoluis cum eo manum tuam, donec penetret in albuginem oculi: et sentias, quod almagda iam peruenit ad rem uacuam.	Then place the tip of the almond close to the eye's crown by its thickness in the same color as the lacrimal gland apparent: then press the almond with force: and you roll it with your hand, until it penetrates into the eye's white: and you will feel that the almond has already reached the tear-producing part.
Et oportet, ut sit mensura itineris almagda ad profundum, mensura spacii quod est a pupilla usque ad finem nigredinis: et est corona oculi.	And it should be such that the almond' s path to the depth is a measurement of space which is from the pupil to the end of the blackness: and this is the crown of the eye.
Uidebis enim ea in ipsa pupilla uisione oculi, propter claritatem tunicae corneae.	You will see it in the same pupil of the eye by tears, because of the clarity of the cornea' s membrane.
Deinde pone almagda usque ad locum in quo est aqua.	Then place the almond until it is in the spot where is water.
Deinde preme ipsum inferius uice una post aliam.	Then press the very one down with a gentle pressure after another.
Si ergo descendit aqua statim, tunc infirmus uidet illud super quod aperit uisum suum statim, et almagda in oculo suo.	If then the water immediately goes down, then at once one will see that it opens its own eye' s vision immediately, and the almond in his eye.
Deinde quiescas paululum.	Then you rest a little bit.
Si ergo descendat aqua, tunc depone eam secundo, praeter quod egrediatur almagda.	If then the water goes down again, then put it down second, except that the almond comes out.
Quando ergo figitur, et non ascendit: tunc extrahe almagda cum facilitate: et tu reuoluis manum tuam paulatim.	When then does it set, and does not go up again: then remove the almond with ease: and you roll your hand slowly.
Deinde dissolue in aqua aliquid ex sale claro gemmae: et ablue cum eo oculum deintus.	Then dissolve in water some of the clear salt from the jewel: and rinse with it the inside of the eye.
Deinde pone extra oculum totum stuppam, aut lanam infusam oleo rosato, et albugine oui: et liga cum eo oculum sanum.	Then place over all the eye' s whole patchwork, or a wool soaked in rose oil, and in the white part: and bind it with that to the healthy eye.
Nos autem, et illi qui sunt nostri temporis, ponimus super eum ciminum tritum cum albumine oui.	But we, and those who are our time' s, put over it a finely-ground powder of the white part mixed with oil.
Quod si non obedit tibi almagda ad introitum in oculum propter duriciem suam, quoniam ex hominibus est, cuius oculus est durus ualde: tunc oportet ut accipias spatumile, quod nominatur Alberid, cuius haec est forma.	That if the almond does not yield to you at the entry into the eye because of its hardness, since it is from a man whose eye is very hard: then you must take the "Alberid" branch, which this name has, and whose form is as follows.
Pefora ergo cum eo ipsam coniunctiuam tantum, et non ultimes manum tuam in foramine: et non est nisi ut facias uiam ad almagda locum subtilem.	So pierce it then with that same thread, and do not put your hand into the hole; and there is no need but to make a small hole for the needle.
Deinde intromitte almagda, secundum quod diximus.	Then introduce the almond, as we have said.
Et apud complementum operis tui, praeparetur infirmo dormitorium decenter factum, in quo dormiat super dorsum suum in domo tenebrosa: et prohibeatur ab omnibus motibus, et a tussi: et pone cibum eius illud quo lenitur natura eius: et non moueat caput suum dextra, neque sinistra omnino.	And near the end of your operation, prepare for the sick person a room in which he may lie on his back in a dark house; and prohibit all movement and coughing; and place before him food by which nature feeds him; and do not let him move his head to the right or to the left at all.
Et sit ligamentum secundum dispositionem suam usque ad diem tertium.	And let the ligament rest according to its position until the third day.
Deinde solue illud in illa domo tenebrosa, et experire uisum eius: et fac eum uidere res.	Then loosen it in that dark house, and test his vision; and make him see objects at a distance.
Deinde reduc ligamentum usque ad diem septimum.	Then reduce the ligament until the seventh day.
Et non oportet ut faciat illud in hora curationis, aut post incisionem statim: imo oportet, ut alienes illud: propterea quod aqua ascendit uelociter per aspectum uehementem.	And it is not necessary that he should do this at the time of his cure, or immediately after the incision; but let him do it when he is far from home; for water quickly rises by the feverish look.
Si autem accidit apostema calidum: tunc oportet ut soluas oculum ante septimum: et rectifica illud cum eo quod sedat apostema, donec sedatur: tunc absolue ipsius uisum, et pone super faciem eius orale quo regatur uisus eius sub eo diebus aliquot, ipso existente in illa domo tenebrosa.	If, however, a feverish blister appears: then it is necessary that you should loosen the eye before the seventh day: and straighten out the blister with him as he sits; then restore his vision, and let him lie on his face for several days while he remains in that dark house.
Deinde egrediatur a domo gradatim, et conuersetur in casis suis.	Then let him go out of the house gradually, and let him turn in bed.
Et scias, quod in zaltea non excusatur discipulus a uisione aliquotiens: tunc enim audeat super operationem.	And know that a student is not excused from vision while lying in bed; then he should be able to hear about the operation.
Et iam quidem peruenit ad nos quidam ex illis qui sunt de Alayrach, qui dixit, quod factum fuit in Alayrach magdan perforatum, quo sugitur aqua.	And indeed one of those from Al-Ayrab has already come to us; he said that it was done in Al-Ayrab with an almond through which water rises.
Verum ergo non uidi aliquem in terra uostra, qui fecerit illud: neque legi illud in aliquo ex libris antiquorum: et est possibile, ut sit illud nouum.	But indeed no one in your country has ever done that; and it is not written in any of the ancient books: but it is possible that it is a new thing.
Et istae sunt formae specierum ex magda, ut stet super ea qui ea ignorat.	And these are the forms of the speculum from gold, so that it remains on top of him who knows not.
Fiant ex aere proprie: et sint extremitates eorum cum hac eadem subtilitate triangulatae, et extremitas acuta.	Let them be made of fine silver: and let their ends be with this same subtlety triangular, and the acute end.
Formae magda.	The forms of gold.
¶ De cura Carnis natae in naso.	On the treatment of birthmarks on the nose.
Caput XXIIII.	Chapter XXIII.
Quandoque nascuntur in naso Carnes diuersae additae, ex quibus est aliquid quod assimilatur scorpioni multorum pedum: et ex ea est caro cancerosa, lapidea, fusci coloris: et ex ea est quae est caro lenis, non fusci coloris.	When and if they arise in the nose, various meats are added from which something is absorbed that resembles a scorpion with many feet: and from it is that cancerous flesh, stone-hard, of pale color: and from it is that mild flesh, not pale-colored.
In ea ergo quae ex istis carnibus est lenis, non fraudulenta, neque cancerosa, oportet ut facias sedere infirmum inter manus tuas oppositum soli, et aperi nares eius, et proiice uncinum in illas carnes: deinde trahe eas ad exteriora, et incide quod comprehendisti ex eis cum spatumili subtili acuto a parte una, donec scias quod caro tota iam ablata est.	Now then, if there is that kind of meat from these, which is mild and not deceitful or cancerous, you should make it sit between your hands opposite the sun, and open its nostrils, and thrust in the hook: then draw it out toward the outside, and cut off what you have grasped with a sharp, fine hook on one side, until you know that all the flesh has been taken away.
Quod si remaneret aliquid ex ea cuius abscisio non est possibilis: tunc rade illud cum uno instrumentorum subtilium cum facilitate, donec non remaneat ex eo aliquid.	That if there is anything left of it from which its removal is not possible: then you should rasp it with a single sharp instrument with ease until nothing remains of it.
Si autem sanguis tibi dominatur, aut accidat apostema calidum: tunc oppone ei per id quod oportet: aut est ex apostematibus malignis, tunc propera cauterizando eum, donec abscindatur sanguis, et auferantur omnes carnes.	If, however, your blood rules over you, or a feverish blister occurs: then oppose it with what is necessary: or if it comes from malicious blisters, then approach it with cauterization, until the blood is stopped and all flesh is taken away.
Deinde proiiciatur in nasum post incisionem acetum, et aqua, aut uinum.	Then let it be thrown into the nose after a caustic has been cut, and water, or wine.
Si autem aperitur nasus, et procedat ex eo humiditas usque ad palatum, tunc scias quia iam sanus est.	If, however, the nose is opened, and moisture proceeds from it all the way to the palate, then you know that he has already recovered his health.
Si uero non penetrat humiditas, secundum quod oportet, tunc scias quod intra ipsum est caro nata in superioribus ossibus naris, ad quae non peruenit cum incisione instrumentum.	If, however, the moisture does not penetrate, as it should, then you know that within the upper bones of the nose there is a birthmark to which the knife does not reach with an incision.
Tunc ergo oportet, ut intromittas filum lini cui sit quaedam grossitudo, et noda in eo nodos multos: et pone inter omnem nodum quantitatem digiti, aut minus: et ingeniet infirmus, ut mittat extremitatem unam fili in nasum cum radio, aut cum quo possibile est ei postquam fecerit ipsum simile azer: et trahat odoratum suum, donec perueniat usque ad caassum, et egrediatur super guttur suum.	Then it is necessary that you should insert a thread with some grossness, and spots of many in it: and place between each spot a quantity of a finger, or less: and let him cough up one end of the thread into the nose by radiation, or by whatever means he can after he has done so himself like azur: and take his sniff, until it reaches to the throat, and let it go out onto his tongue.
Et multotiens quidem faciunt simile huic Attomi pueri in scholis: et est res facilis ei, qui uult.	And indeed, often do these boys make like this Atomo in school: and it is a easy thing to him that will.
Deinde pone duas extremitates fili, extremitatem unam quae egreditur super nasum, et alteram quae remansit in naso.	Then put two ends of the thread, one end that goes out on the nose, and the other remains in the nose.
Deinde ac ministra serraturam carnis cum nodis qui sunt in filo.	Then tighten the knot of the thread with the nodes that are in the thread.
Fac illud donec scias quod carnes iam sunt cum nodis fili.	Do this until you know that the flesh is already tied up with the thread.
Deinde extrahe filum: et pone in nasum post abstersionem sanguinis licinium quod imbibisti in unguento aegyptio: fac illud tribus diebus, aut plus, donec unguentum corrodat totum quod remansit ex carnibus.	Then remove the thread: and put in the nose after the withdrawal of blood the liniment that you drank in Egyptian ointment: do this for three days, or more, until the ointment has eaten up all that remained of the flesh.
Deinde pone in fine rei in nasum cannulam de plumbo, diebus aliquot, donec sanetur.	Then put at the end of the matter a plumb-tipped cannula in the nose for a few days, until it heals.
Si autem indiget curatione quae exiccet, utere illa.	But if it requires healing that it dries up, use this.
Ad caputpurgium faciendum, cum quo distillantur olea, et aliae medicinae in nasum, fac illud ex argento, aut aere: quod sit simile lampadi paruae, apertum sicut conchula: et meatus eius similiter.	For the lavage at the head, when oil is distilled, and other medicines in the nose, make it of silver, or of brass: that it be similar to a small lamp, opened like a shell-fish: and its channel also.
Et si uis fac cannulam clausam, sicut canna.	And if you want to make a closed cannula, like a reed.
Et conchula instrumenti ad caputpurgium faciendum, sit plena, detecta: cui sit manubrium in postremo eius, cum quo teneas ipsam, quando calefacis in ea oleum, aut quod uis ex succis, et rebus fluxibilibus.	And the shell of the instrument for lavage at the head be full, and closed: which has a handle at the end, so that you hold it, when you heat oil in it, or whatever fluid you use, and flowing things.
Et haec est forma instrumenti.	This is the form of the instrument.
¶ De cura Thelul nasi.	The cure for the nosebleeds:
Caput XXV.	Head 25.
Multotiens nascitur in extremitate nasi Thelul, et magnificatur, et augmentatur cum diebus, donec foedus fit aspectus eius.	Frequently, a nosebleed arises at the end of the nose, and it increases, and becomes more noticeable over time, until it is a kind of black spot.
Et propter illud oportet, ut in cidas illud in principio apparitionis eius, et eradices totum eius.	And for this, at the beginning of its appearance, you should cut it off completely.
Deinde pone super locum, aut cauterium, aut medicinam comburentem quae stat loco eius.	Then put over the spot, or a cautery, or a burning medicine that is placed in its place.
Si ergo tardatur incisio eius, donec magnificetur, tunc considera, si est lapideum, durum, fusci coloris, pauci sensus: tunc non tangas ipsum cum ferro: quoniam apostema est cancerosum.	But if the cutting off of it is delayed until it increases, then examine it, if it be hard, red in color, dull in feeling: then do not touch it with an iron: for it is a kind of cancer.
Multotiens enim uidi, qui incidit hmoni apostema, et accidit ex eo malicia magna super illum qui ipsum habebat.	For many a time he saw an apostema on his patient, and it happened to him that a great malignancy arose from it which touched the man himself who had it.
Et si apostema est lenis tactus, non fusci coloris, et uides quod incisio possibilis est in toto eius, tunc euacua infirmum, et incide ipsum sine timore, absque pauore: et cura locum cum eo quod exiccat et constringit, donec sanetur.	And if the apostema is mild, and not discolored, and you see that the incision is possible all over it, then wash the sick one, and incise himself without fear, without dread: and attend to the place with it, until it heals over.
¶ De sutura nasi, et labii, et auris.	Regarding the sewing of the nose, lips, and ears.
Caput XXVI.	Chapter 26 on Head.
Scias Quia quando accidit solutio continuitatis in una harum cartilaginum, parum confert in ea operatio, nisi in quibusdam hominibus.	You should know That when it happens that the separation of the continuous cartilage is little in it, the operation is not very effective unless in certain humans.
Oportet ergo quando accidit alicui aliquid ex illo, ut consideres, si est uulnus recens cum sanguine suo: et tunc aggrega duolabia uulneris cum sutura: deinde cura ipsum, donec sanetur.	Therefore, when it happens to someone that something of it is in need of repair, so consider, if the wound is recent with its own blood: and then add some grief to the wound with the incision: and then attend to the man, until he heals over.
Et si solutionis continuitatis labia iam separata sunt, et facta est unaquaeque pars sana: tunc oportet ut excories omnem partem a cute sua apparente, donec sanguinetur.	And if the separation of the continuous cartilage has already separated the lips, and some part of it is whole: then it is necessary that you cut off all its apparent skin, until it bleeds.
Deinde aggrega duo labia cum sutura, et stringe ea, et pulueriza super ipsum sanguinem draconis, et olibanum trita: et pone supra pulueres frustum emplastri diafinicon, et alicuius alterius ex emplastris consolidatiuis: et dimitte ipsum ligatum duobus diebus, aut tribus.	Then add the two lips with an incision, and tighten them, and sprinkle on the man dragon's blood, and ground olive, and put over the powders a fragment of plaster of Paris, and some other of consolidated plaster: and let the man be bound with two days, or three.
Deinde solue ipsum, et permuta medicinam: et dimitte ipsum, donec abscindantur fila per se.	Then solve him, and change his medicine: and let the man go, until the threads separate from themselves.
Deinde cura ipsum cum unguento, donec sanetur.	Then attend to the man with ointment, until he heals over.
Modus autem suturae est, ut aggreges solutionem continuitatis, aut cum acubus, sicut narrauimus in sutura uentris: aut aggrega solutionem cum filo, sicut feci te scire.	The way of the incision is that you add the solution of the continuous cartilage, or with the bone, as we have told you about the incision of the eye: or you add the solution with a thread, as I told you.
¶ De extractione nodorum labiorum.	On the extraction of the nodules from the lips.
Caput XXVII.	Chapter 27 on Head.
Multis Quidem hominibus accidunt plaerumque in interioribus labiorum suorum apostemata dura similia granis herbi: et quaedam eorum minora, et maiora.	Many people happen to have hard-like bumps on their inner lips: and some of them are small, and some are large.
Ergo oportet ut conuertas labium, et findas super omnem nodum eius, et suspendas ipsum cum uncino, et incidas ipsum ab omni parte.	Therefore it is necessary that you close the lips, and find on all his nodes, and hang him with a hook, and throw him down from every part.
Deinde impleas locum post incisionem zegi trito, donec abscindatur sanguis.	Then fill the place after incision is dried three times until the blood is cut off.
Deinde colluatur cum aceto, et curetur locus cum eo, in quo est stipticitas, usquequo sanentur uulnera.	Then soak it with vinegar and treat the spot with it where there is a stasis until the wounds heal.
¶ De incisione carnis natae super gingiuam.	Regarding the incision of the flesh that has grown on the gums.
Caput XXVIII.	Head VIII.
Multotiens nascitur super gingiuam caro addiat, quam antiqui nominant abuluss.	Often a tooth grows out on the gums, which the ancient call abuluss.
Oportet ergo ut suspendas eam cum uncino: aut teneas eam cum forcipibus, et incidas eam apud radicem suam, et dimittas saniem currere, aut sanguinem.	Therefore you should hang it with a hook: or hold it with tweezers, and throw it down at the root, and let the blood run, or let the blood flow.
Deinde pone super locum zegi tritum, aut alios pulueres stipticos, exiccatiuos.	Then put on the place that has been dried three times, or other stinging powders, drying agents.
Quod si redit illa caro post curationem, nam multotiens redit, tunc incide eam secundo, et cauteriza ipsam: ipsa namque non redit post cauterium.	Which if this tooth returns after treatment, for it often returns again, then cut it a second time, and cauterize it: because it does not return after the cauterization.
¶ De rasione Dentium cum ferro.	Regarding teeth grinding with iron.
Caput XXIX.	Head XXIX.
Quandoque aggregantur in superficiebus Dentium ab interiori et extetiori parte, et inter gingiuas cortices asperi, turpes, et quandoque denigrantur, et citrini fiunt, et uirides, donec peruenit ex illo corruptio ad gingiuam, et foedi fiunt dentes per illud.	When they are gathered together on the surfaces of teeth from the inner and outer parts, and between the gums there are rough,鋭く、そして時には黒ずんで、黄色に変色し、まで腐敗して根元に及ぶと。
Oportet ergo ut facias sedere infirmum inter manus tuas, et caput eius in sinu tuo, et rade molam et dentem, in quo apparent tibi cortices, et res similis arenae: donec non remaneat ex eis aliquid, et similiter fac de nigredine, et uiriditate, et citrinitate, et aliis donec mundentur.	Then cut off the sick hand between your hands, and hold the head in your lap, and grind the tooth and bone that show you the tissues, and such-like sand: until there remains nothing of it, and likewise deal with blackness, yellowing, and sourness, and until they are all cleansed.
Si ergo auferatur quod in eis est a principio rasionis, bonum est: et si non, tunc itera super eos rasionem die alio, secundo, et tertio, donec ad ultimum perueniat studium in eo quod uis.	If then that which is taken out of them from the beginning of grinding is good, and if not, then cut them again on another day, a second time, and a third, until you come to the last study in it that you wish.
Et scias, quod dens indiget rasoriis diuersarum formarum, multarum figurarum: secundum quod praeparatur operationi tuae: proptera, quod rasorium quo raditur dens ab inferiori parte, est aliud a rasorio quo raditur inter dentes, secundum formas alias.	And know that the tooth requires various shapes of saws and many figures: in order to prepare your operation; for the saw which cuts the tooth from the lower part is different from the saw which cuts between teeth according to other shapes.
Et istae formae rasoriorum sint apud te praeparatae, quas uides.	And these shapes of saws are prepared in you, which you see.
¶ De extractione doloris Dentium.	On the extraction of pain from teeth.
Caput XXX.	Chapter 30.
Oportet ut cures Dentem a dolore suo cum omni ingenio, et tardes in eradicatione eius.	It is necessary that you heal the tooth from its pain with all your skill, and delay in eradicating it.
Non est enim quod uicem eius suppleat quando eradicatur: quoniam est substantia sublimis: donec quando non est excusatio de eradicatione eius, tunc oportet quando cogitur infirmus eradicare ipsum, ut firmetur, et certificetur apud te dens dolens.	For the tooth is not so soft as to be eradicated: since it is substantial; until there is no excuse for the eradication of it, then you should consider when it is weak to eradicate it, so that it hardens and is certified with you, the aching tooth.
Multotiens enim decipit infirmum dolor, et putat quia est in dente saha et eradicat ipsum: deinde non recedit dolor, donec eradicetur dens infirmus.	For often the pain deceives the weak, and he thinks that it is in a tooth and eradicates it himself: then the pain does not retreat until the aching tooth is eradicated.
Nos enim iam uidimus illud ex operatione phlebotomatorum.	We have already seen this from the operation of blood-letting.
Cum ergo certificatur apud te dens dolens ipsemet, tunc oportet ut scarifices in circumitu dentis cum spatumili, in quo sit quiddam uirtutis, donec soluatur gingiua ab omni parte: deinde moue ipsum digitis tuis, aut cum forcipibus subtilibus in primis paulatim, donec concutias ipsum.	When the aching tooth is certified with you, then you should cut into the surrounding of the tooth with a spatulum, in which there is some strength, until it has healed the gums from all parts: then you should move it with your fingers, or with subtle forceps first little by little, until you dislodge it.
Deinde loca tunc in eo forcipes magnos locatione bona, et caput infirmi inter genua tua: quod iam bene tenuisti, ita quod non moueatur: deinde trahe dentem secundum rectitudinem, ut non frangas ipsum.	Then, when you have located the place in it of good size, and the head is nursed between your thighs: then you hold it well so that it does not move: then you draw out the tooth with care according to its straightness, so as not to break it.
Si ergo non egreditur, tunc accipe aliquod illorum instrumentorum, et intromitte ipsum sub eo ab omni parte cum facilitate, et conare motionem eius, sicut fecisti in primis.	If then it does not come out, then take some of those instruments and introduce it beneath it from all parts with ease, and try to move it, as you did at first.
Si autem dens est perforatus, aut corrosus: tunc oportet ut impleas illud foramen panno: et stringas ipsum cum extremitate radii subtilis, ut non frangatur in hora constrictionis tuae super ipsum cum forcipibus.	If then the tooth is pierced or corroded: then you should fill it with cloth: and you should hold it with a small end of the forceps, so that it does not break at the time of your contraction on top of it with the forceps.
Et oportet, ut exquisite agas cum scarificatione in circumitu gingiuae ab omni parte multum.	It is necessary that you should cut very carefully with the scarifier around the gum from all sides.
Et custodi fortitudinem tuam, ut non frangas ipsum, et remaneat pars eius, et redeat super infirmum ex ea malicia quae sit maior dolore eius primo.	And guard your strength well so that you do not break it and a part of it remains and returns to the ill from that which causes him greater pain first.
Et caue, ne facias illud quod ignorantes faciunt phlebotomatores in festinatione sua, et audacia ipsorum super eradicationem eius, praeter quod administrent illud quod narrauimus.	And let them not do that which the phlebotomists do in their haste and audacity to eradicate it, except that they give it what we have said.
Multotiens enim faciunt euenire super homines infirmitates magnas, quarum difficiliores sunt ut frangantur, et remaneant radices eius omnes, aut quaedam earum: aut ut extrahant ipsum cum quibusdam ossibus mandibulae: sicut testificati sumus multotiens illud.	For they often bring about great ailments in men, of which it is more difficult to break and all the roots remain, or some of them: or to extract it with certain bones of the jaw: as we have often testified that.
Deinde colluatur post eradicationem eius cum uino, aut cum aceto et sale.	Then let it be washed after its eradication with wine, or with vinegar and salt.
Quod si accidat fluxus sanguinis ex locis (multotiens enim accidit) tunc tere aliquid ex zegi, et imple cum eo locum: et si non, cauteriza ipsum si non confert tibi zegi.	That if a flow of blood should come from places (for often it happens) then let them dry some of the wound, and fill it with it: and if not, cauterize it if it does not give you a wound.
Formae forcipum subtilium quibus mouetur dens in primis, sint longarum extremitatum, breuis manubrii, grossi, ut non duplicentur quando cum eis premitur super dentem: sint sicut uides grossorum manubriorum, donec quando stringis cum eis, non dent seipsas, neque duplicentur: breuium extremitatum, et sint ex ferro indo, aut ex faled decenter facti, directarum extremitatum: et in eorum extremitatibus sint dentes, quorum quidam ingrediantur in quosdam, et stringant constrictione decenti, forti.	The forms of the forceps are subtile that move the dens in the first place, have long extremities, short manubria, thick, so that they do not double when pressed on the tooth with them: they are as you see the thick manubrium, until when you squeeze them together, they do not bite themselves, and do not double: the short extremities, and let them be made of iron bar, or from a cast-off piece of iron, straight extremities: and in their extremities are teeth, some of which enter into some, and squeeze by constriction, firmly.
Et quandoque fiunt extremitates sicut forma oris auis quae nominatur ciconia, et sunt fortis constrictionis.	And when the extremities are made as the form of the ear that is called a ciconia, and they are strong constriction.
¶ De eradicatione Dentium, et extractione ossium mandibularum fractorum.	Of the eradication of teeth, and extraction of the bones of the mandible fractures.
Caput XXXI.	Chapter XXXI.
Quando remanet apud eradicationem Dentis qui frangitur aliquid, tunc oportet ut ponas super locum cotum cum butyro die uno, aut duobus diebus, donec mollificetur locus: deinde intromitte ad ipsum algasti, aut forcipes: quorum extremitates assimilantur ori auis quae nominatur ciconia.	When a tooth remains after the eradication that breaks something, then it should be placed on the cot with butter for one or two days, until it softens: and then introduce to it the claw or forceps: their extremities should be like the shape of the ear that is called a ciconia.
Forma autem haec est forcipum.	Form a h e c i s f o r c i p u m .
Sint extremitates eorum factae sicut lima deintus: aut sicut aliskilfegi.	The form is thus of the forceps. They are to be made as if for cutting inside out: or as aliskilfegi.
Si ergo non obedit tibi ad exitum cum istis forcipibus, tunc oportet, ut caues super radicem, et detegas carnem totam, et intromittas instrumentum quod nominatur Palanca parua, cuius forma est haec.	But if he does not obey you at the exit with these forceps, then you must, in order to cure, cut on the root, and peel off all the flesh, and insert the instrument which is called a small palanca, whose form is thus.
Sit breuis extremitatis, grossae parumper: et non sit imbibitum, ut non frangatur.	The end should be shorter by about an inch; and not to be immersed, lest it break.
Si ergo egreditur radix per illud, est bonum: et si non, iuuare oportet cum istis instrumentis aliis quorum formae sunt istae.	But if the root comes out through that, it is good; but if not, you must use other instruments, whose forms are these.
Forma primi triangulatae extremitatis, in qua est quaedam grossitudo.	The form of the first triangular end, in which there is some groosness.
Forma triangulatae extremitatis subtilis.	The form of the second triangular end.
Etiam iuuatur cum hoc instrumento habente duos ramos, cuius haec est forma.	Also to be used with this instrument having two branches, whose form is thus.
Et cum aliis instrumentis et ferramentis quae praecesserunt in rasione dentium.	And with other instruments and tools which have preceded in the text about the teeth.
Etiam sit iuuamentum cum hoc instrumento quod assimilatur uncino magno, huius formae, triangulatae extremitatis tortae, in qua est quiddam grossitudinis, ut non frangatur: et sit non imbibitum.	Also to be used with this instrument which is like a large hook; of the form of the second triangular end, twisted, in which there is some groosness, so that it does not break: and not to be immersed.
Et scias, quod instrumenta dentium sunt multa: et similiter reliqua instrumenta non computantur, et artifex prudens, subtilis in arte sua inuenit per se ipsum instrumentum, secundum quod significant ei operatio et aegritudines ipsae.	And you should know that there are many instruments for the teeth; and likewise other instruments are not to be counted, and the skilled artisan discovers his art by himself alone; according to which the operation is of great benefit and effect upon the disease itself.
Quoniam ex agritudinibus sunt ad quas non dixerunt antiqui instrumentum, propter diuersitatem specierum earum.	Since from diseases are those for which the ancient instrument did not speak, due to the diversity of the forms of these.
Si autem frangatur os ex mandibula, aut ex aliis ossibus oris, aut putrefit: tunc perscrutare super ipsum in loco suo cum eo quod conuenit ei ex instrumentis et forcipibus quae dixi in extractione radicum, et iuuare cum gesti, cuius forma est haec.	But if the jaw is broken from the molar, or from any other bone of the mouth, then to examine carefully upon it at its own place with that which belongs to it from instruments and forceps which I have spoken of in extracting the root, and to move with the gesture, whose form is thus.
Sit in eo quiddam grossitudinis paulatim, ut stringatur, uel teneatur cum eo os, et non fugiat et uadat, donec egrediatur os: et restaura locum cum medicinis conuenientibus ad illud.	It should be some groosness gradually so that it holds fast, or it should hold with the jaw, and not escape and move, until it comes out from the jaw; and restore the place with suitable remedies for it.
Si autem in osse est putredo parua, tunc rade ipsum a putredine sua, et cura ipsum, donec sanetur.	If however there is decay in bone, then cut off that part which is decayed, and cure that part, until it has healed.
De serratura Dentium eminentium super alios.	Of the proper locking of teeth upon others.
Caput XXXII.	Chapter 32: On proper locking of teeth upon others.
Quando Dentes eminent non secundum cursum suum naturalem, foeda fit per illud forma: et praecipue quando accidit illud in mulieribus, et puellis, scilicet uenalibus.	When the teeth do not grow at their proper angle, they become decayed because of their shape, and above all when this happens to women and girls, that is to say, those who are teething.
Oportet ergo ut consideres.	It is necessary for you to consider.
Nam si dens est natus post dentem alium, et non locatur, uel est possibilis eius serratura, neque limatura ipsius: tunc eradica ipsum: et si est annexus cum dente alio, tunc incide ipsum cum isto instrumento, cuius haec est forma.	For if one tooth has come after another and does not fit in, nor can it be locked or trimmed: then cut off that one; and if it is joined to the next tooth, then cut it out with this instrument, whose shape it is.
Est simile rostro paruo, et fit ex ferro indo, acutae extremitatis ualde.	It is like a small chisel, and is made of iron, and has a sharp extremity.
Et sit incisio tua qua ipsum incidis in diebus multis, et propter duriciem dentis, et ut non commoueatur alius ex dentibus.	And your cut should be deep, and because of the hardness of the tooth, and so that it does not move another tooth.
Si autem est eminens expositus limaturae suae: tunc lima ipsum cum lima ex indo, cuius forma est haec.	But if it is exposed by its own trimming: then trim it with a sharp chisel made of iron, whose shape is like this.
Sit totum ex indo, et manubrium eius minutorum punctorum ualdae, sicut lima cum qua fiunt acus: cum quo limetur dens paulatim in diebus multis cum facilitate, ut non commoueatur dens, et cadat: deinde leni ipsum, in fine rade ipsum cum quibusdam rasoriis.	It should all be made of iron, and its little tip should have a sharp point, like an aiguille; with which trim the tooth slowly day by day with ease, so that it does not move any other teeth and falls out: then smooth down the tip, and cut off the very end with some small razors.
Quod si est dens, ex quo frangatur pars, et laedit linguam: tunc oportet ut limes eum etiam, donec auferatur asperitas illius fractionis, et aequetur: et applanetur, et non laedat linguam, neque corrumpat sermonem.	That if a tooth has broken off and hurts the tongue: then it is necessary to trim that too, until its roughness has been softened, and it has become smooth: and it should be made flat, so that it does not hurt the tongue or spoil speech.
¶ De retatione Dentium cum filis auri.	On retaining teeth with gold fillings.
Caput XXXIII.	Chapter 33: On retaining teeth with gold fillings.Si dens
Quando accidit Dentibus anterioribus concussio et commotio a percussione, aut casu: et non potest infirmus stringere super illud quod comedit ut non cadat: et curasti eos cum medicinis stipticis, et non ualuit curatio: tunc ingenium in eis est, ut stringantur cum filo auri: quoniam argentum fit uiride, et putrefit post dies: sed aurum nunquam mutatur.	When the anterior teeth are struck or jolted by a blow, and cannot be held tight to prevent them from falling out: and if the treatment with sharp medicine does not help them: then invent a way to hold them with gold wire, because gold turns green and decays after some time: but gold never changes.
Et sit filum medium in subtilitate et grossicie secundum quantitatem quod capiat inter Dentes.	And let it be placed in medio-ness between subtility and coarseness according to the quantity that it takes between teeth.
Et forma quidem retationis est, ut accipias filum, et intromittas duplum eius inter duos dentes sanos: deinde texeas cum duabus extremitatibus fili inter dentes motos, siue unus sit, aut plures, donec peruenias cum tela usque ad dentem sanum alterius partis.	And the form of the retention is so that you take the string and put it between two healthy teeth: then you sew with its two ends between the teeth, whether one or more, until you reach the thread up to a healthy tooth of the other side.
