Praefatio.	Preamble.
Et modus operationis in extractione earum, est, ut radat infirmus pilos qui sunt in timporibus, et intendat ad arteriam apparentem in timpore.	And the mode of operation in extracting them, is, as the sickly hair that is in the temples, is shaved off, and is extended to the apparent artery in the time.
Ipsa namque ostenditur tibi ex pulsu suo, et raro occultatur nisi in paucis hominibus, aut uehementia frigoris.	And it itself is shown you from its pulse, and rarely hidden except in a few men, or by a great shivering of cold.
Quod si occultatur tibi, tunc stringat infirmus caput suum cum quolibet panno suo: deinde frica locum cum panno aspero.	That if it is hidden from you, then the sick person should tie his head with any cloth: and then the place of shivering with a rough cloth.
Aut uapora locum cum aqua calida, donec appareat tibi apparitione manifesta.	Or heat the place with warm water until it appears to you in a manifest appearance.
Deinde accipe spatumile, quod paulo ante formaui.	Then take a stick that is slightly bent.
Deinde excoria cum eo cutem cum facilitate, donec peruenias ad arteriam.	Then skin the flesh with it easily until you reach an artery.
Deinde proiice in eam uncinum, et extrahe eam ad superiora, donec extrahas eam ex cute, et facias eam euadere ex tunicis quae sunt sub ea ab omni parte.	Then throw in it a hook, and extract it upwards, until you extract it out of the skin, and make it ooze with tunics that are under it from all parts.
Si autem arteria est subtilis: tunc inuolue eam cum extremitate uncini.	But if the artery is thin: then wrap it up with the hook's end.
Deinde incide ex ea partem secundum quantitatem qua elongentur extremitates eius, et contrahantur, et non accidat fluxus sanguinis.	Then cut off from it a part according to how long its ends are stretched and stretched, and not causing a flow of blood.
Nam si non inciditur, et si non abscinditur, non ascendit sanguis penitus.	For if it is not cut off, and if it is not extracted, the blood does not rise deeply.
Deinde euacua ex sanguine ana VI unci, usque ad .III.	Then make the blood flow out with six ounces of water up to III.
Quod si arteria est magna: tunc oportet ut liges eam in duobus locis ex filo duplo, forti, ex serico: aut ex chordis alhohod, ut non properet ad ipsam putrefactio ante consolidationem uulneris, et accidat fluxus sanguinis.	For if the artery is large: then it should be tied up at two places with a double thread, strong, from silk: or with a hame of horsehair, so that it does not happen to putrefaction before consolidation of the wound, and a flow of blood occurs.
Deinde incide superfluitatem, quae est inter duo ligamenta.	Then cut off the superfluity, which is between the two ligaments.
Fac illud in illa hora, aut post horam aliam.	Make it in that hour, or after another hour.
Et si uis, cauteriza eam cauterio usque ad os, cum cauterio cultellari: donec incidantur extremitates eius, et stabit loco eiusdem operis.	And if there is a wound, cauterize it with the cautery up to the nose, with the metal cautery: until its ends are cut off, and it stands in place of that work.
Et est melius opus, nisi si infirmus habet febrem, autest calefactae complexionis.	And it is a better work, unless the sick person has a fever, or is a person with a cald face.
Quoniam cauterium est ex eis, quae iuuant ad finiendas humiditates.	For the cautery is of those which remain to finish the moistures.
Ergo est melius iuuamentum.	Therefore it is better to bind up.
Et oportet post extractionem arteriarum, ut impleatur locus cotto antiquo: et ponantur super ipsum puluilli decenter facti.	And after the extraction of the arteries, that it may be filled with the old cooked one: and let they be placed upon the wound from without made.
Et post solutionem curetur cum medicinis siccis, quae faciunt nasci carnem, et cum liciniis, donec sanetur.	And after the solution of the poultice with dry medicines, which make the flesh to grow, and with liniments, until it is healed.
Quod si interim dum operaris accidit fluxus sanguinis ex arteria, tunc propera ad abscindendum eum cum cauterio, aut ut impleas locum cum zegi: et stringe manum tuam, donec abscindatur sanguis.	That if, while you are operating, a flow of blood comes from the artery, then proceed to cut it off with the cautery, or fill the place with pitch: and press your hand, until the blood is cut off.
Quod si nihil ex illis est tibi praesens, tunc pone super locum digitum tuum, donec congeletur sanguis.	That if you have nothing present to do so, then put your finger upon the place, until the blood is frozen.
Et embroca locum cum aqua uehementis frigoris, donec quiescat acuitas, et stringatur secundum quod oportet.	And moisten the place with water of coldness, until the smarting ceases, and press according to what is necessary.
Et ex eo quod est leuius et facilius extractione arteriae, est, ut cauterizes uenam cum hoc cauterio habente duos cultellos: sitque acuitas duorum cultellorum similis almagdatem.	And from that which is softer and easier to extract the artery, it is, as if the sharp edge of a knife with this cautery having two blades: and the sharpness of the two blades is like an almond.
Verumtamen sunt multo minoris acuitatis, quam duo cultelli.	However, they are much less sharp in sharpness than the two blades.
Quoniam si sunt acutae, sicut duo cultelli, properat utrisque frigus: et non incidunt carnem cum uelocitate.	Since if they are acute, as the two blades, it is fitting that both have coldness: and do not strike the flesh with velocity.
Cum ergo in eis est aliquantulum grossitudinis, tenetur in eis calor ignis, et abscinditur caro uelociter: cum hoc ergo opus est melius omni opere, et leuius, et facilius.	But when there is a little roughness in them, it is held in them the heat of fire, and the flesh is cut off quickly: so that with this work it is better, lighter, and easier.
Et sit spacium quod est inter duos cultellos quantitas grossitudinis digiti, postquam tu signas duo loca cum encaustro: et depone utrosque ignitos ualde, donec perueniant ad os, et incidant uenam in duobus locis: ut elongetur quod est inter extremitates eius.	And be a space which is the quantity of the roughness of the finger between the two blades after you have marked the two places with fire: and place the two bright ones, until they come to the tip, and strike only at the two places: so that it may grow longer what is between the extremities of it.
Nam non consolidantur cum hoc cauterio penitus.	Since they do not consolidate with this cautery.
Et haec est forma cauterii.	And this is the form of the cautery.
¶ De cura cursus lachrymarum acutarum assiduarum ab oculis.	On the treatment of acute and chronic eye diseases.
Caput IIII.	Chapter IV. On the treatment of acute and chronic eye diseases.
Quando sunt lachrymae assiduae, et est cursus earum ex uenis, quae sunt super craneum capitis exterius: et non confert in eis aliquid curationis medicinae cum medicinis, et uides faciem infirmi iam rubere, et sentit in fronte sua deambulationem, sicut est deambulatio formicarum: et oculi eius sunt extenuati, humidi, ita quod iam corrosi sunt pili eorum cum corrosione: et calefactae sunt palpebrae eius ex acuitate lachrymarum: tunc antiqui indiguerunt in curatione earum hac operatione, et denominauerunt eam curationem, cum Ense.	If the tears are persistent and the eyes are sore, and the hair on the outer part of the head is breaking off, and there is no benefit from medical treatment; and his eyes become red, and his forehead feels like it is walking like ants, and his eyelids are swollen with tears: then the ancient people used to treat them with this operation, and called it Ense.
Et est, ut praecipias infirmo radere pilos qui sunt in fronte sua.	And it is as you command to shave off the hair on the forehead of the sick person.
Deinde incide in fronte tres fissuras aequedistantes secundum longitudinem frontis: et sit longitudo fissurae quasi duo digiti, et fissura una sit aequedistans longitudini nasi in medio frontis, et secunda secundum longitudinem parumper a motu lacertorum, et tertia a parte altera: et caue ab incisione arteriarum quae sunt in duobus lateribus: et elonga manum tuam a continuatione duarum mandibularum, et sit spacium omnis incisionis quantitas trium digitorum coniunctorum: et sit tibi frustum spongiae praeparatum, aut panni siccati multi, cum quibus exsicces sanguinem.	Then make three cuts in the forehead at equal distances along its length; and let the length of each cut be almost like two fingers, and one cut be at an equal distance from the length of the nose in the middle of the forehead, and the second be according to the length of the jaw, and the third be from the edge of the other: and take care not to cut the arteries that are on both sides: and extend your hand from the continuation of the two jaws, and let the space between each cut be the length of three joined fingers: and take a sponge fragment prepared, or many dried sheets, with which to dry up the blood.
Deinde intromitte spatumile duarum acutarum extremitatum, cuius mox sequens est forma.	Then insert a sharp tool made of two acute points, whose shape is as follows: and immediately after it is:
Ab incisione quae est a parte timporis, usque ad incisionem secundam: et excoria cum eo totam cutem, quae est inter duas incisiones, cum sifac, quod est super os.	From the incision that is from the temporal side, up to the second incision: and scrape with it all the skin that is between the two cuts, with soap, which is on top of the bone.
Deinde fac illud etiam ab incisione media usque ad incisionem secundam.	Then also make this from the middle incision to the second incision.
Deinde extrahe hoc spatumile, et intromitte in incisionem primam iterum instrumentum aliud, quod nominatur cultellare acutum, ab una parte lene, non acutum ab altera parte.	Then remove this knife and insert into the first incision another tool, which is called an acute chisel, made of soft wood on one side, not acute on the other:
Et haec est forma eius.	And this is its shape:
Et pone latus eius acutum uersus carnem annexam cum cute, et latus eius lene uersus os: et impelle ipsum, donec perueniat ad fissuram mediam: et abscinde cum eo omnia uasa, quae descendunt a capite ad oculos: praeter quod continuetur incisio usque ad illud quod apparet de cute.	And place its acute side towards the flesh attached with skin, and its soft side towards the bone: and push it until it reaches the middle cut: and sever with it all the tools that descend from the head to the eyes: except that it continues the incision up to the point where the skin appears.
Deinde fac illud in fissura media usque ad fissuram aliam.	Then make that incision from the middle notch all the way to another notch.
Et postquam currit ex sanguine quantitas aequalis, exprime loca ex frustis sanguinis coagulati.	And after a quantity of blood has drained that is equal to the amount of blood that has accumulated, squeeze out the place from which the clot of blood has come.
Deinde pone in omnem fissuram licinium ex cotto ueteri, et pone super eos puluillos imbibitos in uino, et oleo, aut aceto.	Then put a strip of lint over the whole wound, and place on top of them cotton balls soaked in wine, oil, or vinegar.
Et uide ut non accidat apostema calidum.	And bind so that there is no heat scab.
Et in die tertia solue ligamentum, et administra infusionem multam cum aqua tepida.	And on the third day dissolve the strips, and administer a strong infusion with warm water.
Deinde cura illud ex unguento basilicon, et reliquis quibus curantur uulnera: usquequo sanetur.	Then care for that with basilicum ointment, and with the others which are used to cure wounds: until it is healed.
¶ De cura lachrymarum acutarum et catarrorum ad oculos ex interioribus capitis.	[On the treatment of acute tears and cataracts in the eyes from within the head.]
Caput V.	Head V.
Quando accidunt alicui catarri acuti, acres, assidui: et uides oculos eius extenuatos, paruos, et iam debilitatus est aspectus eorum: et palpebrae ulceratae, et cadunt pili ex eis, et in profundo capitis est dolor acutus, laedens, et sternutatio consequens: tunc sume ex istis accidentibus, quod illae materiae, et catarri non ueniunt, nisi ex uenis multis.	When acute, bitter, and persistent cataracts occur in someone's eyes, and their eyes seem weakened, with inflamed eyelids and hair falling out from them, and there is a sharp pain at the base of the skull, followed by subsequent sneezing: then remove these accidents, as those materials do not come unless they are removed with many medicines.
Et melior curatio in eis est haec.	And the best treatment for them is this.
Et est, ut praecipias infirmo radere frontem suam.	And it is as you command to remove the sick person's forehead.
Deinde incide in eam fissuram unam in medio frontis, aut alterius parumper per latitudinem, et incipe cum fissura a timpore sinistro ad timpus dextrum: et sit incisio usque ad os: et elonga manum tuam a lacertis timporum, qui mouentur apud masticationem: donec quando detegitur os: et exsiccabis totum sanguinem cum spongia.	Then make an incision in that one notch in the middle of the forehead, or a little bit more than halfway across from one side to the other: and begin the cut from the left side of the nose to the right side: and extend the cut all the way down to the mouth: and lengthen your hand away from the jawbones, which move during mastication: until it is stopped by the mouth: and you will dry up all the blood with a sponge.
Tunc separa inter duo labia fissurae cum cotto ueteri, aut cum liciniis ex lino.	Then separate the two lips of the incision with dried lint or strips of linen.
Deinde stringe desuper cum puluillis: et imbibe puluillos cum uino et oleo, ut non accidat apostema calidum.	Then tie it tightly from above with cotton balls: and soak the cotton balls in wine and oil so that there is no heat scab.
Et quando soluis illud, et uides quod apostema calidum iam imminuitur: tunc oportet ut frices os, donec incipiat in eo nasci caro.	And when you dissolve that, and you will see that the heat scab is about to form: then it is necessary that you stop up the nose, until it begins to form a baby nose.
Deinde cura ipsum cum regimine exiccatiuo quod facit nasci carnem: sicut si accipias ex farina tritici partes duas, et ex colophonia quatuor partes: et praepares ex eis emplastrum, et administretur ad natiuitatem carnis in istis uulneribus.	Then take care of himself with the dry regime which makes him give birth to flesh: as if you took two parts from wheat flour and four parts from colophony, and prepared from them an ointment, and administered it for the birth of flesh in these wounds.
¶ De cura eius quod cadit in Aurem.	The cure for him who falls into gold:
Caput VI.	Chapter VI.
Omne Quod in Aurem cadit, est una quatuor specierum: aut lapis mineralis, aut simile lapidi, sicut ferrum, et uitrum: aut est ex planta, sicut est cicer, et fabae: aut est res fluxibilis, sicut aqua, et acetum, et eis similia: aut aliquod animal.	All that falls into gold is of four kinds: or a mineral rock, or something similar to it, such as iron, and an effleurage; or it is from a plant, such as beans, and peas; or it is a fluid thing, such as water, and vinegar, and things like them; or some animal.
Quando ergo cadit in aurem lapis, aut genus lapidis ex eis quae non adduntur, neque crescunt in aure, expone Aurem soli: si ergo uides lapidem, tunc distilla in Aurem aliquid ex oleo uiolato, aut sisamino.	And when a rock falls into gold, or a kind of rock that does not add to it, or does not grow in gold, expose the gold to the sun: but if you see a rock, then distill in gold some of the oil of sesame, or of mustard seed.
Deinde administra extractionem eius, et fac sternutare cum condisi, et opila nares apud aduentum sternutationis, postquam tu ponis in circumitu auris frusta ex pannis, aut lana, et extendis aurem ad superiora.	Then administer the extraction, and make it snuff up with condiments, and paint the nostrils at the approach of sniffing, after you have placed in the vicinity of gold swaths made of cloth, or wool, and spread the gold towards the top.
Multotiens enim egreditur cum hac cura.	For this cure is to be repeated many times.
Si autem non egreditur, tunc administra extractionem eius cum Gesti, id est, Pizigarolis subtilibus: cuius forma est haec.	But if it does not leave [the gold], then administer the extraction with gentle gestures, that is, with subtle pizgaroli: whose form is this.
Si ergo egreditur cum gesti, est bonum.	But if it leaves [the gold] with gentle gestures, it is good.
Et si non, tunc administra extractionem eius cum uncino caeco subtili paucae duplicationis.	And if not, then administer the extraction with a subtle blind hook, made of few doublings.
Si ergo non egreditur per illud, tunc fac cannulam ex aere, et intromitte extremitatem cannulae in foramen auris multum, et opila quod est in circumitu cannulae cum caera mollificata cum oleo, ut non sit uento uia nisi cannulae: deinde extrahe cum uento tuo attractione forti.	But if it does not leave  [the gold] with this, then make a tube of brass, and insert the end of the tube in the hole of the ear much, and paint that which is around the tube with soft brass with oil, so that there be no passage for wind except through the tube: and then extract with your strong attraction.
Multotiens enim egreditur cum eo quod narrauimus.	For this cure is to be repeated many times.
Si autem non egreditur hoc modo: tunc accipe ex helkalimbat, aut ex uisco, id est, gluten praeparato, cum quo capiuntur aues, rem modicam: et pone ipsum in extremitate radii postquam tu inuoluis super eam cotum decenter positum: deinde intromitte ipsum in foramen auris cum facilitate, postquam tu exiccas aurem ab humiditate.	But if it does not leave  [the gold] in this way: then take from the hen-egg or from the water, that is, prepared gluten, with which the birds are caught; and place it at the tip of the ear after you have dried it slightly with a cotton ball: and then insert it into the hole of the ear easily, after you have taken off the gold from the ear by drying it.
Si ergo non egreditur cum omnibus quae narrauimus, tunc propera ad scindendum, antequam accidat apostema calidum, aut spasmus.	If therefore he does not go out with all that we have related, then proceed to split it open, before the hot abcess or spasm occurs.
Et modus fissurae est, ut phlebotomes infirmum in primis in cephalica: et extrahe ei ex sanguine secundum mensuram uirtutis eius.	And the mode of the incision is such, that the phlebotomist takes it from the back of the head first: and he draws out the blood therefrom according to the measure of his usefulness.
Deinde fac sedere infirmum inter manus tuas, et conuerte aurem eius ad superiora, et finde fissuram paruam in radice auris apud adipem eius in loco depresso ipsi: et sit fissura lunaris figurae, donec peruenias ad lapidem: deinde aufer eum cum eo, quod est tibi possibile ex instrumentis.	Then make the sick person sit between your hands, and turn his ear towards the top, and find the hole at the base of his ear next to his fat in a depressed place: and let the hole be round in shape, until you reach the stone; then take it out with it, which is possible for you with your instruments.
Deinde sue fissuram ab hora tua cum uelocitate, et cura ipsam, donec sanetur.	Then sue the incision from now on with speed, and attend to it, until it heals.
Quod si res cadens in aurem est ex uno granorum, quae crescunt, et inflantur: tunc administra extractionem eius.	That if what falls into the ear is from one grain, which grows and swells: then administer extraction of it.
Si autem non obedit tibi ad exitum, tunc accipe spatumile tenue, subtile, secundum hanc formam.	If it does not submit to you for exit, then take a thin, delicate speculum according to this shape.
Et administra cum eo abscisionem illius speciei ex granis, quae cadunt in aurem, et non facias illud, quando tu cogitas, quod illud granum iam humectatum est per uaporem auris, donec ponis ipsum frusta multa: deinde extrahe ea cum uncinis, aut cum gesti subtili, aut cum suctione, sicut diximus, nam extractio eius alleuiatur.	And administer with it the incision of its speculum from one grain that falls into the ear, and do not consider when you think that this grain has already become moist because of the vapor of the ear, until you put it on many whips: then remove it with a hook, or with a subtle gesture, or with suction, as we have said, for the extraction of it is soothing.
In aqua autem quae ingreditur in aurem, oportet ut utatur infirmus sternutatione cum condisi in primis: et iam impleuit aurem suam cum aliquanto cotto ueteri: et est iacens super illam aurem, in qua est aqua.	In water, however, which is put into the ear, let it be used by the sick with sneezing when he is first dressed: and already it fills his ear with some cooked old stuff: and he lies on that ear where there is water.
Si ergo egreditur per illud, est bonum.	If then he goes out through that, it is good.
Et si non: tunc accipe lapides multos, secundum longitudinem digiti, tenues, lenes, et calefac eos cum igne parumper, et intromittat infirmus ex eis unum in foramen auris suae: et saliat super pedem suum unum ex illa parte, et percutiat cum lapide alio super lapidem qui est in aure.	And if not: then take many small stones according to the length of a finger, soft, dull, and warm them with fire for a little while, and let the sick person put one of them into his ear: and let it come out at the bottom part from his foot, and hit against another stone on the ear.
Non ergo cesset facere illud cum lapide et lapide, donec egrediatur tota aqua.	Therefore cease not doing that with stones and stone-cutting, until he goeth out all entirely in water.
Et iam egreditur aqua ita, ut accipias ex parpyro, aut ex iunco unum, et intromittas extremitatem eius unam in aurem: et accendas extremitatem alteram cum igne, donec comburatur plurimum eius.	And also goeth out the water so, that thou mayest take from the wood, or from the vine, and putteth the extremitas one of it in the aurum: and lightest the extremitas other with fire, until it is very much burnt.
Deinde itera iuncum alium, et fac illud multotiens, donec egrediatur tota aqua: et extrahe ipsam cum cannula secundum quod praemissum est in lapide.	Then repeat the jingling another time, and do so many times as is said above in the stone: and draw it out with a tube according as was said above in the wood.
In extractione autem animalis intrantis in eam, si est parui corporis, ut pulex, et ei simile, cura ipsum sicut dixi in diuisione.	In extraction also of animals in it, if it is a small body as a mouse, and such like, take care of it as I said in division.
Sed si est corporis magni, quod appareat sensui: tunc administra extractionem eius cum gesti, et uncinis: et res eius est facilior omnibus, quae tenentur in aure.	But if it is a body of great size, which appears to the sense: then administer the extraction of it with gestures and hooks: and the thing is easier for all those that hold on to the ear.
In extractione autem uermis generati in aure, quando curas eum cum eo quod diximus in diuisione, et in tractatu distilationum, et non confert curatio tua: tunc oportet ut aspicias aurem in sole.	In extraction also of a child in the ear, when you take care of it with that which we have said in division, and in the treatise on distillation, and your cure does not avail: then thou mustest look in the ear towards the sun.
Si ergo apparet illic aliquid ex uermibus, tunc extrahe illud cum gesti, aut cum uncinis subtilibus.	But if it seems there anything of the vermes, then draw it out with a gesture, or with a subtle hook.
Si autem non apparet illic aliquid, tunc accipe cannulam, cuius haec est forma, stricta inferius, ampla superius: et intromitte extremitatem subtilem in aurem secundum quantitatem quod tolerat eam infirmus: deinde suge cum ea suctione forti.	But if nothing seems there: then take a tube, which has this form, narrow below, wide above: and put the end of it into the ear according to that quantity which the weak can bear: and then suck with it a strong suction.
Fac illud multotiens, donec egrediantur omnes uermes.	Do so many times as is said above, until all the vermes go out.
Si autem non obediunt tibi ad exitum, tunc opila circumitum cannulae cum caera, sicut dixi in lapide.	But if they do not obey thee to the exit: then load around the tube with ceruse, as I said above in the stone.
Quod si non egrediuntur cum eo quod diximus: tunc administra distillationes quas iam experti sunt antiqui in interfectione uermium: et inuenies illud in tractatu distillationum.	That if they do not go out with that which we have said: then administer the distillations which the ancient ones did know in the infection of the vermes: and thou shalt find it in the treatise on distillation.
Et sit effusio tua qua effundis olea et medicinas in aurem cum hoc instrumento, cuius forma depicta est hic.	And let your oil and medicines flow out with this instrument when you hold it thus, whose form is depicted here.
Sicut uides fac ipsum ex argento, aut aere, inferius strictum, in quo sit foramen paruum, amplum superius.	As you see the face made of silver or bronze, lower part stricted, in which sit small hole, wide upper.
Sit ergo ut impellens quod est in concauitate cannulae, sit ex aere decenter factum.	So sit as if you push what is in the concavity of the tube, sit from bronze made askew.
Et si uis, accipe radium, et inuolue in extremitate eius cottum inuolutione decenti: deinde proiice oleum, aut succum, aut quod uis ex istis medicinis in cannulam: et ipsa sit in aure: deinde intromitte radium cum cotto desuper, et exprime ipsum manu tua compressione temperata, donec impellatur oleum in concauitate auditus, et sentiat ipsum infirmus interius: et illud quod infunditur in aurem, sit iam calefactum cum igne parumper: et caue ne sit res quae distillatur in eam frigida ualde: medicinae enim non tolerant illud.	And if you wish, take the ray, and spin it in the end of it by gentle spinning: then pour oil, or juice, or what you wish from these medicines into the tube: and let it sit in the ear: then introduce the ray with the cotton wet, and squeeze it with your hand gently, until it shoots out the oil in the cavity, and feels warm inside: and let not be that which is distilled into it cold too much: for these medicines do not tolerate that.
¶ De cura opilationis accidentis Auri.	On the treatment of an ear infection with silver.
Caput VII.	Chapter VII.
Quandoque egrediuntur quidam infantes ex uentribus matrum suarum non perforati.	When some children come out from their mothers' wombs not pierced.
Et iam accidit etiam quibusdam hominibus opilatio in meatu Auris a uulnere, aut carne nata in ea.	And it has also happened and to some men an ear infection with silver, or flesh born in it.
Et haec opilatio quandoque fit in profundo foraminis Auris, quam non consequitur uisus: et quandoque accidit ad exteriora foraminis parum, et consequitur eam uisus.	And this infection when it forms in the deep cavity of the ear, which does not follow washing: and when it happens to the external cavity a little, and follows washing.
Illa ergo quae accidit in profundo Auris, et quam non comprehendit aspectus, est in pluribus dispositionibus difficilis sanationis.	That therefore which happens in the deep ear, and which does not understand aspect, is in many dispositions difficult to cure.
Et in illa quam consequitur uisus, oportet ut ponas Aurem infirmi in sole, et aspicias in ea: tunc si uides opilationem apparentem, aperi eam cum spatumili subtili, cuius forma est haec quae sequitur, sit extremitas eius in qua sit quaedam latitudo parua, cuius quaedam pars sit acuta: et reliquum spatumile sit duarum laterum lenium: ut non laedat aurem.	And in that which follows washing, it is necessary that you put silver Nurse on the sun, and watch in it: then if you see an infection appearing, open it with a sharp spatula, of which form is this one following, sit the end where sits some little width, whose some part sits acute: and the other spatumile sit of two sides soft: so that does not hurt the ear.
Si ergo opilatio est a carne nata in meatu auris: tunc tene eam cum uncino subtili, et incide eam cum facilitate uehementi, donec auferatur tota caro.	If then an infection is from flesh born in the ear: then hold it with a small hook, and cut it with ease gentle, until all flesh is taken away.
Quod si opilatio est in profundo auris: tunc accipe radium subtilem, lenem, et calefac ipsum cum igne parumper: deinde mitte ipsum in meatum auris.	If there is a swelling in the deep part of the ear: then take a thin ray, wood, and heat it slightly with fire: then send it into the meatus of the ear.
Si ergo senseris opilationem cum eo, quod inuenit infirmus cum grauitate auditus, conare apertionem eius cum facilitate: et caue, ne uulneres neruos auris.	If you feel a swelling with it, that which is associated with a loss of hearing with weight: try to ease it with ease: and beware, do not injure the nerves of the ear.
Deinde pone in aurem licinium secundum quantitatem amplitudinis foraminis, quod inuoluisti in unguento aegyptio: fac illud aliquot diebus, donec sis securus de consolidatione uulneris.	Then put a drop of liquid into the ear according to the amount of the width of the foramen, which you have introduced with Egyptian ointment: leave it for a few days, until you are sure of the healing of the wound.
Aut accipe licinium, et infunde ipsum in aqua rosata, et pulueriza super ipsum zegi tritum, et utere ipso.	Or take a drop and put it into water that has been rose-colored, and dust it over the ear with finely ground powder, and use it.
Quod si uides aurem iam apostemari: tunc oportet ut extrahas licinium, et permittas ipsum cum licinio alio, quod inuolues in caeroto quod sit factum cum oleo rosato, donec sedetur apostema calidum: deinde cura ipsum usquequo sanetur.	If you see the ear already opening: then it is necessary that you should take a drop of liquid and send it out with another drop, which you have introduced into a green thing that is made with rose-colored oil, until it stops being hot: then take care of the ear until it is healed.
Si autem accidat fluxus sanguinis: tunc submerge spongiam, aut pannos in aqua frigida, et pone super eam aurem: et utere reliqua curatione, quae abscindit fluxum sanguinis praedicta in tractatu distillationum.	If, however, there is a flow of blood: then dip a sponge or cloth into cold water and put it on the ear: and use the remaining cure, which stops the predicted flow of blood in the treatment of distillation.
¶ De cura Altheli palpebrarum.	The cure of Azelai of the eyelids.
Caput VIII.	Chapter VIII.
Isti Althelil qui accidunt in Palpebris oculi, quandoque sunt humidi, et sunt sicci.	This is Althelai's treatment for eyelids that are either moist or dry.
Oportet ergo ut teneas eos cum tenaliis: aut cum uncino, et incidas eos cum spatumili a radicibus suis.	It is necessary that you should hold them with nails: or with a pin, and pound them with the roots of herbs.
Deinde pone super loca zegi tritum.	Then put finely ground powder on the places.
Si autem ex eis fluat sanguis, tunc cauteriza eos cum cauterio lenticulari subtili.	If, however, blood flows from them, then cauterize them with a thin lens cautery.
Et cauterizare eos, est melius post incisionem.	And cauterize them, it is better after the incision.
Multotiens enim redeunt quando remanet ex radicibus suis aliquid.	For many times they return when they remain with some of their roots.
Et quando cauterizantur cum igne, comburuntur illae radices, et non redeunt.	And when they are cauterized with fire, those roots are burned and do not return.
¶ De cura Grandinum palpebrarum oculi.	Regarding the treatment of eyelids of the eyes.
Caput IX.	Chapters on the diagnosis and treatment of eye diseases and injuries.
Multotiens accidit in palpebris aliquid quod assimilatur Crandini in fortitudine sua, et sua duricie, et propter illud nominatur Grando: et est aggregatio humiditatis grossae in palpebra superiore, et palpebra inferiore.	There are times when a substance accumulates in the eyelids, which is firm and resilient, and for this reason it is called Grandini, and it is an aggregation of thick moisture in the upper lid, and in the lower lid.
Operatio ergo in eis est, ut consideres tunc, si est Grando procedens in eo, quod apparet de palpebra, et mouentur ad omnem partem, et res eius est facilis.	Therefore, when it comes to these eyelids, you should know that if the Grandini is coming from the eyelid, which appears on the eye, and moves to all parts, and the thing is easy to do.
Finde ergo super eam fissura per latitudinem.	So then find over it a slit in width.
Deinde excoria eam ab omni parte cum facilitate, donec euadat.	Then scrape it off from all parts with ease until it is clean.
Deinde suspende eam cum uncino, et abscinde ipsam.	Then suspend it with a hook, and cut it off.
Si autem non praeparatur tibi abscisio eius, nisi postquam tu penetras palpebram cum incisione parumper, tunc nocet infirmo illud in aliquo.	But if you are not prepared to cut it off, unless you penetrate the eyelid with a slight incision, then it will hurt the eye in some way.
Quod si fissura est magna: tunc aggrega ipsam cum sutura: et cura ipsam, donec sanetur.	If the slit is large: then aggregate it with a stitch: and take care of it, until it heals.
Et si est parua, non superueniet tibi malum ex ea.	And if it is small, do not cause harm from it.
Vnguentum enim restaurat ipsam, et incarnat eam.	Because the ointment restores it and makes it infected.
Et si grando est decliuis ad interiora auris uersus superficiem intrinsecam, tunc inuersa palpebram, et suspende grandinem cum uncino: praeter quod indigeas incisione, et preme eam ab omni parte.	And if the Grandini falls inside the ear toward the inner surface, then invert the eyelid and hang the Grandini with a hook: apart from that, you will cut it off, and press it on all sides.
Quod si elongatur palpebra per incisionem, non nocet illud in aliquo.	If the eyelid is stretched by the incision, then it does not hurt in any way.
Deinde ablue oculum post incisionem grandinis, cum aqua salsa: et cura locum cum eo quod incarnat, donec sanetur infirmus.	Then cleanse the eye after the incision of Grandini with salty water: and take care of the place with it that is infected, until it heals.
¶ De cura Axirnath palpebrarum.	Chapter on the treatment of eyelids.
Caput X.	Head 10.
Axirnath est adeps qui generatur in tunicis palpebrae superioris: et plurimum quidem accidit illud pueris: et ipsum grauat oculos eorum, et accidunt eis catarri in matutinis, et non possunt intueri lumen solis, propterea, quod lachrymae properant ad eos, et propter illud uides eos discumbere super facies suas semper, et super eas dormiunt, et sunt palpebrae eorum sub superciliis humidae, quas iam cooperuit inflatio: et eminentia quidem Axirnath apparens est oculo, et quando tu premis locum cum digitis tuis, sentis Axirnath inter eos.	Axirnath is a substance that grows on the eyelids: and it often happens to boys; and it causes their eyes to water, and they cannot see the sunlight, because tears flow toward them, and therefore they lie on their faces all the time, and they sleep on their faces, and their eyelids are always moist with inflammation, which has now been caused by an inflation: and the prominence of Axirnath is apparent to the eye, and when you press the place with your fingers, you feel Axirnath between them.
Et modus operationis eius est, ut ponat infirmus caput suum in sinu tuo.	And the mode of his operation is that he should put the sick person's head in your lap.
Deinde accipe pannum lini, et praepara in eo licinia, et fac ex illo licinio circulum secundum quantitatem quod continet Axirnath ab omni parte.	Then take a sheet of linen and prepare it with strings, and make a loop from it according to the quantity that contains the axernath from all sides.
Deinde pone eum super eam, et preme cum digitis tuis ab omni parte, ut aggregetur Axirnath in medio circuli.	Then place him on it and press with your fingers from all sides so that the axernath is gathered together in the middle of the loop.
Deinde finde in medio illius humiditatis cum spatumili incidente fissuras per latitudinem, et non sit fissura maior illa quae fit in phlebotomia in profundo.	Then find in the middle of his head with a wet finger incident to the crack from side to side, and there is not a larger crack that is made in phlebotomy in the depth.
