Praefatio.	Preamble.
Quando curatur cum eo quod diximus in diuisione, et non confert curatio: et uides quod apostema calidum quieuit ab ea, et est subtilis: tunc oportet ut incidas eam.	When you treat it along with that which we mentioned in the division, and does not bring about the treatment: and you will see that the scar has become cool from it, and is thin: then you should press on it.
Et quae ex ea est aggregata rotunda, et non est ei longitudo, et est sanguinea, aut fusci coloris, aut nigri, et non est ei sensus: tunc oportet ut deuites incisionem eius.	And what is joined on to that which has become round, and has no length in it, and is bloody or dark-colored or black, and has no sensation: then you should remove the scar from it.
In ea enim est timor super infirmum.	For fear is in the scar over the disease.
Oportet ergo quando uides eam secundum modum quem dixi ex albedine, et longitudine sua, ut facias sedere infirmum coram sole: et premas linguam eius cum instrumento, cuius praecessit narratio: deinde fige uncinum in uuam, et trahe eam inferius: et incide eam cum uno duorum instrumentorum quae dixi in incisione duarum amigdalarum.	Then you should, when you see it according to the way which I mentioned from whiteness, and according to its length, so that you set the sick person before the sun: and press his tongue with an instrument, of which the preceding story has been told: then fasten a hook in the throat, and pull it down: and cut it with one or two instruments which I mentioned in cutting between the two ears.
Et oportet ut non incidas ex ea, nisi illud quod additur super naturalem terminum sine additione.	And you should not press on it, unless that is added to the natural term without adding to it.
Nam si tu incidis ex ea plus, laedes uocem et sermonem.	For if you press on it any more, you will damage speech and conversation.
Deinde post incisionem utere eo quod narrauimus in incisione duarum amigdalarum: et cura eam, donec sanetur.	Then after the incision use what we mentioned in the incision of the two ears: and care for it, until it heals.
Si autem terretur infirmus ab incisione: tunc oportet ut utaris ingenio in cauterizatione eius absque timore et pauore.	If however he trembles with fear at the incision: then it is right that you should act with courage and without fear or anxiety during the cauterization.
Et modus cauterii in ea non est, nisi cum aqua acuta: et est, ut ponas caput infirmi in sinu tuo.	And the mode of cauterization in it is not, except with sharp water: and it is, that you put the head of the patient in your lap.
Deinde preme linguam eius cum instrumento quod diximus.	Then press his tongue with the instrument which we have said.
Deinde accipe ex aqua quam dixi tibi in capitulo cauterizandi, et confice cum ea calcem non extinctam, et pone eam non spissam, neque subtilem, et imple ex ea concauitatem huius instrumenti, cuius haec est forma.	Then take from the water which I have told you to take in the chapter on cauterizing, and moisten it with this fire not extinguished, and place it not thick, nor thin, and fill it with this shape of the instrument.
Sit extremitati eius in qua ponitur medicina concauitas, sicut concauitas cochlearis radii.	Sit at the end of which the medicine is placed, congealed, as congealed is the ear of a ray.
Et pone instrumentum cum medicina super uuulam ipsam: et infirmus sit iacens super latus suum, ut currat saliua ex ore eius ex intrinseca medicina, ut non descendat ex ea ad guttur ipsius aliquid, et laedat ipsum.	And place the instrument with the medicine on a bandage: and let the patient lie on his side, so that the saliva may flow from his mouth from the interior medicine, so as not to fall from it into his throat anything, and may hurt him.
Deinde tene manum tuam cum medicina.	Then hold your hand with the medicine.
Et tu ex primas eam super uuulam quantitate medietatis horae, donec uideas eam iam denigratam, et sedatam mordicationem medicinae.	And you from the first put on a bandage half the quantity of the medicine every hour, until you see it has become discolored, and sit at rest with the Mordication of the medicine.
Et si uis ut accipias cotum, et inuoluas ipsum super extremitatem radii, et infundas cotum cum medicina, et intromittas radium cum coto in cannulam desuper, donec adhaereat cotum super uuulam.	And if you wish to take a bath, and wet him on the end of a ray, and dip the cloth with the medicine, and insert the ray with the cloth into a tube from above, until the cloth sticks to the bandage.
Fac illud multotiens, donec consequaris quod uis de cauterizatione uuae.	Make it many times, until you get the result that you want of the new cauterization.
Deinde dimitte eam: ipsa namque arescit et cadit post tres dies, aut quatuor.	Then dismiss him: for he will be healed and will fall after three days, or four.
Quod si indiges ut iteres medicinam, itera ipsam: et post cauterizationem absterge in circumitu uuae cum coto imbibito in butyro, et mundifica cum eo quod est in circumitu eius ex medicina: et colluatur cum aqua frigida.	That if you wish to take a bath with the medicine, repeat it: and after the cauterization wash off in the new circumcision with a cloth dipped in butter, and clean up with it what is in the circumcision of him from the medicine: and cool down with cold water.
Et curetur extrinsecus cum embrocis, et deintus cum gargarismis, donec sanetur.	He should be treated from the outside with poultices and from within with gargling until he is well.
Haec ergo species curationis est salubrior incisione et longinquior a timore.	This therefore is the species of treatment that is more salutary than incising and less anxious about fear.
Et quandoque curatur uuula etiam cum eo quod est subtilius quam cauterium et incisio: curatur enim cum suffumigatione, secundum hunc modum.	And sometimes also with him cure is to be done that is finer than cautery and incision: cure is to be done indeed with suffumigations, in this way.
Sume calamentum, et hyssopum, et origanum, et rutam, et sseah, et chamomillam, et abrotanum, et similia eis ex herbis: et aggrega ea omnia, aut quaedam eorum in olla, et submergantur cum aceto, et bulliant: et olla sit lutata cum luto decenter: et sit in medio ollae foramen, super quod componatur instrumentum concauum secundum hunc modum.	Take also hemlock and hyssop and oregano and rue and sseah and chamomile and abrotan and other such herbs; and put them all together in an olla or some such vessel, and pour over them with vinegar and make it boil: and let the olla be well covered with a lid: and let there be a hole in the middle of the lid above which put a sharp instrument, according to this mode.
Fiat ex argento, aut aere: et intromittatur extremitas, in qua est granatum, in os infirmi, donec ascendat uapor ad uuulam super cannulam, donec obscuretur uuula multum.	Let it be made of silver or of brass: and let the end, in which is the granule, be put into the nose, until the vapor ascends to the hole, until it is much darkened.
Deinde itera super ipsam multotiens, donec arescat.	Then do this often, until it has healed.
Et caue, ne facias hanc curationem in principio aduentus apostematis.	And beware, do not make this cure at the first approach of apoplexy.
Plaerumque enim addit in apostemate: et non oportet ut facias illud nisi apud declinationem apostematis eius calidi.	Indeed it adds something to apoplexy: and you should not make this cure except when the aposteme is declining from its heat.
Si autem non est praesens tibi hoc instrumentum, tunc accipe cannam, et compone in extremitate eius corticem oui: ut non comburatur os infirmi: quoniam cortex oui prohibet uaporem comburere os: et haec est ex bona curatione cum salute.	But if you do not have this instrument with you, then take a pipe and fit it with a plug of wood at the end, so that it may not burn the nose: for the wood prevents the vapor from burning the nose; and this is good cure with safety.
¶ De extractione spinarum, et ossium de gula.	Of the extraction of spine and of the teeth in the throat.
Caput XXXVIII.	Chapter 38. On the extraction of spines and teeth from the
Multotiens adhaeret in gutture os, aut spina piscis, aut aliud.	A long time in the throat held fast a tooth or some spine, or something else.
Oportet ergo ut extrahas quod ex eis est apparens super quod cadit uisus, postquam premis linguam cum instrumento apud solem, et declaratur tibi quod est in gutture.	Then it is necessary that you extract what lies visible upon that which makes the yawning, after you have pressed the tongue with an instrument against the sun, and have shown it to yourself.
Et quod non apparet tibi et occultatur in gutture, oportet ut facias uomere infirmum antequam digeratur cibus in stomacho.	And what does not appear to you and is hidden in the throat, you should make the sick man die before food digested in the stomach.
Fortasse enim egredietur res annexa per uomitum.	For perhaps it would come out through the dung.
Aut deglutiat infirmus frustum napi, aut radicem lactucae, aut deglutiat buccellam panis sicci: aut accipiat frustum spongiae marinae siccae lenis: et liga ipsum in filo, deinde deglutiat ipsum.	Or perhaps the sick man would swallow a bit of straw, or a radish leaf, or swallow dry bread; or he might take a bit of dried sea sponge; and he should bind it with a string, then he should swallow it.
Cum ergo peruenit ad locum ubi sunt spinae, aut os, et extrahitur, tunc egreditur.	But when it has come to the place where there are spines or teeth, and is taken out, then it comes out. Et si peruenit ad locum ubi est lacta cum radice, tunc deglutitur lacta cum radice: aut si peruenit ad locum ub
Si ergo non egreditur cum eo quod diximus: tunc utere instrumento ex plumbo secundum hanc formam.	If it does not come out with it that we have said: then you should use an instrument made of lead in this form.Et si neque id egreditur, sed manet in ventre sicut aqua, et non esset quod illum afferri possint uti instrumento ex
Sit grossius quam Radius parumper, et in extremitate eius sit curuitas, quam intromittat in guttur suum cum facilitate: et ipse habeat caput suum eleuatum sursum.	If it is not brought out, but remains in the stomach like water, and there is nothing that they can bring to him to use the instrument: then he should have his head raised up.
Et caueat a tactu suae epiglotis, ut non accidat ei tussis, et impellat cum eo os, aut spinam, aut intromittat ipsum medicus manu sua.	And let him keep his throat from touching his epiglottis so that he does not cough, and push with it a tooth, or spike, or insert the doctor's own hand.Et si non esset uti huius instrumenti, sed uti aliis instrumentis, quae cuncta sunt in hoc liber
Verum quod infirmus intromittat, hoc est melius: propter scientiam suam de loco rei annexae: et impellat inferius, aut trahat manum suam cum instrumento sursum, totum illud secundum quantitatem quae praeparatur ei, donec egrediatur.	But since the sick man is pushing down, or pulling up his hand with the instrument, all of this according to the quantity that has been prepared for him, until it comes out.
¶ De extractione Sanguisugae.	Now we come to the extraction of blood from a patient.
Caput XXXIX.	Chapter 39.
Quando medicatur sanguisuga cum eo quod dixi in diuisione ex curatione cum medicinis, et non confert, tunc considera in gutture infirmi coram sole, siue apud solem postquam premis linguam eius cum instrumento quod narraui tibi.	When the leech is given to him with that which I have said in the division of cure with medicamentorum, and does not work, then consider in the throat before the sun, or after the sun when you press his tongue with the instrument that I have told you.Et si non esset, cum id quod diximus ad effectum veniens, sed non veniet, tunc
Si ergo cadit uisus tuus super sanguisugam, extrahe eam cum uncino paruo, aut cum gesti subtilibus decenter.	If your yawn falls on the leech, remove it with a small hook, or with subtle gestures that are not seen.Et si neque non esset id quod diximus, sed illud cadere perculsat prope locum ubi est radice sicut radicem heraeae: tunc uis sursum trahat cum
Quod si non est possibile cum eis: tunc accipe cannulam concauam, et intromitte eam in guttur infirmi usque prope guttur: deinde intromitte in concauitatem cannulae ferrum ignitum cum igne.	If it is not possible to do so with them: then take a hollow tube and insert it into the throat of the patient until near the throat: and then insert into the hollow part of the tube an iron rod that has been heated with fire.
Fac illud multotiens: et abstineat infirmus ab aqua tota die.	Do this many times: and let the sick person refrain from all water for a day.
Deinde accipiat uitreatam plenam aqua frigida, et aperiat os eius in ea: et colluat os suum cum ea, et non deglutiat ex ea aliquid: et moueat aquam una hora post aliam cum manu sua.	Then let him take a full drink of cold water, and open his mouth in it: and let him kiss the water with his mouth, and let him not swallow anything from it: and let him moisten his hand in the water for an hour after another.
Sanguisuga enim ilico cum sentit aquam cadit.	For a leech will immediately fall when he feels the water.
Si autem non egreditur cum eo quod narrauimus, tunc suffumiga infirmum cum cimicibus, aut cum asa cum instrumento quod narraui in suffumigatione uuulae.	But if he does not emerge with it when we have described it, then let him inhale the sick person with fumes, or with a pipe that we use to inhale the smoke.
Fac illud multotiens, quoniam ipsa cadet.	Do this many times, for she will fall herself.
Et modus operationis in suffumigatione est, ut accipias ollam, in qua sint prunae uiuae cum igne: et olla sit cooperta cum coopertorio, in cuius medio sit foramen: et componatur in illo foramine extremitas instrumenti.	And the method of operation in inhalation is that you take a bowl, in which are placed with fire the blades of a grater: and the bowl is covered with a cover, in whose middle there is an opening: and place the end of the instrument in it.
Deinde proiice suffumigationem, et ponat infirmus os suum in extremitate cannulae, et claudat os suum, ut non egrediatur suffumigatio, donec scias quod suffumigatio iam peruenit ad sanguisugam.	Then throw the inhalation and let the sick person put his mouth at the end of the tube, and let him close his mouth so that it does not exit the inhalation until you know that the inhalation has reached the leech.
Nam sanguisuga statim cadet.	For the leech will fall immediately.
Quod si non cadit, tunc itera suffumigationem multotiens.	If it does not fall, then repeat the inhalation many times.
Et toleret infirmus sitim, et comedat salsa, et allia, et non bibat aquam.	And let the sick person endure hunger, and eat meat, and other things, and do not drink water.
Necesse est ergo ut egrediatur cum hoc regimine.	Therefore it is necessary that he should emerge with this regimen.
Et haec est forma instrumenti cum quo extrahitur sanguisuga ex gutture, quando cadit super ipsam uisus.	And this is the form of the instrument from which the leech is extracted from the throat when it falls on it.
Est simile forcipibus, sicut uides: nisi quia est ei haee curuitas quae intromittitur ad guttur.	It is similar to a pair of forceps, as you see: but because it has a width that enters into the throat.
Et extremitas eius similis ori auis quae nominatur ciconia, in quo est asperitas limae: quando comprehendit aliquid, non dimittit ipsum omnino.	And its end is similar to an ear, which is called a ciconia, in which is a roughness of the blade: and when it grasps anything, it does not let go at all.
¶ De apertione Apostematum, et eorum sectione, et cura in genere.	On the opening and cutting of abscesses, and on their general treatment.
Caput XL.	Chapter X. On the opening and cutting of abscesses,
Apostematum species sunt multae, multorum modorum, secundum quod uenit rememoratio eorum, scilicet unius, et unius in hoc libro: et sunt diuersae in perforatione eorum, et sectione ipsorum ex duobus modis.	There are many types of abscesses and many ways of remembering them, as there is only one chapter on this matter in this book, and they vary in their perforation and the cutting out of their contents from two aspects.
Quorum unus est ex specie apostematis in seipso, et eo quod comprehendit ex humiditatibus.	Of which one species of abscess is in itself, and because it comprises fluid substances.
Et modus secundus est propter loca, in quibus accidit ex corpore.	And the second mode is due to the locations from which they occur in the body.
Quoniam apostema accidens in capite, est aliud ab apostemate accidente in ano: et apostema accidens in loco carnoso, est aliud ab apostemate accidente in iuncturis: et unicuique eorum est iudicium suum ex operatione.	For an abscess occurs in the head, it is different from an abscess that occurs in the anus: and an abscess occurs in a fleshy part, it is different from an abscess that occurs at a joint; and each has its own decision according to the operation.
Et ex apostematibus sunt quae non oportet ut perforentur, nisi post maturationem saniei in eis, et complementum eius: et ex eis sunt, quae oportet ut perforentur, dum sunt cruda, et non maturantur secundum complementum.	And of the abscesses there are some that should not be opened until after the blood has been congealed in them and the clot is complete; and of them it is necessary to open those that are raw and have not come to maturity according to the complement.
Sicut apostemata quae sunt propinqua iuncturis.	As for abscesses that are close to joints.
Quoniam apostema quando accidit prope iuncturam, et prolongatur esse eius, donec putrefit quod est in circumitu eius fortasse corrumpuntur ligamenta, aut nerui illius iuncturae: quare est caussa propior contractionis illius membri.	For when an abscess occurs near a joint and it is prolonged until the pus that is in its vicinity may have rotted the ligaments or nerves of that joint; therefore, there is a closer cause of the spasm of that member.
Aut est apostema apud membrum principale: quoniam si tu tardas perforationem eius, donec maturetur, nocebit uel illi, uel per illud membro principali.	Or an abscess at a main member; for if you delay opening it until it is complete, it will damage that member or harm another main member through it.
Aut est prope anum, perfora ergo ipsum immaturum: et non oportet, ut perfores, apostema crudum, non completae digestionis, nisi quod est prope anum, ut non putrefiat profundum, et longetur ad interiora ani, et fiat fistula, aut fiat in termino eius quod non sanatur.	Or near a limb, then open it when it is immature: and you should not open an raw abscess that has not been completely digested, unless it is near a limb, so as not to rot deeply, and prolong its course towards the inside of the loin, and become a fistula, or remain at its edge where it does not heal.
Oportet ut scias horam perforationis apostematis, quod maturatum est secundum complementum: et est apud sedationem doloris, recessionem febris, et diminutionem rubedinis, et pulsationis, et acuitatem capitis apostematis: et reliqua signa.	It is necessary that you know the time for opening an abscess, which has come to maturity according to the complement; and it is in the repose of pain, the abatement of fever, the lessening of redness, and pulsation, and the sharpness of head from abscess: and the other signs.
Et oportet, ut facias eandem perforationem in inferiori loco apostematis, et uehementioris eminentiae: et sit perforatio uadens in longitudine corporis, si apostemata sunt in partibus manuum et pedum, et locis lacertorum, et chordarum, et neruorum, et arteriarum, et ad ultimum in omnibus locis aequalibus, quibus non est reflexio.	It is necessary that you make the same perforation in the lower place of the fistula, and more prominent: and let the perforation be wet along the length of the body, if the fistulas are in the parts of the hands and feet, and in the places of the lizards, and of the strings, and of the nerves, and of the arteries, and up to the last place in all places equally, where there is no reflection.
In illis autem quae reflectuntur, uade cum perforatione secundum illud membrum.	But those which reflect, go with the perforation according to that member.
Quando uero apostema est in locis carnosis: tunc melius est ut dimittas perforationem eius, donec confirmetur eius digestio, sicut diximus secundum complementum.	But when the fistula is in fleshy places: then it is better to leave the perforation of it until its digestion is confirmed, as we have said according to the complement.
Quoniam si tu perforas ipsum ante illud, prolongatur cursus uirus ex eo, et est multae sordis et sordiciei, et fortasse indurantur labia eius, et profunditas eius.	For if you pierce it before that, the course of the virus from it will be prolonged, and there will be much sickness and decay, and perhaps its lips will become thicker, and its depth.
Et quaedam apostemata perforantur secundum latitudinem corporis apud necessitatem: aut secundum illud quo indiget membrum.	And some fistulas are pierced according to the width of the body at necessity: or according to that by which the member is stretched.
Et oportet, ut administres in apostematibus paruis perforationem paruam, et in apostematibus magnis perforationem amplam: aut sectiones multas per similitudinem magnitudinis apostematis.	And it is necessary that you administer a small perforation in small fistulas, and a wide perforation in large fistulas: or several sections according to the similarity of the size of the fistula.
Et sunt ex apostematibus, in quibus oportet ut concauetur cutis: et incidatur quando iam facta est sicut pannus, et facta est in termino, quod iam mortua est: sicut illud quod accidit in multis, ut dubelet, et bubonibus.	And there are fistulas from which the skin should be tightened: and it happens when it has already been made like a piece of cloth, and has already reached its limit, that it is already dead: like that which happened to many, as a blister, and as boils.
Et ex eis sunt quae secantur sectione habente tres angulos.	And there are those which cut by section with three angles.
Et ex eis est, ex quo inciditur sicut figura folii myrti.	And one of them is like a figure of the leaf of myrtle.
Sicut apostema inguinum.	As the fistula of the groin.
Et ex eis sunt in quibus administratur sectio rotunda, et sectio lunaris: et similes eis ex sectionibus.	And among them are those in which a round section is administered, and a lunar section, and similar sections to these.
Illud uero cui non est caput, sicut sunt apostemata lenia superficialia, oportet ut perfores ipsum perforatione superficiali, uel plana tantum.	But that which has no head, as are the superficial fistulas of the skin, is to be pierced by a superficial perforation, or simply flat.
Et oportet, quando apostema est grossum, et iam collegit saniem multam, et perforas ipsum, ut non properes et extrahas pus totum in illa hora: imo extrahe ex ipso partem eius.	When the abscess is large and has already discharged a great deal of pus, and you pierce it, so that the pus does not spread all over at that time: draw out part of it.
Deinde opila apostema usque ad diem alium.	Then cover the abscess until the next day.
Deinde extrahe quiddam ex pus iterum.	Then draw out some more pus.
Fac illud multotiens secundum gradationem, donec egrediatur: praecipue si infirmus est debilis uirtutis, aut mulier praegnans, aut puer paruus, aur senex decrepitus: spiritus enim animalis ab animali multotiens resoluitur cum egressione saniei: et fortasse moritur infirmus, et tu non percipis.	Do this frequently according to the degree, until it is discharged: especially if the patient is of weak vigor, or a woman pregnant, or a boy small, or an old man decrepitous: for the animal spirit from the animal is often dissolved with the exit of the flux: and perhaps the sick one may die, and you not perceive it.
Caue ergo hoc capitulum cautela magna.	Therefore, take great care in this chapter.
Et post perforationem tuam, qua ista perforas apostemata, oportet ut abstergas uulnus: et considera.	After you have pierced it, when you pierce these abscesses, it is necessary that you clean the wound: and consider.
Si ergo est uulnus apostematis paruum, aut est sectio plana, tunc administra licinia ex lino, aut coto antiquo.	If then there is a small abscess, or it is on a flat surface, then administer liniment made from linseed oil, or old cotto.
Et si est apostema magnum, et fissurae perforationis multae sunt, oportet tunc ut intromittas in omnem fissuram licinium, donec perueniant adinuicem.	And if there is a large abscess, and there are many holes made by the piercing, then at that time it is necessary that you introduce liniment into all the cracks, until they come together on both sides.
Et si in apostemate abscidisti partem cutis, aut in circumitu concauasti eam: tunc oportet ut impleas eam coto ueteri, aut sicut quando texitur pannus, aut raditur lanugine lini absque humiditate: et stringe ipsum usque ad tertium diem.	And if you have cut off a part of the skin in the abscess, or have wrapped it around: then it is necessary that you fill it with old cotto, or as when a cloth is stretched, or a woolen fabric is brushed without moisture: and tighten it tightly for three days.
Deinde proiice ipsum, et cura illud cum eo quod oportet ex unguento, donec sanetur.	Then throw it out, and take care of that with it as you must from ointment, until it is healed.
Si autem accidat fluxus sanguinis in hora tuae operationis, tunc administra aquam frigidam, et acetum, postquam imbibitur in eis pannus: et ponis ipsum super locum fluxus sanguinis multotiens.	If however a flow of blood occurs at the time of your operation, then administer cold water and vinegar, after it has been soaked up by a cloth: and lay it down often on the site of the blood flow.
Si autem perseuerat fluxus sanguinis, tunc oportet ut administres regimen, et curationem, et pulueres, quae narraui in locis multis huius nostri libri, et ex diuisione.	If however the blood flow persists, then it is necessary that you administer a regimen and treatment, and powders, which are mentioned in many places in our book, and from a division.
Si autem est in tempore hyemis, et locus apostematis est multorum neruorum: tunc oportet ut infundas puluillos cum uino, et oleo calidis: et ponas eos super loca.	If, however, it is in the winter season and the site of the pustule is a place of many nerves: then you should pour powder with wine and oil and put it on the spots.
Et si fuerit in aestate, et loca sunt carnosa: tunc oportet ut ponas puluillos imbibitos in aqua, et oleo, aut eum uino et oleo, et totum illud frigidum.	And if it is in the summer and the sites are fleshy: then you should put powder soaked in water and oil, or in wine and oil, and all of that cold thing.
Donec quando erit dies tertius, sicut diximus, tunc oportet ut soluas apostema, et abstergas ipsum, et administres in curatione eius quod ei conuenit, donec sanetur.	Until the third day, as we have said, then you should remove the pustule, wash it, and administer to it what is appropriate for its care, until it heals.
Hoc est ergo quod necessarium est ex cognitione curationis apostematum uniuersaliter.	This is therefore what is necessary from the consideration of the cure of pustules in general.
Secundum semitam uero distinctionis, iam dixi de omni apostemate, qualiter est uia ad curationem eius capitulatim singulariter.	However, according to the halfway distinction, I have already spoken about all pustules, which way leads to the cure of each one separately.
¶ De sectione apostematum quae accidunt in cute capitis.	[De] sectione [apostematum quae accidunt] in cute [capitis].
Caput XLI.	[Head] Chapter LXI.
Accidunt in cute capitis apostemata parua, et sunt ex speciebus Nodorum, quos continent tunicae, quae sunt eis sacci: quasi ipsa sint hausolati gallinae.	Pustules small occur on the scalp, and they are of two kinds: nods, which are surrounded by membranes, which are like little bags: almost as if they were caused by hens.
Et ipsorum species sunt multae.	And their kinds are many.
Ex eis sunt pingues: et ex eis sunt quae continent humiditatem similem limo: et ex eis quae continent humiditatem similem frisatis et pultibus: et eis similibus, et ex eis sunt, quae sunt lapidea dura.	Of them there are some thin ones: and of them those which contain a similar moisture like a lime: and of them those which contain a similar moisture like a flour and pulps: and similar ones, and of them the hard ones.
Et in sectione omnium, et ipsorum extractione non est timor, dum apud ipsorum sectionem non facit contrarietatem arteria.	And in the section of all of them, and their extraction is not a fear, when it comes to the section of them, there does not make a contrast of the arteries.
Et operatio in sectione eorum est, ut experiaris ea cum instrumento, cuius forma uenit post haec, quod nominatur Intromissum, donec scias quid contineat.	And the operation in their section is as you experience it with an instrument, whose shape comes after this, which is called Intromissum, until you know what it contains.
Nam si est illud quod continet humiditas, tunc seca ipsum sectione secundum longitudinem sectione superficiali: secundum hanc formam.	Nam  si  est  illud  quod  contenit  humiditatem,  tunc  seca  ipsum  sectione  secundum  longitudinem  sectionis  superficialis:  secundum  hanc  formam.
Et incipe cum sectione ex linea b. ad lineam, g. Cum ergo euacuatur humiditas, tunc excoria kistin quae continet illam humiditatem, et non dimittas ex ea aliquid penitus.	And to begin with the incision along line B to line G. So when the moisture is drained, then scrub the crust that contains that moisture, and do not leave anything behind.
Multotiens enim redit, si remanet ex ea aliquid.	For it often returns if anything remains.
Deinde submerge cotum in unguento aegyptio, si est praesens: et si non, in aqua et sale: et imple cum eo uulnus, et dimitte ipsum usque ad diem alium.	Then dip it in Egyptian ointment if present: and if not, in water and salt: and fill it with the same; and leave it until another day.
Ipsum enim corrodet quod remansit ex kisti.	For that corrodes what remains of the crust.
Deinde itera super ipsum cotum cum aegyptio secundo, et tertio, et si indiges illo, donec confidas quia non remanserit ex kisti aliquid, tunc enim cura uulnus cum unguento, donec sanetur.	Then repeat the Egyptian ointment on the patch a second and third time if you wish: and if your consent is given that nothing remains of the crust, then you may consider the wound healed with the ointment, for it will not return.
Quod si apostema continet nodum pinguem: tunc seca ipsum secundum hanc formam, sectione habente formam crucis: et proiice uncinos inter duolabia sectionis, et excoria ipsum ab omni parte: et conare uirtutem tuam in extractione tunicae quae continet ipsum.	That if the pus contains a swollen lump: then dry it out according to this form, having the shape of a cross: and throw away the hooks between the sides of the incision, and scrub the crust off entirely: and try your skill in removing the cloth that holds the lump.
Si autem contrarietatem facit tibi arteria, tunc fac illud quod narrabo tibi post.	If, however, it gives you a counter-direction, then do as I will tell you after.
Et similiter fac in apostemate, si est lapideum, ex sectione, et curatione eadem, secundum quod diximus.	And do likewise with the pus, if hard, from the incision, and with the same cure, as we have said.
Et sectio super apostema lapideum est facilior: quoniam est pauci sanguinis et humiditatis.	And the incision on hard pus is easier: for it has little blood and moisture.
Et quandoque sunt quaedam horum apostematum quae sunt in capite in quibusdam hominibus, cum quibus penitus non est humiditas.	And sometimes there are some pustules that are in the head of certain men, where there is no depth of moisture.
Quod est: quia ego secui super apostema in capite mulieris uetulae, et inueni apostema sicut lapis solidus et durus, asper, albus, qui non poterat frangi: et si percuteretur cum eo aliquis proiiciendo, uulnerat ipsum.	Which is this: for I followed over the pustule on the head of a married woman, and found the pustule like a solid rock, hard, rough, white, which could not be broken: and if anyone struck it with anything, he would hurt the flesh.
In aliis uero apostematibus accidentibus in capite, praeter haec scilicet apostemata quae accidunt in capitibus puerorum, et apud radices aurium, sectio eorum omnium sit sectio superficialis.	But in the other pustules, accidents in the head, apart from these pustules that are on the heads of boys, and at the roots of the ears: all of them are shallow incisions.
Vel pone perforationem eorum semper ab inferiori parte eorum, ut alleuietur cursus saniei ad inferiora.	And so that their perforations are always from the lower part of them, so that the flow of blood may go to the lower parts.
Deinde cura ea cum eo quod conuenit eis ex curatione.	Then, after this, take care of them as is right for them while they are recovering from the cure.
¶ De sectione Strophularum in collo.	§ On the Section of Staphylas in the Neck.
Caput XLII.	Head XXIV.
Multotiens acccidunt ista apostemata in collo, et sub assellis, et inguinibus: et quandoque accidunt in reliquo corpore.	These hernias in the neck, and under the breast, and in the groin; and sometimes they occur elsewhere in the body.
Et super illa quae ex eis accidunt in collo, sunt unum, et multa: et generantur ab inuicem: et omnis Strophula ex eis est intra tunicam propriam ei, sicut est in nodis et apostematibus capitis, sicut narrauimus.	And of those which occur in the neck, one is enough, but many are numerous; they spring from within; and every staphula comes out of its own skin, as we have described in the case of the nods and hernias of the head.
Et species harum Strophularum sunt multae.	And the kinds of these staphylas are many.
Et ex eis enim sunt lapideae: et ex eis sunt quae continent humiditates: et ex eis sunt malignae, quae non obediunt curationi.	For some of them have leaves; and some of them contain moisture; and some of them are evil, and do not yield to the cure.
In illa ergo quam ex eis uides bonae dispositionis in tactu, cuius manifestum est propinquum colori cutis, et mouetur ad omnem partem, et non est annexa cum neruis colli, neque cum guidegi, neque cum arteria, neque est profunda: oportet ut seces eam sectione superficiali a superiori parte ad inferiorem partem corporis ex linea, b. ad lineam, g. et excoria eam ab omni parte: et extende duo labia cutis cum uncino, aut cum uncinis multis, si indiges illo, sicut diximus in apostematibus capitis, et extrahe eam paulatim.	In that which you see to be of good disposition when you touch it, its color is close to the skin's color, and it moves in all parts, and is not attached to the nerves of the neck, nor to the arteries, nor is it deep: let it be separated from its upper part to the lower part of the body along a line, b. towards the line, g., and scrape it off completely: and extend two skin flaps with a hook, or with many hooks, if you can bear it, as we have described in the case of the hernias of the head, and take it out little by little.
Et est super cautelam, ut non incidatur uena, aut neruus.	And be careful that it does not cut the vein, or a nerve.
Et sit spatumile non acutum ualde: ut non addat tibi manum tuam cum incisione, aut inquietet infirmum, et incidas quod non est necesse.	And let the knife be not very sharp, so that it does not cut your hand with an incision, or disturb you in any way, and do not fall, for it is not necessary.
Si autem incidis uenam, aut arteriam, aut prohibet te ab operatione, tunc pone in uulnus zegi tritum, aut quosdam pulueres qui abscindunt sanguinem, et stringe uulnus, et dimitte ipsum, donec quiescat acuitas apostematis, et mollificetur uulnus: uel incipit et uult putrefieri.	If you cut a vein or prevent you from performing the operation, then place it in a tree trunk, or some powder that stops the blood, and tightly tie the tree trunk, and let it go until the sharpness of the hernia subsides, and the tree trunk softens: or begin to putrefy.
Nam sanguis abscinditur tuncia Redi ergo ad operationem tuam, donec compleas.	The blood is cut off with a bandage. So get ready for your operation, until you are finished.
Deinde inquire digito tuo indice, si remansit aliquid ex Strophulis aliis paruis: ergo incide eas, et munda eas.	Then examine with your index finger to see if there is anything left of the staph. If so, cut and clean it out.
Quod si est in radice Strophulae uena magna: tunc oportet ut non incidas illam Strophulam ex radice sua: imo oportet ut liges eam cum filo duplato forti, et dimittas eam donec cadat per se absque nocumento.	If it is in the root of a new large staph: then you must not cut that staph out from its root: but you should tie it with strong double thread and let it fall by itself without causing any harm.
Deinde imple uulnus coto ueteri, quod iam submersisti in unguento aegyptio.	Then fill the hole with old cotton that you have already soaked in Egyptian ointment.
Deinde cura ipsum.	Then take care of yourself.
