Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Avicenna.
E otra sapias que·ls instrumentz de las dentz motz so e semblantment les autres instruments.	And you should know that the tools with moving teeth are similar to other instruments.
Mays le artifexs savi e subtil en l’art, atroba per si mateys segon aquo que a lu significa la operacio e las malautias diversas; quar son de las malautias a las quals les antics no diysero ni pausero propri instrument, per las formas de diversas specias.	The skilled and subtle artisans, through their understanding of the art, discover for themselves the secrets of various operations and illnesses; for there are ailments to which the ancients did not give attention or create specific instruments, due to the diverse forms they take.
Mays si es trinquat l’os de la mandibula o dels autres osses de la boca, o si poyreys, lahoras sia pes curat sobre aquel en son loc am aquo que es a lu convenient dels instrumentz e de las forceps las quals havem dit en la extraccio de las razitz de las dentz, e ajuda te am gesti del qual aquesta es la forma:	If the bone of the jaw or any other bones in the mouth are distorted, then apply gentle treatment to that area using the appropriate instruments and forceps, as we mentioned for removing teeth, and assist with the maneuver whose form this illustration depicts.
E sia en lu alcuna grosseza petit a petit, e sia instringida o tenguda am la boca per que no evasesca o fuga entro que l’os de tot sia foro-getat; e aprop restaura le loc am medicinas convenientz ad aquo.	And if there is any small defect, tighten or hold it with the mouth so that it does not protrude or escape, and then restore the area with appropriate medicines for such a purpose.
Mays si en l’os es petita poyredura, lahoras ratz aquel de aquela poyredura e de la sua negror, e cura aquel entro que sia sanat.	If there is a small hole in the bone, then quickly remove the debris from that hole and from its darkness, and treat it until it is healed.
Capitol .xxxii.	**Capitol XXXII:** 
De la cura de las dentz eminentz sobre las autras.	On the care of the prominent teeth among others.
Quan las dentz so eminentz no segon lor cors natural per aquelas la forma es laga, e majorment quan endeve a las femnas, e majorment a las piuselas venerablas; donc cove que tu consideras: si dent es nada aprop autra dent, e no es possibla sarradura ni linament de lu, lahoras radica aquela; mays que no sia annexa am autra dent, lahoras tu inscideys aquela am aquest instrument del qual aquesta es la forma; e es semblant a morr de porc, e sia feyt de ferr de India de extramitat mot aguda.	When teeth are prominent beyond their natural shape, especially in women and particularly the more delicate ones; then consider: if it is not possible to extract or clean the tooth, you must extract it; rather than leaving it attached to another tooth, cut it off with this instrument which resembles a pig's tusk, made of Indian steel with a very sharp tip.
E sia la tua inscizio am la qual inscideyses aquela en trops dias per la duricia de la dent, e que no sia comauguda autra de las dentz.	And your incision should be made over the tooth in many days due to the tooth's hardness, and it should not touch any other teeth.
E si es dent eminent expausat a limadura, lahoras lima aquel am lima de ferr de India del qual aquesta es la forma:	And if the prominent tooth is exposed to erosion, then use a lime made of Indian steel with this shape:
E sia tot de ferr de India e·l margua eysament; e sia de motz menutz puntz ayssi cum lima am la qual son faytas agulhas, am la qual la dent sia limada pauc a pauc en motz dias am fecilitat, per so que no sia autra dent comauguda e caga.	And it should be entirely made of Indian steel with a precisely shaped edge; and have small, pointed tips like needles, with which the tooth is cleaned gradually over many days with ease, so that no other teeth are damaged or affected.
E aprop lineys aquela en la fi, e ratz aquela am alscus razoris.	And then cut those at the end, and quickly remove those with other razor blades.
E si es dent del qual una partida es trinquada e lideys la lengua, lahoras cove que tu limescas aquel entro que l’aspretat de aquela fraccio sia ostada e engualhada, e sia aplenada per so que la lengua no ledesca ni la paraula no corrumpa.	And if it is a tooth that is causing the problem and it hurts the tongue, you must cut into the space where the pain originates, ensuring that the pressure from this issue does not prevent the tongue from moving freely or distort speech.
Capitol .xxxiii.	**Chapter XXXIII.**
De restauracio de dentz maugudas am fiel de aur o de argent.	On the restoration of lost teeth, use gold or silver wire.
Quan accideys a las dentz devant concussio e remossio per percussio o per cazament, e le malaute no pot strenher sobre aquo que manga, e tu has curat aquel am medicinas stipticas, e no ha valgut la tua curacio, lahoras per so que no cagan es engen en aquelas que sian strengudas am fiel de aur e no de argent, quar argent se fa vert e aprop se poyreys aprop alscus dias, mays aur nul temps no es mudat.	When teeth are affected by concussion or removal due to impact or breakage, and the patient's condition cannot be improved with conventional treatments, it is necessary to use gold wire instead of silver for strengthening, as silver corrodes over time, while gold remains unchanged.
E sia le fiel en tal subtilitat e grocesa segon la quantitat que puesca entrar entre las dentz; e la forma de la reccio es que prenguas le fiel e pren lo doble de lu entre doas dentz sanas, e aprop que cresques am doas tortuositatz del fiel entre doas maugudas, o si’ una o motas, entro que pervengua la tela a la dent sana del autra partida.	And the thread should be of such fineness and thickness according to the amount that can fit between the teeth; the shape of the filling is to take the thread and wrap it twice around two healthy teeth, and then increase its curvature towards two damaged teeth, or if only one or a few, until the fabric reaches the healthy tooth on the other side.
E aprop itera le teyssiment entro a la partida de la qual comenciest, e strenh la tua ma am facilitat e savieza entro que no sia mauguda.	Then continue the stitching within the opening from which you began, and tighten your hand with ease and wisdom so as not to damage it.
E sia la tua striccio am la qual strenhas le fiel deves las razitz de las dentz que no evasesca.	And the tension with which you tighten the thread should be such that it does not pull out the teeth.
E aprop inscindeys las extramitatz del fiel superfluens am las forceps o tosoyras, e agregua aquelas en quascun loc am gesti, e converteys aquelas e las occulta entre la dent sana e la dent mauguda, per so que no fassa lesio a la lengua.	Then cut off the excess thread using pincers or scissors, and place them at appropriate locations with your fingers, then fold them over and hide them between the healthy tooth and the damaged one, so as not to injure the tongue.
E aprop leyssa aquela ayssi streyta cum roman.	And then apply this strap so tight as a Roman would.
Mays si es desliada o rumpuda, strenh aquela o aquelas am autra fiel en tal manieyra en tot son temps.	If it becomes loose or breaks, tighten it or those parts with another strap in the same manner throughout the time.
E aquesta es la forma de las dentz e la figura de la rectacio de doas dentz sanas e de doas maugudas, ayssi cum vezes aquestas liadas:	And this is the form of teeth and the figure of correction for two healthy teeth and two rotten ones, thus when you tie these together:
E quan se fa que retorno una dent o doas aprop le cazement de quascuna en lors locs, e sian recrescutz ayssi cum havem recomtat, e que remauguan.	And when it is done so that a tooth or two return to their proper place in their locations, and they grow again as we have recommended, then they remain healthy.
E no fa aquo sino bo artifexs e savi.	And this can only be done by skilled artisans and wise ones.
E alcunas veguadas es aptat alcuna causa dels osses de vaca, e es fayt de lor ayssi cum forma de dent, e es pausada en loc en le qual defayl la dent, e es strengit ayssi cum havem dit, e reman e serveys am aquel per lonc temps.	Sometimes, certain causes relate to the bones of a cow, and they are shaped like teeth, placed in the location where the tooth is missing, tightened as we have said, and remain and serve for a long time.
Capitol .xxxiv.	Chapter .xxxiv.
De inscizio del liament le qual ve en la lengua e prohibeys loquela.	On the incision of the ligament which is found on the tongue and prevents speech.
Aquest liguament le qual ve dejos la lengua alcunas veguadas o es natural am le qual hom nays, o accidental e accideys per plagua la qual ja es consolidada.	This ligament which prevents the tongue from moving occasionally, or is natural and normal to man, or is accidental and occurs due to a disease which has already become hardened.
E la operacio en lu es que huobres la boca del malaute, le sieu cap existent en le tieu se; e eleva la sieua lengua, e aprop inscideys aquel liament nervos segon la latitut entro que sia solvuda la lengua de la sua recencio.	And the operation on it is to open the mouth of the patient, releasing its existence in the lower part; and lift up their tongue, and then incise that nervous ligament according to its width until the tongue is released from its restriction.
Mays si en aquela es alcuna duricia o denodacio, e aquo es stat per consolidacio de plagua, lahoras tu gieta unci e scindeys aquel per la latitut entro que aias inscindit le liament e sia dissolvuda la nodacio.	If there is any hardness or tightness in that area, which is due to the hardening of a disease, then you apply oil and cut it according to its width until you incise the ligament and dissolve the knot.
E guarda te que no sia fayta fissura en le preon de la carn e que scindas aqui arceria e vengua flux de sanc.	And be careful that you do not cause a wound in the flesh, and that you do not break any blood vessels so that pus does not flow.
E aprop sia lavat le vestigi de la inscisio am ayguaros o am vi agre o am aygua frega; e aprop pausa dejos la lengua licini; so es meca la qual tengua le malaute dejos la lengua en quascuna nuoyt per so que no sia consolidat autra veguada.	Then, wash the clothing around the incision with warm water or vinegar or a cleansing water; then leave the tongue unmoving; it is necessary that the patient keeps the tongue quiet during each night so that it does not get stuck again.
Mays si accideys flux de sanc, pausa sobre le loc vetriol trissat; mays si le sanc ventz, lahoras cauteriza le loc am cauteri lantiginos le qual conveneys ad aquo.	If a pus flow occurs, apply vinegar to the area; if the pain increases, cauterize the area with a hot iron that is suitable for this purpose.
E aprop aquel cura am las autras causas entro que sia sanat.	And then apply the cure for other causes, as long as it heals.
Capitol .xxxv.	Chapter XXXV.
De extraccio de ranula dejos la lengua.	On extraction of the ranula, remove the tongue.
Alcunas veguadas accideys dejos la lengua apostema asemblant a nomla petita prohibent la lengua de la sua operacio natural; e fort leu es magnificada entro que huempla la boca.	Sometimes accidents occur causing the tongue to become swollen and resembling a small, closed mouth, preventing it from performing its natural function; and because of this, its strength is greatly reduced within the mouth.
E la operacio en lu es que huebras la boca del malaute sesent devant le solel e considera le apostema.	And the operation on them is to open the patient's mouth wide, facing the sun, and assess the swelling.
E si tu le vezes de fusca color o de negra, dur, al qual le malaute no atroba sentiment, lahoras no toques aquel quar es cranc.	And if you see it of a faint red or black, hard, color, where the patient feels no pain, then do not touch that part which is cracked.
E si es declinat a blancor, en le qual es humiditat, lahoras tu met le onci en lu, e inscideys aquel am spatum subtil, e inscindeys le de tota partida; e si sanc te ventz en la hora de la tua operacio, lahoras tu pausa desus zegi trissat, so es vetriol, entro que sia restreyt le sanc.	And if it turns white, in which there is humidity, then place your finger in it, and insert a thin spatula, cutting it all away; and if the blood flows at the time of your operation, then hold a clean cloth over it, using vinegar, as long as the bleeding is contained.
E aprop retorna a la obra tua entro que lo haias trayt am compliment de lu, entro que sia lavat am vi agre e sal; e cura aquel am l’autra curacio ad aquo entro que sia sanat.	And then return to your work, having completed it as much as possible, and wash the wound with vinegar and salt; and tend to the other remedies for this until it is healed.
Capitol .xxxvi.	Chapter .xxxvi.
De extraccio de apostema de doas aurelhas e de aquel que es nada en le golayro e de las autras apostemas.	On the extraction of abscesses from two auricles and those that are nothing in the glans, and other abscesses.
Quan endeveno en le golayro godat, so son glandulas las quals son asembladas algodat, las quals accideysso deforas e son nompnadas doas aurelhas, las quals quan tu las curas am aquo que havem dit en la divisio e no es sanat, lahoras tu considera si le apostema es dur, de fusca color, de pauc sentiment, lahoras no toques aquel am ferr.	When swelling in the glans occurs, there are glands that are closely packed together, which break out and are called two auricles. When you treat them as mentioned above in the previous division and they do not heal, consider whether the abscess is hard, of a dark color, with little sensation, and then do not touch it with a needle.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	And if it is of a dark color and the base is thick, do not touch it with a needle due to the flow of pus; instead, let it mature as it is, and either it will be discharged on its own or it will break through by itself.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	And if it is of white color, soft, and the base is thin, then that one needs to be cut open.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	And the operation on it is that you consider, in front of your operation, if the inflammation of it has been completely rested by cautery or if it has diminished in any way; and then stop the evil before the sun, and let the head of it be in the low position, and open the mouth of it, and the servant takes between his fingers the tongue of it gently with a fine instrument of which this is the shape.
E sia fayt de argent o de aram, e sia subtil cum cotel.	Whether it is made of silver or bronze, it should be fine and sharp.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	So when you press on the tongue and show the inflammation to your patient, sit down in front of that low position, take pincers and place them on the affected area, and pull it out as much as possible outside.
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	Another thing that you pull out is the cause of the tunics, and then cut it with an instrument of which this is the shape.
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	It resembles a pair of forceps, yet its extremities are curved, so the orifice of each of those is at the tip of the other, very sharp, which is made of iron initially covered in cloth.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	If this instrument is not available to you, then cut out a spatula of which this is the form: sharp on one side, blunt on the other side.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	And having cut one slit, cut the other according to this same manner of cutting, and then close the incision with warm water.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	But if there is an excessive flow of blood, dress the wound with decoccion water from chamomile or mint leaves and similar to those used in cases of severe bleeding until the flow of blood is stopped, and then tend to that so that it heals.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	And in some cases, if other remedies fail, you should apply two auricles here and two there, cutting them as you have been taught in the incision of two wounds equally.
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	You have already treated a woman suffering from an abscess that originated in her groin, which abscess had a dark color, little sensation, had closed the opening in her groin, and the woman was breathing heavily, had forbidden herself to eat or drink water, and was close to death if more time had passed, perhaps for one day or two.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	And the abscess had already strained so much that it had formed two openings through which pus could be drained.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	So, you should cut them open and remove the abscess, taking a large portion of it, and then you should incise that one from which you understood the other wound, and then you should press the mouth of the abscess, and seize its tongue, and then place the abscess in that opening.
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	And then make a large incision, and let no blood flow from it but a little.
Donc absolut es le guolayro de aquela femna, e comensec tantost beure aygua, e aprop presec vianda, donc yeu no cessegui inscidir de aquela apostema motas vetz per lonc temps, e succesia apostema en loc de aquel, le qual inscizia entro que es prolonguat aquel.	Therefore, the treatment for that woman is as follows: immediately start drinking water and then consume food. Thus, you should not repeat the incision from that sore spot for a long time, but rather move on to another location, where another incision can be made, which will help extend the healing process.
Donc yeu engen agui e cauterizegui le guolayro de lu, donc astec de addicio; e aprop yeu perambulegui e no saubi que fec Dieus de aquela aprop mi.	Therefore, you should apply a hot iron and cauterize the sore spot, which will additionally help; then walk around and do not clean that place with water, as God has already healed it for you.
Capitol .xxxvii.	**Capitol .xxxvii.** (Note: The numbering seems to be out of sequence, but I will translate as requested.)
De inscizio de huvela quan es apostemada.	Regarding the incision of the hernia when it is localized.
Quan catarr deysen a la huvula, e es apostemada e es longa, lahoras ela es nompnada perpendicular; e si es en la partida dejos grossa e redonda, e lahoras ela es apelada buba.	When the catarrh (accumulation of mucus or phlegm) in the hernia is localized, and it is long and narrow, then it is called perpendicular; but if it is broad and round at the opening, then it is called a bulge.
Mays quan es curada am aquo que havem dit en la divisio, e no comfereys la tua curacio, e eyssament ja vezes que apostema caut ja es ostat de lu e es subtil, lahoras cove que tu inscidas aquela que es agreguadas redonda; e si es ad aquela longitut, e es sanguina, de fusca color o de negre, e no es a lu centiment, lahoras cove que tu temtes la inscizio de lu, quar en aquela es temor sobre le malaute.	In the treatment of what we have mentioned in the previous section, and if your treatment does not agree with this, and indeed, after making an incision, the hernia has already receded and is small, then you should incise that which is added round; but if it is of considerable length, and is sanguineous, of a dark red or black color, and does not give way to pressure, then be wary of making an incision, for there is danger involved in the condition.
E quan tu vezes aquela segon la manieyra que yeu he dita de la sua blancor e longuesa, que tu fassas sezer le malaute e premas la lengua de lu am instrument del qual procesic la sua forma e aprop fica le onci en la nuva, e tira aquela en jos e inscideys aquela am un de dos instrumentz les quals e ditz en la inscizio de dos mellas.	And when you observe it according to the manner I have described regarding its whiteness and length, you should ease the pain by applying pressure with an instrument that shapes its form, then place a new one on top, and pull it down, making an incision with one of the two instruments used in dividing into two parts.
E cove que no inscidas aquela sino aquo que es ajustat sobre le terme natural ses addicio, quar si tu inscides de lu mays, lediyras le sieu parlar.	And be careful not to insert anything but what is appropriate according to nature, because if you insert more of it, you will harm its function.
E aprop la inscizio, usa de aquo le qual havem recomtat en la inscizio de dos mellas, e cura aquela entro que sia sanat.	Then make the incision, use what we have recommended for the incision of two wounds, and care for it until it is healed.
Mays si era le malaute espaventat per la inscizio de lu, cove que use de engen en la cauterizacio de lu ses temor, e la manieyra del cauteri en lu no es sino am aygua aguda, e es que tu pauses le cap del malaute en le tieu se, e aprop prem la lengua de lu am le instrument le qual havem dit, e aprop pren de l’aygua la qual havem dita en le capitol de cauterizacio, e comfeys am aquela caus viva, e pausa aquela no spessa ni subtil, e de aquela omple la concavitat de l’estrument del qual aquesta es la forma:	If the patient was frightened by the incision, use your skill in the cauterization process to calm their fear, and the manner of applying the cautery to them is nothing but sharp steel, and it is that you hold the head of the patient on the table, and press their tongue with the instrument we have mentioned, and take water as we said in the chapter on cauterization, and apply it to the living wound, and ensure it is neither too thick nor too thin, and fill the cavity of the instrument, which has this shape:
Sia la extramitat de lu conquavitat en la qual sia pausada la medicina ayssi cum la conquavitat de culher de ray, e pausa le strument am la medicina sobre la vula, e·l malaute jagua sobre le sieu latz per so que corro saliva o musellage de la boca de aquel per la intrinscequa medicina, per so que no deyssenda de aquela deguna causa sobre le golayro de lu e que ledesca aquel.	The extremity of the cavity where the medicine is placed should be concave like a spoon, and place the instrument with the medicine on top of it, and have the patient lie on their side so that saliva or mucus from their mouth does not fall due to the inherent nature of the medicine, preventing any damage to their throat.
E aprop te la tua ma am la medicina, e exprem aquela sobre la uvula per l’espazi de miega hora entro que vegas aquela esser denegrada e sedada per la mordicacio de la medicina.	And then apply your hand to the medicine, extract it from the throat until the space allows for its degradation and sedation by the bite of the medicine.
E si vols, prengues coto e envolopes aquel sobre la extremitat del ray, e submergeys le coto en la medicina, e entrometas le ray am le coto en una canula de sobre entro que·l coto adheresca en aquela canula, e fay aquo tantas vetz entro que consiegues aquo que vols de la cauterizacio de la uva, e aprop leyssa aquela quar ela se seccara e cayra aprop tres dias o quatre.	And if you wish, take care and wrap that around the end of the ray, submerge the wrap in the medicine, insert the ray into the wrap within a tube until the wrap adheres to the tube, and do this as many times as you need for the cauterization of the uvula, then let it sit so that it dries and falls off after three or four days.
E si indigeysses que iteras la medicina, itera aquela, e aprop la cauterizacio abstergeys en le circuit de la uva am coto enbegut en boder, e mondifica am aquel aquo que es en le circuit de lu de la medicina, e sia lavat am aygua frega, e sia curat deforo am embrocacio, e dedintz am guarguarismes entro que sia sanat.	And if you need to repeat the medicine, repeat it, then for the cauterization, place the wrap soaked in the medicine around the uvula, clean that which is in the circulation of its medicine with water, wash it thoroughly with hot water, and treat outside with embrocation, and internally with purgatives until it is healed.
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	This specific type of treatment is much safer than incision and free from fear.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	Some times the ulcer is cured with something subtler than cautery and incision, for it is healed by smoking in this manner: take calament, hyssop, oregano, rue, Arabic chicory, camomile, broyde, and similar herbs, and combine all those causes, or some of them, into a single mixture, and submerge them in wine and let them bubble; and the wave should be struck gently and decently, and there should be a trough in the middle of the wave where an instrument shaped like a hook is placed according to this manner; it should be made of silver or brass.
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	And then insert the extremity into the opening of the patient's throat until the vapor reaches the uvula over the epiglottis, and the uvula becomes significantly obscured.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	Then repeat this process over the affected areas while they are dry, and be careful not to perform this treatment when there is a risk of developing abscesses, as you would tighten the abscess too much, and it's important that you don't do that unless you have received permission from the doctor who has examined the cauterized area.
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	If you do not have this instrument at hand, take a cane and attach a bell of fire at its end, so that the mouth of the hernia is closed, for the bell of fire prevents the burning vapor from reaching the mouth.
E aquesta curacio es bona am salut.	And this treatment is good for health.
Capitol .xxxviii.	**Chapter XXXVIII.**
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	On the removal of thorns and other substances adhering to the skin, and on other causes.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	You may observe substances adhering to the skin, or thorns in the flesh, or any other cause.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	Then you should extract what is apparent from these [substances], focusing your sight on it, and using your tongue as an instrument before the light, so that you may clearly see what is in the mouth.
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	And for what is hidden from your sight in the gullet, be sure to make the patient vomit before the food is digested in the stomach, for powerful vomiting will expel the foreign body lodged in the gullet; or make them swallow a piece of napkin or shredded lettuce or a mouthful of dry bread; or take a piece of dried seaweed, twist it tightly with a string, and make the patient swallow it, for when it reaches the place where there are spikes and is extracted, it will be expelled.
E mays pren una anguila e be am fiel liada, e sia dedintz mesa e soptament sia extrayta; o pren un porr e soptament le metas e soptament l’en tratz.	And you may take a snake and mix it with vinegar, place it in the fire and extract it; or take a leek and cut it open and extract its contents.
Mays si no so foro-getatz am aquelas causas las quals havem ditas, lahoras husa de un instrument de plom segon aquesta forma:	If it is not forgotten about those causes that we have mentioned, then use an iron tool in the following manner:
E sia pus gros que ray un petit, e en la extramitat de lu sia conquavitat la qual tu entrometas en la sua guola am facilitat.	And it should be thick enough to pierce and narrow at the end that you can easily insert it into their mouth.
E el aga le sieu cap elevat en sus, e guarda te que·l tocament del sieu os de la gola, per so que endevengua a lu cos e am aquela que enpellesca le os o la spina, o que aquel le metge am la sua ma.	And raise his head up, and be careful of the touch of his bone in the throat, so that he may take in air and ease the pain or pressure on the bone or spine, or what the doctor places his hand on.
Mays empero que·l malaute aquel entrometa es miels, per la sua sciencia del loc de la causa annexa e enpellisca en jos, e tira la sua ma am le instrument en sus, tot aquo segon la quantitat la qual es a lu preparada entro que sia foro-getada.	Yet if the illness that has entered is more severe, due to his knowledge of the place where the cause is attached and he feels it descending, he places his hand on the instrument on him, all according to the amount prepared for him until it is forgotten.
Capitol .xxxix.	Chapter .xxxix. (Note: The lack of specific content makes it impossible to provide a meaningful translation or interpretation in this context.)
De extraccio de sancguisugua annexsa al golayro.	On the extraction of appendices attached to the throat.
Quan es medicada sanguisugua am aquo que havem dit en la divisio de la curacio am medicinas e no comfereys, considera lahoras en le guolayro del malaute al solelh, pus que tu aias compremuda la lengua de lu am instrument le qual a tu havem recomtat.	When treating an appendix as we have discussed regarding treatment with medications and not surgically removing it, consider the sunlight on the throat of the patient, since you will have to remove his tongue using the instrument that we have recommended.
Donc si tu vezes la sancguisugua, extratz aquela am onci petit o am gesti subtils decentment.	Therefore, if you examine the blood flow, extract that small or subtle cause respectfully.
E si no es a tu possible estrayre am aquel, lahoras pren una canula concava e entromet aquela en lo guolayro del malaute, e aprop pausa en la concavitat de la canula un ferr ignit, e fay aquo tantas vetz (entro que la sancguisugua sia morta e se osta del guolayro) e abstengua se le malaute tot lo jorn de aygua.	If it is not possible to extract the cause, then take a concave needle and insert it into the hollow of the patient's condition, and then place on the concavity of the needle a heated iron, and do this several times (while the blood flow is stopped and the cause removed from the hollow) and keep the patient cool with water throughout the day.
E aprop prengua una veyria plena de aygua frega, e obra la boca de lu en aquela, e lava la boca am aquela; e no trasglucia de aquela alcuna causa e maugua l’aygua una hora aprop autra am la sua ma, quar la sancguisugua tantost cum sent l’aygua catz.	Then take a vessel filled with water, open it to the patient's mouth, and use it to wash their mouth; do not spill any cause from it, and pour the water out through your hand another time, as soon as the blood flow begins to feel the water.
Mays si no es foro-getada am aquo que havem recomtat, lahoras subfumigua le malaute am cimetz o am assafetida per le instrument le qual havem recomtat en la sufumiguacio de uvula.	But if what we have recommended is forgotten, then fumigate the patient with herbs or safron through the instruments we have recommended for uvula fumigation.
Fay aquo, so en quar cayra.	Do this, so it falls in place.
E es un’autra manieyra de operacio en sufumiguacio de aquela, es que tu prenguas una ola en la qual sian carbos ignitz e la ola sia cuberta am una cobertora en le mieg de la qual sia un trauc, e sia compausat en aquel trauc la extremitat del instrument; e aprop dega desus la subfumigacio; e pause le malaute la sua boca en la extremitat de la canula, e claugua la sua boca per que la subfumiguacio no sia foro-getada entro que sapias que la subfumigacio es pervenguda a la sancguisugua, quar la sancguisugua tantost cayra.	And another way of operating in suffocation of that is that you take a cloth with hot coals and cover it with a covering in the middle of which there is an opening, and fix the end of the instrument to that opening; then apply the suffocation from above; and have the patient close his mouth at the end of the tube, and seal his mouth so that the suffocation is not blown out until you know that the suffocation has reached the bloodstream, for the blood will soon flow.
E si no catz, lahoras tu itera la subfumiguacio motas vetz, e abstengua le malaute de beure, e mange causas saladas e alhs, e no begua aygua, e ayssi necessari es que am aquest regiment sia fora-getada.	And if he does not eat, you repeat the suffocation with hot air again and again, forbid the patient from drinking, and have him eat salty foods and herbs, and do not let him drink water, and thus it is necessary that this regimen be strictly observed.
E aquesta es la forma del instrument am le qual es trayta sancguisugua del guolayro quan es vista; e es semblant a forceps ayssi cum vezes, sino quar es en lu alcuna curvitat:	And this is the form of the instrument used to extract blood from the veins when it is seen; and it is similar to forceps in that it has no curvature:
le qual sia mesa al guolayro, e la extremitat de lu es semblant a bec de ciconia, que es guanta, en la qual es aspretat de lima, per so quar, quan comprem alcuna causa, aquela no leyssa.	Which is placed on the gullet, and its extremity resembles a swan's beak, which is called the 'guant', in which it is sharpened with lime, for this reason, when we encounter any cause, it does not leave.
Capitol .xl.	**Chapter XL.**
En le qual es la suma del sermo en apercio de apostemas e en seccio de lor.	In which is the summary of the discussion regarding the prevention and treatment of abscesses.
Les apostemas so motas specias, de motas manieyras, segon que ve rememoracio de lor, de quascuna en aquest libre.	Abscesses are special spots, of various shapes and sizes, according to the memory of their origin, each described in detail in this book.
E so diversas en perforacio e seccio de lor per doas manieyras, de las quals la una es per la specia de apostemas en si meteys; e per aquo que comprem de las humiditatz.	And they vary in puncture and section from two different methods: one is for the specific abscess itself, and another for addressing the humidity associated with them.
