Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Avicenna.
E si no obediys a tu a eyssiment am aquestas forceps o tenalas, lahoras cove que tu caves sobre la razit e descrobas tota la carn e entrometas le instrument le qual ha nom atali, so es palanca petita del qual la forma es aquesta:	And if you do not obey the instructions regarding these pliers or tongs, then you should lie down and expose all the flesh and insert the instrument called a small lever, whose shape is as follows:
E sia de breu extremitat grossa un petit, e no sia enbegut per so que no sia trinquat.	And take a thin but sharp knife, small in size, and do not cover it so that it can cut effectively.
Donc si per aquo la razit es foro-getada, bo es; e sino, ajuda te am aquestz autres instrument dels quals aquestas son las formas: la forma del primier instrument es de triangulada extramitat en la qual sia alcuna grossesa:	If the incision for this is forgotten, then do so; otherwise, help me with these other instruments, of which these are the shapes: the shape of the first instrument has an extreme end that is triangular and of some thickness.
La forma del segon instrument es que sia de triangulada e de pus subtil extremitat.	The shape of the second instrument is triangular with a very thin end.
E ja so ajudatz am aquest instrument havent dos ramps del qual aquesta es la forma aprop la seguent:	And with these instruments, having two slopes, the appropriate one for this is as follows:
e am autres instrumentz les quals precidero en rasura de dentz; quar juvament es fayt am aquest instrument le qual es asemblat a onci gran, e aquesta es la forma:	and other instruments which are used for shaving teeth; because the work is easily done with this instrument which resembles a large claw, and its shape is:
de la triangulada extremitat torta o curta, la qual sia alcuna grossesa, e no sia enbegut per so que no sia trinquat.	From the rounded or pointed end of the tendon, which may be of any thickness, but is not enmeshed, so that it is not strained.
E otra sapias que·ls instrumentz de las dentz motz so e semblantment les autres instruments.	And you should know that the tools of the moving teeth are similar in appearance to other tools.
Mays le artifexs savi e subtil en l’art, atroba per si mateys segon aquo que a lu significa la operacio e las malautias diversas; quar son de las malautias a las quals les antics no diysero ni pausero propri instrument, per las formas de diversas specias.	The skilled and subtle artisans, in their art, find by themselves the means to cope with various operations and ailments, for which the ancients neither gave nor paused any specific tools, due to the diversity of forms.
Mays si es trinquat l’os de la mandibula o dels autres osses de la boca, o si poyreys, lahoras sia pes curat sobre aquel en son loc am aquo que es a lu convenient dels instrumentz e de las forceps las quals havem dit en la extraccio de las razitz de las dentz, e ajuda te am gesti del qual aquesta es la forma:	If the bone of the jaw or any other bone in the mouth is strained, then apply gentle pressure to it in its proper place using the tools and forceps we have mentioned for removing tooth roots, and assist with the maneuver whose form this illustration demonstrates.
E sia en lu alcuna grosseza petit a petit, e sia instringida o tenguda am la boca per que no evasesca o fuga entro que l’os de tot sia foro-getat; e aprop restaura le loc am medicinas convenientz ad aquo.	And if there is any slight swelling or tightness in the mouth, so that it does not burst or escape, until all bones are completely healed, then restore the area with suitable medicine.
Mays si en l’os es petita poyredura, lahoras ratz aquel de aquela poyredura e de la sua negror, e cura aquel entro que sia sanat.	If there is a small hole in the bone, clean it thoroughly of that debris and from its blackness, and treat it until it heals.
Capitol .xxxii.	**Capitol XXXII**
De la cura de las dentz eminentz sobre las autras.	On the care of teeth that stand out among others.
Quan las dentz so eminentz no segon lor cors natural per aquelas la forma es laga, e majorment quan endeve a las femnas, e majorment a las piuselas venerablas; donc cove que tu consideras: si dent es nada aprop autra dent, e no es possibla sarradura ni linament de lu, lahoras radica aquela; mays que no sia annexa am autra dent, lahoras tu inscideys aquela am aquest instrument del qual aquesta es la forma; e es semblant a morr de porc, e sia feyt de ferr de India de extramitat mot aguda.	When teeth protrude abnormally from their natural position, especially in women and particularly young, delicate ones, it is necessary to consider: if it is not possible to extract or clean the tooth, then extract it; but if it should not be attached to another tooth, you should cut it off with this instrument which resembles a pig's tusk, made of sharp Indian steel.
E sia la tua inscizio am la qual inscideyses aquela en trops dias per la duricia de la dent, e que no sia comauguda autra de las dentz.	And your incision should be made over the tooth in many days due to the hardness of the tooth, and it should not touch any other teeth.
E si es dent eminent expausat a limadura, lahoras lima aquel am lima de ferr de India del qual aquesta es la forma:	And if the prominent tooth is exposed to the point of erosion, then file it with this iron lime file whose shape is as follows:
E sia tot de ferr de India e·l margua eysament; e sia de motz menutz puntz ayssi cum lima am la qual son faytas agulhas, am la qual la dent sia limada pauc a pauc en motz dias am fecilitat, per so que no sia autra dent comauguda e caga.	And all of this should be from Indian iron and the margin precisely; and it should have small, sharp points as with a lime, whose teeth are gradually filed in many days with ease, so that there is no other tooth like it that cuts and injures.
E aprop lineys aquela en la fi, e ratz aquela am alscus razoris.	Then carefully cut that at the end, and sharpen it with other razors as well.
E si es dent del qual una partida es trinquada e lideys la lengua, lahoras cove que tu limescas aquel entro que l’aspretat de aquela fraccio sia ostada e engualhada, e sia aplenada per so que la lengua no ledesca ni la paraula no corrumpa.	And if it is the tooth from which a piece has come off and affects the tongue, then you must file until the roughness of that fraction is smoothed out, and apply pressure so that the tongue does not hurt nor does speech become corrupted.
Capitol .xxxiii.	**Chapter .XXXIII.** (Note: XXXIII represents the Roman numeral 33)
De restauracio de dentz maugudas am fiel de aur o de argent.	On the restoration of lost teeth with gold or silver wire.
Quan accideys a las dentz devant concussio e remossio per percussio o per cazament, e le malaute no pot strenher sobre aquo que manga, e tu has curat aquel am medicinas stipticas, e no ha valgut la tua curacio, lahoras per so que no cagan es engen en aquelas que sian strengudas am fiel de aur e no de argent, quar argent se fa vert e aprop se poyreys aprop alscus dias, mays aur nul temps no es mudat.	When teeth are affected by impact and removal due to percussion or extraction, and the patient cannot strain what they eat, having already treated it with astringent medicines without success, then consider using those that are strengthened with gold wire rather than silver, as silver tarnishes and can no longer be used after a few days, but gold remains unchanged forever.
E sia le fiel en tal subtilitat e grocesa segon la quantitat que puesca entrar entre las dentz; e la forma de la reccio es que prenguas le fiel e pren lo doble de lu entre doas dentz sanas, e aprop que cresques am doas tortuositatz del fiel entre doas maugudas, o si’ una o motas, entro que pervengua la tela a la dent sana del autra partida.	And the wire should be of such subtlety and thickness according to the amount that can fit between the teeth; and the form of the restoration is that you take the wire and hold it double between two healthy teeth, and then curve it in a serpentine shape between the two damaged teeth, or if only one or two, so long as the mesh reaches the healthy tooth of the other side.
E aprop itera le teyssiment entro a la partida de la qual comenciest, e strenh la tua ma am facilitat e savieza entro que no sia mauguda.	And then repeat the stitching within the space from which you began, strengthening your hand with ease and skill so that it is not damaged.
E sia la tua striccio am la qual strenhas le fiel deves las razitz de las dentz que no evasesca.	And your suture, which tightens the thread, must grasp the roots of the teeth so that it does not escape.
E aprop inscindeys las extramitatz del fiel superfluens am las forceps o tosoyras, e agregua aquelas en quascun loc am gesti, e converteys aquelas e las occulta entre la dent sana e la dent mauguda, per so que no fassa lesio a la lengua.	Then, with pincers or pliers, you cut off the excess thread and insert it in one place or another with a gesture, and you hide them between the healthy tooth and the damaged one, so that they do not harm the tongue.
E aprop leyssa aquela ayssi streyta cum roman.	And then, with a firm grip, tie it just as tightly as a Roman knot.
Mays si es desliada o rumpuda, strenh aquela o aquelas am autra fiel en tal manieyra en tot son temps.	But if it becomes loose or broken, tighten it or those with another thread in the same way for as long as necessary.
E aquesta es la forma de las dentz e la figura de la rectacio de doas dentz sanas e de doas maugudas, ayssi cum vezes aquestas liadas:	And this is the method for teeth and the shape of the correction of two healthy teeth and two damaged ones, just as you perform these ligatures:
E quan se fa que retorno una dent o doas aprop le cazement de quascuna en lors locs, e sian recrescutz ayssi cum havem recomtat, e que remauguan.	And when it is done that a tooth or two are returned to their proper place in their locations and they are healed as we have recomposed them, and that they heal.
E no fa aquo sino bo artifexs e savi.	And this can only be done by skilled craftsmen and wise ones.
E alcunas veguadas es aptat alcuna causa dels osses de vaca, e es fayt de lor ayssi cum forma de dent, e es pausada en loc en le qual defayl la dent, e es strengit ayssi cum havem dit, e reman e serveys am aquel per lonc temps.	Sometimes, it is appropriate to use the bones of a cow, shaped like a tooth, placed in the location where the tooth is missing, tightened as we have said, and remaining and serving as that for a long time.
Capitol .xxxiv.	Chapter .xxxiv.
De inscizio del liament le qual ve en la lengua e prohibeys loquela.	On the knowledge of the ligament which is found in the tongue and prevents speech.
Aquest liguament le qual ve dejos la lengua alcunas veguadas o es natural am le qual hom nays, o accidental e accideys per plagua la qual ja es consolidada.	This ligament which is found in the tongue, sometimes it is natural to which human does not have, or accidental and occurs due to a disease which is already consolidated.
E la operacio en lu es que huobres la boca del malaute, le sieu cap existent en le tieu se; e eleva la sieua lengua, e aprop inscideys aquel liament nervos segon la latitut entro que sia solvuda la lengua de la sua recencio.	And the operation on them is to open the mouth of the hernia, removing its existence in the testis; and lift up their tongue, and then incise that nerve ligament according to its width until the tongue is freed from its attachment.
Mays si en aquela es alcuna duricia o denodacio, e aquo es stat per consolidacio de plagua, lahoras tu gieta unci e scindeys aquel per la latitut entro que aias inscindit le liament e sia dissolvuda la nodacio.	If there is any stiffness or resistance, and this is due to the consolidation of the plague, then you apply oil and incise it according to its width until you have incised the ligament and the knot is dissolved.
E guarda te que no sia fayta fissura en le preon de la carn e que scindas aqui arceria e vengua flux de sanc.	And be careful not to cause a fracture in the flesh, and incise here behind the armpit, and let the pus flow out.
E aprop sia lavat le vestigi de la inscisio am ayguaros o am vi agre o am aygua frega; e aprop pausa dejos la lengua licini; so es meca la qual tengua le malaute dejos la lengua en quascuna nuoyt per so que no sia consolidat autra veguada.	Then wash the dressing of the incision with hot water or vinegar or with frothy water; and place your hand over the tongue to keep it moist; it is necessary that the patient keeps the tongue in a certain position at night so that it does not become solidified again.
Mays si accideys flux de sanc, pausa sobre le loc vetriol trissat; mays si le sanc ventz, lahoras cauteriza le loc am cauteri lantiginos le qual conveneys ad aquo.	If a flux of blood occurs, stop it with a vetriole (a caustic substance); if the blood flows, cauterize the area with a latiginous cautery suitable for this.
E aprop aquel cura am las autras causas entro que sia sanat.	And then apply that cure for the other causes as well, so that it is healed.
Capitol .xxxv.	Chapter XXXV.
De extraccio de ranula dejos la lengua.	For the extraction of a ranula (a type of cyst), use a tongue (likely a surgical instrument).
Alcunas veguadas accideys dejos la lengua apostema asemblant a nomla petita prohibent la lengua de la sua operacio natural; e fort leu es magnificada entro que huempla la boca.	Sometimes, a condition occurs where the tongue becomes atrophied, resembling a small, stiffened object that prevents it from performing its normal functions; and when severely inflamed, it is greatly swollen within the mouth.
E la operacio en lu es que huebras la boca del malaute sesent devant le solel e considera le apostema.	And the procedure for it is that you open the patient's mouth wide, facing them towards the sun, and consider the atrophied tongue.
E si tu le vezes de fusca color o de negra, dur, al qual le malaute no atroba sentiment, lahoras no toques aquel quar es cranc.	And if you see a thin, dark, hard object which the disease cannot affect, then do not touch that part as it is brittle.
E si es declinat a blancor, en le qual es humiditat, lahoras tu met le onci en lu, e inscideys aquel am spatum subtil, e inscindeys le de tota partida; e si sanc te ventz en la hora de la tua operacio, lahoras tu pausa desus zegi trissat, so es vetriol, entro que sia restreyt le sanc.	And if it turns white, indicating moisture, then insert your finger into it, scrape off the thin layer, and cut it completely; and if there is a strong wind during your operation, then place a cloth over it to prevent air from entering, using vinegar as needed to constrict the opening.
E aprop retorna a la obra tua entro que lo haias trayt am compliment de lu, entro que sia lavat am vi agre e sal; e cura aquel am l’autra curacio ad aquo entro que sia sanat.	Then return to your work once you have completed it to the satisfaction of the patient, having washed the wound with vinegar and salt; and tend to the other treatment for this until it is healed.
Capitol .xxxvi.	**Chapter .xxxvi.** (Note: The number xxxvi represents the chapter number, not a part of the text itself.)
De extraccio de apostema de doas aurelhas e de aquel que es nada en le golayro e de las autras apostemas.	On the extraction of the apothema (a term likely referring to a growth or abnormality) from two auricles and from that which is nothing in the gullet, and from other apothemas.
Quan endeveno en le golayro godat, so son glandulas las quals son asembladas algodat, las quals accideysso deforas e son nompnadas doas aurelhas, las quals quan tu las curas am aquo que havem dit en la divisio e no es sanat, lahoras tu considera si le apostema es dur, de fusca color, de pauc sentiment, lahoras no toques aquel am ferr.	When inflammation occurs in the throat, there are glands that are gathered together and protrude outside, and they are called tonsils, which, when you treat them with what we have said in the previous division and it does not heal, consider if the abscess is hard, of a dark color, with little feeling, then do not touch it with iron.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	And if the abscess is of a red color and the base is thick, do not touch it with iron for the sake of the pus; instead, let it mature within itself, and either it will be drained by itself or it will burst open on its own.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	And if it is of a white color, hard, and the base is thin, then that one needs to be incised.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	And the operation on it is that you consider, in view of your operation, if the abscess has rested completely or if it has been reduced to some extent; and then stop the malady in front of the sun, with the head of the patient facing downwards, opening his mouth, and another servant taking hold of the tongue between his fingers, using a delicate instrument that has this shape.
E sia fayt de argent o de aram, e sia subtil cum cotel.	And it should be made of silver or iron, and be subtle with a blade.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	So when you press upon that place and observe its peculiarity, take a hot knife and insert it into the abscess, and draw it out as far as possible outside.
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	Another thing that removes some cause from the tunic, and then cut with an instrument whose form is this...
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	and it is assembled like forceps, however the ends of it are curved, so that the dangerousness of each of those is in the right of the other, very sharp, which is made of iron then covered.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	If this instrument is not available to you, then cut with a spatula whose form is like this: sharp on one side, blunt on the other side.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	And having made one incision, make the other in the same manner of cutting, and then close the incision of the malady with clean water.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	If there is a flow of blood, treat it with decoction of the peel of an orange or leaves of myrtle and similar things as long as the flow of blood remains restricted, and take care that it heals properly.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	And in some cases, other openings appear in the gullet, or perhaps those two incisions mentioned earlier, and they should be cut according to what has been said about making two incisions equally.
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	You have already treated a woman suffering from an abscess in her throat, which was of a dark color, with little sensation, had closed the throat, and the woman was breathing heavily, had been denied food and water, and would have died if treatment had not been begun within a day or two.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	And the abscess had already stretched so much that it created two openings through which pus will flow.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	So you will listen to them first and then place yourself in a position where you can see their neck, pull it slightly, and throw it to one side, releasing a large amount of pus. Then, identify the opening from which you understand the other infection is coming, and press on it. Also, hold their tongue, and place the finger in that abscess.
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	And then you will make a large cut, and instead of pus flowing, only a little blood comes out.
Donc absolut es le guolayro de aquela femna, e comensec tantost beure aygua, e aprop presec vianda, donc yeu no cessegui inscidir de aquela apostema motas vetz per lonc temps, e succesia apostema en loc de aquel, le qual inscizia entro que es prolonguat aquel.	Therefore, it is the treatment for that woman: soon after, they will start drinking water and eating food. Thus, you should not continue to incise those abscesses frequently; instead, let them heal on their own, and another one may form in place of the previous one, which will prolong its healing process.
Donc yeu engen agui e cauterizegui le guolayro de lu, donc astec de addicio; e aprop yeu perambulegui e no saubi que fec Dieus de aquela aprop mi.	Therefore, you should prepare and apply a hot iron to the affected area, and then at once; and afterward, walk about and do not be unclean, for God has given me this remedy.
Capitol .xxxvii.	It appears that the text you provided is a fragment of a medieval medical treatise, but it lacks context and continuity. The sentence "Capitol .xxxvii." suggests that it might be referring to a specific chapter or section in a book, but without the full text or surrounding information, a precise translation is difficult to determine.
De inscizio de huvela quan es apostemada.	Of the incision of the knee when it is localized.
Quan catarr deysen a la huvula, e es apostemada e es longa, lahoras ela es nompnada perpendicular; e si es en la partida dejos grossa e redonda, e lahoras ela es apelada buba.	When catarrh occurs in the knee, and it is localized and long, then it is called perpendicular; and if it is at the side, thick and round, then it is called a bubo.
Mays quan es curada am aquo que havem dit en la divisio, e no comfereys la tua curacio, e eyssament ja vezes que apostema caut ja es ostat de lu e es subtil, lahoras cove que tu inscidas aquela que es agreguadas redonda; e si es ad aquela longitut, e es sanguina, de fusca color o de negre, e no es a lu centiment, lahoras cove que tu temtes la inscizio de lu, quar en aquela es temor sobre le malaute.	In the treatment of what we have discussed in the previous section, and if your treatment does not agree with this, and indeed, the apposition of cautery has already been applied but it is subtle, then you must incise the one that is round; and if it is of considerable length, and it bleeds, of dark red or black color, and it does not give off a bad odor, then you must be cautious with the incision, for there is fear regarding the patient's condition.
E quan tu vezes aquela segon la manieyra que yeu he dita de la sua blancor e longuesa, que tu fassas sezer le malaute e premas la lengua de lu am instrument del qual procesic la sua forma e aprop fica le onci en la nuva, e tira aquela en jos e inscideys aquela am un de dos instrumentz les quals e ditz en la inscizio de dos mellas.	And when you observe it according to the method I have described regarding its whiteness and length, you must immediately remove the malady and press the tongue of it with an instrument that shapes its form, and then return it to its original position, and incise it with one of two instruments known as the 'inscision of two cuts'.
E cove que no inscidas aquela sino aquo que es ajustat sobre le terme natural ses addicio, quar si tu inscides de lu mays, lediyras le sieu parlar.	And be sure not to insert anything other than what is suitable regarding the natural condition of its addition, for if you insert more of it, you will harm its function.
E aprop la inscizio, usa de aquo le qual havem recomtat en la inscizio de dos mellas, e cura aquela entro que sia sanat.	Then make the incision, use what we have recommended for the incision of two wounds, and treat it so that it heals well.
Mays si era le malaute espaventat per la inscizio de lu, cove que use de engen en la cauterizacio de lu ses temor, e la manieyra del cauteri en lu no es sino am aygua aguda, e es que tu pauses le cap del malaute en le tieu se, e aprop prem la lengua de lu am le instrument le qual havem dit, e aprop pren de l’aygua la qual havem dita en le capitol de cauterizacio, e comfeys am aquela caus viva, e pausa aquela no spessa ni subtil, e de aquela omple la concavitat de l’estrument del qual aquesta es la forma:	If the patient was afraid of the incision, use cunning in the cauterization process to calm their fear, and the method of the cautery on them is simply sharp, and it's important that you place the patient's head on the table, and then press their tongue with the instrument we've mentioned, and take water as we've said in the chapter on cauterization, and apply this gently, and don't make it too thick or too thin, and fill the indentation of the instrument whose shape is like this:
Sia la extramitat de lu conquavitat en la qual sia pausada la medicina ayssi cum la conquavitat de culher de ray, e pausa le strument am la medicina sobre la vula, e·l malaute jagua sobre le sieu latz per so que corro saliva o musellage de la boca de aquel per la intrinscequa medicina, per so que no deyssenda de aquela deguna causa sobre le golayro de lu e que ledesca aquel.	The end of the instrument that holds the medicine should be concave like a spoon, and place the instrument with the medicine on the wound, and have the patient lie on their side so that saliva or mucus from their mouth does not fall from the intrinsic medicine, to prevent any harm to their throat and to protect them.
E aprop te la tua ma am la medicina, e exprem aquela sobre la uvula per l’espazi de miega hora entro que vegas aquela esser denegrada e sedada per la mordicacio de la medicina.	And then apply your hand to the medicine, extract it from the wound, continuing until the space is filled and the medicine is weakened and calmed by its bite.
E si vols, prengues coto e envolopes aquel sobre la extremitat del ray, e submergeys le coto en la medicina, e entrometas le ray am le coto en una canula de sobre entro que·l coto adheresca en aquela canula, e fay aquo tantas vetz entro que consiegues aquo que vols de la cauterizacio de la uva, e aprop leyssa aquela quar ela se seccara e cayra aprop tres dias o quatre.	And if you wish, take care and wrap that around the end of the ray, submerge the bandage in the medicine, insert the ray into the bandage in a tube from above until the bandage adheres to that tube, and do this as many times as you achieve what you want from the cauterization of the wound, then let it dry so that it falls off after three or four days.
E si indigeysses que iteras la medicina, itera aquela, e aprop la cauterizacio abstergeys en le circuit de la uva am coto enbegut en boder, e mondifica am aquel aquo que es en le circuit de lu de la medicina, e sia lavat am aygua frega, e sia curat deforo am embrocacio, e dedintz am guarguarismes entro que sia sanat.	And if you need to repeat the medicine, do so, then using a cauterization tool with a bandage soaked in the medicine, absorb it into the wound's circuit, purify that which is in the circuit of its medicine with water and soap, and cure it from the outside with embrocation, and internally with remedies until it is healed.
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	And this specific type of treatment is more effective than incision and free from fear.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	Sometimes the ulcer is cured with something more subtle than cautery or incision, and this is done through fumigation in this manner: take calament, hyssop, origan, rue, Arabic cloves, chamomile, brodye, and similar herbs, and combine all those causes, or some of them, into a single mixture, and submerge them in wine; the mixture should be boiled; and there should be a hole in the middle of the mixture, over which a convex instrument made of silver or bronze is placed.
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	And the instrument should be inserted into the patient's throat until the vapor rises to the ulcer, and the ulcer becomes heavily clouded.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	And then repeat this process with those spots that have dried, but be careful not to perform this treatment during the onset of abscesses, as you would apply too much pressure to the abscess, and it is important for you to first diagnose the abscess by cauterization.
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	If you do not have this instrument at hand, take a cane and create a point at the end of it with a hot stone, so that the mouth of the hernia is closed, as the point of the hot stone prevents the gas from escaping through the mouth.
E aquesta curacio es bona am salut.	And this treatment is good for health.
Capitol .xxxviii.	Chapter XXXVIII.
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	On extraction of spines and other substances adhering to the skin, and from other causes.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	You may observe substances adhering to the skin or spines from legs or any other cause.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	So then, after you have extracted what is apparent from these [substances], which you observe with your eye, since you press the tongue against the instrument in front of the light, it will allow you to be certain about what is in the mouth.
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	And what appears to be hidden in the throat, you must make the patient vomit before the food is digested in the stomach, for the strong cause annexed to the throat will be forgotten through vomiting; or let the patient swallow a piece of nap or chopped lettuce or a bite of dry bread; or take a piece of dried sea sponge, tie it firmly with thread, and make the patient swallow it, for when it reaches the place where there are spines and it is extracted, then it will be forgotten.
E mays pren una anguila e be am fiel liada, e sia dedintz mesa e soptament sia extrayta; o pren un porr e soptament le metas e soptament l’en tratz.	You can also take an eel and mix it with vinegar, put it in a pot and extract it carefully; or take a fig and carefully cut it open and extract its contents.
Mays si no so foro-getatz am aquelas causas las quals havem ditas, lahoras husa de un instrument de plom segon aquesta forma:	If these causes are not forgotten, use a lead instrument in this manner:
E sia pus gros que ray un petit, e en la extramitat de lu sia conquavitat la qual tu entrometas en la sua guola am facilitat.	It should be a thick but sharp small point, and at the end of it there is a concave part which you insert into the patient's mouth with ease.
E el aga le sieu cap elevat en sus, e guarda te que·l tocament del sieu os de la gola, per so que endevengua a lu cos e am aquela que enpellesca le os o la spina, o que aquel le metge am la sua ma.	And raise the patient's head in their bed, and be careful of handling their neck bone, so that they might catch hold of whatever pushes the bone or the spine, or what the doctor places his hand on.
Mays empero que·l malaute aquel entrometa es miels, per la sua sciencia del loc de la causa annexa e enpellisca en jos, e tira la sua ma am le instrument en sus, tot aquo segon la quantitat la qual es a lu preparada entro que sia foro-getada.	However, if the patient's condition is more severe, it is better, due to their knowledge of the location of the cause and its attachment, to push it down and apply the instrument with their hand on it, according to the quantity prepared for them, without delay.
Capitol .xxxix.	**Chapter .XXXIX.**
De extraccio de sancguisugua annexsa al golayro.	On the extraction of blood from the throat.
Quan es medicada sanguisugua am aquo que havem dit en la divisio de la curacio am medicinas e no comfereys, considera lahoras en le guolayro del malaute al solelh, pus que tu aias compremuda la lengua de lu am instrument le qual a tu havem recomtat.	When treating pharyngitis as mentioned earlier with medicinal herbs and not surgical intervention, consider the patient's throat under the sun, because you should inspect their tongue with the instrument you have recommended.
Donc si tu vezes la sancguisugua, extratz aquela am onci petit o am gesti subtils decentment.	Therefore, if you examine the blood flow, extract that tiny or subtly moving clot appropriately.
E si no es a tu possible estrayre am aquel, lahoras pren una canula concava e entromet aquela en lo guolayro del malaute, e aprop pausa en la concavitat de la canula un ferr ignit, e fay aquo tantas vetz (entro que la sancguisugua sia morta e se osta del guolayro) e abstengua se le malaute tot lo jorn de aygua.	If it is not possible to extract the clot, then take a concave needle and insert it into the wound of the patient, and then place a heated iron in the concave part of the needle, and do this several times (as long as the blood flow stops and drains from the wound) and apply cold compresses to the wound throughout the day.
E aprop prengua una veyria plena de aygua frega, e obra la boca de lu en aquela, e lava la boca am aquela; e no trasglucia de aquela alcuna causa e maugua l’aygua una hora aprop autra am la sua ma, quar la sancguisugua tantost cum sent l’aygua catz.	Then take a vessel filled with water, apply its mouth to the wound, and wash the wound with it; do not spill any of that water and repeat this process with fresh water every hour or so, as the blood will begin to absorb the water soon.
Mays si no es foro-getada am aquo que havem recomtat, lahoras subfumigua le malaute am cimetz o am assafetida per le instrument le qual havem recomtat en la sufumiguacio de uvula.	If we have not forgotten what we have recommended, then fumigate the patient's throat or use the instruments we have selected for the suffocation of the uvula.
Fay aquo, so en quar cayra.	Do this, so it falls in the right place.
E es un’autra manieyra de operacio en sufumiguacio de aquela, es que tu prenguas una ola en la qual sian carbos ignitz e la ola sia cuberta am una cobertora en le mieg de la qual sia un trauc, e sia compausat en aquel trauc la extremitat del instrument; e aprop dega desus la subfumigacio; e pause le malaute la sua boca en la extremitat de la canula, e claugua la sua boca per que la subfumiguacio no sia foro-getada entro que sapias que la subfumigacio es pervenguda a la sancguisugua, quar la sancguisugua tantost cayra.	And another way of operating in suffocation of that is that you take a cloth in which there are hot coals and the cloth is covered with a cover, in the middle of which is an opening, and the instrument's end is placed in that opening; then apply the subfumigation from above; and have the patient place his mouth at the end of the tube, and close his mouth so that the subfumigation is not expelled until you know that the subfumigation has reached the bloodstream, because the blood will eventually fall.
