Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Avicenna.
E es necessari a tu, deves la tua operacio que guardes am pervigil diligencia que en le huel no caia re de la medicina, e si la palpebre aprop alscus dias es mollificada e alcuna causa dels pels punh en le huel, lahoras itera la tua medicina sobre aquel loc le qual de la palpebre es mollificat, e propriamen ayssi quo as fayt al comensament, e aprop enaviro lu entro que sia sanat.	And it is necessary for you, in your operation, to maintain careful vigilance that no part of the medicine falls away, and if after several days the eyelid becomes softened due to some cause from the hair in the socket, then repeat your medicine on that place where the eyelid is softened, and indeed just as you did at the beginning, and surround it until it is healed.
E aquesta es la forma de fuelha de mirtra.	And this is the way of making an eye-drop.
E sapias que les huels dels homes son diversificatz segon la magnitut e la parvitat, e donc segon aquo es fayta la tua contraccio.	And you know that the eyes of men differ in size and shape, and therefore your treatment must be adjusted accordingly.
E no sira amaguada la via de rectetut ad aquel al qual es studi en aquesta art.	And let not the method of treatment be hidden from him who studies this art.
Capitol .xvii.	Chapter .xvii.
De cauterizacio de fistula que es en le lacrimal de l’huel.	On the cauterization of a fistula in the lacrimal duct of the eye.
Quan tu curas fistula am aquo que havem dit en las divisios de las malautias e no confereys la tua curacio, lahoras cove que tu cauterizas aquela segon aquesta manieyra: comanda al malaute que pause le cap sieu en le tieu se, e tengua le cap de lu alcun ministre entre las tieuas mas en tal manieyra que no sia maugut ni agitat am le sieu cap.	When you treat a fistula with the method we have described for the division of illnesses and your treatment does not work, be aware that when cauterizing it in this way: command the patient to rest their head on their side, and hold their head with some minister between their thighs in such a manner that it is neither damaged nor agitated by their own head.
E aprop pausa coto enfus en album de huou o en mucellage de ptilli sobre le huel de lu.	Then apply some warm compress or a paste of honey and grain meal to the eye of the patient.
E aprop igneys le cauteri del qual aquesta es la forma:	And shape the cautery as follows:
le qual sia conquau, ayssi cum es forma de cana o de pena de voltor, de la una extremitat am la qual es fayta lo cauteri.	which should be concave, shaped like a cane or a quill, from one end where the cautery is made.
E si voys, sia penetrant entro a la autra extremitat.	And if you look, they penetrate into the other extremity.
E si vols sia sort ayssi cum tenta.	And if you wish to get out, do so with caution.
Mays empero aquel que es concau es milhor a la tieua obra.	Yet he who is calm is better for the task at hand.
E aprop prem la fistula si es uberta, e tra de lu sania et exsicca aquela.	And press the fistula if it is open, and try to clean and dry that area.
E si no es uberta, lahoras obre aquela e extratz la poyredura de lu.	And if it is not open, then open it and extract the pus from that area.
E aprop pausa sobre lu le cauteri le qual sia be ignit, e te am aquel la tieua ma un petit deves le cauteri del huel a la partida del nas, per so que no erre la tua ma o le malaute sia enquietat, e lahoras pausa le cauteri en le grays del huel e corrompas aquel.	Then place over it a hot cautery, and with your hand protect the area from the heat of the cautery at the root of the nose, so that your hand or the patient's pain is not aggravated, and apply the cautery to the gray parts of the nose and burn that.
E donc si al comensament del tieu cauteri perve entro al os, bo es; e sino, lahoras itera le cauteri una veguada o dos, si mestiers era; e layssa aquel ayssi per tres jorns, e aprop pausa sobre aquel coto am boder e enviro lu am enguent exsiccatiu entro que sia sanat.	And therefore, if at the beginning of applying the cautery it penetrates into the bone, that is good; otherwise, repeat the cautery once or twice, as necessary, and leave it in place for three days, then apply a compress with a drying ointment until it heals.
Mays si eran passatz xi dias e no es sanat, lahoras pausa sobre lu medicina aguda corrosiva entro que l’os sia descubert e sia ras segon que conveneys en le sieu capitol.	If after passing ten days it is not healed, then return to using the sharp corrosive medicine until the bone is exposed and clean, as you have been taught in your chapter.
E es autra manieyra de cauteri de fistula la qual alscus primiers diysero: enten al loc de la fistula e fen aquela e aprop pausa en aquela fissura camaen subtil del qual es la forma de lu: E fon en aquela la quantitat de i unc de plom fundut; e te la tua ma am camaem am bona retencio, e no sia maugut le malaute per so que le plom fundut no pervengua al huel de aquel; e cove que pausas sobre le huel del malaute coto enfus en album de huou o en aygua, quar plom adhureys le loc de la fistula e sana aquela per sanacio meravilhora.	And there is another way of applying the cautery for a fistula: they first enter the place of the fistula and make it, then apply pressure to that small fissure from which it arises: and pour into it the amount of melted lead; hold your hand with good restraint so as not to harm the patient by reason that the melted lead does not reach the wound; cover what you have applied over the wound of the illness with white cloth or water, so that the lead adheres to the place of the fistula and heals it in a wonderful manner.
E si la fistula es sanada am aquo que havem dit del cauteri e de la curacio, bo es; e sino, lahoras es necessari aministrar trauc del nas e reduzir la fistula al cors del nas segon que vindra en son loc propri.	And if the fistula is healed with what we have said about cautery and treatment, it is good; otherwise, it will be necessary to administer medicine from the nose and return the fistula to its place in the nose as it should be.
Capitol .xviii.	**Chapter XVIII**
De cauterizacio de la fendedura des potz.	**On the Cauterization of the Hernia (Fistula)**
Motas veguadas accideysso fissuras en las labias, e majorment en las labias dels enfantz.	You may encounter various accidents that cause fistulas in the lips, especially in children's lips.
Donc cum tu curas aquelas fissuras am aquo que nos havem dit en las divisios e no aprofieyta la tua cura, lahoras igneys le cauteri petit cutellar segon aquesta forma que s’ensiec:	Therefore, if you treat those fistulas as we have said in the previous sections and do not take advantage of your treatment, then use a heated knife to make a small incision according to this form that I will show:
E sia la conquavitat de lu segon la subtilitat de cotella.	and the cavity of it according to the thinness of the knife.
Aprop pausa aquel init cuytadament en aquelas fissuras entro que·l cauteri pervengua al preon de las fissuras.	Place your hand carefully over those cracks so that the cautery reaches the depth of the cracks.
E aprop cura aquel am cerotz entro que sia sanat.	And then carefully remove that cold compress until the area is healed.
Capitol .xix.	**Chapter XIX**
De cauterizacio de fistula en la boca.	**On the Cauterization of Fistulas in the Mouth**
Quan en la razit de uvula o en le paladar o en las razitz de las dentz endeve apostema e aprop fa brac, e aprop es rompuda, e aprop es antiquada, e corr brac e es fayta fistula, e aprop tu curas aquela e no aprofieyta a curacio, lahoras cove que tu igniscas cauteri segon la quantitat que sia receubuda en la fistula, e aprop met aquel ignit en le trauc de la fistola, e te la tua ma entro que pervengua le ferr ignit al preon de lu, e al derier de lu fazen aysso una veguada o dos; e aprop cura aquel am aquo que nos havem dit de la curacio entro que sia sanat.	When in the case of uvula or palate fistulas, or those between the teeth, a breakdown occurs and an opening forms, and the proper treatment is not applied, you must ignite a cautery according to the extent of the fistula. Insert the burning instrument into the opening of the fistula, and with your hand, guide it until the hot tip reaches the depth of the wound; do this once or twice. Then apply the cold compress as previously described for healing.
E donc si la sania es abscindita e es sanat, bo es; e sino, lahoras es necessari de descubrir le loc e hostar le os corrumput segon que vindra en son capitol.	And thus, if the wound is clean and healed, it is good; otherwise, it becomes necessary to expose the location and remove the corrupted bone as will be discussed in its chapter.
Capitol .xx.	**Capitol XX:**
De cauterisacio de las dentz e de mollificacio de las angivas.	On the cauterization of teeth and the softening of arteries.
Quan las angivas son mollificadas per humiditat e las dentz son maugudas, e curas aquelas am medicinas e no confereys, lahoras pausa le cap del malaute en le tieu se, e aprop igneys le cauteri la forma del qual vindra aprop aysso, enayssi que tu pauses la quanula sobre la dent e entromet en aquela le cauteri ignit festinantment, e te la tieua ma un petit entro que·l malaute cente la calor del foc a la razit de la dent esser pervenguda.	When the arteries are softened by moisture and the teeth are decayed, and these conditions do not improve with medication, then place the patient's chin on their thigh, and shape the cautery so that when you place the flame over the tooth, it enters slightly, allowing the patient to feel the heat of the fire at the root of the tooth, which has been reached.
E aprop leva la tua ma, e aprop itera le cauteri alcunas veguadas segon que vols.	And then lift your hand, and repeat the application of the cautery several times as desired.
E aprop le malaute huompla la sua boca de aygua de sal e tengua aquela per una hora, e pueys stupa aquela, quar la dent mauguda es fermada e la gengiva mollificada es strenguda e la humiditat corrompuda es exsiccada.	Then make the patient gargle with salt water and hold it for an hour, after which stop it, because the decayed tooth is secured, the softened gums are tightened, and the corrupted moisture is dried out.
Capitol .xxi.	Chapter .xxi.
De cauterisacio de dolor de dent.	On the treatment of tooth pain.
Quan dolor de dent es per fregiditat, o en lu es freg o verm, o no comfereys la curacio am medicina, lahoras cauteri en aquela es segon dos manieyras: o cauteri am boder de vacas, o cauteri am foc.	When tooth pain is due to cold, or there is a sore or abscess, and the treatment with medicine does not help, then cauterize it in two ways: either with cow dung cautery or with fire cautery.
Cauteri am boder es que tu prenguas boder de vacas e bulhas aquel en culhe de ferr , e aprop pren coto e envolopa le sobre la extremitat de la tenta, e aprop enmergeys aquel am boder bulhit, e pausa aquel sobre la dent dolorosa festinantment entro que sia enfregidat.	Cautery with cow dung is to take cow dung and smash it into powder, then wrap the mixture over the base of the tooth with a cloth, immerse it in hot water, and place that on the aching tooth until it becomes numb.
E aprop itera aquela alcunas veguadas entro que la vertut del foc pervengua a la razit de la dentz.	And repeat this several times until the heat from the fire reaches the root of the tooth.
E si voys, submergeys lana o coto en le boder desus dit, e pausa aquel sobre la dent dolent, e pausa sobre aquel ferr ignit entro que·l ferr pervengua al preon de la conquavitat de la dent.	And if you see, dip a cloth or linen in the wound on that side, place it over the aching tooth, and place the heated iron on it until the iron reaches the depth of the tooth's cavity.
Mays empero la cauterizacio am foc es que tu atendas a la quannula de eram o de ferr, e sia en le cor de lu alcuna grocesa e la acuitat del foc no pervengua a la boca del malaute.	However, the use of fire for cauterization is to address the wound of iron or flame, and it should not be too harsh on the patient's body, nor should the intensity of the fire reach the mouth of the wound.
E aprop igneys le cauteri la forma del qual vindra, e pausa aquel sobre la dent e te la tua ma entro que·l cauteri sia enfregidat; e fay aquo alcunas veguadas quar la dolor sira remauguda o en aquel dia o en l’autre dia.	Then shape the cautery as needed, place it over the tooth, and rest your hand on it until the cautery cools down; do this several times because the pain may return either that day or the next.
E cove que per empressio de aquel cauteri que·l malaute umpla la sieua boca de bon boder e tengua aquel per una hora e aprop scupa le; e aquesta es la forma del cauteri.	And ensure that the patient opens their mouth wide and holds the cautery for about an hour, then spit it out; this is the shape of the cautery.
E cauteriza am qual que tu voys extremittat segon que a tu es possible.	And apply the cautery as you have seen fit according to what is possible for you.
E aquesta es la forma de la cannula:	And this is the shape of the cannula:
Capitol .xxii.	Chapter XXII.
De cauterizacio de extrophulos.	On the cauterization of extrophules.
Quan extrophulos so de flecma e de humors fregas e no so hobedientz a digistio per medicinas e tu voys la digistio de aquelas leugerament, lahoras tu igneys le cauteri conquau la forma del qual es aquesta seguen, havent dos extremitatz hubertas per que yesca le fum deves le cauteri per l’autra extremitat, e pausa aquel ignit sobre aquel apostema una veguada, e autre si indigeyses de aquel, entro que pervengua al preon del apostema.	When extrophules are filled with flecma and bad humors that are resistant to digestion due to medicines, and you wish to drain them slightly, apply the cautery according to their shape, having two wide extremities so that the smoke of the cautery reaches the other end. You should place the burning cautery on one spot, then another if further drainage is needed, until it reaches the point of the extrophule.
E si l’apostema es pauca, lahoras pausa le cauteri segon la quantitat del apostema, e aprop leyssa le per tres jorns e pausa sobre lu coto enfus en boder entro que sia remaugut aquo que·l foc ha comburit.	And if the extrophule is small, apply the cautery according to its size, then leave it for three days and place a compress over it, close to the edge, until it has healed completely from what the fire has burned.
E aprop cura aquel am enguent e tentas e draps entro que sia sanat.	And then apply that ointment and bandages until it heals.
E la forma de la cannula o deu cauteri a tal es comveyter.	And the shape of the catheter or the pointed cautery is used in such a way.
Capitol .xxiii.	**Chapter XXIII**
De cauterizacio de rauquiera de votz e de constriccio de ale.	On the cauterization of veins and the constriction of arteries.
Quan las humiditatz veno sobre le quanal del pulmo, e majorment quan aquo es am fregiditat de compleccio, lahoras cove que·l malaute sia evacuat al comensament am medicinas laxativas, e aprop cauteriza aquel deves la razit del golayro en le loc depremegut.	When humidity appears on the pleura of the lung, especially when it is chilled by a gathering of fluid, then one must evacuate that ill-health at once with laxative medicines, and apply cautery to that place where the pleura is affected.
E guarda te que no pervenguas am le cauteri al golayro ni no comburas de la codena de lu sino un pauc.	And be careful not to harm the pleura with the cautery or to inflame the patient's chest too much.
E cauteriza aquel am autra cauteri deves la junctura del col en le derier espondil de lu.	And cauterize that or another cautery on the joint of the neck at the last vertebra of the patient.
E·l cauteri de lu sia clavilh sego la maniera precedent.	The cautery of it is nailed in the manner previously described.
E aprop cura aquel am aquo que es precedit entro que sia sanat.	And then take care of that as described above until it is healed.
Capitol .xxiiii.	Chapter 23.
De cauterizacio de malautia del pulmo e de tos.	On cauterization for lung disease and cough.
Quan tos e malautia de pulmo so de humiditatz fregas e le malaute no ha febre ni tisic e es malautia antiqua, lahoras cauterisa aquel am dos cauteris sobre la furcula en les locz depremegutz leontz e buoytz; e am autra cauteri en le mieg loc del pietz entre dos mamillos; e sia le cauteri clavilh segon la forma precedent.	When cough and lung disease are caused by humidity, and the patient has no fever or phlegm, and it is an old illness, then cauterize as follows: make two points with cautery on the furcula at places where the lungs tremble and rise; and another point in the middle part of the foot between two mammary glands; and both cauteries are nailed as described above.
E si vols, sia la tua cauterizacio punctan am le cauteri que es apelat puncta, la forma del qual precedeys en la ponctacio de dolor de aurelhas.	And if you wish, your cauterization with pointed instruments should be the cautery called a point, whose shape precedes in the puncturing of the pain of ears.
E sian puntz entro cays ad aquels; e aprop cura aquel am aquo meteys que es precedit entro que sia sanat.	And there should be points within these; and then carefully tend to that as it is mentioned before for its cure.
E ya sia le cauteri haventz tres ramps quar cauterizacio es am aquel: am una veguada podes far tres cauteris segon aquesta forma:	And already the cautery has three prongs for cauterization to that extent: at one time, you can make three cauteries according to this form:
Capitol .xxv.	Chapter 25.
De cauterizacio de titillic que es le cap del ajutori.	On cauterization of the throat, which is the chief duty of the assistant.
Quan le cap del ajutori es dislocat per causa de humiditatz lubricas e no es fermat en la hora del sieu retornament deves la sua dislocacio entro que sia a lu aquo costuma de retornar, e aprop per un petit movement es deslocat ayssi que s’endeve, ayssi cum nos havem testificat, lahoras cove que primieyrament redusiscas la dislocacio, e aprop le malaute sia reversat sobre le sieu dos o sobre le latz sa; e aprop eleva la codena la qual es en la partida dedintz del citillic a las partidas desus am les ditz de la tua ma sinistra, si la junctura es dislocada a las partidas dedintz.	When the head of the assistant is dislocated due to slippery humidity and it does not stick in its return time, you should reduce its dislocation until it returns to normal, and then place the patient on their back or side; and raise the knee that was initially affected, inside the fold of the thigh towards the left, if the joint is dislocated inward.
E aprop igneys le cauteri havent dos caps; e aquesta es la forma de lu:	And then apply the cautery, which has two tips; this is its form:
E aprop cauteriza la codena entro que penetre aquela entro al autre latz; e vindra la figura de cauterizacio lahoras de iv caps cauteris.	And then apply the cautery to the vein while it penetrates into another part; and the figure of the cauterization will appear when using a cautery with four tips.
e so aquel subtils segon la quantitat de tenta; e aquesta es la forma de lu:	and so they are subtle according to the amount of effort; and this is its form:
E alcunas veguadas es ajustat segon aquest comte i per que son les cauteris .viii.	And in some cases, it is adjusted according to this rule and for these cauterizations. VIII.
E aprop pausa sobre le cauteri porys cuytz am sal, e aprop fay adherir le malaute a trenquilitat, e lo membre no sia maugut per alcun temps entro que sia confortat.	And then place the entire cautery on the affected part, and make the patient lie in tranquility, and do not move the limb for any duration until it is healed.
E si la dislocacio es a las partidas desus e tart es fayt aquo, lahoras cauteriza sobre le muscle am cauteri clavilh o am motz cauteris puntan, quar la junctura es confermada e la humiditat es romauguda e le malaute es sanat.	And if the dislocation is in the upper parts and it persists, then cauterization is done on the muscle using a hot cautery or pointed cold cautery, as the joint is stabilized, the humidity is released, and the pain is healed.
Capitol .xxvi.	Chapter .xxvi.
De cauterizacio del stomac.	About the cauterization of the stomach.
Quan veno en l’estomac freg e motas humiditatz entro que aquel extrazo de la sua compleccio e so multiplicatz raumases a lu, e si tu continuas las manieyras de curacio e no confereyso, lahoras cove que le malaute sia sobre le sieu dos ressupinat, e extenda las suas mas e las suas coysas, e aprop cauteriza aquel am tres cauteris: an un cauteri dejos le pietz per la quantitat d’un dit am cauteri clavilh, e am dos cauteris dejos del dos costatz del cauteri, entro que vengua la figura de cauteri triangulada; e elonga entre els que no sian ajustatz que faran poyredura.	When stomach pain occurs with humidity within that extents from its structure and multiplies the space, and if you continue with treatment methods without considering, then know that the illness will rest on his back, spreading to his limbs and organs, and cauterize those areas with three cautery marks: one leaving a mark on the foot about the size of a finger, and two others on each side of the cautery, forming a triangular figure; extend between those not properly aligned, which will cause putrefaction.
E si la profunditat del cauteri la quantitat de les dos terses de la grocesa de la codena.	And if the depth of the cautery is equal to two-thirds of the thickness of the skin.
E sia la figura del cauteri segon aquesta forma ses addicio, E si vols, cauteriza am gran cauteri en le mieg loc del estomac segon aquesta forma; et aquest sia un cauteri segon la forma de cercle segon aquesta forma:	And the shape of the cautery should be according to this form. And if you wish, cauterize with a larger cautery in the middle area of the stomach, also in the form shown; and this should be a circular cautery as well, according to the form depicted.
E sia cauterizat l’estomac punctan ad aquel que de aquest cauteri es spaventat: e es que tu senhes sobre l’estomac punt segon la quantitat que voles am tenta, e aprop cauteriza aquel am cauteri en les puntz; e aprop cura aquel am la curacio qu’es precedita entro que sia sanat.	And the stomach should be cauterized by puncturing it in such a way that this cautery does not frighten the patient: and you apply the cautery to the stomach according to the amount you wish to remove, and then cauterize those points; and then tend to the cure that was previously indicated until it is healed.
Capitol .xxvii.	Chapter 27.
De cauterizacio del fietge fret.	On the cauterization of the varicose vein.
Quan endeve en le fietge dolor per fregiditat o per humiditat o per grossa ventositat entro que de la sieua normal compleccio sia getat per egressio superflua, e es curat le malaute am aquo que havem dit e no comfereys, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e senhes am tenta tres cauteris segon aquesta forma et aquesta quantitat meteyssa sobre le fietge dejos dels ipocondres, la hon perve le decubit de home.	When pain in the vein ends due to cold, or moisture, or excessive wind, and it deviates from its normal course by overflowing, the disease is treated as we have said, not with compression, but by raising the affected part over the patient's head, and applying three cauterizations of this form and quantity to the vein below the hipbone, which promotes the decubitus position in men.
E sia l’espazi le qual es entre quascun cauteri segon la grossetut del dit, e sia le cauteri segon la longitut del cors dreyta.	And the space between each cautery should be according to their thickness, and the cauteries should be according to the length of the body on the right side.
E no compremas la tua am le cauteri mot.	And do not be afraid of the pointed cauteries.
E si la quantitat de aquo que es adhurit la quantitat de la maytat de la specitut de la codena, e no y sia pus ajustat; e si le malaute stant sobre les pes de lu; e si no es estant, lahoras sia jassent, le qual ja ha extendudas las suas coysas, e eleve les sieus brasses.	And if the amount of moisture absorbed by the cloth is equal to half the specific type of the wound, and it is not too tight; and if the patient's illness is concentrated on their feet; or if not, they should sit down, who has already extended their limbs and raised their arms.
E es aquesta la forma del cauteri:	And this is the form of the cautery:
E a tu es possible que cauterizes aquestz cauteris am cauteri cutellar, quan es am tu subtilitat e prudencia en l’art.	And with your skill and caution in the art, you can cauterize these cauteries with a cutting cautery.
E guarda te que trop no procesiscas en la cauterizacio, e sia adhurida la specitut de tota la codena per que sia adhurit tot le cors e pervengua entro als budels, quar la codena aqui es subtil; e sapias aquo.	And be careful not to overly burn in the cauterization, and focus the sight of all the doctors so that the whole body is cauterized and enters the intestines, for here the cautery is subtle; and know this.
Capitol .xxviii.	Chapter 28.
De perforacio de apostema del fietge am cauteri.	On the incision of an abscess in the leg with cautery.
Quan endeve excitura o apostema en le fietge e voles saber si aquel apostema es en le carn del fietge o en la tunica de lu, lahoras si es en la carn del fietge, le malaute atrobo gravitat e dolor ses acuitat.	When an abscess forms in the leg and you wish to know if it is within the flesh or on the outer tunic of the leg, if it is within the flesh, the disease takes on great gravity and the pain becomes acute.
E si es en la tunica del fietge, am la dolor es acuitat gran e vezes que ja afatiguatz les metges la cura de lu.	And if it is on the outer tunic of the leg, the pain is acute and often exhausts the doctors in treating it.
Donc cove que·l malaute sia enversat sobre la sieua cervit; e aprop senha le loc de l’apostema am tenta; e aprop igneys le cauteri le quel es asemblat a rag, la forma del qual a precedit en l’autra pagina.	Therefore, turn the patient over so that their back is facing you; then identify the location of the hernia; and apply the pointed cautery that resembles a rag, whose shape was previously described on the previous page.
E cauteriza am aquel i cauteri entro que tota la codena sia comborida, entro que pervengua al ciphac, entro qu’en yesca sania.	And cauterize with those cauteries until all the wound is closed, so that it reaches the deep tissue, and yet does not cause further damage.
E aprop cura aquel per curacio dels autres apostemas entro que sia sanat.	And likewise, take care of that one for the healing of the other hernias until they are all cured.
E no cove que de aquesta forma de cauteri use sino aquel del qual le estudi en l’art de medicina es prolonguat, e en las mas del qual motas malautias an conogut; mays aquest am esperiment alcunas veguadas sia ardit sobre aquesta operacio, mays empero leyssa aquela deves nos, e es miels.	And it should be known that this form of cautery should only be used with the one described in the study of medicine, and of all those mentioned, which have proven to cause harm; however, on some occasions, it can be daringly applied to this operation, but we must follow the rules laid down here, and it is better.
Capitol .xxix.	Chapter 29.
De cauterizacio de plauresi.	On the cauterization of pleurisy.
Diyssero les antics cauteri de las razitz de aristologia a plauresi frega segon aquesta manieyra esser fazedor, e es aquest que tu prenguas de las razitz de aristologia longa secca una razit pun longua que es trobada, e sia de la grossetut del dit.	They say that the ancient cauterization of pleurisy, according to this method, is done by taking a long, thin piece of steel from an old blade and making a point on one end, of appropriate thickness.
E aprop submergeys aquela en oli e eysen aquela al foc, e aprop cauteriza per un cauteri en aquel loc le qual es entre la continuacio de la furcula am le col; e am dos cauteris petitz dejos guidazi, un pauc declinans a la partida que es dejus la barba, e am dos cauteris en aquo que es declinant entre la quinta costa e la cizena, declinant un pauc a las partidas detras; e am autre cauteri en le mieg loc del pietz; et am autre sobre l’estomac, et am tres cauteris de las partidas detras; et am un cauteri en aquel loc le qual es entre las dos spallas, e am dos cauteris dels dos latz del pietz, dejos le cauteri le qual es entre doas spallas.	Then immerse those in oil and heat them over the fire, and cauterize with a hot iron at the site between the continuation of the furcula and the collarbone; place two small cauterizers below, slightly declining from the part where the beard is, and two cauterizers declining between the fifth rib and the breastbone, slightly declining towards the back parts; another cautery in the middle part of the foot; and another over the stomach, and three cauterizers at the back parts; and one cautery at the site between the two shoulders, and two cauterizers on each side of the foot, leaving the cautery between the two shoulders.
E no cove que compremas la tua ma am le cauteri, ans sia en le manifest de la codena en obra.	And do not cover your hand with the cautery, but hold it over the affected area in action.
E ja diyssero alscus antics que so alscus dels homes les quals uson de cauteri de ferr semblant a ray e igneysso aquel, e meto aquel en aquel loc le qual es entre las costas, entro que pervenguam am aquel ad aquel apostema e sia foragetada sania, ayssi cum havem dit en l’apostema del fietge.	And they also speak of other ancient practices where certain men use iron cauteries in the form of a ray and ignite it to burn that area, placing it in the space between the ribs, so as to reach that condition and create a healthy opening, as we have said regarding the hernia of the foot.
Mays en aquesta perforacio am cauteri no es ses temor, quar hu mor tantost ho accideys en le loc fistula a la qual no es sanacio.	One should not fear using cautery in this perforation, as it often happens in the fistulous location where healing does not occur.
Capitol .xxx.	It appears that the text you provided does not contain any meaningful content or a clear continuation of the medical treatise. The section marked ".xxx." is typically used to indicate an omission or a placeholder, and it does not offer a complete sentence or idea for translation. If you have additional lines from this treatise, please provide them, and I will be happy to assist with the translation.
De la cauterizacio de la melsa.	# **On Cauterization**
Quan tu curas la malautia de la melsa am aquo que havem dit de la curacio en la divisio e no confereys la tua curacio, lahoras cauteri en lu es segon tres manieras, las quals totas son dreyturieras, de las quals la una es que fassas tres cauteris o quatre linhan segon la longitut de la melsa segon la figura dels cauteris del fietge, la figura dels quals ha precedit.	When treating the malady of the foot with what we have mentioned about treatment in division and you do not apply your care, use cautery on it according to three methods, all of which are correct; one is that you make three or four incisions along the length of the foot according to the shape of the cauterization patterns on the leg.
E sia entre quascun cauteri la grossetut d’un dit o un pauc mes, e la manieyra del cauteri sia la manieyra la qual havem dita en le cauteri del fietge engualment.	And between each cautery, the thickness of a finger or a bit less, and the manner of the cautery is the same manner we mentioned in the cauterization patterns on the leg completely.
E no compremas la tua ma am le cauteri; e le malaute sia eves sobre lo sieu dos.	And do not apply your hand with the cautery; the malady is in its worst state on both feet.
E es autra manieyra de cauterizar, so es que tu igniscas le cauteri haventz dos vertimentz, la qual causa havem dita en le capitol de dislocacio del muscle, e elava la codena la qual es en le endreyt de la melsa la hon perve le jazer del malaute sinistre.	There is another way to cauterize, which is that you ignite the cautery having two points, which causes us to speak in the chapter about the dislocation of the muscle, and lifts the chain which is on the right side of the foot where the pain lies on the left side.
E sia la tua elevacio am la qual elevas la codena segon la longuesa del cors, per que sian faytz cauteris segon la latitut del cos.	And let your elevation, by which you raise the spine according to the length of the body, be such that cauterizations are made according to the extent of the affected area.
E aprop entromet les dos vernimentz, ignitz mot, en aquel entro que am aquels penetres la codena de la autra part.	Then carefully insert two wooden splints, heated with fire, into the space where the spine penetrates from the other side.
E aprop extrayt le cauteri; e donc son faytz quatre cauteris.	Then remove the cauterizations; and thus, four cauterizations are made.
E si voys, cauteriza am cauteri havent tres vernimentz.	And if you see, cauterize with a cautery having three wooden splints.
E aprop tu cura le cauteri pus que aia laysat de getar brac per trops jorns, quar mays es comferent que las autras causas precedentz en la curacio.	Then carefully remove the cauterizations after they have stopped bleeding, as it is more effective than other treatments in the healing process.
Capitol .xxxi.	Chapter XXXI.
De cauterizacio de ydropici.	On cauterization of hydrops.
Cauteri no catz en ydropici sino en alcinte3 propriament.	Cauterization should not be applied to hydrops but directly to the affected area.
Quan tu curas le ydropic am las manieyras de curacio las quals havem ditas en la divisio e no confereys la tua curacio, lahoras cove que aquel cauterizes am quatre cauteris en le cercuit del embelic e am un cauteri sobre l’estomac, e am autre cauteri sobre le fietge, e am autre cauteri sobre la melsa, e am dos cauteris entre les spondils del dos, e un cauteri en lo dreyt del pietz, e am autre cauteri sobre l’estomac.	When treating hydrops, if the methods mentioned in the previous division do not help, you should apply four cauterizations around the affected area, and one cautery on the stomach, another on the thigh, another on the groin, two cauterizations between the spinal bones, a cautery on the right side of the foot, and another cautery on the stomach.
E la quantitat de la profunditat del cauteri sia propdana a la spicitut de la codena.	And the depth of the cauterization should be tailored to the severity of the condition.
E aprop layssa le cauteri ubert per so que gete brac per lonc temps.	And apply the cautery gently, so as not to cause prolonged pain.
E no evacuas le malaute de curacio aprop le cauteri am aquo que cove per que sian agreguadas a lu doas entencios, e sira festinada a lu am ajutori sanacio.	And do not evacuate the hernia from treatment until the cautery is applied over it so that two intentions are added to it, and it will be celebrated with aid of healing.
La forma del cauteri am lo qual es cauterizat lo ventre sia clavilh segon que la forma de aquel es desus precedent, e es aquel am le qual es cauterizat le dos sia olivar segon qu’es precedent a la sua forma.	The form of the cautery with which the abdomen is cauterized should be according to the shape of that one which is used for the chest, and it is that which is called an olive in accordance with its previous form.
Capitol .xxxii.	Chapter XXXII.
De cauterizacio de pes e de las coyssas.	On cauterization of the feet and other parts.
Quan les pes so apostematz en ydropitz e so repletz de aygua sitrina, cove que cauterisas les pes sobre le dos del pe in nocrati aquo que es entre le auricular e le anular, e eleva la tua ma am le cauteri e no torses aquel; e aprop eleva la tua ma, e no retornes aquela de tot, quar l’aygua satrina rezuda.	When the feet are immersed in cold water and become filled with water, cauterize the feet on the top of the foot between the big toe and the little finger, and do not touch that spot; then lift your hand with the cautery and do not twist it, and lift your hand again, and do not return to that place until all the cold water has drained.
Es le cauteri segon aquesta forma: E aprop fay sobre las doas coyssas dos cauteris, e en quascuna coysa sia feyt cauteri am la extremitat del cauteri cutellar.	It is the cautery in this form: Then make two cuts on both thighs and make a hot cautery at the end of each cutting tool.
E sia le cauteri segon la longitut de la coyssa: i dejos le denolh e l’autre jos le mieg loc de la coyssa; e sobre quascuna coyssa dos cauteris.	And the cautery should be according to the length of the thigh: one should leave it on the outside and the other at the middle of the thigh; and over each thigh, make two cauteries.
E layssa la plagua uberta ses curacio per lonc temps per so que alcuna aygua resuda de lu.	And leave the wound open for a long time so that no water remains in it.
E aprop cura le am aquelas causas las quals havem ditas.	Then take care of those causes that we have mentioned.
Capitol .xxxiii.	Chapter .xxxiii. (Note: "xxxiii" indicates the chapter number, and there is no text following it in your prompt, so I cannot provide a translation without further context.)
De cauterizacio de cos de ventre.	Regarding the cauterization of abdominal parts.
