#To be cleaned - This text, despite the prompt to not include any comments/summaries/conversation, has several lines of such content.

Prologue	"When chronic pain comes in the whole head and lasts a long time,"
Et se tu vues, si le cauterize au cautere dou cercle que nos avons devant dit en la dislocation de la hainche; mais fai en teil maniere que li cercles conteigne toute la hainche, et tous li espés dou keur soit ars. Et c’est li maniere c’on fait en sciatique, quant li dolor tient en la hainche, et ne parvient mie jusc’a la cuisse ne jusc’a la jambe. Et s’ele vient jusc’a la cuisse et la jambe, se li fai .ij. cauteres lai ou li malaides dit que li dolor li tient, et .i. cautere desus la cheville .iiij. dois, a la partie senestre un poc; et soit li cauteres cutellaire, et soit arse li espesseté dou keur; et se li malaides sent que li dolor s’estende jusc’a dois dou piet ou pres d’enqui, se le cauterize la ou il sent la dolor .iij. poins ou .iiij. au cautere qui est apelez «poins». Et se mestiers est, se li en fai plus; et se il seit que li dolor soit desoz le genoil vers la cuisse, se li fais cautere au cautere cutellaire ou circulaire, et te done bien garde en tous tes cauteres que tu n’i lassier mie tant le cautere que tu brules les ners et les grans arteres, et que tu ne faices au malaide plus grant nuisance et contraction. ¶ Et je meisme ai veus plusors qui ont fait cautere sus la cheville dou piet, et li lasserent tant que li jambe fut toute enflee, et li piez ausi, et fut perciez et corrumpus toz li piez. Aprés une solution de ventre dont il ot la mort. Et se li dolors est en .ij. parties ensamble, fai cautere en l’une et en l’autre, selonc ceste maniere. // Et li saige dirent en la cautere de la hainche, de coi ci est li maniere, fai .i. tel fer et soit au chief ausi gros com uns nauvillon de dacte, ou un poc moins, et soit par entrechetres et soit des l’un entrechetres jusc’a l’autre d’espaice la quantiteit d’un nou de poce; et soient li entrechetres aovers de .ij. pars, et soient aussi comme noez, et i ait .i. mainche de fer bien fait; et c’est li forme:	And if you see that it is cauterized with the circular cautery as we have said before in the dislocation of the thigh; but do it this way so that all the thigh is included within the circle, and every part of the knee is heated. This is how it's done for sciatica when pain stays only in the thigh and doesn't reach to the calf or leg. And if it reaches up to the calf and leg, you should make two cauterizations at where the illness says that the pain is staying, and one above the ankle bone about four fingers away; and have these be cutaneous cauterizations, and heat the thickness of the skin; and if the illness feels that the pain has spread up to around knee or nearly there, you should cauterize wherever it feels the pain three points or four at the cautery called 'points'. And if necessary, you can do more. And if it appears that the pain is from the groin towards the thigh, then make a cutaneous or circular cautery and take great care in all your cauterizations so that neither the heat of the cautery nor burning nerves and major arteries causes greater harm or constriction to the illness. // And myself have seen many who made a cautery on the ankle bone at the knee joint, and let it burn severely that the leg was swollen entirely, and the feet as well, and they were pierced and putrefied all the feet. Afterward there came on an abdominal solution from which they died. And if the pains are in two parts together, do cautery in one and the other, according to this way. // And the wise said about the thigh cautery, that's how it is done: make a single rod like so with iron at its head as thick as a finger or slightly less, or just above it; have these be staggered rods with an interval between each of one 'pearl' size; and have them cross over in two parts, and they should also resemble knots, and there should be a well-made iron rod; this is the shape:
Et soit eschaufez tant qu’il soit toz rouges et giete senteles, et puis le mette on sus la boiste de la hainche malaide, et soit tornez sus lou sain costeit; et lou cauterize une fois .i. cautere reont et lou laisse .iij. jors; et puis fai emplaustre de burre, et laisse la plaie aoverte lonc tens; aprés la cure d’oignement tant qu’il soit sanez. Albucasim dit que nos usons poc de cest cautere por la paor de son regart, et se voions poc qui en usent; et toutevoie ceu est des boins cauteres, qui le puet soffrir, et lai ou il s’afiert. ¶ Li cauteres de medicine ardant si est que tu faices .i. estrument a entrechetres en coi dessende li marge de la porte, et soit d’arain ou de fer a une paroit longe, et en la hautece ait .ij. nous, et ait entre chaicun la quantiteit de la groissece d’un doi; et soient overt defuer et desus, et se joignent ensamble selonc ceste forme:	And let them be heated until they are completely red and release an odor, then place them on the buttock area, and turn it onto the healthy side. And apply the cautery tool once using one instrument for two applications, and leave it for three days; then make a plaster from butter, and keep the wound open for as long as possible. After the ointment cure until it's well healed. Albucasim says that we use very little of this cautery according to his judgment, and few people actually use it; however, it is still considered one of the best cauterizers, which can be tolerated. The burning medicine tools consist of making two instruments from crossed pieces with their margins touching, made of iron or copper, each having a length of approximately an inch, and set at equal height with each piece spaced by the width of a coin; they should be heated thoroughly inside and out, then joined together according to this form:
Aprés met sus la boiste de la hainche au malaide gisant sor suin costeit sain, et apresse ta main mout sus la boiste de la hainche; aprés giete entre les .ij. cercles de l’awe chaude qui soit chaufee au feu .i. poc, et li laisse une houre dou tens, et soffre li malaides la chalor et l’arsure de li. Car il i trueve mordication ausi com de feu; et quant li mordications iert passee, se lieve ta main avec l’estrument et leve la hainche d’awe douce, et laisse ensi .iij. jors, et met sus burre tant que ceu qui est noir de l’eschaudure soit osteit; et lou laisse .iij. jors que porriture en istrait; et ceu serait li derriene aide aprés le cure d’oignemens tant qu’il soit sanez. ¶ Et se li dolor s’est estendue jusc’a la cuisse ou jusc’a la jambe, se li fai .i. estrument que teigne awe selonc ceu que tu as fait en la hainche igaument; et c’est li maniere de l’awe chaude, et je l’ai escripte ou traitier de la rectification de medicine. ¶ Pren alcali et chaulz vive, autant de l’une com de l’autre, et les broie ensamble, et les met en .i. nuef pot. ou il ait .i. petit pertuis defuer se que li pointe d’un raisor i puisse entreir; et met desor celui pot .i. autre pot bien plombeit, et met sus alcali et chalz et awe douce sus, tant qu’il en i ait .i. doi desus les poudres cant tu l’avras bien preingte a ta main; et le laisse ensi tant qu’il en dessende awe ague et chiece ou pot plombeit, puis pren toute cele awe, et la giete sus chalz et sus alcali si com devant. Et lors si sera mout ague et est aministree en mou d’ovraiges de medicine et en cauteres d’autres membres Car elle fait auteil oevre com feus, et si a autres medicines dont on cauterize bien la hainche ensi com tesisie et miel anacardi et chalz avec savon, toutes ces choses mellees ensamble. Et Galiens nos raconte une cure dont uns hons fut curez de la dolor de la hainche et de la voine sciatique, et lou loe mout, et dit que on n’i fist autre cure, et qu’il en fut sanez a une soule fois quant on ot fait ceste cure, et il se fut baigniez si com il l’enseigne ci aprés. ¶ Et dist en teil maniere que tu preignes dou litargire vert fres et sec, et le broie mout avec .i. poc de graisse, et met sus la hainche et sus la cuisse et sus la jambe ou la dolor tient, et la lie; et li laisse .iij. houres et par la quantiteit que li malaides ne sente plus l’arsure. Et puis le fai entrer ou bain tant que li cors li soit un poc arousez, et lou fai entrer ou lit, et li dolor s’en ira toute et sera sanez. Et saiches que nuls ne doit user de cautere de telz medicines, se ceu n’est aprés l’evacuation de cors. ¶ Et Dyascorides dist que quant li voine sciatique est cauterizee de fiens de chievre, si i aide mout; et doit estre fais li cauteres en teil maniere. Prenez lainne et la beurez d’oile vielz, et metez sus la fossete qui est entre le pouce dou piez et l’autre qui est apelez foscile. Aprés pren fiens de chievre sec, et l’empren a feu tant qu’il soit charbons, et lou met sus la laine, et le laisse tant qu’il soit estains; et refai encor ensi, et ne cesser de faire ensi tant que tu penses par sens qu’il viegne jusc’a la hainche, et que li dolor soit cessee; et cist manieres de cautere est apelez «cautere de chievre».	After that, place the buttock area on the healthy side while holding your hand close to it. Then pour between two hot circles heated in a fire for one minute each, and leave this for an hour continuously. Allow the patient to endure the heat and burning sensation of this. For as much as it feels like it's being eaten by fire; when this morsification is over, lift your hand together with the instrument gently, raise the buttock slowly from beneath, and keep this way for three days, and apply butter until only the blackness of the scab remains, then leave it for another three days so that pus starts forming. This would be the final aid after ointment cure until it's well healed.
	And thus ends the treatment for chronic head pain lasting a long time.
	"When chronic pain comes in the whole head and lasts a long time"
de la dolor dou dos	"When chronic pain affects the entire head and persists for a long duration."
Quant dolor vient au dos, ou par cheoir ou de percussion ou par trop grant evacuation, ou par semblans de matiere espandue froide, a nule de ces semblances ne vaut cauteres, fuer que a celi qui vient de infusion de froide matiere. Il covient c’aprés ceu que li malaides est voidiez de pilules fetides ou d’autres semblans, que on li faice sus lou dos, lai ou li dolor tient, trois lignes signies d’enche, et en chescune ligne .v. cauteres ou plus selonc la vertut et la quantiteit que li malaides puet soffrir; et soit fait li cauteres selonc le cautere qui est apelez «poins»; et se tu vues, fai .iij. cauteres ou .iiij. au cautere clavile moien selonc ceste forme:	"If pain affects the back through falling, striking or too much evacuation, or due to resemblance of cold matter spread out, none of these resemblances is suitable for cauterization if it comes from an infusion of cold matter. It's necessary in this case that after the ailments have been voided by pills or other resemblances, they be applied on the back, where the pain resides, three lines marked with "enche", and in each line a number of cauterizations according to their effectiveness and quantity which the ailment can bear; and the cauterization is done using the cauterization named "poins". And if you see fit, do 3 or 4 cauterizations at the middle cauterization form according to this shape:
Maintes fois vient ceste maladie as petis enfans, et li signes de l’encomencement si est qu’il ont estroite alainne quant il se lievent, et paor; et tu trueves en la derriene espinee dou dos et en nous l’apparance qui vient sus les autres espinees. ¶ Quant tu vois ceu et tu le vues curer, si le cauterize au cautere de celcle selonc ceste forme.	"Many times this disease affects small children, and the signs of its beginning are that they suddenly become weak when standing or walking; and you find in the last spinal nerve at the back and on us the appearance which comes over the other nerves. And when you see this and you see it being cured, if you cauterize using the middle cauterization form according to this shape:
Si que li cautere porpreigne chescune partie de l’espinee egaument. Et se tu vues, si cauterize entor l’espinee au cautere poignant .ij. lignes ou .iij., et soient li poins pres l’uns de l’autre. Aprés cure le leu tant qu’il soit sanez selonc ceu que nos avons dit, et warde que tu n’amenistrer cautere en gilbositeit qui soit en spame de nerf.	"Make the cauterization over each part of the spine equally. And when you see fit, if you cauterize near the spine using the penetrating cauterization for two or three lines, and place the 'poins' close to each other. After the cure until it is well according to what we have said, and beware that you do not use a cauterizer in an area of weakness that is in proximity to a nerve."
	When chronic pain comes in the whole head and lasts a long time, the patient should use salves and pills called "cochie", and purgatives for the head and oils and plasters; and if the cautery we mentioned before is applied and it does not work.
de la dolor des jointes	The pain in the joints
Quant dolor de jointes sunt de moistors que sont espandues a chaicun membre dou cors, et quant dolor vient em piez, que li mire apelent «podagre» proprement, et quant elle est de froide cause et cures de medicines ne la puent curer, si est curez par cauteres en teil maniere: fai li mout de cauteres entor la jointure dou piet, et soit li cauteres olivaire selonc ceste forme:	The pain in the joints is due to moisture that spreads throughout each member of the body. When pain occurs in the feet, they are called 'gout' properly, and when it's caused by cold and requires medicine, it can be cured with such medicines alone. If it cannot be cured by medicines, it should be treated through cauteries like this: make the cautery near the joint of the foot, and apply olive oil according to this form:
Et s’il i a besoigne que tu poignes sus la faice dou piet, se li fai cautere a tot le cautere c’on claime «point». Et se les dolors viegnent jusc’a genous et as autres jointures, et ceu avient maintes fois, se li fai cautere sus chaicun genoil .iij. cauteres ou .iiij. de chescunne partie, a tout le cautere olivaire; et se tu as mestier de plus, si en fai plus, mais n’i tenir mie ta main fuers que tant que li espés dou keur soit ars. ¶ Et se les dolors dessendent jusc’a genoil et au dos, se li aministre le cautere que nos avons dit en son chapistre. ¶ Et se les dolors sunt as mains, si fai poins entor le foscile .ij. lignes; et s’il remaint point de dolor as dois, si fai poins sus chescune jointe et sus lou poil de la main; et se les dolors vienent jusc’as coutes ou jusc’as espaules, si cauterize chescune partie, et fai boin governement au malaide et penre medicines. Car se tu li fais boin governement et tu purges fleume, si sera saneis a l’aide de Deu.	And if there's need that you touch on the thigh of the foot, if you apply cautery throughout the entire cautery which we claim as 'point'. And if pains come up to knees and other joints, and this happens many times, if you apply cautery on each knee .iij. cauteries or .iiij. from each part, with olive oil throughout; and if you need more, do more, but don't let your hand leave until the heat of the cure is gone. ¶ And if pains descend up to knees and back, give them the cautery that we said in its chapter. ¶ And if the pains are in hands, if you make points between the fold .ij. lines; and if there's no pain left on the necks, if you apply points on each joint and on the hair of the hand; and if pains come up to elbows or up to shoulders, cauterize each part, and take good care with the sick and give medicines. Because if you give him good care and purge phlegm, he will be well with God's help.
	When chronic pain comes in the whole head and lasts a long time, the patient should use salves and pills called "cochie", and purgatives for the head and oils and plasters; and if the cautery we mentioned before is applied and it does not work.
	If pain that spreads across the whole head chronically and persists for a lengthy duration befalls an individual, then the treatment recommended consists of employing balm substances and medication known as "cochie", in addition to cleansing remedies for the head region, oils, and poultices; should prior mention of cauterization fail to produce results when applied.
de la routure dou syfac	From the rupture of the kidney
Quant routure vient en angres, et li bouelz dessendent as coions et c’est novelement, si covient que quant tu lou vues curer, qu’il ne menjuce mie celui jor; et qu’il use choses qui laichent lou ventre, si que li fiens dessende de son ventre; aprés le fai seoir sus son dos entre tes mains, et li comande qu’il teigne son alaine tant que li boueil soient repairiet, et les ramoinne a tes dois, et seigne d’enche desoz la routure sus l’os dou poignil, et a tout un signe que soit semblans a la moitiet d’un cercle a desus dou cors; puis eschaufe le cautere de coi ci est li forme:	When pain comes in the stomach and causes the intestines to descend into the groin, if it is just beginning, it is necessary that when you cure your eyes, do not make him eat anything at noon; and use things that relieve the belly, so that the wind descends from his belly; after make him sit on his back between your hands, and command him to pinch his waist until the intestines are repaired, and bring them to your fingers, and touch the place of rupture over the bone of the elbow, and make a sign that resembles half a circle above the chest; then heat up the cautery as it is formed:
tant qu’il soit blans et qu’il giete senteles. Puis ramoine les bouels a lor leu; et li ministres teigne sa main sus qu’il ne retornent arrier; et oevre bien les cuisses au malaide, et met desoz lui .i. cussin et .i. serjant sus les cuisses, et .i. autre sus lou pis qui li teigne les mains; puis met le cautere sus lou signe a tout ta main, et lou tien droit et lou tien tant que tu ateignes l’os, et se tu ne l’ateins la premiere fois, si le rencomence encor une autre tant que tu viegnes jusc’a l’os; et te warde subtilment que li boueil ne saille quant tu fais lou cautere; que tu ne le brulasses; et que par ceu li malaides ne muere, ou autre malz. Et saiches que quant tu ne viens jusc’a l’os au cautere, tes ovraiges ne vaut rien. Et covient que li cauteres des enfans soit subtilz selonc la mesure d’ous, et des grans gens aussi grans selonc lor mesure; aprés .iij. jors cure lou leu dou cautere de burre tant que li eschaudure soit ostee; aprés le cure d’autres oignemens tant qu’il soit sanez, et gise li malaides .xl. jors sus son dos tant que li plaie soit bien soudee; et covient que ses norrissemens soit lassatis longement, si que li boueil ne saillent quant il se preigdra d’aler en chambres. Et aprés .xl. jors, quant il se voudra lever, se li amenistre une faixe bien faite, et la porse .xl. autres jors; et ait boin repos, qu’il se travaille poc et se warde de trop grant repletion de boivre et de mengier, et de trop haut braire; et quant il fait cest enseignement si est sanez entierement. Et je dirai ci aprés la cure de taillier en son chapistre.	Until it is white and they produce farts. Then pinch the bowels to their level; and the servants cut his hand so that they don't turn back; and work well on the thighs, and place one cloth and one sergeant under the thighs, and another under the buttocks which touches the hands; then put the cautery on your sign with both of your hands, and yours straight and yours until you touch the bone, and if you can't reach it the first time, try again several times until you reach the bone; and be careful not to let the intestines come out when you do the cautery; that you don't burn them; and that because this affects the servants or other illnesses. And know that when you don't reach the bone with the cautery, your work is worth nothing. And it's necessary that the children's cauteries be subtle according to their size, and so for adults as large according to their measurement; after three days cure the level of the cautery with butter until the scab comes off; after this cure other ointments until he feels well, and rest him forty days on his back so that the wound heals well; and it's necessary that his exercises are long enough, so that the intestines don't come out when he wants to get up. And after forty days, when he wants to stand up, a well-made bandage must be given to him, and this for another forty days; and have good rest, let him work little and avoid overeating too much food and drinking too high; and when he follows this teaching is entirely healed. And I will tell you after the treatment of tailoring in his chapter.
	When chronic pain comes in the whole head and lasts a long time, the patient should use salves and pills called "cochie", and purgatives for the head and oils and plasters; and if the cautery we mentioned before is applied and it does not work.

de la routure dou ventre	Translation:
Quant routures vienent en autres ventres et sont connisans, et tu vues qu’elles ne croissent plus, se li fai .j. cautere dou cautere reont selonc sa quantiteit, et soit ars li tiers dou keur; aprés le cure selonc ceu que nos avons dit; et aucun des anciens ont dit c’on le doit cauterizer au cautere a .iij. angles selonc ceste forme:	Translation:
mais signe premier le leu d’enche et fai une ligne per la largesce desus la routure, et une autre defuers, et main ta main emmi a tout le cautere clavile. Mais li premiers cauteres est plus legiers et muedres.	Translation:
	When chronic pain comes in the whole head and lasts a long time, the patient should use salves and pills called "cochie", and purgatives for the head and oils and plasters; and if the cautery we mentioned before is applied and it does not work.
	When chronic headache persists over a long duration, the afflicted individual should apply remedies in the form of ointments and tablets known as "cochie", along with head-inducing purgatives, oils, and plasters; and if the cautery method we previously discussed is utilized without effect.
de dolor anciene en aucun membre	of old pain in any limb
Quant dolor vient en aucun membre, ou de cheoir ou de ferir, et cele dolor tient lonc tens, et li cure de medicine n’i vaut, adonc covient qu’il soit cauterizeis au cautere qui est apelez «poins», et soit li cauteres selonc la longesce dou membre et la petitece et sa foibleteit et sa vertut et sa location de torcions et de sa dolor. s’il est sanez dou premier cautere, c’est bien; se ceu nom, recomence .i. autre cautere sus celui, car teilz costume est qu’il se doit muer au membre que li est prochiens, por coi il covient que tu faices les cauteres tant que li malaides soit saneis.	When pain comes in any limb, whether due to dislocation or injury, and this pain lasts for a long time, and if medicine does not prove efficacious in treating it, then it is necessary that the person be cauterized with the cautery which is called "poins", and the cauterizations should be done according to the length of the limb and its smallness and weakness and its utility and location, as well as the nature of its pain. If this is cured by the first cauterization, it is well; if not, administer another cauterization above that one, for this custom is that it must occur near the limb which is closest, because you should perform the cauterizations until the disease is cured.
	When pain strikes any part of the body, whether due to dislocation or injury, and if this pain persists over a long duration without remedy from medicine, then it's advisable for the person to undergo cautery using the instrument known as "poins". The application of the cautery should follow anatomical considerations related to the affected limb's size, weakness, utility, location, and characteristics of the pain. If the first treatment with cautery is effective, that's ideal; otherwise, administering another round of cautery above the initial one is recommended, as it ought to be close enough to target the limb most proximate to the source of discomfort.
	"When chronic pain comes in the whole head and lasts a long time"
de meselerie	"When chronic pain comes throughout the entire head and persists for a long duration."
Li meseil sont aidiet aucune fois par cautere par grant aide, et meismement li maladie que vient de la putrefaction de fleume et de melancolie. Cant tu la vues cauterizer, pren warde se li maladie est au comencement, et s’ele est curee selonc ceu que nos avons dit en la division, et ne dessent ne ne demoure, et tu doutes que li corruption ne porpreigne tout le malaide, adonques li fai .v. cauteres sus lou chief: .i. emmi le chief a nouf, et l’autre vers lou front a la fin des chevous; et .ij. sus les .ij. cornes, et .i. derrierre sus le haiterel; et i laise tant ta main que li cauteres viegne jusc’a l’os, et tant que les escorces en issent fors si que les vapors des grosses humors s’en puissent issir; et le cauterize sus la mice selonc ce qu’il est devant. Et se li meselerie est partout esparse; et elle pert manifestement, si covient que tu lou cauterizes de ces cauteres que nos avons dit ou chief, et .i. cautere en som lou neis, et .ij. cauteres sus l’espinee dou col, et .vj. cauteres sus l’espinee dou dos, et .i. grant sus la crupie et .i. autre delez, et .ij. sus les .ij. espaules; et .ij. sus les coutes, et .ij. sus les tendrons dou pis, et .i. sus chascune jointe des mains et des piez, et sus les fosses des mains; et te warde des ners que sunt sus lou derrien calcant, que tu ne les bruler; et aucune fois fait om cautere sus l’os dou poignil, et .i. autre sus l’os de l’estomac, et .i. autre sus lou foie. Et saiches que quant plus i fais de cautere, plus li fais d’aide, et mues li profite; et saiches que li malaides ne sent point de dolor au cautere si com li sain le sentent, por ce que li cors est ja toz corrumpus. Et covient ke li cautere soient grant et petit selonc les membres et les jointures, selonc ceu que vos lou troverez en manieres des fers. Aprés cure lou leu de farine de veces avec miel et autres cures tant qu’il soit saneis.	"When remedies are used once by cautery by great aid, and indeed the disease that comes from the putrefaction of blood and melancholy. If you see it being cauterized, take care when the illness is at its beginning, and if it is cured according to what we have said in division, and does not recur nor linger, and you doubt that the corruption spreads throughout the malaise, then do this many times on the head: once across the forehead from nose to mouth, and another towards the forehead at the end of the hair; and twice on each side, and one behind on the spine; and leave your hand so that the cautery goes until it touches the bone, and such that the scabs come out sufficiently for the vapors of the thick fluids to be able to escape; and cauterize under the nose with this cautery: once across the nostrils and two cauterizations on the neck spine, and seven on the back spine, and one large on the belly and another underneath, and two on each shoulder; and two on the ribs, and two on the tendons of the feet, and one for each joint of the hands and feet, and on the cavities of the hands; and be careful not to burn any nerves that are behind the heels, so you do not burn them. And never make a cauterization on the bone under the finger or on the bone of the stomach, and another on the liver. And know that when I do more cautery, I give more aid, and profit from it; and know that the malaise does not feel pain during cautery as the healthy person feels, because the body is already completely corrupted. And let the cauterizations be large and small according to the limbs and joints, as you will find in the ways of metal tools. After curing, take flour dust mixed with honey and other cures until it becomes clean."
Quant enfleure vient en aucun membre et est curee par medicines et oiles et emplastres, et il n’est mie sanez, adonques li fai cauteres sus le membre selonc la grandour et la petitece dou membre; et soit li cauteres un poc entrans en l’espés dou keur; puis le cure d’oignemens tant qu’il soit sanez. Et aucune fois fait on cautere et a la main et au piet et au dos, a l’issue dou nerf que muet le membre, et ensi si est ostee li enfleure; et toutevoie ne s’en entremette nuls s’il n’est conoissans des membres et des issues des ners movans lou cors.	"When inflammation comes in any limb and is treated with medicines and oils and plasters, and it does not become clean, then do this on the limb according to the size of the limb; and make these cauterizations a little inside the skin. Then treat it with ointments until it becomes clean. And never do this by hand or foot or back, where there is no nerve that moves the body; and thus such inflammation is removed; and nevertheless, one should not interfere with anything unless one knows the limbs and exits of moving nerves in the body."
	When chronic pain comes in the whole head and lasts a long time,

de albaras	The translation of "de albaras" in this context could be:
Quant li maladie qui est apelee «albaras» est enveillie, et li engien de medicine n’i valent rien, adonques le cauterize d’un cautere un poc parfont, selonc la quantiteit de l’espés dou keur, tant que li blenchour soit ostee, et soit muee sa color; puis le cure de farine de veces et de lentilles avec oile roset et foilles de plantain, et sanc de colon et sanc d’alondre, de chescun une partie; et soit mellez tout ensamble, et soit liiez d’un drapel, et soit aers au leu tant qu’il soit sanez.	"When the illness which is called 'albaras' progresses, and medicine does not help, then use a cautery to treat it slightly several times, according to the size of the affected part until the boil is removed and its color changes. Then treat with flour mixed with lentils, rose oil, and leaves from the plantain tree, and extracts of comfrey and flaxseed, each in equal parts; then mix all together, wrap them in a cloth, and leave it to dry completely so that it becomes clean."
	
	"When chronic pain comes in the whole head and lasts a long time,"
li cure de chancre par cautere	"The treatment for widespread headache that persists over a long duration,"
Quant chancre vient au comencement, et tu lou vues arrester, si le cauterize au cautere qui semble .i. cercle, tout entor au tour dou chancre. ¶ Et toutevoie li saige dirent que on faice cautere ausi au mileu dou chancre; et toutevoie ceu ne me semble mie boin, car je redous que il ne soit ulcerez et corrumpus, et je l’ai ja veut avenir aucune fois; et plus droituriere chose est qu’il soit cauteriés entor, au cautere qui est apelez «circule», si com nos avons dit en mout de cauteres.	"When chancre begins and you want to stop it at its start, if the application of cautery seems like a circle around .i. circumference, do this completely around the chancre's edge.
	"When chancre begins and you want to stop it at its start, if applying cautery seems appropriate like drawing a circle around .i., do this completely encircling the chancre.
	"Proceed with the following instructions for the patient's condition."
de l’enfleure qui ne puet meurer	Of the swelling that cannot die
Quant aucuns ait une maladie qui est apelee «adubelati», et elle tarde de meurer ou por la superfluiteit qu’ele fait ou por l’eaige dou malaide quant il est decrepites (c’est a dire trop vielz) et il a poc de sanc, ou por lou tens; et tu la vues haster de meurer: adonques le cauterize entor de mout de petis cauteres en poignant; aprés le laisse ensi. Car elle se hastera de meureir. Et se tu la vues percier a tout le cautere, si chaufe le cautere de coi ci est li forme:	When any has a disease that is called 'adubelati', and it delays dying or due to the excess it produces or because of the age with illness when one is old (that is, too old) and has little blood, or due to tension; and if you see it hastening towards death: then apply several small cauteries inside gradually; afterwards leave it like that. For it will hasten to die. And if you see it pierced by the entire cautery, so heat the cautery as described here:
Et met ta main en mileu de cele maladie qui est apellee «adubelati» tant que li cauteres ait perciet lou keur, et soit telz li cauteres que li malaides lou sente defuers en teil maniere que li cours de la porriture soit alegis. Aprés le cure tant qu’il soit sanez parfaitement.	And place your hand in the middle of that disease called 'adubelati' until the cauteries have pierced through it completely, and make the cauteries such that the illness feels it escaping in such a way that the course of putrefaction is relieved. Afterwards cleanse until it is thoroughly clean.
	And place your hand at the center of this sickness known as 'adubelati' while the cauterizations pierce through it completely, and perform the cauterizations in such a way that the illness feels the escape in that manner, so that the process of putrefaction is relieved. Afterward cleanse until it is entirely purified.
	The decimal number 1.44 represents fourteen hundred forty parts per whole when expressed as a fraction or decimal. In other words, if something is divided into one hundred equal parts, 1.44 implies having 144 of those parts out of the total possible 100 parts.
li cure dou feu par fer	The cure for head pain by iron fire
Une autre maniere de maladie i a qui est apelee «corrodens», et n’est autre chose que une mengeson de membre, car ele menjut les membres ausi com li feus les leignes seches. Se tu vois ceste maladie en leu qui puisse soffrir cautere ensamble feu, adonques eschaufe les cauteres clavile mout petit et grant, selonc ceu qu’il covient au leu ou li maladie est; aprés le cauterize de toutes pars tant que tu erraiche toute la corruption, et nen remaigne rien de li, que tout ceu qui est corrumpus ne soit osteit. Et puis le laisse .iij. jors, et met sus les leus cauterizez soffre broiet avec oile tant que les eschaudures dou feu soient ostees, et toute li corruption. Aprés lou cure d’oignemens engendrans char. ¶ Et se tu vois aprés .iij. jors que chars saine ne naisse, c’est boin; et se ceu non, si rencomence le cautere sus ceu qui est demoreit des leus corrumpus. Et ceste mengeson est aucune fois esteit curee de medicine ague en leu de cautere de feu; mais toutevoie cautere de feu est de plus grant aide, et j’ai ja dit la cure de la medicine ague en la division: pren la quant tu en as mestier.	Another way of illness I refer to as 'corrodens', and it is no other thing than a disease of the body part, for it burns the limbs as fire burns dry sticks. If you see this disease in someone who can withstand iron cautery, then apply small and large iron cauteries on the joints according to what suits the area where the illness is; after applying the cautery all around until you clear away all corruption, and leave nothing behind that any corrupted matter be left. And then let it stand for three days, and while the areas cauterized are healing, endure a heated blade with oil until all the scabs of fire are healed up and every trace of corruption. After this ointment cure that produces pus. ¶ And if after three days you see no sign of healing, it is good; but if not so, reapply the cautery on the remains where corruption prevails. And this disease has been healed by a medicine to cool off instead of the iron cautery; yet still, iron cautery is more powerful assistance, and I have already spoken about the medicine cooling off in the division: take it as you need it.
	Another manner of sickness called 'corrodens', which is nothing else but a body ailment, causes burns to the limbs similar to fire burning dry twigs. If this disease is spotted on someone capable of enduring iron cauteries, apply small and large iron cauteries on joints as needed; after applying them all around until any corruption has been cleared away completely without leaving behind residue. Wait for three days, endure heat from a blade with oil during that time until every burn heals up entirely, including traces of corruption. The process concludes with an ointment meant to generate pus. And if no signs of healing are seen after three days, it's considered good; yet, should there be none, reapply the cautery on the areas still in need of treatment. This particular ailment can be cured using a cooling medicine instead of fire-based cauteries; however, iron cauteries provide more effective aid. I have previously discussed this 'cooling' medicine under its respective section: use it as needed.
	In the 13th century, a medical practitioner named "Doctor John" wrote about treating various illnesses in his treatise on medicine. This included detailed descriptions of symptoms and treatments for common ailments using natural remedies like herbs and plants.
des porrelz qui vienent as piez	of chronic pain that comes in the whole head and lasts a long time
