Ayssi comensan las paraulas de Albucasim .	Albucasim begins his words.
Donc no cesse aquo am peyra entro que tota l’aygua sia foro-getada.	So don't stop with this method until all the water is treated within it.
E ja l’aygua sira foro-getada enayssi que tu prenguas de papier o de gonc .i., e met la una extremetat de lu en l’aurelha e estendas l’autre extremitat am foc entro que sia comburit le may de lu.	And once the water has been treated, you should use paper or onion.. and put one end of it into the ear and extend the other end into fire so that it burns the upper part.
E prop met i autre gonc e fay aquo tantas veguadas entro que tota l’aygua sia foro-getada, e stratz aquel am canula ayssi co desus es dit de la peyra extrasadora.	And place another onion and do this process as many times until all the water is treated, and remove it using a siphon, as described above.
Mays en la extraccio de bestia intrant en aquela aurelha, si es a petit cos, ayssi piussa e a lu semblant, cura aquel ayssi cum havem dit en la divisio; mays si es de gran cos la qual causa apar al sen del vezement, lahoras aministra la extraccio de lu am gesti e oncis, e la causa de lu es pus leugiera de totas las autras causas que cazo en l’aurelha.	And if there's an animal inside that ear canal, if it's small, like that and similar to the patient, treat it in the same way as we described for the division; but if it's a large thing causing it from within, then administer its removal through gestures and fingers. The cause of this is easier than all other causes that affect the ear.
Mays en la extraccio de verm engendrat en la aurelha, quan tu curas aquel am aquo que havem dit en la divisio e en le tractat de distillacios e no comfereys la tua curacio, lahoras cove que tu reguardes la aurelha al solelh.	And when dealing with the removal of worms that develop in the ear, if you treat it using what we described for division and in the section on distillations and do not let your treatment affect, then observe the ear under sunlight.
E donc si apar aqui alcuna causa dels verms, lahoras extratz aquel am gesti o am onci subtils, mays si no apar deguna causa, lahoras pren una canula dejos streyta e desus ampla de la qual aquesta es la forma de lu:	And if any worm-related cause appears here, then remove it with gestures or with subtle tools; but if there's no such cause, then take a tube and stretch out this one which is the form of that:
E entromet la extremitat subtil en la aurelha segon la quantitat la qual suffertar puesca le malaute; e aprop sucgeys am aquela per succio fort, e fay aquo motas veguadas, entro que totz les verms sian foro-gitatz.	And insert the subtle end into the ear according to the amount that suits your patient's need; and then suck through it strongly, doing this several times until all the worms are treated.
Mays si no obezeysso a tu al ayssiment, lahoras tu opila e claus en le circuit de la canula am cera ayssi cum havem dit; lahoras aministre distillacios las quals han ja esproadas les antics en la curacio dels verms, e atrobaras aquo en le tractat de distillacios.	And if it doesn't suit your disposition, then fill and seal the circuit of the tube with beeswax as we've described; then administer distillations that have already expanded the previous ones in worm treatment, which you can find detailed in the section on distillations.
E sia la tua efusio am la qual efundas les olis medicinas en la aurelha am aquest strument del qual aquesta es la forma de lu:	And let your discharge be at the place where you pour in medicinal oils into the ear with this tool whose form is like this:
E fay aquela de argent o de eram, dejos streyt, en le qual sia un petit trauc, e am pla desus.	And make it of silver or reed, stretch them out, in which there should be a small tube, and on the plane surface.
E donc sia cum empellent a que es en la conquavitat de la canula de continent aqui on sira necessari.	And make it so that when you're dealing with the size of the canal's cavity here, if there's any necessity for it.
E si vols, pren le ray e envolveys en la extremitat de lu decentment coto, e aprop gieta oli en la concavitat del auziment, o suc de alcuna herba, o aquo que vols de aquestas medicinas en la canula — e aquela es en la aurelha —, e aprop entromet le ray am coto desus e exprem am la tua ma aquel am compressio temprada de lu entro que l’oli sia expellit en la concavitat del auziment e le malaute senta le oli dedintz.	And if you want, take the reed and wrap it around the descending part of it with cotton, then pour oil into the cavity of the ear opening, or juice from some herb, or whatever you choose among these medicines in the tube - and that is inside the ear - and then insert the reed with cotton above it and press it until your hand feels the oil being expelled into the cavity of the ear opening and the patient senses the oil internally.
E aquo que sia enfundut en la aurelha sia ja scalfat am foc un petit.	And whatever is inside the ear should be warmed by fire slightly.
E guarda te que la causa la qual distillaras en l’aurelha no sia trop frega, quar las medicinas de aurelha no suffertan aquo.	And remember that the distillation you do in the ear should not be too hot, because the ear medicines do not tolerate this.
Capitol .vii.	Chapter VII.
De curacio de opilacio de aurelhas.	On the treatment of wax blockages in the ears.
Alcunas veguadas alcus enfantz yeysso dels ventres de lors mayres no-perforatz, e aquo ja accideys en alcus homes, opilacio en le meat de la aurelha per plagua o per carn nada en aquela; e aquesta opilacio alcunas veguadas es fayta en le preon del trau de la aurelha la qual no consiec le vezement, e alcunas veguadas es en las partidas defora.	Sometimes, some children inherit abdominal swellings from their mothers that are not perforated, and this happens in some men as well, wax blockage in the meat of the ear due to pus or flesh there; and this wax blockage is sometimes made at the entrance point of the ear channel which does not allow passage through movement, and sometimes it's outside the parts.
E aquela que accideys en le preon de lu, la qual no comprehen le vezement, es en las majors disposicios de dificil sanacio.	When something happens in the stomach of a patient, which is not comprehended by experienced doctors, it's in the more difficult situations for treatment.
E en aquela en qual consegueys le vezement, cove que tu pauses la aurelha del malaute al solelh e reguarda en aquela.	And when you can achieve that, just hold the patient's ear to the sun and observe in that manner.
E donc si vezes oppulacio apparent, obre aquela am espatum subtil del qual aquesta es la forma de lu:	And so if you notice an apparent protrusion, open it with a subtle incision of the kind this is shaped like:
Si’ la extremitat de lu en la qual sia petita la latitut, del qual la una partida sia aguda e l’autra no; e le spatum sia de dos latz leon per so que no fassa lizio al aurelha.	If the end where its width is small, with one part sharp and the other not; and let the incision be of two lines long, so that it doesn't hurt the ear.
E donc si la opilacio es per carn nascuda en la aurelha o en le meat de lu, lahoras te aquela am oncis subtils e incidiys aquela vehement facilitat entro que sia ostada tota la carn.	And if the protrusion is through soft flesh in the ear or at the back of it, then make that with a subtle incision and penetrate it vigorously until all the flesh is inside.
E si opilacio es en le preon de la aurelha, lahoras pren ray subtil leon e escalfa aquel am foc un pauc, e aprop met aquel en le meat de l’aurelha.	And if the protrusion is in the inner part of the ear, then take a sharp line and carefully dig that with fire a little, and then place it at the back of the ear.
E donc si as scentit oppulacio am aquo que le malaute atroba am facilitat, per gravetat de ausir, esforsa la oppressio de lu am facilitat; e guarda te que no plagues les nervis del aurelha.	And if you have felt a protrusion due to the ear being crushed, relieve the pressure on it with ease; and be careful not to hurt the nerves of the ear.
E aprop pausa en l’aurelha drap de li segon la quantitat del ample del trauc lo qual tu as envolvutz en l’enguent egipciac; e fay aquo per alcus jorns entro que sias segur de la consolidacio de la plagua; o que prenguas qualgua e enfon aquela en ayguaros e pulveriza sobre lu segi trissat e usa de lu; e si vezes la aurelha ja esser apostemada, lahoras cove que tu estraguas la qualgua e permutes aquela am autra qualgua la qual tu envoloparas en cerot que sia fayt am oli rozat, entro que sia le apostema caut cedat; e aprop cura aquel entro que sia sanat.	And then, in the ear, place a cloth according to the size of the protrusion which you have wrapped in Egyptian ointment; do this for several days until you are sure of the healing process; or dip something into water and grind it over the wound with the third substance and use it; and if you notice that the ear has healed, then proceed as follows: crush the substance and substitute it with another one which you cover in bandage made from cloth soaked with rubbed oil, until the pus pocket drains out; and continue to care for this until it is fully recovered.
Mays si accideys flux de sanc, lahoras submergeys esponga o drap en aygua frega e pausa sobre la aurelha, e usa del autra curacio la qual restrengeys le flux del sanc, la qual es dita en le tractat de distillacio.	If there is a leakage of pus, then immerse the sponge or cloth in water and place it over the ear, and use another treatment that restricts the pus flow, which is mentioned in the distillation treatise.
Capitol .viii.	Chapter VIII.
De cura de athezil le qual endeveno a las palpebras.	Chapter VIII: On treating atezil, which occurs on the eyelids.
Athezil les quals endeveno a las paupebras dels huels alcuna veguada so humitz, alscunas veguadas son secs.	Atheyl which occur on the eyelids of some people are moist, while others have them in dry form.
Donc cove que tu tenguas aquels am tenhalhas o am onci, e inscindas aquels am espatum de las suas razitz, e aprop pausa sobre les locs segi trissat.	Then cut them with tweezers or scissors, and divide the parts of their roots from their stumps, and apply this substance to the affected areas after grinding it.
Mays si dolor am flux de sanc veno, lahoras tu cauteriza aquels am cauteri lanticular subtil.	If there is pain accompanied by pus discharge, then you cauterize them with a small, pointed cautery tool.
E la milhor cauterizacio es aprop las inscizios e tropas veguadas retornam quan reman alcuna causa de sas razitz; e quan so cauterizadas am foc, aquelas razitz son comburidas e no retornan.	And the best cauterization is to have the incisions close and when the swollen areas return only if there's any remaining cause of their roots; and when they are cauterized with fire, those roots burn up and do not return.
Capitol .ix.	Chapter IX.
Cura de grandeyssa que veno a las palpebras dels huels.	Treatment for granuloma that occurs on the eyelids of adults.
Motas veguadas endeve en las palpebras dels huels alcuna causa la qual es asemblada a grandissa en sa fortalicia e duricia, e per so grandissia es apelada.	Swollen areas that appear on the eyelids of adults may be caused by certain reasons which accumulate into granuloma in terms of their size and hardness. Thus, due to its size, it's called a granuloma.
E es agreguacio de humiditat grossa en la palpebra dejos e desus.	And there is an addition of thick moisture on the eyelid that you and I observe.
Donc la opperacio en lor es que consideras lahoras si la grandissia es procedent en lu en aquo que apar de la palpebra e es mauguda a tota partida; e la causa de lu es leugiera.	Therefore, the operation in this case is that if you observe the granuloma extending within it from beneath the eyelid and is hard to touch all over; and its cause is minor.
Donc fen sobre aquela am fissura per la latitut, e aprop escorga aquela de tota partida am facilitat entro que evasesca, e aprop suspen aquela am onci e abscindeys aquela.	Then cut it across its width, and carefully dig out the whole area until it's empty, and hold that with tweezers and remove it.
Mays si a tu no es apparelhada la incizio de lu si no pus que penetras la palpebra am inscizio pauc a pauc, lahoras aquo no notz en deguna causa.	If the start of this is not immediately visible to you if it's pus that penetrates through the eyelid in small increments, then there should be no cause for concern.
E si la figura es gran, lahoras tu l’ajusta am sutura; e cura aquela entro que sia sanada.	And if the figure is large, then you adjust it with stitches; and care for this until it is healed.
E si es pauca, a tu no sobrevindra mal per aquela quar l’anguent de lu restaura aquela e encarna.	And if there's little of it, you won't encounter any harm with that because the heat from this restores and renews this.
E si la grandissia es declinant a las partidas dedintz de la palpebra deves la superficia dedintz, lahoras evesa la palpebra e suspen la grandissia am onci, otra que tu indigescas de incizio, e prem aquela de tota part, e si la palpebra per inscizio es alonguada, aquo no notz en deguna causa.	And if the large one is declining towards the inner parts of the eyelid you should remove from inside the surface. Then cut this eyelid and hold this granuloma with tweezers, another that you use to start, press this in all directions, and if the eyelid has been stretched by incision, there won't be any cause for concern.
E aprop la incizio, lava le huel am aygua salada; e cura le loc am aquo que encarna entro que sia sanat.	And close to the incision, wash the eye with salty water; and care for this area until it is healed.
Capitol .x.	Chapter X.
De la cura axcirnah en la palpebra desus del huel.	On treating excoriation on the upper eyelid of a person.
Axcirnath es grays le qual es engendrat en las tunicas de la palpebra desus, e majorment endeve als enfantz, agrava les huels de aquels et accideyso a lor catartz le mayti; e no podon reguardar la claror del solelh per aquo quar lagremas se coytan ad aquels.	Excarnation is the gray matter that's produced in the tunics of the upper eyelid, mostly affecting children, aggravating their health and causing them to have catarrh; and they can't see the brightness of the sun for which their tears are continually falling on it.
E per so tu vezes aquels jaser sobre les lors caras tot temps, e sobre les lors caras dormen; e so a las palpebras de lor dejos les sobrecils humidas, las quals ja ha cuberta imflacio, e iminencia de accernac apparent es en l’uelh; e que quant tu premes le loc am les tieus ditz, tu centes accernac entro aquels.	And you often have to let those irritants act on their faces all the time, and they sleep with their faces. Their eyelids are wet on their eyelashes, which are already covered in puffiness and the imminent appearance of excoriation is at their eyes; and when you press this area with your own fingers, you hear a scraping sound coming from those.
E alcuna manieyra de opperacio es en aquel que le malaute pausa le sieu cap en le tieu se, e aprop pausa drap de li e de lu fay calgua, e fay de lu cercle segon la quantitat la qual contena arthernach de tota partida, e aprop pausa aquel sobre aquela e prem am les tieus ditz de tota per que sia agreguat arcernac en le mieg del cercle, e aprop fen en le mieg de aquela humiditat am spatum inscident am fissura per la latitut, e la fissura no sia major que la fissura que es fayta en flaubotomia.	And one surgical method is in that when the ear rests on your head, and you place a cloth under him/her and make wax; you make a circle according to the amount of pus all around, and then press this over it while pressing with your fingers from all sides so that pus scraping accumulates in the middle of the circle. Then cut in the middle of this moisture with an incision across its width, and the incision should not be larger than the one made during tuberculin puncture.
Mays en le preon cove que tu fendas la codena tota entro que pervenguas ad arcernach, quar en las mays desposicios proceseys arcernach per fissura segon la forma de grayseza blanca.	When in the hand position you must cut through the palm completely until it reaches the wrist bone; once in the later positions process the wrist by cutting along a white fatty tissue line according to the shape of the wrist.
Donc extratz aquela am draps los quals tu as envolopatz entre les tieus ditz a las partidas deforo e revolv entre la ma dextra e sinistre entro que sia dispargut.	Then extract those on the sheets which you have enveloped between your fingers at the far parts, and move them with your right and left hand until they are dispersed.
E guarda te que no ajustes en la fissura per so que am le spatum no pervenguas al huel e ladescas aquel.	And be careful not to tighten in the cut so that at the opening, it does not go too far and you don't let it down.
Mays si no apar a tu arternach en le comensament de la fissura, mays que tu ajustes en la fissura un petit am fecilitat entro que procesisca arternach; e aprop extratz aquela ayssi quo havem dit; e aprop submargeys draps de li en aygua e vi agre e pausa les sobre le loc e estrenh aquels am polvils.	If it does not reach your arm in the beginning of the cut, then adjust inside the cut by making a small facilitation while processing the arm; and then extract that as we said earlier; and prepare cloths for him in water and wine to soak them; place those over the area and strengthen those with powder.
E so alcus que trissan sal e pausan aquel en la conquavitat de la fissura per so que aquo que es remas de aquela humiditat.	And in this way, they pass salt on it while placing that at the cavity of the cut to ensure that what remains from that moisture is removed.
E aprop cura aquel entro que sia sanat.	And then treat it until it is healed.
Mays si accideys en le loc apostema caut, lahoras cura aquel am emplastres cedatils entro que sia sanat.	If it happens that a boil appears at the spot, then treat it with plaster bandages until it is healed.
Capitol .xi.	Chapter 11.
De manieyras de tactimi del huel.	On measuring the pulse.
Quan en las palpebras dels huels so natz pels ajustatz dejos les pels naturals e so antiquatz, lahoras aquels noso al huel e fan endevenir manieras de malautias ayssi cum lacrimas assiduas e mollificacio de palpebras e tela entro que aquo sia causa de destruccio del huel que s’apela tactinir del huel, e cura se en quatre manieyras: o per cauteri am foc; o am medicina acuta segon que denant es dit en le capitol de cauteri; o es fayt atactini per inscizio e sutura; o per cannas segon que yeu diyre.	When on the eyelids of the eyes are natural marks and are ancient, then those are to be considered as symptoms of illnesses such as constant tears, swelling of the eyelids and the inner lining where this is a cause for destruction of the eye which is called ophthalmia. The treatment can be done in four ways: or with a hot cautery; or with an acute medicine as mentioned earlier in the chapter on cauterization; or it's treated by ligation and suturing; or through needles as I shall say later.
E donc cove que tu pauses le cap del malaute en le tieu se; aprop converteys la palpebra del uelh am la tua ma sinistra, e si es convertida, bo es; e sino, entromet agulha en aquela en la qual sia fiel de la partida pus dejos de la palpebra, e fay penetrar la agulha am fiel desus, e aquo sia — prop del marge de la palpebra en le qual naysso les pels — prop dels pels, e tira le fiel a las partidas desus am la palpebra, e converteys aquela am le ray.	And thus cut where you place the eye's head in its right position; then convert the eyelid of the eye to your left hand, and if it has been converted, that's good; and if not, insert a needle into the one that is at the source of pus within the eyelid, and make the needle penetrate through from below, and this should be - close to the edge of the eyelid where the hair grows - close to the skin, then pull out the string above on the eyelid, and convert it back.
E aprop fen en la partida dedintz de la palpebra dejos les pels ajustatz am spatum inscidentz del lacrimal major entro al lacrimal mendre; e aprop extratz le fiel e pausa dejos la palpebra polvilhs petitz de coto o de drap, e aprop senha sobre la palpebra am tenta, e sia ayssi cum figura de fuelha de mirt.	And then create at the opening of the part inside the eyelid, have the skin adjusted to the surface incident to the major lacrimal duct towards the lacrimal sac; and then extract the string and place the eyelid with a small amount of cumin or cloth powder on it, and place your hand over the eyelid to test, as if it were a mallow leaf.
Mays empero cove que sia la figura segon la quantitat de helevacio de la palpebra, quar aquo ja es diversificat en les homes, quar de aquels es le quals indigeys que sia inscidit de la palpebra gran quantitat segon la quantitat per la qual la palpebra es mollificada.	However, when measuring the shape according to the amount of elevation of the eyelid, which has already varied among humans, for those who have a significant incision in the upper eyelid proportional to its level of swelling.
E aprop fen am le spatum sobre las doas linhas las quals has senhadas, e comensa del lacrimal major entro al lacrimal menor.	And then place on the surface over the two lines you've marked, starting from the major lacrimal duct towards the minor lacrimal duct.
E si’ la tua fissura prop dels pels naturals ayssi cum es la grossetut del rey.	And if your cut is close to natural skin as thick as the thickness of a king.
E aprop met le onci en un dels dos angles de la codena, e aprop excoria aquela tota, e aprop ajusta am la scitura las doas labias am gula o fiel de lana subtil, e abstergeys le sanc, e fay adherir aquo que superflueys dels fiels sobre dos sobrecils am alcunas causas enviscans, si voles far aquo, e sino, non cures.	And then place the needle at one of the two corners of the cut, and then scrape that whole area, and adjust it according to the incision; apply both lips with glue or a fine thread over the tongue or wool, clean up any debris, and adhere what is excessive from the threads onto some causes causing swelling if you wish to do so, otherwise don't treat.
E aprop leyssa la sutura dels fiels entro a tres dias o quatre, e aprop cura aquo.	And then let the thread stitches of the needles heal within three or four days, and treat that accordingly.
E si vols, layssa la plagua ses sutura, e cura aquela am aquo que exsicca e constrenh, quar la palpebra es alevada deves la sigillacio de la plagua e la agreguacio de lu; mays sutura es milor E donc aysso diysso les antics de taxanir.	And if you want, let the wound undergo its stitches, and treat it with things that dry and constrict, so when the eyelid is raised you seal off the wound area and add to him; however, stitching should be better, therefore this was done by our predecessors.
Mays empero en lu sia sollicitut sobre le malaute, e es de bona operacio, e no es en lu temor.	However, in his anxiety about the eye, it is a good operation, and not in his fear.
E es autra manieyra en taxmir, e es que senhes sobre la palpebra figura ayssi cum fuelha de mirt, e aprop eleva la palpebra am tres uncis segreguatz e congreguatz segon aquesta forma:	And it's another way to correct this, and that is having the shape of a mallow leaf on the eyelid, then elevate the eyelid by three uncia measurements, spreading them according to this form:
Mays si no es possible aquo, tener les uncis, e aquo no es engualhat, lahoras pren una agula en la qual haia fil e met aquela en le mieg de la figura, e entromet le autre fiel prop le lacrimal major, e·l fiel segon prop le lacrimal mendre, e ajusta entre les tieus ditz les fiels am equalitat, e aprop am aquels eleva la tua ma am elevacio engual, eleva tota la codena sobre la qual es senhat ayssi cum havem recomtat.	If it's not possible to do this, use the uncia measurements, and if this isn't equal, then take a needle with thread on it, place that in the middle of the shape, and place another string close to the major lacrimal duct, and the other string according to near the minor lacrimal duct, then adjust between your fingers the strings for equality, then raise your hand up as high as you're raising this amount, lift the whole cut area like we've described.
E aprop ajusta las doas labias de la plagua am sutura, e cura aquel entro que sia sanat.	And adjust both lips of the wound for stitching, and treat it until it's healed.
Mays si accideys apostema deves la tua inscizio o la tua fissura, seda aquel apostema am cerot e a lu semblantz, e am enguentz.	If you encounter an abscess, then perform your incision or cut, drain that abscess with gauze and resemble it to the patient, applying ointment.
E alcunas veguadas endeve a la palpebra que·ls sieus pels sian convertitz, adonc cove que tu uses en aquela de aquo que havem dit de inscizio; mays sutura en quascus es mays artificial.	And sometimes some inflammations under the eyelid that their skin turns, then cut as you use according to what we've said about incision; however, stitching is more artificial in certain cases.
Ataxinir am cannas es segon aquesta forma:	Cauterization with needles follows this form:
e es que tu convertas la palpebra e scindas la figura qu’es dedintz segon que he recontat; e aprop per art fay doas cannas o doas astelas subtils de las quals longitut sia segon la longitut de la palpebra e la latitut de lor sia mendra de la latitut del spatum.	And you should convert the eyelid and divide the figure that is inside according to what I have recounted; then, with skill, make two canals or two subtle stars whose length is according to the length of the eyelid and their width is proportionate to the width of the socket.
E tu ja has inscidit en las extremitatz de quascunas partidas, la on tenes les fils.	And you have already penetrated into the extremities of each part, where you have the threads.
Aprop agregua quascuna am subtilitat subre aquo que superflueys de la palpebra del huel, e constres las cannas de quascunas partidas am fort strictura, e layssa aquela per alcus jorns, quar la codena per la strictura morira e sira denegada e se poyrira entro que per si meteyssa cayra.	Then add whatever subtlety under this that is excessive on the eyelid of the eye, and strengthen the threads of each part with a strong tension, then smooth it for a few days; until the tension causes the wound to heal and be discharged and then falls off by itself.
Mays si es tardat, lahoras trenca la am las toroyras, e aprop cura la plagua entro que sia sanat.	If it has been delayed, then break the thread at the corners, and afterwards cure the wound until it is healed.
Donc cum es solidada, la palpebra es elevada e les pels no pungo.	Then when it is solidified, the eyelid is elevated and the skin does not pinch.
E aquesta es la forma de doas cannas las quals faras segon aquesta forma:	And this is how you make two canals according to this form:
e haia la quantitat de la longitut e de la latitut ni mays ni mens.	Make the quantity of length and width neither too much nor too little.
Capitol .xii.	Chapter XII.
De elevacio de pels pungentz en le huel am agula quan le pel es dur.	On the elevation of painful skin on the eye when the skin is hard.
Quan son pels no-naturals, durs e aspres e pungentz les huels, lahoras la operacio en lu es que tu prenguas agula subtil e pauses en aquela fiel de ceda subtil e leon, e aprop que tu ajustes las extremitatz de lu e nozes quascu en manieyra mot subtil.	When the skin is unnatural, hard and rough and painful in the eyes, then the operation on it consists of taking a subtle needle and placing it gently in each of its soft spots, and adjust the extremities of it so that you pinch each one with a subtle gesture.
E sia la longitut dels fiels de quantitat de una palma.	And let the length of the needles be as wide as a palm.
E aprop tu compon2 autre fiel subtil dejos lu en breu, e nuza las extremitatz de aquel si tu·t vols.	And then make another subtle needle under this one quickly, and pinch the extremities of that if you want.
E aprop pause le malaute le sieu cap en le tieu se, e sia prop del solelh per que la tua obra sia declarada, quar es operacio subtil e menuda.	And then place the patient's head in your position so that it is close to the sun, for your work will be demonstrated, as this is a subtle and small operation.
E aprop intromet la agulha en la razit del pel ajustat la qual ha necessitat de engen, e fay aquela penetrar en la palpebra festinantment entro que extraguas aquela desus le pel natural.	And then insert the needle into the adjusted edge of the skin where there is a need for skill, and let it penetrate the eyelid smoothly until you remove that from the natural skin.
E aprop tire le pel entro desus e intromet aquel en alixati, e sian les pels un o dos o tres e no mays.	And then pull the skin over and insert it into the incision, and let there be one or two or three threads and no more.
E aprop tira la tua ma am aquel entro que·l pel sia fora-gitat am alixolati en la palpebra am le pel natural.	And then pull your hand into that so that the skin is pulled out to the incision in the eyelid towards the natural skin.
Mays si es atirat alixalati e non es gitat le pel, atiraras alixati a las partidas dejos am le fiel le qual tu has compost am aquela, entro qu’en sia gitat alixalati del trau sobira.	If it is pulled out to the incision and not torn by the skin, pull out to the incision in the parts towards the needle which you have made at that point, so that from there the pulling will be out of the track.
E vegas aquela am la visio del huel, quar lahoras tu gitaras alixati e lo fiel, e grotan quascu e clautz le huel, e laysse le claus per dos dias o tres, entro que·l pel adheresca al sieu loc e nasque sobre aquel bona carn.	And take that away from the eye view, then you will pull out smoothly and the needle, and cleanse each one and harden the eye, and leave the bandage for two or three days until the skin adheres to its place and grows over it good flesh.
E si es mays breu le pel, lahoras tu ajusta un pel lonc dels pels naturals, e es elevat am aquel, o que·l leysses entro que sia alonguat aprop alcu spazi, e lehoras tu eleva aquel.	And if the skin is too short, then you adjust a long hair of natural hair, and elevate it towards that, or leave it so that it grows approximately over some space, and then elevate it.
Capitol .xiii.	Chapter XIII.
De la cura de ehacratir la qual ve en la palpebra desus.	On the treatment of elevating which happens above the eyelid.
Quan ve en le huel ehacratir, e es contraccio de la palpebra quan es contrayta en sus, o a dextra o a sinistra partida, per mala consolidacio de plagua o de seccio o de cauteri, e es apelada leporina, e aquesta ahercrati o es natural o accidental, e es fayta per consolidacio de plagua o de seccios o de cauteri, o per semblantz a lor malcuratz.	When it appears in the eye of elevation, and when it is contraction of the eyelid when it is contracted within them, or on the right or left part, due to bad consolidation of wound or section or cautery, and it is called leporine, this elevation is natural or accidental, and it is made by consolidation of wound or section or cautery, or in imitation of their deformities.
May la manieyra de la operacio en lu es que tu fendas aquela consolidacio e que separes las labias de lu, e pauses en lu en aquo que es entre aquelas una meca de drap de li, e ligues aquelas entro que sian sanadas.	The method of the operation in this case is that you should cut through that consolidation and separate its layers from it, then place a layer of linen cloth between those areas and bind them together until they are healed.
E no cove que tu uses de curacio de lu de las causas las quals exsiccan, constrenho; quar si tu fas aquo retorna alixacratir pus mal que nulh temps no foc habantz.	And do not cover it with any kind of wound care that would dry out, because if you do this the elevation will return worse than before for there will be no time to heal.
Usa en aquela de causas que mollifico ayssi cum es fenugrec, e embroca am la aygua en la qual son coytz altea e semensa de li, o enguent dyaquilon, le qual sia liquefayt am alcu dels olis, e submergeys en aquel la meca, e cura am aquel.	Use these causes that soften in this way as with fenugreek, soak it in water at which the linen is submerged for a short time or a daisy balm, which turns liquid with some of the oils, immerse the cloth in that and treat with that.
E lo tesaur de la tua curacio es que tu perforsses am tot engen que no sia consolidat segon la forma que foc al comensament.	And the treasure of your treatment is to perforate through all means until none remains according to the shape that appears at the beginning.
E aquesta operacio la qual havem dita, no es sino alcuna rectificacio de ehalixacrati que no retorna la forma del loc segon que foc denant.	And this operation which we have mentioned is merely a correction of elevation that does not return the form of the place according to what appears in front.
Capitol .xiiii.	Chapter XIV.
De la cura de ehacrati le qual es fayt en la palpebra dejos.	On treating elevation which occurs on the eyelid.
Aquesta alxacrati la qual es fayta en la palpebra dejos, la qual es nompnada vertadierament alxacrati; e es de lu alcuna natural, autra accidental.	This elevation which occurs on the eyelid is called vertebre elevation; and it can be either natural or accidental.
Mays accidental es fayta per plagua o per scissura o per cauteri o per autres semblantz.	Accidental elevation is caused by wounds, cuts, cauterizations or other similar things.
E la via de la operacio de lu es que tu prenguas una agula en la qual haga fil doble, e fiques aquela en la carn, e que la fassas passar del lacrimal de senestre entro al lacrimal dextre, entro que·l fil pervengua en las doas extremitatz de la carn.	The method of the operation for this is that you should take a needle with two threads and place it in the flesh, then make it pass through the left lacrimal into the right lacrimal, so that the thread reaches to both ends of the tissue.
E aprop exten la carn a las partidas desus am la agula e cus aquela am la agula, e inscideys am spatum ample.	And extend the flesh on the sides above the needle and place it with the needle, then cut widely in the cavity.
E donc si retorne la figura de la palpebre segon que cove, bo es; e sino, pren le ray e pausa aquel en la figura fenduda, e am aquel converteys la palpebra, e fen las doas fissuras en le latz de la palpebra dejos.	And therefore, if you return the eyelid according to how it covers, that is good; and if not, take the lid and pause it in the cut figure, and on that convert the eyelid, and make the two slits at the end of the eyelid, leave them.
E sian las extremitatz de las doas fissuras de dos angles de la inscizio, la qual has fayta entro que concurren, e sia de lor fayt angle entro que quan se congreguan sia fayta figura de lor.	And if the ends of the two slits at the corners of the incision you made inside where they meet, and an angle is formed between them when they come together, forming their own figure.
E aquesta figura es letra greca: la landa.	And this figure is the Greek letter: the lambda.
E aprop osta la carn aquela per la quantitat que es le latz de lu agut dejos de lu, aquo que siec la palpebra.	And approximately stop the skin there in quantity as much as the tip of your finger from your side, so that it secures the eyelid.
E aprop ajusta las partz seperadas e cos aquelas am le fil de lana; e aprop cura aquelas am aquo que havem dit de las medicinas mollificativas e de las calguas entro que sia sanat.	And approximately adjust the separated parts and sew those with the thread of the wool; and then treat those with what we have said about moisturizing medicines and in the soaks where it is healed.
E si alxacrati endeve per fissura o sutura o cauteri, lahoras cove que tu fendas am fissura plana sobre les pels de la palpebra segon que es precedit.	And if it's cut through by a slit or stitch or cautery, then when you open that to make a flat slit on the skin of the eyelid according to what has been done.
E aprop separa am la calgua entre doas labias segon que havem dit.	And approximately separate with the soak between two lips as we said.
En la suma del sermo de la cura de alxacrati quan es desus o dejos, que corra en lu operacio, segon que es preparat de la forma de alxacrati, e aquela es en forma de motas diversitatz.	In the sum of the discourse on treating an incision when it's above or below, that flows in your operation, according to how it is prepared like an incision, and that one is in shape of various spots.
E le artifexs savi totz temps prepara engen en quascuna manieyra la qual es possibla a lu entro que fassa retornar la figura a la forma natural, o prop de aquela, e aquel malaute segon que a lu conveneys de la operacio e dels strumentz en las majors disposicios.	And the artisans always prepare tools in every way that is possible for them to allow him back into his natural form or close enough to it, and this patient according to what suits him from the operation and the instruments in their most convenient positions.
Capitol .xv.	Chapter XV.
De la adherencia de la palpebra am la conjunctiva o am la cornea.	On the adhesion of the eyelid to the conjunctiva or to the cornea.
Quan accideys aquesta consolidacio a motz homes enayssi que sia solidada la palpebra pus desus am le album del huel, e sia prohibida de la facilitat del movement e de las suas obras naturals, donc cove que tu entrometas la extramitat del ray dejos la palpebra, e eleva en sus aquela, o exten aquela am le unci.	When this solidification happens in many men, ensure that the eyelid is above against the album of the eye, and forbid its ease of movement and natural actions. Therefore when you insert the tip of your finger into the eyelid, lift it up or extend it towards the corner.
