Ayssi comensan las paraulas de Albucasim .	This begins the words of Albucasim.
E donc si al comensament del tieu cauteri perve entro al os, bo es; e sino, lahoras itera le cauteri una veguada o dos, si mestiers era; e layssa aquel ayssi per tres jorns, e aprop pausa sobre aquel coto am boder e enviro lu am enguent exsiccatiu entro que sia sanat.	And if at the beginning of your cautery it enters the nostril, it's good; otherwise, then you should apply the cautery once or twice as needed and leave it like that for three days. Then place this point with a border on the eye area and insert some dried grease inside until it is healed.
Mays si eran passatz xi dias e no es sanat, lahoras pausa sobre lu medicina aguda corrosiva entro que l’os sia descubert e sia ras segon que conveneys en le sieu capitol.	And if it has passed ten days and is not healed, then place on the corrosive quick medicine inside that the nostril be exposed and shave according to what suits in its forehead.
E es autra manieyra de cauteri de fistula la qual alscus primiers diysero: enten al loc de la fistula e fen aquela e aprop pausa en aquela fissura camaen subtil del qual es la forma de lu: E fon en aquela la quantitat de i unc de plom fundut; e te la tua ma am camaem am bona retencio, e no sia maugut le malaute per so que le plom fundut no pervengua al huel de aquel; e cove que pausas sobre le huel del malaute coto enfus en album de huou o en aygua, quar plom adhureys le loc de la fistula e sana aquela per sanacio meravilhora.	And this is another method for cautery of a fistula which some earlier practitioners said: find the location of the fistula and perform it there, then pause above that fissure with a fine sliver, resembling its form. Place in that area an amount the size of one nail of melted lead; hold your hand over it with good pressure, making sure not to disturb the patient so that the melted lead does not enter their tear ducts; and when you pause on the patient's eye with heat like a point in a white part or water, let the lead melt at the site of the fistula and heal it through wonderful treatment.
E si la fistula es sanada am aquo que havem dit del cauteri e de la curacio, bo es; e sino, lahoras es necessari aministrar trauc del nas e reduzir la fistula al cors del nas segon que vindra en son loc propri.	And if the fistula is healed as we've discussed with cautery and treatment, it's good; otherwise, then it's necessary to administer nostril extraction and reduce the fistula to within the nasal passage according to where it naturally occurs.
Capitol .xviii.	Capitol XVIII.
De cauterizacio de la fendedura des potz.	Regarding the cautery of a cut under the foot.
Motas veguadas accideysso fissuras en las labias, e majorment en las labias dels enfantz.	Wounds often result in cuts on the lips, and more so on the lips of children.
Donc cum tu curas aquelas fissuras am aquo que nos havem dit en las divisios e no aprofieyta la tua cura, lahoras igneys le cauteri petit cutellar segon aquesta forma que s’ensiec:	And just as you treat those cuts following what we have discussed in the divisions and do not proceed with your treatment, then heat up the small knife's cautery according to this method that suits:
E sia la conquavitat de lu segon la subtilitat de cotella.	And let its cavity be according to the subtlety of the knife.
Aprop pausa aquel init cuytadament en aquelas fissuras entro que·l cauteri pervengua al preon de las fissuras.	Then pause that initial point within those cuts where the cautery reaches up to the edge of the cuts.
E aprop cura aquel am cerotz entro que sia sanat.	And then treat it with a poultice so that it heals.
Capitol .xix.	Capitol XIX.
De cauterizacio de fistula en la boca.	Regarding the cautery of a fistula in the mouth.
Quan en la razit de uvula o en le paladar o en las razitz de las dentz endeve apostema e aprop fa brac, e aprop es rompuda, e aprop es antiquada, e corr brac e es fayta fistula, e aprop tu curas aquela e no aprofieyta a curacio, lahoras cove que tu igniscas cauteri segon la quantitat que sia receubuda en la fistula, e aprop met aquel ignit en le trauc de la fistola, e te la tua ma entro que pervengua le ferr ignit al preon de lu, e al derier de lu fazen aysso una veguada o dos; e aprop cura aquel am aquo que nos havem dit de la curacio entro que sia sanat.	When in the tonsil area or on the palate or in the area of the teeth where pus occurs, you make a cut and then it breaks open, heals over time, and forms a fistula. When this happens, treat that instead of continuing treatment, so follow that method for using the cautery according to the amount received in the fistula, place that ignited point into the outlet of the fistula, hold your hand inside until the heat of the fire reaches its edge, do this once or twice afterward; then treat it as we have discussed regarding treatment until it heals.
E donc si la sania es abscindita e es sanat, bo es; e sino, lahoras es necessari de descubrir le loc e hostar le os corrumput segon que vindra en son capitol.	And if the healing has been removed and it heals, it's good; otherwise, then it is necessary to uncover the place and preserve the bone according to what suits its capital.
Capitol .xx.	Capitol XX.
De cauterisacio de las dentz e de mollificacio de las angivas.	Regarding tooth cautery and soothing of the gums.
Quan las angivas son mollificadas per humiditat e las dentz son maugudas, e curas aquelas am medicinas e no confereys, lahoras pausa le cap del malaute en le tieu se, e aprop igneys le cauteri la forma del qual vindra aprop aysso, enayssi que tu pauses la quanula sobre la dent e entromet en aquela le cauteri ignit festinantment, e te la tieua ma un petit entro que·l malaute cente la calor del foc a la razit de la dent esser pervenguda.	When the gums are softened by moisture and teeth are tender, if you treat those with medicines instead of proceeding, then place the patient's head on your side, heat up the cautery in such a way that it is inserted soon, pause the small part over each tooth, insert the heated cautery quickly, hold your hand near so that the heat from the fire reaches the edge of the tooth.
E aprop leva la tua ma, e aprop itera le cauteri alcunas veguadas segon que vols.	And then raise your hand, and proceed to apply the cautery several times according to your wish.
E aprop le malaute huompla la sua boca de aygua de sal e tengua aquela per una hora, e pueys stupa aquela, quar la dent mauguda es fermada e la gengiva mollificada es strenguda e la humiditat corrompuda es exsiccada.	And then have the patient rinse their mouth with salty water and keep it there for an hour, after which they should spit it out, so that the tender tooth is hardened, the soft gums are strengthened, and the moisture in the mouth is dried.
Capitol .xxi.	Chapter XXI.
De cauterisacio de dolor de dent.	On the treatment of dental pain through cautery.
Quan dolor de dent es per fregiditat, o en lu es freg o verm, o no comfereys la curacio am medicina, lahoras cauteri en aquela es segon dos manieyras: o cauteri am boder de vacas, o cauteri am foc.	When dental pain is due to coldness or worms, or if the treatment does not respond to medicine, then apply cautery in two ways: either on the gum border, or directly with fire.
Cauteri am boder es que tu prenguas boder de vacas e bulhas aquel en culhe de ferr , e aprop pren coto e envolopa le sobre la extremitat de la tenta, e aprop enmergeys aquel am boder bulhit, e pausa aquel sobre la dent dolorosa festinantment entro que sia enfregidat.	Cautery on the gum involves taking cow's gums and boiling them in iron pots. Next, take a small piece and cover it at the tip of the tool, then immerse that into hot water, holding it over the painful tooth until it gets cooled down.
E aprop itera aquela alcunas veguadas entro que la vertut del foc pervengua a la razit de la dentz.	And repeatedly apply this several times so that the heat of the fire reaches the root of the tooth.
E si voys, submergeys lana o coto en le boder desus dit, e pausa aquel sobre la dent dolent, e pausa sobre aquel ferr ignit entro que·l ferr pervengua al preon de la conquavitat de la dent.	And if you see this, soak wool or cloth in the gum above mentioned, hold that over the painful tooth, and place a burning iron on it until the heat reaches to the tip of the tooth cavity.
Mays empero la cauterizacio am foc es que tu atendas a la quannula de eram o de ferr, e sia en le cor de lu alcuna grocesa e la acuitat del foc no pervengua a la boca del malaute.	However, when applying cautery with fire, you must wait for the steam of herbs or iron to occur and there should be some heat in the patient's body that does not reach into the mouth.
E aprop igneys le cauteri la forma del qual vindra, e pausa aquel sobre la dent e te la tua ma entro que·l cauteri sia enfregidat; e fay aquo alcunas veguadas quar la dolor sira remauguda o en aquel dia o en l’autre dia.	And then apply the cautery in the form it will take, hold it over the tooth and place your hand until the cautery cools down; do this several times so that the pain decreases or on that day or the other.
E cove que per empressio de aquel cauteri que·l malaute umpla la sieua boca de bon boder e tengua aquel per una hora e aprop scupa le; e aquesta es la forma del cauteri.	And let the patient be filled with that cautery that fills their mouth with good gum and hold it for an hour, then they should gargle; this is the way of applying cautery.
E cauteriza am qual que tu voys extremittat segon que a tu es possible.	And apply cautery wherever you see the extremity according to what is possible for you.
E aquesta es la forma de la cannula:	This is how the applicator works:
Capitol .xxii.	Chapter XXII.
De cauterizacio de extrophulos.	On the treatment of protruding hernias through cautery.
Quan extrophulos so de flecma e de humors fregas e no so hobedientz a digistio per medicinas e tu voys la digistio de aquelas leugerament, lahoras tu igneys le cauteri conquau la forma del qual es aquesta seguen, havent dos extremitatz hubertas per que yesca le fum deves le cauteri per l’autra extremitat, e pausa aquel ignit sobre aquel apostema una veguada, e autre si indigeyses de aquel, entro que pervengua al preon del apostema.	When hernias are due to phlegm and body fluids that do not respond to digestion through medicine, and you see slight improvement in their digestion, then apply the cautery following this method: having two normal extremities each for which the smoke of applying the cautery should be done on the other extremity. Hold the ignited tool over the pus cavity once, and another if needed until it reaches into the tip of the cavity.
E si l’apostema es pauca, lahoras pausa le cauteri segon la quantitat del apostema, e aprop leyssa le per tres jorns e pausa sobre lu coto enfus en boder entro que sia remaugut aquo que·l foc ha comburit.	And if the pus cavity is small, then hold the cautery according to the amount of pus. Then rest it over the area for three days and place a cloth soaked in grease on the iron while it's still hot until what the fire has burnt heals.
E aprop cura aquel am enguent e tentas e draps entro que sia sanat.	And then cure that with ointments, swabs, and cloths until it is healed.
E la forma de la cannula o deu cauteri a tal es comveyter.	The method of applying the cautery or applicator in this way is as follows:
Capitol .xxiii.	Chapter XXIII.
De cauterizacio de rauquiera de votz e de constriccio de ale.	On the treatment of throat inflammation and constriction through cautery.
Quan las humiditatz veno sobre le quanal del pulmo, e majorment quan aquo es am fregiditat de compleccio, lahoras cove que·l malaute sia evacuat al comensament am medicinas laxativas, e aprop cauteriza aquel deves la razit del golayro en le loc depremegut.	When humidity enters the pulmonary channel, especially when it is due to cold constitution, then ensure that the patient starts with medicine for evacuation, and apply cautery to that part of the throat where there is a compression.
E guarda te que no pervenguas am le cauteri al golayro ni no comburas de la codena de lu sino un pauc.	And make sure not to let the cautery reach the larynx, nor burn too much of its neck but only a little.
E cauteriza aquel am autra cauteri deves la junctura del col en le derier espondil de lu.	Apply cautery on another part, targeting the junction between the neck and the lower back area of the patient.
E·l cauteri de lu sia clavilh sego la maniera precedent.	And apply the cautery to his collar bone in the same manner as previously described.
E aprop cura aquel am aquo que es precedit entro que sia sanat.	And continue treating it with what was previously done until it heals.
Capitol .xxiiii.	Chapter XXIV.
De cauterizacio de malautia del pulmo e de tos.	On the treatment of lung disease and cough through cautery.
Quan tos e malautia de pulmo so de humiditatz fregas e le malaute no ha febre ni tisic e es malautia antiqua, lahoras cauterisa aquel am dos cauteris sobre la furcula en les locz depremegutz leontz e buoytz; e am autra cauteri en le mieg loc del pietz entre dos mamillos; e sia le cauteri clavilh segon la forma precedent.	When lung cough and lung disease are due to humidity, and the patient does not have fever or typhus but is old lung disease, then apply cautery on two parts over the trachea at the compressed places of the throat and chest; and for another application in the middle part of the chest between two nipples; and for the collar bone cautery as was described previously.
E si vols, sia la tua cauterizacio punctan am le cauteri que es apelat puncta, la forma del qual precedeys en la ponctacio de dolor de aurelhas.	And if you want, make your cautery puncture on the points of the cauteries that are called puncture, as described in the description of ear pain treatment.
E sian puntz entro cays ad aquels; e aprop cura aquel am aquo meteys que es precedit entro que sia sanat.	And make points inside the cuts; and continue treating it with what was previously applied until it heals.
E ya sia le cauteri haventz tres ramps quar cauterizacio es am aquel: am una veguada podes far tres cauteris segon aquesta forma:	And after each cautery session, you have three more sessions for that treatment. For one session, you can perform three cauteries according to this method:
Capitol .xxv.	Chapter XXV.
De cauterizacio de titillic que es le cap del ajutori.	On the treatment of tickling that is at the head of the spine.
Quan le cap del ajutori es dislocat per causa de humiditatz lubricas e no es fermat en la hora del sieu retornament deves la sua dislocacio entro que sia a lu aquo costuma de retornar, e aprop per un petit movement es deslocat ayssi que s’endeve, ayssi cum nos havem testificat, lahoras cove que primieyrament redusiscas la dislocacio, e aprop le malaute sia reversat sobre le sieu dos o sobre le latz sa; e aprop eleva la codena la qual es en la partida dedintz del citillic a las partidas desus am les ditz de la tua ma sinistra, si la junctura es dislocada a las partidas dedintz.	When the head of the spine is dislocated due to lubricating humidity and does not return in its usual time, you should first reduce the dislocation while letting the patient return, then make them move slightly so that it gets back again as we have demonstrated. Then ensure that the patient turns their head onto their two hands or onto their sides; and raise the neck which is at the part inside of tickling to the parts above your left hand fingers, if the joint is dislocated inside.
E aprop igneys le cauteri havent dos caps; e aquesta es la forma de lu:	And then apply the cautery with two heads; this is how you do it:
E aprop cauteriza la codena entro que penetre aquela entro al autre latz; e vindra la figura de cauterizacio lahoras de iv caps cauteris.	And then apply a cautery between that which goes into the other side; and the image of the cautery treatment will come this way from four points of the cautery.
e so aquel subtils segon la quantitat de tenta; e aquesta es la forma de lu:	And that subtle one according to the amount of heat; and this is its form:
E alcunas veguadas es ajustat segon aquest comte i per que son les cauteris .viii.	And certain treatments are adjusted according to this count, and these are the cautery methods. VIII.
E aprop pausa sobre le cauteri porys cuytz am sal, e aprop fay adherir le malaute a trenquilitat, e lo membre no sia maugut per alcun temps entro que sia confortat.	And place on the cautery with salt points, and then fasten the patient in bed, and let the limb not be burned for some time until it is comfortable.
E si la dislocacio es a las partidas desus e tart es fayt aquo, lahoras cauteriza sobre le muscle am cauteri clavilh o am motz cauteris puntan, quar la junctura es confermada e la humiditat es romauguda e le malaute es sanat.	And if the dislocation is above and the cause is from the heat, do this, then apply a cautery on the muscle over the cauterizing point or with moisture points. Where the joint is confirmed and the dampness is eliminated and the patient is cured.
Capitol .xxvi.	Chapter XXVI.
De cauterizacio del stomac.	On cautery for the stomach.
Quan veno en l’estomac freg e motas humiditatz entro que aquel extrazo de la sua compleccio e so multiplicatz raumases a lu, e si tu continuas las manieyras de curacio e no confereyso, lahoras cove que le malaute sia sobre le sieu dos ressupinat, e extenda las suas mas e las suas coysas, e aprop cauteriza aquel am tres cauteris: an un cauteri dejos le pietz per la quantitat d’un dit am cauteri clavilh, e am dos cauteris dejos del dos costatz del cauteri, entro que vengua la figura de cauteri triangulada; e elonga entre els que no sian ajustatz que faran poyredura.	When cold and moisture enter the stomach causing an excess of its composition, and you multiply these wetnesses for him, and if you continue the methods of treatment without confirming, then let it be that the patient is over his two knees bent, and extends his hands and things. And apply a cautery on that with three cauterizations: in one, let him place his feet by the size of a hand's worth of the cautery, and at two cauterizations leave on both sides of the area for the triangular image of a triangular cautery to come about; and extend between those who are not adjusted so they perform reduction.
E si la profunditat del cauteri la quantitat de les dos terses de la grocesa de la codena.	And if the depth of the cautery is the quantity of the two thirds of the thickness of the intestines.
E sia la figura del cauteri segon aquesta forma ses addicio, E si vols, cauteriza am gran cauteri en le mieg loc del estomac segon aquesta forma; et aquest sia un cauteri segon la forma de cercle segon aquesta forma:	And if you want, apply a large cautery in the middle of the stomach according to this form; this is a cautery according to the circular shape as shown:
E sia cauterizat l’estomac punctan ad aquel que de aquest cauteri es spaventat: e es que tu senhes sobre l’estomac punt segon la quantitat que voles am tenta, e aprop cauteriza aquel am cauteri en les puntz; e aprop cura aquel am la curacio qu’es precedita entro que sia sanat.	And have the stomach cautery made where that which is scared by this cautery is: and you place points on the stomach according to your desire with heat, and then apply the cautery on those points; and treat that with a cure that comes before until it heals.
Capitol .xxvii.	Chapter XXVII.
De cauterizacio del fietge fret.	On cautery for the rectum fissure.
Quan endeve en le fietge dolor per fregiditat o per humiditat o per grossa ventositat entro que de la sieua normal compleccio sia getat per egressio superflua, e es curat le malaute am aquo que havem dit e no comfereys, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e senhes am tenta tres cauteris segon aquesta forma et aquesta quantitat meteyssa sobre le fietge dejos dels ipocondres, la hon perve le decubit de home.	When there is pain in the rectum due to coldness or moisture or excess wind causing it to exceed its normal composition, and if the patient is treated with what we have said without confirming, then let it be that the patient is bent over their hips, and you apply three cauterizations according to this form; and this half of the quantity on either side of the rectum between the inguinal creases, until lying on one's back.
E sia l’espazi le qual es entre quascun cauteri segon la grossetut del dit, e sia le cauteri segon la longitut del cors dreyta.	And let the space between each cautery be according to the size of a finger; and have the cauterizations according to the length of the body straight.
E no compremas la tua am le cauteri mot.	And do not confuse your understanding with the movement of the cautery.
E si la quantitat de aquo que es adhurit la quantitat de la maytat de la specitut de la codena, e no y sia pus ajustat; e si le malaute stant sobre les pes de lu; e si no es estant, lahoras sia jassent, le qual ja ha extendudas las suas coysas, e eleve les sieus brasses.	And if the quantity of water that is applied equals half of the thickness of the intestines, and it should not be adjusted too much; and if the patient is standing on their feet; and if they are not standing, then let them lie down, which already extends their things, and raise their arms.
E es aquesta la forma del cauteri:	And this is the shape of the cautery:
E a tu es possible que cauterizes aquestz cauteris am cauteri cutellar, quan es am tu subtilitat e prudencia en l’art.	And if it is possible for you to apply these cauterizations with a surgical knife, when you have subtlety and caution in the art.
E guarda te que trop no procesiscas en la cauterizacio, e sia adhurida la specitut de tota la codena per que sia adhurit tot le cors e pervengua entro als budels, quar la codena aqui es subtil; e sapias aquo.	And remember not to overdo the cautery process, ensure that the heat is applied to all of the intestines so it reaches throughout the body and penetrates into the organs where the intestines are delicate; know this.
Capitol .xxviii.	Chapter XXVIII.
De perforacio de apostema del fietge am cauteri.	On puncturing an abscess in the rectum with a cautery.
Quan endeve excitura o apostema en le fietge e voles saber si aquel apostema es en le carn del fietge o en la tunica de lu, lahoras si es en la carn del fietge, le malaute atrobo gravitat e dolor ses acuitat.	When there is irritation or an abscess in the rectum and you want to know if that abscess is within the flesh of the rectum or on its covering, then if it's within the flesh of the rectum, the patient becomes weakened and pain intensifies.
E si es en la tunica del fietge, am la dolor es acuitat gran e vezes que ja afatiguatz les metges la cura de lu.	And if it's on the covering of the rectum, with the pain is greatly intensified and often exhausts doctors in treating him.
Donc cove que·l malaute sia enversat sobre la sieua cervit; e aprop senha le loc de l’apostema am tenta; e aprop igneys le cauteri le quel es asemblat a rag, la forma del qual a precedit en l’autra pagina.	So let the patient lie on their back; and then find the location of the abscess with your hand; and then heat up the cautery which is similar to a reed, as its shape was shown in the previous page.
E cauteriza am aquel i cauteri entro que tota la codena sia comborida, entro que pervengua al ciphac, entro qu’en yesca sania.	And apply the cautery there and within until all of the intestines are heated up, until it reaches the anus, until one feels warmth.
E aprop cura aquel per curacio dels autres apostemas entro que sia sanat.	And then treat that with cure for the other abscesses until he is healed.
E no cove que de aquesta forma de cauteri use sino aquel del qual le estudi en l’art de medicina es prolonguat, e en las mas del qual motas malautias an conogut; mays aquest am esperiment alcunas veguadas sia ardit sobre aquesta operacio, mays empero leyssa aquela deves nos, e es miels.	And do not use this way of cautery but only that which is prolonged in the study of medical art and has known many maladies with it; rather, try some treatments on this operation, however follow my advice here and it will be better.
Capitol .xxix.	Chapter XXIX.
De cauterizacio de plauresi.	On cautery for boils.
Diyssero les antics cauteri de las razitz de aristologia a plauresi frega segon aquesta manieyra esser fazedor, e es aquest que tu prenguas de las razitz de aristologia longa secca una razit pun longua que es trobada, e sia de la grossetut del dit.	The old cautery methods for boils involved scratching according to this manner of doing it, and what you should take from the wisdom of Aristotle's zoology is a long sharp tooth that is found there, with length equal to a finger.
E aprop submergeys aquela en oli e eysen aquela al foc, e aprop cauteriza per un cauteri en aquel loc le qual es entre la continuacio de la furcula am le col; e am dos cauteris petitz dejos guidazi, un pauc declinans a la partida que es dejus la barba, e am dos cauteris en aquo que es declinant entre la quinta costa e la cizena, declinant un pauc a las partidas detras; e am autre cauteri en le mieg loc del pietz; et am autre sobre l’estomac, et am tres cauteris de las partidas detras; et am un cauteri en aquel loc le qual es entre las dos spallas, e am dos cauteris dels dos latz del pietz, dejos le cauteri le qual es entre doas spallas.	And then immerse that in oil and heat it over a fire, and apply a cautery at the site which is between the continuation of the scapula towards the spine; and with two cauterizations place them diagonally, one slightly sloping downwards to where the beard leaves off, and another two cauterizations on this line sloping down from the fifth rib to the ilium, sloping one slightly backwards; and make another cautery in the middle of the leg; then apply a cautery over the stomach, and three cauterizations at the sites sloping backwards; and place another cautery in that site which is between the two shoulders, and two cauterizations on both sides of the leg, let the cautery be placed between the two shoulders.
E no cove que compremas la tua ma am le cauteri, ans sia en le manifest de la codena en obra.	And don't remove your hand from under the cautery, rather show it in action on the patient's body.
E ja diyssero alscus antics que so alscus dels homes les quals uson de cauteri de ferr semblant a ray e igneysso aquel, e meto aquel en aquel loc le qual es entre las costas, entro que pervenguam am aquel ad aquel apostema e sia foragetada sania, ayssi cum havem dit en l’apostema del fietge.	And it has been said by some ancient ones that these are the actions of men who use a type of iron cauterization resembling hot fire and ashes, which they place in that area between the ribs where we reach towards that lump inside, as we have described for the lump in the throat.
Mays en aquesta perforacio am cauteri no es ses temor, quar hu mor tantost ho accideys en le loc fistula a la qual no es sanacio.	When performing this puncture with a cautery, there is no need for fear; as you have already experienced it recently when dealing with the fistula where healing does not occur.
Capitol .xxx.	Chapter XXX.
De la cauterizacio de la melsa.	On the treatment of removing pus through cautery.
Quan tu curas la malautia de la melsa am aquo que havem dit de la curacio en la divisio e no confereys la tua curacio, lahoras cauteri en lu es segon tres manieras, las quals totas son dreyturieras, de las quals la una es que fassas tres cauteris o quatre linhan segon la longitut de la melsa segon la figura dels cauteris del fietge, la figura dels quals ha precedit.	When you treat the pus disease as we have instructed for treatment in division and do not apply your own cure, then when applying cautery to it, there are three ways, all of which are directional. Of these, one is that you make three or four lines of cauterization according to the length of the pus like the figure of the cauterizations in the throat, the figure of which has preceded.
E sia entre quascun cauteri la grossetut d’un dit o un pauc mes, e la manieyra del cauteri sia la manieyra la qual havem dita en le cauteri del fietge engualment.	And between each cauterization there should be the width of a finger or a little less, and the method of applying the cautery is the same way we described for the cautery in the throat.
E no compremas la tua ma am le cauteri; e le malaute sia eves sobre lo sieu dos.	And do not pull your hand away from under the cautery; and have the patient lie on their back.
E es autra manieyra de cauterizar, so es que tu igniscas le cauteri haventz dos vertimentz, la qual causa havem dita en le capitol de dislocacio del muscle, e elava la codena la qual es en le endreyt de la melsa la hon perve le jazer del malaute sinistre.	And there is another way to apply the cautery, that is, you should ignite the cautery with two streams of liquid, which we have described in the chapter about muscle dislocation, and raise the body part where the pus is located so that it can drain out from the left side of the patient.
E sia la tua elevacio am la qual elevas la codena segon la longuesa del cors, per que sian faytz cauteris segon la latitut del cos.	And make your elevation according to which you raise the body part according to the length of the body, so that the cauterizations are made according to the width of the body.
E aprop entromet les dos vernimentz, ignitz mot, en aquel entro que am aquels penetres la codena de la autra part.	And then insert both streams, ignite them, in that space where they reach the spine from the other side.
E aprop extrayt le cauteri; e donc son faytz quatre cauteris.	And then remove the cautery; and thus four cauterizations are done.
E si voys, cauteriza am cauteri havent tres vernimentz.	And if you see fit, apply three streams with a single cautery.
E aprop tu cura le cauteri pus que aia laysat de getar brac per trops jorns, quar mays es comferent que las autras causas precedentz en la curacio.	And then treat the pus that has remained to drain for too many days, as it may require more careful attention than other previous causes in treatment.
Capitol .xxxi.	Chapter XXI.
De cauterizacio de ydropici.	On the treatment of dropsy.
Cauteri no catz en ydropici sino en alcinte3 propriament.	Cauterization should not be performed throughout the body in dropsy, but only in its proper place.
Quan tu curas le ydropic am las manieyras de curacio las quals havem ditas en la divisio e no confereys la tua curacio, lahoras cove que aquel cauterizes am quatre cauteris en le cercuit del embelic e am un cauteri sobre l’estomac, e am autre cauteri sobre le fietge, e am autre cauteri sobre la melsa, e am dos cauteris entre les spondils del dos, e un cauteri en lo dreyt del pietz, e am autre cauteri sobre l’estomac.	When you treat dropsy using the methods of treatment we have described in division and do not apply your own cure, then you should perform four cauterizations around the umbilicus and one on the stomach, and another on the throat, and another on pus. And place two cauterizations between the vertebrae of each side, and one on the right side of the leg, and make another cauterization on the stomach.
E la quantitat de la profunditat del cauteri sia propdana a la spicitut de la codena.	And the depth of the cauterization should be proportionate to the thickness of the spine.
E aprop layssa le cauteri ubert per so que gete brac per lonc temps.	And then let the cauterizations open sufficiently so that pus can drain for a long time.
E no evacuas le malaute de curacio aprop le cauteri am aquo que cove per que sian agreguadas a lu doas entencios, e sira festinada a lu am ajutori sanacio.	And do not evacuate the patient for treatment immediately next to the cauterization, as it allows two interpretations and should be accompanied by therapeutic assistance.
La forma del cauteri am lo qual es cauterizat lo ventre sia clavilh segon que la forma de aquel es desus precedent, e es aquel am le qual es cauterizat le dos sia olivar segon qu’es precedent a la sua forma.	The shape of the cauterization on which it is applied to the abdomen should be in the form of a bow according to its previous shape, and that which is cauterized around the waist should be olive-shaped according to its previous form.
Capitol .xxxii.	Chapter XXXII.
De cauterizacio de pes e de las coyssas.	On the treatment of applying cautery to feet and thighs.
Quan les pes so apostematz en ydropitz e so repletz de aygua sitrina, cove que cauterisas les pes sobre le dos del pe in nocrati aquo que es entre le auricular e le anular, e eleva la tua ma am le cauteri e no torses aquel; e aprop eleva la tua ma, e no retornes aquela de tot, quar l’aygua satrina rezuda.	When the feet are swollen due to dropsy and full of watery pus, you should apply cautery to the feet on each side between the thumb and ring finger, lift your hand under the cautery and do not twist it; then lift your hand slightly, and do not turn it completely as the watery pus will drain.
Es le cauteri segon aquesta forma: E aprop fay sobre las doas coyssas dos cauteris, e en quascuna coysa sia feyt cauteri am la extremitat del cauteri cutellar.	The cautery should be made in this way: Then apply two cauterizations on each thigh, and for any part, make a cauterization at the tip of the knife-like part.
E sia le cauteri segon la longitut de la coyssa: i dejos le denolh e l’autre jos le mieg loc de la coyssa; e sobre quascuna coyssa dos cauteris.	And make the cauterizations according to the length of the thigh: you kneel and place your other knee in the middle of the thigh; and on each thigh, two cauterizations.
E layssa la plagua uberta ses curacio per lonc temps per so que alcuna aygua resuda de lu.	And let the opened wound drain for a long time to allow some water to drain from it.
E aprop cura le am aquelas causas las quals havem ditas.	And then treat those causes which we have described.
Capitol .xxxiii.	Chapter XXXIII.
De cauterizacio de cos de ventre.	On the treatment of applying cautery to abdominal regions.
Quan cos de ventre es per freg e per humiditat entro que debelice las vertutz, so es la vertut digestiva e retentiva, las quals so en l’estomac e en les budels, e es curat aquo am las manieyras de curacio e no confereys, e vezes le malaute suffertan cauteri de vertut exhiberant, lahoras cauteriza aquel am gran cauteri sobre le sieu stomac segon que a precedit en la cauterizacio del estomac, am le cauteri del cercle e am quatre cauteris en le cercuit del embelic subtils, am cauteri clavilh subtil; e am cauteri sobre le alcatin sobre alozis gran, o am dos cauteris.	When the abdominal pain is due to wind and moisture causing discomfort in the intestines, it is the digestive and retaining properties that cause this. These are located in the stomach and in the intestines, and this condition can be treated using treatment methods without causing any harm. Often, the patient suffers from a cautery of the virtue, so perform a large cauterization on their stomach according to what preceded during the stomach cautery, then do the same with the circle cauterization and four cauterizations in the circuit of subtle abdominals, with subtle clavilh cauterization; and do a cauterization over the anus on that area or perform two cauterizations.
E si vezes las humiditatz exhuberants e le malaute aquo tollerant, lahoras cauteriza aquel sobre le pentenilh e sobre les budels, e fort leu ajustant dos cauteris sobre l’estomac e prop dels inguonas, quar es curacio perficent de juvament de la qual no erras.	And if you notice excessive moisture and the patient tolerates this, then perform a cautery on their umbilicus and on the intestines, strengthen your adjustments with two cauterizations on the stomach and near the inguinal regions, which is a perfect cure for youthful ailments from which you will not err.
Capitol .xxxiv.	Chapter xxxiv.
De cauterizacio de emorroydas antiquas.	On the cautery of old hemorrhoids.
Quan so en la natura derier emorroydas antiquas o una de humors grossas fregas o de humiditatz corrompudas, e son curadas am aquo que havem dit en la divisio e no confereys la tieua curacio, lahoras cauterisa am tres cauteris sobre le pus dejos spondilh del dos petit e petit triangular, e am cauteri desus le ombelic cays per dos ditz.	When dealing with old hemorrhoids in nature or those filled with thick fluids or corrupted moisture, and they are treated as we have said in the division without harming your treatment, then perform a cautery on three areas on the pus left behind by both small and triangular points, and do two more cauterizations above the umbilicus.
E si doptas que l’estomac de lu sia enfregidat e la vianda de lu no sia degerida, e la cara de lu vezes apostemada, lahoras cauteriza aquel sobre l’estomac am gran cauteri segon que es precedit; e am un cauteri sobre fietge, e am autre cauteri sobre la melsa de lu am cauteri clavilh, e leyssa le cauteri per alcun temps ubert, e aprop cura lu entro que sia sanat.	And if you notice that the stomach of the patient is cooled and their food is not being digested properly, along with their face appearing swollen, then perform a large cauterization on the stomach according to what precedes; and do one more on the buttocks, and another on the chest. Do a cautery on the clavilh area, and allow the cauterization to cool for some time before opening up again to treat until the patient is healed.
Capitol .xxxv.	Chapter xxxv.
De cauterizacio de atheyl aprop la abscizio de lor.	On the cautery of the thorax near their operation site.
Quan tu abscindes atheyl, lahoras tu igneys le cauteri que es asemblat a ray.	When you remove the thymus gland, then you apply the cautery that has been prepared as a rod of fire.
