Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasim.
Capitol .xxxii.	Chapter XXXII.
De cauterizacio de pes e de las coyssas.	On the cautery of feet and thighs.
Quan les pes so apostematz en ydropitz e so repletz de aygua sitrina, cove que cauterisas les pes sobre le dos del pe in nocrati aquo que es entre le auricular e le anular, e eleva la tua ma am le cauteri e no torses aquel; e aprop eleva la tua ma, e no retornes aquela de tot, quar l’aygua satrina rezuda.	When the feet are swollen with watery dropsy and filled with clear water, it is understood that you should apply cautery to the feet on either side of what is between the auricular (ear) and the annular (ring-like) parts of the foot. Lift your hand near the cautery and do not twist it; and then lift your hand again, without returning it completely as the clear water will drain out.
Es le cauteri segon aquesta forma: E aprop fay sobre las doas coyssas dos cauteris, e en quascuna coysa sia feyt cauteri am la extremitat del cauteri cutellar.	This is how the cautery should be: And then apply two cauterizations on each thigh, and in any situation make a cauterization at the end of the surgical instrument.
E sia le cauteri segon la longitut de la coyssa: i dejos le denolh e l’autre jos le mieg loc de la coyssa; e sobre quascuna coyssa dos cauteris.	And let the cautery be according to the length of the thigh: put one at the knee and the other in the middle of the thigh; and on each thigh, two cauterizations.
E layssa la plagua uberta ses curacio per lonc temps per so que alcuna aygua resuda de lu.	And let the opened wound heal over a long period of time so that some water drains out from it.
E aprop cura le am aquelas causas las quals havem ditas.	And then treat with those causes which we have mentioned.
Capitol .xxxiii.	Chapter XXXIII.
De cauterizacio de cos de ventre.	On the cautery of the belly region.
Quan cos de ventre es per freg e per humiditat entro que debelice las vertutz, so es la vertut digestiva e retentiva, las quals so en l’estomac e en les budels, e es curat aquo am las manieyras de curacio e no confereys, e vezes le malaute suffertan cauteri de vertut exhiberant, lahoras cauteriza aquel am gran cauteri sobre le sieu stomac segon que a precedit en la cauterizacio del estomac, am le cauteri del cercle e am quatre cauteris en le cercuit del embelic subtils, am cauteri clavilh subtil; e am cauteri sobre le alcatin sobre alozis gran, o am dos cauteris.	When the belly region is affected by cold and dampness causing discomfort in movement, these are digestive and retaining functions which reside in the stomach and intestines. Treatment should be done using the methods of treatment without applying any other treatments, and sometimes patients undergo cautery due to this discomfort being exhibited; therefore, apply a large cautery on their stomach as previously explained for abdominal area cauterization, with the gastric region cautery, and four small cauterizations around the subtle navel area, a fine-scissored cautery, and a large one on the liver or using two cauterizations.
E si vezes las humiditatz exhuberants e le malaute aquo tollerant, lahoras cauteriza aquel sobre le pentenilh e sobre les budels, e fort leu ajustant dos cauteris sobre l’estomac e prop dels inguonas, quar es curacio perficent de juvament de la qual no erras.	And if you encounter excessive dampness and the patient tolerates it, then apply cautery on the navel and on the intestines, and strengthen the adjustment of two cauterizations on the stomach and near the groin areas. This is a perfect cure for young individuals that will not fail.
Capitol .xxxiv.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
De cauterizacio de emorroydas antiquas.	Regarding the cautery treatment for old hemorrhoids.
Quan so en la natura derier emorroydas antiquas o una de humors grossas fregas o de humiditatz corrompudas, e son curadas am aquo que havem dit en la divisio e no confereys la tieua curacio, lahoras cauterisa am tres cauteris sobre le pus dejos spondilh del dos petit e petit triangular, e am cauteri desus le ombelic cays per dos ditz.	When they are in the nature as old hemorrhoids or one of large humors or from corrupted moisture, and they are cured as we have said in the division and do not confer your treatment, then you should apply three cauterizations on the pus left behind at the spondylh of both small and small triangular ones, and two more cauterizations above the navel cays by two fingers.
E si doptas que l’estomac de lu sia enfregidat e la vianda de lu no sia degerida, e la cara de lu vezes apostemada, lahoras cauteriza aquel sobre l’estomac am gran cauteri segon que es precedit; e am un cauteri sobre fietge, e am autre cauteri sobre la melsa de lu am cauteri clavilh, e leyssa le cauteri per alcun temps ubert, e aprop cura lu entro que sia sanat.	And if you find that the stomach of the patient is chilled and the food they consume has not been digested, and their face appears reddened, then apply a large cautery as was previously described on the stomach; and apply one cauterization on the buttock, and another cauterization on the back of the neck. Let each cauterization sit for some time until it is removed, and soon afterward you will find that they are healed internally.
Capitol .xxxv.	Chapter XXXV.
De cauterizacio de atheyl aprop la abscizio de lor.	Regarding the cautery treatment of testicles near their location.
Quan tu abscindes atheyl, lahoras tu igneys le cauteri que es asemblat a ray.	When you remove the testicle, then you should apply the cauterization that resembles the shape of a ray.
Aprop entremet aquel ignit en aquel atheyl abscis, e ultima la tieua ma entro que pervengua le cauteri al orifici de la vena de la qual ve la sanc.	Place the ignited object inside the removed testicle, and continue your hand until it reaches the opening of the vein from which the sperm emerges.
E fay aquo una vetz o doas, quar si achieyl son trops, lahoras cauteriza quascun de lor segon que havem recontat, e aprop cura aquels am aquo que confereys a lor dels enguentz entro que sia sanat.	And do this one or two times, if the sperm is too much, then cauterize each of them according to what we have discussed, and after that, treat those with your prescribed ointments until they are healed.
E si cauterizas am gran cauteri sobre alquatin, es mays derier en juvament.	And if you apply a large cautery to the scrotum, it will cause more harm later in youth.
Capitol .xxxvi.	Chapter XXXVI.
De cauterizacio de fistolas que son faytas en la natura derie en las partidas de lu.	Regarding the cautery treatment for abscesses that occur naturally in the patient's limbs.
Quan la natura no obeziys a la obra la qual havem recomtada en son loc, e·l pacient es espaventat per aquo, sia sanat am cauteri.	When nature does not comply with the procedure we have recommended in its proper place, and the patient is frightened by this, they will be cured with a cautery.
Donc quan ad alcun ve fistola en la natura derier, e es antiquada, corro sania de lu e humiditatz corrompudas, e donc aquo que es pus digne que cove es que proes aquela am tenta subtil, e aprop conoys la quantitat de la profunditat de lu am la devant dita tenta.	So when you see an abscess forming naturally within, and it is old, full of pus and corrupted moisture, then that which is the pus to be drained out should be punctured with a thin probe. And then you will know the depth of the abscess from the location of this mentioned probe in front.
Aprop igneys le cauteri que es semblant a ray.	Place the ignited object that resembles a ray shape.
E aprop met aquel cauteri ignit en aquesta fistula, e segon la quantitat en la qual intrec la tenta.	And place the burning cautery in this abscess, and according to the depth where the probe goes in.
E itera sobre aquela le cauteri entro que sian comburitz aquels cors corrumputz tost una veguada o dos o tres, segon la quantitat de la tua necessitat.	And apply this cautery repeatedly inside until those corrupted parts are burned out, once or twice or three times, according to the extent of your need.
E guarda te de combustio de nervi e de vena; o si fistula va al cors de la vesica o al cors del budel, lahoras guarda te de totz aquels locz; e no fassas aquo sino quan la fistula es en loc carnos e cogitas que no es penetrant.	And be cautious of burning the nerves and veins; or if the abscess reaches into the bladder or the intestines, then avoid all these areas; do this procedure only when the abscess is in a meaty area and you think it is not penetrating.
E aprop cura le loc entro que sia sanat.	And then treat the affected area until it is healed.
E si le loc es sigillat, e so abscindidas de lu las materias, e roman ayssi per lonc temps, lahoras sapias que ja es curat entierament.	And if the area has sealed over and all materials have been removed from it, but still remains red for a long time, then you can know that it is completely healed.
E si las materias no so de lu ostadas, lahoras sapias que es penetrant o en le preon de lu os corromput, o cays aquo de aquelas causas de las quals vindra rememoracio en son loc.	And if the materials are not from your own body, then you can know that it is penetrating or close to a part of your body, or comes from those causes of which memory will arise in its location.
Capitol .xxxvii.	Chapter XXXVII.
De cauterizacio dels ronhos.	Regarding the cautery treatment for boils.
Quan en les ronhos endeve dolor per freg o per grossa ventozitat, e per aysso le coyt del malaute es amermat, lahoras cove que cauterizes aquel sobre les ronhos am cauteri sobre quascun ronho am cauteri clavilh del qual precesic la rememoracio.	When in boils there is pain due to friction or from large wind pressure, and the inner thigh becomes reddened, then you should puncture each boil with a cautery and apply a cautery on each one, using the point of which you will recall memory.
E fort leu cauterizam am le segon un petit dejos, per que vindran tres cauteris liniatz, e donc siran mays deriers en juvament.	And after gently applying the cautery to a small spot, you will bring about three linear cautery marks, and thus they will cause more harm later in youth.
Capitol .xxxviii.	Chapter XXXVIII.
De cauterizacio de la vesica.	Regarding the treatment of the bladder with a cautery.
Quan accideys en la vesica debelitat e mollificacio per freg e per humiditatz ayssi que·l malaute la urina no retengua, lahoras cauteriza aquel en la partida pus dejos sobre la vesiqua, la hon comensan les pels del pentenilh, e cauteriza am un cauteri en la partida dreyta, e am autre en la senestra de lu.	When it happens in the bladder with softness and weakening due to friction and moisture pressure that the inner thigh does not retain urine, then apply a cautery near the area of pus on the bladder, at the location where the skin begins under the buttock, and apply a single cautery near the right side, and another on the left side.
E sia la longitut de quascun cauteri segon la cantitat dels not del pous; e cauteriza aquel am cauteri en la partida pus bassa del dos, o am dos cauteris si es necessitat.	And make the length of each cautery according to the size of the nodules in the foot; apply this with a cautery near the lower part of both sides; or apply two cauterizations if it is necessary.
E sia cauteri clavilh segon que es procesit.	And use the point-like cauteries as described.
Capitol .xxxix.	Chapter XXXIX.
De cauterizacio de la mayra.	Regarding the treatment of the uterus with a cautery.
Quan veno en la mayra freg e humiditatz, e per aysso es prohibida enpreignacio, e son corrompudas las mestruas de lu, e es tardada la provocacio de lor, e accideys dolor deves le haveniment de lor, lahoras cove que·l loc sia cauterizat am tres cauteris en le circuit del ombelic, ayssi cum havem dit en le cauteri de la vesica; e am cauteri sobre le loc pus dejos del dos, o am dos cauteris, e sia le cauteri clavilh.	When there is friction and moisture in the uterus, and thus intercourse is prohibited, and her menstrual periods are corrupted, and their occurrence is delayed, and it occurs with pain during urination, then you should know that the area needs to be treated with three cauteries in the circumference of the navel, as we have described for the bladder's cautery; and apply one or two cauterizations near the area on both sides, and use point-like cauteries.
Capitol .xl.	Chapter XL.
De cauterizacio de la dislocacio de l’anqua.	Regarding the treatment of the dislocation of the womb with a cautery.
Quan humiditatz moucozas so efundudas a la partida de la anqua, e so faytas causas del yssiment del sieu loc, e senhal de lu es que la coyssa es prolonguada sobre l’autre quan so comparadas entre lor.	When moisture swells the part of the womb, and it causes disturbances in its location, a sign is that the thigh extends over the other when compared between them.
E le loc de la dislocacio es atrobat en lu quays boyt.	The location of the dislocation is found in the patient's hip joint.
Adonc cove que cauterizas le malaute sobre la partida de la anqua de lu am cauteri a sercle semblant, pus que tu auras senhat am tenta en le cercuit de la partida ayssi cum es revolguda, e per so que la partida caia el mieg loc del cercle.	Then when you need to cauterize the patient's waist over the spring of his urine with a similar cautery, knowing how to test in the circuit of the spring like this by swirling it, and to prevent the spring from falling into the middle spot of the circle.
E sia le cauteri del qual precedit la forma en la cauterizacio del estomac.	And the shape of the previously mentioned cautery is in the cauterization of the stomach.
E si aquest cauteri no es a tu present, lahoras cauteriza aquel am tres cauteris am cauteri olivar gran.	And if this cautery is not at your disposal, then use another with three cauteries made of large olive wood.
E sia fayt le cauteri segon la quantitat de la ispicitut de tota la codena; e aprop cura aquel entro que sia sanat.	And do the cautery according to the quantity of the heat in the entire chain; and then treat the area where it has been healed.
Capitol .xli.	Chapter 41.
De cauterizacio de la vena sciatica.	On the cautery for the sciatic vein.
Quan dolor ve en la partida de anqua, e so causa de lu freg et humiditatz, le malaute es curat am aquo que havem dit e no confereys, e aquo es antiquat, lahoras cove que tu lacses le malaute de humors grosses am pillulas fetidas o am pillulas artificials o semblantz; e aprop cauteriza aquel.	When pain occurs in the area of urine passage, and its cause is due to friction and moisture, the patient's waist will be healed using what we have said earlier without mixing it with another substance. This method has been proven effective over time. Therefore, you should release the waist from thick fluids using pill-shaped soaked in medicine or artificial pills, or similar substances; then cauterize that area accordingly.
E la manieyra del cauteri en aquela es segon dos manieyras: o cauteri am medicinas comburentz, o cauteri am foc.	And the method of the cautery in that case is according to two methods: or a cautery with burning medicines, or a cautery with fire.
Sira segon dos manieyras scientas, de las quals es la una que cauterizes aquel sobre la partida de l’ancha de lu am tres cauteris triangulatz segon aquesta forma; e fay am aquels bona profunditat.	There are two known methods, of which one is to apply three triangular cauteries on the waist area over the width of the patient, according to this form; and make those have good depth.
E sia le spazi le qual es entre cascun cauteri la quantitat de la grossitut del dit e si le cauteri olivar o gran.	And the space between each cautery is the size of the substance mentioned earlier, whether it's an olive or large wood.
Mays alcunas veguadas sia le cauteri sobre le mieg loc sobre le cap de l’anquan per que son quatre cauteris.	There are times when you should apply the cautery over the middle spot on the head of the anus, for there will be four cauteries.
E si vols, cauteriza am le cercle del qual es precesida la forma en la cauterizacio de la dislocacio de l’anqua, la i que sia cercle continent e comburey la ispicitut de tota la codena.	And if you wish, cauterize using the circle as described in the dislocation of urine, which includes burning heat throughout the entire chain.
E aquesta es la manieyra de cauteri in ciatiqua quan dolor es adherent al anqua e no es estenduda entro a la coyssa.	And this is the method of cautery in heat when pain is attached to urine and does not extend into the thigh.
Mays si es estenduda entro a la coyssa, lahoras cauteriza aquel am dos cauteris sobre la coyssa sobre le loc al qual envireys le malaute que es la dolor; e am un cauteri sobre la cavilha per quatre ditz un pauc deves la part cilvestra.	And if it extends into the thigh, then cauterize that with two cauteries on the thigh over the place where you will put your waist which is the pain; and one cautery on the groove for four fingers a little to the left side.
E si le cauteri cutellar, e sia la profunditat del cauteri segon la quantitat de la ispicitut de la codena.	And if it's a knife-like cautery, then the depth of the cautery should be according to the heat intensity of the chain.
E si le malaute envireys que la dolor es estenduda entro al loc prop les ditz des pes, lahoras cauteriza aquel aqui on envireys am cauteri per tres puntz o quatre o mays si indigeys de aquel.	And if the waist is where the pain extends into the area near your feet, then cauterize that place here with a cautery applied to three points or four or more if it's necessary for that.
E si le malaute envireys dolor esser dejos le donolh ves la coyssa, lahoras cauteriza aquel aqui am un cauteri cutellar.	And if the waist contains pain extending up to your thigh, then cauterize that area here with a knife-like cautery.
E guarda te en tota cauterizacio que no ultimes am le cauteri en tant que comburas nervi o gran arceria, e que per aquo a tu es sobre le malaute mal noccument o contraccio.	And when performing any cautery, ensure you do not continue until it burns nerves or large veins, as this may result in harm or contraction to the waist.
E yeu ja e vist un e autre de aquels les quals cauterizero sobre la cavilha e ultimero en la cauterizacio, e la cama foc inflada entro que la tumor aconseguit lo pe, e foc perforat e corromput tot le pe.	And I have seen both of those; you should apply the cautery over the groove and ultimately in the process of cautering, and the fire-filled bed resulting in the formation of pus within the foot, and causing destruction of all parts of the foot.
E aprop accidic fort solucio de ventre, e aprop aquo la mort.	And this will lead to a severe abdominal solution, and from that, death occurs.
E si la dolor es en dos partidas ensemps cauteriza quascuna segon aquesta manieyra.	And if the pain is in two parts simultaneously, cauterize each one according to this method.
E diysero les savis alcus en la cauterizacio de anqua cauteri del qual aquesta es la manieyra: fay semblant a cercle de ferr del qual le cercuit sia la maytat de un palm; e sia deves le sieu orrifici segon la grossesa de un os de datil o mens un pauc.	And some wise ones would say about the cautery for urine: make it resemble a circular iron device where the circumference is that of a hand; and place its opening according to the size of an almond bone or slightly less.
E dedintz aquel cercle sia un autre tertz; e sia le spazi le qual es entre lor la quantitat del notz del pous; e sian aquels cercles ubertz de dos partidas; e sia la longitut de aquels cays un notz o dos notz, e fay en aquels margue de ferr decentment apparelhat en les cercles; e aquesta es la forma de lu:	And inside that circle place another tortoise shell; and the space between them is the size of a foot; and those circles should be placed on two parts; and the length of those edges is one or two toes, and make appropriate grooves in the shells aligned with the circles; this is the form of it:
Aprop sia ignit en le foc entro que s’enrogesisca e gete scintillas, e aprop sia pausat sobre la partida del anqua, le malaute colcat sobre le latz sa.	And ignite in the fire until it reddens and sends off sparks, then place it on the urine passage, with the waist held vertically.
E donc cauteriza aquel am tres cauteris redontz en una veguada.	And then apply three round cauteries in one location.
E aprop layssa aquel per tres jorns; aprop emplastre aquel am boder e layssa la plagua uberta per trops dias; e aprop cura aquel am enguentz entro que sia sanat.	And then let that heal for three days; and cover the wound with lint, allowing it to be open too long; and treat it with ointment until it is healed.
Diys Albucasis : o, filhs, de aquesta specia de cauteri pauc havem usat per la terror del reguardament de lu, e per aquo que paucs havem trobatz les quals reguardan sobre lu.	Albucasis: Oh children of this species of cautery, we have used a few due to the fear of observing it, and for that reason, we have found those who observe it.
Mays dels bos cauteris a lu qui les sufferta, et atroba am aquel le loc de lu.	And concerning the effects of these cauteries to someone who undergoes them, find out where they are on him.
Mays cauteri am medicinas adhurentz es que tu fassas dos cercles haventz armula perforada en la qual deyssen le guaffo de la porta de ferr; sia la longuitut de la paretz en la nauteza de lor sian dos nozes o quays aquels.	And when you cauterize with medicines that adhere, make two perforated circles containing the urine stream from the iron gate; and let the length of the walls be in proportion to their size in the body, being one or two toes.
E si le spazi le qual es entre quascu la quantitat de la grossitut del dit; e sian ubertz dejos e desus, e sian que contenguan se entre lor segon aquesta forma:	And if the space between each is the size of the substance mentioned; and place them side by side and above, so that they contain themselves among each other according to this form:
E aprop pausa sobre la partida de la anqua le malaut jasent sobre le latz sa, e comprem la tua ma sobre la partida de la anqua; e aprop pren de aygua cauda e fon la entre dos cercles, e la qualiditat de aquela sia am le foc petit a petit, e te aquela per la quantitat de una hora, e sufferta le malaute la mordicacio e la adhustio de lu — quar aquel atrobo mordicacio ayssi cum de foc — entro que cesse la mordicacio.	And then place your hand on the urine passage while keeping the waist vertically; and hold your hand on the urine passage; and take water to pour between two circles, letting its quality burn gradually over a small fire; keep that for an hour's duration, allowing the waist to experience burning and rubbing - like burning with heat - until the rubbing stops.
E aprop eleva la tua ma am le instrument et abstergeys l’aygua cauda de tota la anqua am aygua dousa.	And then raise your hand to the tool and clean off all the water from the used water.
E aprop leyssa aquel per tres jorns e pausa sobre aquel boder entro que sia la negror de la adhustio remauguda, e leyssa aquo per alcus jorns, e correra de lu poyredura; aquest es derier en juvament.	And then let that (heal) for three days and place on it the warmth where the blueness of the healed disorder is, and let it heal in such days, and it will cure your pain; this happens later in youth.
E aprop cura aquel am enguentz entro que sia sanat.	And then treat that with ointment where it has been healed.
E si la dolor es extenduda entro la coyssa o la camba, fay a lu estatua en lu que contengua aygua segon que es feyt en la anqua engualment.	And if the pain extends within the thigh or the rib, have them stand in the position that holds water as it is done in equal water.
E aquesta es la manieyra de aygua cauda, e yeu ja he scrit aquela en le tractat de la rectificacio de medicinas.	And this is the method of hot water, and I have already written about that in the treatise on correcting medicines.
Recipe de alcali e de caus no extinta de amdos ana partida una, e trissa les e pausa en una ola nova de la qual la partida dejos sia perforada per un petit trauc, segon la quantitat que intre en lu ray.	Recipe for the ash of both wood and coal, combine them in equal parts, then divide it and place some in a new wave, where the part you leave should be pierced with a small probe, according to how much fits into your fire.
E pausa dejos le fons de la ola autra ola enveyriada, e gete sobre aquel alcali e caus viva de aygua doussa la qual cobra aquels per un dit, e pus que tu compremes aquels am la tieua ma per bona compressio, e leyssa la hola que deyssenda de lu aygua aguda en la partida dejos a la ola enveyriada.	And place the bottom of the wave with another wave on top, heat the live ashes and water which takes those (the wood and coal) for one finger, until you can compress them well with your hand, then let the vapor that comes out from the hot water in the remaining part above the heated ashes dissipate.
E aprop ajusta tota aquela aygua, e geta la sobre autra caus viva e autre alcali renovelatz, quar aquela lahoras sira de mot forta acuitat, la qual es aministrada en motas operacios de medicina e en cauterizacio dels autres membres, quar operacio fa de foc.	And then adjust all that water, heat it over live coal and another alkali (material), so that it produces a strong heat which is administered in doses during medical operations and in the cautery of other limbs, this operation is done with fire.
E so de las medicinas alcunas am las quals es cauterizat ancha, ayssi cum tezizic e mel anacrat e caus am sabo enayssi que sian mesclatz.	And for some medicines among which the application is made with cautery, such as leeches and honey applied on a wax band that they should be mixed.
E Gualia recontet de un home dels antics la operacio e la curacio am la qual es curada dolor de anqua e de vena sciatica, e magnifiquet mot be esser de aquel, e diys que no hac necessitat de autra curacio, e quar es sanat per una veguada ayssi cum recomtec, quar fort leu aquel intrec en banh e eysic ja sa d’aquel.	And as for one of the ancient's procedure and treatment, which heals water pain and sciatica vein pain, it is magnificently small in that regard. And you say there is no need for other treatments, and it gets healed after one treatment just like I recommend; it becomes strong again in bathing and already adapts to that.
Et es que sia pres de certarragi vert, e si no es atrobat vert, sia presa figua recent; e mot sia trissada am un pauc de grays e sia pausat sus la anqua en la qual es la dolor, o en la coyssa, o en la camba, e sia liat.	And it should be placed close to the heart's vertebra. If there is no vertebra, then place a fig on a small gray; and then immerse this in water where the pain is, or in the thigh, or in the rib, and bind it up.
E sia layssat per la cantitat de tres horas o per la quantitat que·l malaute centa cedacio de la adhustio.	And let it stay for a duration of three hours or as long as the patient feels relief in the improvement.
E aprop met aquel en banh e donc quan le cors de lu sia enrozat, entromet aquel en le sol, quar la dolor cessa e es sanat.	And then place that in hot water until the patient's body turns red, then introduce it to fire when the pain ceases and they are healed.
E sapias que no cove que alcu use de cauteri am aquestas medicinas sino aprop la evacuacio del cors.	And know that not everyone should apply cautery with these medicines, but only when there is an evacuation of the body.
Mays ja Escorides diysec que quan am fenda de cabra la vena stretica es cauterizada, aprofieyra a lu mo be; e sia le cauteri am lu segon aquesta manieyra: sia presa lana e sia enbeguda en oli antic, e sia pausat entre le pous del pe e entre le fossil.	Mays of Escorides says that when there is a wound in the goat's vein it gets cauterized, making its milk better; and apply the cautery to them according to this method: take wool and soak it in old oil, then place it between the ribs and under the chest.
E aprop pren fenda de cabra secca e emflasma aquela am foc entro que sia fayta carbo; e aprop pausa lu sobre la lana e leysa la entro que sia estengida.	And then take the wound of a dried goat and apply it to fire inside where charcoal is made; and place them over the wool and let it heal until it extends.
E aprop itera aquo, e no cessas far aquo entro que·l scintiment de la mordicacio pervengua entro al anqua e repausa la dolor.	And repeat this process, without stopping until the sensation of the bite reaches into the water and rests the pain.
Et aquesta manieyra de cauteri es apelat cauteri de vaquas.	This method of cautery is called cattle's cautery.
Capitol .xlii.	Chapter XLII.
De cauterizacio de dolor de dos.	On Cauterization of Two Pains.
Alcunas veguadas dolor es en le dos per tropas causas, cum per cazement o per percucio o per superflua evacuacio, e per causas ad aquelas semblantz, per infusio de materia frega e humida.	Some pains are in the two for various reasons, such as from impact or strike or due to excessive evacuation, and because of causes similar to those, by infusion of moist material or substances.
E cauteri no catz sino en aquesta sola specia la qual es fayta per efusio de materia frega.	And cautery is not for cats but in this single type that is done through the effusion of abrasive matter.
Donc cove, aprop evacuacio del malaute am pillulas fitidas e am semblant a lor, que sian faytas sobre·l dos en le qual es la dolor tres linhas segon la latitut de lu, pus que senhas am tentha en quascuna linha v cauteris o mays, segon la quantitat que ve de la tolleransa del malaute e de la vertut de lu.	And so, consider the evacuation of the patient with pills that resemble them, which are made above and below where pain is in three lines according to the width of it; if you can test in each line one or more cauteries or even more, depending on how well tolerated by the patient and its effectiveness.
E sia fayta cauterizacio am cauteri de punt.	And a cautery is performed with needle cautery.
E si vols, cauteriza am tres cauteris o am quatre am cauteri clavilh medial segon aquesta forma:	And if you wish, you can do it with three or four needle cauterizations according to this method:
Capitol .xliii.	Chapter XLIII.
De cauterizacio al comensament de gilbositat.	On Cauterization at the beginning of gallbladder issues.
Motas veguadas endeve aquesta malautia als petitz enfantz; e senhal del comensament de lu en les enfantz es que accideys sobre lor estrectura en le ale eves la elevacio e·l movement.	Certain symptoms often accompany this illness in young children, and the signs of its beginning are that it affects their body causing swelling and elevation, as well as movement.
E atrobas en le derier espondil del dos e dels notz de lu que ja comensa a sobremontar sobre les autres spondils.	And you find in the lower vertebrae of the back and ribs where they start to rise over other vertebrae.
E donc quan tu vezes aquo e voles prohibir, lahoras cauterisa aquel am cauteri que sia cercle segon aquesta forma:	And then when you notice this and want to stop it, you should apply the cautery in a circular manner according to this method:
que prengua le cauteri sobre tota partida del spondilh engualment.	so that the cautery covers the entire part of the vertebra equally.
E si vols, cauteriza en le circuit del spondilh am le cauteri de punt dos linhas o tres.	And if you wish, apply the needle cautery along the circuit of the vertebra for two or three lines.
E sian les puntz propdas entre lor.	And make the points close to each other.
E aprop cura le loc entro que sia sanat am aquo que havem dit.	And then heal the area where it has been healed with what we have said before.
Mays guarda que cauteri no sia administrat en gelbositat que sia fayta per spasme de nervi.	Mays advises that cautery should not be administered for gallbladder issues caused by muscle spasms of nerves.
Capitol .xliv.	Capitol. xliv.
De cauterizacio de podagra e de dolor de juncturas.	On the treatment of gout by cautery and joint pain.
Quan dolor de juncturas son faytas per humors fregas les quals so enfundutz a quascun membre del cors, lahoras quan veno dolors en los pes, de costuma dels metges es que aquo apelen podragua propriament.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
E donc cum es curada podagra de causa frega am manieyra de cura e no so remaugudas las dolors, lahoras las remau cauteri.	And thus how gout caused by internal friction is cured using the method of treatment and not leaving the pains untouched, they are treated with a cautery.
E es que tu cauterizas aquel aprop evacuacio en le circuit de la junctura del pe am motz cauteris.	And that is why you apply a cautery to the area near the foot's joint exit in the circuit, using a hot point.
E sia cauteri olivar del qual aquesta es la forma de lu:	And this is what an olive-shaped hot point looks like that this is:
E si es necessitat que puntz sia fayt sobre la fassia del pe, lahoras fay am cauteri de punt.	And if it is necessary to make points on the surface of the foot, then do so with a pointed cautery.
E si las dolors pujan entro als denolhs o a las autras juncturas, e aquo motas vetz s’endeve, lahoras cauteriza aquel sobre quascun donolh am tres cauteris o quatre de tota partida am aquest cauteri olivar.	And if the pains rise within the joints or to other joints, and such spots are found, then apply the cautery over each joint with three or four points of this olive-shaped cautery.
E si motz cauteris que aquestz cauteris sian a tu necessaris, lahoras cauteriza aquel e no premas trop la tua ma am le cauteri abans, sia tant solament enviro la specitut de la codena.	And if you find that these cauteries are necessary, then apply the cautery and do not press too hard with your hand before it, just around the circumference of the joint.
E si las dolors pugan entro al donolh e·l dos, lahoras aministra le cauteri le qual havem dit en le sieu capitol.	And if the pains rise within the joint and its second part, then administer the cautery which we have described in our chapter.
E si las dolors so en las mas tant solament, e es apelada suagra, lahoras puncta en le circuit dels focils ayssi cum se revolvo, puncta en aquels dos linhas.	And if the pains are only in the chest, it's called gryphagra, then puncture along the path of the nerves as they flow, puncture at those two lines.
E si reman de las dolors en les ditz, lahoras puncta en le cercuit dels focils sobre quascun notz e sobre la pinche de la ma.	And if the pains remain in the fingers, then puncture along the path of the nerves on each knuckle and over the tip of the hand.
E si las dolors pugan aprop alscus jorns als coydes o als muscles, lahoras cauteriza les quascus de tota part dels ajutoris.	And if the pains occur close to several days in the armpits or muscles, then apply cautery over all parts of the helpers.
E no evacuas le malaute de bon regiment e de recepcio de medicinas, quar si es fayt bon regiment e flacma es evacuada am aquest cauteri sira sanat, Dieus ajudan.	And do not allow the patient to recover well and receive medicines, for if it is done in good order and steam rises with this cautery, health will come from it, God help.
Capitol .xlv.	Chapter 45.
De cauterizacio de rompeduras.	On the treatment of ruptures through cautery.
Quan endeve rompedura en les angonars e diysendo les budels denant l’atela al genetiu, e aquo es comensan de aprop, lahoras cove que tu mandas al malaute layssar la sua comestio en le sieu dia e que use de causas leniens per so que la fenda deyssenda del sieu ventre.	When finding a rupture in the veins and observing the intestines before the hernia at the groin, and this is how it begins close by, then instruct that the patient abstains from food for the day and uses gentle remedies so that the opening of his belly can heal.
E aprop segua le malaute entre las tuas mas sobre le sieu dos, e comanda a lu que tengua le sieu ale entro que sia foro getat o aparesca l’atela o·l budels.	And then guide the patient between your hands on his back, and command that he place his elbows under him so that there is no escape or appearance of the hernia or intestines.
E aprop retorna aquel am les tieus ditz e senha am tenta la ruptura sobre le os del pentenilh am senhal la extremitat del qual sia semblant a la maytat de cercle a las subiranas partidas del cors.	And then return the thing to your fingers and test the rupture on the bones of the ankle, signaling the end of which is similar to half the circumference in the upper parts of the body.
E aprop igneys le cauteri del qual aquesta es la forma de lu:	And then use the cautery with this shape for it:
entro que sia mot rog e gete cintilhas.	Ensure that there is motion and sparks during its application.
E aprop reduzeys le budel o l’atela a la sua conquavitat, e aprop pause la sua ma sobre le loc per so que le budel no yesqua.	And then return the hernia or intestines to their cavity, and place your hand over the area in such a way that the hernia does not escape.
E tu ja has ubert entre las coyssas del malaute e dejos lu as pausat un coyssi, et autre servent sia sus las cambas de lu, e autre sus le pietz de lu, le qual tengua las suas mas.	You have already opened the space between the patient's thighs and placed a cushion under them, another servant is on their legs, and another is on their chest, holding their hands.
