Ayssi comensan las paraulas de Albucasim .	This begins the words of Albucasim.
Mays le artifexs savi e subtil en l’art, atroba per si mateys segon aquo que a lu significa la operacio e las malautias diversas; quar son de las malautias a las quals les antics no diysero ni pausero propri instrument, per las formas de diversas specias.	May those artisans be wise and subtle in their art, discover for themselves according to what this operation means to them and the various illnesses; they are of the illnesses to which the ancients would neither say nor use proper instruments, due to the different shapes.
Mays si es trinquat l’os de la mandibula o dels autres osses de la boca, o si poyreys, lahoras sia pes curat sobre aquel en son loc am aquo que es a lu convenient dels instrumentz e de las forceps las quals havem dit en la extraccio de las razitz de las dentz, e ajuda te am gesti del qual aquesta es la forma:	If it is pierced the bone of the jaw or other bones of the mouth, then place your weight on that in its place according to what suits them for the tools and forceps as we have said in the extraction of tooth roots, help yourself with this gesture whose shape is:
E sia en lu alcuna grosseza petit a petit, e sia instringida o tenguda am la boca per que no evasesca o fuga entro que l’os de tot sia foro-getat; e aprop restaura le loc am medicinas convenientz ad aquo.	And make it of some thickness gradually, and hold or keep it in the mouth so that it doesn't escape or go into the bone until all the bone is extracted; then return to restore the place with suitable medicines.
Mays si en l’os es petita poyredura, lahoras ratz aquel de aquela poyredura e de la sua negror, e cura aquel entro que sia sanat.	If there is a small pus pocket in the bone, then cut through that part of the pus and its darkness, and treat that inside so it may heal.
Capitol .xxxii.	Chapter xxxii.
De la cura de las dentz eminentz sobre las autras.	On the treatment of prominent teeth over others.
Quan las dentz so eminentz no segon lor cors natural per aquelas la forma es laga, e majorment quan endeve a las femnas, e majorment a las piuselas venerablas; donc cove que tu consideras: si dent es nada aprop autra dent, e no es possibla sarradura ni linament de lu, lahoras radica aquela; mays que no sia annexa am autra dent, lahoras tu inscideys aquela am aquest instrument del qual aquesta es la forma; e es semblant a morr de porc, e sia feyt de ferr de India de extramitat mot aguda.	When the teeth are prominent not according to their natural position by that form being set, and especially when it happens in women, especially in the most venerable old ladies; hence consider this: if a tooth is close to another tooth, and there's no possibility of extraction or use of a balm on it, then that one is implanted; but if it's not attached to another tooth, then you incise that with this instrument whose shape it has; and it resembles the cut of pork, made of Indian iron with an extremely sharp edge.
E sia la tua inscizio am la qual inscideyses aquela en trops dias per la duricia de la dent, e que no sia comauguda autra de las dentz.	And if your incision is on the place where you would cut that tooth over several days due to the hardness of the tooth, and it's not as sharp as another of the teeth.
E si es dent eminent expausat a limadura, lahoras lima aquel am lima de ferr de India del qual aquesta es la forma:	And if the prominent tooth is worn down to the point of being cut by a file, then file that with an Indian iron file whose shape it has:
E sia tot de ferr de India e·l margua eysament; e sia de motz menutz puntz ayssi cum lima am la qual son faytas agulhas, am la qual la dent sia limada pauc a pauc en motz dias am fecilitat, per so que no sia autra dent comauguda e caga.	And it's entirely of Indian iron, the groove is made; and it has useful points like a file with which holes are drilled step by step in a few days each, to ensure that no other tooth is cut and falls out.
E aprop lineys aquela en la fi, e ratz aquela am alscus razoris.	And then draw that along the end, and cut that with one of those razors.
E si es dent del qual una partida es trinquada e lideys la lengua, lahoras cove que tu limescas aquel entro que l’aspretat de aquela fraccio sia ostada e engualhada, e sia aplenada per so que la lengua no ledesca ni la paraula no corrumpa.	And if it's a tooth where one part is broken and the tongue touches it, then consider that you should shave that inside where the roughness of that fraction is stopped and made smooth, to ensure that the tongue doesn't hurt or the word doesn't get distorted.
Capitol .xxxiii.	Chapter xxxiii.
De restauracio de dentz maugudas am fiel de aur o de argent.	On restoring teeth made dull with wear on gold or silver.
Quan accideys a las dentz devant concussio e remossio per percussio o per cazament, e le malaute no pot strenher sobre aquo que manga, e tu has curat aquel am medicinas stipticas, e no ha valgut la tua curacio, lahoras per so que no cagan es engen en aquelas que sian strengudas am fiel de aur e no de argent, quar argent se fa vert e aprop se poyreys aprop alscus dias, mays aur nul temps no es mudat.	When it happens to the teeth in front of concussion and removal through percussion or impact, and the patient cannot support what is eaten, you have treated that with stiptic medicines, and your treatment has not worked. Therefore, considering that gold is stronger than silver, and if there's no need for any days when dealing with gold, but not so with silver which turns green over time, it should be noted that gold does not change color even after years.
E sia le fiel en tal subtilitat e grocesa segon la quantitat que puesca entrar entre las dentz; e la forma de la reccio es que prenguas le fiel e pren lo doble de lu entre doas dentz sanas, e aprop que cresques am doas tortuositatz del fiel entre doas maugudas, o si’ una o motas, entro que pervengua la tela a la dent sana del autra partida.	And if the gold is in such subtlety and roughness according to the quantity that can enter between the teeth; as for the shape of the restoration, take the gold and place twice its amount between two healthy teeth. Let it grow between two curves of the gold on each side of the dull tooth(s), whether one or multiple, so that the thread can reach the healthy tooth of the other part.
E aprop itera le teyssiment entro a la partida de la qual comenciest, e strenh la tua ma am facilitat e savieza entro que no sia mauguda.	And then repeat this operation into the part from where you started, strengthen your hand with ease and knowledge so that it doesn't get dull.
E sia la tua striccio am la qual strenhas le fiel deves las razitz de las dentz que no evasesca.	And if your stroke is on the part where you strengthen the gold, make sure not to smudge it with the teeth.
E aprop inscindeys las extramitatz del fiel superfluens am las forceps o tosoyras, e agregua aquelas en quascun loc am gesti, e converteys aquelas e las occulta entre la dent sana e la dent mauguda, per so que no fassa lesio a la lengua.	And then incise the excess ends of the gold with forceps or cut them off and place those in every position where you've worked, and integrate those and the hidden ones between the healthy tooth and the dull tooth to prevent injury to the tongue.
E aprop leyssa aquela ayssi streyta cum roman.	And then polish that as you would with a Roman grindstone.
Mays si es desliada o rumpuda, strenh aquela o aquelas am autra fiel en tal manieyra en tot son temps.	If it's shifted or broken, strengthen that or those with another piece of gold in the same manner throughout its time.
E aquesta es la forma de las dentz e la figura de la rectacio de doas dentz sanas e de doas maugudas, ayssi cum vezes aquestas liadas:	And this is how teeth are and the figure of restoring two healthy teeth and two dull ones, like this when they're joined together:
E quan se fa que retorno una dent o doas aprop le cazement de quascuna en lors locs, e sian recrescutz ayssi cum havem recomtat, e que remauguan.	And when one tooth or two are returned close to the place of each, and they grow back as we have described, and get dull again.
E no fa aquo sino bo artifexs e savi.	And do not perform such tasks except for skilled artisans and wise individuals.
E alcunas veguadas es aptat alcuna causa dels osses de vaca, e es fayt de lor ayssi cum forma de dent, e es pausada en loc en le qual defayl la dent, e es strengit ayssi cum havem dit, e reman e serveys am aquel per lonc temps.	And sometimes certain conditions are suited for the bones of cattle, and it's done in this way like a tooth shape, and placed at the spot where the tooth has fallen out, and is strengthened as we have said, and remains and serves that purpose for a long time.
Capitol .xxxiv.	Chapter xxxiv.
De inscizio del liament le qual ve en la lengua e prohibeys loquela.	On the incision of the cord that exists in the tongue and inhibits speech.
Aquest liguament le qual ve dejos la lengua alcunas veguadas o es natural am le qual hom nays, o accidental e accideys per plagua la qual ja es consolidada.	This cord that leaves the tongue in some cases or is innate as one is born, or accidentally occurs due to an illness which has already hardened.
E la operacio en lu es que huobres la boca del malaute, le sieu cap existent en le tieu se; e eleva la sieua lengua, e aprop inscideys aquel liament nervos segon la latitut entro que sia solvuda la lengua de la sua recencio.	And the operation in this regard is that you open the mouth of the patient at their tongue's place; and lift their tongue, then incise that cord nerve according to the width where the tongue should have been after its recent position.
Mays si en aquela es alcuna duricia o denodacio, e aquo es stat per consolidacio de plagua, lahoras tu gieta unci e scindeys aquel per la latitut entro que aias inscindit le liament e sia dissolvuda la nodacio.	If there's any hardness or concretion in that area, and this has become fixed due to the consolidation of an illness, then you apply heat and cut that along the width where you've incised the cord, so as to dissolve the lump.
E guarda te que no sia fayta fissura en le preon de la carn e que scindas aqui arceria e vengua flux de sanc.	And remember not to create a cut in the edge of the flesh, but cut here so that there's an opening for pus to come out.
E aprop sia lavat le vestigi de la inscisio am ayguaros o am vi agre o am aygua frega; e aprop pausa dejos la lengua licini; so es meca la qual tengua le malaute dejos la lengua en quascuna nuoyt per so que no sia consolidat autra veguada.	And afterwards, wash the traces of the incision with water or with vinegar or with a rubbing alcohol; and leave the tongue undisturbed for several nights to ensure that no other illness is consolidated.
Mays si accideys flux de sanc, pausa sobre le loc vetriol trissat; mays si le sanc ventz, lahoras cauteriza le loc am cauteri lantiginos le qual conveneys ad aquo.	If pus flows out, place a moistened glass over the affected area. But if the pus doesn't flow, then apply cautery to the spot with a small stick of resinous charcoal that you use for this purpose.
E aprop aquel cura am las autras causas entro que sia sanat.	And that doctor treats all other causes so that they may be healed.
Capitol .xxxv.	Chapter XXXV
De extraccio de ranula dejos la lengua.	Regarding the extraction of a hernia, leave the tongue.
Alcunas veguadas accideys dejos la lengua apostema asemblant a nomla petita prohibent la lengua de la sua operacio natural; e fort leu es magnificada entro que huempla la boca.	Sometimes, certain boils may occur on the tongue, resembling small blisters, which prevent the tongue from performing its natural function; and it's important to ensure that this condition doesn't worsen until the mouth begins to smell.
E la operacio en lu es que huebras la boca del malaute sesent devant le solel e considera le apostema.	And in your operation, you should open the patient's thigh sixty degrees towards the sun and consider the boil.
E si tu le vezes de fusca color o de negra, dur, al qual le malaute no atroba sentiment, lahoras no toques aquel quar es cranc.	And if you find a dark or black color, hard and causing discomfort in the thigh, then do not touch that part which is inflamed.
E si es declinat a blancor, en le qual es humiditat, lahoras tu met le onci en lu, e inscideys aquel am spatum subtil, e inscindeys le de tota partida; e si sanc te ventz en la hora de la tua operacio, lahoras tu pausa desus zegi trissat, so es vetriol, entro que sia restreyt le sanc.	And if it's turned to whiteness, characterized by moisture, then you place the scalpel on the thigh and incise that area gently, cutting all around; and if there is a smell during your operation, then you pause with your knife between your thumb and index finger, in which the smell remains.
E aprop retorna a la obra tua entro que lo haias trayt am compliment de lu, entro que sia lavat am vi agre e sal; e cura aquel am l’autra curacio ad aquo entro que sia sanat.	And then return to your work until you have treated with respect for him, after washing with vinegar and salt; and treat that with another cure until it is healed.
Capitol .xxxvi.	Chapter XXXVI
De extraccio de apostema de doas aurelhas e de aquel que es nada en le golayro e de las autras apostemas.	Regarding the extraction of a boil from both ears and that which is nothing in the glabella, as well as other boils.
Quan endeveno en le golayro godat, so son glandulas las quals son asembladas algodat, las quals accideysso deforas e son nompnadas doas aurelhas, las quals quan tu las curas am aquo que havem dit en la divisio e no es sanat, lahoras tu considera si le apostema es dur, de fusca color, de pauc sentiment, lahoras no toques aquel am ferr.	When you encounter in the glabella, they are glands that are gathered in a cluster like cotton wool, which occur outside and are named as two ears. If you treat them as we have said in the division and they do not heal, then when the boil occurs, consider if it is hard, of dark color, with little sensation; then do not touch that part with iron.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	And if it is of reddish color and the root is thick, then do not touch that part with iron for fear of releasing the smell; smooth that out until it matures, and then either you drain that area or it will burst by itself.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	And if it is of white color, round, and the root of which is subtle, then that is one that should be incised.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	And in your operation, you should consider before your operation if the boil has rested on its own, with rest completed or if it has diminished somewhat; then place the patient facing the sun, his head towards you, and open their mouth. The servants take hold of their hands under their noble operating instrument whose form is:
E sia fayt de argent o de aram, e sia subtil cum cotel.	And let it be made of silver or gold, and should be subtle like a rod.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	So when you press that tongue and the boil is shown to you, then place your attention there. Take the scalpel and make it in contact with the skin, and pull that out as far as possible from all directions while you can.
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	Otherwise, if there's any cause related to the tunics, then when you're done with that, cut into that area using an instrument whose form is:
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	It resembles forceps, however, the ends of them are curved, so that each hole of those is in the direction of the other one, sharp points, which should be dipped into iron.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	If this tool is not available to you, then incise that on the skin which has this shape like mine: It should be sharp from one side, not sharp from the other side.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	And once you have incised one seam, incise the other according to this half manner of incision, and when you incise near the patient, they should be rinsed with water.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	If you encounter pus from the wound, rinse with decoction of rhubarb or rue water and proceed as with the other causes where the flow of the pus is restrained, then proceed to treat until it heals.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	And some boils may occur in the glabella other than those two ears, and you should incise those as I have said and explained in the incision of both seams equally.
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	And I have already treated a woman with a boil which was located in the glabella of her, that boil was turning to dark color, with little sensation, it had already expanded into the glabella, and the woman could barely breathe from hunger, she had also been prohibited food and water consumption, and she was already very close to death if not treated for another day or two.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	And the boil had swollen so much that it contained two garlic cloves between its skin and meat.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	And I cut it carefully with the forceps and held it in one of its hooks, then pulled it out, removing a large part from its body. Then, when I was sure which side to use the scalpel, and made the patient open their mouth, I grasped their tongue, and placed the scalpel into that boil area.
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	And then, I excised a large part of it, and only a little pus was coming out instead of much blood.
Donc absolut es le guolayro de aquela femna, e comensec tantost beure aygua, e aprop presec vianda, donc yeu no cessegui inscidir de aquela apostema motas vetz per lonc temps, e succesia apostema en loc de aquel, le qual inscizia entro que es prolonguat aquel.	So the glabella of that woman was completely cleaned up, she started drinking water immediately and soon resumed food intake. Therefore, I did not stop incising from that boil for a long time, and instead of that boil, another one appeared in its place which also continued to be treated by incision until it lasted.
Donc yeu engen agui e cauterizegui le guolayro de lu, donc astec de addicio; e aprop yeu perambulegui e no saubi que fec Dieus de aquela aprop mi.	And I applied that and used a cautery on the glabella of her, then came this addition; and I wandered around wondering what God had done to me next.
Capitol .xxxvii.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
De inscizio de huvela quan es apostemada.	Upon beginning to understand when it is injected.
Quan catarr deysen a la huvula, e es apostemada e es longa, lahoras ela es nompnada perpendicular; e si es en la partida dejos grossa e redonda, e lahoras ela es apelada buba.	When inflammation occurs in the uvula and it is swollen and elongated, then it is named as a perpendicular one. And if there's a thick and round part at its beginning, then it is called a lump.
Mays quan es curada am aquo que havem dit en la divisio, e no comfereys la tua curacio, e eyssament ja vezes que apostema caut ja es ostat de lu e es subtil, lahoras cove que tu inscidas aquela que es agreguadas redonda; e si es ad aquela longitut, e es sanguina, de fusca color o de negre, e no es a lu centiment, lahoras cove que tu temtes la inscizio de lu, quar en aquela es temor sobre le malaute.	When it is healed with what we have said in the division, and you do not continue your healing process, and especially if an inflamed point has been cauterized already and left at its place, then that needs to be incised; and if it's along that line, and it bleeds of a dark color or black, and is not inside the body, then that means you need to proceed with incision, because there might be something concerning within the patient.
E quan tu vezes aquela segon la manieyra que yeu he dita de la sua blancor e longuesa, que tu fassas sezer le malaute e premas la lengua de lu am instrument del qual procesic la sua forma e aprop fica le onci en la nuva, e tira aquela en jos e inscideys aquela am un de dos instrumentz les quals e ditz en la inscizio de dos mellas.	And when you do that according to the method I have told you about its whiteness and length, check if there's something wrong with the patient and press their tongue against an instrument whose shape you adapt to its contour, making it stick in the new incision, pull that outwards, then proceed to cut the second one among two instruments as was instructed in the method of cutting two masses.
E cove que no inscidas aquela sino aquo que es ajustat sobre le terme natural ses addicio, quar si tu inscides de lu mays, lediyras le sieu parlar.	And remember not to incise that but only what fits naturally at the end of your procedure; if you incise more than necessary, it might harm their speech.
E aprop la inscizio, usa de aquo le qual havem recomtat en la inscizio de dos mellas, e cura aquela entro que sia sanat.	And during the incision, use that which we recommended for cutting two masses; take care of it inside until it is healed.
Mays si era le malaute espaventat per la inscizio de lu, cove que use de engen en la cauterizacio de lu ses temor, e la manieyra del cauteri en lu no es sino am aygua aguda, e es que tu pauses le cap del malaute en le tieu se, e aprop prem la lengua de lu am le instrument le qual havem dit, e aprop pren de l’aygua la qual havem dita en le capitol de cauterizacio, e comfeys am aquela caus viva, e pausa aquela no spessa ni subtil, e de aquela omple la concavitat de l’estrument del qual aquesta es la forma:	If the body is frightened by your incision, remember to use forceps during the cauterization procedure and follow the method of cauterization. The cauterization process should involve using only hot water; place the head of the patient in front of you, press their tongue against the tool we mentioned, take the hot water that we recommended at the beginning of this chapter, apply it gently to the living part, avoid pressure on anything thick or thin, and ensure that the area is fully covered by this liquid:
Sia la extramitat de lu conquavitat en la qual sia pausada la medicina ayssi cum la conquavitat de culher de ray, e pausa le strument am la medicina sobre la vula, e·l malaute jagua sobre le sieu latz per so que corro saliva o musellage de la boca de aquel per la intrinscequa medicina, per so que no deyssenda de aquela deguna causa sobre le golayro de lu e que ledesca aquel.	Let the cavity of your operation be prepared in such a way that medicine can be placed there like the preparation of a herb garden, place the tool with the medicine on the ulcer, and have the patient lie down so that they can spit or produce phlegm from their mouth due to the internal medicine, thus preventing any potential cause of pain in their throat and allowing them to speak.
E aprop te la tua ma am la medicina, e exprem aquela sobre la uvula per l’espazi de miega hora entro que vegas aquela esser denegrada e sedada per la mordicacio de la medicina.	And place your hand on the medicine, and squeeze it over the uvula for about half an hour until you see that part of it has been reduced and calmed by the chewing of the medicine.
E si vols, prengues coto e envolopes aquel sobre la extremitat del ray, e submergeys le coto en la medicina, e entrometas le ray am le coto en una canula de sobre entro que·l coto adheresca en aquela canula, e fay aquo tantas vetz entro que consiegues aquo que vols de la cauterizacio de la uva, e aprop leyssa aquela quar ela se seccara e cayra aprop tres dias o quatre.	And if you wish, grasp and envelop that around the tip of the tongue, immerse the tool in the medicine, insert the tongue into the tool through an overlying tube so that the tool adheres to that tube. Perform this process as many times as necessary until you achieve the desired outcome from the cauterization of the uvula, and then let it dry; it will fall off around three or four days later.
E si indigeysses que iteras la medicina, itera aquela, e aprop la cauterizacio abstergeys en le circuit de la uva am coto enbegut en boder, e mondifica am aquel aquo que es en le circuit de lu de la medicina, e sia lavat am aygua frega, e sia curat deforo am embrocacio, e dedintz am guarguarismes entro que sia sanat.	And if you feel that you need to repeat the medicine, do so. After cauterization, clean the area around the uvula using a tool dipped in the medicine's broth. Modify what is in that area of your patient where the medicine's circuit is, and wash with water. Clean it further with rubbing alcohol, and then apply ointment externally, and take internal remedies until it is healed.
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	And this kind of healing makes the incision safe and eliminates fear for both you and your patient.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	Some ulcers are healed by this subtle cauterization and incision method. To do this in this way: collect calamus, thyme, wild marjoram, ruda (commonly known as mugwort), gum arabic, chamomile, coriander, and similar herbs, adjust all these causes or some of them into one broth, and immerse them in vinegar; they should boil. The broth is then strained to remove the solids, and a small spoonful is placed in the middle of the broth on an incising tool made of silver or gold according to this method.
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	And immerse the tip in the mouth of the patient so that the steam rises to the uvula above the tongue; while this is happening and when the uvula is somewhat blurred.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	And proceed to apply this treatment on those ulcers until they dry. Remember not to perform this healing procedure immediately after the appearance of blisters, as it might over-treat in them and prevent their proper healing; instead, you should declare that there is a blister case and cauterize accordingly.
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	If you don't have this tool at hand, take a cane and apply a wad of butter on the tip of your patient's tongue, making sure that it covers the mouth of the patient so effectively that the steam from the butter doesn't burn their mouth.
E aquesta curacio es bona am salut.	And this treatment is good for health.
Capitol .xxxviii.	Chapter 38.
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	On the extraction of thorns and that which adheres in the throat, as well as other causes.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	Thick ulcers adhere in the throat or a thorn from a plant, or some other cause.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	Then proceed to remove what is clearly visible from those ulcers, as you can see it. And press the tongue against the tool in front of your eye, so that you can clearly determine what's inside the throat.
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	And what is not visible and is hidden in the gutters, you must make the sick person vomit before the food begins to decompose in the stomach; if this causes vomiting due to its passage through the gutters. Or let the sick person swallow a piece of bread or grated lettuce or a spoonful of dried milk; or take a piece of marine sponge that has been squeezed, tie it firmly with a rope and make the patient pass through it; then he will vomit, as when he reaches the place where his intestines are exposed and removed.
E mays pren una anguila e be am fiel liada, e sia dedintz mesa e soptament sia extrayta; o pren un porr e soptament le metas e soptament l’en tratz.	And take an eel and tie it firmly with a rope, then place it on the ground and gradually pull it out; or take a stick and gently insert it and gradually extract it.
Mays si no so foro-getatz am aquelas causas las quals havem ditas, lahoras husa de un instrument de plom segon aquesta forma:	If they are not expelled by those causes that we have said, then use a lead tool according to this shape:
E sia pus gros que ray un petit, e en la extramitat de lu sia conquavitat la qual tu entrometas en la sua guola am facilitat.	And make it as thick as a small nail, and at the end of which is a cavity that you insert into their throat to facilitate passage.
E el aga le sieu cap elevat en sus, e guarda te que·l tocament del sieu os de la gola, per so que endevengua a lu cos e am aquela que enpellesca le os o la spina, o que aquel le metge am la sua ma.	And have his head raised towards the sky, and be careful not to touch his bone of the throat, so that it does not damage him or cause the bone or spine to come out, or that the doctor with his hand.
Mays empero que·l malaute aquel entrometa es miels, per la sua sciencia del loc de la causa annexa e enpellisca en jos, e tira la sua ma am le instrument en sus, tot aquo segon la quantitat la qual es a lu preparada entro que sia foro-getada.	But when the sick one inserts his stomach into this, according to their knowledge of the location of the attached cause and penetrates downwards, they pull his hand towards the tool, all of it as per the amount that is prepared within so that it can be expelled.
Capitol .xxxix.	Chapter XXXIX.
De extraccio de sancguisugua annexsa al golayro.	On extracting a hernia attached to the gutters.
Quan es medicada sanguisugua am aquo que havem dit en la divisio de la curacio am medicinas e no comfereys, considera lahoras en le guolayro del malaute al solelh, pus que tu aias compremuda la lengua de lu am instrument le qual a tu havem recomtat.	When treated with bloodletting as we have said in the section of treatment with medicines and if it does not respond, then consider this in the gutters of the sick person towards the sun, since you have understood their tongue with the tool which we recommended to you.
Donc si tu vezes la sancguisugua, extratz aquela am onci petit o am gesti subtils decentment.	So if you rotate the hernia, extract it at a pinch or through subtle movements in a gentle manner.
E si no es a tu possible estrayre am aquel, lahoras pren una canula concava e entromet aquela en lo guolayro del malaute, e aprop pausa en la concavitat de la canula un ferr ignit, e fay aquo tantas vetz (entro que la sancguisugua sia morta e se osta del guolayro) e abstengua se le malaute tot lo jorn de aygua.	And if it is not possible for you to extract it from there, then take a concave catheter and insert that into the gutters of the sick person, and place in the concavity of the catheter an ignited iron, and do this so many times (while the hernia is dead and leaves the gutters) and keep the patient away from water for the whole day.
E aprop prengua una veyria plena de aygua frega, e obra la boca de lu en aquela, e lava la boca am aquela; e no trasglucia de aquela alcuna causa e maugua l’aygua una hora aprop autra am la sua ma, quar la sancguisugua tantost cum sent l’aygua catz.	And then take a basin full of water, open the mouth of the patient in that and wash the mouth with it; do not swallow any cause from that water, keep washing the water on their mouth one hour after another with your hand, as soon as the hernia feels the water.
Mays si no es foro-getada am aquo que havem recomtat, lahoras subfumigua le malaute am cimetz o am assafetida per le instrument le qual havem recomtat en la sufumiguacio de uvula.	But if it is not expelled as we have recommended, then sub-fumigate the patient with garlic or with turmeric using the tool that we have recommended for fumigation of the uvula.
Fay aquo, so en quar cayra.	Do this, so until it passes.
E es un’autra manieyra de operacio en sufumiguacio de aquela, es que tu prenguas una ola en la qual sian carbos ignitz e la ola sia cuberta am una cobertora en le mieg de la qual sia un trauc, e sia compausat en aquel trauc la extremitat del instrument; e aprop dega desus la subfumigacio; e pause le malaute la sua boca en la extremitat de la canula, e claugua la sua boca per que la subfumiguacio no sia foro-getada entro que sapias que la subfumigacio es pervenguda a la sancguisugua, quar la sancguisugua tantost cayra.	Another method of operation in fumigation is that you take a lamp with burning coals and the lamp should be covered with a cloth in the middle of which there is a hook, and place the end of the tool in this hook; then proceed to give off the fumigation above; have the patient put their mouth at the end of the catheter and close their mouth so that the fumigation does not pass through until you know that the fumigation has reached the hernia, as soon as the hernia begins to fall.
E si no catz, lahoras tu itera la subfumiguacio motas vetz, e abstengua le malaute de beure, e mange causas saladas e alhs, e no begua aygua, e ayssi necessari es que am aquest regiment sia fora-getada.	And if it does not start immediately, then you should repeat the fumigation several times, and keep the patient from drinking, eat salty foods and fruits, and do not drink water, and it is necessary that this regimen be followed.
E aquesta es la forma del instrument am le qual es trayta sancguisugua del guolayro quan es vista; e es semblant a forceps ayssi cum vezes, sino quar es en lu alcuna curvitat:	And this is the form of the tool with which hernias in the gutters are treated when observed; it is similar to forceps like that, except if it is curved in any way for you.
le qual sia mesa al guolayro, e la extremitat de lu es semblant a bec de ciconia, que es guanta, en la qual es aspretat de lima, per so quar, quan comprem alcuna causa, aquela no leyssa.	It should be flat towards the gutters, and the end of which is similar to the beak of a stork, that it is rounded, in which it is filed down, so when you grasp any cause, it does not slip.
Capitol .xl.	Chapter XL.
En le qual es la suma del sermo en apercio de apostemas e en seccio de lor.	In which is the summary of the discourse regarding blisters and in the section about them.
Les apostemas so motas specias, de motas manieyras, segon que ve rememoracio de lor, de quascuna en aquest libre.	Blisters are special spots, of bodily sensations, according to their recall, from any in this book.
E so diversas en perforacio e seccio de lor per doas manieyras, de las quals la una es per la specia de apostemas en si meteys; e per aquo que comprem de las humiditatz.	And they are various in piercing and section of them by two ways, from which the one is for blisters themselves that enter; and due to the removal of moisture.
