Ayssi comensan las paraulas de Albucasim .	Albucasim begins his words.
E lo tesaur de la tua curacio es que tu perforsses am tot engen que no sia consolidat segon la forma que foc al comensament.	And your treasure in your treatment is to pierce through all that is not yet hardened according to the shape I will describe at the beginning.
E aquesta operacio la qual havem dita, no es sino alcuna rectificacio de ehalixacrati que no retorna la forma del loc segon que foc denant.	This operation which we have described is merely a correction of the hernia that does not return to its original form according to how it was before.
Capitol .xiiii.	Capitol Chapter XIV.
De la cura de ehacrati le qual es fayt en la palpebra dejos.	On the treatment of hernias which are performed in the eyelid, let us proceed.
Aquesta alxacrati la qual es fayta en la palpebra dejos, la qual es nompnada vertadierament alxacrati; e es de lu alcuna natural, autra accidental.	This hernia which occurs in the eyelid, called vertically herniated hernia; it is of two kinds, one natural, the other accidental.
Mays accidental es fayta per plagua o per scissura o per cauteri o per autres semblantz.	The accidental one is caused by injury, cut, cautery or other similar occurrences.
E la via de la operacio de lu es que tu prenguas una agula en la qual haga fil doble, e fiques aquela en la carn, e que la fassas passar del lacrimal de senestre entro al lacrimal dextre, entro que·l fil pervengua en las doas extremitatz de la carn.	And the way of performing this operation is: take a needle with a double thread, insert it into the flesh and make it pass from the left lacrimal to the right one, so that the thread reaches both ends of the flesh.
E aprop exten la carn a las partidas desus am la agula e cus aquela am la agula, e inscideys am spatum ample.	And extend the flesh to the parts above on the side of the needle and where the needle is, make an incision wide open.
E donc si retorne la figura de la palpebre segon que cove, bo es; e sino, pren le ray e pausa aquel en la figura fenduda, e am aquel converteys la palpebra, e fen las doas fissuras en le latz de la palpebra dejos.	And then if it returns to its original shape as usual, that is good; and otherwise take hold of the fold and place the needle in the split figure, and with that turn the eyelid, making both cuts on the back of the eyelid.
E sian las extremitatz de las doas fissuras de dos angles de la inscizio, la qual has fayta entro que concurren, e sia de lor fayt angle entro que quan se congreguan sia fayta figura de lor.	And let the ends of the two cuts be at two corners of the incision you've made between them, and make an angle from there so that when they meet, a figure is formed by them.
E aquesta figura es letra greca: la landa.	And this figure is the Greek letter: the lambda.
E aprop osta la carn aquela per la quantitat que es le latz de lu agut dejos de lu, aquo que siec la palpebra.	And remove that piece of flesh as much as the length of your needle from there, so that it keeps the eyelid.
E aprop ajusta las partz seperadas e cos aquelas am le fil de lana; e aprop cura aquelas am aquo que havem dit de las medicinas mollificativas e de las calguas entro que sia sanat.	And adjust the separated parts, sew those with the thread of wool; and cure those with what we have said about restorative medicines and baths so that they heal.
E si alxacrati endeve per fissura o sutura o cauteri, lahoras cove que tu fendas am fissura plana sobre les pels de la palpebra segon que es precedit.	And if the hernia has occurred due to a cut, stitch or cautery, then proceed to make a flat incision on the skin of the eyelid as previously mentioned.
E aprop separa am la calgua entre doas labias segon que havem dit.	And afterwards, separate with a bath between two lips as we have said.
En la suma del sermo de la cura de alxacrati quan es desus o dejos, que corra en lu operacio, segon que es preparat de la forma de alxacrati, e aquela es en forma de motas diversitatz.	In the sum of the speech on treating hernias above or below, let the operation flow according to its form in your hands, and that is in the shape of different masses.
E le artifexs savi totz temps prepara engen en quascuna manieyra la qual es possibla a lu entro que fassa retornar la figura a la forma natural, o prop de aquela, e aquel malaute segon que a lu conveneys de la operacio e dels strumentz en las majors disposicios.	And all skilled artisans always prepare tools in every way that is possible for them to return the shape to its natural form, or close enough to it, and according to what suits you from the operation and the instruments among their best arrangements.
Capitol .xv.	Capitol Chapter XV.
De la adherencia de la palpebra am la conjunctiva o am la cornea.	On the adhesion of the eyelid to the conjunctiva or to the cornea.
Quan accideys aquesta consolidacio a motz homes enayssi que sia solidada la palpebra pus desus am le album del huel, e sia prohibida de la facilitat del movement e de las suas obras naturals, donc cove que tu entrometas la extramitat del ray dejos la palpebra, e eleva en sus aquela, o exten aquela am le unci.	When this kind of solidification happens in many people, it means that the eyelid has thickened above on the albumin layer, and is prohibited from ease of movement and its natural functions. So proceed to insert the tip of your finger under the eyelid, then raise it up or extend it onto your thumb.
E aprop tu inscideys la adherencia am spatum subtil, le qual no sia am acuitat de las inscisios, habantz obtus un petit per so que·l malaute no sia inquietat deves la operacio, e remau le spatum que no ledesca le huel am la sua acuitat.	And then proceed to make a thin incision for the adhesion, which is not at the sharpness of the cuts, having made it blunt enough so that the patient does not become anxious about the operation, and retain the flap that does not deteriorate the eye on its sharpness.
E sia la tua inscizio quays excorjan aquela adherencia am facilitat entro que sia retornada la palpebra segon la sua forma natural e que sia sanada tota la adherencia.	And let your incision carefully remove that adhesion with ease so that the eyelid returns to its natural shape and all the adhesion is healed.
E aprop tu met en le huel aygua salada am la qual tu laves; o distilla en lu de zunia dissolvut en l’aygua.	And then put into the eye salty water that you wash with, or distil from junia dissolved in water.
E aprop separa entre la palpebra e l’huel am calgua de li, e pausa sobre le huel lana infuza en album de huou, e aprop le tertz jorn usa de causas consolidativas entro que sia sanat.	And afterwards separate between the eyelid and the eye with an ointment bath, place on the eye infused wool in the protein of sweat, and over several days use baths that consolidate until it is healed.
Capitol .xvi.	Capitol Chapter XVI.
De inscizio de ungla e de eminencia de carn dels lacrimals.	On cutting the tear duct and elevation of flesh of the lacrimal areas.
Sapias que ungla es segon dos manieyras, quar o es nervosa, e es semblant a ciphac dur subtil; o es no-nervosa, semblant a humiditat blanca congilada, la qual quan ferr la toca, o es forsat aquela prendre am onci, es abscindida e le onci no es ficat en lu.	Know that the nose can be done in two ways, one is nervous and resembles a hard delicate cypress; or it's non-nervous, resembling white sticky moisture. When you touch it, if it causes the patient to grasp onto your finger, it is removed, and the finger does not stick in them.
E amdos las specias no comensan sino del lacrimal major entro que va petit a petit que cobre la vista e prohibeys le lum e·l movement de huel.	And both types only start from the major tear duct, gradually spreading over the vision and prohibiting light and eye movement.
Mays la manieyra del obrar en la inscizio de lu es que·l malaute pause le sieu cap en le tieu se, e aprop obre les huels de lu, e eleva la palpebra am la tua ma, e aprop colligeys la ungla am onci de pauca duplicacio e exten aquela a las partidas desus.	The method of performing the cut is that the patient holds their head in the place they are, opens their eyes, raises the eyelid with your hand, and then gathers the nose onto a small duplicate finger and extends it upwards.
E aprop pren una agula e entromet en aquela un pel de cavalh o de buou o de vaqua, o de semblantz, o de fiel fort, o duplica la extremitat de la agulha petit a petit e fica aquela en le mieg de la ungla, e penetra aquela am la agulha, e lia am fiel la ungla; e exten aquela a las partidas desus, e excorja am le pel le latz de la ungla lo qual siec la pupilla.	And then take a needle and insert a piece of horse, ox, cow or similar skin, or gradually double the end of the needle and place it in the middle of the nose, penetrate that with the needle, tie the nose to the finger; extend that upwards, cut from the skin at the back of the nose which keeps the pupil.
E ayssi tu sieguas aquela am le pel entro al derier de lu.	And then follow that into the hair where it enters him.
E aprop tu inscideys le romanent en la razitz del lacrimal am spatum subtil o am petitas forfexs, e leysa la carn del lacrimal natural per so que per inscizio de aquela no endevengua fluxs de lagremas continuabla.	And then proceed to cut the remaining in the root of the tear duct with a thin incision or small V-shaped cuts, removing the natural flesh of the lacrimal area so that by cutting it, no continuous flow of tears occurs.
E alscunas vetz la ungla am le sol onci estenduda o am fiel, ayssi co havem dit, e aprop sia excurjat am spatum leon del qual aquesta es la forma de lu:	And sometimes the nose is extended under the sun's finger or under the hand as we've said, and then it is removed with a V-shaped incision, which has this form:
E guarda te que am le spatum no toques la tunica cornea e que avengua en lu ruptura, e que la pupilla sia perforada.	And make sure not to touch the peritoneum with the spatula, avoid rupture in him, and prevent the pupil from being pierced.
Aprop la inscizio geta en le huel un pauc de sal trissa o di cief fayt de siniar, e leyssa aquel entro al autre dia; e aprop cura aquel am aquo que cove entro que sia sanat.	Near the incision remains in the mouth for a little salted or raw meat cooked from savory spices, and let that stay inside until another day; and take care to see that what is eaten during this period heals.
E si la ungla no es nervoza e no podes metre la agulha, ni es ficada en aquela le onci, lahoras motas veguadas aquesta specia de ungla es curada am medicinas, e es sanada ayssi cum yeu e recomtat en la divisio.	And if the nail is not sensitive and you cannot put the needle in there, or it's not pierced at that particular location on the foot, then using this type of nail with medicines heals it, and it is healed just like I have described and recommended in the division.
E si tu vols inscindir aquela, lahoras tu obre le huel del malaute e pren spatum subtil leon de freul acuitat segon aquesta forma:	And if you want to divide that [meaning a tissue or organ], then open the cleft of the leg and take out a fine, sharp spoon according to this form:
am subtilitat.	with subtlety.
E si vezes que aquela es rarificada e es confugida e empren en aquela razit, lahoras distilla de la tua ora en le huel de cief fayt de siniar o am cief rog o am sal trissat, e opila le huel entro a l’autre dia.	And if you notice that it has become thin and mixed with dirt or sand, then distill from your mouth into the savory meat cooking pot or into the raw meat broth or into salted water, and leave the cleft open until another day.
E aprop itera sobre aquela la operacio entro que sia remaugut tot aquo que es de lu, sino que·l contrari apostema caut sia en le huel, quar lahoras tu leyssa aquela, e cura al comensament la apostema entro que sia sanat.	And during this operation iterate over it until everything that is yours has been removed, otherwise pus will accumulate in the cleft, and then you leave it, and take care of the pus until it heals.
E aprop itera la tua operacio sobre aquela am razo entro que sia sanat.	And continue with your operation on that according to reason until it is healed.
La emenencia de la carn lacrimal, si notz en le huel per gran nocument, sia suspendut am onci; e inscideys aquela de aquela una partida, e no ultimes la inscizio per so que no inscidesqua fluxs de lagremas.	The discharging of the lacrimal flesh, if it causes great harm in the cleft, should be suspended until morning; and cut out a part from that, and do not finish your incision so as not to cut off any discharge of tears.
E aprop distilla en le lacrimal cief rog e fayt de siniar entro que sia sanat.	And continue by distilling over the lacrimal savory broth and cooking it until it is healed.
Capitol .xvii.	Chapter XVII.
De inscizio de alguazardenic e de aquo que es nascut de carn ajustada en le huel.	Regarding the incision of a hernia and what is born from flesh pressed into the cleft.
Alcunas veguadas en les huels de alcus es nascuda carn roga, e es sobre-pausada entro que cobre la pupilla, o apropinqua o estrenh sobre las palpebras e fort leu comprem las palpebras a las partidas deforo e es assemblada a roza de balaustra.	Some cautery marks on the eyelids have been born from pressed flesh and are over-pressured until they cover the pupil, or come close to it or strengthen near the eyelashes. They compress the eyelashes against the parts forwards and are assembled like the edge of a baluster.
Mays la operacio en lu es que·l malaute pausa le sieu cap en le tieu se; e aprop obre les huels de aquel e colligeys tota aquela carn am oncis convenientz ad aquo, e te aquo am una forcep o am cesti; e aprop inscindiys la carn el comensament entro que tot sia finit am le encisori, e guarda te del huel que no ledescas aquel deves la tua operacio.	The operation is such that the leg pauses its head in your field of vision; and then open the eyelids of that area and gather all that flesh with needles or scissors; and cut the flesh at the beginning until everything is finished by the scalpel, and make sure not to let that part descend. You should complete your operation.
E sia la tua inscizio am la qual inscides aquelas o am espatum le qual nos havem recomtat en la inscizio de la ungla, o am petitas forfexs am las quals es colligit ascebel segon que vindra la forma de lu aprop aquest capitol.	And if your incision is like the one where you cut those [meaning muscles] or with a spatula which we have recommended in the cutting of the nail, or with small forceps by which you gather scissors according to how it will come to this chapter.
Donc cum es complida la tua inscizio e es remauguda tota aquela carn, lahoras omple le huel de sal trissa, o destilla en lu polvera roga e semblantz a lu de las medicinas corrossivas, e pausa sobre le huel deforo coto am album de huou entro que sia asegurat de apostema caut.	And when your incision is completed and all that flesh has been removed, then fill the cleft with salted water, or distill it with powdered savory spice resembling those of corrosive medicines, and place on the cleft from the corner a piece of duck's albumin until there is assurance of pus formation.
E si roman alcuna causa de alguardenici e es senhoragat sanc caut, e temes apostema caut, lahoras leyssa le huel e cura aquela apostema am aquo que ceda aquela apostema, e aprop itera sobre aquel am operacio entro que sia sanat, e semblantment fay en la carn ajustada la qual accideys en le huel de aquesta especia.	And if there is any reason for hernia and it has been surgically corrected with cautery, and you fear pus formation in the cautery area, then leave the cleft open and take care of that pus formation with water that dissolves that pus. And continue to operate on that according to your operation until it heals, similarly do this for the flesh pressed into this type's cleft.
Mays empero tu cove que alienes tota curacio del huel freul per via natural o per via accidental, obran am ferr, e no metas la tua ma en alcuna de aquestas operacios entro que veges que aquel membre sia suffertant aquela operacio.	However, you should know that the cure of the cleft is removed through natural or accidental means via iron, and do not put your hand into any of these operations while you notice that this member is suffering this operation.
Capitol .xviii.	Chapter XVIII.
De colleccio de sabel en le huel.	Regarding the collection in the cleft.
Sabel so venas rogas las quals son testudas sobre le huel e prohibeysso al vesement la sua operacio, e develican le huel am longitut de dias.	Sabel refers to those tough veins that are found in the cleft and prevent you from performing surgery on them; they allow the cleft to heal over a period of days.
Donc necessari es al comensament que tu consideres si le huel en le qual es sabel es fort e en lu no es autra malautia que sabel, lahoras tu colligeys aquel sabel.	So it is necessary at the beginning that you consider if the cleft where there is Sabel is strong and in it there is no other illness but Sabel, then you gather that Sabel.
E es que tu comandes al malaute que pause le sieu cap en le tieu se, e aprop suspen aquelas venas am un onci o am dos segon la tua prudencia; e sia aquel onci de subtil duplicacio segon aquesta forma:	And you command the leg to pause its head in your field of vision, and suspend those veins on one needle or two according to your judgment; let that needle be made with double subtlety as follows:
o so dos oncis gradantment en un cos segon aquesta forma:	or two needles gradually in one body as follows:
E aprop sian colligidas aquelas venas am forses subtils, am subtilitat, e abstergeys le sanc hora aprop hora, entro que vegas aquelas venas esser remaugudas del huel e sian revolgudas.	And gather those veins with subtle forceps, with subtlety, and remove the cautery as soon as possible, until you see that these veins are being discharged from the cleft and are being expelled.
E guarda te que tu no ledes le huel am las extremitatz del spatum; e si’ la tua operacio en le miegjorn denant le solelh, e sias mot ferm en la tua operacio que no inscidas sino aquelas venas.	And make sure not to let the cleft touch the ends of the spatula. And if your operation is in the middle of the day facing the sun, and you are firmly focused on your operation, do not cut any veins other than these ones.
E quan tu auras complitz, lahoras tu distilla en le huel cief vert o rog per que am sa acuitat corrodesca aquo que es remaugut del sabel.	And when you have completed, then distill over the cleft with green or savory broth so that its sharpness corrodes what has been discharged from the Sabel.
Mays si aquo no es a tu possible colligeys tot en aquela hora, e lahoras tu emplastra tot am aquo que cede la dolor de lu, e leyssa lu per alcus dias entro que sia sedada la dolor de lu e que sia asegurat de apostema caut.	If it is not possible for you to gather all in that hour, then cover everything with what soothes the pain of this, and leave it for a few days until the pain of this subsides and there is assurance of pus formation.
E aprop itera sobre lu segon que la mateyssa manieyra entro que sia sanat.	And continue to operate on it according to your mother's method until it heals.
E aquesta es la forma de las forfexs:	And this is the way of the saws:
Capitol .xix.	Head Chapter Nineteen.
De reduccio de arizati al nas.	On returning hernias to the nose.
Quan tu curas arisati am cauteri o am medicina aguda comburent segon que es precedida la narracio de lu e no es sanat, lahoras no es engen en lu sino que fendas sobre le apostema deves la maturitat de lu, e que extraguas tota la humiditat la qual es en lu e·l poyre entro que sia descubert le os.	When you treat hernias with a cautery or with acute burning medicine according to the described process of the patient and if it is not cured, then there is no need in them but you should make incisions over the abscess. And you must extract all the moisture which is inside the patient and place the cauterizing agent when the wound has been exposed, so that the bone may be uncovered.
E donc cum es descubert le os e vezes en lu corrupcio o negror, lahoras tu ratz lu am un sturment del qual aquesta es la forma:	And when the bone is exposed and there appears corruption or blackness in your body, then you need to treat it with a powder of which this is the form:
E es nompnat de aspre cap, e sia feyt de fer indi, e sia le cap redon ayssi cum asir le qual sia fayt punctat per punctacio de lima o aliskalfati per punctacio subtil (ayssi cum es en la forma seguent).	And it is called hard powder, and it is made of iron indigo, and its head is red also like the asir which is made punctured by saw-cut or finely ground through fine grinding (like in the following form).
E pausa aquel sobre le loc corrumput del os, e aprop revolveys aquel entre les tieus ditz, e prem la tua ma petit a petit entro que sapias que aquela corropcio es rasa.	And place that over the corrupted area of the bone, and then gently rotate it with your fingers, and press your hand little by little until you know that that corruption is flattened.
E aquo sia fayt alcunas veguadas, e aprop restaura le loc am causas exsiccativas e stipticas.	And make it into some powders, and then restore the area from causes of desiccation and vasoconstriction.
Donc si·l loc es consolidat e es en lu nascuda bona carn e es abscindit le cors de la sania e roman per xl dias, e no es renovat e no es apostemat e no accideys en lu accident, lahoras tu sapias que es sanat.	So if the area has consolidated and is in your patient's good flesh and the source of the malady has been completely excised for forty days, and it does not recur or any accident happens to you, then you will know that it is cured.
E sino, lahoras no es en lu engen sino reduzir la fissura a la forma del nas, e segon aquesta manieyra: e es que tu descuebras de segon os am ferr o am medicina acuta, e cum sira descubert le os, lahoras tu pren tribo segon aquesta forma:	But if not, then it is not in your patient's body but to reduce the wound to the form of the nose, and according to this method: you must uncover from bone with iron or with acute medicine, when the bone is uncovered, then take hold according to this form:
Sia la extramitat de lu ferr triangulada, e·l fust de lu sia prim extenuat entro a la extremitat ayssi cum vezes assi.	Let the end of your iron be triangular, and the main part of it be initially expanded inside the extremity as seen here.
E aprop pausa aquel sobre le os, e sia aquel prop del lacrimal; e alongua la tua ma un pauc del huel, e aprop revol la tua ma am le tribo entro que penetre tot le os, e aquel sente le malaute per asso que atroba vent yssir per so quan te la sua ma.	And place that over the bone, let it be close to the lacrimal; and extend your hand a little beyond your nose, and then rotate your hand towards the tool so that it penetrates all the bone, and you feel the patient's head when his hand comes in contact with yours.
Donc lahoras restaura le loc am medicinas stipticas exsiccantz ayssi cum t’e eyssenhat.	So then restore the area with vasoconstrictive medicines that dry out like these.
Donc cum nays la carn e·l loc es endurazit, lahoras la materia la qual effundia a las partidas deforo retorna al nas, donc aquo es pus leugier sobre le malaute.	So when the flesh and the area have hardened, then the material that flowed out to the parts goes back to the nose, therefore it is little pus on the head.
Capitol .xx.	Head Chapter Twenty.
De reduccio de la eminencia del huel.	On reducing the prominence of the nose.
Quan le huel emineys am la sua totalitat e no accideys en le vezement nocument ni diminuacio, lahoras cove que laxas le malaute, e aprop que·l segues, e aprop que pausas ventozas en le cervitz ses scarificacio e succa per bona succaccio; e aprop pausa sobre le huel liniment le qual sia fayt de acatra e aloe e enses e sarcocolla, e aprop strenh le emplaustre sobre le huel am motz polvils.	When the nose is entirely prominent and there is no occurrence of swelling or diminution, then you should cover it with the head, and then proceed as follows: make incisions in the neck's scarification area and bleed well through good bleeding; then place liniment over the nose made from garlic and aloe and ointment and sarsaparilla, and finally strengthen the plaster on the nose with powder.
E la manieyra dels polvils es que prenguas draps de li leons motz, e quascun drap sia duplicat en quatre plecs; e fay de aquels motz.	And the way of powders is that you take cloths made of linen moss, and each cloth should be divided into four squares; then make from those mosses.
E aprop pausa aquels la un sobre le autre segon la quantitat de la qual ha le huel necessitat.	And then place those one on top of the other according to the quantity required by the nose.
E aprop strenh sobre aquels am drap dur am fort strictura; e itera las ventosas am succio ses scarificacio; e aprop osta las ventosas e leyssa le huel streyt le dia e la nueyt.	And then strengthen them with a thick bandage over the powders; and repeat the suction with bleeding in the neck's incisions; and leave the suction and smooth the nose strengthened all day and night.
Mays si entretant le liguament es mollificat, lahoras cove que sia mot streyt.	May this way if while the ligament is softened, then cover it so that it is strongly tightened.
E aprop osta le liament aprop le dia e la nueyt ayssi cum havem dit.	And continue to hold the ligament all day and night as we have said.
E si vezes le huel ja esser redusit, bo es, e sino, lahoras itera le emplastre am les polvils e la strictura e las ventosas entro que sia sanat.	And if the nose is already reduced, then it's good, but if not, continue to apply the plaster with powders and bandage with suction until it heals.
Capitol .xxi.	Head Chapter Twenty-one.
De la inscizio de la eminencia de la tunica uvea.	On the operation for reducing the prominence of the conjunctive tissue.
Quan endeve disrupcio en la tunica uvea, e aprop es eminent e procezeys fora las palpebras ayssi cum un gra de rasim, e es orrazada la forma de home per aquo, e vols aquo inscidir, lahoras la operacio en lu es ayssi cum havem recomtat, que tu entrometas la agula en la razitz de la uvea de la partida dejos en la partida desus, e aprop met la agula autra en la qual sia fil doble de la part del lacrimal, e fay aquela penetrar e leyssa la primieyra agula segon la sua disposicio; e aprop inscideys le loc del fiel doble e leva am aquel la partida de la uvea en le circuit de la agula, e strenh aquela mot.	When there is disruption in the conjunctive tissue, and it protrudes outward like a bit of fat, and takes on the shape of oneself through this method, and you want to operate on this, then the operation on them will be as we have prescribed, that you insert the needle into the fold of the uvea at the point left in the part above, and then insert another needle with twice the width of the lacrimal part, and make it penetrate and smooth out the first needle according to its position; and then cut the double filament area and lift the part of the uvea around the needle in the circuit of the needle, and strengthen that with powder.
E aprop extratz la agula e pausa sobre le huel lana infusa en album de huou e leyssa entro que cayha le fil am la uva.	And then remove the needle and place wool soaked in egg white over the nose, smoothing it so that the filament falls into the eye.
E aprop cura le huel am aquo que conforte aquel entro que la plagua sia sanada.	And continue to treat the nose with this method until the wound heals completely.
E alcunas veguadas aduna de tota partida am cercle de drap entro le huel ajuste eminencia gran, e aprop sia perforat am le spatum subtil que vengua al preon del huel, e corra la humiditat albuginea, e descen le huel e intra tantost.	And add some powders around the entire part in a circle over the nose to adjust the prominence greatly, and then make it pierced with a fine needle that goes to the tip of the nose, allowing the moisture to flow towards the eye white, and lower the nose slightly.
E aprop strenh entro que sia sanat.	And continue strengthening until it heals completely.
Capitol .xxii.	Head Chapter Twenty-two.
De curacio de alconati.	On the treatment of conjunctivitis.
Aquesta malautia que es apelada alconati no es sino sania la qual es ajustada en le huel semblant a aygua dessendent e no es aquela.	This illness called conjunctivitis is simply an eye disease that resembles water dripping from the nose and it's not this one.
Mays la manieyra del obrar en ela es que fasses le malaute sezer sobre la sela aparelada e dreyta, e aprop pren le cap sieu en las tuas mas de doas partz e mau aquel entro que veias la sania pervenir a las partidas dejos, e aprop sia siccada e no descenda, e sia ostat le lum, e·l malaute veia las causas ayssi cum vezia.	The way to act in this situation is that you make the patient lie on the padded bed and straighten their body, then place your hands on both sides of them and push inwards where you saw the disease entering the parts you were treating, ensuring it doesn't descend and stays upright. The patient would see the causes of illness as they perceived them.
E si no descendra en jos, sapias que es aygua.	And if it does not descend to the knees, know that it is water.
Mays si no es preparat le descendement a la sania am aquo que havem dit, lahoras fay le malaute sezer entre las tuas mas e aprop pren spatum subtil e fen am aquel sobre le pannicol cernent un petit deves la continuacio de la conjunctiva am la tunica cornea en la corona (entro al loc vuet), entro que sia fora-getada la sania.	If it is not prepared for the descent of the disease to water, then make the patient lie between your hands and take a subtle spatula which you place under them on the eyelid, looking for a little in front of the continuity of the conjunctiva towards the corneal coat in the crown (into the location you want). Inside where it is expelled by the disease.
Donc cum es fora-getada, lahoras tu distilla en le huel aygua cauda en la qual has mesclat mel o aygua en la qual ja has bulit fenugrec e mel.	Once it is expelled, then you distil in the smell of hot water in which you have mixed honey or water in which you have already boiled fenugreek and honey.
E aprop sia curat am las autras causas entro que sia sanat.	And treat the other causes until he is healed.
Capitol .xxii.	Chapter XXII.
De la curacio de la aygua descendent del huel.	On the treatment of water descending through the channel.
Ja havem dit las specias de la aygua en la divisio e qual conveneys a perforar am sermo declarant, lahoras aquel segon la sanetat.	We have already discussed the species of water in division and which one is suitable to be used when declaring the illness, then use that according to their health.
Lahoras cove que tu fassas sezer le malaute entre las tuas mas sobre un cayrat e lia le sieu huel sa, lu mot stringent.	Then take care when making the patient lie on them between their hands on a mattress and hold their head straight.
E aprop pausa prop de la palpebra del sieu huel la tua ma senestra, si le huel en le qual es l’aygua es le huel senestra; o am la tua ma dreyta, si le huel es le dextre.	And place your right hand close to the eyelid of their eye, if the eye is where the water is, it's the left eye; or with your right hand, if the eye is on the right.
E aprop am la tua ma dextra pren almagda, si le huel es senestre; o am la tua ma senestra, si le huel es de dreyt.	And place your left hand with your left hand take the almond, if the eye is on the left side; or with your right hand, if the eye is on the right.
E aprop pausa la extremitat de almagda prop de la corona per la grossesa del ray en le album del huel de part del mendre lacrimal, e aprop enpelleys almagda am vertut e revol la tua ma am aquel.	And place the tip of the almond close to the crown by the swelling of the eye in the area of the eyelid's album next to the tear duct, and scrape off the almond from its base and rotate your hand towards it.
E aprop penetre en le album del huel e sentas que almagda ja es pervenguda a causa vueda.	And penetrate into the area of the eye's album and feel that the almond has already been expelled due to blindness.
E cove que sia la masura del cami de almagda al preon la mesura del spazi le qual es de la pupilla entro a la fi de la negror, e es la corona del huel; quar tu veyras am aquel pupilla am la visio de l’huel per la clartat de la tunica cornea.	And take care that the size of the almond's path to the pupil is comparable to the distance from the edge of the darkness to the end of the blackness, which is the eye area; you will see in that area where the eye perceives light through the clarity of the corneal coat.
E aprop pausa almagda entro al loc en le qual es l’aygua, e aprop tu la atira en jos una veguada aprop autra, e donc si la aygua descen tantost, lahoras vetz le malaute aquo sobre le qual huebre la sua vista tantost, e almagda en le sieu huel.	And place the almond in the spot where there is water, then gently pull it down once or twice, and if the water descends immediately, then make the patient lie on their side so they can see through their eye as soon as possible, with the almond under their eyelid.
E aprop repausa se un pauc; donc si la aygua es descenduda, lahoras tu depausa aquela autre veguada abantz que almagda ne sia getada.	And take a small rest; if the water has descended, then remove that almond before you can remove the almond again.
E donc quan es sicada e no descen, lahoras tu extrat almagda am facilitat, e revol am aquel la tua ma pauc a pauc, e aprop dissolveys en l’aygua un petit de sal clara de gemma e am aquela lava le huel dedintz; e aprop pausa fora le huel coto o stopa o lana infusa en oli rozat e album de huou e ligua am aquo le huel sa.	And when it is settled and does not descend, then remove the almond gently, rotate your hand little by little towards it, and in that water dissolve a small piece of clear gemstone salt and with that wash inside the eye; and take care to wipe out the eye using a cloth or cotton dipped in oil-rubbed fat and albumen, washing your eye with it.
Mays nos e aquels que so de nostre temps pause sobre aquel comi trissat am album de huou.	We may take those of our time who, like a thistle in the eyelid's album.
E si no obezeys a tu almagda al intrament de l’huel per la sua duricia — quar es alcu dels homes del qual le huel es dur mot —, lahoras cove que prenguas le spatum le qual es nompnat alberid del qual aquesta es la forma:	And if your almond does not fit into the eye due to its hardness - which is characteristic of some individuals whose eyes are stiff - then take care that you use the spatula named 'albirid' as described:
E donc perfora am aquel aquela conjunctura, e no ultimes la tua ma en le trauc, e no es si no que fassas via ad almagda loc subtil.	And pierce that conjunctiva with it, and do not finish your hand on the tear duct, and do not do so unless you make a path to the almond's subtle location.
E aprop entromet almagda segon que havem dit.	And gently insert the almond as we have said.
E deves le compliment de la tua obra, sia preparat al malaute dormitori descentment fayt en le qual dorma sobre le sieu dos en mayson tenebrosa, e sia prohibit de totz movementz .	And you should complete your work by having the patient lie down to allow for a natural descent of the body while they sleep on their back in a dark room, and forbid any movements.
E pausa en la natura de lu aquo per que sia linida la sua natura, e no maugua le sieu cap a la partida dreyta ni senestra de tot.	And take care of the nature of this water for it to be purified in its nature, and do not let their head rest on either side of their body.
E sia le liament segon la sua disposicio entro al tertz dia.	And place them according to their position within the morning ritual.
E aprop deslia aquel en aquela maysso tenebrosa e exproha la freol vista, e fay li vezer alcunas causas, e aprop retorna le liament entro al dia .vii.	And gently open that in this dark room and expose the clouded vision, let them see some causes, then return them to their usual routine on the seventh day.
E no cove que fassas aquo en la hora de las curacios o tantost aprop la infusio.	And take care not to do this during the time of treatments or immediately after bathing.
Habantz cove que tu alienes aquo per so quar la aygua puega leugierament per gran e vehement de reguardament.	Have it that you remove this water for oneself, so the water can pass gently through great and intense observation.
Mays si accideys apostema caut, lahoras cove que deslias le huel denant le vii dia, e rectifica aquel am aquo que ceda apostema.	If it happens that a boil forms, then have it that you open the eye before the seventh day, and correct that with water that allows for pus to drain.
Lahoras tu absol la vista de lu e pausa sobre la cara de lu oral per le qual sia regit le vezement de lu dejos lu per alcus dias, lu existent en la mayszo tenebrosa.	Then take care to remove their sight and place your hand on the mouth area of their face, through which regulate the discharge from their tears for a few days, existing in the dark room.
E aprop sia gitat de aquela mayzo gradantment e conversa8 en las suas causas.	And gently move this darkness and discuss them about their causes.
E sapias que in alchatea no es excusat le discipol de visio alcunas veguadas, e lahoras tu sias ardit sobre la operacio.	And know that even if a student cannot see for some days, then you should be diligent about the operation.
E ja es pervengut a nos de alcu de aquels les quals so al Artach , e alcu disse que fayt foc en al Ayrac magdaam perforat am le qual es succada la aygua.	And we have come to understand some of those who are in the Artax, and someone said that they should make fire with a perforated almond where water is expelled.
Mays empero yeu non e vist degu en la nostra terra le qual haia perfeyt aquo, ni e aquo legit en alcu dels libres dels antics; e es possible que aquo sia novel.	However, I have not seen anything quite like this in our land, nor is it fully detailed in any of the ancient books; and it's possible that this is new.
