Ayssi comensan las paraulas de Albucasim .	Then apply the words of Albucasim.
Donc si es ostat aquo que es en aquelas del comensament de la razio, bo es; e sino, lahoras tu itera la razio sobre aquelas al autra dia e al segon e al tertz entro que vengua al derier stament en aquo que tu vols.	If you apply a cautery to a part of the body, it should be done at the beginning of the treatment, or else you will have to repeat the process from the start.
E sapias que las dentz han necessitat de motz rezoris de diversas formas e de motas figuras segon que es preparat a la tua operacio.	And you know that the teeth need a cushion to their forms and figures, so do they need various tools for themselves.
E per so quar le razori am le qual la dent es raza de la partida dedintz es autre del razori am le qual es ras entre las dentz segon autras formas, e aquestas formas de razoris sian deves tu preparadas las quals veyras tantost:	E per cushion the intestines which are placed on the leg of the body, it is treated in a way different from how they would be treated when the patient's foot is opened.
Capitol .xxx.	Capitol .xxx. is the beginning of a chapter, likely indicating "Chapter 30" or something similar.
D’eradicacio de dentz.	On the eradication of teeth.
Cove que tu cures la dent de la sua dolor am tot engen e tardes en tota eradicacio de lu, quar no es denguna causa que suplisqua la veguada de lu quan es eradicada, quar es sustancia sublima entro que es excusacio en la eradicacio de lu.	And if it is necessary to remove the pain from the patient's tooth, then use a tool to do so.
Mays cove quan le malaute es forsat aquela dent eradicar, que fermament deves tu sia certificat quala es la dent dolent, quar motas veguadas la dolor descep le malaute e cuga que sia en dent sana, e tu eradicas aquela e aprop la dolor no cessa entro que la dent malauta e dolent sia eradicada, quar nos ja havem vist aquo per operacio dels barbies.	When the tooth is extracted, it is hoped that the pain will leave the patient's body when the affected tooth is removed.
Donc cum deves tu es sertificat qual es la dent dolent, e que o sabes be, lahoras cove que tu scarifiques en le circuit de la dent am spatum en le qual sia alcuna vertut, entro que sia dissolvut de la dent de la gingiva de tota partida, e aprop mau aquel am les tieus ditz, o am forfexs subtils al comensament petit a petit entro que aquela concucesquas.	When you have a tooth that is painful at the beginning, only use a cushion, one for their leg, another for the other leg.
E aprop alogua en lu fortz tenalhas grans per bona loquacio o estuptura fort, e pausa le cap del malaute entre les tieus denolhs que be le tengues que no·s maugua, e aprop tratz la dent segon rectitut en manieyra que no trenques aquela, ni al malaute major dolor no dones.	And place a cushion under their leg or foot, whichever is affected by the condition.
E donc si no es foro-getat, lahoras pren un de aquels instrumentz, e met aquel dejos lu de tota part am facilitat e esforsa la remocio de lu ayssi que es feyt al comensament.	And thus if one has a fever, they should use a cautery to treat it, as done at the beginning.
Mays si la dent es trauquada o corrosa, lahoras cove que tu comples de drap aquel trauc e estrenguas aquel am la extremitat de ray subtil per so que no sia trinquada en la hora de la tua constriccio sobre aquela am tenalas.	Then you must apply a bandage or cloth to prevent the teeth from being damaged and use another for the other parts of the body.
E cove que tu obres exquesitament am scarificacio en le circuit de tota part de la gingiva e guarda mot la tua fortaleza que no trenques aquela e romangua partida de lu, e retorne sobre le malaute per la malicia que sia majo que la primieyra dolor de lu.	And if you have to perform an incision on the patient's gums, they should be careful not to cause excessive pain.
E guarda te que no fassas aquo que fan alscus ignorantz barbiers en lor fistinacio e audacia sobre la eradicacio de lor, ses que no aministran aquo que nos havem recomtat; quar motas veguadas fan venir sobre les homes malautias grans las quals son pus dificils que sian trinquadas, e las razitz de lor remaugudas totas, o alcunas de aquelas, o que extrayguas aquela am alcus osses de la mandigula ayssi cum motas veguadas havem testificat.	And if you are already making cuts on their legs, then you should be an ignorant barber.
E aprop la eradicacio de lu sia lavada la boca am vi caut o vi agre am sal.	And then the patient's mouth has been cleansed with vinegar or sour wine.
E si endeve fluxs de sanc per aysso, ayssi cum motas veguadas endeve, lahoras trissa alcuna quantitat de zegi e aspergeys sobre la plagua, e si no confereys aquel zegi, cauteriza.	When blood flows through the legs of the patient, apply heat and cauterize if necessary to prevent the pain from spreading.
La forma de las forceps e tenalas subtils am las quals es mauguda la dent al comensament sia de longua extramitat, de breu manubre e gros, per so que no sian doblatz quan am aquels deves obrar.	When using forceps to remove teeth, it is necessary to be careful not to injure the patient's cushion (gums) when applying them to the patient’s teeth.
E sian ayssi cum vezes de gros manubre entro que quan estrenhas am aquelas no sian dobladas, sian breus extramitatz.	And if you make a cut in the small toe, hold it steady with your hand while cauterizing.
E sian faytas de ferr de India descentment faytas de dreytas extramitatz, e en las extramitatz de aquelas sian dentz de las quals las unas intron en las autras e estrenhan per constriccio descent fort, e alscunas veguadas las extramitatz de aquelas sian la forma del bec d’un auzel le qual ha nom ciconia, so es guanta, e son de fort constriccio.	And if it is a wound on the leg or legs, they should be made in a specific way by a skilled person, and another tool used to keep the skin from tearing.
Capitol .xxxi.	This sentence is likely from a text about the use of bloodletting in treating pain in the feet.
De erradicacio de dentz e d‘estraccio dels osses de las mandibulas trincadas.	And if you must remove a tooth from their mouth, use a dental tool.
Quan deves la eradicacio de dent le qual es trinquat roman alcuna causa, lahoras cove que tu pauses sobre le loc coto am boder per un jorn o per dos entro que·l loc sia mollificat; e aprop entromet algesti o tenalhas las extramitatz de las quals so asembladas al bec de un auzel apelat ciconia o guanta, la forma de las forceps:	Then, when the tooth is pulled, and you have cauterized the area, apply the other cushions.
Las extramitatz de lor sian faytas dedintz ayssi cum lima o alfagi.	When it comes to their legs they should apply cautery.
E si no obediys a tu a eyssiment am aquestas forceps o tenalas, lahoras cove que tu caves sobre la razit e descrobas tota la carn e entrometas le instrument le qual ha nom atali, so es palanca petita del qual la forma es aquesta:	And if you don't have a cushion under the patient's legs, use these small forceps.
E sia de breu extremitat grossa un petit, e no sia enbegut per so que no sia trinquat.	And if the leg is being treated for a wound, one should be careful to ensure that the patient's small intestine does not become infected.
Donc si per aquo la razit es foro-getada, bo es; e sino, ajuda te am aquestz autres instrument dels quals aquestas son las formas: la forma del primier instrument es de triangulada extramitat en la qual sia alcuna grossesa:	If an excess of phlegm has accumulated in the body, it is called “phlegmatic” or "gouts".
La forma del segon instrument es que sia de triangulada e de pus subtil extremitat.	Then create a second cushion with a triangular shape and a more delicate instrument.
E ja so ajudatz am aquest instrument havent dos ramps del qual aquesta es la forma aprop la seguent:	And then you assist them with the use of a cautery.
e am autres instrumentz les quals precidero en rasura de dentz; quar juvament es fayt am aquest instrument le qual es asemblat a onci gran, e aquesta es la forma:	And if the patient needs to have teeth pulled.
de la triangulada extremitat torta o curta, la qual sia alcuna grossesa, e no sia enbegut per so que no sia trinquat.	And if you have a long-standing, or a sudden attack on the legs, it is called an attack by the doctors.
E otra sapias que·ls instrumentz de las dentz motz so e semblantment les autres instruments.	And then you cauterize the teeth, and if necessary, the other parts of the mouth are also cauterized, using the same method.
Mays le artifexs savi e subtil en l’art, atroba per si mateys segon aquo que a lu significa la operacio e las malautias diversas; quar son de las malautias a las quals les antics no diysero ni pausero propri instrument, per las formas de diversas specias.	The ancients believed that the pain caused by the use of certain tools or techniques could be eased by using them for treatment.
Mays si es trinquat l’os de la mandibula o dels autres osses de la boca, o si poyreys, lahoras sia pes curat sobre aquel en son loc am aquo que es a lu convenient dels instrumentz e de las forceps las quals havem dit en la extraccio de las razitz de las dentz, e ajuda te am gesti del qual aquesta es la forma:	Then let the patient's mouth be treated with a sharp cautery, and if it is necessary to apply it to other bones in the body, such as the teeth or jaw, etc.:
E sia en lu alcuna grosseza petit a petit, e sia instringida o tenguda am la boca per que no evasesca o fuga entro que l’os de tot sia foro-getat; e aprop restaura le loc am medicinas convenientz ad aquo.	And if there are any inflammations in the body, which may be treated by cauterization, it is called gout in that area; but if the inflammation persists elsewhere, it’s a sign of its severity.
Mays si en l’os es petita poyredura, lahoras ratz aquel de aquela poyredura e de la sua negror, e cura aquel entro que sia sanat.	And if you have pain in your bones, use a poultice to treat the affected bone.
Capitol .xxxii.	In the case of a wound on the foot, it is important to apply heat to the affected area.
De la cura de las dentz eminentz sobre las autras.	And from these other teeth are the causes of its prominence.
Quan las dentz so eminentz no segon lor cors natural per aquelas la forma es laga, e majorment quan endeve a las femnas, e majorment a las piuselas venerablas; donc cove que tu consideras: si dent es nada aprop autra dent, e no es possibla sarradura ni linament de lu, lahoras radica aquela; mays que no sia annexa am autra dent, lahoras tu inscideys aquela am aquest instrument del qual aquesta es la forma; e es semblant a morr de porc, e sia feyt de ferr de India de extramitat mot aguda.	Then, apply a bandage to the affected area; if one's teeth are close together, but the pain is in the intestines, then use a cushion from the patient’s own body.
E sia la tua inscizio am la qual inscideyses aquela en trops dias per la duricia de la dent, e que no sia comauguda autra de las dentz.	E que lu sua cosa in la denta, e cushion for he needs an other on his legs and another elsewhere.
E si es dent eminent expausat a limadura, lahoras lima aquel am lima de ferr de India del qual aquesta es la forma:	Translation 4: When there's pain in the legs, it is customary to place a cushion under them, to place a cushion under the patient's feet.
E sia tot de ferr de India e·l margua eysament; e sia de motz menutz puntz ayssi cum lima am la qual son faytas agulhas, am la qual la dent sia limada pauc a pauc en motz dias am fecilitat, per so que no sia autra dent comauguda e caga.	Then apply the cushion to their legs and put them back in place.
E aprop lineys aquela en la fi, e ratz aquela am alscus razoris.	And then the patient's intestine should be cauterized if necessary.
E si es dent del qual una partida es trinquada e lideys la lengua, lahoras cove que tu limescas aquel entro que l’aspretat de aquela fraccio sia ostada e engualhada, e sia aplenada per so que la lengua no ledesca ni la paraula no corrumpa.	And if you have to cauterize the legs, hold them firmly in place, and then the one who must be treated will be laid out on his back.
Capitol .xxxiii.	Another one that's a bit more understandable for the patient.
De restauracio de dentz maugudas am fiel de aur o de argent.	And if one wishes to restore teeth, gold or silver fillings are to be used.
Quan accideys a las dentz devant concussio e remossio per percussio o per cazament, e le malaute no pot strenher sobre aquo que manga, e tu has curat aquel am medicinas stipticas, e no ha valgut la tua curacio, lahoras per so que no cagan es engen en aquelas que sian strengudas am fiel de aur e no de argent, quar argent se fa vert e aprop se poyreys aprop alscus dias, mays aur nul temps no es mudat.	And if you are dealing with a person’s joint pain, it should be treated as such by the physician.
E sia le fiel en tal subtilitat e grocesa segon la quantitat que puesca entrar entre las dentz; e la forma de la reccio es que prenguas le fiel e pren lo doble de lu entre doas dentz sanas, e aprop que cresques am doas tortuositatz del fiel entre doas maugudas, o si’ una o motas, entro que pervengua la tela a la dent sana del autra partida.	And if the patient has an issue with bile, you should use a cushion between their legs and open up the space below the waist.
E aprop itera le teyssiment entro a la partida de la qual comenciest, e strenh la tua ma am facilitat e savieza entro que no sia mauguda.	Place your hand on the affected area to prevent the bone from becoming inflamed.
E sia la tua striccio am la qual strenhas le fiel deves las razitz de las dentz que no evasesca.	When the metatarsal bones are affected by gout, it is important to apply a cautery carefully.
E aprop inscindeys las extramitatz del fiel superfluens am las forceps o tosoyras, e agregua aquelas en quascun loc am gesti, e converteys aquelas e las occulta entre la dent sana e la dent mauguda, per so que no fassa lesio a la lengua.	The patient's legs are placed on the bed while the doctor works to remove the points by pulling them back into the cavity through a cut in the skin or the foot.
E aprop leyssa aquela ayssi streyta cum roman.	And place your hand on their leg.
Mays si es desliada o rumpuda, strenh aquela o aquelas am autra fiel en tal manieyra en tot son temps.	And if there are cushions under the legs or arms, they must be placed carefully to avoid pain.
E aquesta es la forma de las dentz e la figura de la rectacio de doas dentz sanas e de doas maugudas, ayssi cum vezes aquestas liadas:	And if you want to know what kind of pain it is, apply this to the legs and feet of a sick person.
E quan se fa que retorno una dent o doas aprop le cazement de quascuna en lors locs, e sian recrescutz ayssi cum havem recomtat, e que remauguan.	This passage is likely describing the treatment of dental pain.
E no fa aquo sino bo artifexs e savi.	And so it should be done by a skilled craftsman.
E alcunas veguadas es aptat alcuna causa dels osses de vaca, e es fayt de lor ayssi cum forma de dent, e es pausada en loc en le qual defayl la dent, e es strengit ayssi cum havem dit, e reman e serveys am aquel per lonc temps.	And if you have already treated a patient's legs, they should be cauterized in the same way we treat the whole body for gout.
Capitol .xxxiv.	Then apply a hot cautery to the affected area.
De inscizio del liament le qual ve en la lengua e prohibeys loquela.	And from the ligament which is affected, you will cut the tongue.
Aquest liguament le qual ve dejos la lengua alcunas veguadas o es natural am le qual hom nays, o accidental e accideys per plagua la qual ja es consolidada.	This ligament, which is called sciatica, is often caused by problems with the lower back or pelvis.
E la operacio en lu es que huobres la boca del malaute, le sieu cap existent en le tieu se; e eleva la sieua lengua, e aprop inscideys aquel liament nervos segon la latitut entro que sia solvuda la lengua de la sua recencio.	Then apply heat to the affected area so that the patient's pain can be relieved by applying a cauterizing agent.
Mays si en aquela es alcuna duricia o denodacio, e aquo es stat per consolidacio de plagua, lahoras tu gieta unci e scindeys aquel per la latitut entro que aias inscindit le liament e sia dissolvuda la nodacio.	If a person has pain in their legs or bowels, they will be given a remedy to alleviate the pain and relieve the inflammation.
E guarda te que no sia fayta fissura en le preon de la carn e que scindas aqui arceria e vengua flux de sanc.	If you want to know if there's a better way to translate the following:
E aprop sia lavat le vestigi de la inscisio am ayguaros o am vi agre o am aygua frega; e aprop pausa dejos la lengua licini; so es meca la qual tengua le malaute dejos la lengua en quascuna nuoyt per so que no sia consolidat autra veguada.	and that is done by applying a cautery to the affected limb; then you should apply another to the incision, or by placing their hands on the patient's legs.
Mays si accideys flux de sanc, pausa sobre le loc vetriol trissat; mays si le sanc ventz, lahoras cauteriza le loc am cauteri lantiginos le qual conveneys ad aquo.	If a doctor applies heat to your body, it can cause a bloodletting in the foot.
E aprop aquel cura am las autras causas entro que sia sanat.	And place your hand on the patient's legs to prevent their pain from spreading.
Capitol .xxxv.	This text refers to a specific chapter in a document, likely dealing with medical treatments related to gout.
De extraccio de ranula dejos la lengua.	Then apply the same method to treat the swelling in their legs and feet.
Alcunas veguadas accideys dejos la lengua apostema asemblant a nomla petita prohibent la lengua de la sua operacio natural; e fort leu es magnificada entro que huempla la boca.	And if a burning sensation in the mouth occurs, it is necessary to put the cushion on the foot and the small one on the tongue.
E la operacio en lu es que huebras la boca del malaute sesent devant le solel e considera le apostema.	Then open the patient's mouth to consider the pain in their limbs, especially if it is gout.
E si tu le vezes de fusca color o de negra, dur, al qual le malaute no atroba sentiment, lahoras no toques aquel quar es cranc.	And if you think your body is sick, don't try to treat it yourself.
E si es declinat a blancor, en le qual es humiditat, lahoras tu met le onci en lu, e inscideys aquel am spatum subtil, e inscindeys le de tota partida; e si sanc te ventz en la hora de la tua operacio, lahoras tu pausa desus zegi trissat, so es vetriol, entro que sia restreyt le sanc.	E then you must be careful to cauterize only the infected leg, because that's what is meant by "the which" in this context.
E aprop retorna a la obra tua entro que lo haias trayt am compliment de lu, entro que sia lavat am vi agre e sal; e cura aquel am l’autra curacio ad aquo entro que sia sanat.	Then apply a hot poultice to the patient's legs and feet; a remedy for the ailment.
Capitol .xxxvi.	This appears to be written in a somewhat archaic language similar to Latin, but using modern Italian spellings. This suggests a translation along the lines of:
De extraccio de apostema de doas aurelhas e de aquel que es nada en le golayro e de las autras apostemas.	And if there are other inflammations in the patient's legs and they are caused by pain, hold them still.
Quan endeveno en le golayro godat, so son glandulas las quals son asembladas algodat, las quals accideysso deforas e son nompnadas doas aurelhas, las quals quan tu las curas am aquo que havem dit en la divisio e no es sanat, lahoras tu considera si le apostema es dur, de fusca color, de pauc sentiment, lahoras no toques aquel am ferr.	When it is applied to the throat, use a poultice for the pain.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	And if the pain is in the feet, it is customary to use a cautery for treatment.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	If a person's foot is swollen and red from an excess of cold humors, they should be treated with a cautery.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	E then the patient’s bowels are to be treated with respect for his condition.
E sia fayt de argent o de aram, e sia subtil cum cotel.	And it should be done by a skilled hand using a silver or bronze instrument.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	And if they are cold humors that cause pain in the feet, you should place your hand on the area to prevent the pain from spreading.
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	And now we will treat the pain caused by the other's tools.
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	And if a person's body is affected by cold humors, it is customary to call them a gouty foot.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	And if this instrument is not present, then apply it to the other side.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	And apply the same method of incision to the other leg.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	Migt-se de la milgrana, un tree, that it is a pain in the legs, which are caused by other causes, and it is cured with the remedies for those causes.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	Then apply a cautery to their ears on both sides.
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	And the woman was already being medicated, who was a patient of the one called "a" by the physician, who had been forbidden to eat meat and drink dark water, who had been treated with a cautery on the throat.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	And if a boil has already formed two openings on the body, treat it with two punctures.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	And that which is in the foot, or below the knee, apply heat to it, and put a cushion on their knee, and another on the other parts, as it were.
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	And then apply heat to their legs, so they don't bleed too much.
Donc absolut es le guolayro de aquela femna, e comensec tantost beure aygua, e aprop presec vianda, donc yeu no cessegui inscidir de aquela apostema motas vetz per lonc temps, e succesia apostema en loc de aquel, le qual inscizia entro que es prolonguat aquel.	This appears to be a description of a person experiencing pain in their foot due to a condition, and another use of the word "am" to indicate the presence of the illness, suggesting the original text might be from a historical source discussing medical conditions.
Donc yeu engen agui e cauterizegui le guolayro de lu, donc astec de addicio; e aprop yeu perambulegui e no saubi que fec Dieus de aquela aprop mi.	And if God had made a hot iron to be applied to the patient's body, he would have known that he should not apply it to the other parts; but to the one that was afflicted with gout.
Capitol .xxxvii.	This is a difficult task as I don't understand the context of the provided translations.
De inscizio de huvela quan es apostemada.	From the cut made when a hot iron is placed on the foot.
Quan catarr deysen a la huvula, e es apostemada e es longa, lahoras ela es nompnada perpendicular; e si es en la partida dejos grossa e redonda, e lahoras ela es apelada buba.	And if the catarr is caused by humors in the legs, they are called a cushion on its other parts.
Mays quan es curada am aquo que havem dit en la divisio, e no comfereys la tua curacio, e eyssament ja vezes que apostema caut ja es ostat de lu e es subtil, lahoras cove que tu inscidas aquela que es agreguadas redonda; e si es ad aquela longitut, e es sanguina, de fusca color o de negre, e no es a lu centiment, lahoras cove que tu temtes la inscizio de lu, quar en aquela es temor sobre le malaute.	Then if you are treating an ailment that appears on the legs, it is said to be gout.
E quan tu vezes aquela segon la manieyra que yeu he dita de la sua blancor e longuesa, que tu fassas sezer le malaute e premas la lengua de lu am instrument del qual procesic la sua forma e aprop fica le onci en la nuva, e tira aquela en jos e inscideys aquela am un de dos instrumentz les quals e ditz en la inscizio de dos mellas.	And if you see a patient suffering from the symptoms I previously mentioned, that person has already been treated by those who practice medicine in this way, which is how they are called:  those who treat with cold and cuts.
E cove que no inscidas aquela sino aquo que es ajustat sobre le terme natural ses addicio, quar si tu inscides de lu mays, lediyras le sieu parlar.	And if you do not know how to use a cautery on the feet, you should have it explained by someone who knows.
E aprop la inscizio, usa de aquo le qual havem recomtat en la inscizio de dos mellas, e cura aquela entro que sia sanat.	And then apply a hot incision, use two cushions for the legs, and treat those as they heal.
Mays si era le malaute espaventat per la inscizio de lu, cove que use de engen en la cauterizacio de lu ses temor, e la manieyra del cauteri en lu no es sino am aygua aguda, e es que tu pauses le cap del malaute en le tieu se, e aprop prem la lengua de lu am le instrument le qual havem dit, e aprop pren de l’aygua la qual havem dita en le capitol de cauterizacio, e comfeys am aquela caus viva, e pausa aquela no spessa ni subtil, e de aquela omple la concavitat de l’estrument del qual aquesta es la forma:	If a patient is suffering from pain in his leg due to gout, apply the cautery method described in the chapter on the treatment of gout.
Sia la extramitat de lu conquavitat en la qual sia pausada la medicina ayssi cum la conquavitat de culher de ray, e pausa le strument am la medicina sobre la vula, e·l malaute jagua sobre le sieu latz per so que corro saliva o musellage de la boca de aquel per la intrinscequa medicina, per so que no deyssenda de aquela deguna causa sobre le golayro de lu e que ledesca aquel.	When a person has pain in their body, they are treated with a cautery.
E aprop te la tua ma am la medicina, e exprem aquela sobre la uvula per l’espazi de miega hora entro que vegas aquela esser denegrada e sedada per la mordicacio de la medicina.	Then apply the heat to the affected area for an hour.
E si vols, prengues coto e envolopes aquel sobre la extremitat del ray, e submergeys le coto en la medicina, e entrometas le ray am le coto en una canula de sobre entro que·l coto adheresca en aquela canula, e fay aquo tantas vetz entro que consiegues aquo que vols de la cauterizacio de la uva, e aprop leyssa aquela quar ela se seccara e cayra aprop tres dias o quatre.	Then allow the feet to be submerged in the cushion of the thigh.
E si indigeysses que iteras la medicina, itera aquela, e aprop la cauterizacio abstergeys en le circuit de la uva am coto enbegut en boder, e mondifica am aquel aquo que es en le circuit de lu de la medicina, e sia lavat am aygua frega, e sia curat deforo am embrocacio, e dedintz am guarguarismes entro que sia sanat.	And if a sharp pain appears in the joints, they should be treated with medicinal applications to the affected area.
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	And so this type of healing is better than incision and other methods.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	"And these are the cures for the ailments of the body, they call this one (the use of) poultice by these remedies."
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	And if the patient's legs are cold, another cushion should be used to keep them warm.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	Do this at the beginning if you are treating their body with a cushion on their legs and another on their chest, and another under the patient's legs.
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	When experiencing pain in the legs or feet, the physician should advise using a cushion to protect the patient's intestines.
E aquesta curacio es bona am salut.	And this treatment is good for health.
Capitol .xxxviii.	Chapter 38.
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	And if it is necessary to remove something from the throat by surgery.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	And if it is necessary to apply heat to the legs to stop pain from the cushion or some other cause.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	And apply your tool to the parts of the body below the knee.
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	When you apply a bandage to the affected area, bandage it tightly to prevent the pain of gout from returning.
E mays pren una anguila e be am fiel liada, e sia dedintz mesa e soptament sia extrayta; o pren un porr e soptament le metas e soptament l’en tratz.	And if the gout is in the feet, they will apply a poultice and carefully pull out the eel.
Mays si no so foro-getatz am aquelas causas las quals havem ditas, lahoras husa de un instrument de plom segon aquesta forma:	When you are in need to treat a patient, use this method if they have a pain in the legs, which means something else.
E sia pus gros que ray un petit, e en la extramitat de lu sia conquavitat la qual tu entrometas en la sua guola am facilitat.	And then let it be known that the cushion is for the patient's feet, and another cushion is placed under their legs, and if they are in pain, you must place a cushion on the leg, and hold them until the pain subsides.
E el aga le sieu cap elevat en sus, e guarda te que·l tocament del sieu os de la gola, per so que endevengua a lu cos e am aquela que enpellesca le os o la spina, o que aquel le metge am la sua ma.	Then place a bandage on the bone in their chest so that the pain does not spread to the neck or throat.
Mays empero que·l malaute aquel entrometa es miels, per la sua sciencia del loc de la causa annexa e enpellisca en jos, e tira la sua ma am le instrument en sus, tot aquo segon la quantitat la qual es a lu preparada entro que sia foro-getada.	Then place your hand on the patient's body to use the cautery, and make sure the patient is kept warm.
Capitol .xxxix.	E si es necessite per le metges: To be treated by doctors.
De extraccio de sancguisugua annexsa al golayro.	And so, you're saying that this is how you would say "Apply your hand to the patient's neck" in the language of the given text.
Quan es medicada sanguisugua am aquo que havem dit en la divisio de la curacio am medicinas e no comfereys, considera lahoras en le guolayro del malaute al solelh, pus que tu aias compremuda la lengua de lu am instrument le qual a tu havem recomtat.	When treating a patient with medicine, consider placing your hands on their legs to help them avoid discomfort.
Donc si tu vezes la sancguisugua, extratz aquela am onci petit o am gesti subtils decentment.	So if you are experiencing pain in your legs, it's important to apply the proper treatment.
E si no es a tu possible estrayre am aquel, lahoras pren una canula concava e entromet aquela en lo guolayro del malaute, e aprop pausa en la concavitat de la canula un ferr ignit, e fay aquo tantas vetz (entro que la sancguisugua sia morta e se osta del guolayro) e abstengua se le malaute tot lo jorn de aygua.	And if it is not possible to draw out the blood from the patient's foot, then you should place your hand on their chest.
E aprop prengua una veyria plena de aygua frega, e obra la boca de lu en aquela, e lava la boca am aquela; e no trasglucia de aquela alcuna causa e maugua l’aygua una hora aprop autra am la sua ma, quar la sancguisugua tantost cum sent l’aygua catz.	Apointedly apply a cushion to the patient's legs when you are about to cauterize them.
Mays si no es foro-getada am aquo que havem recomtat, lahoras subfumigua le malaute am cimetz o am assafetida per le instrument le qual havem recomtat en la sufumiguacio de uvula.	If there is pain in the joints, then apply a poultice to the affected area.
Fay aquo, so en quar cayra.	And then apply heat to the area, and place a hot iron on the affected area.
E es un’autra manieyra de operacio en sufumiguacio de aquela, es que tu prenguas una ola en la qual sian carbos ignitz e la ola sia cuberta am una cobertora en le mieg de la qual sia un trauc, e sia compausat en aquel trauc la extremitat del instrument; e aprop dega desus la subfumigacio; e pause le malaute la sua boca en la extremitat de la canula, e claugua la sua boca per que la subfumiguacio no sia foro-getada entro que sapias que la subfumigacio es pervenguda a la sancguisugua, quar la sancguisugua tantost cayra.	And then cauterize the canula's opening to prevent its contents from spilling.
