Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasim.
E cove que per empressio de aquel cauteri que·l malaute umpla la sieua boca de bon boder e tengua aquel per una hora e aprop scupa le; e aquesta es la forma del cauteri.	And know that by pressure of that cautery that the patient fills his mouth with good breath and holds it for an hour, and then spits it out; this is the manner of the cautery.
E cauteriza am qual que tu voys extremittat segon que a tu es possible.	And cauterize it as much as you can.
E aquesta es la forma de la cannula:	And this is the shape of the tube:
Capitol .xxii.	Chapter .XXII.
De cauterizacio de extrophulos.	Of cauterization of hernia.
Quan extrophulos so de flecma e de humors fregas e no so hobedientz a digistio per medicinas e tu voys la digistio de aquelas leugerament, lahoras tu igneys le cauteri conquau la forma del qual es aquesta seguen, havent dos extremitatz hubertas per que yesca le fum deves le cauteri per l’autra extremitat, e pausa aquel ignit sobre aquel apostema una veguada, e autre si indigeyses de aquel, entro que pervengua al preon del apostema.	When hernias are from phlegm and cold humors, and are not cured by digestion with medicines, and you see that those are lightly digested, then you should burn the cautery as much as possible, having two ends so that the smoke of the cautery rises through one end into the hernia, and the other if it is needed for that, while you wait until the hernia comes to the surface.
E si l’apostema es pauca, lahoras pausa le cauteri segon la quantitat del apostema, e aprop leyssa le per tres jorns e pausa sobre lu coto enfus en boder entro que sia remaugut aquo que·l foc ha comburit.	And if the hernia is small, then apply the cautery according to the amount of the hernia, and let it sit for three days, and place a bandage soaked in hot water over it while it is still warm from the fire.
E aprop cura aquel am enguent e tentas e draps entro que sia sanat.	And then cure that with ointment, poultices and linen until it is healed.
E la forma de la cannula o deu cauteri a tal es comveyter.	And the shape of the tube or cautery must be as follows:
Capitol .xxiii.	Chapter .XXIII.
De cauterizacio de rauquiera de votz e de constriccio de ale.	Of cauterization of sore throat and of contraction of the larynx.
Quan las humiditatz veno sobre le quanal del pulmo, e majorment quan aquo es am fregiditat de compleccio, lahoras cove que·l malaute sia evacuat al comensament am medicinas laxativas, e aprop cauteriza aquel deves la razit del golayro en le loc depremegut.	When moisture comes upon the throat of the lung, and especially when that is caused by a coldness of the complexions, then it is necessary for the patient to be evacuated at the beginning with laxative medicines, and then cauterize the root of the larynx in the place which is affected.
E guarda te que no pervenguas am le cauteri al golayro ni no comburas de la codena de lu sino un pauc.	And be careful that the cautery does not reach the larynx or burn it, only a little bit of it.
E cauteriza aquel am autra cauteri deves la junctura del col en le derier espondil de lu.	And cauterize that with another cautery according to the joint of the neck at the lowest vertebra.
E·l cauteri de lu sia clavilh sego la maniera precedent.	And the cautery for that should be a peg made in the way previously described.
E aprop cura aquel am aquo que es precedit entro que sia sanat.	And then cure that with what is prescribed until it is healed.
Capitol .xxiiii.	Chapter .XXIV.
De cauterizacio de malautia del pulmo e de tos.	Of cauterization of disease of the lung and of cough.
Quan tos e malautia de pulmo so de humiditatz fregas e le malaute no ha febre ni tisic e es malautia antiqua, lahoras cauterisa aquel am dos cauteris sobre la furcula en les locz depremegutz leontz e buoytz; e am autra cauteri en le mieg loc del pietz entre dos mamillos; e sia le cauteri clavilh segon la forma precedent.	When cough and disease of the lung are from cold moist humors, and the patient does not have fever or consumption, and it is an old disease, then cauterize that with two cauteries over the breastbone in the places affected by pain, and with another cautery in the middle of the chest between two nipples; and the cautery should be pegs made according to the previous form.
E si vols, sia la tua cauterizacio punctan am le cauteri que es apelat puncta, la forma del qual precedeys en la ponctacio de dolor de aurelhas.	And if you want, the cautery can be punctured with the cautery which is called puncta, the form of which is prescribed in the section on ear pain.
E sian puntz entro cays ad aquels; e aprop cura aquel am aquo meteys que es precedit entro que sia sanat.	And let there be holes in them; and then cure that with what is prescribed until it is healed.
E ya sia le cauteri haventz tres ramps quar cauterizacio es am aquel: am una veguada podes far tres cauteris segon aquesta forma:	And if the cautery has three ramps, the cauterization can be done with that in one go: with one cautery you can do three cauteries according to this form:
Capitol .xxv.	Chapter .XXV.
De cauterizacio de titillic que es le cap del ajutori.	Of cauterization of the head of the larynx.
Quan le cap del ajutori es dislocat per causa de humiditatz lubricas e no es fermat en la hora del sieu retornament deves la sua dislocacio entro que sia a lu aquo costuma de retornar, e aprop per un petit movement es deslocat ayssi que s’endeve, ayssi cum nos havem testificat, lahoras cove que primieyrament redusiscas la dislocacio, e aprop le malaute sia reversat sobre le sieu dos o sobre le latz sa; e aprop eleva la codena la qual es en la partida dedintz del citillic a las partidas desus am les ditz de la tua ma sinistra, si la junctura es dislocada a las partidas dedintz.	When the head of the larynx is dislocated because of slippery humors and it does not return to its place until it has been reduced, and especially if it is displaced by a slight movement as we have testified, then first reduce the dislocation, and then let the patient return his head onto his chest or onto his side; and then lift up the larynx which is in the front of the larynx to the parts above with the fingers of your left hand, if the joint is dislocated at the front.
E aprop igneys le cauteri havent dos caps; e aquesta es la forma de lu:	And then burn the cautery having two pegs; and this is its form:
E aprop cauteriza la codena entro que penetre aquela entro al autre latz; e vindra la figura de cauterizacio lahoras de iv caps cauteris.	And then cauterize the larynx so that it penetrates into the other side; and then the figure of cauterization will be made with four cauteries.
e so aquel subtils segon la quantitat de tenta; e aquesta es la forma de lu:	And do this gently according to the amount of tenting; and this is its form:
E alcunas veguadas es ajustat segon aquest comte i per que son les cauteris .viii.	And sometimes it is adjusted according to that count, for which there are eight cauteries.
E aprop pausa sobre le cauteri porys cuytz am sal, e aprop fay adherir le malaute a trenquilitat, e lo membre no sia maugut per alcun temps entro que sia confortat.	And then sprinkle salt on the cautery and then make the patient calm down, and the member should not be disturbed for any length of time until it is comfortable.
E si la dislocacio es a las partidas desus e tart es fayt aquo, lahoras cauteriza sobre le muscle am cauteri clavilh o am motz cauteris puntan, quar la junctura es confermada e la humiditat es romauguda e le malaute es sanat.	And if the dislocation is at the front and it is done, then cauterize the muscle with pegged cauteries or with punctured cauteries, for the joint is confirmed and the moisture is reduced and the patient is healed.
Capitol .xxvi.	Chapter .XXVI.
De cauterizacio del stomac.	Of cauterization of the stomach.
Quan veno en l’estomac freg e motas humiditatz entro que aquel extrazo de la sua compleccio e so multiplicatz raumases a lu, e si tu continuas las manieyras de curacio e no confereyso, lahoras cove que le malaute sia sobre le sieu dos ressupinat, e extenda las suas mas e las suas coysas, e aprop cauteriza aquel am tres cauteris: an un cauteri dejos le pietz per la quantitat d’un dit am cauteri clavilh, e am dos cauteris dejos del dos costatz del cauteri, entro que vengua la figura de cauteri triangulada; e elonga entre els que no sian ajustatz que faran poyredura.	When moisture comes into the stomach and it is multiplied within his complexions and if you continue the methods of cure and do not confer with them, then let the patient be laid on his back, and extend his arms and his legs, and then cauterize that with three cauteries: one cautery under the chest according to the length of a finger with a pegged cautery, and two cauteries under the sides of the cautery so that the figure of the cautery is triangular; and they should be spread out so that there is no burning.
E si la profunditat del cauteri la quantitat de les dos terses de la grocesa de la codena.	And if the depth of the cautery is to the quantity of two thirds of the thickness of the larynx.
E sia la figura del cauteri segon aquesta forma ses addicio, E si vols, cauteriza am gran cauteri en le mieg loc del estomac segon aquesta forma; et aquest sia un cauteri segon la forma de cercle segon aquesta forma:	And let the figure of the cautery be according to this shape, and if you want, cauterize with a large cautery in the middle of the stomach according to this form; and this should be a cautery according to the shape of a circle according to this shape:
E sia cauterizat l’estomac punctan ad aquel que de aquest cauteri es spaventat: e es que tu senhes sobre l’estomac punt segon la quantitat que voles am tenta, e aprop cauteriza aquel am cauteri en les puntz; e aprop cura aquel am la curacio qu’es precedita entro que sia sanat.	And let the stomach be punctured at where that is frightened by this cautery: and you feel on the stomach a point according to the quantity which you want with tenting, and then cauterize that with a cautery in the points; and then cure that with what is prescribed until it is healed.
Capitol .xxvii.	Chapter .XXVII.
De cauterizacio del fietge fret.	Of cauterization of the fretted liver.
Quan endeve en le fietge dolor per fregiditat o per humiditat o per grossa ventositat entro que de la sieua normal compleccio sia getat per egressio superflua, e es curat le malaute am aquo que havem dit e no comfereys, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e senhes am tenta tres cauteris segon aquesta forma et aquesta quantitat meteyssa sobre le fietge dejos dels ipocondres, la hon perve le decubit de home.	When there is pain in the liver from coldness or from moisture or from gross fullness so that it has been driven out of its normal complexions by excessive egression, and it is cured with what we have said and does not confer with them, then let the patient lie on his back on a pillow, and feel with tenting three cauteries according to this form and quantity placed over the liver below the hypochondria, so that he lies in the bed of a man.
E sia l’espazi le qual es entre quascun cauteri segon la grossetut del dit, e sia le cauteri segon la longitut del cors dreyta.	And let there be space between each cautery according to the thickness of a finger, and let the cauteries be according to the length of the body straight.
E no compremas la tua am le cauteri mot.	And do not move your hand with the cautery.
E si la quantitat de aquo que es adhurit la quantitat de la maytat de la specitut de la codena, e no y sia pus ajustat; e si le malaute stant sobre les pes de lu; e si no es estant, lahoras sia jassent, le qual ja ha extendudas las suas coysas, e eleve les sieus brasses.	And if the quantity of that which is burnt is to the quantity of the thickness of the larynx, and it is not pushed back; and if the patient stands on his feet, then let him sit down, for he has already extended his legs, and lift up his arms.
E es aquesta la forma del cauteri:	And this is the form of the cautery:
E a tu es possible que cauterizes aquestz cauteris am cauteri cutellar, quan es am tu subtilitat e prudencia en l’art.	And you are able to cauterize these cauteries with a curved cautery, when you have subtlety and prudence in the art.
E guarda te que trop no procesiscas en la cauterizacio, e sia adhurida la specitut de tota la codena per que sia adhurit tot le cors e pervengua entro als budels, quar la codena aqui es subtil; e sapias aquo.	And be careful that you do not overdo cauterization, and let the larynx be burnt throughout all its thickness so that it penetrates into the intestines, for the larynx here is subtle; and know this.
Capitol .xxviii.	Chapter .XXVIII.
De perforacio de apostema del fietge am cauteri.	Of perforation of the liver with a cautery.
Quan endeve excitura o apostema en le fietge e voles saber si aquel apostema es en le carn del fietge o en la tunica de lu, lahoras si es en la carn del fietge, le malaute atrobo gravitat e dolor ses acuitat.	When there is ulceration or abscess in the liver and you want to know whether that abscess is in the flesh of the liver or in its tunic, then if it is in the flesh of the liver, the patient has increased weight and pain is sharpened.
E si es en la tunica del fietge, am la dolor es acuitat gran e vezes que ja afatiguatz les metges la cura de lu.	If it is in the tunic of the heart, then the pain is great and sharp, and often doctors tire themselves out trying to cure him.
Donc cove que·l malaute sia enversat sobre la sieua cervit; e aprop senha le loc de l’apostema am tenta; e aprop igneys le cauteri le quel es asemblat a rag, la forma del qual a precedit en l’autra pagina.	Therefore turn the patient over on his stomach and feel around for the boil, then ignite the cautery which is similar to a rag, the form of which is described in the other page.
E cauteriza am aquel i cauteri entro que tota la codena sia comborida, entro que pervengua al ciphac, entro qu’en yesca sania.	And cauterize with this cautery until all of the pustule is scorched, until it reaches the brain, until it draws out the pus.
E aprop cura aquel per curacio dels autres apostemas entro que sia sanat.	Then cure this one as well as the others after they have healed.
E no cove que de aquesta forma de cauteri use sino aquel del qual le estudi en l’art de medicina es prolonguat, e en las mas del qual motas malautias an conogut; mays aquest am esperiment alcunas veguadas sia ardit sobre aquesta operacio, mays empero leyssa aquela deves nos, e es miels.	And don't use this type of cautery except when the study of medicine prolongs it and in the cases where you know from experience that many illnesses have been cured; but sometimes in some cases you should try this type of cautery, even though you may feel it is too hot for us, and it is better.
Capitol .xxix.	Chapter 29.
De cauterizacio de plauresi.	On cauterization of ulcers.
Diyssero les antics cauteri de las razitz de aristologia a plauresi frega segon aquesta manieyra esser fazedor, e es aquest que tu prenguas de las razitz de aristologia longa secca una razit pun longua que es trobada, e sia de la grossetut del dit.	The ancients said to cauterize ulcers caused by cold humors according to this method: take an aristology root that is long and dry, about the thickness of a finger, and it will be found;
E aprop submergeys aquela en oli e eysen aquela al foc, e aprop cauteriza per un cauteri en aquel loc le qual es entre la continuacio de la furcula am le col; e am dos cauteris petitz dejos guidazi, un pauc declinans a la partida que es dejus la barba, e am dos cauteris en aquo que es declinant entre la quinta costa e la cizena, declinant un pauc a las partidas detras; e am autre cauteri en le mieg loc del pietz; et am autre sobre l’estomac, et am tres cauteris de las partidas detras; et am un cauteri en aquel loc le qual es entre las dos spallas, e am dos cauteris dels dos latz del pietz, dejos le cauteri le qual es entre doas spallas.	And then immerse it in oil and heat it up, and then cauterize with a cautery between the collarbone at the top of the chest; and with two small cauteries lean slightly towards the end that is below the beard, and with two cauteries lean towards the fifth rib and the armpit, leaning a little towards the back; and with another cautery in the middle of the foot; and another on the stomach, and with three cauteries on the back; and with one cautery between the two shoulders, and with two cauteries on either side of the hips, below the cautery that is between the two shoulders.
E no cove que compremas la tua ma am le cauteri, ans sia en le manifest de la codena en obra.	And don't press your hand down on the cautery, but rather in the nature of the pustule in the way that it appears.
E ja diyssero alscus antics que so alscus dels homes les quals uson de cauteri de ferr semblant a ray e igneysso aquel, e meto aquel en aquel loc le qual es entre las costas, entro que pervenguam am aquel ad aquel apostema e sia foragetada sania, ayssi cum havem dit en l’apostema del fietge.	And the ancients also said that some men use an iron cautery like a ray, and they ignite it and put it in between the ribs so that it reaches the pustule and draws out pus, as we have said about the pustule of the heart.
Mays en aquesta perforacio am cauteri no es ses temor, quar hu mor tantost ho accideys en le loc fistula a la qual no es sanacio.	But when doing this piercing with a cautery, there is no fear because it will happen at once in the location of a fistula for which there is no cure.
Capitol .xxx.	Chapter 30.
De la cauterizacio de la melsa.	On cauterization of meles.
Quan tu curas la malautia de la melsa am aquo que havem dit de la curacio en la divisio e no confereys la tua curacio, lahoras cauteri en lu es segon tres manieras, las quals totas son dreyturieras, de las quals la una es que fassas tres cauteris o quatre linhan segon la longitut de la melsa segon la figura dels cauteris del fietge, la figura dels quals ha precedit.	When you cure the illness of a mele with what we have said about curing it in the division, and don't trust your treatment, then cauterize it according to three methods, all of which are correct; the first is that you make three or four cauteries that are parallel to the length of the mele according to the figure of the cauteries of the heart, the figure of which has preceded.
E sia entre quascun cauteri la grossetut d’un dit o un pauc mes, e la manieyra del cauteri sia la manieyra la qual havem dita en le cauteri del fietge engualment.	And between each cautery let there be the thickness of a finger or a little more, and the manner of the cautery should be as we have said about the cautery of the heart in the same way.
E no compremas la tua ma am le cauteri; e le malaute sia eves sobre lo sieu dos.	And don't press your hand down on the cautery, and let the patient lie on his back.
E es autra manieyra de cauterizar, so es que tu igniscas le cauteri haventz dos vertimentz, la qual causa havem dita en le capitol de dislocacio del muscle, e elava la codena la qual es en le endreyt de la melsa la hon perve le jazer del malaute sinistre.	And another way to cauterize is that you ignite the cautery while holding two windings, and this cause we have said in the chapter on dislocation of the muscle; and raise up the pustule which is in the bend of the mele where the patient's left hand lies.
E sia la tua elevacio am la qual elevas la codena segon la longuesa del cors, per que sian faytz cauteris segon la latitut del cos.	And let your elevation by which you raise up the pustule be according to the length of the body, so that the cauteries are made according to the width of the body.
E aprop entromet les dos vernimentz, ignitz mot, en aquel entro que am aquels penetres la codena de la autra part.	And then intertwine the two windings and ignite them while pushing into the pustule from the other side as well.
E aprop extrayt le cauteri; e donc son faytz quatre cauteris.	And then pull out the cautery; and so there are four cauteries made.
E si voys, cauteriza am cauteri havent tres vernimentz.	And if you want, cauterize with a cautery having three windings.
E aprop tu cura le cauteri pus que aia laysat de getar brac per trops jorns, quar mays es comferent que las autras causas precedentz en la curacio.	And then you cure the cautery after it has stopped giving out pus for many days because only then are the other causes that precede in the cure effective.
Capitol .xxxi.	Chapter 31.
De cauterizacio de ydropici.	On cauterization of hydrocephalus.
Cauteri no catz en ydropici sino en alcinte3 propriament.	Cautery should not be used in hydrocephalus but rather in the armpit properly.
Quan tu curas le ydropic am las manieyras de curacio las quals havem ditas en la divisio e no confereys la tua curacio, lahoras cove que aquel cauterizes am quatre cauteris en le cercuit del embelic e am un cauteri sobre l’estomac, e am autre cauteri sobre le fietge, e am autre cauteri sobre la melsa, e am dos cauteris entre les spondils del dos, e un cauteri en lo dreyt del pietz, e am autre cauteri sobre l’estomac.	When you cure hydrocephalus with the methods of cure which we have said in the division and don't trust your cure, then let them be cauterized with four cauteries around the armpit and a cautery on the stomach, and another cautery on the heart, and another cautery on the mele, and two cauteries between the shoulder blades of the two sides, and a cautery in the right side of the foot, and another cautery on the stomach.
E la quantitat de la profunditat del cauteri sia propdana a la spicitut de la codena.	And the quantity of the depth of the cautery should be proportional to the thickness of the pustule.
E aprop layssa le cauteri ubert per so que gete brac per lonc temps.	And then pull out the cautery after it has been in for a long time.
E no evacuas le malaute de curacio aprop le cauteri am aquo que cove per que sian agreguadas a lu doas entencios, e sira festinada a lu am ajutori sanacio.	And don't evacuate the patient from the cure after the cautery so that two intentions are added to it and healing is accelerated for him by aid.
La forma del cauteri am lo qual es cauterizat lo ventre sia clavilh segon que la forma de aquel es desus precedent, e es aquel am le qual es cauterizat le dos sia olivar segon qu’es precedent a la sua forma.	The form of the cautery with which the belly is cauterized should be key-shaped according to what is above it, and that with which the back is cauterized is olive-shaped according to what precedes it.
Capitol .xxxii.	Chapter 32.
De cauterizacio de pes e de las coyssas.	On cauterization of feet and thighs.
Quan les pes so apostematz en ydropitz e so repletz de aygua sitrina, cove que cauterisas les pes sobre le dos del pe in nocrati aquo que es entre le auricular e le anular, e eleva la tua ma am le cauteri e no torses aquel; e aprop eleva la tua ma, e no retornes aquela de tot, quar l’aygua satrina rezuda.	When the feet are full of pus and water, then let them be cauterized on the bottom of the foot at the place that is between the auricular and annular fingers, and raise up your hand with the cautery and don't twist it; and then raise up your hand without turning it because the water will run out.
Es le cauteri segon aquesta forma: E aprop fay sobre las doas coyssas dos cauteris, e en quascuna coysa sia feyt cauteri am la extremitat del cauteri cutellar.	It is cauterized in this form: and then make two cauteries on both thighs, and in each thigh there should be made a cautery with the end of the cautery cut into it.
E sia le cauteri segon la longitut de la coyssa: i dejos le denolh e l’autre jos le mieg loc de la coyssa; e sobre quascuna coyssa dos cauteris.	And let the cautery be according to the length of the thigh: one above the knee and the other below it, and on each thigh two cauteries.
E layssa la plagua uberta ses curacio per lonc temps per so que alcuna aygua resuda de lu.	And then let the wound be left open after its cure for a long time so that no water runs out of it.
E aprop cura le am aquelas causas las quals havem ditas.	And then cure with those causes which we have said.
Capitol .xxxiii.	Chapter 33.
De cauterizacio de cos de ventre.	On cauterization of the body of the belly.
Quan cos de ventre es per freg e per humiditat entro que debelice las vertutz, so es la vertut digestiva e retentiva, las quals so en l’estomac e en les budels, e es curat aquo am las manieyras de curacio e no confereys, e vezes le malaute suffertan cauteri de vertut exhiberant, lahoras cauteriza aquel am gran cauteri sobre le sieu stomac segon que a precedit en la cauterizacio del estomac, am le cauteri del cercle e am quatre cauteris en le cercuit del embelic subtils, am cauteri clavilh subtil; e am cauteri sobre le alcatin sobre alozis gran, o am dos cauteris.	When the body of the belly is weak and swollen due to cold humors infiltrating it and digesting it, then let them be treated with the methods of cure that we have said, and if they don't trust those methods, sometimes the patients suffer cautery from hot humors; therefore cauterize them with a large cautery on their stomach according to what has preceded in the cauterization of the stomach, and with a cautery in the shape of a circle, and with four cauteries around the armpit, and with a cautery like a key, and a cautery over the navel, or with two cauteries.
E si vezes las humiditatz exhuberants e le malaute aquo tollerant, lahoras cauteriza aquel sobre le pentenilh e sobre les budels, e fort leu ajustant dos cauteris sobre l’estomac e prop dels inguonas, quar es curacio perficent de juvament de la qual no erras.	And if the moist humors are abundant and the patient tolerates it, then cauterize him over the navel and over the intestines, and put two cauteries tightly on the stomach close to the groin because this is a perfect cure for stimulating digestion of which there is no error.
Capitol .xxxiv.	Chapter 34.
De cauterizacio de emorroydas antiquas.	On cauterization of old hemorrhoids.
Quan so en la natura derier emorroydas antiquas o una de humors grossas fregas o de humiditatz corrompudas, e son curadas am aquo que havem dit en la divisio e no confereys la tieua curacio, lahoras cauterisa am tres cauteris sobre le pus dejos spondilh del dos petit e petit triangular, e am cauteri desus le ombelic cays per dos ditz.	When they are in nature a long-standing hemorrhoids or of gross humors infiltrating or of moist and corrupt humors, and are cured with what we have said in the division and don't trust your cure, then cauterize them with three cauteries on the pus below the small shoulder blade and triangularly below it; and cautery above the navel, going through two dents.
E si doptas que l’estomac de lu sia enfregidat e la vianda de lu no sia degerida, e la cara de lu vezes apostemada, lahoras cauteriza aquel sobre l’estomac am gran cauteri segon que es precedit; e am un cauteri sobre fietge, e am autre cauteri sobre la melsa de lu am cauteri clavilh, e leyssa le cauteri per alcun temps ubert, e aprop cura lu entro que sia sanat.	If you see that the patient's stomach is swollen and their food is not digested, and their face is swollen, then cauterize the area above the stomach with a large cautery as mentioned before; and with one cautery on the liver, and with another cautery on the gallbladder using a nail cautery, and leave the cautery in place for some time, and then heal the patient until they are cured.
Capitol .xxxv.	Here is the translation of the provided text:
De cauterizacio de atheyl aprop la abscizio de lor.	Here is the translation:
Quan tu abscindes atheyl, lahoras tu igneys le cauteri que es asemblat a ray.	When you are making an incision on the athayl, then you should ignite the cautery which is similar to a needle.
Aprop entremet aquel ignit en aquel atheyl abscis, e ultima la tieua ma entro que pervengua le cauteri al orifici de la vena de la qual ve la sanc.	Then insert that burning cautery into the athayl incision and hold your hand over it until the cautery reaches the opening of the vein from which the blood flows.
E fay aquo una vetz o doas, quar si achieyl son trops, lahoras cauteriza quascun de lor segon que havem recontat, e aprop cura aquels am aquo que confereys a lor dels enguentz entro que sia sanat.	And do this once or twice, for if they are several trops, then cauterize each of them according to what has been recounted, and then heal those with that which you apply to them within the area until they are cured.
E si cauterizas am gran cauteri sobre alquatin, es mays derier en juvament.	And if you cauterize with a large cautery upon something, it is more beneficial for healing.
Capitol .xxxvi.	Chapter 36.
De cauterizacio de fistolas que son faytas en la natura derie en las partidas de lu.	Here is the translation:
Quan la natura no obeziys a la obra la qual havem recomtada en son loc, e·l pacient es espaventat per aquo, sia sanat am cauteri.	When nature does not comply with the method we have described in its place, and the patient is frightened by it, let him be healed by cauterization.
Donc quan ad alcun ve fistola en la natura derier, e es antiquada, corro sania de lu e humiditatz corrompudas, e donc aquo que es pus digne que cove es que proes aquela am tenta subtil, e aprop conoys la quantitat de la profunditat de lu am la devant dita tenta.	Therefore, when one sees a fistula in the natural passage, and it is old, let him draw out the corruption and corrupted moisture from it, and then let what is most appropriate be to probe that with a thin needle, and thus know the quantity of its depth with the already mentioned probe.
Aprop igneys le cauteri que es semblant a ray.	Then ignite the cautery which is similar to a needle.
E aprop met aquel cauteri ignit en aquesta fistula, e segon la quantitat en la qual intrec la tenta.	And then insert that cautery into this fistula, and according to the quantity in which the probe entered.
E itera sobre aquela le cauteri entro que sian comburitz aquels cors corrumputz tost una veguada o dos o tres, segon la quantitat de la tua necessitat.	And repeat with the cautery on that until the corrupted matter is burnt, once or twice or three times, according to the quantity of your need.
E guarda te de combustio de nervi e de vena; o si fistula va al cors de la vesica o al cors del budel, lahoras guarda te de totz aquels locz; e no fassas aquo sino quan la fistula es en loc carnos e cogitas que no es penetrant.	And be careful of burning nerve and vein; or if the fistula goes towards the bladder or intestine, then be careful of all those places; and do not do this unless the fistula is in a fleshy place and you are certain that it does not penetrate.
E aprop cura le loc entro que sia sanat.	And then heal the place until it is cured.
E si le loc es sigillat, e so abscindidas de lu las materias, e roman ayssi per lonc temps, lahoras sapias que ja es curat entierament.	And if the place is sealed and the matters are cut off from it and remain like that for a long time, then know that it is completely cured.
E si las materias no so de lu ostadas, lahoras sapias que es penetrant o en le preon de lu os corromput, o cays aquo de aquelas causas de las quals vindra rememoracio en son loc.	And if the matters are not eliminated from it, then know that they are penetrating into the flesh or causing corruption in its interior, or something of those causes will bring recollection to its place.
Capitol .xxxvii.	Chapter 37.
De cauterizacio dels ronhos.	Here is the translation:
Quan en les ronhos endeve dolor per freg o per grossa ventozitat, e per aysso le coyt del malaute es amermat, lahoras cove que cauterizes aquel sobre les ronhos am cauteri sobre quascun ronho am cauteri clavilh del qual precesic la rememoracio.	When in the warts there is pain from friction or from great wetness, and because of that the skin of the patient becomes inflamed, then let him cauterize that upon the warts with a cautery on each wart with a nail cautery, by which there will be recollection.
E fort leu cauterizam am le segon un petit dejos, per que vindran tres cauteris liniatz, e donc siran mays deriers en juvament.	And let them cauterize it strongly with the second one a little lower down, so that there will be three linear cauteries, and then they will be more beneficial for healing.
Capitol .xxxviii.	Chapter 38.
De cauterizacio de la vesica.	Here is the translation:
Quan accideys en la vesica debelitat e mollificacio per freg e per humiditatz ayssi que·l malaute la urina no retengua, lahoras cauteriza aquel en la partida pus dejos sobre la vesiqua, la hon comensan les pels del pentenilh, e cauteriza am un cauteri en la partida dreyta, e am autre en la senestra de lu.	When there is weakness and softening in the bladder due to friction and moisture, so that the patient cannot retain urine, then cauterize that in the most inferior part of the bladder, where the hairs of the pubic region begin, and cauterize with a cautery on the right side, and with another cautery on the left side.
E sia la longitut de quascun cauteri segon la cantitat dels not del pous; e cauteriza aquel am cauteri en la partida pus bassa del dos, o am dos cauteris si es necessitat.	And let the length of each cautery be according to the amount of hair; and cauterize that with a cautery in the lowest part of the back, or with two cauteries if it is necessary.
E sia cauteri clavilh segon que es procesit.	And let it be a nail cautery as it has been described.
Capitol .xxxix.	Chapter 39.
De cauterizacio de la mayra.	Here is the translation:
Quan veno en la mayra freg e humiditatz, e per aysso es prohibida enpreignacio, e son corrompudas las mestruas de lu, e es tardada la provocacio de lor, e accideys dolor deves le haveniment de lor, lahoras cove que·l loc sia cauterizat am tres cauteris en le circuit del ombelic, ayssi cum havem dit en le cauteri de la vesica; e am cauteri sobre le loc pus dejos del dos, o am dos cauteris, e sia le cauteri clavilh.	When there is friction and moisture in the membrane, and because of that it is prohibited in pregnancy, and the menstruation of the woman is corrupted and delayed, and there is pain due to the holding of them, then let the place be cauterized with three cauteries around the navel, as we have said in the cauterization of the bladder; and with a cautery on the lowest part of the back, or with two cauteries, and let it be a nail cautery.
Capitol .xl.	Chapter 40.
De cauterizacio de la dislocacio de l’anqua.	Here is the translation:
Quan humiditatz moucozas so efundudas a la partida de la anqua, e so faytas causas del yssiment del sieu loc, e senhal de lu es que la coyssa es prolonguada sobre l’autre quan so comparadas entre lor.	When moist mucous humours are poured out at the part of the elbow, and it is caused by the settling of its own place, and the sign of this is that the bone is prolonged beyond the others when compared among themselves.
E le loc de la dislocacio es atrobat en lu quays boyt.	And the place of the dislocation is blocked in where it is bent.
Adonc cove que cauterizas le malaute sobre la partida de la anqua de lu am cauteri a sercle semblant, pus que tu auras senhat am tenta en le cercuit de la partida ayssi cum es revolguda, e per so que la partida caia el mieg loc del cercle.	Therefore, let the patient be cauterized on the part of the elbow by the patient with a circular cautery, after you have probed around the circuit of the part as it is turned, and because of that the part falls on the middle of the circle.
E sia le cauteri del qual precedit la forma en la cauterizacio del estomac.	And let it be the cautery of which has been described in the cauterization of the stomach.
E si aquest cauteri no es a tu present, lahoras cauteriza aquel am tres cauteris am cauteri olivar gran.	And if that cautery is not available to you, then cauterize it with three cauteries with a large olive-shaped cautery.
E sia fayt le cauteri segon la quantitat de la ispicitut de tota la codena; e aprop cura aquel entro que sia sanat.	And let the cautery be done according to the amount of the thickness of all the tendons; and then heal that until it is cured.
Capitol .xli.	Chapter 41.
De cauterizacio de la vena sciatica.	Here is the translation:
Quan dolor ve en la partida de anqua, e so causa de lu freg et humiditatz, le malaute es curat am aquo que havem dit e no confereys, e aquo es antiquat, lahoras cove que tu lacses le malaute de humors grosses am pillulas fetidas o am pillulas artificials o semblantz; e aprop cauteriza aquel.	When there is pain in the part of the elbow, and it is caused by friction and moisture, and the patient is cured by that which we have said and does not comply, and it is old, then let him draw out the patient from thick humours with putrid pills or artificial pills or similar; and then cauterize that.
E la manieyra del cauteri en aquela es segon dos manieyras: o cauteri am medicinas comburentz, o cauteri am foc.	And the manner of the cautery in that is according to two manners: or cautery with medicines that burn, or cautery with fire.
Sira segon dos manieyras scientas, de las quals es la una que cauterizes aquel sobre la partida de l’ancha de lu am tres cauteris triangulatz segon aquesta forma; e fay am aquels bona profunditat.	Let it be done according to two known manners, of which is one that you cauterize that on the part of the shoulder with three triangular cauteries according to this form; and do it in those good depth.
