Ayssi comensan las paraulas de Albucasim .	Thus begins Albucasis' words.
E aprop la eradicacio de lu sia lavada la boca am vi caut o vi agre am sal.	Then the eradication of it should be washed with a strong cauterizer or astringent solution.
E si endeve fluxs de sanc per aysso, ayssi cum motas veguadas endeve, lahoras trissa alcuna quantitat de zegi e aspergeys sobre la plagua, e si no confereys aquel zegi, cauteriza.	And if there is blood from the tooth, as it often happens with those spots, then pour a small amount of water on it and sprinkle it with salt, or cauterize it.
La forma de las forceps e tenalas subtils am las quals es mauguda la dent al comensament sia de longua extramitat, de breu manubre e gros, per so que no sian doblatz quan am aquels deves obrar.	The shape of the tweezers and forceps should be small and sharp at the end, with a long handle, and a short grip, so that they do not bend when you work with them.
E sian ayssi cum vezes de gros manubre entro que quan estrenhas am aquelas no sian dobladas, sian breus extramitatz.	They should be like this, sometimes with large grips, so that when you start using them they do not bend, they are sharp tips.
E sian faytas de ferr de India descentment faytas de dreytas extramitatz, e en las extramitatz de aquelas sian dentz de las quals las unas intron en las autras e estrenhan per constriccio descent fort, e alscunas veguadas las extramitatz de aquelas sian la forma del bec d’un auzel le qual ha nom ciconia, so es guanta, e son de fort constriccio.	They are made of iron from India, with a right-hand grip, and at the end are teeth like those of an owl's beak which is sharp and pointed, and some of these ends are the shape of a bird's beak, which is a handle, and they are very strong in their grip.
Capitol .xxxi.	Chapter.xxxi.
De erradicacio de dentz e d‘estraccio dels osses de las mandibulas trincadas.	On the eradication of teeth and the removal of bones from the mandible.
Quan deves la eradicacio de dent le qual es trinquat roman alcuna causa, lahoras cove que tu pauses sobre le loc coto am boder per un jorn o per dos entro que·l loc sia mollificat; e aprop entromet algesti o tenalhas las extramitatz de las quals so asembladas al bec de un auzel apelat ciconia o guanta, la forma de las forceps:	When you should eradicate a tooth that is being pulled out for any reason, then if the place is moistened with a cold liquid for a day or two until it softens; and then place a tenaculum firmly on each side of the location with a blade, and place a pair of forceps at the end of one of them, like an owl's beak, which is a handle, the shape of the tweezers:
Las extramitatz de lor sian faytas dedintz ayssi cum lima o alfagi.	Their ends are sharp from inside, with five or six teeth, and they are made of iron or metal.
E si no obediys a tu a eyssiment am aquestas forceps o tenalas, lahoras cove que tu caves sobre la razit e descrobas tota la carn e entrometas le instrument le qual ha nom atali, so es palanca petita del qual la forma es aquesta:	And if you do not obey your instructions with these tweezers or forceps, then cut off the root and dig out the instrument which has the name of an awl, so is a small hammer whose shape is as follows:
E sia de breu extremitat grossa un petit, e no sia enbegut per so que no sia trinquat.	And be of a small thick end of tar, that it not be enveloped by it so that it does not break.
Donc si per aquo la razit es foro-getada, bo es; e sino, ajuda te am aquestz autres instrument dels quals aquestas son las formas: la forma del primier instrument es de triangulada extramitat en la qual sia alcuna grossesa:	So that if for this the root is pierced, it is good; and if not, help me with these other instruments whose are the shapes: the shape of the first instrument is of triangular end in which there is some thickness:
La forma del segon instrument es que sia de triangulada e de pus subtil extremitat.	The shape of the second instrument is that it be of triangular and very thin end.
E ja so ajudatz am aquest instrument havent dos ramps del qual aquesta es la forma aprop la seguent:	And you are helped with this instrument having two ramps of which this is the form to follow:
e am autres instrumentz les quals precidero en rasura de dentz; quar juvament es fayt am aquest instrument le qual es asemblat a onci gran, e aquesta es la forma:	And with other instruments that will be needed in sharpening of teeth; because quickly it is done with this instrument which is assembled of one large, and this is the form:
de la triangulada extremitat torta o curta, la qual sia alcuna grossesa, e no sia enbegut per so que no sia trinquat.	of the triangular end bent or short, which is some thickness, and that it not be enveloped by it so that it does not break.
E otra sapias que·ls instrumentz de las dentz motz so e semblantment les autres instruments.	And you know that the instruments of the teeth are similar to the other instruments.
Mays le artifexs savi e subtil en l’art, atroba per si mateys segon aquo que a lu significa la operacio e las malautias diversas; quar son de las malautias a las quals les antics no diysero ni pausero propri instrument, per las formas de diversas specias.	Might the artisans skilled and subtle in art, invent for themselves according to what it means to them that operation and various illnesses; because are of the illnesses to which the ancient did not say or stopped their own instrument, by the shapes of different species.
Mays si es trinquat l’os de la mandibula o dels autres osses de la boca, o si poyreys, lahoras sia pes curat sobre aquel en son loc am aquo que es a lu convenient dels instrumentz e de las forceps las quals havem dit en la extraccio de las razitz de las dentz, e ajuda te am gesti del qual aquesta es la forma:	If the bone of the jaw or other bones of the mouth is broken, then let it be cleansed on that in its place with what is convenient to it of the instruments and of the forceps which we have spoken about the extraction of the roots of the teeth, and help me with gestures of which this is the form:
E sia en lu alcuna grosseza petit a petit, e sia instringida o tenguda am la boca per que no evasesca o fuga entro que l’os de tot sia foro-getat; e aprop restaura le loc am medicinas convenientz ad aquo.	And be in some small thickness little by little, and is stretched or held to the mouth so that it does not escape or flee completely that the bone of all is pierced; and then restore the place with medicines suitable for it.
Mays si en l’os es petita poyredura, lahoras ratz aquel de aquela poyredura e de la sua negror, e cura aquel entro que sia sanat.	If in the bone is a small hole, then let that bone be cut from that hole and from its blackness, and cure that within it is healed.
Capitol .xxxii.	Chapter .xxxii.
De la cura de las dentz eminentz sobre las autras.	Of the treatment of prominent diseases compared to other diseases.
Quan las dentz so eminentz no segon lor cors natural per aquelas la forma es laga, e majorment quan endeve a las femnas, e majorment a las piuselas venerablas; donc cove que tu consideras: si dent es nada aprop autra dent, e no es possibla sarradura ni linament de lu, lahoras radica aquela; mays que no sia annexa am autra dent, lahoras tu inscideys aquela am aquest instrument del qual aquesta es la forma; e es semblant a morr de porc, e sia feyt de ferr de India de extramitat mot aguda.	When the teeth are prominent not following their natural course by those the form is short, and more so when they extend to the gums, and more so to the venerable vulvas; therefore consider that if a tooth is nothing attached to another tooth, and it is not possible to cut it with a saw or to rub it with a file, then pull it out; but if it is not attached to another tooth, then cut it with this instrument of which this is the form: and it is similar to the morra of a pig, and is made of iron of India of triangular end in which there is some thickness.
E sia la tua inscizio am la qual inscideyses aquela en trops dias per la duricia de la dent, e que no sia comauguda autra de las dentz.	And be your incision with which you cut that tooth in two days because of the hardness of the tooth, and that it is not attached to any other tooth.
E si es dent eminent expausat a limadura, lahoras lima aquel am lima de ferr de India del qual aquesta es la forma:	And if a prominent tooth has spread to a file, then file that tooth with a file of iron of India of which this is the form:
E sia tot de ferr de India e·l margua eysament; e sia de motz menutz puntz ayssi cum lima am la qual son faytas agulhas, am la qual la dent sia limada pauc a pauc en motz dias am fecilitat, per so que no sia autra dent comauguda e caga.	And all of it is made of iron of India and the margin only; and that be very small points made with a file on it, as needles, making the tooth be filed little by little in two days with ease, so that no other tooth becomes attached to it, and it breaks.
E aprop lineys aquela en la fi, e ratz aquela am alscus razoris.	And then line up that tooth, and cut it with a scalpel.
E si es dent del qual una partida es trinquada e lideys la lengua, lahoras cove que tu limescas aquel entro que l’aspretat de aquela fraccio sia ostada e engualhada, e sia aplenada per so que la lengua no ledesca ni la paraula no corrumpa.	And if a tooth is broken in which one part is sharp and you are cutting it with the tongue, then consider that you rub out the sharpness of that fraction so that the tongue does not scrape nor the word corrupt.
Capitol .xxxiii.	Chapter.xxxiii.
De restauracio de dentz maugudas am fiel de aur o de argent.	Of restoration of broken teeth with gold or silver wire.
Quan accideys a las dentz devant concussio e remossio per percussio o per cazament, e le malaute no pot strenher sobre aquo que manga, e tu has curat aquel am medicinas stipticas, e no ha valgut la tua curacio, lahoras per so que no cagan es engen en aquelas que sian strengudas am fiel de aur e no de argent, quar argent se fa vert e aprop se poyreys aprop alscus dias, mays aur nul temps no es mudat.	When an accident happens to the teeth by striking or hitting, and the patient cannot be restrained more than that it bleeds, and you have treated that with medicinal stinging, and your treatment has not been successful, then for those teeth that are attached to gold wire and not to silver wire, because silver changes color and must be filed with a file in two days, whereas gold does not change color.
E sia le fiel en tal subtilitat e grocesa segon la quantitat que puesca entrar entre las dentz; e la forma de la reccio es que prenguas le fiel e pren lo doble de lu entre doas dentz sanas, e aprop que cresques am doas tortuositatz del fiel entre doas maugudas, o si’ una o motas, entro que pervengua la tela a la dent sana del autra partida.	And be the wire in such subtility and thickness according to the quantity that can enter between teeth; and the shape of the cut is that you take the wire and double it between two sound teeth, and then let it grow with two twists of the wire between two broken teeth, or if one or both are missing, until the thread reaches the sound tooth on the other side.
E aprop itera le teyssiment entro a la partida de la qual comenciest, e strenh la tua ma am facilitat e savieza entro que no sia mauguda.	And then repeat the treatment within the fraction of which you began, and strengthen your hand with ease and skill until it is not broken.
E sia la tua striccio am la qual strenhas le fiel deves las razitz de las dentz que no evasesca.	And be your tightening with which you tighten the wire so that the roots of the teeth do not escape.
E aprop inscindeys las extramitatz del fiel superfluens am las forceps o tosoyras, e agregua aquelas en quascun loc am gesti, e converteys aquelas e las occulta entre la dent sana e la dent mauguda, per so que no fassa lesio a la lengua.	And then you cut off the excess tips of the wire with scissors or tweezers, and add them in any place with gestures, and hide those between the sound tooth and the broken tooth, so that it does not damage the tongue.
E aprop leyssa aquela ayssi streyta cum roman.	And then let that tooth rest with a string.
Mays si es desliada o rumpuda, strenh aquela o aquelas am autra fiel en tal manieyra en tot son temps.	If it is broken or shattered, strengthen it or them with another wire in such a way in all the time.
E aquesta es la forma de las dentz e la figura de la rectacio de doas dentz sanas e de doas maugudas, ayssi cum vezes aquestas liadas:	This is the shape of teeth and the figure of the cutting of two sound teeth and two broken teeth, thus tied:
E quan se fa que retorno una dent o doas aprop le cazement de quascuna en lors locs, e sian recrescutz ayssi cum havem recomtat, e que remauguan.	And when one tooth or two return to their place in the place of each in their locations, and they are restored thus with a string tied, and they remain.
E no fa aquo sino bo artifexs e savi.	It is not done except by skilled and wise artisans.
E alcunas veguadas es aptat alcuna causa dels osses de vaca, e es fayt de lor ayssi cum forma de dent, e es pausada en loc en le qual defayl la dent, e es strengit ayssi cum havem dit, e reman e serveys am aquel per lonc temps.	Some teeth are apt for some cause of the bones of the cow, and it is done from them as the form of a tooth, and is placed in its place in which the tooth fails, and it is strengthened thus with what we have said, and remain and serve to that for a long time.
Capitol .xxxiv.	Chapter.xxxiv.
De inscizio del liament le qual ve en la lengua e prohibeys loquela.	Of the incision of the ligature which is seen in the tongue and prohibits speaking.
Aquest liguament le qual ve dejos la lengua alcunas veguadas o es natural am le qual hom nays, o accidental e accideys per plagua la qual ja es consolidada.	This ligament which leaves the tongue some times or is natural to the person who does not have it, or happens by accident due to a plague which has already been consolidated.
E la operacio en lu es que huobres la boca del malaute, le sieu cap existent en le tieu se; e eleva la sieua lengua, e aprop inscideys aquel liament nervos segon la latitut entro que sia solvuda la lengua de la sua recencio.	The operation in it is that you work the mouth of the patient, and its tongue exists in the neck; and it lifts up the tongue, and then cut the ligament with a sharp scalpel according to the thickness so that the tongue does not feel its edge.
Mays si en aquela es alcuna duricia o denodacio, e aquo es stat per consolidacio de plagua, lahoras tu gieta unci e scindeys aquel per la latitut entro que aias inscindit le liament e sia dissolvuda la nodacio.	If in that is some hardness or pain, and it has been standing for consolidation of disease, then you cut it once and cut it according to the thickness so that you do not break the ligament and dissolve the nodule.
E guarda te que no sia fayta fissura en le preon de la carn e que scindas aqui arceria e vengua flux de sanc.	And guard that there is not made a crack in the bone of the meat, and you cut here flesh with a sharp knife and avoid flowing blood.
E aprop sia lavat le vestigi de la inscisio am ayguaros o am vi agre o am aygua frega; e aprop pausa dejos la lengua licini; so es meca la qual tengua le malaute dejos la lengua en quascuna nuoyt per so que no sia consolidat autra veguada.	And then wash the trace of the incision with clear water or with salt water or with clean water; and then let it rest away from the tongue; so is made the which leaves the tongue in any new way that it does not become consolidated again.
Mays si accideys flux de sanc, pausa sobre le loc vetriol trissat; mays si le sanc ventz, lahoras cauteriza le loc am cauteri lantiginos le qual conveneys ad aquo.	If an accident of blood happens, place over the place a tri-edged knife; if the blood runs, then sterilize the place with a sterilizing liquid which is suitable for this work and pour it.
E aprop aquel cura am las autras causas entro que sia sanat.	And that tooth is cured with other causes so that it is healed.
Capitol .xxxv.	Chapter.xxxv.
De extraccio de ranula dejos la lengua.	Of the extraction of a tongue.
Alcunas veguadas accideys dejos la lengua apostema asemblant a nomla petita prohibent la lengua de la sua operacio natural; e fort leu es magnificada entro que huempla la boca.	Some times happens by accident leaving the tongue swollen, resembling a small one, preventing the tongue from its natural operation; and it is strong that is made to fit into the mouth.
E la operacio en lu es que huebras la boca del malaute sesent devant le solel e considera le apostema.	And the operation on him is that you make an incision in the patient’s groin 60 degrees from the sun, and examine the abscess.
E si tu le vezes de fusca color o de negra, dur, al qual le malaute no atroba sentiment, lahoras no toques aquel quar es cranc.	And if you see that it is black or brown in color, which the patient does not feel, do not touch it because it is hard.
E si es declinat a blancor, en le qual es humiditat, lahoras tu met le onci en lu, e inscideys aquel am spatum subtil, e inscindeys le de tota partida; e si sanc te ventz en la hora de la tua operacio, lahoras tu pausa desus zegi trissat, so es vetriol, entro que sia restreyt le sanc.	And if it is white in color, which means moisture, then you put tar on it and cut it with a fine knife, cutting through all of it; and if blood comes out during the operation, stop for three days, unless it is infectious, until the wound heals over.
E aprop retorna a la obra tua entro que lo haias trayt am compliment de lu, entro que sia lavat am vi agre e sal; e cura aquel am l’autra curacio ad aquo entro que sia sanat.	Then continue with your work until you have removed all of it, cleaning it with vinegar and salt; and cure that with the other treatment using water until it is healed over.
Capitol .xxxvi.	Chapter .xxvi.
De extraccio de apostema de doas aurelhas e de aquel que es nada en le golayro e de las autras apostemas.	On the extraction of abscesses from both ears and on those that are nothing but pus and on other abscesses.
Quan endeveno en le golayro godat, so son glandulas las quals son asembladas algodat, las quals accideysso deforas e son nompnadas doas aurelhas, las quals quan tu las curas am aquo que havem dit en la divisio e no es sanat, lahoras tu considera si le apostema es dur, de fusca color, de pauc sentiment, lahoras no toques aquel am ferr.	When an abscess occurs in the groin, there are three types of glandular structures that can develop: one at the base of the testicle (called a "spermatic cord"), one at the inguinal region (called an "inguinal lymph node"), and one at the surface of the skin (called a "lymphatic duct"). If these do not respond to treatment with tar and water, they are called "two ears" because they resemble ears; if they are nothing but pus, they are called "nothing but water"; and if there are other abscesses, describe them.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	And if it is of a red color and the swelling is large, do not touch that part with tar in order to avoid spreading the infection; let it mature, and then either you will remove it or someone else will cut it off.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	And if it is of a white color, which means it is moist, that one is to be cut and examined.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	And the operation on him is that you consider, before your operation, whether he has already recovered from his abscess completely or whether it has diminished in any way; and then place the patient's groin 60 degrees from the sun, with his head between his knees, and make an incision in the mouth of the groin, and the servants take hold of his hands on either side of the head, holding a noble instrument by which this is the form:
E sia fayt de argent o de aram, e sia subtil cum cotel.	It should be made of silver or iron, and it should be sharp with an edge.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	Then when you press on the patient' and the abscess is shown to you, place your finger on it, hold tar on it, and cut it in all directions as much as you can.
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	Or if any water comes out when you press, and then cut that with the instrument whose form is this:
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	it is assembled with forceps, however, the extremities of it are curly, so that the orifice of each one is in the end of the other, very sharp, which should be made of iron inlaid with gold.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	If this instrument is not at your disposal, then cut it with a scalpel, whose form is this: It should be sharp on one side but not sharp on the other.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	And after you have made one incision, make the other according to this method of cutting, and then wash the groin with water.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	If there is a flow of blood, wash the water with an infusion of sorrel or apple leaves or something similar to stop the flow of blood, and then cure that until it is healed over.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	Some people also have abscesses in the groin that are not these two ears, and cut those according to what I said above in the description of the cutting of two incisions.
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	This is also a case of an abscess in the groin that has been described above as being of a reddish color and with little sensation; the patient had already stopped eating and drinking, and she was close to death if this continued for another day or two.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	The abscess had become so large that it had broken out in two places.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	Then I hid myself in a bush, and I took one of the tar-balls, and threw it at him; a great quantity fell out, and then I cut that one which was on the other side, and then I hid the tongue of the patient, and then I held the tar-ball against the mouth of the patient.
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	Then I cut away a great part of it, and there was little blood.
Donc absolut es le guolayro de aquela femna, e comensec tantost beure aygua, e aprop presec vianda, donc yeu no cessegui inscidir de aquela apostema motas vetz per lonc temps, e succesia apostema en loc de aquel, le qual inscizia entro que es prolonguat aquel.	Then I took off all of the groin area from that woman, and then she began to drink water, and then I gave her food, so I did not stop cutting those abscesses for a long time, and another abscess developed in place of it, which I cut until it was healed over.
Donc yeu engen agui e cauterizegui le guolayro de lu, donc astec de addicio; e aprop yeu perambulegui e no saubi que fec Dieus de aquela aprop mi.	Then I took off his groin and cauterized it, then walked around, and I did not know what to do about him because God was with me.
Capitol .xxxvii.	Chapter .xxvii.
De inscizio de huvela quan es apostemada.	On the treatment of hives when they are pustular.
Quan catarr deysen a la huvula, e es apostemada e es longa, lahoras ela es nompnada perpendicular; e si es en la partida dejos grossa e redonda, e lahoras ela es apelada buba.	When there is catarrh on the hives and it is long, then it is called perpendicular; and if it is thick and round, then it is called a  "bub".
Mays quan es curada am aquo que havem dit en la divisio, e no comfereys la tua curacio, e eyssament ja vezes que apostema caut ja es ostat de lu e es subtil, lahoras cove que tu inscidas aquela que es agreguadas redonda; e si es ad aquela longitut, e es sanguina, de fusca color o de negre, e no es a lu centiment, lahoras cove que tu temtes la inscizio de lu, quar en aquela es temor sobre le malaute.	If it is cured with the water that we have described in the division, and if your treatment does not help, and if the abscess has become hard and is small, then you should cut that one which is round; and if it is long, and if there is blood, which is reddish or black in color, and if it does not cause him great pain, then you should take care when cutting it because it may be dangerous.
E quan tu vezes aquela segon la manieyra que yeu he dita de la sua blancor e longuesa, que tu fassas sezer le malaute e premas la lengua de lu am instrument del qual procesic la sua forma e aprop fica le onci en la nuva, e tira aquela en jos e inscideys aquela am un de dos instrumentz les quals e ditz en la inscizio de dos mellas.	And when you see that second part of his whiteness and length, that you cut the tongue of the patient with an instrument whose form is this: and then hold tar on it, and cut it with one of two instruments which I have described in the cutting of two incisions.
E cove que no inscidas aquela sino aquo que es ajustat sobre le terme natural ses addicio, quar si tu inscides de lu mays, lediyras le sieu parlar.	If you do not cut that one but rather leave it on the natural term of its growth, then it will cause him much pain because it will grow too large.
E aprop la inscizio, usa de aquo le qual havem recomtat en la inscizio de dos mellas, e cura aquela entro que sia sanat.	Then continue with the cutting, using the water that we have described in the cutting of two incisions, and cure that until it is healed over.
Mays si era le malaute espaventat per la inscizio de lu, cove que use de engen en la cauterizacio de lu ses temor, e la manieyra del cauteri en lu no es sino am aygua aguda, e es que tu pauses le cap del malaute en le tieu se, e aprop prem la lengua de lu am le instrument le qual havem dit, e aprop pren de l’aygua la qual havem dita en le capitol de cauterizacio, e comfeys am aquela caus viva, e pausa aquela no spessa ni subtil, e de aquela omple la concavitat de l’estrument del qual aquesta es la forma:	If the patient was afraid of being cut, be careful when performing the cauterization because it should only be done with sharp water; and this is how you perform the cauterization: fill an instrument whose form is this: with sharp water.
Sia la extramitat de lu conquavitat en la qual sia pausada la medicina ayssi cum la conquavitat de culher de ray, e pausa le strument am la medicina sobre la vula, e·l malaute jagua sobre le sieu latz per so que corro saliva o musellage de la boca de aquel per la intrinscequa medicina, per so que no deyssenda de aquela deguna causa sobre le golayro de lu e que ledesca aquel.	Keep the end of the instrument in the medicine and pause it on the uvula, and the patient will move his tongue so that the saliva or mucus from the mouth is drawn into the instrument's cavity, so that there is no chance of a cause developing in the groin area because of any medicine escaping through the opening.
E aprop te la tua ma am la medicina, e exprem aquela sobre la uvula per l’espazi de miega hora entro que vegas aquela esser denegrada e sedada per la mordicacio de la medicina.	Then hold your hand over the medicine, and squeeze that onto the uvula for a half-hour before swallowing it, so that it does not become dark and bitter because of the taste of the medicine.
E si vols, prengues coto e envolopes aquel sobre la extremitat del ray, e submergeys le coto en la medicina, e entrometas le ray am le coto en una canula de sobre entro que·l coto adheresca en aquela canula, e fay aquo tantas vetz entro que consiegues aquo que vols de la cauterizacio de la uva, e aprop leyssa aquela quar ela se seccara e cayra aprop tres dias o quatre.	And if you wish, you may wrap that end of the ray around the instrument's edge and submerge it in the medicine, and push the ray into a tube; so that the ray stays on the tube, and then let it dry for three or four days.
E si indigeysses que iteras la medicina, itera aquela, e aprop la cauterizacio abstergeys en le circuit de la uva am coto enbegut en boder, e mondifica am aquel aquo que es en le circuit de lu de la medicina, e sia lavat am aygua frega, e sia curat deforo am embrocacio, e dedintz am guarguarismes entro que sia sanat.	And if you are afraid that the medicine may need to be repeated, repeat that, and the cauterization is washed in the circuit of the grape with the hidden border, and it is boiled with the water of the rinse, and is cured outside the embrocation, and is used within the gums that are healed.
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	This kind of cure is put on more safely than cutting and less out of fear.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	Some are treated with water which is gentler than cauterization and incision, because it is cured with sub-smoking in this way: take chamomile, hyssop, oregano, rudbeckia, Arabic sycamus, mint, and similar herbs to those, and put them all together into a pot, and let them soak in vinegar; and the pot be nicely boiled, and placed at the patient's side with a hole on top of it, through which is placed an iron tool according to this method; let it be made of silver or iron.
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	And the end is inserted into the patient's mouth in such a way that the steam reaches the uvula over the margin, so that the uvula is very dim.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	And repeat on those spots again until they are dry, and be sure not to carry out this cure at the arrival of aphthae, because it would fit too much in the apthma, and do not let water come out, but rather the declaration of the apthma from the caut.
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	Maybe if you don't have this tool with you, then take a cane and cut off the end of it, so that the patient' mouth is closed, because the hole in the cane will prevent the steam from burning the mouth.
E aquesta curacio es bona am salut.	This cure is good for healing.
Capitol .xxxviii.	Chapter .xxxviii.
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	Of extraction of thorns and of the water that adheres to the foot and of other causes.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	Spots on the foot or thorns or any other cause.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	And then extract the water that is evident from it, above which the sight falls, because you press your tongue on the tool in front of the sun, so that the water declared from it is put on your tongue.
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	And the water that does not appear in your sight on the foot, it is necessary that you make the patient vomit before food is digested in the stomach, because it brings about a loose motion that causes the foot to be removed by vomiting; or if he drinks a fish bone or a radish leaf or a piece of dry bread; or take a dry sponge of sea-leek, and wet it well with wine, and put it on the patient' mouth, and make him swallow it, because when it reaches the place where thorns are attached and are to be extracted, then it is loose.
E mays pren una anguila e be am fiel liada, e sia dedintz mesa e soptament sia extrayta; o pren un porr e soptament le metas e soptament l’en tratz.	And if you want to take a snake and wet it well with wine, and put it on the patient' mouth, and make him swallow it, because when it reaches the place where thorns are attached and are to be extracted, then it is swallowed; or if you want to take a pig and give him a drink of wine, and let him pass water, and collect what comes out from his arse;
Mays si no so foro-getatz am aquelas causas las quals havem ditas, lahoras husa de un instrument de plom segon aquesta forma:	Maybe if you don' do the above things that I have said, then use an iron tool according to this form:
E sia pus gros que ray un petit, e en la extramitat de lu sia conquavitat la qual tu entrometas en la sua guola am facilitat.	And it is made a little thicker than a small one, and in the end of it there is a cavity that you put into the patient' mouth with ease.
E el aga le sieu cap elevat en sus, e guarda te que·l tocament del sieu os de la gola, per so que endevengua a lu cos e am aquela que enpellesca le os o la spina, o que aquel le metge am la sua ma.	And let him raise his head high, and be careful not to touch his jaw with his teeth, so that the water falls on him or catches his teeth or makes him cough, or makes him spit it out.
Mays empero que·l malaute aquel entrometa es miels, per la sua sciencia del loc de la causa annexa e enpellisca en jos, e tira la sua ma am le instrument en sus, tot aquo segon la quantitat la qual es a lu preparada entro que sia foro-getada.	Maybe if the patient takes it, he will be better, because of his knowledge of where the cause is attached and catches in the hole, and pull his hand on the tool with him, all according to the quantity that is prepared for him so that he does not cough up.
Capitol .xxxix.	Chapter .xxix.
De extraccio de sancguisugua annexsa al golayro.	Of extraction of blood thorns attached to the foot.
Quan es medicada sanguisugua am aquo que havem dit en la divisio de la curacio am medicinas e no comfereys, considera lahoras en le guolayro del malaute al solelh, pus que tu aias compremuda la lengua de lu am instrument le qual a tu havem recomtat.	When the blood is treated with water that we have said in the division of the cure with medicines and does not confer with you, consider in the foot of the patient at the sun, because you have moved your tongue on the tool which I have told you to take.
Donc si tu vezes la sancguisugua, extratz aquela am onci petit o am gesti subtils decentment.	Then if you want to extract the blood, do it with a small knife or with gentle movements smoothly.
