Praefatio.	Here is the translation:
Si autem terretur infirmus ab incisione: tunc oportet ut utaris ingenio in cauterizatione eius absque timore et pauore.	But if the patient is terrified of the incision, then it is necessary that you use your skill in cauterizing him without fear and trembling.
Et modus cauterii in ea non est, nisi cum aqua acuta: et est, ut ponas caput infirmi in sinu tuo.	And the method of cauterization there is not, except with sharp water; and it is, that you put the head of the patient on your shoulder.
Deinde preme linguam eius cum instrumento quod diximus.	Then press his tongue with the instrument we mentioned.
Deinde accipe ex aqua quam dixi tibi in capitulo cauterizandi, et confice cum ea calcem non extinctam, et pone eam non spissam, neque subtilem, et imple ex ea concauitatem huius instrumenti, cuius haec est forma.	Then take the water which I told you in the chapter on cauterizing, and fill with it a shoe that is not extinguished, and place it not thick, nor thin, and fill into this concavity of the instrument, whose form is this.
Sit extremitati eius in qua ponitur medicina concauitas, sicut concauitas cochlearis radii.	Let the end of it be at the spot where medicine is placed in the concavity, just like the concavity of a ear-shaped radius.
Et pone instrumentum cum medicina super uuulam ipsam: et infirmus sit iacens super latus suum, ut currat saliua ex ore eius ex intrinseca medicina, ut non descendat ex ea ad guttur ipsius aliquid, et laedat ipsum.	And place the instrument with medicine on the roof of his mouth: and let the patient lie on his side as he breathes, so that saliva may flow from his mouth from the inner medicine, lest anything from it descend to his throat and harm him.
Deinde tene manum tuam cum medicina.	Then hold your hand with the medicine.
Et tu ex primas eam super uuulam quantitate medietatis horae, donec uideas eam iam denigratam, et sedatam mordicationem medicinae.	And you should put it on top of the mouth by a quantity of the first half hour, until you see that it has already begun to whiten and calm down the pungency of the medicine.
Et si uis ut accipias cotum, et inuoluas ipsum super extremitatem radii, et infundas cotum cum medicina, et intromittas radium cum coto in cannulam desuper, donec adhaereat cotum super uuulam.	And if you wish to take a plug, and wrap it around the end of the radius, and pour the plug with medicine, and insert the radius with the plug into the tube above, until the plug adheres to the roof of the mouth.
Fac illud multotiens, donec consequaris quod uis de cauterizatione uuae.	Do that many times, until you achieve what you desire from the cauterization of the uvula.
Deinde dimitte eam: ipsa namque arescit et cadit post tres dies, aut quatuor.	Then let it go: indeed it dries out and falls after three days, or four.
Quod si indiges ut iteres medicinam, itera ipsam: et post cauterizationem absterge in circumitu uuae cum coto imbibito in butyro, et mundifica cum eo quod est in circumitu eius ex medicina: et colluatur cum aqua frigida.	But if you need to repeat the medicine, apply it again: and after cauterization, wash it with a poultice made from the rind of an apple, mixed with butter that has been soaked in it, and cleanse it with what is found on its surface from medicine: and wrap it with cold water.
Et curetur extrinsecus cum embrocis, et deintus cum gargarismis, donec sanetur.	And treat it externally with ointments, and internally with gargles, until it is healed.
Haec ergo species curationis est salubrior incisione et longinquior a timore.	Therefore this method of treatment is more conducive to health through incision and less fearful because of its length.
Et quandoque curatur uuula etiam cum eo quod est subtilius quam cauterium et incisio: curatur enim cum suffumigatione, secundum hunc modum.	And sometimes the wound is also cured with something that is finer than caustic and cutting: it is cured with fumigation, in this way.
Sume calamentum, et hyssopum, et origanum, et rutam, et sseah, et chamomillam, et abrotanum, et similia eis ex herbis: et aggrega ea omnia, aut quaedam eorum in olla, et submergantur cum aceto, et bulliant: et olla sit lutata cum luto decenter: et sit in medio ollae foramen, super quod componatur instrumentum concauum secundum hunc modum.	Take calamus, hyssop, origanum, rue, sseah, chamomile, abrotanum, and similar herbs from among those that grow: and gather them all together, or some of them in a pot, and immerse them with vinegar, and let them boil: and the pot should be smeared with clay decently: and there should be a hole in the middle of the pot, on which an instrument shall be placed according to this method.
Fiat ex argento, aut aere: et intromittatur extremitas, in qua est granatum, in os infirmi, donec ascendat uapor ad uuulam super cannulam, donec obscuretur uuula multum.	Make it from silver or bronze: and insert the end with the pomegranate into the mouth of the sick person, until the vapor ascends to the wound above the tube, until the wound is greatly obscured.
Deinde itera super ipsam multotiens, donec arescat.	Then repeat this over it many times, until it dries out.
Et caue, ne facias hanc curationem in principio aduentus apostematis.	And beware, lest you perform this treatment at the beginning of an aposteme.
Plaerumque enim addit in apostemate: et non oportet ut facias illud nisi apud declinationem apostematis eius calidi.	For often it adds to the aposteme; and it is not fitting for you to do that unless at the decline of the aposteme's heat.
Si autem non est praesens tibi hoc instrumentum, tunc accipe cannam, et compone in extremitate eius corticem oui: ut non comburatur os infirmi: quoniam cortex oui prohibet uaporem comburere os: et haec est ex bona curatione cum salute.	But if this instrument is not present to you, then take a reed and compose at its end the rind of an apple: so that the sick person's mouth does not burn: for the rind of an apple prevents vapor from burning the mouth: and this is a good treatment with salvation.
¶ De extractione spinarum, et ossium de gula.	On the extraction of thorns and bones from the throat.
Caput XXXVIII.	Chapter Thirty-eight.
Multotiens adhaeret in gutture os, aut spina piscis, aut aliud.	A bone or a fish spine or something else often sticks in the throat.
Oportet ergo ut extrahas quod ex eis est apparens super quod cadit uisus, postquam premis linguam cum instrumento apud solem, et declaratur tibi quod est in gutture.	It is therefore necessary to remove what appears above the surface and falls into view, after you have pressed your tongue with an instrument in the sun, and it is declared to you that it is in the throat.
Et quod non apparet tibi et occultatur in gutture, oportet ut facias uomere infirmum antequam digeratur cibus in stomacho.	And what does not appear to you and is hidden in the throat, it is necessary that you make a weak vomit before food is digested in the stomach.
Fortasse enim egredietur res annexa per uomitum.	Perhaps indeed something will emerge attached through vomiting.
Aut deglutiat infirmus frustum napi, aut radicem lactucae, aut deglutiat buccellam panis sicci: aut accipiat frustum spongiae marinae siccae lenis: et liga ipsum in filo, deinde deglutiat ipsum.	Or a weak person swallows a piece of a leek, or the root of a lettuce, or swallows a dry biscuit: or receives a piece of dried sea sponge and binds it with thread, then swallows it.
Cum ergo peruenit ad locum ubi sunt spinae, aut os, et extrahitur, tunc egreditur.	When therefore it arrives at the place where the spines or bones are, and is removed, then it emerges.
Si ergo non egreditur cum eo quod diximus: tunc utere instrumento ex plumbo secundum hanc formam.	If however it does not emerge with what we said: then use a leaden instrument according to this shape.
Sit grossius quam Radius parumper, et in extremitate eius sit curuitas, quam intromittat in guttur suum cum facilitate: et ipse habeat caput suum eleuatum sursum.	Let it be thicker than a radius, and at the end of it let there be a curvature, which insert into his throat with ease: and he should have his head raised upwards.
Et caueat a tactu suae epiglotis, ut non accidat ei tussis, et impellat cum eo os, aut spinam, aut intromittat ipsum medicus manu sua.	And beware of touching his epiglottis, lest he coughs, and push with him the bone or spine, or insert it himself by hand.
Verum quod infirmus intromittat, hoc est melius: propter scientiam suam de loco rei annexae: et impellat inferius, aut trahat manum suam cum instrumento sursum, totum illud secundum quantitatem quae praeparatur ei, donec egrediatur.	But what the sick person inserts is better: on account of his knowledge of the place where the attached thing is; and push it down below, or draw his hand up with the instrument, all that according to the quantity prepared for him, until it emerges.
¶ De extractione Sanguisugae.	On the Extraction of Leeches.
Caput XXXIX.	Chapter Thirty-nine.
Quando medicatur sanguisuga cum eo quod dixi in diuisione ex curatione cum medicinis, et non confert, tunc considera in gutture infirmi coram sole, siue apud solem postquam premis linguam eius cum instrumento quod narraui tibi.	When a leech is being cured with what I said in the division of treatment with medicines, and does not yield, then examine the patient's throat before the sun or after the sun, after you have pressed his tongue with an instrument as I told you.
Si ergo cadit uisus tuus super sanguisugam, extrahe eam cum uncino paruo, aut cum gesti subtilibus decenter.	If then your patient falls on a bloodsucker, remove it with a small hook or with fine forceps.
Quod si non est possibile cum eis: tunc accipe cannulam concauam, et intromitte eam in guttur infirmi usque prope guttur: deinde intromitte in concauitatem cannulae ferrum ignitum cum igne.	But if it is not possible with them, then take a hollow tube and insert it into the patient's throat up to the throat; then insert into the cavity of the tube a burning iron with fire.
Fac illud multotiens: et abstineat infirmus ab aqua tota die.	Do that many times, and let the patient refrain from water all day.
Deinde accipiat uitreatam plenam aqua frigida, et aperiat os eius in ea: et colluat os suum cum ea, et non deglutiat ex ea aliquid: et moueat aquam una hora post aliam cum manu sua.	Then let him take a wet compress filled with cold water, and open his mouth into it; and let him hold his mouth in it, and not swallow anything from it: and move the water one hour after another with his own hand.
Sanguisuga enim ilico cum sentit aquam cadit.	For the bloodsucker indeed falls when it feels the water.
Si autem non egreditur cum eo quod narrauimus, tunc suffumiga infirmum cum cimicibus, aut cum asa cum instrumento quod narraui in suffumigatione uuulae.	But if it does not come out with what we have described, then fumigate the patient with cimices, or with a feather and an instrument that I have described for fumigating the uvula.
Fac illud multotiens, quoniam ipsa cadet.	Do this many times, because it will fall.
Et modus operationis in suffumigatione est, ut accipias ollam, in qua sint prunae uiuae cum igne: et olla sit cooperta cum coopertorio, in cuius medio sit foramen: et componatur in illo foramine extremitas instrumenti.	And the method of operation in fumigation is, that you take a pot in which are living prune pits with fire; and let the pot be covered with a lid, in whose middle is a hole; and arrange the extremity of the instrument within that hole.
Deinde proiice suffumigationem, et ponat infirmus os suum in extremitate cannulae, et claudat os suum, ut non egrediatur suffumigatio, donec scias quod suffumigatio iam peruenit ad sanguisugam.	Then pour the fumigation, and let the patient put his mouth to the end of the tube, and close his mouth so that the fumigation does not escape, until you know that the fumigation has reached the bloodsucker.
Nam sanguisuga statim cadet.	For the bloodsucker will immediately fall.
Quod si non cadit, tunc itera suffumigationem multotiens.	But if it does not fall, then repeat the fumigation many times.
Et toleret infirmus sitim, et comedat salsa, et allia, et non bibat aquam.	And let the patient be thirsty, and eat salted foods, and other things, and not drink water.
Necesse est ergo ut egrediatur cum hoc regimine.	It is necessary therefore that it come out with this regimen.
Et haec est forma instrumenti cum quo extrahitur sanguisuga ex gutture, quando cadit super ipsam uisus.	And this is the form of the instrument with which the bloodsucker is drawn out of the throat when it falls onto it.
Est simile forcipibus, sicut uides: nisi quia est ei haee curuitas quae intromittitur ad guttur.	It is similar to forceps, as you see: except that it has this curvature which enters into the throat.
Et extremitas eius similis ori auis quae nominatur ciconia, in quo est asperitas limae: quando comprehendit aliquid, non dimittit ipsum omnino.	And its extremity is similar to the beak of a bird called a stork, in which there is roughness like a file: when it grasps something, it does not release it completely.
¶ De apertione Apostematum, et eorum sectione, et cura in genere.	About the opening of apostumes, and their cutting out, and care in general.
Caput XL.	Chapter 40.
Apostematum species sunt multae, multorum modorum, secundum quod uenit rememoratio eorum, scilicet unius, et unius in hoc libro: et sunt diuersae in perforatione eorum, et sectione ipsorum ex duobus modis.	The species of apostumes are many, of various kinds, according to the recollection of them, namely one and one only in this book: and they are different in their perforation and cutting out, in two ways.
Quorum unus est ex specie apostematis in seipso, et eo quod comprehendit ex humiditatibus.	One of which is a species of apostema within itself, and because it contains moisture.
Et modus secundus est propter loca, in quibus accidit ex corpore.	And the second method is due to the places in which it occurs from the body.
Quoniam apostema accidens in capite, est aliud ab apostemate accidente in ano: et apostema accidens in loco carnoso, est aliud ab apostemate accidente in iuncturis: et unicuique eorum est iudicium suum ex operatione.	Because the apostema occurring on the head is another thing from the apostema occurring at the anus: and the apostema occurring on a fleshy part is another thing from the apostema occurring at a joint: and each of them has its own judgment based on its treatment.
Et ex apostematibus sunt quae non oportet ut perforentur, nisi post maturationem saniei in eis, et complementum eius: et ex eis sunt, quae oportet ut perforentur, dum sunt cruda, et non maturantur secundum complementum.	And from the apostemas are those which should not be perforated unless after maturation of the flesh within them and its completion: and from these are those which must be perforated while they are raw and do not mature according to their completion.
Sicut apostemata quae sunt propinqua iuncturis.	Such as apostemas that are near joints.
Quoniam apostema quando accidit prope iuncturam, et prolongatur esse eius, donec putrefit quod est in circumitu eius fortasse corrumpuntur ligamenta, aut nerui illius iuncturae: quare est caussa propior contractionis illius membri.	Because when an apostema occurs near a joint and prolongs itself until the flesh surrounding it perhaps corrupts the ligaments or nerves of that joint; therefore it is a more immediate cause of constriction in that member.
Aut est apostema apud membrum principale: quoniam si tu tardas perforationem eius, donec maturetur, nocebit uel illi, uel per illud membro principali.	Or it is an apostema in the main member: because if you delay its perforation until it matures, it will harm either that one or through that main member.
Aut est prope anum, perfora ergo ipsum immaturum: et non oportet, ut perfores, apostema crudum, non completae digestionis, nisi quod est prope anum, ut non putrefiat profundum, et longetur ad interiora ani, et fiat fistula, aut fiat in termino eius quod non sanatur.	Or it is near the anus, therefore perforate it unripe: and it's not necessary to perforate a raw and incomplete apostema, except when it is near the anus, so that it doesn't putrefy deeply and prolong itself to the interior of the anus, and become a fistula, or remain at its end which will not heal.
Oportet ut scias horam perforationis apostematis, quod maturatum est secundum complementum: et est apud sedationem doloris, recessionem febris, et diminutionem rubedinis, et pulsationis, et acuitatem capitis apostematis: et reliqua signa.	It is necessary that you know the hour of perforation of an apostema, which has matured according to its complement; and it is in sedation of pain, recession of fever, diminution of redness, pulsation, and acuteness of the apostema's head: and other signs.
Et oportet, ut facias eandem perforationem in inferiori loco apostematis, et uehementioris eminentiae: et sit perforatio uadens in longitudine corporis, si apostemata sunt in partibus manuum et pedum, et locis lacertorum, et chordarum, et neruorum, et arteriarum, et ad ultimum in omnibus locis aequalibus, quibus non est reflexio.	And it is necessary that you make the same perforation in the lower part of the apostema and more prominent prominence: and let the perforation go along the length of the body, if apostemas are in the parts of hands and feet, and places of arms, and tendons, and nerves, and arteries, and finally in all equal places where there is no reflexion.
In illis autem quae reflectuntur, uade cum perforatione secundum illud membrum.	But in those that are reflected, proceed with the perforation according to that member.
Quando uero apostema est in locis carnosis: tunc melius est ut dimittas perforationem eius, donec confirmetur eius digestio, sicut diximus secundum complementum.	When however the apostema is in fleshy places: then it is better to leave off its perforation until its digestion is confirmed, just as we said according to its complement.
Quoniam si tu perforas ipsum ante illud, prolongatur cursus uirus ex eo, et est multae sordis et sordiciei, et fortasse indurantur labia eius, et profunditas eius.	Because if you pierce it before that, the course of the virus is prolonged from it, and there are many impurities and corruption, and perhaps its lips become hardened, and its depth.
Et quaedam apostemata perforantur secundum latitudinem corporis apud necessitatem: aut secundum illud quo indiget membrum.	And some apostemas are pierced according to the width of the body in necessity, or according to that which the member needs.
Et oportet, ut administres in apostematibus paruis perforationem paruam, et in apostematibus magnis perforationem amplam: aut sectiones multas per similitudinem magnitudinis apostematis.	And it is necessary that you administer a small perforation to small apostemas, and a large perforation to great ones: or multiple sections according to the similarity of the size of the apostema.
Et sunt ex apostematibus, in quibus oportet ut concauetur cutis: et incidatur quando iam facta est sicut pannus, et facta est in termino, quod iam mortua est: sicut illud quod accidit in multis, ut dubelet, et bubonibus.	And there are apostemas from which the skin must be cleansed: and it must be cut when it has become like a cloth, and it has reached its term, that is already dead: just as what happens to many, such as boils, and bubos.
Et ex eis sunt quae secantur sectione habente tres angulos.	And there are some which are cut with a section having three angles.
Et ex eis est, ex quo inciditur sicut figura folii myrti.	And there is one from which it is cut like the figure of a myrtle leaf.
Sicut apostema inguinum.	As an inguinal abscess.
Et ex eis sunt in quibus administratur sectio rotunda, et sectio lunaris: et similes eis ex sectionibus.	And from these are those in which the circular incision and the crescent-shaped incision are performed; and similar ones among the sections.
Illud uero cui non est caput, sicut sunt apostemata lenia superficialia, oportet ut perfores ipsum perforatione superficiali, uel plana tantum.	However, that which does not have a head, such as mild and superficial abscesses, should be punctured with a superficial incision or merely flattened.
Et oportet, quando apostema est grossum, et iam collegit saniem multam, et perforas ipsum, ut non properes et extrahas pus totum in illa hora: imo extrahe ex ipso partem eius.	And it is necessary when the abscess is large and has collected a great deal of pus, and you pierce it, so that you do not hasten to remove all the pus at once from that moment; rather, take some of it out from there.
Deinde opila apostema usque ad diem alium.	Then dress the abscess with an ointment up to another day.
Deinde extrahe quiddam ex pus iterum.	Then draw out something from the pus again.
Fac illud multotiens secundum gradationem, donec egrediatur: praecipue si infirmus est debilis uirtutis, aut mulier praegnans, aut puer paruus, aur senex decrepitus: spiritus enim animalis ab animali multotiens resoluitur cum egressione saniei: et fortasse moritur infirmus, et tu non percipis.	Do that many times according to the progression, until it goes out: especially if the patient is weak in strength, or a pregnant woman, or a young child, or an old decrepit person: for the spirit of the animal often dissolves with the evacuation of pus: and perhaps the sick person dies, and you do not perceive.
Caue ergo hoc capitulum cautela magna.	Be therefore cautious in this chapter with great caution.
Et post perforationem tuam, qua ista perforas apostemata, oportet ut abstergas uulnus: et considera.	And after your incision, by which you make the incisions on abscesses, it is necessary to wash the wound and observe.
Si ergo est uulnus apostematis paruum, aut est sectio plana, tunc administra licinia ex lino, aut coto antiquo.	If therefore the wound of an abscess is small or it is a flat incision, then apply linen from flax or old cotton.
Et si est apostema magnum, et fissurae perforationis multae sunt, oportet tunc ut intromittas in omnem fissuram licinium, donec perueniant adinuicem.	And if the abscess is great and there are many openings of the incision, then it is necessary to insert linen into every opening until they all reach each other.
Et si in apostemate abscidisti partem cutis, aut in circumitu concauasti eam: tunc oportet ut impleas eam coto ueteri, aut sicut quando texitur pannus, aut raditur lanugine lini absque humiditate: et stringe ipsum usque ad tertium diem.	And if in the abscess you have cut away a part of the skin, or hollowed out the surrounding area: then it is necessary to fill it with old cotton, or as when a cloth is stitched together, or by filling it with flax without moisture: and bind it tightly for three days.
Deinde proiice ipsum, et cura illud cum eo quod oportet ex unguento, donec sanetur.	Then throw away the dressing, and take care of that which is necessary with ointment until it heals.
Si autem accidat fluxus sanguinis in hora tuae operationis, tunc administra aquam frigidam, et acetum, postquam imbibitur in eis pannus: et ponis ipsum super locum fluxus sanguinis multotiens.	If however a bleeding occurs during your operation hour, then administer cold water and vinegar, after the cloth has been soaked in them: and place it on the site of the bleeding many times.
Si autem perseuerat fluxus sanguinis, tunc oportet ut administres regimen, et curationem, et pulueres, quae narraui in locis multis huius nostri libri, et ex diuisione.	But if the bleeding persists, then you should administer a remedy, and treatment, and powders, which I have narrated in many places of this our book, and from division.
Si autem est in tempore hyemis, et locus apostematis est multorum neruorum: tunc oportet ut infundas puluillos cum uino, et oleo calidis: et ponas eos super loca.	But if it is winter time, and the location of the abscess is among many nerves: then you should pour poultices with wine and hot oil: and place them on the areas.
Et si fuerit in aestate, et loca sunt carnosa: tunc oportet ut ponas puluillos imbibitos in aqua, et oleo, aut eum uino et oleo, et totum illud frigidum.	And if it is summer, and the areas are fleshy: then you should place poultices soaked in water and oil, or with wine and oil, and the whole thing will be cold.
Donec quando erit dies tertius, sicut diximus, tunc oportet ut soluas apostema, et abstergas ipsum, et administres in curatione eius quod ei conuenit, donec sanetur.	Until the third day, as we said, then you should open the abscess, and wash it, and administer to its cure what is fitting for it, until it heals.
Hoc est ergo quod necessarium est ex cognitione curationis apostematum uniuersaliter.	This is therefore what is necessary from knowing the universal cure of abscesses.
Secundum semitam uero distinctionis, iam dixi de omni apostemate, qualiter est uia ad curationem eius capitulatim singulariter.	According to the manner of true division, I have already said about every abscess, how is the way to its cure separately by chapter.
¶ De sectione apostematum quae accidunt in cute capitis.	About the section on abscesses that occur on the scalp of the head.
Caput XLI.	Chapter 41.
Accidunt in cute capitis apostemata parua, et sunt ex speciebus Nodorum, quos continent tunicae, quae sunt eis sacci: quasi ipsa sint hausolati gallinae.	Abscesses occur on the scalp of the head, small ones, and they are of the species called Nodi, which are contained in the tunics that surround them, as if they were hatched from a hen.
Et ipsorum species sunt multae.	And their species are many.
Ex eis sunt pingues: et ex eis sunt quae continent humiditatem similem limo: et ex eis quae continent humiditatem similem frisatis et pultibus: et eis similibus, et ex eis sunt, quae sunt lapidea dura.	From these there are fat ones: and from these there are those that contain moisture similar to mud: and from these there are those that contain moisture similar to moss and poultices: and others like them, and from these there are hard and rocky ones.
Et in sectione omnium, et ipsorum extractione non est timor, dum apud ipsorum sectionem non facit contrarietatem arteria.	And in the section of all of them, and their extraction is not feared, as long as it does not make opposition to an artery.
Et operatio in sectione eorum est, ut experiaris ea cum instrumento, cuius forma uenit post haec, quod nominatur Intromissum, donec scias quid contineat.	And the operation on their section is that you try them out with an instrument whose shape comes after these things, which is called an Intromissum, until you know what it contains.
Nam si est illud quod continet humiditas, tunc seca ipsum sectione secundum longitudinem sectione superficiali: secundum hanc formam.	For if that which contains humidity is present, then cut off the section according to the length of the superficial section: in this manner.
Et incipe cum sectione ex linea b. ad lineam, g. Cum ergo euacuatur humiditas, tunc excoria kistin quae continet illam humiditatem, et non dimittas ex ea aliquid penitus.	And begin with the section from line b to line g. When the humidity is evacuated, then scrape off the crust that contains that humidity, and do not leave anything at all from it.
Multotiens enim redit, si remanet ex ea aliquid.	For many times it will return if something remains of it.
Deinde submerge cotum in unguento aegyptio, si est praesens: et si non, in aqua et sale: et imple cum eo uulnus, et dimitte ipsum usque ad diem alium.	Then immerse the wound in Egyptian ointment if it is present; and if not, in water and salt: and fill it with that until another day.
Ipsum enim corrodet quod remansit ex kisti.	For it eats away what remains of the crust.
Deinde itera super ipsum cotum cum aegyptio secundo, et tertio, et si indiges illo, donec confidas quia non remanserit ex kisti aliquid, tunc enim cura uulnus cum unguento, donec sanetur.	Then repeat the application of Egyptian ointment over the wound a second and third time, and if you need it, continue until you are confident that nothing remains of the crust; then indeed care for the wound with ointment until it heals.
Quod si apostema continet nodum pinguem: tunc seca ipsum secundum hanc formam, sectione habente formam crucis: et proiice uncinos inter duolabia sectionis, et excoria ipsum ab omni parte: et conare uirtutem tuam in extractione tunicae quae continet ipsum.	But if the apostema contains a fatty knot: then cut it off according to this shape, with a section having the form of a cross: and place thorns between the two lobes of the section, and scrape it off from all parts; and try your skill in extracting the cloth that contains it.
Si autem contrarietatem facit tibi arteria, tunc fac illud quod narrabo tibi post.	But if an artery makes opposition to you, then do what I will tell you afterwards.
Et similiter fac in apostemate, si est lapideum, ex sectione, et curatione eadem, secundum quod diximus.	And similarly act on the apostema if it is stony, from the section and same cure, according to what we said.
Et sectio super apostema lapideum est facilior: quoniam est pauci sanguinis et humiditatis.	And the section over a stony apostema is easier: since it has little blood and moisture.
Et quandoque sunt quaedam horum apostematum quae sunt in capite in quibusdam hominibus, cum quibus penitus non est humiditas.	And sometimes there are certain of these apostemas that are on the head of some people, with which there is no moisture at all.
Quod est: quia ego secui super apostema in capite mulieris uetulae, et inueni apostema sicut lapis solidus et durus, asper, albus, qui non poterat frangi: et si percuteretur cum eo aliquis proiiciendo, uulnerat ipsum.	What is this? Because I saw a boil on the head of an old woman, and I found it like a solid, hard, rough, white stone that could not be broken; and if someone struck it with force, throwing something at it, he would wound himself.
In aliis uero apostematibus accidentibus in capite, praeter haec scilicet apostemata quae accidunt in capitibus puerorum, et apud radices aurium, sectio eorum omnium sit sectio superficialis.	However, in other boils that occur on the head, except for those that occur on the heads of boys and at the roots of the ears, all their section should be a superficial one.
Vel pone perforationem eorum semper ab inferiori parte eorum, ut alleuietur cursus saniei ad inferiora.	Or make an incision in them always from the lower part of them, so that the flow of pus may be relieved to below.
Deinde cura ea cum eo quod conuenit eis ex curatione.	Then care for it as is fitting with regard to its cure.
¶ De sectione Strophularum in collo.	Of the Section of Abscesses on the Neck.
Caput XLII.	Chapter 42.
Multotiens acccidunt ista apostemata in collo, et sub assellis, et inguinibus: et quandoque accidunt in reliquo corpore.	These boils often occur on the neck and under the armpits and in the groin; and sometimes they occur in other parts of the body.
Et super illa quae ex eis accidunt in collo, sunt unum, et multa: et generantur ab inuicem: et omnis Strophula ex eis est intra tunicam propriam ei, sicut est in nodis et apostematibus capitis, sicut narrauimus.	And as for those that occur on the neck, there is one kind and many kinds, and they are generated from each other; and every abscess among them is within its own natural envelope, just like those of the head, as we have described.
Et species harum Strophularum sunt multae.	And the types of these abscesses are many.
Et ex eis enim sunt lapideae: et ex eis sunt quae continent humiditates: et ex eis sunt malignae, quae non obediunt curationi.	And among them there are stone-like ones; and some that contain humors; and some that are malignant, which do not obey treatment.
In illa ergo quam ex eis uides bonae dispositionis in tactu, cuius manifestum est propinquum colori cutis, et mouetur ad omnem partem, et non est annexa cum neruis colli, neque cum guidegi, neque cum arteria, neque est profunda: oportet ut seces eam sectione superficiali a superiori parte ad inferiorem partem corporis ex linea, b. ad lineam, g. et excoria eam ab omni parte: et extende duo labia cutis cum uncino, aut cum uncinis multis, si indiges illo, sicut diximus in apostematibus capitis, et extrahe eam paulatim.	Therefore, if you see one of good condition among them, which is evident by its proximity to the color of the skin, and it moves in every direction, and is not attached to the nerves of the neck, nor to the muscles, nor to the artery, nor is it deep: it is necessary to cut it with a superficial incision from the upper part of the body down to the lower part, along the line b. up to the line g., and scrape it off from every part; and stretch two flaps of skin with a hook or many hooks, if you need to, just as we said about boils on the head, and extract it gradually.
Et est super cautelam, ut non incidatur uena, aut neruus.	And it is said regarding caution, that one should not cut a vein, or a nerve.
Et sit spatumile non acutum ualde: ut non addat tibi manum tuam cum incisione, aut inquietet infirmum, et incidas quod non est necesse.	And let it not be a sharp splinter very much: so that you do not put your hand to the cutting with the incision, or disturb the patient, and cut what is not necessary.
Si autem incidis uenam, aut arteriam, aut prohibet te ab operatione, tunc pone in uulnus zegi tritum, aut quosdam pulueres qui abscindunt sanguinem, et stringe uulnus, et dimitte ipsum, donec quiescat acuitas apostematis, et mollificetur uulnus: uel incipit et uult putrefieri.	But if you cut a vein or artery, then forbade from the operation, then place in the wound some powdered alum, or certain powders that stop bleeding, and bind up the wound, and let it alone until the sharpness of the abscess subsides, and the wound softens; or it will begin to putrefy.
Nam sanguis abscinditur tuncia Redi ergo ad operationem tuam, donec compleas.	For blood is stopped by tunica. Therefore, return to your operation until you complete it.
Deinde inquire digito tuo indice, si remansit aliquid ex Strophulis aliis paruis: ergo incide eas, et munda eas.	Then inspect with your finger, if anything remains of other small stumps; therefore cut them and cleanse them.
Quod si est in radice Strophulae uena magna: tunc oportet ut non incidas illam Strophulam ex radice sua: imo oportet ut liges eam cum filo duplato forti, et dimittas eam donec cadat per se absque nocumento.	But if it is in the root of a stump a great vein; then you must not cut that stump from its own root: rather you must bind it with a doubled strong thread and let it go until it falls off by itself without harm.
Deinde imple uulnus coto ueteri, quod iam submersisti in unguento aegyptio.	Then fill the wound with old lint that you have already dipped in Egyptian ointment.
Deinde cura ipsum.	Then take care of it.
Si inciditur Strophula tota, tunc oportet ut aggreges labia duo uulneris: et suas ipsum statim, postquam uides quia prorsus non remansit superfluitas.	If a stump is cut entirely, then you must gather up the two lips of the wound and set it straight away as soon as you see that there is no excess remaining.
Si autem uides quod remansit superfluitas propter magnitudinem Strophulae, tunc oportet ut intendas ad incidendam radicem eius, et extrahendam eam: et administra suturam quam diximus.	But if you see that there is excess remaining due to the size of the stump, then you must turn your attention to cutting at the root of it and pulling it out; and apply the suture as we have said.
Et quae ex Strophulis continet humiditates, perfora illam perforatione superficiali: ut appareat tibi locus maturitatis eius: et pone perforationem ab eo quod sequitur inferius corporis, sicut diximus.	And what contains moisture from the stumps, pierce it with a superficial piercing, so that you may see the location of its maturity; and place the piercing below that which follows lower in the body, as we have said.
Deinde administra post perforationem licinia cum unguento, et similia eis, ut corrodat quod remansit ex corruptione, donec quando uides uulnus iam mundatum esse: tunc cura ipsum cum unguento generatiuo carnis, donec sanetur.	Then administer licinia after perforation with ointment and similar things to cover what remains from the corruption, until you see the wound is now cleansed. Then cure it with ointment generated by the flesh, until it heals.
¶ De sectione Epiglotis ab apostemate intra guttur accidente.	¶ On the section of the epiglottis from an abscess occurring within the throat.
Caput XLIII.	Chapter 43.
Dixerunt antiqui hanc sectionem in Epigloti, et non uidi aliquem in terra nostra, qui eam fecerit: et haec est scriptura sermonis eorum.	The ancients said that this section is done on the epiglottis, and I have not seen anyone in our land who has done it; and this is the writing of their speech.
In habentibus autem synanchiam, oportet ut deuitetur sectio Epiglotis: cum non fiat iuuamentum per illud: propterea, quod omnes uenae et pulmo sunt infirmi.	However, in those having synciesis, it is necessary to avoid section of the epiglottis: since no benefit would come from it, because all veins and lung are weak.
In illis uero qui habent apostema calidum in ore, aut gutture, aut duabus amigdalis, quando non est aegritudo in cannali, oportet uti sectione Epiglotis, ad fugiendum ex perditione quae fit ex praefocatione.	In those who have a warm abscess in the mouth or throat or both tonsils, when there is no distress in the canal, it is necessary to use the section of the epiglottis to avoid the destruction that occurs from obstruction.
