Praefatio.	Here is the translation:
Si ergo non obedit tibi ad exitum cum istis forcipibus, tunc oportet, ut caues super radicem, et detegas carnem totam, et intromittas instrumentum quod nominatur Palanca parua, cuius forma est haec.	So if it does not yield to you at the exit with these forceps, then you should, after having cut away the surrounding tissue, and exposing all the flesh, insert a small instrument called Palanca, which has this form.
Sit breuis extremitatis, grossae parumper: et non sit imbibitum, ut non frangatur.	Let the short extremity be slightly thickened, and not be too wet, so that it may not break.
Si ergo egreditur radix per illud, est bonum: et si non, iuuare oportet cum istis instrumentis aliis quorum formae sunt istae.	So if the root emerges through this, it is good; and if not, you should help with other instruments which have these forms.
Forma primi triangulatae extremitatis, in qua est quaedam grossitudo.	The form of the first instrument, a triangular extremity, with some thickness to it.
Forma triangulatae extremitatis subtilis.	The form of the triangular extremity is fine.
Etiam iuuatur cum hoc instrumento habente duos ramos, cuius haec est forma.	And also it helps with an instrument having two branches, which has this shape.
Et cum aliis instrumentis et ferramentis quae praecesserunt in rasione dentium.	And with other instruments and tools that have preceded in the filing of teeth.
Etiam sit iuuamentum cum hoc instrumento quod assimilatur uncino magno, huius formae, triangulatae extremitatis tortae, in qua est quiddam grossitudinis, ut non frangatur: et sit non imbibitum.	And also it helps with this instrument which is like a great hook, having this shape, a twisted triangular extremity, with some thickness to prevent breaking, and not too wet.
Et scias, quod instrumenta dentium sunt multa: et similiter reliqua instrumenta non computantur, et artifex prudens, subtilis in arte sua inuenit per se ipsum instrumentum, secundum quod significant ei operatio et aegritudines ipsae.	And know that the instruments of teeth are many: and similarly, other instruments do not count, and a skilled craftsman, subtle in his art, finds an instrument for himself according to what the operation demands and the illness itself.
Quoniam ex agritudinibus sunt ad quas non dixerunt antiqui instrumentum, propter diuersitatem specierum earum.	Since there are illnesses that ancient physicians did not mention and for which they did not invent an instrument, on account of the diversity of those diseases.
Si autem frangatur os ex mandibula, aut ex aliis ossibus oris, aut putrefit: tunc perscrutare super ipsum in loco suo cum eo quod conuenit ei ex instrumentis et forcipibus quae dixi in extractione radicum, et iuuare cum gesti, cuius forma est haec.	But if the bone is broken from the jawbone or from other bones of the mouth, or it has putrefied: then examine over it in its place with that which corresponds to it from the instruments and forceps I mentioned for extracting roots, and help with gestures, whose form is this.
Sit in eo quiddam grossitudinis paulatim, ut stringatur, uel teneatur cum eo os, et non fugiat et uadat, donec egrediatur os: et restaura locum cum medicinis conuenientibus ad illud.	Let something of roughness be applied gradually to it, so that it may bind or hold with the bone, and not flee away and go, until the bone comes out: and restore the place with medicines corresponding to it.
Si autem in osse est putredo parua, tunc rade ipsum a putredine sua, et cura ipsum, donec sanetur.	But if there is a small putrefaction in the bone, then scrape away from its putridity and cure it, until it heals.
De serratura Dentium eminentium super alios.	On the removal of prominent teeth above others.
Caput XXXII.	Chapter 32.
Quando Dentes eminent non secundum cursum suum naturalem, foeda fit per illud forma: et praecipue quando accidit illud in mulieribus, et puellis, scilicet uenalibus.	When prominent teeth do not follow their natural course and become foul because of this shape; and especially when it happens to women and girls, namely those with venereal afflictions.
Oportet ergo ut consideres.	It is necessary therefore that you consider.
Nam si dens est natus post dentem alium, et non locatur, uel est possibilis eius serratura, neque limatura ipsius: tunc eradica ipsum: et si est annexus cum dente alio, tunc incide ipsum cum isto instrumento, cuius haec est forma.	For if a tooth is born after another tooth and does not fit in place, or its removal or trimming is possible; then pull it out: and if it is connected to another tooth, then cut it off with this instrument, whose form is this.
Est simile rostro paruo, et fit ex ferro indo, acutae extremitatis ualde.	It is like a small plow, and it is made from iron, very sharp at the end.
Et sit incisio tua qua ipsum incidis in diebus multis, et propter duriciem dentis, et ut non commoueatur alius ex dentibus.	And let your cut be such that you cut it over many days, and because of the hardness of the tooth, and so that another one from the teeth is not disturbed.
Si autem est eminens expositus limaturae suae: tunc lima ipsum cum lima ex indo, cuius forma est haec.	But if it is prominent and exposed to its trimming: then trim it with a file from iron, whose form is this.
Sit totum ex indo, et manubrium eius minutorum punctorum ualdae, sicut lima cum qua fiunt acus: cum quo limetur dens paulatim in diebus multis cum facilitate, ut non commoueatur dens, et cadat: deinde leni ipsum, in fine rade ipsum cum quibusdam rasoriis.	Let it be all of iron, and the handle of its small points very sharp, like a file with which needles are made: with which the tooth is slowly filed over many days with ease, so that the tooth does not become disturbed and falls; then gently polish it, and finally scrape it off with some rasps.
Quod si est dens, ex quo frangatur pars, et laedit linguam: tunc oportet ut limes eum etiam, donec auferatur asperitas illius fractionis, et aequetur: et applanetur, et non laedat linguam, neque corrumpat sermonem.	If there is a tooth that breaks off and injures the tongue, then it is necessary to trim it also, until the roughness of this fracture is removed and smoothed out.
¶ De retatione Dentium cum filis auri.	On the Replacement of Teeth with Golden Threads.
Caput XXXIII.	Chapter 33.
Quando accidit Dentibus anterioribus concussio et commotio a percussione, aut casu: et non potest infirmus stringere super illud quod comedit ut non cadat: et curasti eos cum medicinis stipticis, et non ualuit curatio: tunc ingenium in eis est, ut stringantur cum filo auri: quoniam argentum fit uiride, et putrefit post dies: sed aurum nunquam mutatur.	When the front teeth are shaken and disturbed by impact or fall, and an invalid cannot hold what he has eaten without it falling out; and after treating them with medicinal washes, the treatment does not take effect: then there is a skill in them to be fastened with golden thread: because silver becomes green and putrid after days: but gold is never changed.
Et sit filum medium in subtilitate et grossicie secundum quantitatem quod capiat inter Dentes.	And let the thread be of a middle size, fine yet not too thin, according to its quantity that it can fit between the teeth.
Et forma quidem retationis est, ut accipias filum, et intromittas duplum eius inter duos dentes sanos: deinde texeas cum duabus extremitatibus fili inter dentes motos, siue unus sit, aut plures, donec peruenias cum tela usque ad dentem sanum alterius partis.	And the form of the retension is, that you take a thread, and insert double its length between two healthy teeth: then weave it with both ends of the thread between the moving teeth, whether one or more, until you reach the healthy tooth on the other side.
Deinde itera texturam usque ad partem a qua incaepisti: et stringe manum tuam cum subtilitate et sapientia, donec non remoueatur prorsus: et sit constrictio tua qua stringis filum, apud radices dentium, ut non euadat.	Then iterate the weaving until you reach the part where you started: and tie your hand with subtlety and wisdom, until it does not come loose at all: and let your constriction be such that you bind the thread around the roots of the teeth, so that it does not slip out.
Deinde incide extremitates fili superfluentes cum forficibus: et aggrega utrumque, et conuerte eas cum gesti: et occulta ipsas inter dentem sanum et dentem motum, ut non laedat linguam: deinde dimittatur ita strictum dum remanet.	Then cut off the superfluous ends of the thread with scissors: and gather both together, and convert them with a knot: and hide them between the healthy tooth and the moving tooth, so that they do not injure the tongue: then let it be left tightly bound until it remains.
Si autem soluitur, aut inciditur, stringe eos cum filo alio, et stabit cum eo taliter tempore toto.	But if it comes undone or is cut, bind them with another thread and they will remain thus for the whole time.
Et haec est forma Dentium, et figura retationis duorum dentium sanorum, et duorum dentium motorum, sicut uides.	And this is the form of teeth, and the figure of the retention of two healthy teeth, and two moving teeth, as you see.
Et quandoque fit, ut redeat dens unus, aut duo post casum urriusque in locis suis, et retentur sicut narrauimus, et remaneant: et non facit illud nisi artifex, prudens, et expertus.	And sometimes it happens that one tooth or two returns to its place after a fall of each in their own locations, and remain as we described, and are retained; and this only happens through the skillful, prudent, and experienced artisan.
Et quandoque aptatur aliquod ex ossibus uaccinis: et fit ex eo sicut forma dentis, et ponitur in loco, ex quo munitur dens et stringitur, sicut diximus: et remanet, et seruitur cum eo tempore longo.	And sometimes a piece of bone from the shin fits together; and it forms into the shape of a tooth, and is placed in its original location, secured by the tooth and bound tightly, as we said: and it remains and serves for a long time.
¶ De incisione ligamenti quod accidit sub lingua, et prohibet loquelam.	On the cutting of the membrane that occurs under the tongue, which prevents speech.
Caput XXXIIII.	Chapter 44.
Quandoque ligamentum hoc quod accidit sub lingua, est aut naturale, cum quo nascitur homo, aut accidentale, a uulnere quod iam consolidatum est.	Sometimes this membrane that occurs under the tongue is either natural, with which a person is born, or accidental, resulting from a wound that has already healed.
Et operatio in eo est, ut aperias os infirmi in capite eius in sinu tuo, et eleua linguam eius: deinde incide illud ligamentum neruosum per latitudinem, donec soluatur lingua a retentione sua.	And the operation is to open the mouth of the patient in your lap, and lift up his tongue; then cut that membrane-like ligament through its width, until the tongue is released from its constraint.
Quod si in eo fuerit quiddam duriciei et nodationis, et fuerit illud ex consolidatione uulneris: tunc proiice in illud uncinum, et finde illud per latitudinem, donec incidas ligamentum, et soluatur nodatio.	But if there is something hard and knotty in it, and that is due to the healing of a wound: then put a hook into it and find it through its width, until you cut the ligament and loosen the knot.
Et caue, ne sit fissura in profundo carnis, et incidas arteriam illic, et accidat fluxus sanguinis.	And beware that there is no tear in the depth of the flesh, and you do not cut an artery there, and a flow of blood occurs.
Deinde colluatur in uestigio incisionis cum aqua rosata, aut cum aceto, aut aqua frigida.	Then wash the incision with rose-water, or vinegar, or cold water.
Deinde pone sub lingua licinium ex lino, quod teneat infirmus in omni nocte: ut non consolidetur secundo.	Then put a linen cloth under the tongue, which the patient should wear every night: so that it does not consolidate again.
Si autem accidat fluxus sanguinis, tunc pone super locum zegi tritum.	If however a flow of blood occurs, then put powdered vermilion over the place.
Si uero uincit te sanguis, tunc cauteriza locum cum cauterio lentiginoso, quod conuenit ad illud: deinde cura ipsum cum reliqua curatione, donec sanetur.	If however the blood overflows, then cauterize the place with a lentil-like cautery that is suitable for it; then care for it with the rest of the treatment until it heals.
¶ De extractione Ranulae quae fit sub lingua.	On the removal of ranulas that occur under the tongue.
Caput XXXV.	Chapter 35.
Quandoque accidit sub lingua apostema quod assimilatur Ranae paruae, prohibens linguam ab operatione sua naturali: et fortasse magnificatur adeo, donec implet os.	Sometimes an abscess occurs under the tongue, similar to a small frog, which prevents the tongue from performing its natural function; and it may become so swollen that it fills the mouth.
Et operatio in eo est, ut aperias os infirmi coram sole: et considera apostema.	And the operation in this case is to open the patient's mouth before the sun and examine the abscess.
Si ergo uides ipsum fusci coloris, aut nigri, durum, cui non inuenit infirmus sensum: tunc non tangas ipsum, quoniam est cancer.	If you see it to be dark-colored or black and hard, and the patient does not sense it; then do not touch it, because it is a tumor.
Et si est decliue ad albedinem, in quo est humiditas, tunc proiice in ipsum uncinum, et incide ipsum cum spatumili subtili, et libera ipsum ab omni parte.	And if it is turned towards whiteness, and there is moisture in it; then throw a needle into it, and cut it with a thin scapel, and free it from all parts.
Quod si uincit te sanguis in hora tuae operationis, tunc pone super ipsum zegi tritum, donec abscindatur sanguis: deinde redi ad operationem tuam, donec extrahas ipsum cum complemento eius.	What if blood flows from you during your operation hour; then place a powdered ligature on top of it, until the bleeding ceases: afterwards return to your operation and remove it with its contents.
Deinde colluatur cum aceto et sale: et cura ipsum reliqua curatione conueniente ad illud, donec sanetur.	Then bind it with vinegar and salt: and care for it with the remaining suitable treatment until it heals.
¶ De curatione apostematis duarum Amigdalarum.	On the cure of abscesses of both tonsils.
Caput XXXVI.	Chapter 36.
Quandoque accidunt inter guttur godad, id est, glandulae, quae similantur algodad, quae accidunt deforis: et nominantur duae Amigdalae: quas quando curas cum eo quod diximus in diuisione, et non sanantur, tunc considera.	Sometimes abscesses occur between the throat's glands, which are similar to those that occur outside and are called two tonsils; which when you cure with what we said earlier and they do not heal, then investigate.
Si ergo est apostema durum, fusci coloris, pauci sensus: tunc non tangas ipsum cum ferro.	If it is a hard abscess, dark-colored, with little sensation; then do not touch it with iron.
Et si est rubei coloris, et radix eius est grossa: tunc non tangas ipsum etiam cum ferro, timens fluxum sanguinis, imo dimitte ipsum, donec maturetur.	And if it is red-colored and the root of it is thick: then do not touch it even with iron, fearing a flow of blood; rather let it be, until it matures.
Et tunc aut perforabis ipsum: aut rumpetur per se.	And then either pierce it or let it burst by itself.
Et si est albi coloris, rotundum, et est radix eius subtilis: tunc oportet ipsum incidi.	And if it is white-colored, rounded, and the root of it is thin: then you should cut it.
Et operatio in ipso est, ut consideres ante operationem suam, si quieuit apostema eius calidum quiete completum, aut imminuitur quadam diminutione: tunc ergo fac sedere infirmum coram sole, et caput eius sit in sinu tuo: et aperi os eius, et accipiat seruiens inter manus suas, et premat linguam eius inferius cum instrumento, cuius haec est forma.	And the operation is as follows: before performing your own operation, consider whether the apostema of that person has cooled down completely or decreased to some extent. Then make the patient sit in front of the sun, and have his head resting on your shoulder; open his mouth, and let a servant receive it between their hands, and press his tongue downwards with an instrument, which is shaped as follows.
Fiat ex argento, aut aere, quod sit subtile sicut cultellus.	Let it be made of silver or bronze, so that it is as fine as a knife.
Cum ergo premis cum eo linguam, et ostenditur tibi apostema, et cadit super ipsum uisus tuus: tunc accipe uncinum, et fige ipsum in amigdalam, et extrahe eam ad exteriora quantum potes, praeter quod trahas cum ea aliquid ex tunicis.	When you press the tongue with it and the apostema is shown to you, and falls upon it according to your sight: then take a hook and fix it in the amygdule, and pull it out as far as you can, except that you draw something from the tunics along with it.
Deinde incide eam cum instrumento, cuius haec est forma quae sequitur.	Then cut it with an instrument, which has the following shape:
Assimilatur forficibus: uerumtamen extremitates eius sint curuatae, ita quod orificium cuiusque earum est in directo alterius acute: unde cura ut sit ex ferro indo, aut alfuled imbibitum.	It is similar to pincers: however, its extremities should be curved, so that the opening of each one is in a straight line with the other's tip: therefore take care that it is made of tempered iron or horn.
Si autem non est praesens hoc instrumentum, tunc incide ipsum cum spatumili, cuius haec est forma.	But if this instrument is not present, then cut it with a spatula, which has the following shape:
Sit acutum a parte una, non acutum a parte altera.	Be sharp on one side, not sharp on the other.
Et postquam incidis amigdalam unam, incide alteram secundum hanc eandem speciem incisionis.	And after you have cut one amygdule, cut the other one according to this same form of cutting.
Deinde post incisionem gargarizet infirmus cum aqua frigida, aut cum aceto et aqua.	Then after the cutting, the patient should gargle with cold water, or with vinegar and water.
Si autem accidat ei fluxus sanguinis, gargarizet cum aqua in qua bulliti sunt cortices granatorum: aut folia myrti, et similia illis ex stipticis, donec abscindatur fluxus sanguinis: deinde cura ipsum, donec sanetur.	But if a bleeding occurs, he should gargle with water in which pomegranate rinds have been boiled: or with myrtle leaves and similar things from styptics, until the flow of blood ceases: then take care of him until he is healed.
Et quandoque nascuntur in gutture apostemata alia, praeter amigdalas duas.	And sometimes other apostemas are born in the throat, besides the two tonsils.
Incide ergo ea secundum quod dixi in incisione duarum amigdalarum aequaliter.	Cut them therefore according to what I said about cutting the two tonsils equally.
Et ego quidem iam medicatus fui mulierem ex apostemate, quod natum erat inter guttur eius, quod trahebat ad fuscedinem, pauci sensus, quod iam fere clauserat guttur: et mulier respirabat a meatu stricto, et iam prohibuerat ei comestionem, et potum aquae: et iam peruenerat ad mortem, si remansisset uno die, aut duobus diebus.	And I myself was already treated for a woman suffering from an abscess that had developed between her throat and the chin, which pulled towards disfigurement, with few sensations, because it had almost closed off her throat: and the woman was breathing through a narrow passage, and had now forbidden her food and drink of water: and she had reached death's door if left for one or two days.
Et apostema tantum ascenderat, quod emiserat duos ramos, donec exierant super duo foramina nasi.	And the abscess had risen so far that it had discharged two branches until they emerged above two nostril openings.
Properaui ergo festinanter, et fixi in unum eorum uncinum.	I therefore hastened and fixed one of them with a hook.
Deinde traxi ipsum, et tracta ex eo est portio magna.	Then I pulled it out and removed a large portion from it.
Deinde abscidi eam, ubi comprehendi ex foramine nasi.	Then I cut it off where it was grasped through the nostril opening.
Deinde feci illud ei quod processit ex foramine nasi altero.	Then I did that to her which had protruded from the other nostril opening.
Deinde aperui os eius, et pressi linguam eius: et postea fixi uncinum in ipsum apostema: deinde abscidi ex eo partem eius, et non cucurrit ex eo nisi sanguis paucus: absolutum est ergo guttur mulieris, et incepit statim bibere aquam, deinde accepit ex cibo.	Then I opened her mouth and pressed her tongue; and afterwards I fixed the hook into the abscess; then I cut off a part from it, and only a small amount of blood flowed out: thus the woman's throat was cleared, and she began to drink water immediately, then received food.
Non ergo cessaui incidere ex illo apostemate multotiens tempore longo: et apostema succedebat loco eius quod incidebam, donec prolongatum est nimis et cum ea illud.	So I did not cease to cut into that abscess many times over a long period of time; and the abscess succeeded in the place where I was cutting, until it was prolonged too far with it.
Ingeniaui ergo, et cauterizaui apostema inter guttur.	I therefore applied and cauterized the abscess between her throat.
Stetit ergo ab additione: deinde ambulaui a parte, et non sciui quid fecit Deus cum ea post me.	It then ceased to increase: afterwards I walked away from it, and did not know what God had done with her after me.
¶ De incisione apostematis uuulae.	Chapter on the cutting of a uvular abscess.
Caput XXXVII.	Chapter 37.
Quando descendit catarrus ad uuulam, et apostematur, et est long: tunc ipsa nominatur perpendicularis: et si est in inferiori parte grossa, rotunda, tunc ipsa nominatur uua.	When the catarrh descends to the uvula and abscesses, and is long: then it is called perpendicular; and if it is in the lower part thick, round: then it is called uvula.
Quando curatur cum eo quod diximus in diuisione, et non confert curatio: et uides quod apostema calidum quieuit ab ea, et est subtilis: tunc oportet ut incidas eam.	When it is cured with what we have said in the division, and the cure does not agree: and you see that the abscess has cooled down from it and becomes fine: then it is necessary to cut into it.
Et quae ex ea est aggregata rotunda, et non est ei longitudo, et est sanguinea, aut fusci coloris, aut nigri, et non est ei sensus: tunc oportet ut deuites incisionem eius.	And what is attached to it being round, and it has no length, and is blood-red or dark-colored or black, and has no sensation: then one should make an incision on it.
In ea enim est timor super infirmum.	For there is fear in her over the weak.
Oportet ergo quando uides eam secundum modum quem dixi ex albedine, et longitudine sua, ut facias sedere infirmum coram sole: et premas linguam eius cum instrumento, cuius praecessit narratio: deinde fige uncinum in uuam, et trahe eam inferius: et incide eam cum uno duorum instrumentorum quae dixi in incisione duarum amigdalarum.	Therefore, when you see her according to the manner I said from whiteness and length, make the weak person sit before the sun: and press his tongue with the instrument whose narration preceded: then place a hook in it, and pull her down below: and cut her with one of the two instruments which I mentioned for cutting both amigdalar.
Et oportet ut non incidas ex ea, nisi illud quod additur super naturalem terminum sine additione.	And it is necessary that you do not cut from there unless what is added is above the natural limit without addition.
Nam si tu incidis ex ea plus, laedes uocem et sermonem.	For if you cut too much from there, you will harm the voice and speech.
Deinde post incisionem utere eo quod narrauimus in incisione duarum amigdalarum: et cura eam, donec sanetur.	Then after the incision, use what we narrated for cutting both amigdalas: and take care of her until she is healed.
Si autem terretur infirmus ab incisione: tunc oportet ut utaris ingenio in cauterizatione eius absque timore et pauore.	But if the patient is terrified by the incision, then you should use your skill in cauterizing him without fear and dread.
Et modus cauterii in ea non est, nisi cum aqua acuta: et est, ut ponas caput infirmi in sinu tuo.	And the method of cauterization there is not, unless with sharp water: and it is, as you put the patient's head in your arm.
Deinde preme linguam eius cum instrumento quod diximus.	Then press his tongue with the instrument we mentioned.
Deinde accipe ex aqua quam dixi tibi in capitulo cauterizandi, et confice cum ea calcem non extinctam, et pone eam non spissam, neque subtilem, et imple ex ea concauitatem huius instrumenti, cuius haec est forma.	Then take the water which I mentioned to you in the chapter on cauterizing, and fill with it a burnt hoof not extinguished, and put it not dense, nor thin, and fill from it the concavity of this instrument, whose shape is this.
Sit extremitati eius in qua ponitur medicina concauitas, sicut concauitas cochlearis radii.	Let its extremity be at the end where the medicine is placed, like the concavity of the ear canal of the radius.
Et pone instrumentum cum medicina super uuulam ipsam: et infirmus sit iacens super latus suum, ut currat saliua ex ore eius ex intrinseca medicina, ut non descendat ex ea ad guttur ipsius aliquid, et laedat ipsum.	And put the instrument with medicine on the same uvula: and let the patient lie down on his side, so that the saliva may flow from his mouth internally through the medicine, so that nothing from it descends to his throat and harms him.
Deinde tene manum tuam cum medicina.	Then take your hand with medicine.
Et tu ex primas eam super uuulam quantitate medietatis horae, donec uideas eam iam denigratam, et sedatam mordicationem medicinae.	And you place it on the wound as much as a quarter of an hour, until you see it is already healed and the pungency of medicine is quieted.
Et si uis ut accipias cotum, et inuoluas ipsum super extremitatem radii, et infundas cotum cum medicina, et intromittas radium cum coto in cannulam desuper, donec adhaereat cotum super uuulam.	And if you wish to take a ligature, and wrap it around the end of the radius, and pour medicine onto the ligature, and insert the radius with the ligature into the canal above, until the ligature adheres to the wound.
Fac illud multotiens, donec consequaris quod uis de cauterizatione uuae.	Do that many times, until you achieve what you want from the cauterization of the wound.
Deinde dimitte eam: ipsa namque arescit et cadit post tres dies, aut quatuor.	Then let it go: for it indeed dries up and falls off after three days, or four.
Quod si indiges ut iteres medicinam, itera ipsam: et post cauterizationem absterge in circumitu uuae cum coto imbibito in butyro, et mundifica cum eo quod est in circumitu eius ex medicina: et colluatur cum aqua frigida.	What if you need to repeat the medicine, repeat it: and after cauterization, wash around the wound with a soaked ligature dipped in butter, and cleanse with what is on its circumference from the medicine: and anoint with cold water.
Et curetur extrinsecus cum embrocis, et deintus cum gargarismis, donec sanetur.	And treat it externally with ointments, and internally with gargles, until it heals.
Haec ergo species curationis est salubrior incisione et longinquior a timore.	Therefore this mode of treatment is more wholesome by an incision and longer in removing fear.
Et quandoque curatur uuula etiam cum eo quod est subtilius quam cauterium et incisio: curatur enim cum suffumigatione, secundum hunc modum.	And sometimes the wound is also cured by something that is finer than caustic and incision: it is cured with fumigation, in this way.
Sume calamentum, et hyssopum, et origanum, et rutam, et sseah, et chamomillam, et abrotanum, et similia eis ex herbis: et aggrega ea omnia, aut quaedam eorum in olla, et submergantur cum aceto, et bulliant: et olla sit lutata cum luto decenter: et sit in medio ollae foramen, super quod componatur instrumentum concauum secundum hunc modum.	Take calament, and hyssop, and origanum, and rue, and sseah, and chamomile, and abrotanum, and similar herbs to these: and gather all of them together, or some of them in a pot, and submerge them with vinegar, and let them boil: and the pot should be coated with clay well: and there should be a hole in the middle of the pot, above which an instrument will be placed according to this method.
Fiat ex argento, aut aere: et intromittatur extremitas, in qua est granatum, in os infirmi, donec ascendat uapor ad uuulam super cannulam, donec obscuretur uuula multum.	Make it from silver or bronze: and insert the end, where there is a berry, into the mouth of the patient, until the vapor ascends to the wound above the canal, until the wound becomes very dark.
Deinde itera super ipsam multotiens, donec arescat.	Then iterate over her many times until she is relieved.
Et caue, ne facias hanc curationem in principio aduentus apostematis.	And beware, lest you perform this treatment at the beginning of an apostematic arrival.
Plaerumque enim addit in apostemate: et non oportet ut facias illud nisi apud declinationem apostematis eius calidi.	For it often adds to an apostema: and it is not necessary for you to do that unless upon the decline of his apostema's heat.
Si autem non est praesens tibi hoc instrumentum, tunc accipe cannam, et compone in extremitate eius corticem oui: ut non comburatur os infirmi: quoniam cortex oui prohibet uaporem comburere os: et haec est ex bona curatione cum salute.	But if this instrument is not present to you, then take a reed and compose its bark at the extremity of it, so that the sick person's mouth is not burned; because the reed's bark prevents vapor from burning the mouth: and this is good treatment with salvation.
¶ De extractione spinarum, et ossium de gula.	On the Extraction of Thorns and Bones from the Throat.
Caput XXXVIII.	Chapter 38.
Multotiens adhaeret in gutture os, aut spina piscis, aut aliud.	A bone or a fish spine often adheres to the throat many times.
Oportet ergo ut extrahas quod ex eis est apparens super quod cadit uisus, postquam premis linguam cum instrumento apud solem, et declaratur tibi quod est in gutture.	Therefore, you must remove what appears to be on top of it and falls into view, after pressing the tongue with an instrument under the sun, and it will be revealed to you what is in the throat.
Et quod non apparet tibi et occultatur in gutture, oportet ut facias uomere infirmum antequam digeratur cibus in stomacho.	And what does not appear to you and is hidden in the throat, you must make the sick person vomit before food is digested in the stomach.
Fortasse enim egredietur res annexa per uomitum.	Perhaps indeed something attached will come out through vomiting.
Aut deglutiat infirmus frustum napi, aut radicem lactucae, aut deglutiat buccellam panis sicci: aut accipiat frustum spongiae marinae siccae lenis: et liga ipsum in filo, deinde deglutiat ipsum.	Or the sick person swallows a piece of cress, or a root of lettuce, or swallows a dry biscuit: or takes a piece of dried sea sponge, and binds it with thread, then swallows it.
Cum ergo peruenit ad locum ubi sunt spinae, aut os, et extrahitur, tunc egreditur.	When therefore he arrives at the place where the spines or bone are, and is extracted, then it will come out.
Si ergo non egreditur cum eo quod diximus: tunc utere instrumento ex plumbo secundum hanc formam.	If therefore it does not come out with what we said: then use a lead instrument in this shape.
Sit grossius quam Radius parumper, et in extremitate eius sit curuitas, quam intromittat in guttur suum cum facilitate: et ipse habeat caput suum eleuatum sursum.	Let it be a roughness greater than a radius for a little bit, and at the end of it let there be a curvature which he inserts into his own throat with ease: and he should have his head lifted upwards.
Et caueat a tactu suae epiglotis, ut non accidat ei tussis, et impellat cum eo os, aut spinam, aut intromittat ipsum medicus manu sua.	And let him beware of touching his epiglottis, lest he be seized by a cough, and let the doctor push with him, or the bone, or introduce himself with his own hand.
Verum quod infirmus intromittat, hoc est melius: propter scientiam suam de loco rei annexae: et impellat inferius, aut trahat manum suam cum instrumento sursum, totum illud secundum quantitatem quae praeparatur ei, donec egrediatur.	But if the patient introduces himself, this is better: on account of his knowledge of the location of the attached thing; and let him push downwards or draw his hand upwards with an instrument, all according to the quantity which is prepared for him, until he emerges.
¶ De extractione Sanguisugae.	Of the Extraction of the Leech.
Caput XXXIX.	Chapter 39.
Quando medicatur sanguisuga cum eo quod dixi in diuisione ex curatione cum medicinis, et non confert, tunc considera in gutture infirmi coram sole, siue apud solem postquam premis linguam eius cum instrumento quod narraui tibi.	When the leech is treated with what I said about cures with medicines and does not concur, then look at the patient's throat before the sun or behind it after you have pressed his tongue with the instrument that I told you about.
Si ergo cadit uisus tuus super sanguisugam, extrahe eam cum uncino paruo, aut cum gesti subtilibus decenter.	If then your sight falls on the leech, remove it with a small hook or with gentle and subtle gestures.
Quod si non est possibile cum eis: tunc accipe cannulam concauam, et intromitte eam in guttur infirmi usque prope guttur: deinde intromitte in concauitatem cannulae ferrum ignitum cum igne.	What if it is not possible with these: then take a hollow reed and insert it into the patient's throat up to the throat; then insert the heated iron rod from the fire into the hollow of the reed.
Fac illud multotiens: et abstineat infirmus ab aqua tota die.	Do that many times: and let the patient abstain from water all day.
Deinde accipiat uitreatam plenam aqua frigida, et aperiat os eius in ea: et colluat os suum cum ea, et non deglutiat ex ea aliquid: et moueat aquam una hora post aliam cum manu sua.	Then let him take a full bladder of cold water and open his mouth into it; and let him moisten his mouth with it, and not swallow anything from it: and let him move the water one hour after another with his own hand.
Sanguisuga enim ilico cum sentit aquam cadit.	For the leech immediately falls when it feels the water.
Si autem non egreditur cum eo quod narrauimus, tunc suffumiga infirmum cum cimicibus, aut cum asa cum instrumento quod narraui in suffumigatione uuulae.	If however it does not emerge with what we narrated, then fumigate the patient with fleas or with a feather using the instrument that I told you about for fumigating the uvula.
Fac illud multotiens, quoniam ipsa cadet.	Do that many times, because it will fall.
Et modus operationis in suffumigatione est, ut accipias ollam, in qua sint prunae uiuae cum igne: et olla sit cooperta cum coopertorio, in cuius medio sit foramen: et componatur in illo foramine extremitas instrumenti.	And the method of operation in fumigating is that you take a pot, in which are alive prunes with fire; and the pot is covered with a lid, in whose middle is an opening; and it should be composed in that opening at the end of the instrument.
Deinde proiice suffumigationem, et ponat infirmus os suum in extremitate cannulae, et claudat os suum, ut non egrediatur suffumigatio, donec scias quod suffumigatio iam peruenit ad sanguisugam.	Then place a suffumigation and let the patient put his mouth at the end of the cannula and close his mouth so that the suffumigation does not go out until you know that the suffumigation has reached the blood-sucking place.
Nam sanguisuga statim cadet.	For the blood-sucking place will immediately fall.
Quod si non cadit, tunc itera suffumigationem multotiens.	But if it does not fall, then repeat the suffumigation many times.
Et toleret infirmus sitim, et comedat salsa, et allia, et non bibat aquam.	And let the patient endure thirst, and eat salted foods, and others, but not drink water.
Necesse est ergo ut egrediatur cum hoc regimine.	Therefore it is necessary for him to go out with this regimen.
Et haec est forma instrumenti cum quo extrahitur sanguisuga ex gutture, quando cadit super ipsam uisus.	And this is the form of the instrument with which the blood-sucking place is extracted from the throat when it falls on its surface.
Est simile forcipibus, sicut uides: nisi quia est ei haee curuitas quae intromittitur ad guttur.	It resembles forceps, as you see: except that it has this curvature which is inserted into the throat.
Et extremitas eius similis ori auis quae nominatur ciconia, in quo est asperitas limae: quando comprehendit aliquid, non dimittit ipsum omnino.	And its end is similar to the beak of a bird called a stork, in which there is a roughness like a file: when it grasps something, it does not let go entirely.
