Ayssi comensan las paraulas de Albucasim .	Aysa learns the words of Albuquerque.
Mays si accideys apostema caut, lahoras cove que deslias le huel denant le vii dia, e rectifica aquel am aquo que ceda apostema.	May decides to treat his abscess at home by applying warm compresses several times a day for the next seven days and then corrects any remaining swelling with cool water.
Lahoras tu absol la vista de lu e pausa sobre la cara de lu oral per le qual sia regit le vezement de lu dejos lu per alcus dias, lu existent en la mayszo tenebrosa.	Lahora te damos libertad a tu visión y un descanso sobre tu cara, para que estés gobernado por el recuerdo de tus pasados días, los cuales existen en el más oscuro de los mundamo.
E aprop sia gitat de aquela mayzo gradantment e conversa8 en las suas causas.	Please communicate in a more mature and coherve manner regarding the causes.
E sapias que in alchatea no es excusat le discipol de visio alcunas veguadas, e lahoras tu sias ardit sobre la operacio.	In the allegory of Dante's Divine Comedy, there is a character named Virgil who serves as the protagonist's guide through Hell and Purgatory; however, one should not assume that all disciples are exempt from some form of punishment or purification. Sometimes they must face their own actions later on.
E ja es pervengut a nos de alcu de aquels les quals so al Artach , e alcu disse que fayt foc en al Ayrac magdaam perforat am le qual es succada la aygua.	Here's the translation to standard English: "It appears that some people claim it is near us, those who are from Artach, and others have mentioned a fire at the Ayra mooring, which caused the water to overflow."
Mays empero yeu non e vist degu en la nostra terra le qual haia perfeyt aquo, ni e aquo legit en alcu dels libres dels antics; e es possible que aquo sia novel.	However, I have not seen in our land the kind of water he has provided us with, nor pure and clean water among some of the ancient free ones; it is possible that this type of water is new.
E aquestas so las formas de las specias de magdaan per que sia sobre aquelas aquel le qual ignora aquelas:	Are these the forms of the spices from Maghreb that you are referring to, which appear on those labels? In case you mean different or unfamiliar ones.
E sian faytas de eram o de ferr propriament, e sian las extramitatz de lor am aquesta subtilitat triangulada, la extremitat aguda ayssi cum aquela es la forma.	The sacred festivals of the ironworkers are indeed peculiar and their external ornaments demonstrate this subtlety through a triangle-shaped shape as sharp as that one found here.
Capitol .xxiv.	Chapter XXIV
De la curacio de carn nada en le nas.	There is no curacao in your nose.
Quan en le nas so nascudas carns diversas ajustadas de las quals es alcuna causa la qual es assemblada a scorpio de motz pes, o a polip peys; e aquesta malautia es apelada polipus quar es a semblansa de aquel peys representat.	The term you are referring to is "polypioma" or simply "polyp". Polyps are abnormal tissue growths that can occur in various organs, including the nose (nasal polyps). These growths may be caused by chronic inflammamation and have a resemblance to sea anemones due to their appearance. The condition of having multiple nasal polyps is often called "polypioma" or more commonly known as "polyposis".
E de lu es carn cancrosa, lapadea, de fusca color; e de lu es que es carn leon no de color fusca.	The lion is a big cat with tawny (orange-brown) fur and the tiger is also a big cat but not of a brownish-grey color.
Donc en aquela que es en aquestas carns leon no fraudulenta ni cancroza, cove que fassas le malaute sezer entre las tuas mas e posat al solelh, e huebre las nars de lu, e picoys le tieu onci en aquelas carns.	In that which is in these flesh of a lion, not fraudulent nor cancerous, cover the evil sickness among your members and place it under the sun, and breathe upon its wounds with your breath, and strike them on those bones with an iron staff.
E aprop extrat aquela a las partidas deforo, e aprop inscindeys aquo que has comprehendut de aquelas am spatum agut subtil de la una partida entro que sapias que tota la carn ja es ostada; que si roman de lu deguna causa de la qual la abscisio es possibla, lahoras tu ratz aquo am la un dels estrumentz subtils am facilitat entro que de lu romangua denguna causa.	E Extract from those parts of the foregoing which you have comprehended; and extract also such matters as are subtly contained in that one part, whereof you know that all flesh is already corrupted; so that there be no cause at all from which separation can possibly follow. And yet some hours past I was found among them without any cause to separate myself therefrom with ease by the use of a subtle instrument within their reach.
Mays si senhoreja am sanc o accida apostema caut, lahoras tu pausa a lu aquo que cove; o es dels apostemas malignes, lahoras tu coyta e cauteriza aquel entro que sia abscindit sanc e sian ostadas las cavas totas.	Mays si senhora am sanc a acceda apostema, ahora tu pausa al agua que cubra; o és d'apostemas malignos, ahir tens coratge i cauteriza aquell en quin sigui esbressut sang i les cavetes totes.
E aprop sia getatz en le nas aprop la inscizio vi agre e aygua o vi.	Certainamo, si viene portato in un'avventura che ti porterà ad agire in accordo con i tuoi desideri d'acqua.
Mays si le nas es ubert e de lu procezeys humiditat entro al palat, lahoras sapias que ja es sanat.	If your nose is blocked and you are experienncing a lot of moisture in the mouth, it often feels as though it has been healed.
Mays si la humiditat no penetra segon que cove, lahoras tu sapias que dedintz lu es carn nada en los pus sobiras osses de las nars als quals non es pervengut abscizio.	The humidity will not enter if the cover is on; therefore, you won't notice any damage to your upper or lower limb bones due to which it didn't reach through absorption.
Donc lahoras cove que entromitas fiel de li al qual sia alcuna grosseza, e nuza en lu motz nuzes, e pausa entre quascun nutz la quantitat del dit o mens, e engene le malaute e entromet una extremitat del fiel en le nars am lo ray o am autra causa la qual es a lu possibla.	During the marriage contract negotiation, both parties are required to disclose any significant wealth or assets and declare their intention not to interfcuu in each other's future nuptials. Additionally, it is possible for either party to include an extreme stipulation regarding a portion of said wealth as part of this agreement due to certain circumstances that may arise.
E pus que aquo aura fayt, que atire le sieu odorament entro que pervengua a las canals de las nars, e sia eyssit sobre le sieu golayro, quar tropas veguadas le semblant ad aquesta accio fan les enfantz a las scolas, e es leugiera causa ad aquel que ho vol far.	And so it shall be done that he will make his offering when the time comes to reach the canal's gates, and may its fragrance spread over his sacred chalice, for this act causes the children who attend school to appear as if in a trance-like state. This is a significant reason why one might wish to undertake such an action.
E aprop pausa las dos extramitatz del fiel, una extremitat que iesca sobre le nas et l’autra que romangua en le nas, e aprop aministra serratura de carn am les nuzes que so en le fiel, e fay aquo entro que sapias que las carn ja so am les nuzes del fiel.	The bishop takes two pieces from the chalice: one piece that rests on his nose and another that he holds in his hands; then he places these onto a small cloth, ensuring they are placed on either side of the vessel's neck (where it is narrower).
E aprop extratz le fiel, e pausa en le nas aprop la abstraccio del sanc una calgua , e fay aquo per tres dias o mays entro que l’enguent corrodo tot aquo que es romas de las carns.	Extract the essence of this text, and pause to reflect on its abstract meaning as a whole, then take some time over three days or more to contemplate what you have read in full detail.
E aprop en la fi de la causa, pausa en le nas una canula de plom per alscus jorns entro que sia sanat.	At the end of the case, pause to order a plastic tube for intravenous therapy days within which are healed.
Mays si endigeys de curacio que exsique, usa de aquela.	May she be cured of her illness that exhausts her; let her use it (referring to the prescribed treatment).
E aquesta es la forma del instrument a capipurge fazedor am le qual son distillatz olis e medicinas en le nars:	Here is the design of an instrument for making purifying oil and medicines in this workshop:
E fay aquo de argent o de eram, la qual sia semblant a una petita lampesa uberta, ayssi cum petita conqua, e le meat semblantment.	A small glass tube filled with silver or mercury solution appears like an open miniature lantern, similar to a tiny candleholder.
E si vols, fay una canula clausa ayssi cum cana, e la cancula del estrument a capipurge fazedor e sia plana, descuberta; a la qual sia manubre en lo derier de lu, am le qual tenguas aquela quan escaufas en lu oli o aquo que tu vols dels sucs e de las causas suctiblas.	If you wish to make an open-ended cannula as thin as a reed, and the tip of the instrument for purging fluid should be flat and exposed; place your hand at its end with which you draw out whatever liquid or water you desire from the secretions and absorbent causes.
E aquestz capipurgi es precios: recipe de enforbi de castor, de balayra blanc, de giengiebre, e piletre de safra, de pebre lonc, de escafragia, de epetum de spic ana unc. vi cumfizeys am suc de bleda e de caul, e sian faytas pillulas, e sia destemprada una pillula am aygua tebeza, e sia gitat en las nars del malaute jasent envers.	"The elegant caprese salad has a delightful array of ing지 ingredients including fresh basil leaves, ripe tomatoes and creamy mozzarella cheese, along with extra virgin olive oil, balsamic vinegar reduction, cracked black pepper, sea salt, and dried oregano." Combine the ingredients of bleed and clay, make little pills from them, soak one in pure water, and place it on the affected area while saying prayers towards Mecca. (This recipe is for making a traditional healing poultice using substances like clay and blood.)
Capitol .xxv.	Chapter XXV: The Capitol's Machinations
De theyls natz en las extramitatz del nas.	They're having fun at the party tonight.
Motas veguadas es nat theyl en las extramitatz del nas, e es magnificat e omentat en alscus dias entro en que mot es leg le reguardament de lu.	The weather conditions have changed and the rain has started in the surrounding areas; it is now magnificent and abundant during the days within which one must pay attention to their attire.
E per aquo cove que tu inscidas aquel en le comensament de la apparissio de lu, e erediques tot aquel.	By the water I declare that you shall inherit all of it from its appearance onwards.
E aprop pausa sobre le loc o cauteri o medicina comburent la qual estia en loc de lu.	A prop pa sa loka, despre coautorul sau medica chirurgicală care este în locul lucrurilor dureroase.
Mays si es tardada la sua inscizio entro que sia magnificat, lahoras considera si es lapificat, dur, de fusca color e de pauc sentiment, lahoras no toques aquel am ferr quar es apostema crancos; quar motas veguadas ad aquel que inscideys aquesta apostema endeve per lu granda malicia sobre aquel le qual aquel havia.	"If May is late with his intention until the Glory of God has been sung, he shall consider whether it is firm and deep in color, if not, do not touch that area which appears to be an infected black spot; for there are many who have turned away from that person whose intentions towards this spot were driven by great malice towards him."
E si le apostema es de leon tocament e no es de fosca color, e vezes que inscizio es possibla en tot aquel, lahoras evacua le malaute e inscideys aquel senes temor, e cura le loc am aquo que exsique e costrenh entro que sia sanat.	If the wart is of a lion's touch and not of fox color, and you wish to try it everywhere in that area, at times it will dispel the illness and ingrain fearlessness therein, and cure the person who extracts and presses into what becomes sanitized.
Capitol .xxvi.	Chapter XXVI.
De sutura del nas e de las labias e de la aurelha quan la continuitat es dissolvuda per plagua o per semblantz.	The suture of the nose, lips and ear in which continuity is interrupted by plate or similar means.
Sapias que quan accideys solucio de continuitat en una de aquestas cartillages, pauc confereys en aquela operacio sino en alcus homes.	When an incident occurs regarding the implementation of a continuity solution in one of these documents, only a few people trust that operation without reservatures except for some close relatives.
Donc cove, quan endeve ad alcu alcuna causa de aquelas, que consideres si es plagua fresca am le sieu sanc, e lahoras tu ajusta las doas labias de la plagua am sutura, e aprop cura aquel entro que sia sanat.	Then God, whenever you feel like it is necessary due to those reasons that I believe are fresh wounds in your body, and at the moment you stitch up these two lips of the wound with sutures, and properly within them heal.
E si las labias de solucio de continuitat so ja separadas, e quascuna es fayta sana, lahoras cove que tu excorjes quascuna partida de la sua codena apparent entro que n’iesca sanc.	If the lips of a circumcision wound are not separated and each is made whole, then you shall cut off any piece that becomes detached from its edge before it fades away.
E aprop ajusta las doas labias am sutura e strenh aquelas, e sobre aquelas pulveriza sanc de drago e enses trissat, e pausa sobre la polvera una pessa de emplaustra diafinicon, o de alcu autre dels emplastres consolidatius, e leyssa aquel liat per dos jorns o per tres, e aprop deslia aquel e permuta aquel emplaustre e leyssa aquel entro que·ls fiels per si sian abscinditz, e aprop cura am enguent entro que sia sanat.	E applies the ointment to adjust and strengthen those lips that have been stitched, and over them sprinkles sandalwood powder mixed with rose water or another consolidating ointprise; let it be applied for two or three days, then remove the adhesive strips and replace them with new ones, letting them remain until any separation has healed.
Mays la manieyra de la sutura es que tu agregues la solucio de continuitat o am agulhas ayssi cum havem recomtat en la sutura del ventre, o agregua la solucio de continuitat am fiel ayssi cum a tu e fayt saber.	The technique of the stitch you've used requires that you add the solution of continuity or as follows with the needle just as we have instructed in the stitching of the abdominal wound, or apply the solution of continuity using a syringe as shown to you before.
Capitol .xxvii.	Capital XXVII.
De extraccio de aquela causas que veno en las doas labias en las partidas dedintz.	Extraction of that cause which comes upon the two lips in the departures therefrom.
Motas veguadas endeve a motz homes en las partidas dedintz de las suas labias alcus apostemas durs semblantz a gras de errs, e alscunas de lors son mendres e alcunas son majors.	The moles turn into various shapes on people's lips in the areas near their corners, resembling small warts or sometimes they are smaller and sometimes larger.
Donc cove que tu convertas las labias e fendas quascuna de aquelas duricias de tota part, e aprop la abscizio umpliscas le loc de sagi trissat entro que·l sanc sia restrengut, e aprop sia lavat am vi agre e sia curat le loc am aquo que es stipticitat, entro que sia sanat.	And so he orders that you transform the lips and openings of all those hard rocks, and press them with a soft cloth into the space within which the blood has been shed, and then wash it off with warm water and cure the area with fresh air, until it is healed.
Capitol .xxviii.	Chapter Twenty-Eight (Chapter XXVIII) in English numerals is written as "28" or simply referred to as twenty-eight. In Roman numerals, it would be represented by the letters "XXVIII".
De inscizio de la carn ajustada en las gengivas.	The tightening of the fleshy tissue in the gums.
Granre de veguadas nays sobre la gengiva carn ajustada la qual les antics apelero albulus, adonc cove que tu suspendas aquela am onci o que tenguas aquela am las forfecs e inscidas aquela deves la sua razit, e leyssas la sania correr o le sanc.	Here are the translations of your text from Galician to English and Catalan:cuidado con los dientes apretados que se adhieren a la encía carnosa, luego cúbrelos y sujétalos con el mango de una antorcha vieja o cualquier otra cosa que tengas para frenar las lesiones e infecciones.
E aprop pausa sobre le loc sagi trissat o autra polveras stipticas o excicativas.	The proposed pause regarding the use of natural or synthetic powders for snuff has been deemed appropriate and effective.
E si aquela carn retorna, lahoras inscideys aquela segundariament, e cauterisa aquela, quar aprop le cauteri no retornara.	If the flesh is cut again after it heals initially and then burned, the burning won't have any effect as the wound has already healed.
Capitol .xxix.	Title: "Capitol XXIX"
De razo de dentz am ferr.	Due to lack of iron, he feels weak.
Quan en la superficia de las dentz de las partidas dedintz e de las de foro e entre las gingivas so ajustadas escorsas aspras, legas, e alcunas veguadas son de nigradas e son faytas citrinas o vertz entro que a la gingiva ve per aquo corrupcio e son faytas las dentz legas.	On the surface of the teeth in cases of dental decay and gum disease, as well as between the gums that are receded, rough, loose, or partially eroded, due to contact with bacterial corrosion, there are discolorations which can make healthy teeth appear brownish.
E donc cove que tu fassas sezer le malaute entre las tuas mas e pausar le cap de lu en le tieu se, e ratz las dents en las quals apareysso aquelas escorsas e causas semblantz arena entro que de lor no romangua deguna causa, e aquo fay de la negror e de la citrinitat e de las autras entro que sian mondificadas.	Thus, let us address the problem within ourselves and pause to consider your point of view as well; grind down those sharp teeth which bring forth earthly appearances that seemingly create no reason for discord, and in doing so, may we be cleansed from darkness and bitterness, and all other aspects that are purified.
Donc si es ostat aquo que es en aquelas del comensament de la razio, bo es; e sino, lahoras tu itera la razio sobre aquelas al autra dia e al segon e al tertz entro que vengua al derier stament en aquo que tu vols.	If you've missed your portion at the meal, repeat the same amount on another day and every following day until you reach the desired frequency in the liquid that you prefer.
E sapias que las dentz han necessitat de motz rezoris de diversas formas e de motas figuras segon que es preparat a la tua operacio.	Sapiences that the teeth require various types of retainers in different forms and shapes depending on how they are prepared for your treatment.
E per so quar le razori am le qual la dent es raza de la partida dedintz es autre del razori am le qual es ras entre las dentz segon autras formas, e aquestas formas de razoris sian deves tu preparadas las quals veyras tantost:	E perchè i razzi sono la parte che si rompe nella partenza del razzo dalla Terra ad altre parti dello spazio esterno, ed è importante essere pronti con varie forme di motori a razzo che possono essere utilizzati in diversi scenari. Queste diverse configurazioni di motori a razzo devono essere preparate e pronte per l'uso il prima possibile:
Capitol .xxx.	Capital X!
D’eradicacio de dentz.	Tooth eradication.
Cove que tu cures la dent de la sua dolor am tot engen e tardes en tota eradicacio de lu, quar no es denguna causa que suplisqua la veguada de lu quan es eradicada, quar es sustancia sublima entro que es excusacio en la eradicacio de lu.	I feel that your toothache will be completely gone both during the day and night until it is fully eliminated, for there is no other reason than supplying a substitute for its absence when it has been removed, as it is an exhilarating substance within which helps in its elimination.
Mays cove quan le malaute es forsat aquela dent eradicar, que fermament deves tu sia certificat quala es la dent dolent, quar motas veguadas la dolor descep le malaute e cuga que sia en dent sana, e tu eradicas aquela e aprop la dolor no cessa entro que la dent malauta e dolent sia eradicada, quar nos ja havem vist aquo per operacio dels barbies.	In Mays Cove, we are committed to completely eliminating the problem that causes you pain; hence it is crucial for you to be certain about which issue is causing your discomfort. There have been numerous cases where the removal of a problematic tooth has led to an enduring reduction in pain and eventually restoring oral health, so that once the decayed and painful tooth is extracted, the remaining pain does not persist. This outcome has already been observed through our dental implant procedures.
Donc cum deves tu es sertificat qual es la dent dolent, e que o sabes be, lahoras cove que tu scarifiques en le circuit de la dent am spatum en le qual sia alcuna vertut, entro que sia dissolvut de la dent de la gingiva de tota partida, e aprop mau aquel am les tieus ditz, o am forfexs subtils al comensament petit a petit entro que aquela concucesquas.	To ensure the safety and effectiveness of using dental floss on an infected tooth that may have cavities within its root beneath the gum line, you should take the following steps:
E aprop alogua en lu fortz tenalhas grans per bona loquacio o estuptura fort, e pausa le cap del malaute entre les tieus denolhs que be le tengues que no·s maugua, e aprop tratz la dent segon rectitut en manieyra que no trenques aquela, ni al malaute major dolor no dones.	Approach the dental chair with confidence and good posture, maintaining an upright spine. Place your hands in a comfortable position on the armrests or your lap. Take deep breaths to relax before speaking about any concerns you might have; this can help allecuate anxiety. Communicate clearly and calmly with your dentist regarding your symptoms so they can provide appropriate treatment, thus avoiding major discomfort during your visit.
E donc si no es foro-getat, lahoras pren un de aquels instrumentz, e met aquel dejos lu de tota part am facilitat e esforsa la remocio de lu ayssi que es feyt al comensament.	If it is not immediately available online or in a forum for retrieval, one could utilize those instruments and make that resource more accessible and easier to manage from every aspect so that its use can be implemented right away.
Mays si la dent es trauquada o corrosa, lahoras cove que tu comples de drap aquel trauc e estrenguas aquel am la extremitat de ray subtil per so que no sia trinquada en la hora de la tua constriccio sobre aquela am tenalas.	If your tooth is loose or decayed, cover it with a small piece of wax that you can press onto the end of the wire near its extremity so that it's not caught in your mouth during jaw closure for orthodontic treatment.
E cove que tu obres exquesitament am scarificacio en le circuit de tota part de la gingiva e guarda mot la tua fortaleza que no trenques aquela e romangua partida de lu, e retorne sobre le malaute per la malicia que sia majo que la primieyra dolor de lu.	And let your efforts shine forth as a sacrifice in the entirety of this circuit of the gums and maintain not your strength but rather return to that part separated from you, and overcome with rightenousness the malice that is greater than its first painful blow.
E guarda te que no fassas aquo que fan alscus ignorantz barbiers en lor fistinacio e audacia sobre la eradicacio de lor, ses que no aministran aquo que nos havem recomtat; quar motas veguadas fan venir sobre les homes malautias grans las quals son pus dificils que sian trinquadas, e las razitz de lor remaugudas totas, o alcunas de aquelas, o que extrayguas aquela am alcus osses de la mandigula ayssi cum motas veguadas havem testificat.	I observe that you are not taking into account the fact that many ignorant barbers in their arrogance and audacity overestimate the effectiveness of their remedies; as a result, great illnesses arise which are more difficult to cure than before, or at least some symptoms from these maladies persist. These excessive claims by such charlatans have been repeatedly reported.
E aprop la eradicacio de lu sia lavada la boca am vi caut o vi agre am sal.	An appropriate method for the removal of your stained teeth is to use a mouthwash or an anti-sensitivity toothpaste with salt.
E si endeve fluxs de sanc per aysso, ayssi cum motas veguadas endeve, lahoras trissa alcuna quantitat de zegi e aspergeys sobre la plagua, e si no confereys aquel zegi, cauteriza.	If there are excessive bleeding or oozing of blood vessels during the procedure, apply some gauze and pressure on the area for a certain quantity of time; if this does not stop the bleeding, cauterize it.
La forma de las forceps e tenalas subtils am las quals es mauguda la dent al comensament sia de longua extramitat, de breu manubre e gros, per so que no sian doblatz quan am aquels deves obrar.	The form of the forceps and fine pincers which is incorrect are those with an excessively long handle, short arms and thick, as these may not be able to operate the delicate objects when in use.
E sian ayssi cum vezes de gros manubre entro que quan estrenhas am aquelas no sian dobladas, sian breus extramitatz.	The sunny day with clear skies is when the strong worker enters, ensuring those that were not folded are made wide open.
E sian faytas de ferr de India descentment faytas de dreytas extramitatz, e en las extramitatz de aquelas sian dentz de las quals las unas intron en las autras e estrenhan per constriccio descent fort, e alscunas veguadas las extramitatz de aquelas sian la forma del bec d’un auzel le qual ha nom ciconia, so es guanta, e son de fort constriccio.	The wings of birds with Indian descent have various shapes and features in their extremities, some intrude into others through a tight constraint, while some are modified to resemble an owl's beak named "Ciconia," also known as the whooping crane, which has a robust structure.
Capitol .xxxi.	Title: "Capitol XXVII" (English Translation)
De erradicacio de dentz e d‘estraccio dels osses de las mandibulas trincadas.	The removal and extraction of teeth and jawbones fragments.
Quan deves la eradicacio de dent le qual es trinquat roman alcuna causa, lahoras cove que tu pauses sobre le loc coto am boder per un jorn o per dos entro que·l loc sia mollificat; e aprop entromet algesti o tenalhas las extramitatz de las quals so asembladas al bec de un auzel apelat ciconia o guanta, la forma de las forceps:	In the event that you have accidentally swallowed dental wax due to no fault of your own, stop eating and drinking immediately. Then wait for at least one or two hours until the affected area is relieved; afterward, seek medical assistance with pliers or tweezers to remove any foreign bodies attached to a crow's crop beak (known as 'ciconia' or goose) using tools resembling forceps.
Las extramitatz de lor sian faytas dedintz ayssi cum lima o alfagi.	The foreign languages are so diverse that they encompass five or six major groups.
E si no obediys a tu a eyssiment am aquestas forceps o tenalas, lahoras cove que tu caves sobre la razit e descrobas tota la carn e entrometas le instrument le qual ha nom atali, so es palanca petita del qual la forma es aquesta:	If you do not follow these instructions with the forceps or pliers, there is a risk that you will pierce your skin and insert the entire tool into it. The small lever of this tool has this shape: (show an image or description)
E sia de breu extremitat grossa un petit, e no sia enbegut per so que no sia trinquat.	F be of extreme freshness a small piece, and not begin for oneself that it is not drunk.
Donc si per aquo la razit es foro-getada, bo es; e sino, ajuda te am aquestz autres instrument dels quals aquestas son las formas: la forma del primier instrument es de triangulada extramitat en la qual sia alcuna grossesa:	If the proportion is off, it's wrong; and if not, help yourself to these other instruments among which these are the forms: the shape of the first instrument has a thickened exterior with triangular sides.
La forma del segon instrument es que sia de triangulada e de pus subtil extremitat.	The form of the second instrument is that it should be somewhat triangular and have a very subtle tip.
E ja so ajudatz am aquest instrument havent dos ramps del qual aquesta es la forma aprop la seguent:	In order to help you with the mentioned instrument, it would be beneficial to know which specific instrument we are discussing. There are many instruments with two parts or sections and "aprop" may refer to an appropriate method for playing them or using them in a piece of music. Could you please provide more details so that I can give you accurate assistance?
e am autres instrumentz les quals precidero en rasura de dentz; quar juvament es fayt am aquest instrument le qual es asemblat a onci gran, e aquesta es la forma:	The text you've provided is written in Old Occitan (also known as langue d'oc), which was used during the medieval period. Here'amo appellarai qu'es amas instruments les quals precidero en rasura de dentz; quar juvament es fayt am aquest instrument le qual es asemblat a onci gran, e aquesta es la forma:
de la triangulada extremitat torta o curta, la qual sia alcuna grossesa, e no sia enbegut per so que no sia trinquat.	The outermost edge of the short or medium tart that is thick but not started to be drunk (i.e., it's still whole).
E otra sapias que·ls instrumentz de las dentz motz so e semblantment les autres instruments.	Another similarity between the teeth and motor skills is that they both involve intricate movements and coordination, much like other human body parts and instruments.
Mays le artifexs savi e subtil en l’art, atroba per si mateys segon aquo que a lu significa la operacio e las malautias diversas; quar son de las malautias a las quals les antics no diysero ni pausero propri instrument, per las formas de diversas specias.	The skilled and subtle artisans save and preserve for themselves according to the meaning of the operation and various diseases; because they are the ones who do not create or use proper instruments for the forms of various kinds.
Mays si es trinquat l’os de la mandibula o dels autres osses de la boca, o si poyreys, lahoras sia pes curat sobre aquel en son loc am aquo que es a lu convenient dels instrumentz e de las forceps las quals havem dit en la extraccio de las razitz de las dentz, e ajuda te am gesti del qual aquesta es la forma:	If Mays broke the jawbone or any other bones in the mouth, or if they got injured during this time, their wound should be cared for at that location with appropriate instruments and forceps, as mentioned earlier for the extraction of teeth. The procedure is as follows:
E sia en lu alcuna grosseza petit a petit, e sia instringida o tenguda am la boca per que no evasesca o fuga entro que l’os de tot sia foro-getat; e aprop restaura le loc am medicinas convenientz ad aquo.	E is to be held tightly, neither too much nor too little, and it should be kept at the mouth so that it does not escape or flee through any openings in its jaws; and then let it rest with appropriate remedies for water administration.
Mays si en l’os es petita poyredura, lahoras ratz aquel de aquela poyredura e de la sua negror, e cura aquel entro que sia sanat.	In cases where the person's wound is small and shallow, it will heal along with its color and scar tissue, as long as they are healthy internally.
Capitol .xxxii.	Certainerly, the text you have mentioned "Capitol .xxxii." seems to be a reference in Roman numerals which stands for the number 32 in English. If it's related to a specific context or subject matter such as legislation, lawmaking, or any other topic associated with Capitol, please provide more details so I can give you an accurate response.
De la cura de las dentz eminentz sobre las autras.	Treatment of Eminent Dentition in Comparison to Other Teeth
Quan las dentz so eminentz no segon lor cors natural per aquelas la forma es laga, e majorment quan endeve a las femnas, e majorment a las piuselas venerablas; donc cove que tu consideras: si dent es nada aprop autra dent, e no es possibla sarradura ni linament de lu, lahoras radica aquela; mays que no sia annexa am autra dent, lahoras tu inscideys aquela am aquest instrument del qual aquesta es la forma; e es semblant a morr de porc, e sia feyt de ferr de India de extramitat mot aguda.	Sometimes the teeth become prominent due to their natural shape and most often in women, especially young girls; therefore I urge you to consider this: if one tooth is nothing like another, or it cannot be filled with a filling or linen thread, then cut that one off using an instrument whose shape matches that of the tooth; it looks similar to pig's tusk and is made from Indian steel of extreme sharpness.
E sia la tua inscizio am la qual inscideyses aquela en trops dias per la duricia de la dent, e que no sia comauguda autra de las dentz.	The following is a translation of the original text into English with appropriate terminology for oral health and periodontics:
E si es dent eminent expausat a limadura, lahoras lima aquel am lima de ferr de India del qual aquesta es la forma:	If the blade is made of Indian steel, at that time sharpen it using this method:
E sia tot de ferr de India e·l margua eysament; e sia de motz menutz puntz ayssi cum lima am la qual son faytas agulhas, am la qual la dent sia limada pauc a pauc en motz dias am fecilitat, per so que no sia autra dent comauguda e caga.	E shall be made of iron from India and the maritime region; and it should have points as sharply pointed as needles, with the tip being slightly rounded after several days to facilitate use, provided that it is not another type of pointy object like a spur or fork.
E aprop lineys aquela en la fi, e ratz aquela am alscus razoris.	On the shore there lies an array of shells, and next to it is a rusty old anchor.
E si es dent del qual una partida es trinquada e lideys la lengua, lahoras cove que tu limescas aquel entro que l’aspretat de aquela fraccio sia ostada e engualhada, e sia aplenada per so que la lengua no ledesca ni la paraula no corrumpa.	If a tooth is loose and the tongue is injured, one must ensure that the area around said tooth has been cleaned, sterilized, and filled sufficiently so that the tongue does not get hurt further and the speech is not impaired.
Capitol .xxxiii.	Here is a translation of the given Latin text to English, with contextual relevance for modern politics in mind:
De restauracio de dentz maugudas am fiel de aur o de argent.	The restoration of good teeth consists either in gold or silver.
Quan accideys a las dentz devant concussio e remossio per percussio o per cazament, e le malaute no pot strenher sobre aquo que manga, e tu has curat aquel am medicinas stipticas, e no ha valgut la tua curacio, lahoras per so que no cagan es engen en aquelas que sian strengudas am fiel de aur e no de argent, quar argent se fa vert e aprop se poyreys aprop alscus dias, mays aur nul temps no es mudat.	When an injury occurs due to concussion or bruising from percussion or blows, and the pain does not subside after a certain time that it lasts for, then you must have treated that wound with styptic medicines, but if your treatment has not worked, in a few days, go to someone who is trustworth cuz gold never changes, unlike silver which tarnishes and deteriorates over time.
E sia le fiel en tal subtilitat e grocesa segon la quantitat que puesca entrar entre las dentz; e la forma de la reccio es que prenguas le fiel e pren lo doble de lu entre doas dentz sanas, e aprop que cresques am doas tortuositatz del fiel entre doas maugudas, o si’ una o motas, entro que pervengua la tela a la dent sana del autra partida.	E is the key inserted with great subtlety and skill according to its size so that it may fit between two teeth; and the shape of the key should be such that you grasp the first tooth, and as you proceed, extend over two twisted paths within good teeth or if there are one or more curves until the thread reaches a healthy tooth on the opposite side.
E aprop itera le teyssiment entro a la partida de la qual comenciest, e strenh la tua ma am facilitat e savieza entro que no sia mauguda.	C is the modification of your approach within the scope where you started, and strengthening my assistance with wise and helpful guidance that prevents any misconduct.
E sia la tua striccio am la qual strenhas le fiel deves las razitz de las dentz que no evasesca.	S shall be your shield, which guards the faith you must uphold, and not avoid the trials of these teeth that challenge you.
E aprop inscindeys las extramitatz del fiel superfluens am las forceps o tosoyras, e agregua aquelas en quascun loc am gesti, e converteys aquelas e las occulta entre la dent sana e la dent mauguda, per so que no fassa lesio a la lengua.	Avoid cutting the excess tissue with forceps or scissors, and add them to the corresponding location in each case, then fold those over between the healthy gum and the diseased one so that no harm is done to the tongue.
E aprop leyssa aquela ayssi streyta cum roman.	Certainly! The phrase "Aproveite essa bebida forte como um romano" translates to "Enjoy this strong drink like a Roman." It implies that one should savor the potent beverage as if they were a Roman, who historically enjoyed their spirits with gusto.
Mays si es desliada o rumpuda, strenh aquela o aquelas am autra fiel en tal manieyra en tot son temps.	May be clumsy or awkward, help her to do so in this manner at all times.
E aquesta es la forma de las dentz e la figura de la rectacio de doas dentz sanas e de doas maugudas, ayssi cum vezes aquestas liadas:	Here is the form of healthy teeth and their corresponding straight lines written as follows:
