Ayssi comensan las paraulas de Albucasim .	Aysa learns the words of Albuquerque.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	If the beetroot is red in color and the skin is thick, do not touch it with an iron knife as this could cause blood flow; wait until it has fully matured before cutting into it or you may rupture it.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	If it is white in color and the smell of gas is subtle, that hour could be dangerous.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	The procedure to assess the condition of one's wisdom teeth is as follows, after considering your actions and whether or not you have experienced any pain due to a cyst in your wisdom tooth that has fully erupted or decreased at all; also check how long the discomfort lasts during sunlight exposure, if there are changes in your overall well-being and if there is an increase in saliva production. The dentist will then select the appropriate tool for examination:
E sia fayt de argent o de aram, e sia subtil cum cotel.	S is made of silver or brass, and subtle with a coating.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	First gather the following items: clean water, warm saltwater solution (1/2 teaspoon of table salt in one cup of warm water), mild soap, soft washcloth or towel, and sterile gauze pads if available.
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	Another liquid that flows from the tunics is exuded by the same organ of which this form is an instrument.
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	The forceps were crafted from iron, but their extremities are corrupted; thus the horrifying feature of each one is found in the direction of the other, sharply pointed and beginning with a piece of iron.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	If this instrument is not yours and you desire the hours of that same hour when one part goes up as the other part goes down: It has been written in verse form like so: As the sun rises on one side, it sets on the other side.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	He who has made an incision should make the other following this method of numbness with a local anesthuted injection, and before making the cut, ensure that the patient is well-rinsed with water.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	May's endeavour to flush out his blood flow involves using gargles of water from last year's cress or myrtle leaves and similar ones depending on the cause of the stiffness in the blood flow, which he seeks to be alleviated.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	In some gardens you can find roses and other flowers while others have various types of bushes; both offer different shades of beauty, much like the variety found in a bouquet I described earlier when discussing how to select the perfect flowers for it.
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	The woman had an abscess in her groin area, which was turning darker and felt slightly painful; the abscessed area became closed off, and she was breathing with difficulty. Drinking water and eating were prohibited to her, and if fever continued for a day or two, it could lead to death.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	The aposteme had grown so much that there were times when the branches intertwined through two trunks.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	I humbly beg for your forgiveness and pray that you may find me in one of the former days, then take hold of that, and cast it away to a great extent, so I compel her understanding from another viewpoint, and thereby obligate her mouth, procure her tongue, and thereby fix myself on that abscess.
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	In the early hours of dawn, there was an abrupt disappearance of most of her belongings and only a small amount of cash left behind.
Donc absolut es le guolayro de aquela femna, e comensec tantost beure aygua, e aprop presec vianda, donc yeu no cessegui inscidir de aquela apostema motas vetz per lonc temps, e succesia apostema en loc de aquel, le qual inscizia entro que es prolonguat aquel.	The woman had just woken up and began to drink water, then ate some food. Consequently, I was unable to scratch at all those boils on my hands for a long time, and an abscess appeared in that place, which kept increasing until it became too large.
Donc yeu engen agui e cauterizegui le guolayro de lu, donc astec de addicio; e aprop yeu perambulegui e no saubi que fec Dieus de aquela aprop mi.	I have sought to bring aid and healing to your soul, so that you may attain peace; therefore, I walk among you unaware of what the gods have in store for me.
Capitol .xxxvii.	In Roman numerals, "Capitol .XXXVII" is represented as follows:
De inscizio de huvela quan es apostemada.	The incident at the junction where there was a traffic jam.
Quan catarr deysen a la huvula, e es apostemada e es longa, lahoras ela es nompnada perpendicular; e si es en la partida dejos grossa e redonda, e lahoras ela es apelada buba.	When the catarrh affects the throat, it becomes swolaturated and elongated, for hours it is called perpendicular; and if in its early stage, it appears thick and round, later it's referred to as a goiter.
Mays quan es curada am aquo que havem dit en la divisio, e no comfereys la tua curacio, e eyssament ja vezes que apostema caut ja es ostat de lu e es subtil, lahoras cove que tu inscidas aquela que es agreguadas redonda; e si es ad aquela longitut, e es sanguina, de fusca color o de negre, e no es a lu centiment, lahoras cove que tu temtes la inscizio de lu, quar en aquela es temor sobre le malaute.	The Mays Quan healing oil is prepared with the water you have used in the division, and do not share your remedy, for it may be infected if often applied to a wound that remains open and subtle; therefore, regularly apply the substance that has been added roundly. If it becomes long and sanguine, of dark or black color, and is not fully healed, then fearfully treat this ill omen as an indication of bad health.
E quan tu vezes aquela segon la manieyra que yeu he dita de la sua blancor e longuesa, que tu fassas sezer le malaute e premas la lengua de lu am instrument del qual procesic la sua forma e aprop fica le onci en la nuva, e tira aquela en jos e inscideys aquela am un de dos instrumentz les quals e ditz en la inscizio de dos mellas.	He then takes the egg yolk according to the color and length he indicated earlier, making sure not to break it, using a tool that is shaped similarly to his thumb. He gently taps one end of two instruments with which he said were like nails into the cloudy white, carefully piercing through the shell without breaking the yolk inside.
E cove que no inscidas aquela sino aquo que es ajustat sobre le terme natural ses addicio, quar si tu inscides de lu mays, lediyras le sieu parlar.	In the town that does not inscribe what is written upon its natural terrain, you shall inscribe more, my dear child, and alter your speech.
E aprop la inscizio, usa de aquo le qual havem recomtat en la inscizio de dos mellas, e cura aquela entro que sia sanat.	In the event of an accident involving water and two or more vehicles, the driver at fault is required to pay for damages within that time period in which they are recovered.
Mays si era le malaute espaventat per la inscizio de lu, cove que use de engen en la cauterizacio de lu ses temor, e la manieyra del cauteri en lu no es sino am aygua aguda, e es que tu pauses le cap del malaute en le tieu se, e aprop prem la lengua de lu am le instrument le qual havem dit, e aprop pren de l’aygua la qual havem dita en le capitol de cauterizacio, e comfeys am aquela caus viva, e pausa aquela no spessa ni subtil, e de aquela omple la concavitat de l’estrument del qual aquesta es la forma:	Mays is suffering from a frightening illness, causing him to be terrified of it and making use of an implement in the cauterization process. The instrument used for this purpose is not boiling water but rather a heated metal tool called "cauter." To treat his condition, you should place the end of the cauter near his mouth while applying gentle pressure with your fingers on the device as described earlier. Then, carefully pour hot water onto the specific area that needs cauterization. The heat will help allenate the illness by removing excess blood or other unwanted substances from the affected area. Ensure to use a suitable and precise amount of water for this process.
Sia la extramitat de lu conquavitat en la qual sia pausada la medicina ayssi cum la conquavitat de culher de ray, e pausa le strument am la medicina sobre la vula, e·l malaute jagua sobre le sieu latz per so que corro saliva o musellage de la boca de aquel per la intrinscequa medicina, per so que no deyssenda de aquela deguna causa sobre le golayro de lu e que ledesca aquel.	The branch of knowledge in which medicine is paused is as well the field of cattle farming; and when one pauses the tools for medicine on the wall, so too does the illness linger over its wound per his own saliva or muzzle to be put on the mouth of that person due to inherent medicinal properties. Therefore, it must not fall from this source onto the ground, and thus heal him.
E aprop te la tua ma am la medicina, e exprem aquela sobre la uvula per l’espazi de miega hora entro que vegas aquela esser denegrada e sedada per la mordicacio de la medicina.	Go to your mom and explain about the throat medicine, and gently press it against your uvula until you feel a slight numbing sensation from the medicine's sting.
E si vols, prengues coto e envolopes aquel sobre la extremitat del ray, e submergeys le coto en la medicina, e entrometas le ray am le coto en una canula de sobre entro que·l coto adheresca en aquela canula, e fay aquo tantas vetz entro que consiegues aquo que vols de la cauterizacio de la uva, e aprop leyssa aquela quar ela se seccara e cayra aprop tres dias o quatre.	Take a piece of cotton and wrap it around the end of the ray, then immerse the tip in medicine. Insert the ray with the wrapped tip into a flexible tube that adheres to the tip, doing this for as many times as you want depending on how much cauterization from the grape is needed. Let the area dry and fall off within three or four days.
E si indigeysses que iteras la medicina, itera aquela, e aprop la cauterizacio abstergeys en le circuit de la uva am coto enbegut en boder, e mondifica am aquel aquo que es en le circuit de lu de la medicina, e sia lavat am aygua frega, e sia curat deforo am embrocacio, e dedintz am guarguarismes entro que sia sanat.	If you undergo this medical procedure, the healing process will begin in the area where the vine was cut and started along the border, and purify the liquid that is in the circuit of your body from the medicine; it should be rinsed with clean water, then treated openly to allow drainage and finally sanitized by antiseptic measures inside.
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	This kind of healing is as effective as immersion and longer in fear.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	Some ulcers are healed with pure water that is as subtle as cauterization and incision, but they can also be treated by the method of smoking out in this manner: recipe for a calming potion includes ysop, origanum (oregano), ruda (rue), shajarah arabica (mulberry tree leaves) camomile, brodiaea and similar herbs. All these ingredients should be adjusted according to the specific situation of the ulcer or some aspects thereof, in a bowl filled with hot water, and it is boiled; then let the liquid cool down moderately, place an instrument made of silver or copper (according to this method) into the solution.
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	E is the tip of the tongue in the mouth at the height where the saliva pools above the palate when the uvula appears darkened or discolored.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	"A: It is essential to pay attention while walking on those muddy paths during dry periods, as this can help prevent skin irritation that may occur with the formation of blisters or sores. Blisters could worsen if not addressed properly, so you should avoid these conditions and instead take necessary precautions such as wearing appropriate footweebk to protect your feet."
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	If you don't have this instrument at hand, take one hour and make a cone of hay in the corner of your room so that the mouth of the flue is blocked; because the cone of hay prevents the smoke from entering the room.
E aquesta curacio es bona am salut.	This cure is good for your health.
Capitol .xxxviii.	Chapter 38.
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	The removal of thorns and water that sticks to the grater, as well as other causes.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	Broken glass or sharp objects sticking in the sole of your shoe, or any other cause.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	Take out that water which is on the surface, over which you cast your gaze, and also place the tongue against an object before sunlight, in order to determine what water is inside the throat.
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	The water that doesn't go down and you keep swallowing it secretly in the stomach, make sure to induce vomiting before food becomes spoiled in your stomach; or deglutition of a small amount of mint or lemon juice, or a sip of dry beer; or take a sponge-like seaweed and soak it well with warm water, then press firmly to induce the vomiting, as when pulled from its location where there are thorns, they will also be expelled.
E mays pren una anguila e be am fiel liada, e sia dedintz mesa e soptament sia extrayta; o pren un porr e soptament le metas e soptament l’en tratz.	An anglerfish catches a fish and binds it tightly to itself, while simultaneously extracting some of its essence; or an octopus catches a crab and similarly absorbs parts of its flesh.
Mays si no so foro-getatz am aquelas causas las quals havem ditas, lahoras husa de un instrument de plom segon aquesta forma:	If you are using a lead writing tool and want to record or take note of those causes we have mentioned earlier in the following format:
E sia pus gros que ray un petit, e en la extramitat de lu sia conquavitat la qual tu entrometas en la sua guola am facilitat.	E is indeed bigger than a small one, and in its tail there's a sharp quality that you incorporate into its collar with ease.
E el aga le sieu cap elevat en sus, e guarda te que·l tocament del sieu os de la gola, per so que endevengua a lu cos e am aquela que enpellesca le os o la spina, o que aquel le metge am la sua ma.	E el aga lle llegeu cap elevat en seu caps, i guarde't tocament del seu or de la gola, perquè encara seguin els seus cos e amaquela qui ensoplesca l'ors o la espina, o que aquell le metge a la seva mà.
Mays empero que·l malaute aquel entrometa es miels, per la sua sciencia del loc de la causa annexa e enpellisca en jos, e tira la sua ma am le instrument en sus, tot aquo segon la quantitat la qual es a lu preparada entro que sia foro-getada.	However, that malaise he caused is worse, due to his knowledge of the cause linked and infiltrates into him, and draws out his instrument on himself, as much as has been prepared within which it should be expelled.
Capitol .xxxix.	Capital XCIX.
De extraccio de sancguisugua annexsa al golayro.	Extraction of sanquhar wine from the barrel.
Quan es medicada sanguisugua am aquo que havem dit en la divisio de la curacio am medicinas e no comfereys, considera lahoras en le guolayro del malaute al solelh, pus que tu aias compremuda la lengua de lu am instrument le qual a tu havem recomtat.	In the treatment of diseases with water-based sanguisuga (leech therapy), consider the duration of the illness and the severity of symptoms, as well as whether you have used any other medications that may interact. Also take into account if you had previously taken a substance known to increase bleeding risk such as an anticoagulant or antiplatelet drug.
Donc si tu vezes la sancguisugua, extratz aquela am onci petit o am gesti subtils decentment.	If you come across the sanguisuga, look for that small one or subtle signs cautiously.
E si no es a tu possible estrayre am aquel, lahoras pren una canula concava e entromet aquela en lo guolayro del malaute, e aprop pausa en la concavitat de la canula un ferr ignit, e fay aquo tantas vetz (entro que la sancguisugua sia morta e se osta del guolayro) e abstengua se le malaute tot lo jorn de aygua.	If the illness is not in your power, place a concave tube into the wound and insert an ignited iron at its concavity; do this until the gangrene has passed away and withdrae from the wound completely. Avoid giving water to the patient for the entire day.
E aprop prengua una veyria plena de aygua frega, e obra la boca de lu en aquela, e lava la boca am aquela; e no trasglucia de aquela alcuna causa e maugua l’aygua una hora aprop autra am la sua ma, quar la sancguisugua tantost cum sent l’aygua catz.	A person pours an entire jug of cold water into their mouth and works on it inside there, then washes the mouth with it; they do not spill any drop from that vessel, for a while they savor the water as if tasting its sweetness.
Mays si no es foro-getada am aquo que havem recomtat, lahoras subfumigua le malaute am cimetz o am assafetida per le instrument le qual havem recomtat en la sufumiguacio de uvula.	Mays, if not fortified with enough water after the procedure where they used instruments for removing the tonsils or adenoids, there is a risk of developing infection and complications such as sore throat or bad breath related to those instruments. It's important to stay hydrired and follow any specific care instructions given by your doctor.
Fay aquo, so en quar cayra.	Water flows quietly undernee the bridge.
E es un’autra manieyra de operacio en sufumiguacio de aquela, es que tu prenguas una ola en la qual sian carbos ignitz e la ola sia cuberta am una cobertora en le mieg de la qual sia un trauc, e sia compausat en aquel trauc la extremitat del instrument; e aprop dega desus la subfumigacio; e pause le malaute la sua boca en la extremitat de la canula, e claugua la sua boca per que la subfumiguacio no sia foro-getada entro que sapias que la subfumigacio es pervenguda a la sancguisugua, quar la sancguisugua tantost cayra.	E is another method of operation in respiration therapy that involves drawing an oxygen bubble surrounded by a canula with cotton at the end and attaching it to a tracheotomy tube; then, you position your mouth near the end of the canula, sealing your lips around it so as not to waste oxygen during inhalation. Ensure that the subfumigation reaches the lungs before the bubble bursts.
E si no catz, lahoras tu itera la subfumiguacio motas vetz, e abstengua le malaute de beure, e mange causas saladas e alhs, e no begua aygua, e ayssi necessari es que am aquest regiment sia fora-getada.	If you do not have symptoms such as fever or vomiting, and avoid drinking alcohol, eat salted foods and vegetables, don't consume water, so it is essential that this regimen be followed strictly. (Translation from Catalan)
E aquesta es la forma del instrument am le qual es trayta sancguisugua del guolayro quan es vista; e es semblant a forceps ayssi cum vezes, sino quar es en lu alcuna curvitat:	This is the form of the instrument which has been transmitted without much error from Gualeiro when it's seen; and its appearance resembles forceps almost like scissangs, but with some curved feature:
le qual sia mesa al guolayro, e la extremitat de lu es semblant a bec de ciconia, que es guanta, en la qual es aspretat de lima, per so quar, quan comprem alcuna causa, aquela no leyssa.	In the city of Guelph, Ontario, Canada, there is a unique landmark that resembles an ibis's beak - it's called the Mohawk Chapel United Church. The chapel was originally built as a fort in 1793 and later converted to its current structure with intricate limestone details dating back to around 1850.
Capitol .xl.	In English, "CAPITOL xl" would be expressed as follows: Capital XL or simply 'XL' if referring to the Roman numeral for 40. However, without context, it is not clear what "Capitol xl" specifically refers to. If it relates to a building or structure, it could denote Capitol Building #40 or an edition of a publication such as volume 4cu (40 in Roman numerals) of a series entitled 'The Capitol'. More context is needed for an accurate translation or interpretation.
En le qual es la suma del sermo en apercio de apostemas e en seccio de lor.	In which the sum of the speeches is about apothecaries and their trade.
Les apostemas so motas specias, de motas manieyras, segon que ve rememoracio de lor, de quascuna en aquest libre.	The multitude of spices, from the myriad varieties, as I recall with fond memory in this book, each one has its own.
E so diversas en perforacio e seccio de lor per doas manieyras, de las quals la una es per la specia de apostemas en si meteys; e per aquo que comprem de las humiditatz.	There are various kinds of needles and sewing scissangs used for different purposes, one of which is specialized in treating bruises, as they retain moisture.
E la segonda manieyra es prop les locs en les quals accideys del cos, quar le apostema accident en le cap es autra de la apostema accident en le cul; e le apostema en le loc carnos accident es autra del apostema accident en junctura; e a quascun de lor es son juguament per operacio.	The second type of injury is the location where accidents caused by things, as thrombosis in the area which is other than an accident caused by clotting in the head or another part; and the accident caused by tissue on its location is different from the accident at the junction. And to each their own treatment through operation.
E mays de apostemas so alcunas las quals cove que no sian perforadas sino aprop maturacio de la sania en aquels o compliment de lor.	Fruits of apples are characterized by their various forms, some of which contain seeds that are not pierced but result from the proper ripening of the fruit through natural processes or pollination methods.
So autras apostemas les quals cove que sian traucatz quan son cruzes, e no son maturatz segon lor compliment, ayssi cum apostemas que son propdas a las juncturas, quar apostema quan ve prop junctura, lo esser de lu es prolonguat entro que·s poyreys aquo que es en le circuit de lu, e fort leu son corromputz les liamentz o les nervis de aquela junctura, per que es fayta causa de contraccio de aquel membre; o es apostema prop de membre principal, e si tu tardas la perforacio de lu entro sia madurat nosira al membre principal; o es prop le cul, donc perfora aque no-madurat; e no cove que·l perforas cru, de no-complida degestio, sino aquel que es prop del cul, per so que no poyresca le preon de lu e sia elonguat a las partidas dedintz del cul, e sia fayta fistula, o que sia fayt en le terme de lu que no sia sanat.	In cases where abscesses are located near joints and have not matured according to their natural course, just like abscesses that spread to the joints, so they are of long duration when they reach such a junction. Thus, it is prolonged within this area that lies in its circuit, causing severe damage to the ligaments or nerves at this joint; therefore, there may be cause for contracture of the affected limb. Or an abscess near the main body part; if you delay the perforation until maturity, it will affect the main body part. Do not puncture through a non-matured one, but rather the one closest to the rectum so that it does not spread and extend towards the parts away from the rectum, causing a fistula or becoming infected during its course, which remains unhealed.
Mays cove que tu sapias la hora de la perforacio de la apostema, e aysso es quan es maturat.	In Cove's view, you know the time for draining the abscess when it ripens.
E sapias que es madurat quan es la cedacio de la dolor e la cessacio de la febre, e aprop la diminucio de la rogor e de la pulsacio, e la acuitat del cap del apostema, e les autres senhals.	The sapo that matures when the pain and fever diminish, as well as the thirst of the headache and increased pulse, along with other signs.
E quar cove que sapias la perforacio cazer en le loc pus dejos del apostema e de pus venient de curacio de la eminencia.	"E choose the correct procedure for puncturing an abscess that is located at a higher level, resulting from infected swelling and accumulated pus."
E perforacio tostemps sia per le lonc de la carn o del cors, si las apostemas son en las partidas de las mas o dels pes, e en loc dels lacertz, de las cordas dels nervis, de las arcerias; e, al derier, en totz locs enguals en les quals no es reflecio; quar en aquels que so reflectitz, usa de perforacio segon aquel membre.	Perforating sores can occur in the long parts of the body or limbs, as well as near joints and muscles; they may also appear on areas where nerves, tendons, blood vessels are located. In some cases, these sores may be found anywhere on the skin, including spots that do not reflect to light. For such wounds, perforation should be performed according to the specific body part affected.
Mays quan le apostema es en loc carnos, lahoras miels es que leysses la perforacio de lu entro que sia confermada la digestio de lu segon compliment, ayssi quo havem dit; quar si tu perforas aquel denant aquo, es prolonguat le cors del poyre de lu e de mota sordicia, e fort leu las labias de lu so enduradas e la profunditat de lu.	Mays quan the apostema is in lo loc carnos (in a certain part of the flesh), the hours mieils es que lesses la perforacio de lu entro que sia confermada la digestio de lu segon compliment, ayssi quo havem dit; quar si tu perforas aquel denant aquo, es prolonguat le cors del poyertre de lu e de motta sordicia, e fort leu las labias de lu so enduradas e la profunditat de lu (then when you make a puncture in the part of the flesh before mentioned, it is lengthened throughout the extent of the pus and putrid matter therein contained, as well as the edges of its lips being hardened, and also the depth of it).
Mays alcus apostemas so perforatz segon la latitut de la carn o del cos deves la necessitat, o segon aquo del qual lo membre indigeys.	Mays aclus apostemas sigui pertinent en l'hora segon el latitúd de la carn o del gos que es ve, o segons l'aigua d'on és dependient.
E cove que administres petita perforacio , e·n les apostemas grans gran perforacio e ampla o motas seccios segon la diversitat de la grandesa dels apostemas.	As a physician managing small abscesses, I perform minimal incisions or punctures according to the size and severity of the abscess. For large abscesses, extensive incision and drainage procedures may be necessary.
E autras so dels apostemas en les quals cove que la codena sia conquavada e sia encidida, quan es fayta ayssi quo pan e fayta es en terme que ja stigua, ayssi cum aquel que accideys en trops de dubelec e de bubos.	Other cases where the code can be considered voided and annulled are when it is made in such a way that the agreement or contract is unilateramo, similarly to what happens with agreements made under duress or fraudulence.
E de aquels so que so insciditz am seccio havent tres angles; e de aquels es en le qual es inscidit ayssi cum figura de fuelha de mirtra, ayssi cum las apostemas dels angonars.	The ones that belong to the segment with three vertices and those in which it is inscribed resembling a pear-shaped figure like the nodes of honeybees.
E de lor so en les quals es administrada seccio redonda e seccio lunar, e semblantz ad aquels.	F dheo son na tíre aige agus seicheadán agus gealach as fábairt iad siúd le linn an lá atá ar fad leis.
Mays aquel al qual no es cap ayssi cum son apostemas leons superficials, cove que tu perforas aquel am perforacio superficial, o plana tant solament.	The type of wound to which I cannot compare similar symptoms as lion's claw marks, is when you penetrate with a flat piercing or surface only.
E cove quant le apostema es gros e ya ha colligit mota sania, que perfores aquel e no te coytes que extraguas tot le poyre en aquela hora; habantz extratz de aquel una partida, e aprop opila le apostema entro al autre dia, e aprop extratz una partida major, e aprop fa aquo motas veguadas segon graduacio entro que sia foro-getat.	E when you notice that the boil is large and has caused significant pain, do not attempt to remove all of its contents at once; instead, extract some portion from it in one session, then increase extraction gradually each day, until there are no more signs of inflammation or discomfort.
E majorment si·l malaute es de freol vertut, o femna prens, o enfant petit, o viel en decrepitut, quar l’esperit animal motas vetz es resolvut am la egressio de la sania, e fort leu mor le malaute, e tu operte les.	The majority of animals strive for life, whether it be a woman pregnant, a young child, an old man in decrepitness, or the animal spirit seeking escape from illness and death; they all struggle greatly against their fate.
Don guarda aquest capitol am gran cautela, e aprop la tua perforacio en la qual perforas aquestz apostemas, cove que abstergescas las plagues e consideras donc si la plagua del apostema es pauca, o es una seccio plana, lahoras tu aministra las qualguas de li o de coto antic; e si le apostema es gran, e las fissuras de la perforacio son motas, lahoras cove que tu pauses meca en quascun trauc entro que pervenguan ensemps.	Watch this capitol with great caution, and approach the hole you have drilled in which you puncture these boils; make sure to avoid the plague and consider if the boil is minor or flat, then apply your remedy accordingly for a short time; but if the boil is large, and the holes made by drilling are small, then cover it with mead as soon as possible.
E si en le apostema es abscindit una partida de la codena o has concavada aquela en le circuit, lahoras cove que tu la complescas de coto viel o de fil fayt de drap de li, ayssi cum quan has traytz pans o razizos, ses humiditat; e strenh aquel entro al tertz dia; e aprop proceseys aquel e cura le am aquo que cove dels enguentz entro que sia sanat.	If the infection has separated a part of the bone or there is an abscess, during surgery you should cleanse that area with cotton wool soaked in alcohol, similarly to how you would wash dishes or rags; keep it dry afterwards and protect it for three days. Then process and treat that spot with the required fluid that may be introduced while healing takes place.
Mays si accideys flux de sanc en la hora de la operacio tua, lahoras tu aministra aygua frega e vi agre en les quals mules un drap de li, e pausa aquel sobre le loc del fluxs del sanc motas veguadas.	May decides to monitor his blood sugar levels during surgery. The hours before the procedure, he avoids drinking water and only takes sips of warm tea, then rests with a cloth over the area where previous bleeding episodes occurred.
Mays si persevera le fluxs del sanc, lahoras cove que tu aministres regiment e curacio e polveras las quals he recomtadas en motz locs de aquest nostre libre e de divisio.	May you persist in the flow of your blood, those lands that I manage to govern and care for which I have recommended in certain locations of our free and divided society.
Mays si es en temps de hivern, e·l loc de la apostema es loc de motz nervis, lahoras cove que tu enfundas pulvils en vi e oli caut, e pauses aquels sobre les locs.	During wintertime, the location of the acne is on a bunch of nerves, hours before you put powders in your eyes and oil it, and those rest upon the spots.
E si es en estiu, e les locs son carnoses, lahoras cove que tu pauses pulvils enbeguts am aygua e oli o am vi e oli, e tot aquo sia freg entro que sia le ters dia, ayssi cum havem dit, e lahoras cove que tu deslies le apostema e abstergescas aquel e aministres en la curacio de lu aquo que a lu conveneys entro que sia sanat.	If it is summer and the places are hot, take breaks often to splash water or oil on yourself and all over your body so that everything stays dry during the day, as we have mentioned before; also times when you need to remove scabs and clean them thoroughly, providing proper care with the water that suits you best until it heals.
E aysso es aquo que es necessari de la cognicio de la curacio de apostemas universalment, mays segon la via de distinccio ja he dit de tot apostema en qual manieyra es via de la cura de lu per capitols singularment.	As an expert in the field of hematology and vascpressure management, I must clarify that my knowledge on this subject is comprehensive and universal. However, according to the differentiation approach I previously mentioned for all types of hemorrhoids, here are some individual treatment options per severity:
Capitol .xli.	Chapter XL-I (41) in English. This Roman numeral represents the number following chapter XLIE (40). In this context, it's typically used to denote sequential chapters or sections within a book or document.
De seccio de apostemas les quals veno en la codena del cap.	From the branch of ailments that come to the head region.
En la codena del cap petitz apostemas, e so de specias de nodes les quals conteno tunicas que so a lor factz ; e las specias de lor so motas.	In the dog's neck area, there are glands that contain tubes which have their secretions; these secretions of theirs consist mainly of nodes and mucus.
E de lor son pingas, e de aquelas so que conteno humiditat semblant a lima.	C of their sons are blonde (golden), and those containing moisture resembling lemon.
E de aquelas so las quals conteno humiditat semblant a pols, et asemblantz a lor; e de aquelas so que son lapideas, durs.	Of those which contain moisture resembling breath and glowing like fire; and of those that are rocky, hard.
E en la seccio de totz, e en la extraccio de aquels no es temor, cum deves la exteccio de aquels no fa contrariat arceria.	En la selección de todos, el éxito está en la extracción de aquellos sin miedo, como debes extraer a los que no causan conflicto.
E la operacio en seccio de aquels es que tu esproes aquels am instrument la forma del qual ve aprop aysso, le qual es apelat entromes, entro que sapias que contengua.	The operation on the section of those who wish to achieve that you know about this device, which is called an oscilloscope, in its various forms and how it works.
