Praefatio.	Prologue.
Deinde itera illud.	Then repeat this process.
Non cesses ergo facere illud, usquequo perueniat sensus super mediatione usque ad ancham, et quiescat dolor.	Do not cease doing this until sensation reaches the ulcer and the pain subsides.
Et iste modus cauterii nominatur cauterium Vaccinum.	And this method of cautery is called the vaccinating cautery.
¶ De cauterizatione doloris Dorsi.	On the cauterization of back pain.
Caput XLIIII.	Chapter 43.
Quandoque accidit dolor in Dorso ex caussis multis, aut a casu, aut a percussione, aut euacuatione superflua, et illis similibus, ex infusione materiei frigidae, et humidae: et cauterium quidem non cadit, nisi in hac specie sola, quae fit ex infusione materiei frigidae.	Sometimes pain occurs in the back due to many causes, either by chance, or from impact, or from excessive evacuation, and similar things, from the infusion of cold and humid matter: and cautery is not applied except in this single type, which occurs from the infusion of cold matter.
Oportet ergo post euacuationem infirmi cum pillulis foetidis, et eis similibus, ut fiant super Dorsum, ubi est dolor, tres lineae secundum latitudinem almeidati ipsius, postquam signas cum encaustro in omni linea quinque cauteria, aut plura secundum quantitatem quae uenit ex tolerantia infirmi uirtute eius: et fiat cauterizatio cum cauteriopuncti.	It is therefore necessary, after evacuating the sick person with fetid pills and similar things, so that they are placed on the back where the pain is located, to draw three lines according to its width. Then, mark with a hot iron in every line five cauterizations, or more according to the quantity which comes from the tolerance of the sick person's strength. And let the cauterization be done with a cautery point.
Et si uis, cauteriza tribus cauteriis, aut quatuor, cum cauterio clauili mediali, secundum hanc formam.	And if you wish, cauterize with three or four cauteries using the middle nail cautery, according to this shape.
¶ De modo cauterizandi in incaeptine Gibbositatis.	On the method of cauterizing at the beginning of a hump.
Caput XLV.	Chapter 45.
Multotiens accidit haec aegritudo infantibus paruis.	This illness often occurs in young infants.
Et signum incaeptionis eius in pueris est: quod accidit super eum strictura in anhelitu apud eleuationem, et motum: et inuenis in ultima spondilium Dorsi et nodorum eius, quod iam incaepit eminere super reliquos spondiles.	And the sign of its beginning in children is: that tightness occurs upon him during elevation and movement, and you will find at the last spine of the back and its nodes, that it has already begun to rise above the remaining spines.
Cum ergo uides illud, et uis facere illud, tunc cauteriza ipsum cum cauterio quod sit circulus secundum hanc formam.	When therefore you see this, and wish to do this, then cauterize it with a cautery that is circular according to this shape.
Et capiat cauterium super omnem partem spondilis aequaliter: et si uis cauteriza in circumitu spondilis cum cauterio puncti duas lineas, aut tres: et sint puncta propinqua adinuicem.	And let the cautery cover the entire part of the spines evenly. And if you wish, cauterize around the spines with a point cautery two or three lines, and let the points be close together.
Deinde cura locum, donec sanetur cum eo quod diximus.	Then treat the place until it heals with what we have said.
Et caue, ne administres cauterium in gibbositate, quae fit in spasmo nerui.	And take care not to administer a cautery on a hump which occurs due to nerve spasm.
¶ De modo cauterizandi in Podagra, et doloribus iuncturarum.	On the method of cauterizing for gout and joint pains.
Caput XLVI.	Chapter XLVI
Quando dolores iuncturarum sunt ab humiditatibus frigidis, quae effunduntur ad cuiuslibet membra corporis, tunc quando accidunt dolores in pedibus, de consuetudine medicorum est, ut nominent illud Podagram proprie.	When joint pains are caused by cold moistures which flow to any part of the body, then when these pains occur in the feet, it is customary among physicians to name this 'Podagra' properly.
Cum ergo curatur Podagra frigidae caussae cum modis curationis, et non remouentur dolores, tune cauterium remouet eos.	Therefore, when gout caused by coldness is being treated with various methods of treatment and the pains are not removed, then cautery removes them.
Et est, ut cauterizes eum post euacuationem in circumitu iuncturae pedum, cauteriis multis: et sit cauterium Oliuare.	And it is necessary to cauterize him after evacuation around the joint of the feet with many cauteries; and let the cautery be olive oil.
Cuius haec est forma.	This is its shape.
Et si indiges ut punctes super faciem pedis, tunc fac cum cauterio puncti.	If you wish to make punctures on the surface of the foot, then do so with a cautery.
Quod si ascendunt dolores usque ad genua, aut reliquas iuncturas, et multotiens accidit illud, tunc cauteriza ipsum super omne genu tribus cauteriis, aut quatuor ab omni parte, cum hoc eodem cauterio Clauili.	But if the pains ascend to the knees or other joints, and this often happens, then cauterize the entire knee with three cauteries, or four on all sides, with the same cautery of Claudianus.
Si autem necessaria sunt tibi plura hoc cauterio, tunc cauteriza ipsum.	If however you need more of this cautery, then cauterize it [the foot].
Et non submergas manum tuam cum cauterio, imo sit circiter spissitudinem cutis tantum.	And do not immerse your hand with the cautery, but let it be about as thick as the skin.
Si autem ascendunt dolores ad genua, et dorsum: tunc administra quod diximus ex cauterio in capitulo suo.	But if the pains ascend to the knees and back: then apply what we have said from the cautery according to its chapter.
Quod si dolores sunt in manibus tantum, tunc puncta in circumitu focilium, sicut reuoluuntur duae lineae.	What if the pains are only in the hands? Then make punctures around the joints like two lines revolving.
Si autem remanet ex doloribus in digitis, tunc puncta eos, super omnem nodum punctum, et super pectinem manus.	But if there remain any pains in the fingers, then puncture them on every joint and on the palm of the hand.
Si autem ascendunt dolores post dies ad cubitos, aut ad humeros, tunc cauteriza utrosque ab omni parte.	But if the pains ascend after some days to the elbows or shoulders, then cauterize both on all sides.
Et non euacues infirmum ex regimine bono, ex recaeptione medicinarum.	And do not evacuate the patient from a good regimen, nor from receiving medicines.
Nam si bonum fiat regimen, et euacuetur phlegma, sanabitur auxilio Dei cum isto cauterio.	For if a good regimen is established and phlegm is evacuated, the illness will be cured with God's help along with this cautery.
¶ De modo cauterizandi in Rupturis.	On the method of cauterizing ruptures.
Caput XLVII.	Chapter XLVI.
Quando accidit Ruptura in inguinibus, et descendit intestinum, aut zirbum ad testiculum, et est illud incipiens propinquum: tunc oportet ut praecipias infirmo dimittere comestionem in die suo.	When a rupture occurs in the groin and an intestine or spermatic cord descends, and it is beginning to be close by: then you should order the patient to refrain from food on that day.
Et utatur ex lenientibus, quo descendat stercus a uentre suo.	And let him use gentle laxatives so that feces may descend from his belly.
Deinde sedeat inter manus tuas super dorsum suum: et praecipe ei, ut teneat anhelitum suum, donec egrediatur, uel appareat zirbum, aut intestinum.	Then let him sit between your hands upon his back: and command him to hold his breath until it passes out, or the spermatic cord or intestine appears.
Deinde reduc ipsum digitis tuis, et signa cum encaustro sub Ruptura super os pectinis, cum signo cuius extremitas sit similis medietati circuli ad superiora corporis.	Then reduce it with your fingers and mark [the spot] with a cautery beneath the rupture above the pubic bone, with a sign whose upper end is like half of a circle.
Deinde igni cauterium, cuius haec est forma, donec ueniat album, et proiiciat seintillas.	Then heat the cautery which has this shape until it becomes white-hot and emits sparks.
Deinde reduc intestinum, aut zirbum ad concauitatem suam.	Then reduce the intestine or spermatic cord to its hollow.
Deinde ponat minister manum suam super locum, ut non exeat intestinum: et tu iam aperuisti inter crura infirmi, et posuisti sub eo puluinar, et seruiens alius super crura eius, et alius super pectus eius qui tenet manus.	Then let the assistant place his hand on the spot so that the intestine does not slip out: and you have now opened between the patient's thighs, placed a cushion beneath him, and another servant is upon his legs, and another upon his chest who holds his hands.
Deinde depone cauterium super ipsum signum, manu tua cum cauterio stante recta.	Then place the cautery upon the mark itself with your hand holding it upright.
Et tene ipsum, donec cum eo consequaris os: aut itera cum eo uice alia, si non consecutus fueris cum eo in prima usque ad os.	And hold it until you reach the bone with it; or repeat [the process] once more if you did not reach the bone on the first attempt.
Et prudenter obserua ab exitu intestini in hora cauterizationis tuae, ne comburas ipsum, et eueniat per illud super infirmum aut mors, aut malicia magna.	And carefully observe that no intestine escapes during your cautery operation, lest you burn it and cause harm or serious injury to the patient.
Et scias, quod quando tu non consequeris cum cauterio os, non confert operatio tua.	And know that if you do not reach the bone with the cautery, your operation is useless.
Et oportet ut sit cauterium infantium subtile, secundum mensuram eorum.	And it is necessary for children to have a fine cautery according to their size.
Deinde cura cum reliquis unguentis, donec sanetur.	Then care for [the patient] with the remaining ointments until he is healed.
Et sit infirmus iacens super dorsum suum quadraginta diebus, donec sigilletur uulnus.	And let the patient lie upon his back for forty days until the wound closes.
Et oportet, ut ponas nutrimentum eius longitudine temporis curationis eius, quod leniat uentrem eius: ut non exeat intestinum apud conamen et egestionem.	And it is necessary that you provide nourishment suited to the duration of his treatment, which will soothe his stomach: so that no part of his intestines may be affected during excretion and digestion.
Deinde quando uult surgere post quadraginta dies, tunc administra ligamentum decenter factum, et teneat ipsum quadraginta diebus aliis.	Then, when he wants to rise after forty days, then apply a well-made bandage, and let it stay for another forty days.
Et minoretur a labore, et repletione cibi et potus, et uocibus uehementibus.	And reduce his labor, food intake, and drink, and prevent violent coughing.
Nam quando utitur hoc regimine, ita sanatur sanatione integra.	For when he follows this regimen, he will be cured completely.
Et ego dicam curationem Rupturarum cum incisione in capitulo suo.	And I shall speak of the treatment of Ruptures with Incision in its own chapter.
Quando autem Rupturae accidunt in reliquo uentre, et sunt incipientes, et uis ut non addantur, tunc cauteriza Rupturam eius cauterio rotundo secundum quantitatem eius: et sit illud quod aduritur ex tunc sicut tertia eius.	But when ruptures occur in the remainder of the abdomen and are beginning, and you wish that they not increase, then cauterize the rupture with a round cautery according to its size; and let that which is burned be like a third of it.
Deinde cura ipsum, cum eo quod diximus: et non addetur.	Then treat it as we have said, and it will not increase.
Et iam dixerunt quidam primi: ut cauterizetur Ruptura cum cauterio triangulato, secundum hanc formam.	And some of the first ones said that a rupture should be cauterized with a triangular cautery, in this shape.
Postquam signatur cum encaustro, et ponitur linea quae est per latitudinem in latere superiori Rupturae, et linea altera ad inferius.	After it is marked with the cautery, and a line is placed that goes across the width on the upper side of the rupture, and another line below.
Et depone manum tuam in medio cum cauterio clauili.	And place your hand in the middle with the keyhole-shaped cautery.
Sed cauterium primum est facilius et melius.	But the first cautery is easier and better.
¶ De modo cauterizandi in doloribus propter casum, aut percussionem.	Regarding the method of cauterization for pains caused by a fall or blow.
Caput XLVIII.	Chapter 48.
Quando accidit in quibusdam membris a casu, aut percussione dolor: et perseuerat ille dolor tempore longo, et non confert in eo curatio cum medicinis: tunc oportet ut cauterizetur cum cauterio Puncti.	When pain occurs in some limbs due to a fall or blow and persists for a long time without improvement despite treatment with medicines, then it is necessary to cauterize it with the puncturing cautery.
Et sit cauterium omnis membri cauterium secundum magnitudinem eius, et ipsius paruitatem, et debilitatem eius, et ipsius uirtutem, et locationem torsionis, et doloris ex eo.	And let the cautery for each member be according to its size, thickness, weakness, strength, location of the twist, and pain caused by it.
Si ergo sanatur ex cauterio primo, est bene.	If it is cured after the first cauterization, that is good.
Si non: tunc itera super ipsum cauterium.	But if not, then repeat the cautery upon it.
Quoniam de consuetudine horum dolorum est, ut permutentur ex membro ad illud quod appropinquat ei.	For it is customary with these pains that they shift from one member to that which is near it.
Quare oportet ut consequaris eos cum cauterio, donec sanetur infirmus.	Therefore you should pursue them with a cautery until the patient is healed.
¶ De modo cauterizandi in Lepra.	On the manner of cauterizing in Leprosy.
Caput XLIX.	Chapter XLIX.
Leprosi autem quandoque iuuantur cauterio iuuamento maximo.	But sometimes lepers are greatly benefited by cautery.
Et praecipue species Leprae, quae fit propter putrefactionem phlegmatis et melancholiae: cum ergo uis cauterizare ipsam considera.	And especially that type of leprosy which arises from the putrefaction of phlegm and melancholy. Therefore, when you wish to cauterize it, consider.
Si ergo Lepra est ineipiciens, et curasti eam cum eo, quod diximus in diuisione, et non descendit, neque stat: et times super infirmum, quod comprehendat corruptio super totam complexionem eius: tunc cauteriza eum super caput quinque cauteriis: uno in medio capitis noto, et secundo inferius eo uersus frontem apud finem capillorum, et duobus super duo cornua, et uno posterius super nucea ceruicis.	But if leprosy is beginning and you have treated it with what we said in the division, and it does not subside nor stop, and you fear that corruption will spread over the whole complexion of the patient, then cauterize him on the head with five cauteries: one in the middle of the head, and a second below it towards the forehead at the end of the hair, and two on the two horns [of the forehead], and one behind on the nape of the neck.
Et ultima manum tuam cum cauterio parumper, donec imprimat in os impressionem paruam, et dislocentur ex eo cortices: ut alleuietur expiratio uaporum grossorum ex eo, et cauteriza cauterio etiam super ipsum splenem, secundum quod praecessit.	And lastly apply your hand with the cautery lightly until it makes a small impression on the bone, and the skin layers are loosened from it; so that the expiration of thick vapors from it may be alleviated, and cauterize also the spleen according to what preceded.
Sin autem Lepra iam sparsa est super infirmum, et apparet manifeste: tunc oportet ut cauterizes cum istis cauteriis, quae diximus in capite, et cauterio super extremitatem nasi, et duobus cauteriis super duas maxillas, et duobus cauteriis super spondiles colli, et sex super spondiles dorsi, et uno magno super alhahosos apud gran caudae et uno supra ipsum, in ipso almeidati: et duobus super anchas: scilicet super omnem ancham uno, et duobus super genua: uno super omne genu, et duobus super humeros, et duobus super cubitos, et duobus super teneritudines pectoris sui: et cauteriza ipsum super omnem iuncturam, ex iuncturis digitorum manuum suarum, et pedum suorum: et cauteriza super omnem calcaneum pedum suorum, et focilia manuum suarum.	But if leprosy has already spread over the patient and appears manifestly, then you must cauterize with those cauteries which we said for the head, and one on the tip of the nose, and two on both jaws, and two on both collarbones, and six on the ribs of the back, and one large one at the buttocks near to the tailbone and one above it in its depth: and two on the hips, that is on all the hip one, and two on both knees: one on all knee joints, and two on shoulders, and two on elbows, and two on the softnesses of his chest: and cauterize him on all jointures from the jointures of his fingers hands and feet; and cauterize also over all heel of his feet and palm of his hands.
Et caue tibi a neruis qui sunt super postremum calcanei, ut non comburas eos.	And beware of the nerves that are upon the heel lest thou burn them.
Et quandoque cauterizatur cauterio super os pectinis, et alio super os stomachi, et alio super epar.	Also, cauterize with a cautery on the breastbone, and another on the stomach bone, and another on the liver.
Et scias, quod quanto plus addis cauterium, est magis iuuamentum, et magis conferens.	And know that the more you prolong the cautery, the greater is the benefit and advantage.
Et scias, quod infirmus non inuenit in cauterio dolorem, sicut inueniunt ipsum sani: propterea, quod corpus eius iam stupefactum est.	And know that the patient does not find pain in cauterization as the healthy do; because his body is already numbed.
Et oportet ut sint cauteria ex magnitudine, et paruitate secundum membra et iuncturas: secundum quod praecessit ex speciebus ferramentorum.	And it is necessary that the cauteries be of such size and fineness according to the members and joints as we have previously described concerning the kinds of instruments.
Deinde cura cauterium ex farina herbi cum melle, et reliqua curatione, donec sanetur.	Then care for the cauteries with herb flour mixed with honey, and other remedies until it heals.
¶ De modo cauterizandi in Stupore.	On the manner of cauterizing in Stupor.
Caput L.	Chapter 50
Quando stupet aliquod membrum, et curatur cum medicinis, et oleis, et emplastris, et non sanatur, tunc cauteriza ipsum membrum stupefactum cauteriis, secundum quod meretur magnitudo membri, aut paruitas eius.	When some member becomes paralyzed and is treated with medicines, oils, plasters, and yet does not recover, then cauterize the paralyzed member with cauteries according to its size or smallness.
Et sit cauterium tuum intrans in spissitudinem cutis parumper.	And let your cautery penetrate slightly into the thickness of the skin for a brief moment.
Deinde cura ipsum cum unguento, donec sanetur.	Then treat it with ointment until it heals.
Et quandoque cauterizatur ad quiddam stuporis, qui accidit manui, et pedi, in spondilibus dorsi apud exitum neruorum, qui mouent illud membrum: et remouetur stupor.	And sometimes cauterization is applied to a certain numbness that occurs in the hand and foot, at the hip bones of the back near the exit of the nerves which move those limbs; and the numbness is removed.
Verum non praesumat super illud, nisi qui est sapiens in anatomia membrorum, et egressione neruorum mouentium corpus.	But let no one presume to do this except someone who is wise in anatomy of the limbs and the exit of moving nerves.
¶ De modo cauterizandi in Albaras.	About the method of cauterizing in Albaras.
Caput LI.	Chapter 51
Quando antiquatur Albaras, et non confert in eo aliquid ex ingeniis medicinae: tunc cauteriza super ipsam cauterio profundo parumper, secundum quantitatem spissitudinis cutis, donec remoueatur albedo, et mutetur color eius.	When the Albaras is cauterized and nothing can be accomplished with medical techniques, then cauterize it with a deep cautery briefly, according to the thickness of the skin, until the whiteness is removed and its color changes.
Deinde cura ipsum cum farina herbi, et lentis cum oleo rosa, et foliis arnoglossae, et sanguine columbae, et sanguine hyrundinis: de unoquoque sit pars una: misceantur haec omnia, et liniantur super pannum, et adhaereant loco, donec sanetur.	Then treat it with flour of barley, and lentils with rose oil, and leaves of sage, and dove's blood, and thrush's blood: let each be one part; mix all these together and apply them on a bandage, and let them adhere to the place until it heals.
¶ De modo cauterizandi in Cancro.	About the method of cauterizing in Cancer.
Caput LII.	Chapter 52
Quando Cancer est incipiens, et uis ipsum sistere: tunc cauteriza ipsum cum cauterio circuli in circuitu eius, sicuti reuoluitur.	When a cancer is beginning and you wish to stop it: then cauterize its circumference with a circular cautery all around it, as it revolves.
Sapientes autem dixerunt, ut cauterizetur cauterio ultimo in medio.	But wise men have said that it should be cauterized with the last point of the cautery in the middle.
Mihi autem non uidetur illud: quoniam timeo quod ulceretur: et ego iam uidi illud aliquotiens.	But I do not think this, for I fear that it may ulcerate; and I have already seen this happen many times.
Et rectius est, ut cauterizetur in circumitu eius cum circulo, sicut diximus: aut cauteriis multis.	And it is better to cauterize its circumference with a circle, as we said, or with many cauteries.
¶ De modo cauterizandi in Adubelati.	About the method of cauterizing in Adubelati (Hernia).
Caput LIII.	Chapter 53
Quando aliquis habet Adubelati, et tardatur in maturatione, aut propter superfluitatem facientem eam, aut propter aetatem infirmi, quando est decrepitus pauci sanguinis, aut propter tempus, et uis festinare in maturatione Adubelati, tunc cauteriza in circumitu eius cum cauteriis paruis multis punctando.	When someone has a hernia that is delayed in its reduction, either because of excess fluid causing it or because of the advanced age of the patient who is weak and has little blood, or because of the time it has been present, and you wish to hasten the reduction of the hernia, then cauterize around its circumference with many small cauteries, puncturing.
Deinde dimitte eam.	Then leave it alone.
Nam ipsa festinabit cum maturatione.	For it will reduce on its own.
Si autem uis perforationem eius cum cauterio, tunc igni cauterium, cuius haec est forma.	But if you wish to perform a puncture of the hernia with a cautery, then heat the cautery which has this shape.
Et depone ipsum in medio Adubelati, donec penetret cutem: et sit cauterium ab eo quod sequitur infirmus, ut alleuietur cursus puris.	And place it in the middle of the hernia until it pierces the skin, and let the cautery be slightly inferior to where it follows, so that the course of the purified fluid may be alleviated.
Deinde cura ipsum donec sanetur.	Then treat it until it heals.
¶ De modo cauterizandi in malo corrodente.	And regarding the method of cauterizing a malignant ulcer.
Caput LIIII.	Chapter 52
Corrodens non est nisi corruptio in membro ambulans, et corrodit ipsum: sicut ignis comedit ligna sicca.	A corrupting ulcer is nothing but corruption that travels along a limb and consumes it, like fire devouring dry wood.
Si ergo uides corrodentem in loco qui toleret cauterium cum igne, tunc igni cauteria multa, clauilia parua et magna, secundum quod conueniet illi loco in quo est corrodens.	If therefore you see a corrupting ulcer in a place that can withstand being cauterized with fire, then heat many cauteries, some small and some large, according to what is fitting for the spot where the corruption is.
Deinde cauteriza ipsum ab omni parte donec eradices corruptionem totam, et non remaneat ex ea aliquid penitus.	Then cauterize it on all sides until you have erased the entire corruption, so that nothing of it remains at all.
Deinde dimitte ipsum tribus diebus, et pone super loca cauterizata sulphur tritum cum oleo, donec eradicentur escharae omnes, et omnis corruptio.	Then leave it alone for three days, and place powdered sulfur mixed with oil on the cauterized areas until all scabs and corruption are removed.
Deinde cura ipsum cum unguentis generantibus carnem.	Then treat it with ointments that promote flesh growth.
Si ergo uides, quod post tres dies caro nascitur natiuitate sana, in qua non est corruptio, est bonum.	If therefore you see that after three days healthy flesh is generated without corruption, then it is good.
Et si non: tunc itera cauterium super illud quod remansit ex locis corruptis.	But if not, then repeat the cautery on whatever remains of the corrupted areas.
Et corrodens medicatur quandoque cum medicina acuta.	And sometimes a corrupting ulcer is treated with an acrid medication.
Ipsa namque surgit loco cauterii.	For it itself arises from the place of the cautery.
Verumtamen cauterium cum igne est uelocioris iuuamenti: et ego quidem iam dixi cauterizationem eius cum medicina acuta in diuisione: accipe ergo eam illic quando ea indiges.	However, cauterization with fire is a quicker remedy. And indeed I have already mentioned cauterization of it with an acrid medication in the section on division: therefore take that there when you need it.
¶ De modo cauterizandi in Clauis, et Verucis.	On the manner of cauterizing fingernails and warts.
Caput LV.	Chapter 56.
Multotiens accidit in inferioribus partibus pedum haec aegritudo: et est res grossa, filtrata, quae laedit pedem.	It often happens that this illness occurs in the lower parts of the feet, and it is a thick, filtered substance that harms the foot.
Et cauterium quidem in eis est secundum duos modos: cauterium cum igne, et cauterium cum aqua calida.	And indeed cauterization in these [cases] is according to two methods: cauterization with fire and cauterization with hot water.
Quantum autem cum igne est, ut ignias cauterium concauum simile pennae uulturis: quod fiat ex ferro, secundum quantitatem quod contineat clauum ab omni parte: et sit subtilium marginum.	The amount of cautery with fire should be like a hollow cautery resembling the feather of an eagle made from iron, according to the quantity that contains the nail on all sides and has sharp edges.
Deinde depone ipsum ignitum super clauum.	Then place the heated cautery upon the nail.
Deinde reuolue manum cum cauterio in circumitu claui, donec perueniat cauterium ad profunditatem claui: et dimitte ipsum tribus diebus, donec incipiat emittere pus.	Then revolve the hand with the cautery around the nail until the cautery reaches the depth of the nail, and leave it there for three days until it begins to discharge pus.
Deinde emplastra ipsum cum maluis syluestribus, contritis cum sale: et dimitte emplastrum super ipsum in nocte.	Then apply a poultice with wild mallows crushed with salt upon it, and leave the poultice over it during the night.
Ipse enim eradicabitur ex radicibus suis.	For it will be eradicated from its roots.
Deinde cura locum unguento generatiuo carnis, donec sanetur.	Then care for the place with an ointment that generates flesh until it heals.
Quod si sunt non conuersi, et multotiens accidunt in superficie corporis, praecipue in manibus et pedibus: tunc administres in eis cauterium cum aqua calida: et est, ut accipias cannulam ex aere, aut ferro, aut ex penna uulturis: et depone eam super clauum, aut althelul.	But if they are not converted and often occur on the surface of the body, particularly in hands and feet, then you should administer cauterization with hot water. And this is done by taking a cannula made from bronze or iron or eagle's feather and placing it upon the nail or callus.
Deinde proiice in cannulam ex aqua calida quantitatem paucam: retine manum tuam, et tu reuolue eam cum compressione manus tuae parumper, ut imprimatur margo cannulae in radice claui, et inueniat aqua calida uiam ad profundum, ad radicem claui: et expectet infirmus parumper super mordicationem aquae calidae hora una.	Then pour a small quantity of hot water into the cannula and keep your hand steady as you rotate it with gentle pressure so that the edge of the cannula impresses upon the root of the nail, allowing the hot water to find its way to the depth. And let the patient wait for about an hour until the burning sensation from the hot water has subsided.
Deinde dimitte ipsum, nam clauus eradicatur cum radicibus suis.	Then leave him alone, for the nail will be removed along with its roots.
Ita fac cum eis uno post unum, donec uenias super omnes qui ex eis sunt in corpore.	Do this one at a time until you have done them all in the body.
Deinde cura eos postquam eradicantur, cum eo quod generat carnem ex unguentis.	Then care for them after they are removed with ointments that generate flesh.
¶ De modo cauterizandi in Tremore.	On the method of cauterizing a tremor.
Caput LVI.	Chapter 65.
Quando accidit alicui Tremor ex frigore in neruo, aut ex febre quartana, aut alio: tunc oportet ut cauterizes ipsum quatuor cauteriis, aut quinque super spondiles dorsi, et inter omnem spondilem cauterio, et in pectore eius cauterio, et super stomachum eius cauterio.	When trembling occurs in someone due to coldness of the nerve, or from quartan fever, or from some other cause: then it is necessary to cauterize them with four cauteries, or five, on the spine of the back, and between every spine with a cautery, and one on the chest, and another on the stomach.
Tremor enim quiescit cum cauterio oliuari, et festinat sanitas aegritudinis frigidae.	For trembling ceases when cauterized with an oil cautery, and health hastens the recovery of the frozen illness.
¶ De modo cauterizandi Albathir.	On the method of cauterizing 'albatheer' (a type of tumor).
Caput LVII.	Chapter 67.
Quandoque expelluntur in corpore Albathir foedae, id est, pustulae, quae fiunt a materiis grossis corruptis.	Sometimes foul tumors called 'albathir' are expelled from the body, that is, pustules caused by corrupted materials.
Oportet ergo in primis cum apparent, ut cauterizentur super omne caput pustulae cauterio subtili cum ligno myrti, cuius extremitas accensa est cum igne.	Therefore, when they first appear, it is necessary to cauterize them with a fine cautery made of myrtle wood, the tip of which has been set on fire.
Aut cum radice aristolochiae longae.	'Or with the root of long aristolochia.'
Aut cum cauterio lenticulari.	Or with a lens-shaped cautery.
Et quandoque cauterizantur ademenul, in principio expulsionis suae secundum hunc modum: et non augentur: et disrumpitur superfluitas faciens eos, et sanatur ex eis.	And sometimes they are cauterized bit by bit at the beginning of their eruption according to this method, and they do not increase; and the excess that causes them is broken up, and they are healed.
Verumtamen oportet ut fiat illud post euacuationem cum phlebotomia.	But it should be done after evacuation with bloodletting.
¶ De modo cauterizandi in fluxu sanguins ex arteria in uulnere.	On the method of cauterizing bleeding from an artery wound.
Caput LVIII.	Chapter 58
Multotiens accidit fluxus sanguinis ex arteria, quae incisa est apud uulnus, quod accidit extrinsecus, aut apud incisionem apostematis, aut cauterium membri, et similia eis: et fit difficile abscindere eum.	Often it happens that blood flows from an artery which has been cut during a wound made externally, or during the incision of an abscess, or cautery on a limb, and similar cases: and it is difficult to stop it.
Cum ergo accidit alicui illud, tunc propera cum manu tua ad orificium arteriae, et pone super ipsum digitum tuum indicem: et stringe eum multum, donec obsessus sit sanguis sub digito tuo, et non egrediatur ex eo aliquid.	But when such a thing happens to someone, then promptly place your hand over the artery's opening and put your index finger on it: and press it tightly until the blood is blocked under your finger and nothing flows out of it.
Deinde pone in ignem cauteria oliuaria parua, et magna numero plura: et suffla super ea, donec fiant ignita ualde.	Then put a small olive-oil cautery into the fire, and many others likewise: and blow on them until they become very heated.
Deinde accipe ex eis unum, aut paruum, aut magnum, secundum uulnus et locum, in quo disrupta est arteria, et depone cauterium super ipsam uenam, post quam tu remoues digitum tuum festinanter: et tene cauterium, donec abscindatur sanguis.	Then take one of them, either small or large, according to the wound and place where the artery is disrupted, and put the cautery on it. Then quickly remove your finger, and hold the cautery until the bleeding stops.
Quod si expellatur cum eleuas digitum ab orificio arteriae, et extinguis cauterium, tunc accipe cauterium aliud festinanter, ex cauteriis quae in igne sunt praeparata.	But if blood is expelled when you lift your finger from the artery's opening, then quickly take another cautery that has been prepared in the fire.
Non ergo cesses facere illud cum uno post aliud, donec abscindatur sanguis.	Do not cease doing this with one after another until the bleeding stops.
Et caue, ne comburas neruum qui est illic, et accidat super infirmum malicia alia.	And be careful not to burn the nerve that is there, lest another mischief happen upon the sick person.
Et scias, quod quando ex arteria fluit sanguis, tunc non est possibile abscindere ipsum: praecipue quaudo arteria est magna, nisi cum uno quatuor modorum.	And know that when blood flows from an artery, it is not possible to stop it except by one of four methods.
Aut cum cauterio, sicut diximus.	Or with a cautery, as we have said.
Aut cum extractione, quando non est extracta.	Or with extraction, when it has not been extracted.
Nam quando extrahitur, contrahuntur extremitates eius, et abscinditur sanguis.	For when it is extracted, the ends of it contract and the blood stops flowing.
Aut ligetur cum filo ligatione forti.	Or it can be tied with a strong liga
Aut ponantur super ipsum medicinae de proprietate, quarum est abscindere sanguinem, et stringatur cum puluinari constrictione decenti.	Or put on it medicines that have the property of stopping blood, and tie it with an appropriate compress.
Qui autem administrat abscisionem eius cum ligamento, et strictura cum panno, aut positione rerum comburentium, et similium, non confert ei penitus, nisi raro.	But whoever tries to stop it by tying it with a bandage and compression with cloth, or with the application of burning substances and similar things, rarely succeeds.
Si autem accidat alicui illud, et non sit ei praesens medicus, neque medicina: tunc incipiat cum positione digiti indicis super orificium uenae ipsius, sicut narrauimus, et constrictione eius ualde, donec obsessus sit sanguis a superiori parte uulneris, et super arteriam.	But if this happens to someone and there is no physician present nor any medicine: then he should begin by placing his index finger over the vein's opening, as we have described, and compressing it very tightly until blood flow from above the wound is blocked off.
Et digitus non remoueatur, desuper ipsum cum aqua frigida uehementis frigoris semper, donec congeletur sanguis, et ingrossetur, et abscindatur.	And the finger should not be moved, while continuously applying cold water of intense coldness from above it until the blood congeals, thickens and is cut off.
Et interim consideret in eo, quid indiget ex cauterio, aut ex medicina.	And meanwhile he should consider what is needed in terms of a cautery or medicine.
¶ Partis Primae Finis.	End of the First Part.
Liber Chirurgici Albucasis Pars II.	Book of Surgery by Albucasis. Part Two.
¶ De Incisione, Perforatione, et Phlebotomia in uulneribus, et his similibus.	On Cutting, Piercing, and Bloodletting in Wounds, and Similar Conditions.
Iam Diximus in Capitulo Primo, omnem aegritudinem in qua conueniens est cum igne cauterium et medicina comburente, et occasiones eius, ipsius caussas, et instrumenta eius, et formas cauteriorum.	We have already spoken in the First Chapter about every disease in which it is appropriate to use fire cautery and burning medicine, their indications, causes, instruments, and shapes of cauteries.
